,Concept_ID,tr,mdf
90,Nebel::N,pus,тума́н
91,Wolke::N,bulut,ковол
92,Regen::N,yağmur,пизем
93,Schnee::N,kar,лов
94,Eis::N,buz,эй
95,Frost::N,don,ке́льме
96,Kälte::N,soğukluk,якшама
97,Hitze::N,sıcaklık,пси
98,Raureif::N,kırç,леш
99,Regenbogen::N,gökkuşağı,а́тямъёнга
100,Donner::N,gök gürlemesi,атям
101,Strömung::N,akıntı,шудема́
102,Strömung::N,cereyan,шудема́
103,Tropfen::N,damla,путькс
104,Tropfen::N,damla,пътняфкс
105,Schaum::N,köpük,шов
106,Schmutz::N,çamur,ърда́з
107,Schmutz::N,pislik,ърда́з
108,See::N,göl,эрьхке
109,Sumpf::N,batak,шяй
110,Moor::N,cılgıt,шяй
111,Wiese::N,çimen,луга
112,Wald::N,koru,вирь
113,Wald::N,orman,вирь
114,Hügel::N,tepe,губо́р
115,Hügel::N,tepe,пандоня
116,Anhöhe::N,tümsek,губо́р
117,Anhöhe::N,yükseklik,губо́р
118,Berg::N,dağ,панда
119,Gipfel::N,zirve,пря
120,Höhle::N,in,у́нда
121,Höhle::N,mağara,у́нда
122,Abhang::N,bayır,па́нда ша́ма
123,Quelle::N,pınar,эшиня
124,Quelle::N,kaynak,эшиня
125,Bach::N,çay,шудерькс
126,Bach::N,dere,шудерькс
127,Fluss::N,nehir,ляй
128,Ufer::N,kıyı,търва́
129,Ufer::N,sahil,търва́
130,Küste::N,kıyı,ляйтърва́
131,Küste::N,sahil,ляйтърва́
132,Festland::N,kara,мода
133,Meer::N,deniz,моря
134,Bucht::N,koy,ведьуське
135,Bucht::N,körfez,ведьуське
136,Insel::N,ada,цёнга
137,Blume::N,çiçek,панчф
138,Gras::N,ot,тише
139,Gras::N,çim,тише
140,Wurzel::N,kök,юр
141,Wurzel::N,kök,ункс
142,Baum::N,ağaç,шуфта
143,Stamm::N,gövde,ро́нга
144,Rinde::N,kabuk,кер
145,Ast::N,dal,морга
146,Ast::N,budak,морга
147,Zweig::N,dal,тарад
148,Blatt::N,yaprak,лопа
149,Birke::N,huş,ке́лу
150,Kiefer[Baum]::N,çam,пиче
151,Weide[Baum]::N,söğüt,каль
152,Tanne::N,çam,куз
153,Tanne::N,köknar,куз
154,Horn::N,boynuz,сюра
155,Feder::N,tüy,толга
156,Fell::N,post,кедь
157,Flügel::N,kanat,паця
158,Klaue::N,pençe,кенже
159,Kralle::N,tırnak,кенже
160,Schwanz::N,kuyruk,пула
161,Ei::N,yumurta,ал
162,Nest::N,yuva,пиза
163,Bau::N,in,пиза
164,Tier::N,hayvan,жува́та
165,Herde::N,sürü,нал
166,Herde::N,sürü,стада
167,Kuh::N,inek,скал
168,Kuh::N,inek,тракс
169,Bulle::N,boğa,бука
170,Pferd::N,at,лишме
171,Pferd::N,beygir,лишме
172,Schaf::N,koyun,уча́
173,Schwein::N,domuz,тува
174,Hund::N,it,пине
175,Hund::N,köpek,пине
176,Katze::N,kedi,катоня
177,Katze::N,kedi,аваката
178,Bär::N,ayı,офта
179,Eichhörnchen::N,sincap,ур
180,Elch::N,büyük kuzey geyiği,ся́рда
181,Fuchs::N,tilki,келазь
182,Hase::N,tavşan,ну́мол
183,Maus::N,fare,шеер
184,Maus::N,sıçan,шеер
185,Wolf::N,kurt,върьгаз
186,Vogel::N,kuş,нармонь
187,Schwarm::N,sürü,ко́вол
188,Schwarm::N,sürü,ме́швеле
189,Huhn::N,tavuk,сараз
190,Hahn::N,horoz,а́тякш
191,Gans::N,kaz,маци
192,Adler::N,kartal,куцькан
193,Adler::N,karakuş,куцькан
194,Ente::N,ördek,яксярга
195,Eule::N,baykuş,ко́рож
196,Kranich::N,turna,ка́рга
197,Krähe::N,karga,ва́рси
198,Kuckuck::N,guguk,ку́ку
199,Schwan::N,kuğu,ло́ксти
200,Fisch::N,balık,кал
201,Barsch::N,hani,о́кунь
202,Barsch::N,levrek,о́кунь
203,Hecht::N,turnabalığı,щу́ка
204,Schlange[Tier]::N,yılan,куй
205,Wurm::N,kurt,сукс
206,Wurm::N,solucan,сукс
207,Spinne::N,örümcek,унжа́
208,Ameise::N,karınca,панжам
209,Laus::N,bit,си
210,Mücke::N,sivrisinek,ся́ське
211,Fliege::N,sinek,кару
212,Schmetterling::N,kelebek,ме́лав
213,Beere::N,tane,и́мож
214,Apfel::N,elma,марь
215,Pilz::N,mantar,панга
216,Zwiebel::N,soğan,шурьхкя́
217,Saat::N,ekin,видьмот
218,Korn::N,tane,сёра
219,Heu::N,kuru ot,тише
220,Schale::N,kabuk,кедь
221,Grube::N,çukur,лотка
222,Falle::N,tuzak,туфкс
223,Falle::N,tuzak,кунда́ма
224,Schlinge::N,ilmik,килькш
225,Spur::N,iz,пильгоки́
226,Asche::N,kül,кулу
227,Dreck::N,pislik,ърда́з
228,Eisen::N,demir,кшни
229,Gold::N,altın,ока
230,Gold::N,altın,золота
231,Silber::N,gümüş,сия́
232,Kohle::N,kömür,седь
233,Kohle::N,kömür,седьвальмя
234,Glas::N,cam,кля́нцек
235,Lehm::N,balçık,сёвонь
236,Sand::N,kum,шува́р
237,Mensch::N,insan,ломань
238,Mann::N,adam,аля
239,Mann::N,adam,цёраломань
240,Mann::N,erkek,аля
241,Mann::N,erkek,цёраломань
242,Frau::N,bayan,ава
243,Kind::N,çocuk,идь
244,Kind::N,çocuk,шаба
245,Junge::N,erkek çocuk,цёраня
246,Mädchen::N,kız,стирня́
247,Familie::N,aile,тнал
248,Familie::N,aile,семья
249,Großvater::N,dede,атя
250,Großvater::N,dede,щя́тя
251,Großvater::N,büyükbaba,атя
252,Großvater::N,büyükbaba,щя́тя
253,Großmutter::N,nine,баба
254,Großmutter::N,büyükanne,баба
255,Eltern::N,ebeveyn,тя́дят-а́лят
256,Eltern::N,ana baba,тя́дят-а́лят
257,Vater::N,ata,аля
258,Vater::N,baba,аля
259,Mutter::N,ana,ава
260,Mutter::N,ana,тядя
261,Mutter::N,anne,ава
262,Mutter::N,anne,тядя
263,Sohn::N,oğul,цёра
264,Tochter::N,kız,стирь
265,Tochter::N,kız evlât,стирь
266,Bruder::N,abi,дуган
267,Bruder::N,abi,пяльне
268,Bruder::N,erkek kardeş,дуган
269,Bruder::N,erkek kardeş,пяльне
270,Schwester::N,abla,ака
271,Schwester::N,abla,сазор
272,Schwester::N,kız kardeş,ака
273,Schwester::N,kız kardeş,сазор
274,Onkel::N,dayı,оця
275,Onkel::N,dayı,патя
276,Onkel::N,dayı,щеня́
277,Tante::N,hala,ака
278,Tante::N,hala,щака
279,Tante::N,teyze,ака
280,Tante::N,teyze,щака
281,Ehemann::N,koca,мирде
282,Ehefrau::N,karı,ърьвя́
283,Freude::N,neşe,ке́нярдема
284,Freude::N,sevinç,ке́нярдема
285,Gelächter::N,gülme,рахсема
286,Gelächter::N,kahkaha,рахсема
287,Glück::N,mutluluk,паваз
288,Kummer::N,dert,ризф
289,Kummer::N,dert,пичефкс
290,Kummer::N,keder,ризф
291,Kummer::N,keder,пичефкс
292,Wunsch::N,arzu,мяль
293,Wunsch::N,arzu,таколдома
294,Wunsch::N,istek,мяль
295,Wunsch::N,istek,таколдома
296,Lust::N,arzu,таколдома
297,Lust::N,heves,таколдома
298,Geist::N,tin,вайме
299,Gedanke::N,fikir,мяль
300,Gedanke::N,düşünce,мяль
301,Gedächtnis::N,bellek,прявий
302,Verstand::N,zekâ,прявий
303,Sinn::N,anlam,ён
304,Grund::N,sebep,туфта́л
305,Wahrheit::N,doğruluk,ви́де
306,Wahrheit::N,doğruluk,видеши́
307,Wahrheit::N,gerçeklik,ви́де
308,Wahrheit::N,gerçeklik,видеши́
309,Gespräch::N,görüşme,корхтама
310,Märchen::N,masal,ёфкс
311,Erzählung::N,öykü,азкс
312,Erzählung::N,hikâye,азкс
313,Nachricht::N,haber,куля́
314,Neuigkeit::N,haber,куля́
315,Name::N,ad,лем
316,Name::N,isim,лем
317,Rätsel::N,bilmece,со́дама ёфкс
318,Rede::N,söylev,вал
319,Rede::N,söylev,корхтама
320,Rede::N,konuşma,вал
321,Rede::N,konuşma,корхтама
322,Sprache::N,dil,кяль
323,Sprache::N,lisan,кяль
324,Stimme::N,ses,вайгяль
325,Wort::N,kelime,вал
326,Zeichen::N,işaret,тя́ште
327,Zeichen::N,işaret,тя́штькс
328,Ruf::N,çağırma,тердема
329,Lärm::N,şamata,гайф
330,Lärm::N,şamata,жалакодома
331,Lärm::N,gürültü,гайф
332,Lärm::N,gürültü,жалакодома
333,Laut::N,ses,вайгяль
334,Ton::N,ses,вайгяль
335,Lied::N,türkü,мора
336,Ruhe::N,sakinlik,сетьме
337,Leute::N,halk,ломатть
338,Leute::N,insanlar,ломатть
339,Volk::N,ulus,наро́д
340,Volk::N,millet,наро́д
341,Arbeit::N,iş,тев
342,Arbeit::N,çalışma,тев
343,Gast::N,konuk,и́нжи
344,Gast::N,konuk,ко́нак
345,Gast::N,misafir,и́нжи
346,Gast::N,misafir,ко́нак
347,Geschenk::N,hediye,казне
348,Geschenk::N,armağan,казне
349,Spiel::N,oyun,налхкома
350,Spiel::N,oyun,налхксема
351,Gesellschaft::N,çevre,кружок
352,Gesellschaft::N,arkadaşlık,кружок
353,Hilfe::N,yardım,лездома
354,Freund::N,dost,я́лга
355,Freund::N,arkadaş,я́лга
356,Kamerad::N,arkadaş,я́лга
357,Angelegenheit::N,iş,тев
358,Angelegenheit::N,husus,тев
359,Anzahl::N,sayı,лувкс
360,Art::N,çeşit,вид
361,Stück::N,tane,пакш
362,Stück::N,parça,пакш
363,Teil::N,kısım,часть
364,Teil::N,kısım,пялькс
365,Hälfte::N,yarı,пяле
366,Kreis::N,daire,шаркс
367,Kreuz::N,haç,крёз
368,Linie::N,hat,межа
369,Linie::N,hat,китькс
370,Linie::N,çizgi,межа
371,Linie::N,çizgi,китькс
372,Strich::N,çizgi,межа
373,Abstand::N,aralık,ётка
374,Entfernung::N,mesafe,ётка
375,Entfernung::N,uzaklık,ётка
376,Gegend::N,yöre,ва́ста
377,Gegend::N,yöre,перьфпя́ль
378,Platz::N,yer,ва́ста
379,Ort::N,yer,ва́ста
380,Seite::N,yan,пяле
381,Seite::N,taraf,пяле
382,Mitte::N,orta,кучка́
383,Mitte::N,merkez,кучка́
384,Gegenstand::N,şey,веща
385,Sache::N,iş,тев
386,Sache::N,iş,веща
387,Sache::N,şey,тев
388,Sache::N,şey,веща
389,Rand::N,kenar,пе
390,Kante::N,kenar,и́рдез
391,Ecke::N,köşe,ужа
392,Spitze::N,uç,пря
393,Spitze::N,baş,пря
394,Ende::N,uç,пе
395,Loch::N,oyuk,варя
396,Loch::N,delik,варя
397,Winkel::N,köşe,ужа
398,Muster::N,örnek,сёрма
399,Größe::N,büyüklük,серь
400,Länge::N,uzunluk,кува́лма
401,Höhe::N,yükseklik,серь
402,Gewicht::N,ağırlık,сталма
403,Menge::N,miktar,лувкс
404,Haufen::N,küme,мар
405,Haufen::N,yığın,мар
406,Reihe::N,sıra,ряд
407,Boot::N,kayık,венеж
408,Boot::N,sandal,венеж
409,Ruder::N,kürek,миле
410,Schlitten::N,kızak,ну́рда
411,Ski::N,kayak,сокс
412,Lagerfeuer::N,kamp ateşi,то́лмар
413,Last::N,yük,канкс
414,Last::N,yük,сталма
415,Gang::N,gidiş,молема
416,Gang::N,yürüyüş,молема
417,Schritt::N,adım,аськолкс
418,Norden::N,kuzey,якшама шире
419,Süden::N,güney,ля́мбе ши́ре
420,Westen::N,batı,ши валгома шире
421,Osten::N,doğu,шинь стяма шире
422,Holz::N,ağaç,вирь
423,Holz::N,ağaç,шуфта
424,Holz::N,tahta,вирь
425,Holz::N,tahta,шуфта
426,Brett::N,tahta,лавця
427,Platte::N,levha,плита́
428,Stütze::N,dayak,неже
429,Stütze::N,destek,неже
430,Stange::N,çubuk,олга
431,Stock::N,sopa,байдек
432,Stock::N,değnek,байдек
433,Stab::N,sırık,олгоня
434,Stab::N,baston,олгоня
435,Rohr::N,boru,турама
436,Haus::N,ev,куд
437,Heim::N,ev,куд
438,Heim::N,yurt,куд
439,Ofen::N,soba,пянакуд
440,Fußboden::N,taban,кия́кс
441,Fußboden::N,döşeme,кия́кс
442,Tisch::N,masa,шра
443,Tisch::N,masa,моркш
444,Stuhl::N,iskemle,стул
445,Stuhl::N,sandalye,стул
446,Wiege::N,beşik,нюря́м
447,Bett::N,yatak,ацам
448,Regal::N,raf,лавцяланга
449,Kiste::N,sandık,парга
450,Fenster::N,pencere,валмья
451,Tür::N,kapı,кенкш
452,Tor::N,kapı,ортат
453,Zaun::N,çit,перяфкс
454,Dach::N,dam,кудпря
455,Dach::N,çatı,кудпря
456,Leiter::N,merdiven,куцема
457,Besen::N,süpürge,тяльме
458,Spaten::N,bel,ка́йме
459,Schaufel::N,kürek,ко́поня
460,Schaufel::N,kürek,ця́рдом
461,Gabel::N,çatal,ця́нгоня
462,Löffel::N,kaşık,куцю
463,Messer::N,bıçak,пеель
464,Nagel::N,çivi,эска
465,Netz::N,ağ,
466,Haken::N,çengel,кя́чказ
467,Griff::N,kulp,недь
468,Griff::N,kulp,кунда́мка
469,Griff::N,tutamak,недь
470,Griff::N,tutamak,кунда́мка
471,Schloss::N,kilit,замо́к
472,Bild::N,imaj,карти́на
473,Bild::N,resim,карти́на
474,Figur::N,şekil,ронга-понда
475,Figur::N,heykel,ронга-понда
476,Puppe::N,kukla,ня́ка
477,Beutel::N,kese,кяскав
478,Beutel::N,torba,кяскав
479,Bündel::N,deste,кярьме
480,Tasche::N,çanta,кошяльня
481,Eimer::N,kova,ве́дарка
482,Deckel::N,kapak,тавадкс
483,Deckel::N,kapak,вельхкс
484,Geschirr::N,kap kacak,кядьге
485,Sack::N,torba,кяскав
486,Tasse::N,fincan,ша́ваня
487,Topf::N,tencere,кавозь
488,Kessel::N,kazan,сргавозь
489,Essen::N,yemek,ярхцама
490,Nahrung::N,gıda,ярхцампяль
491,Nahrung::N,besin,ярхцампяль
492,Speise::N,yemek,ярхцама
493,Fleisch::N,et,пал
494,Fleisch::N,et,сиволь
495,Getreide::N,tahıl,сёра
496,Getreide::N,hububat,сёра
497,Brei::N,ezme,ям
498,Brot::N,ekmek,кши
499,Scheibe::N,dilim,кочам
500,Fett::N,yağ,куя́
501,Butter::N,tereyağı,вай
502,Öl::N,yağ,вай
503,Öl::N,akar yağ,вай
504,Salz::N,tuz,сал
505,Suppe::N,çorba,шонгарям
506,Suppe::N,çorba,коршампяль
507,Honig::N,bal,медь
508,Milch::N,süt,лофца
509,Tee::N,çay,чай
510,Leder::N,deri,кедь
511,Leder::N,meşin,кедь
512,Wolle::N,yün,пона
513,Stoff::N,kumaş,котф
514,Nadel::N,iğne,салмокс
515,Faden::N,tire,сюре
516,Faden::N,iplik,сюре
517,Knopf::N,düğme,пуня
518,Knoten::N,düğüm,сюлма
519,Farbe::N,boya,архтомбяль
520,Kleidung::N,giyim,щам
521,Hemd::N,gömlek,па́нар
522,Kragen::N,yaka,сиве
523,Ärmel::N,yen,ожа
524,Ärmel::N,elbise kolu,ожа
525,Hose::N,pantolon,понкст
526,Gürtel::N,kuşak,каркс
527,Mütze::N,bere,вазь
528,Mütze::N,kasket,вазь
529,Schuh::N,kundura,башма́к
530,Schuh::N,ayakkabı,башма́к
531,Stiefel::N,çizme,кя́ме
532,Ring::N,yüzük,суркс
533,Band::N,bağ,керькс
534,Band::N,bağ,лента
535,Band::N,şerit,керькс
536,Band::N,şerit,лента
537,Kamm::N,tarak,сюрьхцем
538,Spiegel::N,ayna,ванома
539,Riemen::N,kayış,шнань каркс
540,Schnur::N,ip,пикс
541,Schnur::N,ip,карькскя
542,Schnur::N,sicim,пикс
543,Schnur::N,sicim,карькскя
544,Leine::N,kayış,вядьме
545,Decke::N,örtü,вельхкс
546,Decke::N,yorgan,вельхкс
547,Kissen::N,yastık,тоду
548,Tuch::N,bez,руця́
549,Handtuch::N,havlu,на́рдама
550,Kraft::N,güç,вий
551,Kraft::N,kuvvet,вий
552,Stärke::N,kuvvet,вииши
553,Gesundheit::N,sağlık,шумбраши́
554,Krankheit::N,hastalık,урма́
555,Krankheit::N,hastalık,сярядема
556,Schmerz::N,ağrı,маряма
557,Schmerz::N,sancı,маряма
558,Wunde::N,yara,керф
559,Fieber::N,ateş,маштыкс
560,Arznei::N,ilâç,надо́бья
561,Arznei::N,ilâç,пъчка́фтома
562,Brücke::N,köprü,седь
563,Brunnen::N,kuyu,эши
564,Brunnen::N,çeşme,эши
565,Weide::N,otlak,ванома васта
566,Pfad::N,patika,ян
567,Pfad::N,patika,киня́
568,Pfad::N,keçiyolu,ян
569,Pfad::N,keçiyolu,киня́
570,Weg::N,yol,ки
571,Straße::N,yol,ки
572,Straße::N,cadde,ки
573,Dorf::N,köy,веле
574,Stadt::N,kent,ош
575,Stadt::N,şehir,ош
576,Brief::N,mektup,сёрма
577,Buch::N,kitap,книга
578,Buchstabe::N,harf,бу́ква
579,Zeitung::N,gazete,газе́та
580,Leben::N,hayat,эряф
581,Leben::N,hayat,эряма
582,Tod::N,ölüm,кулома́
583,Grab::N,kabir,калма
584,Kirche::N,kilise,це́рькав
585,Sünde::N,günah,пежеть
586,Sünde::N,günah,муворкс
587,Gott::N,tanrı,шкай
588,Arbeiter::N,işçi,трудендай
589,Arbeiter::N,işçi,работник
590,Chef::N,şef,азор
591,Chef::N,şef,оцюня
592,Chef::N,müdür,азор
593,Chef::N,müdür,оцюня
594,Meister::N,usta,мастяр
595,Arzt::N,hekim,врач
596,Arzt::N,hekim,доктор
597,Arzt::N,doktor,врач
598,Arzt::N,doktor,доктор
599,Lehrer::N,hoca,учи́тель
600,Lehrer::N,öğretmen,учи́тель
601,Geld::N,para,ярмакт
602,Geschäft::N,ticaret,ладяфкс
603,Geschäft::N,ticaret,ладяф тев
604,Laden::N,dükkân,ла́вка
605,Preis::N,fiyat,питне
606,Ware::N,mal,миф
607,Ware::N,mal,ра́маф
608,Nutzen::N,fayda,пара
609,Nutzen::N,fayda,лезкс
610,Reichtum::N,servet,ко́зяши
611,Reichtum::N,zenginlik,ко́зяши
612,Welt::N,dünya,свет
613,Land::N,ülke,мастор
614,Staat::N,devlet,государства
615,König::N,kral,король
616,Macht::N,kudret,азорондама
617,Macht::N,kudret,азорксши
618,Macht::N,iktidar,азорондама
619,Macht::N,iktidar,азорксши
620,Grenze::N,had,ёткаян
621,Grenze::N,sınır,ёткаян
622,Krieg::N,savaş,война́
623,Feind::N,düşman,душман
624,Feind::N,düşman,каршек тюри
625,Gewalt::N,zor,наругама
626,Gewalt::N,cebir,наругама
627,Kampf::N,savaş,тюрема́
628,Bogen[Waffe]::N,yay,нал
629,Pfeil::N,ok,нал
630,Gewehr::N,tüfek,винто́вка
631,Fehler::N,hata,эльбядькс
632,Fehler::N,yanlış,эльбядькс
633,Lüge::N,yalan,васькафнема
634,Schaden::N,zarar,зия́н
635,Unglück::N,felâket,зия́н
636,Unglück::N,talihsizlik,зия́н
637,Schuld::N,suç,муворши
638,Schuld::N,kabahat,муворши
639,Alter::N,yaş,эряф кизот
640,Alter::N,yaş,эряфонь пинге
641,Schluss::N,son,пе
642,Zeit::N,zaman,пинге
643,Tag::N,gün,ши
644,Morgen::N,sabah,шобдава
645,Mittag::N,öğle,шикучка
646,Abend::N,akşam,иля́дь
647,Nacht::N,gece,ве
648,Woche::N,hafta,недя́ля
649,Monat::N,ay,ков
650,Jahr::N,yıl,киза
651,Jahr::N,sene,киза
652,Frühling::N,ilkbahar,тунда́
653,Sommer::N,yaz,киза
654,Herbst::N,güz,сёксе
655,Herbst::N,sonbahar,сёксе
656,Winter::N,kış,тяла
657,Januar::N,ocak,кельмеков
658,Februar::N,şubat,уфайков
659,März::N,mart,марайков
660,April::N,nisan,шудиков
661,Mai::N,mayıs,панжиков
662,Juni::N,haziran,лямбеков
663,Juli::N,temmuz,псиков
664,August::N,ağustos,сёроньков
665,September::N,eylül,тюжягов
666,Oktober::N,ekim,кельмазаков
667,November::N,kasım,эйндамков
668,Dezember::N,aralık,кучкаков
669,Montag::N,pazartesi,одговши
670,Dienstag::N,salı,ша́вши
671,Mittwoch::N,çarşamba,вержи
672,Donnerstag::N,perşembe,шува́ланя
673,Freitag::N,cuma,пя́денця
674,Samstag::N,cumartesi,ёткши
675,Sonntag::N,pazar,таргоши
676,groß::A,büyük,оцю
677,klein::A,ufak,ёмла
678,klein::A,küçük,ёмла
679,lang::A,uzun,кува́ка
680,kurz::A,kısa,нюрьхкя́ня
681,breit::A,enli,кели
682,breit::A,geniş,кели
683,schmal::A,dar,тяйня
684,dicht::A,sık,сиде
685,dicht::A,sık,туста
686,dicht::A,yoğun,сиде
687,dicht::A,yoğun,туста
688,dick[Gegenstand]::A,kalın,эчке
689,dick[Gegenstand]::A,iri,эчке
690,dünn::A,ince,шува́ня
691,fein::A,ince,шува́ня
692,fein::A,narin,шува́ня
693,fest::A,sabit,кеме
694,fest::A,sağlam,кеме
695,flach::A,düz,лапш
696,flach::A,yassı,лапш
697,glatt::A,düz,вадяв
698,glatt::A,düz,такор
699,hart::A,katı,калгода
700,weich::A,yumuşak,ляпе
701,rund::A,yuvarlak,кру́глай
702,spitz::A,sivri,ботаз
703,spitz::A,sivri,оржа
704,scharf::A,keskin,оржа
705,stumpf::A,kör,ношка
706,schwer::A,ağır,стака
707,schön::A,güzel,мазы
708,heiß::A,kızgın,пси
709,warm::A,sıcak,лямбе
710,kalt::A,soğuk,кельме
711,kühl::A,serin,эше
712,frisch::A,taze,свежай
713,feucht::A,nemli,летьке
714,feucht::A,rutubetli,летьке
715,nass::A,yaş,начка
716,nass::A,ıslak,начка
717,trocken::A,kuru,коське
718,voll::A,dolu,пяшксе
719,voll::A,dolmuş,пяшксе
720,leer::A,boş,шава
721,offen::A,açık,панжада
722,offen::A,açık,виде
723,geschlossen::A,kapalı,пякстаф
724,geschlossen::A,kapalı,сёлгф
725,sauber::A,pak,ару
726,sauber::A,temiz,ару
727,schmutzig::A,pis,рда́зу
728,schmutzig::A,pis,пя́ндра
729,schmutzig::A,kirli,рда́зу
730,schmutzig::A,kirli,пя́ндра
731,roh::A,çiğ,верок
732,reif::A,olgun,ке́нерьф
733,lecker::A,lezzetli,танцти
734,süß::A,tatlı,ламбама
735,süß::A,şekerli,ламбама
736,bitter::A,acı,сяпи
737,sauer::A,ekşi,шапама
738,hell::A,aydınlık,валда
739,dunkel::A,karanlık,шобда
740,schwarz::A,kara,равжа
741,schwarz::A,siyah,равжа
742,weiß::A,ak,акша
743,weiß::A,beyaz,акша
744,rot::A,kırmızı,якстерь
745,gelb::A,sarı,тюжя́
746,blau::A,mavi,сенем
747,grün::A,yeşil,пиже
748,grün::A,yeşil,сянгяря
749,grau::A,boz,уле
750,bunt::A,renkli,сёрмав
751,billig::A,ucuz,у́цез
752,billig::A,ucuz,аф пи́тни
753,teuer::A,pahalı,пи́тни
754,wertvoll::A,değerli,питни
755,blind::A,kör,сокор
756,taub::A,sağır,пярав
757,kräftig::A,dinç,пяк вии
758,kräftig::A,kuvvetli,пяк вии
759,stark::A,güçlü,вии
760,stark::A,kuvvetli,вии
761,schwach::A,zayıf,лафча
762,schwach::A,güçsüz,лафча
763,fett::A,şişman,куя́
764,schlank::A,narin,виде ронга
765,hübsch::A,güzel,мазы
766,hübsch::A,sevimli,мазы
767,böse::A,kötü,кяжи
768,dumm::A,aptal,аф ёню
769,dumm::A,aptal,шава пря
770,faul::A,tembel,нола
771,fleißig::A,çalışkan,ку́лхцонды
772,geizig::A,cimri,кирьжя
773,geizig::A,cimri,жаднай
774,klug::A,zekî,ёню
775,klug::A,zekî,пря́ви
776,klug::A,akıllı,ёню
777,klug::A,akıllı,пря́ви
778,geschickt::A,becerikli,маштозь тиф
779,lieb::A,sevimli,цебярь
780,lustig::A,neşeli,ра́хси
781,sanft::A,nazik,сетьме
782,hungrig::A,aç,вача
783,hungrig::A,aç,вачеда
784,krank::A,hasta,сяряди
785,krank::A,rahatsız,сяряди
786,nackt::A,çıplak,штада
787,nackt::A,çıplak,кърхтапа
788,traurig::A,kederli,ла́жнай
789,traurig::A,üzüntülü,ла́жнай
790,lebendig::A,canlı,эряй
791,gut::A,iyi,пара
792,gut::A,iyi,цебярь
793,schlecht::A,kötü,кальдяв
794,richtig::A,doğru,виде
795,schlimm::A,kötü,кальдяв
796,wahr::A,doğru,афкуксонь
797,wahr::A,gerçek,афкуксонь
798,alt::A,eski,ташта
799,neu::A,yeni,од
800,ehemalig::A,önceki,и́нгольдень
801,alt[Lebewesen]::A,yaşlı,сире
802,jung::A,genç,од
803,arm::A,fakir,а́шу
804,reich::A,zengin,козя
805,bekannt::A,bilinen,содаф
