,Concept_ID,ar,ga
176,Flügel::N,جناح,sciathán
177,Klaue::N,مخلب,crúb
178,Klaue::N,مخلب,crobh
179,Kralle::N,مخلب,crobh
180,Schwanz::N,ذيل,eireaball
181,Ei::N,بيض,ubh
182,Nest::N,عش,nead
183,Bau::N,جحر,brocais
184,Tier::N,حيوان,ainmhí
185,Tier::N,حيوان,beithíoch
186,Herde::N,قطيع,tréad
187,Kuh::N,بقرة,bó
188,Bulle::N,ثور,tarbh
189,Pferd::N,خيل,each
190,Pferd::N,خيل,capall
191,Schaf::N,شاة,caora
192,Schwein::N,خنزير,muc
193,Hund::N,كلب,madra
194,Katze::N,قطة,cat
195,Bär::N,دب,béar
196,Eichhörnchen::N,سنجاب,iora
197,Elch::N,موظ,eilc
198,Fuchs::N,ثعلب,sionnach
199,Fuchs::N,ثعلب,madra rua
200,Hase::N,أرنب,giorria
201,Maus::N,فأرة,luch
202,Wolf::N,ذئب,mac tíre
203,Vogel::N,طير,éan
204,Schwarm::N,سرب,saithe
205,Huhn::N,دجاجة,cearc
206,Hahn::N,ديك,coileach
207,Gans::N,وزة,gé
208,Adler::N,نسر,iolar
209,Ente::N,بطة,lacha
210,Eule::N,بوم,ulchabhán
211,Kranich::N,كركي,grús
212,Krähe::N,غراب,caróg
213,Krähe::N,غراب,préachán
214,Kuckuck::N,وقواق,cuach
215,Schwan::N,إوز عراقي,eala
216,Fisch::N,سمك,iasc
217,Barsch::N,فرخ أوربي,péirse
218,Hecht::N,سمك الكراكي,liús
219,Schlange[Tier]::N,حية,nathair
220,Schlange[Tier]::N,ثعبان,nathair
221,Wurm::N,دودة,péist
222,Spinne::N,عنكبوت,damhán alla
223,Ameise::N,نملة,seangán
224,Laus::N,قملة,míol
225,Mücke::N,ناموسة,muiscít
226,Mücke::N,ناموسة,corrmhíol
227,Fliege::N,ذبابة,cuil
228,Fliege::N,ذبابة,cuileog
229,Schmetterling::N,فراشة,féileacán
230,Beere::N,حبة,caor
231,Apfel::N,تفاح,úll
232,Pilz::N,فطر,beacán
233,Pilz::N,فطر,muisiriún
234,Zwiebel::N,بصل,oinniún
235,Saat::N,زرع,síol
236,Korn::N,حبة,gráinne
237,Heu::N,دريس,féar
238,Schale::N,قشرة,scaimh
239,Grube::N,نقرة,poll
240,Falle::N,فخ,gaiste
241,Falle::N,مصيدة,gaiste
242,Schlinge::N,عروة,sealán
243,Spur::N,أثر,rian
244,Asche::N,رماد,luaith
245,Dreck::N,قذر,salachar
246,Eisen::N,حديد,iarann
247,Gold::N,ذهب,ór
248,Silber::N,فضة,airgead
249,Kohle::N,فحم,gual
250,Glas::N,زجاج,gloine
251,Lehm::N,طين,cré
252,Sand::N,رمل,gaineamh
253,Mensch::N,إنسان,duine
254,Mann::N,رجل,fear
255,Frau::N,امرأة,bean
256,Kind::N,طفل,gasúr
257,Kind::N,طفل,páiste
258,Junge::N,ولد,buachaill
259,Mädchen::N,بنت,cailín
260,Familie::N,عائلة,teaghlach
261,Familie::N,عائلة,comhluadar
262,Großvater::N,جد,seanathair
263,Großmutter::N,جدة,seanmháthair
264,Eltern::N,أبوان,tuismitheoirí
265,Eltern::N,والدان,tuismitheoirí
266,Vater::N,أب,athair
267,Mutter::N,أم,máthair
268,Sohn::N,إبن,mac
269,Tochter::N,بنت,iníon
270,Tochter::N,إبنة,iníon
271,Bruder::N,أخ,deartháir
272,Bruder::N,شقيق,deartháir
273,Schwester::N,أخت,deirfiúr
274,Onkel::N,عم,uncail
275,Tante::N,عمة,aintín
276,Ehemann::N,زوج,fear céile
277,Ehefrau::N,زوجة,bean chéile
278,Freude::N,فرح,áthas
279,Freude::N,سرور,áthas
280,Gelächter::N,قهقهة,gáire
281,Glück::N,سعادة,séan
282,Glück::N,سعادة,sonas
283,Kummer::N,غم,brón
284,Kummer::N,غم,buairt
285,Wunsch::N,منية,guí
286,Wunsch::N,منية,achainí
287,Lust::N,شهوة,fonn
288,Geist::N,روح,meon
289,Geist::N,روح,spiorad
290,Gedanke::N,فكرة,smaoineamh
291,Gedächtnis::N,ذاكرة,cuimhne
292,Verstand::N,عقل,ciall
293,Verstand::N,عقل,intinn
294,Sinn::N,معنى,brí
295,Sinn::N,معنى,ciall
296,Grund::N,سبب,fáth
297,Wahrheit::N,حقيقة,fírinne
298,Gespräch::N,محادثة,comhrá
299,Märchen::N,خرافة,scéal
300,Erzählung::N,قصة,scéal
301,Erzählung::N,حكاية,scéal
302,Nachricht::N,خبر,teachtaireacht
303,Neuigkeit::N,خبر جديد,scéala
304,Name::N,اسم,ainm
305,Rätsel::N,لغز,tomhas
306,Rede::N,خطبة,óráid
307,Rede::N,خطبة,aitheasc
308,Sprache::N,لغة,teanga
309,Stimme::N,صوت,guth
310,Wort::N,كلمة,focal
311,Zeichen::N,رمز,comhartha
312,Zeichen::N,إشارة,comhartha
313,Ruf::N,نداء,glaoch
314,Lärm::N,صخب,torann
315,Lärm::N,ضجة,torann
316,Laut::N,صوت,fuaim
317,Ton::N,نغمة,ton
318,Lied::N,أغنية,amhrán
319,Ruhe::N,هدوء,suaimhneas
320,Leute::N,ناس,muintir
321,Volk::N,شعب,pobal
322,Arbeit::N,عمل,obair
323,Gast::N,ضيف,aoi
324,Geschenk::N,هدية,féirín
325,Geschenk::N,هدية,bronntanas
326,Spiel::N,لعب,cluiche
327,Gesellschaft::N,صحبة,comhluadar
328,Hilfe::N,عون,cúnamh
329,Hilfe::N,عون,cabhair
330,Hilfe::N,مساعدة,cúnamh
331,Hilfe::N,مساعدة,cabhair
332,Freund::N,صديق,cara
333,Kamerad::N,زميل,comrádaí
334,Angelegenheit::N,أمر,ábhar
335,Angelegenheit::N,شأن,ábhar
336,Anzahl::N,عدد,líon
337,Art::N,نوع,sórt
338,Art::N,نوع,saghas
339,Stück::N,قطعة,píosa
340,Teil::N,قسم,cuid
341,Teil::N,قسم,páirt
342,Hälfte::N,نصف,leath
343,Kreis::N,دائرة,ciorcal
344,Kreuz::N,صليب,cros
345,Linie::N,خط,líne
346,Strich::N,شرطة,stríoc
347,Abstand::N,مسافة,achar
348,Entfernung::N,بعد,fad
349,Gegend::N,ناحية,ceantar
350,Platz::N,فراغ,áit
351,Platz::N,فراغ,spás
352,Ort::N,مكان,áit
353,Seite::N,جانب,taobh
354,Mitte::N,وسط,lár
355,Gegenstand::N,موضوع,ball
356,Gegenstand::N,موضوع,ábhar
357,Sache::N,شيء,ní
358,Sache::N,شيء,rud
359,Rand::N,حافة,imeall
360,Rand::N,حافة,ciumhais
361,Kante::N,حافة,corr
362,Kante::N,حافة,colbha
363,Ecke::N,ركن,coirnéal
364,Spitze::N,سن,gob
365,Spitze::N,سن,barr
366,Ende::N,طرف,ceann
367,Ende::N,طرف,foirceann
368,Loch::N,ثقب,poll
369,Winkel::N,زاوية,cúinne
370,Winkel::N,زاوية,uillinn
371,Muster::N,عينة,patrún
372,Größe::N,حجم,méid
373,Größe::N,حجم,toise
374,Länge::N,طول,fad
375,Höhe::N,علو,airde
376,Höhe::N,ارتفاع,airde
377,Gewicht::N,وزن,meáchan
378,Menge::N,كمية,méid
379,Haufen::N,كوم,cnap
380,Reihe::N,صف,líne
381,Reihe::N,صف,sraith
382,Boot::N,قارب,bád
383,Boot::N,زورق,bád
384,Ruder::N,مجذاف,rámh
385,Ruder::N,مجذاف,maide rámha
386,Schlitten::N,مزلقة,carr sleamhnáin
387,Ski::N,زلاجة,scí
388,Lagerfeuer::N,نار المخيم,tine champa
389,Last::N,حمل,ualach
390,Gang::N,مشية,siúlóid
391,Schritt::N,خطوة,céim
392,Schritt::N,خطوة,coiscéim
393,Norden::N,شمال,tuaisceart
394,Süden::N,جنوب,deisceart
395,Westen::N,غرب,iarthar
396,Osten::N,شرق,oirthear
397,Holz::N,خشب,adhmad
398,Brett::N,لوح,clár
399,Platte::N,صفيحة,leac
400,Stütze::N,سند,taca
401,Stütze::N,دعامة,taca
402,Stange::N,عود,polla
403,Stange::N,عود,cuaille
404,Stock::N,عصا,bata
405,Stock::N,عصا,maide
406,Stab::N,قضيب,maide
407,Stab::N,قضيب,bachall
408,Rohr::N,أنبوبة,píopa
409,Haus::N,دار,teach
410,Haus::N,بيت,teach
411,Heim::N,بيت,baile
412,Heim::N,مسكن,baile
413,Ofen::N,مدفأة,sornóg
414,Fußboden::N,أرضية,urlár
415,Tisch::N,مائدة,bord
416,Tisch::N,مائدة,tábla
417,Stuhl::N,كرسي,cathaoir
418,Wiege::N,مهد,cliabhán
419,Bett::N,سرير,leaba
420,Regal::N,رف,seilf
421,Kiste::N,صندوق,bosca
422,Fenster::N,شباك,fuinneoig
423,Fenster::N,نافذة,fuinneoig
424,Tür::N,باب,doras
425,Tor::N,بوابة,geata
426,Zaun::N,سياج,fál
427,Zaun::N,سياج,claí
428,Dach::N,سطح,díon
429,Leiter::N,سلم,dréimire
430,Besen::N,مكنسة,scuab
431,Spaten::N,مسحاة,spád
432,Spaten::N,مسحاة,rámhainn
433,Schaufel::N,مجرفة,sluasaid
434,Gabel::N,شوكة,forc
435,Gabel::N,شوكة,gabhlóg
436,Löffel::N,ملعقة,spúnóg
437,Messer::N,سكين,scian
438,Nagel::N,مسمار,tairne
439,Netz::N,شبكة,líon
440,Netz::N,شبكة,eangach
441,Haken::N,خطاف,croch
442,Haken::N,صنارة,croch
443,Griff::N,قبضة,cos
444,Griff::N,قبضة,hanla
445,Schloss::N,قفل,glas
446,Bild::N,صورة,pictiúr
447,Figur::N,تمثال,fíor
448,Puppe::N,دمية,bábóg
449,Beutel::N,كيس,mála
450,Beutel::N,كيس,mealbhóg
451,Bündel::N,ربطة,beart
452,Tasche::N,شنطة,mála
453,Tasche::N,محفظة,mála
454,Eimer::N,سطل,buicéad
455,Eimer::N,جردل,buicéad
456,Deckel::N,سداد,clár
457,Deckel::N,سداد,claibín
458,Geschirr::N,أوان,soithí
459,Geschirr::N,أوان,gréithe
460,Sack::N,زكيبة,sac
461,Sack::N,زكيبة,mála
462,Tasse::N,فنجان,cupán
463,Topf::N,قدر,pota
464,Topf::N,طنجرة,pota
465,Kessel::N,قدر,citeal
466,Kessel::N,غلاية,citeal
467,Essen::N,طعام,béile
468,Nahrung::N,غذاء,bia
469,Speise::N,أكل,mias
470,Fleisch::N,لحم,feoil
471,Getreide::N,حبوب,grán
472,Getreide::N,حبوب,arbhar
473,Brei::N,عصيدة,brúitín
474,Brot::N,خبز,arán
475,Scheibe::N,شريحة,píosa
476,Scheibe::N,شريحة,slisne
477,Fett::N,سمن,saill
478,Fett::N,سمن,méathras
479,Butter::N,زبدة,im
480,Öl::N,زيت,ola
481,Salz::N,ملح,salann
482,Suppe::N,حساء,sú
483,Suppe::N,حساء,anraith
484,Suppe::N,شربة,sú
485,Suppe::N,شربة,anraith
486,Honig::N,عسل,mil
487,Milch::N,حليب,bainne
488,Tee::N,شاي,tae
489,Leder::N,جلد,leathar
490,Wolle::N,صوف,olann
491,Stoff::N,قماش,éadach
492,Nadel::N,إبرة,snáthaid
493,Faden::N,خيط,snáth
494,Knopf::N,زر,cnaipe
495,Knoten::N,عقدة,snaidhm
496,Farbe::N,صبغة,péint
497,Kleidung::N,ملابس,éadaí
498,Hemd::N,قميص,léine
499,Kragen::N,ياقة,bóna
500,Ärmel::N,كم,muinchille
501,Hose::N,سروال,bríste
502,Hose::N,سروال,treabhsar
503,Hose::N,بنطلون,bríste
504,Hose::N,بنطلون,treabhsar
505,Gürtel::N,حزام,crios
506,Mütze::N,طاقية,caipín
507,Schuh::N,حذاء,bróg
508,Stiefel::N,جزمة,buatais
509,Stiefel::N,حذاء طويل,buatais
510,Ring::N,حلقة,fáinne
511,Band::N,شريط,ribín
512,Kamm::N,مشط,cíor
513,Spiegel::N,مرآة,scáthán
514,Riemen::N,سير,iall
515,Riemen::N,سير,strapa
516,Schnur::N,حبل,téad
517,Schnur::N,حبل,sreangán
518,Schnur::N,دوبارة,téad
519,Schnur::N,دوبارة,sreangán
520,Leine::N,قيد,iall
521,Decke::N,بطانية,pluid
522,Decke::N,بطانية,blaincéad
523,Kissen::N,وسادة,piliúr
524,Kissen::N,وسادة,adhartán
525,Tuch::N,منديل,scaif
526,Handtuch::N,فوطة,tuáille
527,Handtuch::N,منشفة,tuáille
528,Kraft::N,قدرة,fórsa
529,Stärke::N,قوة,neart
530,Gesundheit::N,صحة,sláinte
531,Krankheit::N,مرض,tinneas
532,Krankheit::N,مرض,breoiteacht
533,Schmerz::N,ألم,pian
534,Schmerz::N,وجع,pian
535,Wunde::N,جرح,goin
536,Fieber::N,حمى,fiabhras
537,Arznei::N,دواء,cógas
538,Brücke::N,جسر,droichead
539,Brunnen::N,بئر,tobar
540,Weide::N,مرعى,féarach
541,Pfad::N,درب,cosán
542,Pfad::N,درب,conair
543,Weg::N,سكة,slí
544,Weg::N,سكة,bealach
545,Straße::N,طريق,bóthar
546,Dorf::N,قرية,sráidbhaile
547,Stadt::N,مدينة,baile
548,Stadt::N,مدينة,cathair
549,Brief::N,خطاب,litir
550,Brief::N,مكتوب,litir
551,Buch::N,كتاب,cín
552,Buch::N,كتاب,leabhar
553,Buchstabe::N,حرف,litir
554,Zeitung::N,جريدة,nuachtán
555,Leben::N,عيش,saol
556,Leben::N,عيش,beatha
557,Leben::N,حياة,saol
558,Leben::N,حياة,beatha
559,Tod::N,موت,bás
560,Tod::N,وفاة,bás
561,Grab::N,قبر,uaigh
562,Kirche::N,كنيسة,eaglais
563,Sünde::N,خطيئة,peaca
564,Gott::N,إله,dia
565,Arbeiter::N,عامل,oibrí
566,Chef::N,رئيس,saoiste
567,Chef::N,رئيس,ceannasaí
568,Meister::N,أسطى,máistir
569,Arzt::N,طبيب,lia
570,Arzt::N,طبيب,dochtúir
571,Lehrer::N,مدرس,oide
572,Lehrer::N,مدرس,múinteoir
573,Geld::N,نقود,airgead
574,Geschäft::N,صفقة,gnó
575,Laden::N,دكان,siopa
576,Preis::N,سعر,praghas
577,Ware::N,بضاعة,earra
578,Nutzen::N,فائدة,tairbhe
579,Reichtum::N,غنى,rachmas
580,Reichtum::N,غنى,saibhreas
581,Reichtum::N,ثروة,rachmas
582,Reichtum::N,ثروة,saibhreas
583,Welt::N,عالم,domhan
584,Welt::N,دنيا,domhan
585,Land::N,بلد,tír
586,Staat::N,دولة,stát
587,König::N,ملك,rí
588,Macht::N,سلطة,cumhacht
589,Grenze::N,حدود,críoch
590,Grenze::N,حدود,teorainn
591,Krieg::N,حرب,cogadh
592,Feind::N,عدو,namhaid
593,Gewalt::N,عنف,foréigean
594,Kampf::N,قتال,troid
595,Bogen[Waffe]::N,قوس,bogha
596,Pfeil::N,سهم,saighead
597,Gewehr::N,بندقية,gunna
598,Fehler::N,خطأ,botún
599,Fehler::N,خطأ,meancóg
600,Lüge::N,كذب,bréag
601,Lüge::N,كذب,éitheach
602,Schaden::N,تلف,dochar
603,Schaden::N,تلف,damáiste
604,Unglück::N,نحس,drochrath
605,Schuld::N,ذنب,locht
606,Schuld::N,ذنب,milleán
607,Alter::N,سن,aois
608,Alter::N,عمر,aois
609,Schluss::N,ختام,deireadh
610,Schluss::N,نهاية,deireadh
611,Zeit::N,وقت,am
612,Zeit::N,وقت,aimsir
613,Tag::N,يوم,lá
614,Morgen::N,صباح,maidin
615,Mittag::N,ظهر,nóin
616,Abend::N,مساء,tráthnóna
617,Nacht::N,ليلة,oíche
618,Woche::N,أسبوع,seachtain
619,Monat::N,شهر,mí
620,Jahr::N,عام,bliain
621,Jahr::N,سنة,bliain
622,Frühling::N,ربيع,earrach
623,Sommer::N,صيف,samhradh
624,Herbst::N,خريف,fómhar
625,Winter::N,شتاء,geimhreadh
626,Januar::N,يناير,Eanáir
627,Januar::N,كانون الثاني,Eanáir
628,Februar::N,شباط,Feabhra
629,Februar::N,فبراير,Feabhra
630,März::N,آذار,Márta
631,März::N,مارس,Márta
632,April::N,نيسان,Aibreán
633,Mai::N,مايو,Bealtaine
634,Juni::N,يونيو,Meitheamh
635,Juni::N,حزيران,Meitheamh
636,Juli::N,تموز,Iúil
637,Juli::N,يوليو,Iúil
638,August::N,آب,Lúnasa
639,August::N,أغسطس,Lúnasa
640,September::N,أيلول,Meán Fómhair
641,September::N,سبتمبر,Meán Fómhair
642,Oktober::N,أكتوبر,Deireadh Fómhair
643,Oktober::N,تشرين الأول,Deireadh Fómhair
644,November::N,نوفمبر,Samhain
645,November::N,نوفمبر,Mí na Samhna
646,November::N,تشرين الثاني,Samhain
647,November::N,تشرين الثاني,Mí na Samhna
648,Dezember::N,ديسمبر,Mí na Nollag
649,Dezember::N,كانون الأول,Mí na Nollag
650,Montag::N,يوم الاثنين,Luan
651,Montag::N,يوم الاثنين,Dé Luain
652,Dienstag::N,يوم الثلاثاء,Máirt
653,Dienstag::N,يوم الثلاثاء,Dé Máirt
654,Mittwoch::N,يوم الأربعاء,Céadaoin
655,Mittwoch::N,يوم الأربعاء,Dé Céadaoin
656,Donnerstag::N,يوم الخميس,Déardaoin
657,Freitag::N,يوم الجمعة,Aoine
658,Freitag::N,يوم الجمعة,Dé hAoine
659,Samstag::N,يوم السبت,Satharn
660,Samstag::N,يوم السبت,Dé Sathairn
661,Sonntag::N,يوم الأحد,Domhnach
662,Sonntag::N,يوم الأحد,Dé Domhnaigh
663,groß::A,كبير,mór
664,klein::A,صغير,beag
665,lang::A,طويل,fada
666,kurz::A,قصير,gearr
667,kurz::A,قصير,gairid
668,breit::A,واسع,leathan
669,breit::A,واسع,fairsing
670,schmal::A,ضيق,cúng
671,dicht::A,كث,dlúth
672,dicht::A,كثيف,dlúth
673,dick[Gegenstand]::A,غليظ,tiubh
674,dünn::A,رفيع,caol
675,dünn::A,رفيع,tanaí
676,fein::A,رقيق,scáinte
677,fein::A,رقيق,fíneálta
678,fest::A,متين,daingean
679,flach::A,سهل,cothrom
680,flach::A,منبسط,cothrom
681,glatt::A,ناعم,mín
682,glatt::A,ناعم,sleamhain
683,hart::A,صلب,crua
684,hart::A,جامد,crua
685,weich::A,لين,bog
686,rund::A,مستدير,cruinn
687,spitz::A,مدبب,gobach
688,spitz::A,مدبب,biorach
689,scharf::A,حاد,géar
690,scharf::A,حاد,faobhrach
691,stumpf::A,ثالم,maol
692,schwer::A,ثقيل,trom
693,schön::A,جميل,álainn
694,heiß::A,حار,te
695,heiß::A,ساخن,te
696,warm::A,دافئ,te
697,kalt::A,بارد,fuar
698,kühl::A,قر,fionnuar
699,frisch::A,طازج,úr
700,frisch::A,طازج,friseáilte
701,feucht::A,رطب,tais
702,nass::A,مبلول,fliuch
703,trocken::A,جاف,tirim
704,voll::A,ملء,lán
705,leer::A,خال,folamh
706,leer::A,فارغ,folamh
707,offen::A,مفتوح,oscailte
708,geschlossen::A,مغلق,dúnta
709,geschlossen::A,مغلق,druidte
710,sauber::A,نظيف,glan
711,schmutzig::A,قذر,salach
712,roh::A,نيء,amh
713,reif::A,ناضج,aibí
714,lecker::A,لذيذ,blasta
715,süß::A,حلو,milis
716,bitter::A,مر,searbh
717,sauer::A,حامض,géar
718,sauer::A,حامض,searbh
719,hell::A,نير,geal
720,hell::A,نير,soilseach
721,dunkel::A,مظلم,dorcha
722,schwarz::A,أسود,dubh
723,weiß::A,أبيض,bán
724,rot::A,أحمر,dearg
725,gelb::A,أصفر,buí
726,blau::A,أزرق,gorm
727,grün::A,أخضر,glas
728,grün::A,أخضر,uaine
729,grau::A,رمادي,liath
730,bunt::A,ملوب,ildathach
731,bunt::A,ملوب,dathannach
732,billig::A,رخيص,saor
733,teuer::A,غال,daor
734,teuer::A,غال,costasach
735,wertvoll::A,ثمين,luachmhar
736,blind::A,أعمى,dall
737,blind::A,أعمى,caoch
738,taub::A,أصم,bodhar
739,taub::A,أطرش,bodhar
740,kräftig::A,قوي,cumhachtach
741,stark::A,قوي,tréan
742,stark::A,قوي,láidir
743,schwach::A,ضعيف,lag
744,schwach::A,ضعيف,fann
745,fett::A,سمين,ramhar
746,schlank::A,أهيف,caol
747,schlank::A,أهيف,seang
748,hübsch::A,جميل,álainn
749,hübsch::A,جميل,dathúil
750,böse::A,رديء,olc
751,dumm::A,أبله,dúr
752,dumm::A,أبله,amaideach
753,dumm::A,أحمق,dúr
754,dumm::A,أحمق,amaideach
755,faul::A,كسلان,falsa
756,faul::A,كسلان,leisciúil
757,fleißig::A,مجتهد,dícheallach
758,geizig::A,بخيل,barainneach
759,geizig::A,بخيل,sprionlaithe
760,klug::A,ذكي,cliste
761,klug::A,عاقل,cliste
762,geschickt::A,ماهر,oilte
763,geschickt::A,ماهر,ealaíonta
764,lieb::A,عزيز,dil
765,lieb::A,عزيز,dílis
766,lustig::A,مرح,aerach
767,lustig::A,مرح,meidhreach
768,sanft::A,حليم,bog
769,sanft::A,حليم,séimh
770,hungrig::A,جائع,ocrach
771,krank::A,مريض,tinn
772,krank::A,مريض,breoite
773,nackt::A,عار,nocht
774,traurig::A,حزين,brónach
775,lebendig::A,حي,beo
776,gut::A,جيد,maith
777,schlecht::A,سيء,dona
778,schlecht::A,سيء,droch-
779,richtig::A,صحيح,ceart
780,schlimm::A,خبيث,gránna
781,schlimm::A,خبيث,tubaisteach
782,wahr::A,حق,fíor
783,alt::A,قديم,sean
784,neu::A,جديد,úr
785,neu::A,جديد,nua
786,ehemalig::A,سابق,iar-
787,ehemalig::A,سابق,sean-
788,alt[Lebewesen]::A,مسن,sean
789,alt[Lebewesen]::A,مسن,aosta
790,jung::A,شاب,óg
791,jung::A,صغير,óg
792,arm::A,فقير,bocht
793,reich::A,غني,saibhir
794,reich::A,غني,rachmasach
795,bekannt::A,معلوم,atá eolas air
796,berühmt::A,مشهور,cailiúil
797,berühmt::A,مشهور,clúiteach
798,fremd::A,أجنبي,coimhthíoch
