,Concept_ID,sv,lez
820,fünf::NUM,fem,вад
821,sechs::NUM,sex,ругуд
822,sieben::NUM,sju,ирид
823,acht::NUM,åtta,муьжуьд
824,neun::NUM,nio,кӏуьд
825,zehn::NUM,tio,цӏуд
826,elf::NUM,elva,цӏусад
827,zwölf::NUM,tolv,цӏикьвед
828,zwanzig::NUM,tjugo,къад
829,dreißig::NUM,trettio,къанницӏуд
830,vierzig::NUM,fyrtio,яхцӏур
831,fünfzig::NUM,femtio,яхцӏурни цӏуд
832,sechzig::NUM,sextio,пудкъад
833,siebzig::NUM,sjuttio,пудкъанни цӏуд
834,achtzig::NUM,åttio,кьудкъад
835,neunzig::NUM,nittio,кьудкъанни цӏуд
836,hundert::NUM,hundra,виш
837,tausend::NUM,tusen,агъзур
838,und::CNJ,och,ва
839,oder::CNJ,eller,я
840,stehen::V,stå,акъвазун
841,sitzen::V,sitta,ацукьун
842,liegen::V,ligga,къаткун
843,hängen::V,hänga,куьрс хьун
844,werden::V,bli,хьун
845,passieren::V,ske,хьун
846,passieren::V,hända,хьун
847,beginnen::V,börja,башламиш хьун
848,enden::V,ända,куьтягь хьун
849,wechseln::V,växla,дегиш хьун
850,aufgehen[Sonne]::V,gå upp,экъечӏун
851,untergehen[Sonne]::V,gå ned,акӏун
852,scheinen[Sonne]::V,skina,ишигь гун
853,donnern::V,dundra,къукърумар авун
854,wehen::V,blåsa,
855,strömen::V,forsa,авахьун
856,strömen::V,strömma,авахьун
857,fließen::V,flyta,авахьун
858,sich drehen::V,snurra,элкъуьн
859,schwanken::V,vackla,юзун
860,schwingen::V,svinga,галтад хьун
861,fallen::V,falla,аватун
862,brennen::V,brinna,кун
863,brennen::V,brinna,ккун
864,rauchen::V,ryka,
865,regnen::V,regna,къун
866,gefrieren::V,frysa,муркӏади кьун
867,tauen::V,töa,цӏурун
868,schmelzen::V,smälta,цӏурун
869,trocknen::V,torka,кьурун
870,sieden::V,koka,ругун
871,sieden::V,sjuda,ругун
872,faulen::V,ruttna,кутӏун
873,verfaulen::V,ruttna,чуьруьтмиш хьун
874,verfaulen::V,ruttna,кутӏун
875,reißen::V,brista,атӏун
876,reißen::V,brista,къазунун
877,versinken::V,sjunka,батмиш хьун
878,vergehen::V,förgå,алатун
879,erscheinen::V,synas,майдандиз акъатун
880,erscheinen::V,visa sig,майдандиз акъатун
881,verschwinden::V,försvinna,квахьун
882,sinken::V,sjunka,элекьун
883,abnehmen::V,avta,тӏимил хьун
884,abnehmen::V,avta,гъвечӏи хьун
885,abnehmen::V,minskas,тӏимил хьун
886,abnehmen::V,minskas,гъвечӏи хьун
887,zunehmen::V,tilltaga,артух хьун
888,steigen::V,stiga,хкаж хьун
889,wachsen::V,växa,экъечӏун
890,glänzen::V,glimma,цӏарцӏар гун
891,funkeln::V,tindra,нур гун
892,funkeln::V,gnistra,нур гун
893,lärmen::V,bråka,ван авун
894,lärmen::V,väsnas,ван авун
895,läuten::V,ringa,зенг ягъун
896,klingeln::V,ringa,зенг ягъун
897,klirren::V,klirra,зигринг авун
898,brausen::V,brusa,къати хьун
899,rauschen::V,susa,вишриш авун
900,klingen::V,låta,ван авун
901,klingen::V,klinga,ван авун
902,bellen::V,skälla,элуькьун
903,heulen::V,yla,къув ягъун
904,heulen::V,tjuta,къув ягъун
905,blasen::V,blåsa,уф гун
906,pfeifen::V,vissla,уьфт ягъун
907,schreien::V,skrika,гьараюн
908,stöhnen::V,stöna,суза авун
909,zittern::V,darra,зурзун
910,zittern::V,skälva,зурзун
911,leben::V,leva,яшамиш хьун
912,geboren werden::V,födas,хьун
913,atmen::V,andas,нефес чӏугун
914,trinken::V,dricka,хъун
915,essen::V,äta,тӏуьн
916,schlucken::V,svälja,туькьуьнун
917,müde werden::V,tröttna,галатун
918,müde werden::V,tröttna,юргъун хьун
919,einschlafen::V,somna,ксун
920,schlafen::V,sova,ксун
921,aufwachen::V,vakna,ахварай аватун
922,aufstehen::V,stiga upp,къарагъун
923,sich erholen::V,repa sig,ял ягъун
924,sich erholen::V,hämta sig,ял ягъун
925,krank werden::V,insjukna,кефсуз хьун
926,krank sein::V,vara sjuk,тӏа хьун
927,schmerzen::V,smärta,тӏа хьун
928,schmerzen::V,göra ont,тӏа хьун
929,husten::V,hosta,уьгьуь ягъун
930,genesen::V,tillfriskna,сагъ хъхьун
931,sterben::V,dö,кьин
932,umkommen::V,omkomma,терг хьун
933,sich bewegen::V,röra sig,юзун
934,sich rühren::V,röra på sig,юзун
935,sich erheben::V,resa sig,къарагъун
936,sich setzen::V,sätta sig,ацукьун
937,hinfallen::V,falla omkull,алукьун
938,laufen::V,löpa,къекъуьн
939,schreiten::V,skrida,ккамар къачун
940,spazierengehen::V,promenera,сейр авун
941,eilen::V,ila,тади авун
942,sich beeilen::V,skynda sig,гьерекатун
943,sausen::V,susa,чкурун
944,rennen::V,löpa,катун
945,rennen::V,löpa,зверун
946,rennen::V,springa,катун
947,rennen::V,springa,зверун
948,springen::V,hoppa,хкадарун
949,klettern::V,klättra,акьахун
950,schaukeln::V,gunga,
951,kriechen::V,kräla,капаралди фин
952,schwimmen::V,simma,сирнав авун
953,tauchen::V,dyka,кьилихъди циз вегьин
954,rudern::V,ro,кьусуйралди лодка гьалун
955,rudern::V,ro,цуьруьгъуьлдалди кӏватӏун
956,fahren::V,köra,фин
957,fliegen::V,flyga,лув гун
958,fliegen::V,flyga,цавай фин
959,gehen::V,gå,фин
960,weggehen::V,gå bort,хъфин
961,abfahren::V,resa,фин
962,abfahren::V,resa,рекье гьатун
963,abfahren::V,avresa,фин
964,abfahren::V,avresa,рекье гьатун
965,anhalten::V,stanna,акъвазун
966,hineingehen::V,gå in,гьахьун
967,eintreten::V,träda in,гьахьун
968,kommen::V,komma,атун
969,ankommen::V,ankomma,атун
970,zurückkommen::V,återkomma,хтун
971,bleiben::V,bli,амукьун
972,bleiben::V,förbli,амукьун
973,warten::V,vänta,гуьзлемишун
974,erwarten::V,vänta,вил алаз акъвазун
975,suchen::V,leta,къекъуьн
976,finden::V,finna,жугъун
977,versuchen::V,försöka,алахъун
978,vorbereiten::V,förbereda,гьазурун
979,lieben::V,älska,кӏан хьун
980,mögen::V,tycka om,рикӏ ацукьун
981,lachen::V,skratta,хъуьруьн
982,rühren::V,röra,
983,weinen::V,gråta,шехьун
984,schimpfen::V,skälla,сеперар гун
985,schimpfen::V,skälla,экъуьгъунар авун
986,sich ärgern::V,förargas,хъел акатун
987,sich fürchten::V,vara rädd,кичӏе хьун
988,fürchten::V,frukta,къурхутмиш хьун
989,fliehen::V,fly,катун
990,fliehen::V,rymma,катун
991,flüchten::V,fly,катун
992,sehen::V,se,акун
993,anschauen::V,se på,вил вегьин
994,anschauen::V,betrakta,вил вегьин
995,ansehen::V,åse,килигун
996,hören::V,höra,ван хьун
997,zuhören::V,höra på,яб гун
998,zuhören::V,lyssna till,яб гун
999,probieren::V,smaka,дад акун
1000,probieren::V,smaka på,дад акун
1001,riechen::V,lukta,ни чӏугун
1002,fühlen::V,känna,гьисс авун
1003,scheinen::V,verka,
1004,scheinen::V,tyckas,
1005,zu sehen sein::V,synas,
1006,zu sehen sein::V,kunna ses,
1007,vernehmen::V,få veta,
1008,vernehmen::V,förnimma,
1009,frieren::V,frysa,кьун
1010,frieren::V,frysa,мекьи хьун
1011,tun::V,göra,авун
1012,können::V,kunna,хьун
1013,können::V,kunna,акъакьун
1014,wollen::V,vilja,кӏан хьун
1015,anfangen::V,börja,башламишун
1016,beenden::V,avsluta,куьтягьун
1017,aufhören::V,sluta,акъвазун
1018,aufhören::V,upphöra,акъвазун
1019,gelingen::V,lyckas,арадал атун
1020,geraten::V,bli,акъатун
1021,öffnen::V,öppna,ахъаюн
1022,schließen::V,låsa,акьалун
1023,schließen::V,stänga,акьалун
1024,stellen::V,ställa,эцигун
1025,setzen::V,sätta,ацукьарун
1026,legen::V,lägga,эцигун
1027,berühren::V,beröra,хкӏурун
1028,verbinden::V,förbinda,гилигун
1029,bedecken::V,täcka,кӏевун
1030,bedecken::V,betäcka,кӏевун
1031,aufhängen::V,hänga,куьрсарун
1032,aufhängen::V,hänga upp,куьрсарун
1033,anzünden::V,tända,куькӏуьрун
1034,anzünden::V,antända,куькӏуьрун
1035,anzünden::V,tända på,куькӏуьрун
1036,aufheben::V,lyfta,хкажун
1037,zurücklassen::V,lämna,тун
1038,zurücklassen::V,efterlämna,тун
1039,verlieren::V,mista,квадарун
1040,verlieren::V,förlora,квадарун
1041,fallen lassen::V,tappa,авадрун
1042,fallen lassen::V,släppa,авадрун
1043,machen::V,göra,авун
1044,machen::V,göra,кар авун
1045,herstellen::V,tillverka,расун
1046,herstellen::V,framställa,расун
1047,bauen::V,bygga,туькӏуьрун
1048,reparieren::V,reparera,расун
1049,verbessern::V,rätta,хъсанрун
1050,verbessern::V,förbättra,хъсанрун
1051,ändern::V,ändra,табдил авун
1052,ändern::V,förändra,табдил авун
1053,graben::V,gräva,эгъуьнун
1054,beugen::V,böja,акӏажарун
1055,beugen::V,böja,кангур авун
1056,biegen::V,böja,патахъарун
1057,biegen::V,kröka,патахъарун
1058,drehen::V,vrida,алчударун
1059,wenden::V,vända,
1060,umdrehen::V,vrida om,элкъуьрун
1061,heben::V,häva,хкажун
1062,hochheben::V,lyfta,хкажун
1063,ergreifen::V,gripa,агалчна кьун
1064,halten::V,hålla,кьун
1065,drücken::V,trycka,чуькьуьн
1066,schieben::V,skjuta,хуртӏ гун
1067,kratzen::V,riva,къадгъунун
1068,kratzen::V,skrapa,къадгъунун
1069,lecken::V,slicka,мез гун
1070,beißen::V,bita,кӏасун
1071,abreißen::V,slita_av,галудун
1072,abreißen::V,riva_av,галудун
1073,abschneiden::V,skära av,атӏун
1074,binden::V,binda,
1075,stecken::V,sticka,сухун
1076,brechen::V,bryta,хун
1077,brechen::V,bryta,кукӏварун
1078,brechen::V,brista,хун
1079,brechen::V,brista,кукӏварун
1080,klopfen::V,banka,тахъ-тахъ авун
1081,klopfen::V,klappa,тахъ-тахъ авун
1082,hauen::V,hugga,ягъун
1083,kleben::V,klistra,алкӏурун
1084,kleben::V,klistra,кукӏурун
1085,reiben::V,gnida,тӏушунун
1086,streichen::V,smörja,алтадун
1087,schleifen::V,slipa,кӏвенкӏв авун
1088,schneiden::V,skära,атӏун
1089,schneiden::V,klippa,атӏун
1090,rütteln::V,skaka,къарсурун
1091,schütteln::V,rista,къарсурун
1092,schwenken::V,svänga,элягъун
1093,schwenken::V,svänga,галтадун
1094,schütten::V,hälla,цун
1095,füllen::V,fylla,ацӏурун
1096,einwickeln::V,slå in,кутун
1097,einwickeln::V,slå in,элкъуьрун
1098,einwickeln::V,veckla in,кутун
1099,einwickeln::V,veckla in,элкъуьрун
1100,tragen::V,bära,тухун
1101,schleppen::V,släpa,галчӏурун
1102,ziehen::V,dra,ялун
1103,ziehen::V,dra,чӏугун
1104,aufbewahren::V,förvara,хуьн
1105,aufbewahren::V,ta vara på,хуьн
1106,werfen::V,kasta,гадрун
1107,fangen::V,fånga,кьун
1108,packen::V,gripa,кьун
1109,packen::V,gripa tag,кьун
1110,verstecken::V,gömma,кӏевун
1111,teilen::V,dela,паюн
1112,schicken::V,skicka,ракъурун
1113,bringen::V,bringa,гъун
1114,hinzufügen::V,tillägga,алава авун
1115,bekommen::V,få,къачун
1116,bekommen::V,få,жугъурун
1117,bekommen::V,erhålla,къачун
1118,bekommen::V,erhålla,жугъурун
1119,erhalten::V,få,къачун
1120,erhalten::V,erhålla,къачун
1121,nehmen::V,ta,къачун
1122,nehmen::V,taga,къачун
1123,wählen::V,välja,хкягъун
1124,auswählen::V,utvälja,хкягъун
1125,bewahren::V,bevara,хуьн
1126,behindern::V,hindra,манийвал авун
1127,behindern::V,förhindra,манийвал авун
1128,verderben::V,förstöra,чӏурун
1129,beschädigen::V,skada,нукьсанвал гун
1130,zerbrechen::V,bryta isär,хун
1131,zerbrechen::V,bryta sönder,хун
1132,zerreißen::V,riva sönder,къазунун
1133,zerreißen::V,slita sönder,къазунун
1134,zerstören::V,förstöra,чӏурун
1135,zerstören::V,förstöra,барбатӏун
1136,verbrennen::V,bränna,ккун
1137,verbrennen::V,bränna upp,ккун
1138,geben::V,ge,гун
1139,reichen::V,räcka,вугун
1140,reichen::V,räcka,гун
1141,schenken::V,skänka,пишкеш авун
1142,versprechen::V,lova,гаф гун
1143,wünschen::V,önska,дуьа авун
1144,loben::V,lova,тариф авун
1145,loben::V,beröma,тариф авун
1146,küssen::V,pussa,темен гун
1147,wiegen::V,vagga,эчӏягъун
1148,zudecken::V,täcka,гьалдун
1149,wecken::V,väcka,ахварай авудун
1150,zeigen::V,visa,къалурун
1151,führen::V,föra,тухун
1152,lehren::V,lära,кӏелиз тун
1153,unterrichten::V,undervisa,тарс гун
1154,aufziehen::V,uppfostra,тербия гун
1155,aufziehen::V,uppfostra,тербияламишун
1156,leiten::V,leda,идара авун
1157,antreiben::V,driva på,тади кутун
1158,lassen::V,få att,
1159,einladen::V,bjuda,теклиф авун
1160,einladen::V,inbjuda,теклиф авун
1161,vereinigen::V,förena,сад авун
1162,besuchen::V,besöka,кьилив атун
1163,treffen::V,möta,гьалтун
1164,treffen::V,träffa,гьалтун
1165,sich versammeln::V,församla sig,алтӏушун
1166,spielen::V,leka,къугъун
1167,spielen::V,spela,къугъун
1168,singen::V,sjunga,лугьун
1169,singen::V,sjunga,мани лугьун
1170,tanzen::V,dansa,кьуьл авун
1171,sich trennen::V,skiljas,къакъатун
1172,verlassen::V,lämna,гъил къачун
1173,verlassen::V,överge,гъил къачун
1174,retten::V,rädda,къутармишун
1175,bewachen::V,bevaka,хуьн
1176,schützen::V,skydda,хуьн
1177,schützen::V,beskydda,хуьн
1178,verteidigen::V,försvara,хуьн
1179,sich schlagen::V,slåss,кукӏун
1180,schießen::V,skjuta,акъатун
1181,siegen::V,segra,гъалиб хьун
1182,ärgern::V,förarga,хъел гъун
1183,ärgern::V,förarga,хъел кутун
1184,schlagen::V,slå,ягъун
1185,schlagen::V,slå,галукьарун
1186,treten::V,sparka,кьуьл къекъягъун
1187,treten::V,sparka,кьуьл эцягъун
1188,stechen::V,sticka,акьадарун
1189,stoßen::V,stöta,эцягъун
1190,stehlen::V,stjäla,чуьнуьхун
1191,stören::V,störa,хкуьрун
1192,belästigen::V,genera,хкуьрун
1193,belästigen::V,genera,азият гун
1194,belästigen::V,besvära,хкуьрун
1195,belästigen::V,besvära,азият гун
1196,verbergen::V,dölja,далдаламишун
1197,täuschen::V,vilseleda,алцурарун
1198,täuschen::V,vilseleda,алцуррун
1199,betrügen::V,bedra,алцурарун
1200,betrügen::V,bedra,гьарамзадавал авун
1201,töten::V,döda,яна кьин
1202,wohnen::V,bo,дуланмиш хьун
1203,arbeiten::V,arbeta,кӏвалахун
1204,arbeiten::V,arbeta,кӏвалах авун
1205,sammeln::V,samla,кӏватӏун
1206,pflücken::V,plocka,атӏун
1207,jagen::V,jaga,гъуьрч авун
1208,fischen::V,fiska,гъетер кьун
1209,fassen::V,fånga,кьун
1210,hüten::V,vakta,чӏура хуьн
1211,treiben::V,driva,гьалун
1212,anbinden::V,binda fast,акалун
1213,füttern::V,fodra,ем гун
1214,melken::V,mjölka,ацун
1215,hacken::V,hacka,куьткуьнун
1216,gießen::V,hälla,яд гун
1217,gießen::V,vattna,яд гун
1218,reifen::V,mogna,чурун
1219,reifen::V,mogna,агакьун
1220,zubereiten::V,tillaga,гьазурун
1221,zubereiten::V,tillreda,гьазурун
1222,kochen::V,koka,ругун
1223,backen::V,baka,чурун
1224,braten::V,steka,чурун
1225,umrühren::V,röra om,какадарун
1226,stricken::V,sticka,хурун
1227,nähen::V,sy,цун
1228,färben::V,färga,шир ягъун
1229,reinigen::V,rensa,михьун
1230,reinigen::V,rengöra,михьун
1231,waschen::V,tvätta,чуьхуьн
1232,abwischen::V,torka av,гуьцӏун
1233,spülen::V,spola,экъуьрун
1234,spülen::V,skölja,экъуьрун
1235,fegen::V,feja,шуткун
1236,kehren::V,sopa,кул алтадун
1237,baden::V,bada,эхъуьн
1238,sich waschen::V,tvätta sig,жендек чуьхуьн
1239,ausziehen::V,ta av,хутӏунун
1240,ausziehen::V,ta av,галудун
1241,anziehen::V,ta på,алукӏун
1242,sich anziehen::V,klä på sig,алукӏун
1243,sich anziehen::V,klä på sig,парталар алукӏун
1244,kämmen::V,kamma,эвягъун
1245,schmücken::V,pynta,безетмишун
1246,schmücken::V,pynta,гуьрчегарун
1247,schmücken::V,smycka,безетмишун
1248,schmücken::V,smycka,гуьрчегарун
1249,sagen::V,säga,лугьун
1250,sprechen::V,tala,рахун
1251,reden::V,tala,рахун
1252,reden::V,prata,рахун
1253,sich unterhalten::V,prata,ихтилат авун
1254,fragen::V,fråga,жузун
1255,fragen::V,spörja,жузун
1256,bitten::V,be,тӏалабун
1257,erzählen::V,berätta,ахъаюн
1258,mitteilen::V,meddela,хабар гун
1259,nennen::V,kalla,тӏвар гун
1260,rufen::V,ropa,эверун
1261,prahlen::V,pråla,яцӏу гафар авун
1262,prahlen::V,skryta,яцӏу гафар авун
1263,übersetzen::V,tolka,таржума авун
1264,übersetzen::V,tolka,гафладун
1265,übersetzen::V,översätta,таржума авун
1266,übersetzen::V,översätta,гафладун
1267,denken::V,tänka,фикир авун
1268,glauben::V,tro,агъун
1269,bemerken::V,uppmärksamma,фикир гун
1270,bemerken::V,lägga märke till,фикир гун
1271,erkennen::V,känna igen,
1272,begreifen::V,begripa,гъавурда акьун
1273,verstehen::V,förstå,
1274,lernen::V,lära sig,кӏелун
1275,wissen::V,veta,чир хьун
1276,wissen::V,veta,чирхьун
1277,sich erinnern an::V,minnas,рикӏел хуьн
1278,sich erinnern an::V,komma ihåg,рикӏел хуьн
1279,vergessen::V,glömma,рикӏелай фин
1280,vergessen::V,glömma,рикӏелай алатун
1281,messen::V,mäta,алцумун
1282,zählen::V,räkna,гьисабун
1283,rechnen::V,räkna,гьисабун
1284,lesen::V,läsa,кӏелун
1285,malen::V,måla,кхьин
1286,malen::V,måla,шикилар чӏугун
1287,zeichnen::V,teckna,чӏугун
1288,schreiben::V,skriva,кхьин
1289,besitzen::V,äga,иеси хьун
1290,besitzen::V,besitta,иеси хьун
1291,kaufen::V,köpa,къачун
1292,kaufen::V,köpa,маса къачун
1293,verkaufen::V,sälja,гун
1294,verkaufen::V,sälja,маса гун
1295,bezahlen::V,betala,къимет гун
1296,bezahlen::V,betala,эвезда авун
1297,bezahlen::V,betala,гьакъи агакьрун
1298,zahlen::V,betala,къимет гун
1299,zahlen::V,betala,эвезда авун
1300,zahlen::V,betala,гьакъи агакьрун
1301,beherrschen::V,behärska,иеси хьун
1302,ertragen::V,tåla,таб гун
1303,ertragen::V,uthärda,таб гун
