,Concept_ID,hy,ta
493,Bogen[Waffe]::N,աղեղ,வில்
494,Pfeil::N,նետ,அம்பு
495,Gewehr::N,հրացան,துப்பாக்கி
496,Fehler::N,սխալ,தவறு
497,Lüge::N,սուտ,பொய்
498,Schaden::N,վնաս,சேதாரம்
499,Unglück::N,դժբախտություն,இடையூறு
500,Schuld::N,պակասություն,குற்றம்
501,Alter::N,հասակ,வயது
502,Schluss::N,վերջ,முடிவு
503,Schluss::N,վախճան,முடிவு
504,Zeit::N,ժամանակ,காலம்
505,Tag::N,օր,நாள்
506,Morgen::N,առավոտ,காலை நேரம்
507,Mittag::N,կեսօր,மதியம்
508,Abend::N,երեկո,மாலைப் பொழுது
509,Nacht::N,գիշեր,இரவு
510,Woche::N,շաբաթ,வாரம்
511,Monat::N,ամիս,மாதம்
512,Jahr::N,տարի,வருடம்
513,Frühling::N,գարուն,வசந்தம்
514,Sommer::N,ամառ,கோடை
515,Herbst::N,աշուն,இலையுதிர் காலம்
516,Winter::N,ձմեռ,குளிர்காலம்
517,Januar::N,հունվար,ஜனவரி
518,Februar::N,փետրվար,பிபரவரி மாதம்
519,März::N,մարտ,மார்ச் மாதம்
520,April::N,ապրիլ,ஏப்ரல் மாதம்
521,Mai::N,մայիս,மே மாதம்
522,Juni::N,հունիս,ஜூன் மாதம்
523,Juli::N,հուլիս,ஜூலை மாதம்
524,August::N,օգոստոս,ஆகஸ்ட் மாதம்
525,September::N,սեպտեմբեր,செப்டம்பர் மாதம்
526,Oktober::N,հոկտեմբեր,அக்டோபர் மாதம்
527,November::N,նոյեմբեր,நவம்பர் மாதம்
528,Dezember::N,դեկտեմբեր,டிசம்பர்
529,Montag::N,երկուշաբթի,திங்கட் கிழமை
530,Dienstag::N,երեքշաբթի,செவ்வாய்க்கிழமை
531,Mittwoch::N,չորեքշաբթի,புதன் கிழமை
532,Donnerstag::N,հինգշաբթի,வியாழக் கிழமை
533,Freitag::N,ուրբաթ,வெள்ளிக்கிழமை
534,Samstag::N,շաբաթ,சனிக்கிழமை
535,Sonntag::N,կիրակի,ஞாயிறுக் கிழமை
536,groß::A,մեծ,பெரிய
537,groß::A,խոշոր,பெரிய
538,klein::A,պստիկ,சிறிய
539,klein::A,փոքրիկ,சிறிய
540,lang::A,երկար,நீண்ட
541,kurz::A,կարճ,குட்டையான
542,breit::A,լայն,அகலமான
543,schmal::A,նեղ,குறுகலான
544,dicht::A,խիտ,அடர்த்தியான
545,dick[Gegenstand]::A,հաստ,தடித்த
546,dünn::A,բարակ,சன்னமான
547,fein::A,նուրբ,மெல்லிய
548,fest::A,ամուր,உறுதியாள
549,fest::A,պինդ,உறுதியாள
550,flach::A,տափակ,தட்டையான
551,glatt::A,հարթ,வழுவழுப்பான
552,hart::A,կարծր,கடினமான
553,weich::A,մեղմ,மென்மையான
554,weich::A,փափուկ,மென்மையான
555,rund::A,կլոր,உருண்டையான
556,spitz::A,սրածայր,திகந்தமாக
557,scharf::A,սուր,கூரான
558,stumpf::A,գուլ,உளம் திறந்த
559,schwer::A,ծանր,கனமான
560,schön::A,սիրուն,அழகான
561,schön::A,գեղեցիկ,அழகான
562,heiß::A,թեժ,சூடான
563,warm::A,տաք,இதமான
564,warm::A,ջերմ,இதமான
565,kalt::A,ցուրտ,குளிர்ச்சியான
566,kühl::A,զով,குளிர்ச்சியான
567,frisch::A,թարմ,சுத்தமான
568,feucht::A,ղոնավ,ஈரமான
569,nass::A,թաց,ஈரமான
570,trocken::A,ցամաք,உலர்ந்த
571,voll::A,լի,நிரம்பிய
572,voll::A,լիքը,நிரம்பிய
573,leer::A,դատարկ,காலியான
574,offen::A,բաց,திறந்த
575,geschlossen::A,գոց,மூடப்பட்ட
576,sauber::A,մաքուր,சுத்தமான
577,schmutzig::A,կեղտոտ,அழக்கான
578,roh::A,հում,கச்சா
579,reif::A,հասած,பழுத்த
580,reif::A,հասուն,பழுத்த
581,lecker::A,համեղ,சுவைமிக்க
582,süß::A,անուշ,இனிப்பான
583,bitter::A,կծու,கசப்பான
584,sauer::A,թթու,புளிப்பாக
585,sauer::A,թթված,புளிப்பாக
586,hell::A,պայծառ,பளபளப்பான
587,hell::A,խելամիտ,பளபளப்பான
588,dunkel::A,մութ,கருமையான
589,schwarz::A,սեւ,கருப்பு வண்ண
590,weiß::A,սպիտակ,வெண்மையன
591,rot::A,կարմիր,சிவப்பு
592,gelb::A,դեղին,மஞ்சள் வண்ணம்
593,blau::A,կապույտ,நீல வண்ண
594,grün::A,կանաչ,பச்சை வண்ண
595,grau::A,գորշ,சாம்பல் நிற
596,bunt::A,գոյնզգոյն,வண்ண மயமான
597,billig::A,էժան,மலிவான
598,teuer::A,թանկ,விலை அதிகமான
599,wertvoll::A,թանկարժեք,மதிப்புள்ள
600,blind::A,կույր,பார்வையற்ற
601,taub::A,խուլ,செவிடான
602,kräftig::A,հզոր,வலிமையான
603,stark::A,ուժեղ,பலமான
604,schwach::A,տկար,பலவீனமான
605,schwach::A,թույլ,பலவீனமான
606,fett::A,գեր,பருமனாக
607,schlank::A,նիհար,ஒல்லியான
608,hübsch::A,գրավիչ,அழகிய
609,hübsch::A,սիրունիկ,அழகிய
610,böse::A,չար,கேடு விளைவிக்கும்
611,dumm::A,հիմար,முட்டாள்தனமான
612,faul::A,ծույլ,சோம்பலான
613,fleißig::A,ջանասեր,ஊக்கந்தளராத
614,fleißig::A,փութաջան,ஊக்கந்தளராத
615,geizig::A,ագահ,கஞேசத்தனமான
616,geizig::A,կծծի,கஞேசத்தனமான
617,klug::A,խելոք,சாதுரியமான
618,klug::A,ընդունակ,சாதுரியமான
619,geschickt::A,ճարտար,திறமையள்ள
620,lieb::A,սիրելի,அன்புக்குரிய
621,lustig::A,զվարթ,களிப்புமிக்க
622,sanft::A,հեզ,சாதுவான
623,hungrig::A,քաղցած,பசியுடன்
624,krank::A,հիվանդ,நோயுற்று
625,nackt::A,մերկ,ஆடையற்ற
626,traurig::A,տխուր,சோகமான
627,lebendig::A,կենդանի,பிழைப்பு
628,gut::A,լավ,நல்ல
629,schlecht::A,վատ,கெட்ட
630,richtig::A,ձիշտ,சரியான
631,schlimm::A,լղրճուկ,அருவருப்பான
632,wahr::A,ճիշտ,உண்மையான
633,wahr::A,իրական,உண்மையான
634,alt::A,հին,பழைய
635,neu::A,նոր,புதிய
636,ehemalig::A,նախկին,முன்நாள்
637,alt[Lebewesen]::A,ծեր,வயதான
638,alt[Lebewesen]::A,պառավ,வயதான
639,jung::A,մատաղ,இளமையான
640,arm::A,աղքատ,ஏழ்மையான
641,reich::A,հարուստ,செல்வம் படைத்த
642,bekannt::A,ծանոթ,பழக்கப்பட்ட
643,berühmt::A,հայտնի,புகழ்பெற்ற
644,berühmt::A,հռչակավոր,புகழ்பெற்ற
645,fremd::A,օտար,அயல் நாட்டு
