,Concept_ID,bg,hu
135,Quelle::N,извор,forrás
136,Bach::N,поток,patak
137,Fluss::N,река,folyó
138,Ufer::N,бряг,part
139,Küste::N,бряг,tengerpart
140,Küste::N,крайбрежие,tengerpart
141,Festland::N,суша,szárazföld
142,Meer::N,море,tenger
143,Bucht::N,залив,öböl
144,Insel::N,остров,sziget
145,Blume::N,цвете,virág
146,Gras::N,трева,fű
147,Wurzel::N,корен,gyökér
148,Baum::N,дърво,fa
149,Stamm::N,стъбло,tő
150,Stamm::N,стъбло,törzs
151,Rinde::N,кора,kéreg
152,Ast::N,клон,ág
153,Zweig::N,клон,gally
154,Blatt::N,лист,levél
155,Birke::N,бреза,nyír
156,Kiefer[Baum]::N,бор,fenyő
157,Weide[Baum]::N,върба,fűz
158,Tanne::N,ела,fenyő
159,Horn::N,рог,szarv
160,Feder::N,перо,toll
161,Fell::N,кожа,szőr
162,Fell::N,кожа,bunda
163,Flügel::N,крило,szárny
164,Klaue::N,нокът,köröm
165,Kralle::N,нокът,karom
166,Schwanz::N,опашка,farok
167,Ei::N,яйце,tojás
168,Nest::N,гнездо,fészek
169,Bau::N,дупка,odú
170,Tier::N,животно,állat
171,Herde::N,стадо,nyáj
172,Herde::N,стадо,csorda
173,Kuh::N,крава,tehén
174,Bulle::N,бик,bika
175,Pferd::N,кон,ló
176,Schaf::N,овца,juh
177,Schaf::N,овца,birka
178,Schwein::N,свиня,sertés
179,Hund::N,куче,eb
180,Hund::N,куче,kutya
181,Katze::N,котка,macska
182,Bär::N,мечка,medve
183,Eichhörnchen::N,катерица,mókus
184,Elch::N,лос,jávorszarvas
185,Fuchs::N,лисица,róka
186,Hase::N,заек,nyúl
187,Maus::N,мишка,egér
188,Wolf::N,вълк,farkas
189,Vogel::N,птица,madár
190,Schwarm::N,рой,raj
191,Schwarm::N,рояк,raj
192,Huhn::N,кокошка,tyúk
193,Hahn::N,петел,kakas
194,Gans::N,гъска,lúd
195,Gans::N,гъска,liba
196,Adler::N,орел,sas
197,Ente::N,патица,kacsa
198,Eule::N,сова,bagoly
199,Kranich::N,жерав,daru
200,Krähe::N,врана,varjú
201,Kuckuck::N,кукувица,kakukk
202,Schwan::N,лебед,hattyú
203,Fisch::N,риба,hal
204,Barsch::N,костур,sügér
205,Hecht::N,щука,csuka
206,Schlange[Tier]::N,змия,kígyó
207,Wurm::N,червей,kukac
208,Spinne::N,паяк,pók
209,Ameise::N,мравка,hangya
210,Laus::N,въшка,tetű
211,Mücke::N,комар,szúnyog
212,Fliege::N,муха,légy
213,Schmetterling::N,пеперуда,lepke
214,Schmetterling::N,пеперуда,pillangó
215,Beere::N,плод,bogyó
216,Apfel::N,ябълка,alma
217,Pilz::N,гъба,gomba
218,Zwiebel::N,лук,hagyma
219,Zwiebel::N,кромид,hagyma
220,Saat::N,семе,vetőmag
221,Korn::N,зърно,mag
222,Korn::N,зърно,szem
223,Heu::N,сено,széna
224,Schale::N,кора,héj
225,Grube::N,яма,verem
226,Grube::N,дупка,verem
227,Falle::N,примка,csapda
228,Schlinge::N,клуп,tőr
229,Spur::N,диря,nyom
230,Spur::N,следа,nyom
231,Asche::N,пепел,hamu
232,Dreck::N,кал,sár
233,Dreck::N,кал,piszok
234,Eisen::N,желязо,vas
235,Gold::N,злато,arany
236,Silber::N,сребро,ezüst
237,Kohle::N,въглища,szén
238,Glas::N,стъкло,üveg
239,Lehm::N,глина,agyag
240,Lehm::N,глина,vályog
241,Sand::N,пясък,homok
242,Mensch::N,човек,ember
243,Mann::N,мъж,úr
244,Mann::N,мъж,férfi
245,Frau::N,жена,nő
246,Frau::N,жена,asszony
247,Kind::N,дете,gyerek
248,Kind::N,дете,gyermek
249,Junge::N,момче,fiú
250,Mädchen::N,момиче,lány
251,Familie::N,фамилия,család
252,Familie::N,семейство,család
253,Großvater::N,дядо,nagyapa
254,Großmutter::N,баба,nagyanya
255,Eltern::N,родители,szülők
256,Vater::N,баща,apa
257,Vater::N,баща,atya
258,Mutter::N,майка,anya
259,Sohn::N,син,fiú
260,Tochter::N,дъщеря,lány
261,Bruder::N,брат,fivér
262,Bruder::N,брат,testvér
263,Schwester::N,сестра,nővér
264,Schwester::N,сестра,lánytestvér
265,Onkel::N,чичо,nagybácsi
266,Onkel::N,вуйчо,nagybácsi
267,Tante::N,леля,nagynéni
268,Ehemann::N,съпруг,férj
269,Ehefrau::N,съпруга,feleség
270,Freude::N,радост,öröm
271,Gelächter::N,смях,nevetés
272,Gelächter::N,смях,hahotázás
273,Glück::N,щастие,boldogság
274,Kummer::N,тъга,bánat
275,Wunsch::N,желание,óhaj
276,Lust::N,желание,kedv
277,Geist::N,дух,elme
278,Geist::N,дух,szellem
279,Gedanke::N,мисъл,gondolat
280,Gedächtnis::N,памет,emlékezet
281,Verstand::N,ум,ész
282,Verstand::N,ум,értelem
283,Verstand::N,разум,ész
284,Verstand::N,разум,értelem
285,Sinn::N,смисъл,értelem
286,Grund::N,причина,ok
287,Grund::N,причина,alap
288,Wahrheit::N,правда,igaz
289,Wahrheit::N,правда,igazság
290,Gespräch::N,разговор,beszélgetés
291,Märchen::N,приказка,mese
292,Erzählung::N,разказ,elbeszélés
293,Nachricht::N,вест,hír
294,Nachricht::N,вест,híradás
295,Nachricht::N,известие,hír
296,Nachricht::N,известие,híradás
297,Neuigkeit::N,новина,újság
298,Name::N,име,név
299,Rätsel::N,гатанка,rejtvény
300,Rede::N,реч,beszéd
301,Rede::N,реч,szónoklat
302,Rede::N,слово,beszéd
303,Rede::N,слово,szónoklat
304,Sprache::N,език,nyelv
305,Stimme::N,глас,hang
306,Wort::N,дума,szó
307,Zeichen::N,знак,jel
308,Ruf::N,зов,kiáltás
309,Lärm::N,шум,zaj
310,Lärm::N,глъчка,zaj
311,Laut::N,звук,hang
312,Ton::N,тон,hang
313,Lied::N,песен,dal
314,Lied::N,песен,ének
315,Ruhe::N,тишина,csend
316,Ruhe::N,тишина,nyugalom
317,Ruhe::N,спокойствие,csend
318,Ruhe::N,спокойствие,nyugalom
319,Leute::N,хора,emberek
320,Volk::N,народ,nép
321,Arbeit::N,труд,dolog
322,Arbeit::N,работа,dolog
323,Gast::N,гост,vendég
324,Geschenk::N,дар,ajándék
325,Geschenk::N,подарък,ajándék
326,Spiel::N,игра,játék
327,Gesellschaft::N,общество,társaság
328,Hilfe::N,помощ,segítség
329,Freund::N,приятел,barát
330,Kamerad::N,другар,társ
331,Angelegenheit::N,работа,ügy
332,Anzahl::N,брой,szám
333,Anzahl::N,количество,szám
334,Art::N,вид,faj
335,Art::N,вид,fajta
336,Stück::N,къс,darab
337,Stück::N,парче,darab
338,Teil::N,дял,rész
339,Teil::N,част,rész
340,Hälfte::N,половина,fél
341,Kreis::N,кръг,kör
342,Kreuz::N,кръст,kereszt
343,Linie::N,черта,vonal
344,Strich::N,щрих,vonás
345,Strich::N,черта,vonás
346,Abstand::N,дистанция,köz
347,Abstand::N,разстояние,köz
348,Entfernung::N,разстояние,távolság
349,Gegend::N,местност,táj
350,Gegend::N,местност,vidék
351,Platz::N,място,hely
352,Ort::N,място,hely
353,Seite::N,страна,fél
354,Seite::N,страна,oldal
355,Mitte::N,среда,közép
356,Gegenstand::N,предмет,tárgy
357,Sache::N,вещ,dolog
358,Rand::N,ръб,szél
359,Rand::N,ръб,perem
360,Rand::N,ръб,szegély
361,Kante::N,ръб,él
362,Kante::N,кант,él
363,Ecke::N,ъгъл,sarok
364,Ecke::N,ъгъл,szöglet
365,Spitze::N,връх,csúcs
366,Spitze::N,острие,csúcs
367,Ende::N,край,vég
368,Loch::N,дупка,lyuk
369,Winkel::N,кът,szög
370,Winkel::N,ъгъл,szög
371,Muster::N,десен,minta
372,Muster::N,образец,minta
373,Größe::N,големина,nagyság
374,Länge::N,дължина,hossz
375,Länge::N,дължина,hosszúság
376,Höhe::N,висота,magasság
377,Höhe::N,височина,magasság
378,Gewicht::N,тегло,súly
379,Gewicht::N,тежест,súly
380,Menge::N,количество,sokaság
381,Menge::N,количество,mennyiség
382,Haufen::N,куп,halom
383,Haufen::N,грамада,halom
384,Reihe::N,ред,sor
385,Reihe::N,редица,sor
386,Boot::N,лодка,csónak
387,Ruder::N,весло,evező
388,Ruder::N,гребло,evező
389,Schlitten::N,шейна,szánkó
390,Ski::N,ски,sí
391,Lagerfeuer::N,огнище,tábortűz
392,Last::N,товар,teher
393,Gang::N,ход,járás
394,Gang::N,вървеж,járás
395,Schritt::N,стъпка,lépés
396,Norden::N,север,észak
397,Süden::N,юг,dél
398,Westen::N,запад,nyugat
399,Osten::N,изток,kelet
400,Holz::N,дърво,fa
401,Brett::N,дъска,deszka
402,Stange::N,прът,rúd
403,Stange::N,прът,pózna
404,Stange::N,върлина,rúd
405,Stange::N,върлина,pózna
406,Stock::N,прът,pálca
407,Stock::N,тояга,pálca
408,Stab::N,прът,bot
409,Rohr::N,цев,cső
410,Rohr::N,тръба,cső
411,Haus::N,къща,ház
412,Heim::N,дом,otthon
413,Ofen::N,печка,kályha
414,Fußboden::N,под,padló
415,Tisch::N,маса,asztal
416,Stuhl::N,стол,szék
417,Wiege::N,люлка,bölcső
418,Bett::N,легло,ágy
419,Bett::N,креват,ágy
420,Regal::N,рафт,polc
421,Regal::N,рафт,állvány
422,Regal::N,етажерка,polc
423,Regal::N,етажерка,állvány
424,Kiste::N,кутия,láda
425,Kiste::N,сандък,láda
426,Fenster::N,прозорец,ablak
427,Tür::N,врата,ajtó
428,Tor::N,врата,kapu
429,Zaun::N,ограда,kerítés
430,Dach::N,покрив,tető
431,Leiter::N,стълба,létra
432,Besen::N,метла,seprű
433,Spaten::N,лопата,ásó
434,Schaufel::N,лопата,lapát
435,Gabel::N,вилица,villa
436,Löffel::N,лъжица,kanál
437,Messer::N,нож,kés
438,Nagel::N,гвоздей,szeg
439,Netz::N,мрежа,háló
440,Haken::N,кука,kampó
441,Haken::N,закачалка,kampó
442,Griff::N,ръчка,nyél
443,Griff::N,ръчка,fogantyú
444,Griff::N,дръжка,nyél
445,Griff::N,дръжка,fogantyú
446,Schloss::N,брава,zár
447,Schloss::N,ключалка,zár
448,Bild::N,картина,kép
449,Figur::N,фигура,alak
450,Puppe::N,кукла,bábu
451,Beutel::N,кесия,zacskó
452,Bündel::N,връзка,köteg
453,Tasche::N,чанта,táska
454,Eimer::N,кофа,vödör
455,Deckel::N,капак,fedő
456,Deckel::N,капак,fedél
457,Deckel::N,похлупак,fedő
458,Deckel::N,похлупак,fedél
459,Geschirr::N,съдове,edény
460,Sack::N,чувал,zsák
461,Tasse::N,чаша,csésze
462,Topf::N,гърне,fazék
463,Topf::N,тенджера,fazék
464,Kessel::N,котел,üst
465,Kessel::N,котел,bogrács
466,Essen::N,ядене,evés
467,Essen::N,ядене,étkezés
468,Nahrung::N,храна,ennivaló
469,Speise::N,ястие,étel
470,Fleisch::N,месо,hús
471,Getreide::N,зърнено храни,gabona
472,Brei::N,каша,pép
473,Brei::N,каша,kása
474,Brot::N,хляб,kenyér
475,Scheibe::N,резен,szelet
476,Fett::N,мазнина,háj
477,Fett::N,мазнина,zsír
478,Butter::N,масло,vaj
479,Öl::N,олио,olaj
480,Öl::N,оливия,olaj
481,Salz::N,сол,só
482,Suppe::N,супа,leves
483,Honig::N,мед,méz
484,Milch::N,мляко,tej
485,Tee::N,чай,tea
486,Leder::N,кожа,bőr
487,Wolle::N,вълна,gyapjú
488,Stoff::N,плат,szövet
489,Stoff::N,материал,szövet
490,Nadel::N,игла,tű
491,Faden::N,конец,fonál
492,Knopf::N,копче,gomb
493,Knoten::N,възел,csomó
494,Farbe::N,боя,szín
495,Farbe::N,боя,festék
496,Kleidung::N,дрехи,ruha
497,Kleidung::N,дрехи,ruházat
498,Kleidung::N,облекло,ruha
499,Kleidung::N,облекло,ruházat
500,Hemd::N,риза,ing
501,Kragen::N,яка,gallér
502,Ärmel::N,ръкав,ujj
503,Hose::N,панталони,gatya
504,Hose::N,панталони,nadrág
505,Gürtel::N,пояс,öv
506,Gürtel::N,колан,öv
507,Mütze::N,каскет,sapka
508,Mütze::N,фуражка,sapka
509,Schuh::N,обувка,cipő
510,Stiefel::N,ботуш,csizma
511,Ring::N,пръстен,gyűrű
512,Band::N,лента,szalag
513,Band::N,връзка,szalag
514,Kamm::N,гребен,fésű
515,Spiegel::N,огледало,tükör
516,Riemen::N,каиш,szíj
517,Riemen::N,ремък,szíj
518,Schnur::N,връв,zsinór
519,Leine::N,връв,póráz
520,Leine::N,въже,póráz
521,Decke::N,покривка,takaró
522,Kissen::N,възглавница,párna
523,Tuch::N,сукно,kendő
524,Handtuch::N,пешкир,törülköző
525,Handtuch::N,кърпа за лице,törülköző
526,Kraft::N,мощ,erő
527,Kraft::N,сила,erő
528,Stärke::N,сила,erő
529,Stärke::N,сила,erősség
530,Gesundheit::N,здраве,egészség
531,Krankheit::N,болест,kór
532,Krankheit::N,болест,betegség
533,Schmerz::N,болка,fájdalom
534,Wunde::N,рана,seb
535,Fieber::N,треска,láz
536,Fieber::N,температура,láz
537,Arznei::N,лек,orvosság
538,Arznei::N,лек,gyógyszer
539,Arznei::N,лекарство,orvosság
540,Arznei::N,лекарство,gyógyszer
541,Brücke::N,мост,híd
542,Brunnen::N,чешма,kút
543,Brunnen::N,кладенец,kút
544,Weide::N,паша,legelő
545,Weide::N,пасище,legelő
546,Pfad::N,пътека,ösvény
547,Weg::N,път,út
548,Straße::N,шосе,út
549,Dorf::N,село,falu
550,Stadt::N,град,város
551,Brief::N,писмо,levél
552,Buch::N,книга,könyv
553,Buchstabe::N,буква,betű
554,Zeitung::N,вестник,újság
555,Zeitung::N,вестник,hírlap
556,Leben::N,живот,élet
557,Tod::N,смърт,halál
558,Grab::N,гроб,sír
559,Kirche::N,църква,templom
560,Sünde::N,грях,bűn
561,Sünde::N,грях,vétek
562,Gott::N,бог,isten
563,Arbeiter::N,работник,munkás
564,Chef::N,шеф,főnök
565,Chef::N,началник,főnök
566,Meister::N,майстор,mester
567,Arzt::N,лекар,orvos
568,Lehrer::N,учител,tanár
569,Lehrer::N,учител,tanító
570,Geld::N,пари,pénz
571,Geschäft::N,сделка,üzlet
572,Laden::N,дюкян,bolt
573,Laden::N,магазин,bolt
574,Preis::N,цена,ár
575,Ware::N,стока,áru
576,Nutzen::N,полза,haszon
577,Nutzen::N,облага,haszon
578,Reichtum::N,богатство,gazdagság
579,Welt::N,свят,világ
580,Land::N,страна,ország
581,Staat::N,щат,állam
582,Staat::N,държава,állam
583,König::N,крал,király
584,Macht::N,мощ,hatalom
585,Macht::N,власт,hatalom
586,Grenze::N,граница,határ
587,Krieg::N,война,háború
588,Feind::N,враг,ellenség
589,Feind::N,неприятел,ellenség
590,Gewalt::N,сила,erőszak
591,Gewalt::N,насилие,erőszak
592,Kampf::N,борба,harc
593,Kampf::N,сражение,harc
594,Bogen[Waffe]::N,лък,íj
595,Pfeil::N,стрела,nyíl
596,Gewehr::N,пушка,puska
597,Gewehr::N,пушка,fegyver
598,Fehler::N,грешка,hiba
599,Lüge::N,лъжа,hazugság
600,Schaden::N,повреда,kár
601,Unglück::N,нещастие,csapás
602,Unglück::N,нещастие,balszerencse
603,Schuld::N,вина,bűn
604,Alter::N,възраст,kor
605,Schluss::N,край,vég
606,Schluss::N,край,befejezés
607,Zeit::N,време,idő
608,Tag::N,ден,nap
609,Morgen::N,утро,reggel
610,Morgen::N,сутрин,reggel
611,Mittag::N,обед,dél
612,Mittag::N,пладне,dél
613,Abend::N,вечер,este
614,Nacht::N,нощ,éj
615,Nacht::N,нощ,éjszaka
616,Woche::N,седмица,hét
617,Monat::N,месец,hó
618,Monat::N,месец,hónap
619,Jahr::N,година,év
620,Frühling::N,пролет,tavasz
621,Sommer::N,лято,nyár
622,Herbst::N,есен,ősz
623,Winter::N,зима,tél
624,Januar::N,януари,január
625,Februar::N,февруари,február
626,März::N,март,március
627,April::N,април,április
628,Mai::N,май,május
629,Juni::N,юни,június
630,Juli::N,юли,július
631,August::N,август,augusztus
632,September::N,септември,szeptember
633,Oktober::N,октомври,október
634,November::N,ноември,november
635,Dezember::N,декември,december
636,Montag::N,понеделник,hétfő
637,Dienstag::N,вторник,kedd
638,Mittwoch::N,сряда,szerda
639,Donnerstag::N,четвъртък,csütörtök
640,Freitag::N,петък,péntek
641,Samstag::N,събота,szombat
642,Sonntag::N,неделя,vasárnap
643,groß::A,едър,nagy
644,groß::A,голям,nagy
645,klein::A,малък,pici
646,klein::A,малък,kicsi
647,klein::A,дребен,pici
648,klein::A,дребен,kicsi
649,lang::A,дълъг,hosszú
650,kurz::A,къс,rövid
651,breit::A,широк,széles
652,schmal::A,тесен,keskeny
653,dicht::A,гъст,sűrű
654,dick[Gegenstand]::A,дебел,vastag
655,dünn::A,тънък,vékony
656,fein::A,фин,vékony
657,fein::A,тънък,vékony
658,fest::A,твърд,szilárd
659,fest::A,плътен,szilárd
660,flach::A,равен,sík
661,flach::A,равен,lapos
662,flach::A,плосък,sík
663,flach::A,плосък,lapos
664,glatt::A,гладък,sima
665,hart::A,твърд,kemény
666,hart::A,корав,kemény
667,weich::A,мек,puha
668,rund::A,кръгъл,kerek
669,spitz::A,островръх,hegyes
670,scharf::A,остър,éles
671,stumpf::A,тъп,tompa
672,stumpf::A,тъп,életlen
673,schwer::A,тежък,nehéz
674,schwer::A,тежък,súlyos
675,schön::A,хубав,szép
676,schön::A,красив,szép
677,heiß::A,жарък,forró
678,warm::A,топъл,meleg
679,kalt::A,студен,hideg
680,kühl::A,хладен,hűs
681,kühl::A,хладен,hűvös
682,frisch::A,свеж,üde
683,frisch::A,свеж,friss
684,feucht::A,влажен,nedves
685,nass::A,мокър,vizes
686,trocken::A,сух,száraz
687,voll::A,пълен,telt
688,leer::A,празен,üres
689,offen::A,откровен,nyílt
690,offen::A,откровен,nyitott
691,geschlossen::A,закрит,zárt
692,geschlossen::A,закрит,csukott
693,geschlossen::A,затворен,zárt
694,geschlossen::A,затворен,csukott
695,sauber::A,чист,tiszta
696,schmutzig::A,мръсен,piszkos
697,schmutzig::A,мръсен,szennyes
698,roh::A,суров,nyers
699,reif::A,зрял,érett
700,lecker::A,вкусен,finom
701,süß::A,сладък,édes
702,bitter::A,горчив,keserű
703,sauer::A,кисел,savanyú
704,hell::A,ясен,világos
705,hell::A,светъл,világos
706,dunkel::A,тъмен,sötét
707,schwarz::A,черен,fekete
708,weiß::A,бял,fehér
709,rot::A,червен,vörös
710,gelb::A,жълт,sárga
711,blau::A,син,kék
712,grün::A,зелен,zöld
713,grau::A,сив,ősz
714,grau::A,сив,szürke
715,bunt::A,шарен,tarka
716,bunt::A,шарен,színes
717,bunt::A,пъстър,tarka
718,bunt::A,пъстър,színes
719,billig::A,евтин,olcsó
720,teuer::A,скъп,drága
721,wertvoll::A,ценен,értékes
722,blind::A,сляп,vak
723,taub::A,глух,süket
724,kräftig::A,силен,erős
725,stark::A,здрав,erős
726,stark::A,силен,erős
727,schwach::A,слаб,gyenge
728,schwach::A,слаб,erőtlen
729,fett::A,тлъст,hájas
730,schlank::A,тънък,karcsú
731,schlank::A,строен,karcsú
732,hübsch::A,хубав,csinos
733,böse::A,зъл,rossz
734,böse::A,зъл,gonosz
735,dumm::A,глупав,buta
736,dumm::A,глупав,ostoba
737,faul::A,ленив,lusta
738,faul::A,мързелив,lusta
739,fleißig::A,прилежен,szorgalmas
740,geizig::A,скъпернически,fukar
741,geizig::A,скъпернически,fösvény
742,klug::A,умен,okos
743,klug::A,умен,eszes
744,klug::A,разумен,okos
745,klug::A,разумен,eszes
746,geschickt::A,умел,ügyes
747,geschickt::A,сръчен,ügyes
748,lieb::A,мил,drága
749,lieb::A,мил,kedves
750,lieb::A,драг,drága
751,lieb::A,драг,kedves
752,lustig::A,весел,víg
753,lustig::A,весел,vidám
754,sanft::A,нежен,enyhe
755,sanft::A,кротък,enyhe
756,hungrig::A,гладен,éhes
757,krank::A,болен,beteg
758,nackt::A,гол,csupasz
759,nackt::A,гол,meztelen
760,traurig::A,тъжен,bús
761,traurig::A,тъжен,szomorú
762,traurig::A,печален,bús
763,traurig::A,печален,szomorú
764,lebendig::A,жив,élő
765,gut::A,добър,jó
766,schlecht::A,лош,rossz
767,richtig::A,правилен,helyes
768,schlimm::A,лош,rossz
769,wahr::A,верен,igaz
770,wahr::A,истински,igaz
771,alt::A,стар,ó
772,alt::A,стар,régi
773,alt::A,древен,ó
774,alt::A,древен,régi
775,neu::A,нов,új
776,ehemalig::A,бивш,volt
777,ehemalig::A,бивш,egykori
778,alt[Lebewesen]::A,стар,öreg
779,jung::A,млад,fiatal
780,arm::A,беден,szegény
781,reich::A,богат,gazdag
782,bekannt::A,познат,ismert
783,bekannt::A,познат,ismeretes
784,bekannt::A,известен,ismert
785,bekannt::A,известен,ismeretes
786,berühmt::A,почут,híres
787,berühmt::A,известен,híres
788,fremd::A,чужд,idegen
789,verschieden::A,разен,különböző
790,verschieden::A,различен,különböző
791,nah::A,близък,közeli
792,fern::A,далечен,távoli
793,linker::A,ляв,bal
794,rechter::A,прав,jobb
795,anderer::A,друг,más
796,anderer::A,друг,másik
797,erster::A,пръв,első
798,erster::A,първи,első
799,zweiter::A,втори,második
800,dritter::A,трети,harmadik
801,letzter::A,последен,utolsó
802,allein::ADV,само,egyedül
803,auf einmal::ADV,същевременно,egyszerre
804,zusammen::ADV,заедно,együtt
805,zusammen::ADV,заедно,összesen
806,lange::ADV,дълго,sokáig
807,lange::ADV,дълго,hosszan
808,plötzlich::ADV,изведнъж,hirtelen
809,plötzlich::ADV,изведнъж,egyszerre
810,sofort::ADV,веднага,rögtön
811,sofort::ADV,веднага,tüstént
812,später::ADV,по-късно,későn
813,jetzt::ADV,сега,most
814,heute::ADV,днес,ma
815,morgen::ADV,утре,holnap
816,bald::ADV,скоро,majd
817,bald::ADV,скоро,nemsokára
818,dann::ADV,после,akkor
819,dann::ADV,тогава,akkor
820,gestern::ADV,вчера,tegnap
821,einst::ADV,някога,hajdan
822,damals::ADV,тогава,akkor
823,damals::ADV,тогава,akkoriban
824,danach::ADV,после,azután
825,danach::ADV,след това,azután
826,vorher::ADV,преди,előbb
827,vorher::ADV,преди това,előbb
828,zuerst::ADV,най-напред,először
829,einmal::ADV,веднъж,egyszer
830,einmal::ADV,един път,egyszer
831,manchmal::ADV,понякога,néha
832,manchmal::ADV,понякога,olykor
833,oft::ADV,често,sokszor
834,immer::ADV,винаги,mindig
835,niemals::ADV,никога,sohasem
836,hier::ADV,тук,itt
837,hier::ADV,тука,itt
838,hierhin::ADV,насам,erre
839,von hier::ADV,оттук,innen
840,von hier::ADV,оттука,innen
841,dort::ADV,там,ott
842,dorthin::ADV,натам,oda
843,dorthin::ADV,нататък,oda
844,geradeaus::ADV,направо,egyenesen
845,vorwärts::ADV,напред,előre
846,rückwärts::ADV,назад,hátrafelé
847,zurück::ADV,обратно,hátra
848,zurück::ADV,обратно,vissza
849,unten::ADV,долу,alul
850,hinab::ADV,надолу,le
851,hinab::ADV,надолу,lefelé
852,oben::ADV,горе,fenn
853,oben::ADV,горе,felül
854,hinauf::ADV,нагоре,fel
855,hinauf::ADV,нагоре,felfelé
856,überall::ADV,навсякъде,mindenütt
857,nicht::ADV,не,nem
858,ein wenig::ADV,малко,egy kicsit
859,kaum::ADV,едва,alig
860,kaum::ADV,едвам,alig
861,sehr::ADV,много,nagyon
862,sehr::ADV,твърде,nagyon
