,Concept_ID,pl,udm
92,Frost::N,mróz,кезьыт
93,Kälte::N,chłód,кезьыт
94,Hitze::N,gorąco,пӧсь
95,Raureif::N,szron,гӧр
96,Regenbogen::N,tęcza,вуюись
97,Donner::N,grzmot,гудыри
98,Strömung::N,nurt,бызён
99,Tropfen::N,kropla,шапык
100,Schaum::N,piana,шукы
101,Schmutz::N,brud,нӧд
102,Schmutz::N,brud,дэри
103,See::N,jezioro,ты
104,Sumpf::N,bagno,нюр
105,Moor::N,bagno,нюр
106,Wiese::N,łąka,возь
107,Wiese::N,łąka,возьвыл
108,Wald::N,las,сик
109,Wald::N,las,нюлэс
110,Hügel::N,pagórek,выр
111,Hügel::N,pagórek,вырйыл
112,Anhöhe::N,wzgórze,выр
113,Anhöhe::N,wzgórze,вырйыл
114,Berg::N,góra,гурезь
115,Gipfel::N,szczyt,йыл
116,Gipfel::N,wierzchołek,йыл
117,Höhle::N,pieczara,гу
118,Abhang::N,stok,бам
119,Abhang::N,zbocze,бам
120,Quelle::N,zdrój,ошмес
121,Quelle::N,źródło,ошмес
122,Bach::N,potok,пичи шур
123,Bach::N,strumień,пичи шур
124,Fluss::N,rzeka,шур
125,Ufer::N,brzeg,ярдур
126,Küste::N,wybrzeże,вудур
127,Festland::N,ląd,мувыр
128,Meer::N,morze,зарезь
129,Bucht::N,zatoka,вукож
130,Insel::N,wyspa,вумуӵ
131,Insel::N,wyspa,шормуӵ
132,Blume::N,kwiat,сяська
133,Gras::N,trawa,турын
134,Wurzel::N,korzeń,выжы
135,Baum::N,drzewo,пу
136,Stamm::N,pień,модос
137,Rinde::N,kora,сул
138,Ast::N,gałąź,ул
139,Zweig::N,gałąź,вай
140,Blatt::N,liść,куар
141,Birke::N,brzoza,кызьпу
142,Kiefer[Baum]::N,sosna,пужым
143,Weide[Baum]::N,wierzba,бадьпу
144,Tanne::N,jodła,кыз
145,Horn::N,róg,сюр
146,Feder::N,pióro,тылы
147,Fell::N,futro,ку
148,Flügel::N,skrzydło,бурд
149,Klaue::N,szpon,гижы
150,Kralle::N,pazur,пыд
151,Schwanz::N,ogon,быж
152,Ei::N,jajko,пуз
153,Ei::N,jajko,кукей
154,Nest::N,gniazdo,кар
155,Nest::N,gniazdo,пузкар
156,Bau::N,nora,кар
157,Bau::N,nora,гу
158,Tier::N,zwierzę,пӧйшур
159,Herde::N,stado,уллё
160,Herde::N,trzoda,уллё
161,Kuh::N,krowa,скал
162,Bulle::N,byk,ош
163,Bulle::N,byk,пороз
164,Pferd::N,koń,вал
165,Schaf::N,owca,ыж
166,Schwein::N,świnia,парсь
167,Hund::N,pies,пуны
168,Katze::N,kot,коӵыш
169,Katze::N,kotka,коӵыш
170,Bär::N,niedźwiedż,гондыр
171,Eichhörnchen::N,wiewiórka,коньы
172,Elch::N,łóś,койык
173,Fuchs::N,lis,ӟичы
174,Hase::N,zając,кеч
175,Maus::N,mysz,шыр
176,Wolf::N,wilk,кион
177,Vogel::N,ptak,тылобурдо
178,Schwarm::N,stado,уллё
179,Huhn::N,kura,курег
180,Hahn::N,kogut,атас
181,Gans::N,gęś,ӟазег
182,Adler::N,orzeł,ӧрзи
183,Ente::N,kaczka,ӵӧж
184,Eule::N,sowa,кучыран
185,Kranich::N,żuraw,тури
186,Krähe::N,wrona,куака
187,Kuckuck::N,kukułka,кикы
188,Schwan::N,łabędż,юсь
189,Fisch::N,ryba,чорыг
190,Barsch::N,okoń,юш
191,Hecht::N,szczupak,чипей
192,Schlange[Tier]::N,wąż,кый
193,Schlange[Tier]::N,żmija,кый
194,Wurm::N,robak,нумыр
195,Spinne::N,pająk,чонари
196,Ameise::N,mrówka,кузьыли
197,Laus::N,wesz,тэй
198,Mücke::N,komar,нымы
199,Mücke::N,komar,чибинь
200,Fliege::N,mucha,кут
201,Schmetterling::N,motyl,бубыли
202,Beere::N,jagoda,узы-боры
203,Apfel::N,jabłko,яблок
204,Pilz::N,grzyb,губи
205,Zwiebel::N,cebula,сугон
206,Saat::N,siew,кидыс
207,Korn::N,ziarno,тысь
208,Heu::N,siano,турын
209,Schale::N,łupina,кыд
210,Grube::N,dół,гу
211,Grube::N,dół,гоп
212,Grube::N,jama,гу
213,Grube::N,jama,гоп
214,Falle::N,pułapka,налик
215,Schlinge::N,sidła,гиӟ
216,Schlinge::N,sidła,герд
217,Spur::N,ślad,пытьы
218,Spur::N,ślad,бервыл
219,Asche::N,popiół,пень
220,Dreck::N,brud,дэри
221,Eisen::N,żelazo,корт
222,Gold::N,złoto,зарни
223,Silber::N,srebro,азвесь
224,Kohle::N,węgiel,эгыр
225,Glas::N,szkło,стекло
226,Glas::N,szkło,пияла
227,Lehm::N,glina,сюй
228,Sand::N,piasek,луо
229,Mensch::N,człowiek,мурт
230,Mensch::N,człowiek,адями
231,Mann::N,mężczyzna,воргорон
232,Frau::N,kobieta,кышномурт
233,Kind::N,dziecko,нуны
234,Kind::N,dziecko,пинал
235,Junge::N,chłopak,пи
236,Junge::N,chłopiec,пи
237,Mädchen::N,dziewczynka,ныл
238,Familie::N,rodzina,семья
239,Großvater::N,dziadek,песятай
240,Großvater::N,dziadek,пересь атай
241,Großmutter::N,babka,песянай
242,Großmutter::N,babka,пересь анай
243,Eltern::N,rodzice,атай-анай
244,Eltern::N,rodzice,бубы-мумы
245,Vater::N,ojciec,айы
246,Vater::N,ojciec,атай
247,Mutter::N,matka,мумы
248,Sohn::N,syn,пи
249,Tochter::N,córka,ныл
250,Bruder::N,brat,агай
251,Schwester::N,siostra,апа
252,Schwester::N,siostra,сузэр
253,Onkel::N,wuj,агай
254,Onkel::N,stryj,агай
255,Tante::N,ciotka,апа
256,Tante::N,ciotka,кенак
257,Ehemann::N,mąż,карт
258,Ehefrau::N,żona,кышно
259,Freude::N,radość,шумпотон
260,Gelächter::N,śmiech,горем
261,Glück::N,szczęście,шуд
262,Kummer::N,zmartwienie,кайгу
263,Kummer::N,zmartwienie,куректон
264,Wunsch::N,życzenie,мылпотон
265,Lust::N,chęć,потон
266,Lust::N,ochota,потон
267,Geist::N,duch,лул
268,Gedanke::N,myśl,малпан
269,Gedächtnis::N,pamięć,йырсазь
270,Gedächtnis::N,pamięć,тодэваён
271,Verstand::N,rozum,йырвизь
272,Sinn::N,zmysł,смысл
273,Grund::N,powód,муг
274,Grund::N,powód,ньӧм
275,Wahrheit::N,prawda,зэм
276,Wahrheit::N,prawda,шонер
277,Gespräch::N,rozmowa,вераськон
278,Märchen::N,bajka,выжыкыл
279,Erzählung::N,opowiadanie,верос
280,Nachricht::N,wiadomość,ивор
281,Neuigkeit::N,nowina,выльивор
282,Name::N,imię,ним
283,Rätsel::N,zagadka,мадькыл
284,Rede::N,mowa,верам
285,Sprache::N,język,кыл
286,Stimme::N,głos,куара
287,Wort::N,słowo,кыл
288,Zeichen::N,znak,пус
289,Zeichen::N,znak,тодмет
290,Ruf::N,wołanie,ӧтён
291,Ruf::N,wołanie,чортон
292,Lärm::N,hałas,ӵашетон
293,Lärm::N,zgiełk,ӵашетон
294,Laut::N,dźwięk,куара
295,Ton::N,ton,куара
296,Ton::N,dźwięk,куара
297,Lied::N,pieśń,кырӟан
298,Lied::N,piosenka,кырӟан
299,Ruhe::N,spokój,чалмыт улон
300,Leute::N,ludzie,адямиос
301,Volk::N,naród,калык
302,Arbeit::N,praca,уж
303,Arbeit::N,robota,уж
304,Gast::N,gość,куно
305,Geschenk::N,prezent,салам
306,Geschenk::N,prezent,кузьым
307,Geschenk::N,podarunek,салам
308,Geschenk::N,podarunek,кузьым
309,Spiel::N,gra,шудон
310,Spiel::N,zabawa,шудон
311,Gesellschaft::N,towarzystwo,калык
312,Hilfe::N,pomoc,юрттон
313,Freund::N,przyjaciel,эш
314,Freund::N,przyjaciel,юлтош
315,Kamerad::N,kolega,тодмо
316,Angelegenheit::N,sprawa,уж
317,Anzahl::N,ilość,лыд
318,Art::N,rodzaj,тус
319,Stück::N,kawałek,юдэс
320,Teil::N,część,люкет
321,Hälfte::N,połowa,ӝыны
322,Kreis::N,krąg,котырес
323,Kreuz::N,krzyż,крест
324,Linie::N,linia,гож
325,Strich::N,kreska,гож
326,Abstand::N,odstęp,вис
327,Abstand::N,odstęp,кусып
328,Entfernung::N,odległość,кусып
329,Gegend::N,okolica,инты
330,Platz::N,miejsce,инты
331,Ort::N,miejsce,инты
332,Ort::N,miejsce,места
333,Seite::N,bok,пал
334,Seite::N,strona,пал
335,Mitte::N,środek,шор
336,Gegenstand::N,przedmiot,арбери
337,Sache::N,rzecz,котыр
338,Rand::N,skraj,дур
339,Rand::N,skraj,шаер
340,Rand::N,krawędź,дур
341,Rand::N,krawędź,шаер
342,Kante::N,kant,дур
343,Kante::N,krawędź,дур
344,Ecke::N,róg,сэрег
345,Spitze::N,ostrze,йыл
346,Ende::N,koniec,пум
347,Loch::N,dziura,пась
348,Winkel::N,kąt,сэрег
349,Winkel::N,kącik,сэрег
350,Muster::N,wzór,пужы
351,Größe::N,rozmiar,быдӟала
352,Größe::N,wielkość,быдӟала
353,Länge::N,długość,кузьдала
354,Höhe::N,wysokość,ӝуждала
355,Gewicht::N,ciężar,сектала
356,Gewicht::N,ciężar,секытлык
357,Menge::N,ilość,лыд
358,Menge::N,ilość,лыдпус
359,Haufen::N,kupa,люк
360,Reihe::N,rząd,чур
361,Reihe::N,szereg,чур
362,Boot::N,łódź,пыж
363,Boot::N,łódź,лодка
364,Boot::N,łódka,пыж
365,Boot::N,łódka,лодка
366,Ruder::N,wiosło,полыс
367,Schlitten::N,sanki,додьы
368,Ski::N,narta,куас
369,Lagerfeuer::N,ognisko,тылскем
370,Last::N,ciężar,секыт
371,Last::N,brzemię,секыт
372,Gang::N,chód,ветлон
373,Schritt::N,krok,вамыш
374,Norden::N,północ,уйпал
375,Süden::N,południe,лымшор
376,Westen::N,zachód,шунды пуксён
377,Osten::N,wschód,шунды ӝужан
378,Holz::N,drzewo,пу
379,Brett::N,deska,пул
380,Platte::N,płyta,плита
381,Stütze::N,podpora,пыкет
382,Stange::N,drąg,пуӵ
383,Stange::N,żerdź,пуӵ
384,Stock::N,kij,боды
385,Stock::N,laska,боды
386,Stab::N,pręt,пуӵ
387,Stab::N,pręt,боды
388,Rohr::N,rura,труба
389,Haus::N,dom,юрт
390,Heim::N,dom,корка
391,Ofen::N,piec,гур
392,Fußboden::N,podłoga,выж
393,Tisch::N,stół,ӝӧк
394,Stuhl::N,krzesło,пукон
395,Wiege::N,kołyska,кӧкы
396,Wiege::N,kołyska,зыбка
397,Bett::N,łóżko,валес
398,Bett::N,pościel,валес
399,Regal::N,regał,ӝажы
400,Kiste::N,skrzynia,ящик
401,Fenster::N,okno,укно
402,Fenster::N,okno,косяк
403,Tür::N,drzwi,ӧс
404,Tor::N,brama,ӟезьы
405,Zaun::N,płot,забор
406,Zaun::N,parkan,забор
407,Dach::N,dach,липет
408,Leiter::N,drabina,падӟа
409,Besen::N,miotła,ӵужон
410,Besen::N,miotła,исьнер
411,Spaten::N,rydel,лопатка
412,Schaufel::N,łopata,ютырон
413,Gabel::N,widelec,тэчы
414,Gabel::N,widelec,вилка
415,Löffel::N,łyżka,пуньы
416,Messer::N,nóż,пурт
417,Nagel::N,gwóźdź,кортӵог
418,Netz::N,sieć,сеть
419,Haken::N,hak,курик
420,Griff::N,chwyt,ныд
421,Schloss::N,zamek,тунгон
422,Bild::N,obraz,суред
423,Figur::N,figura,фигура
424,Puppe::N,lalka,мунё
425,Beutel::N,torba,пуйы
426,Bündel::N,wiązka,керттэт
427,Tasche::N,torba,пуйы
428,Tasche::N,torba,сумка
429,Eimer::N,kubeł,ведра
430,Eimer::N,wiadro,ведра
431,Deckel::N,przykrywka,ӵоксэт
432,Geschirr::N,statki,тусьты-пуньы
433,Geschirr::N,naczynia,тусьты-пуньы
434,Sack::N,worek,пуйы
435,Tasse::N,filiżanka,ӵаша
436,Topf::N,garnek,миска
437,Kessel::N,kocioł,пурты
438,Essen::N,jedzenie,сиськон
439,Nahrung::N,pokarm,сион
440,Nahrung::N,pożywienie,сион
441,Speise::N,potrawa,сиён
442,Speise::N,jedzenie,сиён
443,Fleisch::N,mięso,сӥль
444,Getreide::N,zboże,ю тысь
445,Brei::N,kasza,ӝук
446,Brot::N,chleb,нянь
447,Scheibe::N,kromka,шорем
448,Fett::N,tłuszcz,кӧй
449,Butter::N,masło,вӧй
450,Öl::N,olej,вӧй
451,Salz::N,sól,сылал
452,Suppe::N,zupa,шыд
453,Honig::N,miód,чечы
454,Milch::N,mleko,йӧл
455,Tee::N,herbata,чай
456,Leder::N,skóra,сурон
457,Wolle::N,wełna,гон
458,Wolle::N,wełna,ыжгон
459,Stoff::N,tkanina,куэм
460,Stoff::N,materiał,куэм
461,Nadel::N,igła,вень
462,Faden::N,nić,сӥньыс
463,Faden::N,nitka,сӥньыс
464,Knopf::N,guzik,бирды
465,Knoten::N,węzeł,герд
466,Farbe::N,farba,буёл
467,Kleidung::N,odzież,дӥсь
468,Hemd::N,koszula,дэрем
469,Kragen::N,kołnierz,сирес
470,Ärmel::N,rękaw,саес
471,Hose::N,spodnie,брюки
472,Hose::N,spodnie,штань
473,Gürtel::N,pasek,кускерттон
474,Mütze::N,czapka,ызьы
475,Schuh::N,but,ботинка
476,Schuh::N,bucik,ботинка
477,Stiefel::N,but,сапег
478,Stiefel::N,kozak,сапег
479,Ring::N,pierścień,зундэс
480,Band::N,wstęga,лента
481,Kamm::N,grzebień,сын
482,Spiegel::N,lustro,синучкон
483,Riemen::N,rzemień,е
484,Schnur::N,sznur,гозы
485,Leine::N,smycz,думет
486,Decke::N,kołdra,шобрет
487,Kissen::N,poduszka,миндэр
488,Tuch::N,chustka,кышет
489,Handtuch::N,ręcznik,ӵушкон
490,Kraft::N,moc,кать
491,Kraft::N,moc,ӟигар
492,Kraft::N,siła,кать
493,Kraft::N,siła,ӟигар
494,Stärke::N,moc,юнлык
495,Stärke::N,siła,юнлык
496,Gesundheit::N,zdrowie,тазалык
497,Krankheit::N,choroba,висён
498,Schmerz::N,ból,висён
499,Wunde::N,rana,яра
500,Fieber::N,gorączka,кезег
501,Arznei::N,lekarstwo,эмъюм
502,Brücke::N,most,выж
503,Brunnen::N,studnia,колдэч
504,Weide::N,pastwisko,возь
505,Pfad::N,ścieżka,сюрес
506,Weg::N,droga,сюрес
507,Straße::N,ulica,сюрес
508,Dorf::N,wieś,гурт
509,Stadt::N,miasto,кар
510,Stadt::N,miasto,город
511,Brief::N,list,гожтэт
512,Buch::N,książka,книга
513,Buchstabe::N,litera,буква
514,Zeitung::N,gazeta,газет
515,Zeitung::N,dziennik,газет
516,Leben::N,życie,улон
517,Tod::N,śmierć,кулон
518,Grab::N,grób,шайгу
519,Kirche::N,kościół,черк
520,Sünde::N,grzech,сьӧлык
521,Gott::N,bóg,ӥнмар
522,Arbeiter::N,robotnik,рабочий
523,Chef::N,szef,начальник
524,Meister::N,mistrz,кибашлы
525,Meister::N,majster,кибашлы
526,Arzt::N,lekarz,врач
527,Lehrer::N,nauczyciel,дышетӥсь
528,Geld::N,pieniądze,уксё
529,Geld::N,pieniądze,коньдон
530,Geschäft::N,sprawa,уж
531,Geschäft::N,interes,уж
532,Laden::N,sklep,магазин
533,Preis::N,cena,дун
534,Ware::N,towar,вуз
535,Nutzen::N,pożytek,пайда
536,Reichtum::N,bogactwo,узырлык
537,Welt::N,świat,дунне
538,Land::N,kraj,шаер
539,Staat::N,państwo,кун
540,König::N,król,эксэй
541,Macht::N,władza,власть
542,Grenze::N,granica,кунгож
543,Krieg::N,wojna,ож
544,Feind::N,wróg,тушмон
545,Gewalt::N,władza,эриктэман
546,Kampf::N,bój,нюръяськон
547,Kampf::N,walka,нюръяськон
548,Bogen[Waffe]::N,łuk,пукыӵ
549,Pfeil::N,strzała,пукыӵ вень
550,Gewehr::N,karabin,пыӵал
551,Fehler::N,błąd,янгыш
552,Lüge::N,kłamstwo,пӧян
553,Lüge::N,kłamstwo,алдан
554,Lüge::N,kłamstwo,ӧрекчан
555,Schaden::N,szkoda,изъян
556,Unglück::N,nieszczęście,куректон
557,Unglück::N,nieszczęście,шудтэме усён
558,Schuld::N,wina,янгыш
559,Alter::N,wiek,арлыд
560,Schluss::N,koniec,пум
561,Schluss::N,zakończenie,пум
562,Zeit::N,czas,дыр
563,Tag::N,dzień,нунал
564,Morgen::N,ranek,ӵукна
565,Morgen::N,poranek,ӵукна
566,Mittag::N,południe,лымшор
567,Abend::N,wieczór,ӝыт
568,Abend::N,wieczór,акшан
569,Nacht::N,noc,уй
570,Woche::N,tydzień,арня
571,Monat::N,miesiąc,толэзь
572,Jahr::N,rok,ар
573,Frühling::N,wiosna,тулыс
574,Sommer::N,lato,гужем
575,Herbst::N,jesień,сӥзьыл
576,Winter::N,zima,тол
577,Januar::N,styczeń,выльартолэзь
578,Februar::N,luty,тулыспал
579,März::N,marzec,южтолэзь
580,April::N,kwiecień,оштолэзь
581,Mai::N,maj,куартолэзь
582,Juni::N,czerwiec,вожотолэзь
583,Juli::N,lipiec,пӧсьтолэзь
584,August::N,sierpień,гудырикошкон
585,September::N,wrzesień,куарусён
586,Oktober::N,październik,выльӝуктолэзь
587,November::N,listopad,шуркынмон
588,Dezember::N,grudzień,толсур
589,Montag::N,poniedziałek,вордӥськон
590,Dienstag::N,wtorek,вторник
591,Mittwoch::N,środa,вирнунал
592,Donnerstag::N,czwartek,покчиарня
593,Freitag::N,piątek,удмуртарня
594,Samstag::N,sobota,кӧснунал
595,Sonntag::N,niedziela,арня
596,groß::A,duży,бадӟым
597,groß::A,wielki,бадӟым
598,klein::A,mały,пичи
599,lang::A,długi,кузь
600,kurz::A,krótki,вакчи
601,breit::A,szeroki,паськыт
602,schmal::A,wąski,сюлэг
603,dicht::A,gęsty,ӵем
604,dick[Gegenstand]::A,gruby,зӧк
605,dünn::A,cienki,векчи
606,fein::A,drobny,векчи
607,fest::A,mocny,юн
608,fest::A,mocny,чурыт
609,fest::A,twardy,юн
610,fest::A,twardy,чурыт
611,flach::A,płaski,ӵошкыт
612,glatt::A,gładki,гылыт
613,glatt::A,gładki,вольыт
614,hart::A,twardy,чурыт
615,weich::A,miękki,небыт
616,rund::A,okrągły,котырес
617,spitz::A,spiczasty,йылсо
618,scharf::A,ostry,лэчыт
619,stumpf::A,tępy,ныж
620,schwer::A,ciężki,секыт
621,schön::A,ładny,чебер
622,schön::A,piękny,чебер
623,heiß::A,gorący,пӧсь
624,warm::A,ciepły,шуныт
625,kalt::A,zimny,кезьыт
626,kühl::A,chłodny,юзмыт
627,kühl::A,chłodny,салкым
628,frisch::A,świeży,выль
629,feucht::A,wilgotny,мускыт
630,nass::A,mokry,котмем
631,trocken::A,suchy,кӧс
632,voll::A,pełny,тыр
633,leer::A,pusty,буш
634,leer::A,pusty,тырттэм
635,leer::A,próżny,буш
636,leer::A,próżny,тырттэм
637,offen::A,otwarty,усьтэм
638,geschlossen::A,zamknięty,ӵогам
639,geschlossen::A,zamknięty,пунням
640,sauber::A,czysty,ӝикыт
641,sauber::A,czysty,чылкыт
642,schmutzig::A,brudny,нӧд
643,roh::A,surowy,ыль
644,reif::A,dojrzały,вуэм
645,lecker::A,smaczny,ческыт
646,süß::A,słodki,ческыт
647,bitter::A,gorzki,курыт
648,sauer::A,kwaśny,чырс
649,hell::A,jasny,югыт
650,dunkel::A,ciemny,пеймыт
651,schwarz::A,czarny,сьӧд
652,weiß::A,biały,тӧдьы
653,rot::A,czerwony,горд
654,gelb::A,żółty,ӵуж
655,blau::A,błękitny,лыз
656,blau::A,niebieski,лыз
657,grün::A,zielony,вож
658,grau::A,szary,пурысь
659,bunt::A,barwny,куӵо
660,billig::A,tani,дунтэм
661,teuer::A,drogi,дуно
662,wertvoll::A,cenny,дуно
663,blind::A,ślepy,сукыр
664,blind::A,ślepy,синтэм
665,taub::A,głuchy,пельтэм
666,kräftig::A,mocny,кужмо
667,stark::A,silny,юн
668,stark::A,silny,кужмо
669,schwach::A,słaby,ляб
670,schwach::A,słaby,начар
671,fett::A,tłusty,кӧй
672,schlank::A,smukły,веськыт
673,schlank::A,smukły,веськрес
674,hübsch::A,ładny,чебер
675,hübsch::A,ładny,синмаськымон
676,böse::A,zły,лек
677,dumm::A,głupi,шузи
678,dumm::A,głupi,визьтэм
679,faul::A,leniwy,азьтэм
680,fleißig::A,pilny,сюлмо
681,geizig::A,skąpy,сук
682,klug::A,mądry,визьмо
683,geschickt::A,zręczny,усто
684,geschickt::A,zręczny,быгатӥсь
685,lieb::A,miły,мусо
686,lustig::A,wesoły,шулдыр
687,sanft::A,łagodny,мусо
688,sanft::A,łagodny,эрке
689,hungrig::A,głodny,сютэм
690,krank::A,chory,висись
691,nackt::A,nagi,гольык
692,traurig::A,smutny,мӧзмыт
693,lebendig::A,żywy,улэп
694,gut::A,dobry,ӟеч
695,gut::A,dobry,умой
696,schlecht::A,zły,урод
697,schlecht::A,zły,алама
698,richtig::A,słuszny,шонер
699,richtig::A,właściwy,шонер
700,schlimm::A,zły,алама
701,wahr::A,prawdziwy,зэмос
702,alt::A,stary,вуж
703,neu::A,nowy,выль
704,ehemalig::A,były,азьвылэз
705,alt[Lebewesen]::A,stary,пересь
706,jung::A,młody,егит
707,jung::A,młody,пинал
708,arm::A,ubogi,начар
709,arm::A,ubogi,куанер
710,arm::A,biedny,начар
711,arm::A,biedny,куанер
712,reich::A,bogaty,узыр
713,bekannt::A,znany,тодмо
714,berühmt::A,słynny,дано
715,fremd::A,obcy,ят
716,fremd::A,cudzy,ят
717,verschieden::A,różny,пӧртэм
718,nah::A,bliski,матысь
719,fern::A,daleki,кыдёкысь
720,linker::A,lewy,паллян
721,rechter::A,prawy,бур
722,rechter::A,prawy,бурпал
723,anderer::A,inny,мукет
724,erster::A,pierwszy,нырысетӥез
725,zweiter::A,drugi,кыктэтӥез
726,dritter::A,trzeci,кунньметӥез
727,letzter::A,ostatni,берло
728,letzter::A,ostatni,берпум
729,allein::ADV,sam,огназ
730,auf einmal::ADV,naraz,огдыре
731,zusammen::ADV,razem,ӵош
732,zusammen::ADV,razem,валче
733,lange::ADV,długo,кема
734,plötzlich::ADV,nagle,мапламтэ шорысь
735,sofort::ADV,natychmiast,али ик
736,später::ADV,później,бергес
737,später::ADV,później,берлогес
738,jetzt::ADV,teraz,али
739,jetzt::ADV,teraz,табере
740,jetzt::ADV,obecnie,али
741,jetzt::ADV,obecnie,табере
742,heute::ADV,dziś,туннэ
743,heute::ADV,dzisiaj,туннэ
744,morgen::ADV,jutro,ӵуказе
745,bald::ADV,wkrótce,ӝоген
746,dann::ADV,potem,берло
747,gestern::ADV,wczoraj,толон
748,einst::ADV,kiedyś,огпол
749,einst::ADV,kiedyś,одӥг пол
750,einst::ADV,niegdyś,огпол
751,einst::ADV,niegdyś,одӥг пол
752,damals::ADV,wtedy,соку
753,damals::ADV,wówczas,соку
754,danach::ADV,następnie,собере
755,vorher::ADV,przedtem,азьло
756,vorher::ADV,przedtem,азьвыл
757,zuerst::ADV,naprzód,азьло
758,zuerst::ADV,najpierw,азьло
759,einmal::ADV,raz,огпол
760,manchmal::ADV,czasem,куддыръя
761,oft::ADV,często,ӵем
762,immer::ADV,zawsze,пыр
763,immer::ADV,zawsze,котьку
764,niemals::ADV,nigdy,уз ноку
765,hier::ADV,tu,татын
766,hier::ADV,tutaj,татын
767,hierhin::ADV,tu,татчы
768,von hier::ADV,stąd,татысь
769,dort::ADV,tam,отӥ
770,dort::ADV,tam,отын
771,dorthin::ADV,tam,отчы
772,geradeaus::ADV,prosto,меӵак
773,vorwärts::ADV,naprzód,азьлань
774,rückwärts::ADV,wstecz,берлань
775,zurück::ADV,z powrotem,берен
776,zurück::ADV,z powrotem,берлань
777,unten::ADV,u dołu,улын
778,unten::ADV,na dole,улын
779,hinab::ADV,na_dół,улэ
780,hinab::ADV,w_dół,улэ
781,oben::ADV,w górze,вылын
782,oben::ADV,w górze,вылӥын
783,oben::ADV,na górze,вылын
784,oben::ADV,na górze,вылӥын
785,hinauf::ADV,w górę,вылэ
786,hinauf::ADV,w górę,вылӥе
787,hinauf::ADV,w górę,выллань
788,hinauf::ADV,na górę,вылэ
789,hinauf::ADV,na górę,вылӥе
790,hinauf::ADV,na górę,выллань
791,überall::ADV,wszędzie,котькытын
792,überall::ADV,wszędzie,пасьтана
793,nicht::ADV,nie,уз
794,ein wenig::ADV,trochę,ичи
795,ein wenig::ADV,trochę,ӧжыт
796,ein wenig::ADV,trochę,огшап
797,kaum::ADV,ledwie,муртса
798,kaum::ADV,prawie nie,муртса
