,Concept_ID,lbe,be
88,Eis::N,микӏ,лёд
89,Frost::N,дяркъу,мароз
90,Frost::N,замгьар,мароз
91,Kälte::N,дяркъу,холад
92,Hitze::N,кӏиришиву,спёка
93,Raureif::N,сил,іней
94,Raureif::N,бурса,іней
95,Regenbogen::N,ссурул ккуртта,вясёлка
96,Donner::N,къув,гром
97,Strömung::N,экьинанаву,цячэнне
98,Tropfen::N,кӏунтӏ,кропля
99,Schaum::N,хьама,пена
100,Schmutz::N,кьяркьи,гразь
101,See::N,бяр,возера
102,Sumpf::N,кунцӏа,багна
103,Wiese::N,кьан,луг
104,Wald::N,вацӏа,лес
105,Hügel::N,бакӏу,узгорак
106,Berg::N,зунтту,гара
107,Gipfel::N,мицӏ,вяршыня
108,Höhle::N,нух,пячора
109,Abhang::N,сун,схіл
110,Quelle::N,дайдихьу,крыніца
111,Quelle::N,бакӏ,крыніца
112,Bach::N,чӏрир нех,ручай
113,Fluss::N,нех,рака
114,Ufer::N,зума,бераг
115,Küste::N,зумаинхалу,узбярэжжа
116,Küste::N,зуманицӏалу,узбярэжжа
117,Festland::N,кьири,суша
118,Meer::N,хьхьири,мора
119,Insel::N,жазира,востраў
120,Blume::N,тӏутӏи,кветка
121,Gras::N,уртту,трава
122,Wurzel::N,мархха,корань
123,Baum::N,мурхь,дрэва
124,Stamm::N,ттарцӏ,ствол
125,Rinde::N,ккамара,кара
126,Ast::N,матӏи,сук
127,Zweig::N,къяртта,галіна
128,Blatt::N,чӏапӏи,ліст
129,Birke::N,кӏялахӏи,бяроза
130,Birke::N,кӏялахӏилул мурхь,бяроза
131,Kiefer[Baum]::N,ттар,хвоя
132,Kiefer[Baum]::N,ттар,сасна
133,Kiefer[Baum]::N,ттарлил мурхь,хвоя
134,Kiefer[Baum]::N,ттарлил мурхь,сасна
135,Weide[Baum]::N,щавщи,вярба
136,Tanne::N,ттарлил мурхь,яліна
137,Horn::N,хъи,рог
138,Feder::N,лелуххул тӏиму,пяро
139,Fell::N,бурчу,шкура
140,Flügel::N,хъа,крыло
141,Flügel::N,ххурупӏайрал тӏиму,крыло
142,Klaue::N,михь,кіпцюр
143,Kralle::N,ххяппа,лапа
144,Schwanz::N,магъ,хвост
145,Ei::N,ккунук,яйка
146,Nest::N,кюру,гняздо
147,Bau::N,цукъуккутӏ,нара
148,Tier::N,хӏайван,жывёла
149,Herde::N,газу,статак
150,Kuh::N,оьл,карова
151,Bulle::N,ниц,бык
152,Pferd::N,чу,конь
153,Schaf::N,тта,авечка
154,Schwein::N,дунгъуз,свіння
155,Hund::N,ккаччи,сабака
156,Katze::N,ччиту,кошка
157,Bär::N,цуша,мядзведзь
158,Eichhörnchen::N,бюрхттукку,вавёрка
159,Elch::N,ниц-бюрин,лось
160,Fuchs::N,цулчӏа,ліса
161,Fuchs::N,куча цулчӏа,ліса
162,Hase::N,бюрх,заяц
163,Maus::N,кӏулу,мыш
164,Wolf::N,барцӏ,воўк
165,Vogel::N,лелуххи,птах
166,Vogel::N,лелуххи,птушка
167,Schwarm::N,гьухъала,чарада
168,Huhn::N,аьнакӏи,курыца
169,Hahn::N,ажари,певень
170,Gans::N,къаз,гусь
171,Adler::N,барзу,арол
172,Ente::N,урдак,качка
173,Eule::N,ису,сава
174,Eule::N,ччиккумяв,сава
175,Kranich::N,кьурукь,жораў
176,Kranich::N,кьурукь,журавель
177,Krähe::N,хъатӏу,варона
178,Kuckuck::N,ччикку,зязюля
179,Schwan::N,урттил къаз,лебедзь
180,Fisch::N,чавахъ,рыба
181,Schlange[Tier]::N,шатта,змяя
182,Wurm::N,кьюнукьай шатта,чарвяк
183,Spinne::N,ххялцу,павук
184,Ameise::N,митӏикьукьу,мурашка
185,Mücke::N,мичӏак,камар
186,Fliege::N,зимиз,муха
187,Schmetterling::N,чӏимучӏали,матыль
188,Beere::N,хӏаллил ахъулсса,ягада
189,Apfel::N,гьивч,яблык
190,Pilz::N,ттуккул иис,грыб
191,Zwiebel::N,лаччул чсмусул бакӏ,цыбуля
192,Saat::N,гьанна,семя
193,Korn::N,къама,зерне
194,Heu::N,ххулув,сена
195,Schale::N,ккиртту,шалупінне
196,Grube::N,кӏаланг,яма
197,Falle::N,къатӏа,пастка
198,Schlinge::N,хӏатӏ,сіло
199,Spur::N,ша,след
200,Asche::N,лах,попел
201,Dreck::N,кьяркьи,бруд
202,Dreck::N,венп,бруд
203,Eisen::N,мах,жалеза
204,Gold::N,муси,золата
205,Silber::N,арцу,сребра
206,Kohle::N,кӏалаш,вугаль
207,Kohle::N,хъуручӏ,вугаль
208,Glas::N,пюрун,шкло
209,Lehm::N,сина аьрщи,гліна
210,Sand::N,къун,пясок
211,Mensch::N,инсан,чалавек
212,Mann::N,чув,мужчына
213,Mann::N,адимина,мужчына
214,Frau::N,щарсса,жанчына
215,Frau::N,хъамитайпа,жанчына
216,Kind::N,чӏиви оьрчӏ,дзіця
217,Junge::N,оьрчӏ,хлопчык
218,Junge::N,бурхьин оьрчӏ,хлопчык
219,Mädchen::N,душ,дзяўчынка
220,Familie::N,кулпат,сямʼя
221,Großvater::N,ттатта,дзядуля
222,Großvater::N,ниттил ппу,дзядуля
223,Großmutter::N,буттал нину,бабуля
224,Eltern::N,нину-ппу,бацькі
225,Vater::N,ппу,бацька
226,Mutter::N,нину,маці
227,Sohn::N,арс,сын
228,Tochter::N,душ,дачка
229,Bruder::N,уссу,брат
230,Schwester::N,ссу,сястра
231,Onkel::N,буттауссу,дзядзька
232,Tante::N,буттал ссу,цётка
233,Ehemann::N,лас,муж
234,Ehefrau::N,щар,жонка
235,Ehefrau::N,щарсса,жонка
236,Freude::N,шадшиву,радасць
237,Freude::N,ххаришиву,радасць
238,Gelächter::N,хъяхъаву,смех
239,Glück::N,талихӏ,шчасце
240,Kummer::N,дард,гора
241,Wunsch::N,мурад,жаданне
242,Lust::N,гьавас,цяга
243,Lust::N,ччаву,цяга
244,Geist::N,рухӏ,дух
245,Gedanke::N,пикри,думка
246,Gedächtnis::N,дакӏний личӏаву,памяць
247,Verstand::N,аькьлу,розум
248,Sinn::N,мяъна,сэнс
249,Grund::N,багьана,зачэпка
250,Wahrheit::N,тӏайламур,праўда
251,Wahrheit::N,хӏакьмур,праўда
252,Gespräch::N,ихтилат,размова
253,Märchen::N,магьа,казка
254,Erzählung::N,хавар,расказ
255,Erzählung::N,хавар,апавяданне
256,Nachricht::N,хавар,вестка
257,Nachricht::N,хавар,паведамленне
258,Neuigkeit::N,хавар,навіна
259,Name::N,цӏа,імя
260,Rätsel::N,ссигьа,загадка
261,Rede::N,гъалгъа,прамова
262,Sprache::N,маз,мова
263,Stimme::N,чӏу,голас
264,Stimme::N,чӏукӏа,голас
265,Wort::N,махъ,слова
266,Zeichen::N,лишан,знак
267,Lärm::N,чӏу,шум
268,Laut::N,чӏу,гук
269,Ton::N,чӏу,гучанне
270,Lied::N,балай,песня
271,Ruhe::N,дигьалагру,спакой
272,Leute::N,инсантал,людзі
273,Volk::N,ил,народ
274,Volk::N,халкь,народ
275,Arbeit::N,заву,праца
276,Arbeit::N,заву,работа
277,Gast::N,хъамаличу,госць
278,Geschenk::N,бухчакарши,падарунак
279,Geschenk::N,лажинккакку,падарунак
280,Spiel::N,тӏуркӏу,гульня
281,Gesellschaft::N,жямат,таварыства
282,Gesellschaft::N,ккуран,таварыства
283,Hilfe::N,кумаг,дапамога
284,Freund::N,дус,друг
285,Freund::N,дус,сябар
286,Kamerad::N,хӏаласу,прыяцель
287,Angelegenheit::N,иш,справа
288,Anzahl::N,аьдад,колькасць
289,Art::N,жинс,від
290,Stück::N,касак,кусок
291,Stück::N,касак,кавалак
292,Teil::N,бутӏа,частка
293,Hälfte::N,дачӏи,палова
294,Hälfte::N,дачӏи,палавіна
295,Kreis::N,кюрщан,круг
296,Kreuz::N,ххач,крыж
297,Linie::N,щва,лінія
298,Strich::N,щва,рыса
299,Abstand::N,манзил,прамежак
300,Entfernung::N,манзил,адлегласць
301,Gegend::N,кӏану,мясцовасць
302,Ort::N,кӏану,месца
303,Seite::N,чул,бок
304,Seite::N,чулухалу,бок
305,Mitte::N,дя,сярэдзіна
306,Gegenstand::N,зат,прадмет
307,Sache::N,зат,рэч
308,Rand::N,зума,край
309,Ecke::N,мурцӏу,вугал
310,Spitze::N,мицӏ,кончык
311,Ende::N,зума,канец
312,Loch::N,ккутӏ,дзірка
313,Winkel::N,мурцӏу,вугал
314,Muster::N,накьич,узор
315,Länge::N,лахъишиву,даўжыня
316,Höhe::N,лахъшиву,вышыня
317,Gewicht::N,дуццин,вага
318,Gewicht::N,кӏушиву,вага
319,Haufen::N,бакӏу,куча
320,Reihe::N,кьюкьа,рад
321,Boot::N,луткка,лодка
322,Ruder::N,весло,вясло
323,Ruder::N,чӏатӏа,вясло
324,Schlitten::N,чана,сані
325,Schlitten::N,санкка,сані
326,Ski::N,лижарду,лыжа
327,Lagerfeuer::N,къавтӏн,вогнішча
328,Last::N,гьиву,цяжар
329,Gang::N,нанаву,ход
330,Schritt::N,ша,шаг
331,Schritt::N,ша,крок
332,Norden::N,ухссав,поўнач
333,Norden::N,ухссавнил чулухалу,поўнач
334,Süden::N,кьилва,поўдзень
335,Westen::N,баргълагавал,захад
336,Westen::N,баргълагавал чул,захад
337,Osten::N,баргъбуккай чулухалу,усход
338,Holz::N,тӏама,дрэва
339,Holz::N,тӏама,драўніна
340,Brett::N,тахта,дошка
341,Platte::N,гъуни,пліта
342,Stütze::N,гьалакӏу,падпорка
343,Stange::N,къазихъ,жэрдка
344,Stock::N,ттархь,палка
345,Stab::N,ччантӏакъу,шост
346,Rohr::N,бургъу,труба
347,Haus::N,къатта,дом
348,Heim::N,къатта,дом
349,Heim::N,къатта,хата
350,Ofen::N,пач,печ
351,Fußboden::N,чӏанкъатта,падлога
352,Tisch::N,усттул,стол
353,Stuhl::N,кӏану,стул
354,Stuhl::N,кӏану,крэсла
355,Wiege::N,оьрчӏал кӏану,калыска
356,Bett::N,тах,ложак
357,Bett::N,тах,пасцель
358,Regal::N,чӏаму,паліца
359,Kiste::N,яшикӏ,скрынка
360,Kiste::N,къурши,скрынка
361,Fenster::N,чӏавахьулу,акно
362,Tür::N,нуз,дзверы
363,Tür::N,нузкьун,дзверы
364,Tor::N,къапу,вароты
365,Tor::N,дарваза,вароты
366,Zaun::N,дайгьузанну,агароджа
367,Dach::N,магъи,дах
368,Dach::N,цӏиялу,дах
369,Leiter::N,чуртту,лесвіца
370,Besen::N,чӏатлу,мятла
371,Spaten::N,бил,лапата
372,Spaten::N,бил,жалязняк
373,Schaufel::N,чӏатӏа,шуфлік
374,Schaufel::N,чӏатӏа,лапатка
375,Gabel::N,гьиссилу,відэлец
376,Löffel::N,къуса,лыжка
377,Messer::N,чӏила,нож
378,Nagel::N,мяр,цвік
379,Netz::N,къери,сетка
380,Haken::N,къича,крук
381,Griff::N,куяму,ручка
382,Schloss::N,кьункьула,замок
383,Bild::N,сурат,карціна
384,Puppe::N,ссихьу,лялька
385,Beutel::N,чантай,мяшок
386,Bündel::N,гьи,вязка
387,Bündel::N,къар,вязка
388,Eimer::N,бадра,вядро
389,Deckel::N,къапаза,накрыўка
390,Geschirr::N,пюрунчӏул,пасуда
391,Geschirr::N,тӏахӏникӏичӏу,пасуда
392,Sack::N,къап,мех
393,Sack::N,дарваг,мех
394,Tasse::N,пижан,кубак
395,Tasse::N,пинжан,кубак
396,Tasse::N,инкираччатӏи,кубак
397,Tasse::N,цинцилттал бушкъап,кубак
398,Topf::N,кӏункӏур,каструля
399,Kessel::N,чаг,кацёл
400,Kessel::N,кӏункӏур,кацёл
401,Essen::N,дукия,ежа
402,Essen::N,дукин,ежа
403,Nahrung::N,дукра,харч
404,Speise::N,дукра,страва
405,Fleisch::N,дикӏ,мяса
406,Getreide::N,къама,збожжа
407,Brei::N,ккурч,каша
408,Brot::N,ччатӏ,хлеб
409,Scheibe::N,парча,луста
410,Scheibe::N,парча,скібка
411,Fett::N,аьгъушиву,тлушч
412,Butter::N,нагь,масла
413,Butter::N,лагаву,масла
414,Salz::N,цӏву,соль
415,Suppe::N,накь,суп
416,Honig::N,ницӏ,мёд
417,Milch::N,накӏ,малако
418,Tee::N,чяй,чай
419,Tee::N,чяй,гарбата
420,Leder::N,бурчу,скура
421,Wolle::N,ппал,воўна
422,Stoff::N,янна,тканіна
423,Nadel::N,ххалаххи,іголка
424,Faden::N,ххал,нітка
425,Knopf::N,банд,гузік
426,Knoten::N,къурхъ,вузел
427,Farbe::N,сир,фарба
428,Kleidung::N,янна,адзенне
429,Kleidung::N,лаххия,адзенне
430,Hemd::N,гьухъа,кашуля
431,Kragen::N,дарвач,каўнер
432,Ärmel::N,кахха,рукаў
433,Hose::N,хӏажак,штаны
434,Gürtel::N,мухӏлу,пояс
435,Mütze::N,кьяпа,шапка
436,Stiefel::N,чакма,бот
437,Ring::N,кӏисса,кольца
438,Band::N,линт,стужка
439,Kamm::N,ттарал,расчоска
440,Spiegel::N,дагьани,люстра
441,Riemen::N,эн,рэмень
442,Schnur::N,хьхьа,вяроўка
443,Decke::N,виргъан,коўдра
444,Kissen::N,кӏаралу,падушка
445,Tuch::N,карщи,хустка
446,Handtuch::N,калихьу,ручнік
447,Handtuch::N,лажинлихьу,ручнік
448,Kraft::N,эллаж,сіла
449,Stärke::N,гуж,моц
450,Gesundheit::N,цӏуллу-сагъшиву,здароўе
451,Krankheit::N,къашайшиву,хвароба
452,Schmerz::N,къюву,боль
453,Wunde::N,щаву,рана
454,Fieber::N,кӏиришиву,гарачка
455,Fieber::N,кӏиришиву,ліхаманка
456,Arznei::N,дару,лекі
457,Brücke::N,ламу,мост
458,Brunnen::N,къуй,калодзеж
459,Weide::N,бизантту,паша
460,Pfad::N,жегъир ххуллу,сцежка
461,Weg::N,ххуллу,шлях
462,Weg::N,ххуллу,дарога
463,Straße::N,ххуллу,вуліца
464,Dorf::N,щар,вёска
465,Dorf::N,шяравалу,вёска
466,Stadt::N,шагьру,горад
467,Brief::N,чагъар,ліст
468,Brief::N,чагъар,пісьмо
469,Buch::N,лу,кніга
470,Buchstabe::N,хӏарп,літара
471,Zeitung::N,кказит,газета
472,Leben::N,оьрму,жыццё
473,Tod::N,ажал,смерць
474,Tod::N,бивкӏу,смерць
475,Tod::N,ивчӏаву,смерць
476,Grab::N,гьав,магіла
477,Kirche::N,килиса,касцёл
478,Kirche::N,килиса,царква
479,Sünde::N,бунагъ,грэх
480,Gott::N,зал,бог
481,Arbeiter::N,зузала,рабочы
482,Chef::N,ялувма,начальнік
483,Meister::N,усттар,майстар
484,Arzt::N,хӏакин,урач
485,Lehrer::N,учитель,настаўнік
486,Geld::N,арцу,грошы
487,Geschäft::N,даву,заняцце
488,Laden::N,ттучан,крама
489,Laden::N,ттучан,магазін
490,Preis::N,багъа,цана
491,Ware::N,хъус,тавар
492,Nutzen::N,хайр,выгада
493,Nutzen::N,мюнпат,выгада
494,Reichtum::N,давлат,багацце
495,Reichtum::N,аваданшиву,багацце
496,Welt::N,дуниял,свет
497,Land::N,билаят,краіна
498,Staat::N,паччахӏлугъ,дзяржава
499,Macht::N,власть,улада
500,Grenze::N,дазу,граніца
501,Krieg::N,дяъви,вайна
502,Feind::N,душман,вораг
503,Gewalt::N,къия,насілле
504,Kampf::N,лачӏуи уккаву,барацьба
505,Bogen[Waffe]::N,ккуртта,лук
506,Pfeil::N,чӏатӏаракӏ,страла
507,Gewehr::N,ттупанг,ружжо
508,Fehler::N,гъалатӏ,памылка
509,Lüge::N,щялмахъ,хлусня
510,Schaden::N,зарал,шкода
511,Unglück::N,бала,ліха
512,Unglück::N,бала,бядота
513,Schuld::N,тахсир,віна
514,Alter::N,оьрму,узрост
515,Schluss::N,ахир,канец
516,Zeit::N,чӏун,час
517,Tag::N,кьини,дзень
518,Morgen::N,кӏюрх,ранак
519,Morgen::N,кӏюрх,раніца
520,Mittag::N,ахттайн,паўдня
521,Mittag::N,ахттайн,поўдзень
522,Mittag::N,дяахттайн,паўдня
523,Mittag::N,дяахттайн,поўдзень
524,Mittag::N,ахттайн чӏун,паўдня
525,Mittag::N,ахттайн чӏун,поўдзень
526,Abend::N,маркӏачӏан,вечар
527,Nacht::N,хьхьу,ноч
528,Woche::N,нюжмар,тыдзень
529,Monat::N,барз,месяц
530,Jahr::N,шин,год
531,Frühling::N,инт,вясна
532,Sommer::N,гъи,лета
533,Herbst::N,ссут,восень
534,Winter::N,кӏи,зіма
535,Januar::N,цалчинмур барз,студзень
536,Februar::N,кӏилчинмур барз,люты
537,März::N,шамилчинмур барз,сакавік
538,April::N,апрель,красавік
539,April::N,мукьилчинмур барз,красавік
540,Mai::N,май,май
541,Mai::N,май,травень
542,Mai::N,ххюлчинмур барз,май
543,Mai::N,ххюлчинмур барз,травень
544,Juni::N,июнь,чэрвень
545,Juni::N,ряххилчинмур барз,чэрвень
546,Juli::N,июль,ліпень
547,Juli::N,Арулчинмур барз,ліпень
548,August::N,мяйлчинмур барз,жнівень
549,September::N,урчӏилчинмур барз,верасень
550,Oktober::N,ацӏилчинмур барз,кастрычнік
551,November::N,ацӏния цалчинмур барз,лістапад
552,Dezember::N,ацӏния кӏилчинмур барз,снежань
553,Montag::N,итин,панядзелак
554,Montag::N,итин кьини,панядзелак
555,Dienstag::N,тталат,аўторак
556,Dienstag::N,тталат кьини,аўторак
557,Mittwoch::N,арвахӏ,серада
558,Donnerstag::N,хамис,чацвер
559,Freitag::N,нюжмар,пятніца
560,Freitag::N,нюжмар кьини,пятніца
561,Samstag::N,ххуллун,субота
562,Samstag::N,ххуллун кьини,субота
563,Sonntag::N,алхӏат,нядзеля
564,Sonntag::N,алхӏат кьини,нядзеля
565,groß::A,бугъарасса,вялікі
566,klein::A,чӏивисса,маленькі
567,lang::A,лахъисса,доўгі
568,kurz::A,кутӏасса,кароткі
569,breit::A,уттасса,шырокі
570,schmal::A,уттакӏюласса,вузкі
571,dicht::A,ццунсса,густы
572,dick[Gegenstand]::A,ганзсса,тоўсты
573,dünn::A,кӏюласса,тонкі
574,fest::A,цӏакьсса,моцны
575,fest::A,кьянкьасса,моцны
576,flach::A,баягъисса,плоскі
577,flach::A,цӏубакъасса,плоскі
578,flach::A,куртӏ дакъасса,плоскі
579,glatt::A,дюрчӏусса,гладкі
580,hart::A,кьянкьасса,цвёрды
581,weich::A,кӏукӏлусса,мяккі
582,rund::A,ккурккисса,круглы
583,spitz::A,ярксса,спічасты
584,spitz::A,ярксса,востраканцовы
585,spitz::A,дайлсса,спічасты
586,spitz::A,дайлсса,востраканцовы
587,spitz::A,мицӏ бусса,спічасты
588,spitz::A,мицӏ бусса,востраканцовы
589,scharf::A,ярксса,востры
590,scharf::A,дайлсса,востры
591,scharf::A,мицӏ бусса,востры
592,stumpf::A,къуркъасса,тупы
593,schwer::A,кӏусса,цяжкі
594,schön::A,аьнтӏикӏасса,прыгожы
595,heiß::A,кӏирисса,гарачы
596,warm::A,гъелисса,цёплы
597,kalt::A,дяркъусса,холадны
598,kühl::A,дюхлулсса,халаднаваты
599,frisch::A,цӏусса,свежы
600,feucht::A,атилсса,вільготны
601,feucht::A,хъавтусса,вільготны
602,nass::A,атилсса,мокры
603,nass::A,хъавтусса,мокры
604,trocken::A,кьавкьсса,сухі
605,trocken::A,кьакьан бувсса,сухі
606,voll::A,бувцӏусса,поўны
607,leer::A,бачӏвасса,пусты
608,offen::A,тӏивтӏусса,адкрыты
609,offen::A,тӏивтӏусса,адчынены
610,geschlossen::A,лавкьусса,закрыты
611,geschlossen::A,лавкьусса,зачынены
612,sauber::A,марцӏсса,чысты
613,schmutzig::A,чапалсса,брудны
614,roh::A,шакъавхьсса,сыры
615,reif::A,дирсса,спелы
616,lecker::A,нахӏусса,смачны
617,lecker::A,тӏааьнсса,смачны
618,süß::A,нацӏусса,салодкі
619,bitter::A,кьурчӏисса,горкі
620,sauer::A,туршсса,кіслы
621,hell::A,чаннасса,светлы
622,dunkel::A,цӏансса,цёмны
623,schwarz::A,лухӏисса,чорны
624,weiß::A,кӏяласса,белы
625,rot::A,ятӏулсса,чырвоны
626,gelb::A,хъахъисса,жоўты
627,blau::A,някӏсса,сіні
628,grün::A,щюлисса,зялёны
629,grau::A,оьрусса,шэры
630,bunt::A,оьрчӏикӏурисса,пяресты
631,billig::A,кьювкьусса,танны
632,teuer::A,ххирасса,дарагі
633,wertvoll::A,багьасса,цэнны
634,wertvoll::A,багьасса,каштоўны
635,blind::A,мурчӏисса,сляпы
636,taub::A,къюкӏсса,глухі
637,kräftig::A,гужсса,магутны
638,stark::A,кьянкьасса,сільны
639,schwach::A,заэвсса,слабы
640,fett::A,бучсса,тлусты
641,schlank::A,бювхъусса,стройны
642,hübsch::A,янусса,чароўны
643,böse::A,оьсса,злы
644,dumm::A,ахӏмакьсса,дурны
645,faul::A,танмалсса,лянівы
646,faul::A,курчӏилсса,лянівы
647,fleißig::A,хӏарачат бусса,руплівы
648,geizig::A,янттарцӏансса,прагны
649,klug::A,аькьлу бусса,разумны
650,geschickt::A,паргалсса,умелы
651,lieb::A,аьзизсса,мілы
652,lustig::A,тяхъасса,вясёлы
653,sanft::A,иминсса,ласкавы
654,hungrig::A,ккашилсса,галодны
655,krank::A,къашавайсса,хворы
656,nackt::A,кӏачӏасса,голы
657,traurig::A,пашмансса,сумны
658,lebendig::A,уттавасса,жывы
659,gut::A,ххуйсса,добры
660,schlecht::A,оьккисса,кепскі
661,richtig::A,саргъунсса,правільны
662,schlimm::A,оьккисса,агідны
663,wahr::A,хӏакьсса,сапраўдны
664,alt::A,кугьнасса,стары
665,neu::A,цӏусса,новы
666,ehemalig::A,хъхъичӏвасса,былы
667,alt[Lebewesen]::A,агьилсса,стары
668,jung::A,чӏавасса,малады
669,jung::A,жагьилсса,малады
670,arm::A,мискинсса,бедны
671,reich::A,авадансса,багаты
672,bekannt::A,дусъсса,знаёмы
673,berühmt::A,машгьурсса,славуты
674,fremd::A,чил,чужы
675,verschieden::A,личӏи-личӏисса,розны
676,nah::A,гъансса,блізкі
677,fern::A,архсса,далёкі
678,linker::A,кияхсса,левы
679,linker::A,кюччахсса,левы
680,rechter::A,урчӏахсса,правы
681,anderer::A,цамур,іншы
682,anderer::A,цамур,другі
683,erster::A,цалчинмур,першы
684,erster::A,цалчиннсса,першы
685,zweiter::A,кӏилчиимур,другі
686,dritter::A,шамулчинмур,трэці
687,letzter::A,махъва-махъмур,апошні
688,allein::ADV,ялгъузну,сам
689,allein::ADV,ялгъузну,адзін
690,zusammen::ADV,цачӏу,разам
691,zusammen::ADV,архӏал,разам
692,lange::ADV,батӏи къабуклай,доўга
693,lange::ADV,хъунмасса хӏаллай,доўга
694,plötzlich::ADV,цакуну,раптам
695,sofort::ADV,мугьлат бакъа,зараз
696,später::ADV,махъ,пазней
697,jetzt::ADV,утти,цяпер
698,jetzt::ADV,цӏана,цяпер
699,heute::ADV,хӏакьину,сёння
700,morgen::ADV,гьуит,заўтра
701,morgen::ADV,гьунттий,заўтра
702,dann::ADV,яла,потым
703,gestern::ADV,лахьхьу,учора
704,damals::ADV,та чӏумал,тады
705,danach::ADV,яла,затым
706,vorher::ADV,хьхьнчӏ,раней
707,vorher::ADV,хьхьичӏва,раней
708,zuerst::ADV,бакӏрай,спярша
709,zuerst::ADV,бакӏрай,спачатку
710,zuerst::ADV,цӏу бутӏуй,спярша
711,zuerst::ADV,цӏу бутӏуй,спачатку
712,einmal::ADV,цал,адзін раз
713,manchmal::ADV,ваксса-таксса,часам
714,oft::ADV,чӏявуну,часта
715,immer::ADV,мудан,заўсёды
716,immer::ADV,даиман,заўсёды
717,niemals::ADV,тачӏав,ніколі
718,hier::ADV,шикку,тут
719,hierhin::ADV,шиккун,сюды
720,von hier::ADV,шичча,адсюль
721,von hier::ADV,шичча,адгэтуль
722,dort::ADV,гикку,там
723,dorthin::ADV,тиккун,туды
724,geradeaus::ADV,тӏайланм,прама
725,vorwärts::ADV,хьхьичӏунмай,наперад
726,rückwärts::ADV,махъа-хьхьичӏунмай,назад
727,zurück::ADV,махъунмай,назад
728,unten::ADV,лув,унізе
729,hinab::ADV,бакӏ-ялавай,уніз
730,hinab::ADV,бакӏъялавай,уніз
731,oben::ADV,ялув,угары
732,oben::ADV,ялув,наверсе
733,hinauf::ADV,лавай,угару
734,überall::ADV,гьариий,усюды
735,überall::ADV,хьу-хьуний,усюды
736,überall::ADV,гьарца кӏанай,усюды
737,nicht::ADV,къа-,не
738,ein wenig::ADV,чанни,трошкі
739,ein wenig::ADV,ца чансса,трошкі
