,Concept_ID,la,ka
742,gestern::ADV,heri,გუშინ
743,einst::ADV,olim,ოდესღაც
744,damals::ADV,tum,მაშინ
745,danach::ADV,postea,მერმე
746,danach::ADV,postea,შემდეგ
747,vorher::ADV,antea,ადრე
748,vorher::ADV,antea,წინათ
749,zuerst::ADV,primo,ჯერ
750,einmal::ADV,semel,ერთხელ
751,manchmal::ADV,interdum,ხან
752,manchmal::ADV,interdum,ზოგჯერ
753,oft::ADV,saepe,ხშირად
754,immer::ADV,semper,მუდამ
755,immer::ADV,semper,ყოველთვის
756,niemals::ADV,numquam,არასდროს
757,hier::ADV,hic,აქ
758,hierhin::ADV,huc,აქეთ
759,von hier::ADV,hinc,აქედან
760,dort::ADV,ibi,იქ
761,dorthin::ADV,eo,იქით
762,geradeaus::ADV,recte,პირდაპირ
763,vorwärts::ADV,porro,წინ
764,rückwärts::ADV,retro,უკან
765,zurück::ADV,retro,უკანვე
766,unten::ADV,infra,დაბლა
767,unten::ADV,infra,ქვევით
768,hinab::ADV,pessum,ძირს
769,oben::ADV,supra,ზემოთ
770,hinauf::ADV,sursum,ზევით
771,überall::ADV,ubique,ყველგან
772,nicht::ADV,non,არ
773,ein wenig::ADV,paulum,ცოტა
774,kaum::ADV,vix,ძლივს
775,kaum::ADV,aegre,ძლივს
776,sehr::ADV,valde,მეტად
777,sehr::ADV,valde,ძალიან
778,sehr::ADV,magnopere,მეტად
779,sehr::ADV,magnopere,ძალიან
780,so::ADV,ita,ისე
781,noch::ADV,etiam,ჯერ
782,nur::ADV,solum,მხოლოდ
783,nur::ADV,tantum,მხოლოდ
784,schon::ADV,iam,უკვე
785,wieder::ADV,rursus,ისევ
786,wieder::ADV,rursus,კიდევ
787,vergebens::ADV,frustra,ამაოდ
788,vergebens::ADV,frustra,ტყუილად
789,vor::PRP,ante,წინ
790,hinter::PRP,post,უკან
791,hinter::PRP,post,მიღმა
792,unter::PRP,sub,ქვეშ
793,unter::PRP,sub,ქვევით
794,durch::PRP,per,გავლით
795,neben::PRP,iuxta,გვერდით
796,zwischen::PRP,inter,შუა
797,zwischen::PRP,inter,შორის
798,wegen::PRP,propter,გამო
799,wegen::PRP,propter,შედეგად
800,dies::PRN,hoc,ეს
801,das::PRN,id,ეგ
802,alles::PRN,omnia,ყველაფერი
803,ich::PRN,ego,მე
804,du::PRN,tu,შენ
805,er::PRN,is,ის
806,er::PRN,is,იგი
807,er::PRN,ille,ის
808,er::PRN,ille,იგი
809,wir::PRN,nos,ჩვენ
810,ihr::PRN,vos,თქვენ
811,sie::PRN,ii,ისინი
812,sie::PRN,illi,ისინი
813,was::FPRN,quid,რა
814,wer::FPRN,quis,ვინ
815,wo::FADV,ubi,სად
816,wohin::FADV,quo,საით
817,wie::FADV,quomodo,როგორ
818,warum::FADV,cur,რაზე
819,warum::FADV,cur,რატომ
820,wieviel::FNUM,quantum,რამდენი
821,eins::NUM,unus,ერთი
822,zwei::NUM,duo,ორი
823,drei::NUM,tres,სამი
824,vier::NUM,quattuor,ოთხი
825,fünf::NUM,quinque,ხუთი
826,sechs::NUM,sex,ექვსი
827,sieben::NUM,septem,შვიდი
828,acht::NUM,octo,რვა
829,neun::NUM,novem,ცხრა
830,zehn::NUM,decem,ათი
831,elf::NUM,undecim,თერთმეტი
832,zwölf::NUM,duodecim,თორმეტი
833,zwanzig::NUM,viginti,ოცი
834,dreißig::NUM,triginta,ოცდაათი
835,vierzig::NUM,quadraginta,ორმოცი
836,fünfzig::NUM,quinquaginta,ორმოცდაათი
837,sechzig::NUM,sexaginta,სამოცი
838,siebzig::NUM,septuaginta,სამოცდაათი
839,achtzig::NUM,octoginta,ოთხმოცი
840,neunzig::NUM,nonaginta,ოთხმოცდაათი
841,hundert::NUM,centum,ასი
842,tausend::NUM,mille,ათასი
843,und::CNJ,et,და
844,und::CNJ,-que,და
845,oder::CNJ,vel,ან
846,stehen::V,stare,დგას
847,sitzen::V,sedere,ზის
848,liegen::V,iacere,აწევს
849,hängen::V,pendere,კიდია
850,werden::V,fieri,გახდება
851,passieren::V,accidere,მოხდება
852,beginnen::V,incipere,იწყება
853,enden::V,finem habere,გათავდება
854,wechseln::V,mutari,იცვლება
855,aufgehen[Sonne]::V,oriri,ამოდის
856,untergehen[Sonne]::V,occidere,ჩადის
857,scheinen[Sonne]::V,lucere,ანათებს
858,donnern::V,tonare,ქუხს
859,wehen::V,flare,ქრის
860,wehen::V,flare,დაუბერავს
861,strömen::V,fluere,იღვრება
862,fließen::V,manare,დის
863,fließen::V,manare,მიედინება
864,sich drehen::V,torqueri,ტრიალებს
865,schwanken::V,vacillare,ირხევა
866,schwingen::V,vibrare,ირხევა
867,fallen::V,cadere,დავარდება
868,brennen::V,ardere,იწვის
869,rauchen::V,fumare,ბოლავს
870,rauchen::V,fumare,აბოლებს
871,regnen::V,pluere,წვიმს
872,gefrieren::V,congelari,იყინება
873,tauen::V,rorare,დნება
874,schmelzen::V,liquescere,დნება
875,trocknen::V,arescere,გაშრება
876,sieden::V,fervere,დუღს
877,faulen::V,putescere,ლპება
878,verfaulen::V,putescere,ლპება
879,reißen::V,scindi,დაიხევა
880,versinken::V,mergi,ეფლობა
881,versinken::V,mergi,ჩაიძირება
882,vergehen::V,praeterire,გადის
883,erscheinen::V,apparere,გამოჩნდება
884,verschwinden::V,discedere,გააქრება
885,verschwinden::V,discedere,დაიკარგება
886,sinken::V,labi,დაიწევს
887,abnehmen::V,deminui,შემცირდება
888,zunehmen::V,augeri,გასუქდება
889,steigen::V,augescere,მოიმატებს
890,wachsen::V,crescere,იზრდება
891,wachsen::V,crescere,მრავლდება
892,glänzen::V,splendere,ბრწყინავს
893,funkeln::V,micare,კაშკაშებს
894,lärmen::V,strepere,ხმაურობს
895,läuten::V,sonare,დარეკავს
896,klingeln::V,tinnire,დარეკავს
897,klirren::V,crepare,დააწკარუნებს
898,brausen::V,saevire,ბობოქრობს
899,rauschen::V,crepare,შრიალებს
900,klingen::V,sonare,ხმას გამოსცემს
901,bellen::V,latrare,უყეფს
902,heulen::V,ululare,ღმუის
903,blasen::V,flare,დაუბერავს
904,pfeifen::V,sibilare,უსტვენს
905,schreien::V,clamare,ყვირის
906,stöhnen::V,gemere,კვნესის
907,zittern::V,tremere,აძაგძაგებს
908,zittern::V,trepidare,აძაგძაგებს
909,leben::V,vivere,ცოცხლობს
910,geboren werden::V,nasci,იშვება
911,geboren werden::V,nasci,იბადება
912,atmen::V,spirare,სუნთქავს
913,trinken::V,bibere,სვამს
914,trinken::V,bibere,დალევს
915,essen::V,edere,შეჭამს
916,schlucken::V,devorare,ყლაპავს
917,müde werden::V,fatigari,დაიქანცება
918,einschlafen::V,obdormiscere,დაიძინებს
919,schlafen::V,dormire,სძინავს
920,aufwachen::V,expergisci,გაიღვიძებს
921,aufstehen::V,exsurgere,ადგება
922,sich erholen::V,se reficere,დაისვენებს
923,krank werden::V,aegrescere,ავად გახდება
924,krank sein::V,aegrotare,ავადმყოფობს
925,schmerzen::V,dolere,სტკივა
926,husten::V,tussire,ახველებს
927,genesen::V,convalescere,მორჩება
928,sterben::V,mori,კვდება
929,umkommen::V,perire,დაიღუპება
930,sich bewegen::V,se movere,იძვრის
931,sich bewegen::V,se movere,მოძრაობს
932,sich rühren::V,micare,გაინძრევა
933,sich erheben::V,surgere,ადგება
934,sich setzen::V,considere,დაჯდება
935,hinfallen::V,cadere,დაეცემა
936,laufen::V,vadere,დადის
937,schreiten::V,gradi,აბიჯებს
938,spazierengehen::V,ambulare,დასეირნობს
939,eilen::V,properare,მიიჩქარის
940,sich beeilen::V,festinare,აჩქარდება
941,sausen::V,currere,მიქრის
942,rennen::V,currere,დარბის
943,springen::V,salire,ხტის
944,klettern::V,niti,ძვრება
945,schaukeln::V,oscillare,ქანაობს
946,kriechen::V,repere,დაბობღავს
947,kriechen::V,serpere,დაბობღავს
948,schwimmen::V,nare,ცურავს
949,schwimmen::V,natare,ცურავს
950,tauchen::V,mergere,ჩაიძირება
951,rudern::V,remigare,ნიჩაბს უსვამს
952,fahren::V,vehi,დადის
953,fahren::V,vehi,მგზავრობს
954,fliegen::V,volare,იფრენს
955,fliegen::V,volare,გაფრინდება
956,gehen::V,ire,მიდის
957,gehen::V,vadere,მიდის
958,weggehen::V,abire,წამოდის
959,weggehen::V,discedere,წამოდის
960,abfahren::V,proficisci,მიემგზავრება
961,anhalten::V,consistere,ჩერდება
962,hineingehen::V,inire,შედის
963,hineingehen::V,ingredi,შედის
964,eintreten::V,intrare,შედის
965,kommen::V,venire,მოდის
966,ankommen::V,advenire,ჩადის
967,zurückkommen::V,revenire,დაბრუნდება
968,bleiben::V,manere,დარჩება
969,warten::V,opperiri,ელოდება
970,erwarten::V,opperiri,ელის
971,erwarten::V,opperiri,დაიცდის
972,erwarten::V,expectare,ელის
973,erwarten::V,expectare,დაიცდის
974,suchen::V,quaerere,ეძებს
975,suchen::V,quaerere,მოძებნის
976,finden::V,reperire,მიაგნებს
977,finden::V,reperire,გამოძებნის
978,versuchen::V,conari,ცდის
979,versuchen::V,conari,ცდილობს
980,versuchen::V,temptare,ცდის
981,versuchen::V,temptare,ცდილობს
982,vorbereiten::V,parare,მოამზადებს
983,lieben::V,amare,უყვარს
984,mögen::V,amare,ეტრფის
985,lachen::V,ridere,იცინის
986,rühren::V,commovere,გულს აუჩუყებს
987,weinen::V,flere,ტირის
988,schimpfen::V,increpare,შეიგინება
989,sich ärgern::V,indignari,გაბრაზობს
990,sich fürchten::V,vereri,შიშობს
991,fürchten::V,timere,ფრთხილობს
992,fliehen::V,fugere,გაიქცევა
993,flüchten::V,effugere,გაიქცევა
994,sehen::V,videre,ხედავს
995,anschauen::V,aspectare,ნახავს
996,ansehen::V,spectare,უყურებს
997,hören::V,audire,ისმენს
998,zuhören::V,auscultare,მოისმენს
999,probieren::V,gustare,გასინჯავს
1000,riechen::V,olfacere,ყნოსავს
1001,fühlen::V,sentire,გრძნობს
1002,scheinen::V,videri,ეჩვენება
1003,zu sehen sein::V,conspici,მოჩანს
1004,vernehmen::V,comperire,გაიგებს
1005,frieren::V,algere,იყინება
1006,tun::V,facere,აკეთებს
1007,können::V,posse,შეიძლება
1008,wollen::V,velle,უნდა
1009,anfangen::V,incipere,დაიწყებს
1010,beenden::V,finire,ამთავრებს
1011,aufhören::V,desistere,შეწყვეტს
1012,gelingen::V,contingere,მოახერხებს
1013,geraten::V,evenire,გამოდის
1014,öffnen::V,aperire,გახსნის
1015,schließen::V,claudere,ხურავს
1016,schließen::V,claudere,დაკეტავს
1017,stellen::V,sistere,დადგამს
1018,setzen::V,ponere,დასვამს
1019,legen::V,ponere,დადებს
1020,berühren::V,tangere,შეახებს
1021,berühren::V,tangere,მიაკარებს
1022,verbinden::V,iungere,შეაერთებს
1023,bedecken::V,tegere,გადააფარებს
1024,bedecken::V,operire,გადააფარებს
1025,aufhängen::V,suspendere,დაკიდებს
1026,anzünden::V,accendere,დაანთებს
1027,anzünden::V,accendere,მოუკიდებს
1028,anzünden::V,inflammare,დაანთებს
1029,anzünden::V,inflammare,მოუკიდებს
1030,aufheben::V,tollere,აიღებს
1031,aufheben::V,tollere,აიყვანს
1032,zurücklassen::V,relinquere,დატოვებს
1033,verlieren::V,perdere,დაკარგავს
1034,verlieren::V,amittere,დაკარგავს
1035,fallen lassen::V,dimittere,გაუვარდება
1036,machen::V,facere,გააკეთებს
1037,machen::V,facere,გამოიწვევს
1038,herstellen::V,fabricare,დაამზადებს
1039,bauen::V,construere,ააშენებს
1040,reparieren::V,reparare,შეაკეთებს
1041,reparieren::V,reparare,გაარემონტებს
1042,verbessern::V,emendare,გამოაკეთებს
1043,verbessern::V,emendare,გააუმჯობესებს
1044,ändern::V,mutare,შეცვლის
1045,graben::V,fodere,თხრის
1046,beugen::V,flectere,ხრის
1047,biegen::V,curvare,გაღუნავს
1048,drehen::V,torquere,ატრიალებს
1049,wenden::V,vertere,მოაბრუნებს
1050,umdrehen::V,convertere,შეატრიალებს
1051,heben::V,tollere,ასწევს
1052,hochheben::V,levare,აიყვანს
1053,ergreifen::V,capessere,სტაცებს
1054,halten::V,tenere,უჭირავს
1055,drücken::V,premere,დააწვება
1056,schieben::V,promovere,მისწევს
1057,kratzen::V,radere,მოფხანს
1058,lecken::V,lambere,ლოკავს
1059,beißen::V,mordere,უკბენს
1060,abreißen::V,avellere,გლეჯს
1061,abreißen::V,avellere,მოწყვეტს
1062,abschneiden::V,desecare,გაჭრის
1063,binden::V,ligare,შეკრავს
1064,binden::V,ligare,გადააბამს
1065,stecken::V,inserere,ჩაასობს
1066,brechen::V,rumpere,მოიტეხს
1067,klopfen::V,pultare,აკაკუნებს
1068,hauen::V,ferire,ლეწავს
1069,kleben::V,agglutinare,წებავს
1070,kleben::V,agglutinare,დააწებებს
1071,reiben::V,terere,დაზელს
1072,streichen::V,oblinere,უსვამს
1073,schleifen::V,acuere,ლესავს
1074,schneiden::V,secare,გაჭრის
1075,rütteln::V,quassare,არხევს
1076,schütteln::V,quatere,არყევს
1077,schütteln::V,quatere,ანძრევს
1078,schwenken::V,ventilare,აქნევს
1079,schütten::V,fundere,ღვრის
1080,schütten::V,fundere,დააქცევს
1081,füllen::V,complere,გაავსებს
1082,einwickeln::V,involvere,შეახვევს
1083,tragen::V,ferre,მიიტანს
1084,tragen::V,portare,მიიტანს
1085,schleppen::V,pertrahere,მიათრევს
1086,ziehen::V,trahere,წევს
1087,ziehen::V,trahere,ათრევს
1088,aufbewahren::V,asservare,შეინახავს
1089,werfen::V,iacere,ისვრის
1090,fangen::V,capere,დაიჭერს
1091,packen::V,capessere,სტაცებს
1092,verstecken::V,abdere,მალავს
1093,teilen::V,partiri,დაყოფს
1094,teilen::V,dividere,დაყოფს
1095,schicken::V,mittere,გაგზავნის
1096,bringen::V,apportare,მოიტანს
1097,hinzufügen::V,addere,დაამატებს
1098,bekommen::V,adipisci,ამოიღებს
1099,erhalten::V,accipere,იღებს
1100,nehmen::V,sumere,აიღებს
1101,wählen::V,eligere,გადაარჩევს
1102,auswählen::V,deligere,ამოარჩევს
1103,bewahren::V,conservare,ინარჩუნებს
1104,behindern::V,impedire,აბრკოლებს
1105,behindern::V,impedire,გააძნელებს
1106,verderben::V,corrumpere,გააფუჭებს
1107,beschädigen::V,laedere,დააზიანებს
1108,zerbrechen::V,rumpere,დაამტვრევს
1109,zerbrechen::V,frangere,დაამტვრევს
1110,zerreißen::V,discindere,გახევს
1111,zerstören::V,delere,მოსპობს
1112,zerstören::V,delere,დაანგრევს
1113,verbrennen::V,urere,დაწვავს
1114,verbrennen::V,cremare,დაწვავს
1115,geben::V,dare,აძლევს
1116,reichen::V,praebere,მიაწოდებს
1117,schenken::V,donare,აჩუქებს
1118,schenken::V,largiri,აჩუქებს
1119,versprechen::V,polliceri,აღუთქვამს
1120,versprechen::V,promittere,აღუთქვამს
1121,loben::V,laudare,აქებს
1122,loben::V,laudare,ამკობს
1123,küssen::V,osculari,აკოცებს
1124,zudecken::V,tegere,გადახურავს
1125,wecken::V,excitare,გააღვიძებს
1126,zeigen::V,monstrare,დაანახვებს
1127,führen::V,ducere,მიჰყავს
1128,lehren::V,docere,ასწავლის
1129,unterrichten::V,instituere,ასწავლის
1130,aufziehen::V,nutrire,აღზრდის
1131,leiten::V,ducere,აწარმოებს
1132,leiten::V,ducere,ხელმძღვანელობს
1133,antreiben::V,incitare,დააჩქარებს
1134,lassen::V,iubere,ა--ინებს
1135,einladen::V,invitare,მოიპატიჟებს
1136,vereinigen::V,coniungere,შეაერთებს
1137,besuchen::V,visere,სანახავად მიდის
1138,treffen::V,convenire,შეხვდება
1139,sich versammeln::V,convenire,შეიკრიბება
1140,spielen::V,ludere,ეთამაშება
1141,singen::V,cantare,მღერის
1142,tanzen::V,saltare,ცეკვავს
1143,sich trennen::V,digredi,მოშორდება
1144,sich trennen::V,discedere,მოშორდება
1145,verlassen::V,deserere,მიატოვებს
1146,verlassen::V,relinquere,მიატოვებს
1147,retten::V,servare,იხსნის
1148,retten::V,servare,გადაარჩენს
1149,bewachen::V,custodire,დარაჯობს
1150,bewachen::V,custodire,უთვალთვალებს
1151,schützen::V,tueri,დაიფარავს
1152,schützen::V,tutari,დაიფარავს
1153,verteidigen::V,defendere,დაიცავს
1154,sich schlagen::V,luctari,იჩხუბებს
1155,schießen::V,iaculari,ისვრის
1156,siegen::V,vincere,გაიმარჯვებს
1157,ärgern::V,irritare,აჯავრებს
1158,schlagen::V,ferire,ცემს
1159,treten::V,calcare,პანღურს ამოჰკრავს
1160,stechen::V,pungere,სჩხვლეტს
1161,stoßen::V,tundere,დაეჯახება
1162,stehlen::V,furari,ქურდობს
1163,stehlen::V,furari,მოიპარავს
1164,stören::V,turbare,შეაწუხებს
1165,belästigen::V,obtundere,მობეზრდება
1166,verbergen::V,celare,დამალავს
1167,verbergen::V,occultare,დამალავს
1168,täuschen::V,fallere,შეცდებს
1169,betrügen::V,fraudare,მოატყუებს
1170,töten::V,necare,მოკლავს
1171,töten::V,caedere,მოკლავს
1172,wohnen::V,habitare,ცხოვრობს
1173,wohnen::V,habitare,ბინადრობს
1174,arbeiten::V,laborare,მუშაობს
1175,sammeln::V,colligere,შეკრებს
1176,pflücken::V,carpere,კრეფს
1177,jagen::V,venari,ნადირობს
1178,fischen::V,piscari,თევზაობს
1179,fassen::V,capere,დააჭერს
1180,hüten::V,custodire,მწყემსავს
1181,treiben::V,agere,მიერეკება
1182,anbinden::V,alligare,მიაბამს
1183,füttern::V,nutrire,აჭმევს
1184,melken::V,mulgere,წველის
1185,hacken::V,findere,კეპავს
1186,gießen::V,rigare,რწყავს
1187,reifen::V,maturescere,მწიფდება
1188,zubereiten::V,apparare,მოამზადებს
1189,kochen::V,coquere,მოხარშავს
1190,backen::V,coquere,გამოაცხობს
1191,braten::V,torrere,შეწვავს
1192,umrühren::V,commovere,შეურევს
1193,umrühren::V,commovere,გათქვეფს
1194,stricken::V,texere,ქსოვს
1195,nähen::V,suere,გაკერავს
1196,färben::V,tingere,შეღებავს
1197,reinigen::V,purgare,გაწმენდს
1198,reinigen::V,purgare,გასუფთავებს
1199,waschen::V,lavare,გარეცხავს
1200,abwischen::V,abstergere,წაშლის
1201,spülen::V,perluere,გაავლებს
1202,fegen::V,verrere,დაბლანდავს
1203,kehren::V,purgare,დაგვის
1204,baden::V,lavari,ბანაობს
1205,sich waschen::V,lavari,იბანება
1206,ausziehen::V,exuere,გაიხდის
1207,anziehen::V,induere,ჩაიცვამს
1208,sich anziehen::V,vestiri,ჩაიცვამს
1209,kämmen::V,pectere,დავარცხნის
1210,schmücken::V,ornare,მორთავს
1211,schmücken::V,decorare,მორთავს
1212,sagen::V,dicere,იტყვის
1213,sprechen::V,fari,ლაპარაკობს
1214,reden::V,loqui,საუბრობს
1215,sich unterhalten::V,colloqui,ბაასობს
1216,sich unterhalten::V,colloqui,მუსაიფობს
1217,sich unterhalten::V,disputare,ბაასობს
1218,sich unterhalten::V,disputare,მუსაიფობს
1219,fragen::V,rogare,ჰკითხავს
1220,fragen::V,quaerere,ჰკითხავს
1221,bitten::V,orare,სთხოვს
1222,bitten::V,rogare,სთხოვს
1223,erzählen::V,narrare,მოუთხრობს
1224,mitteilen::V,communicare,აუწყებს
1225,mitteilen::V,communicare,აცნობებს
1226,nennen::V,appellare,უწოდებს
1227,rufen::V,vocare,დაუძახებს
1228,prahlen::V,gloriari,ტრაბახობს
1229,übersetzen::V,vertere,გადათარგმნის
1230,denken::V,cogitare,ფიქრობს
1231,denken::V,cogitare,აზროვნებს
1232,glauben::V,credere,სჯერა
1233,bemerken::V,animadvertere,შენიშვნავს
1234,erkennen::V,cognoscere,გამოიცნობს
1235,begreifen::V,comprehendere,გაიგებს
1236,verstehen::V,intellegere,გაიგონებს
1237,lernen::V,discere,ისწავლის
1238,wissen::V,scire,ეცოდინება
1239,sich erinnern an::V,meminisse,მოიგონებს
1240,sich erinnern an::V,meminisse,გაიხსენებს
1241,vergessen::V,oblivisci,ივიწყებს
1242,messen::V,metiri,ზომავს
1243,zählen::V,numerare,ითვლის
1244,rechnen::V,reri,გაიანგარიშებს
1245,rechnen::V,calculare,გაიანგარიშებს
1246,lesen::V,legere,კითხულობს
1247,malen::V,pingere,ხატავს
1248,zeichnen::V,scribere,ხაზავს
1249,schreiben::V,scribere,დაწერს
1250,besitzen::V,possidere,ექნება
1251,kaufen::V,emere,ყიდულობს
1252,verkaufen::V,vendere,გაყიდის
1253,bezahlen::V,pendere,გადაიხდის
1254,zahlen::V,solvere,გადაიხდის
1255,beherrschen::V,regere,ფლობს
1256,beherrschen::V,imperare,ფლობს
1257,ertragen::V,tolerare,მოითმენს
1258,ertragen::V,sustinere,მოითმენს
1259,wünschen::V,,უსურვებს
1260,wiegen::V,,არხევს
