,Concept_ID,te,ps
107,Gipfel::N,శిఖరము,څوکه
108,Höhle::N,గుహ,کاز
109,Abhang::N,ఏటవాలు,لمن
110,Quelle::N,మూలము,چینه
111,Bach::N,కాలువ,واله
112,Fluss::N,నది,سیند
113,Ufer::N,తీరము,غاړه
114,Küste::N,తీరము,ساحل
115,Festland::N,భూమి,وچه
116,Meer::N,సముద్రము,بحر
117,Meer::N,సముద్రము,سمندر
118,Bucht::N,మరుగు,کارۍ
119,Insel::N,దీవి,ټاپو
120,Insel::N,దీవి,جزيره
121,Blume::N,పుష్పము,ګل
122,Gras::N,పచ్చగడ్డి,واښه
123,Wurzel::N,వేరు,ریښه
124,Baum::N,చెట్టు,ونه
125,Stamm::N,చెట్టుబోదె,ډډ
126,Rinde::N,చెట్టుపట్ట,پوستکی
127,Ast::N,కొమ్మ,ښاخ
128,Zweig::N,చివుకు,څانګه
129,Blatt::N,ఆకు,پاڼه
130,Birke::N,తరహా చెట్టు,توس
131,Kiefer[Baum]::N,దేవదారు చెట్టు,نښتر
132,Weide[Baum]::N,జాతిచెట్టు,وله
133,Tanne::N,దేవదారుచెట్టు,ناجو
134,Horn::N,కొమ్ము,ښکر
135,Feder::N,ఈక,بڼکه
136,Fell::N,తోలు,پوستکی
137,Flügel::N,ఱెక్క,وزر
138,Klaue::N,వంకరగోరు,پنجه
139,Klaue::N,వంకరగోరు,منګول
140,Kralle::N,వంకరగోరు,پنجه
141,Kralle::N,వంకరగోరు,منګول
142,Schwanz::N,తోక,لکۍ
143,Ei::N,గ్రుడ్డు,وۍ
144,Ei::N,గ్రుడ్డు,هګۍ
145,Nest::N,పక్షిగూడు,جاله
146,Bau::N,గుహ,کاز
147,Tier::N,జంతువు,ژوی
148,Tier::N,జంతువు,حیوان
149,Herde::N,మంద,رمه
150,Herde::N,మంద,غېله
151,Kuh::N,ఆవు,غوا
152,Bulle::N,గిత్త,غوئی
153,Pferd::N,గుఱ్ఱము,آس
154,Schaf::N,గొఱ్ఱె,پسه
155,Schwein::N,పంది,سرکوزی
156,Hund::N,కుక్క,سپی
157,Katze::N,పిల్లి,پشه
158,Bär::N,ఎలుగుబంటి,خرس
159,Eichhörnchen::N,ఉడుత,خړ لمی
160,Elch::N,కణంజు,ګوزن
161,Fuchs::N,గుంటనక్క,سپلم
162,Hase::N,కుందేలు,سوی
163,Maus::N,చిట్టెలుక,مږک
164,Wolf::N,తోడేలు,لېوه
165,Vogel::N,పక్షి,مرغه
166,Schwarm::N,గుంపు,سېل
167,Huhn::N,కోడిపిల్ల,چرګه
168,Hahn::N,కోడివుంజు,چرګ
169,Gans::N,ఆడుబాతు,بته
170,Adler::N,గ్రద్ద,عقاب
171,Ente::N,పాట్టిబాతు,ایلۍ
172,Eule::N,గ్రుడ్లగూబ,ګونګی
173,Kranich::N,కొంగ,کلنګ
174,Krähe::N,కాకి,کارغه
175,Kuckuck::N,కోయల,فاخته
176,Schwan::N,హంస,قو
177,Fisch::N,చేప,کب
178,Fisch::N,చేప,ماهی
179,Barsch::N,ఒకచేఁప,
180,Hecht::N,గండుమీను,
181,Schlange[Tier]::N,పాము,مار
182,Wurm::N,పురుగు,چینجی
183,Spinne::N,సాలె పురుగు,غڼه
184,Spinne::N,సాలె పురుగు,تارکښ
185,Ameise::N,చీమ,مېږی
186,Laus::N,పేను,سپږه
187,Mücke::N,చీకటీగ,ماشی
188,Fliege::N,ఈగ,مچ
189,Schmetterling::N,సీతాకోకచిలుక,پتنګ
190,Beere::N,కాయ,مېوۍ
191,Apfel::N,ఆపిల్ పండు,مڼه
192,Pilz::N,కుక్కగొడుగు,خرېړی
193,Zwiebel::N,నీరుల్లి,پیاز
194,Saat::N,విత్తనము,تخم
195,Korn::N,గింజ,تخم
196,Korn::N,గింజ,دانه
197,Heu::N,ఎండుగడ్డి,بوس
198,Heu::N,ఎండుగడ్డి,پروړه
199,Schale::N,పొట్టు,پوستکی
200,Grube::N,గొయ్యి,کنده
201,Falle::N,బోను,دام
202,Falle::N,బోను,لومه
203,Schlinge::N,ఉరి,کړۍ
204,Spur::N,జాడ,نښه
205,Asche::N,బూడిద,آس
206,Asche::N,బూడిద,ایره
207,Dreck::N,ముఱికి,ناپاکي
208,Eisen::N,ఇనుము,اوسپنه
209,Gold::N,బంగారము,سره زر
210,Silber::N,వెండి,نقره
211,Silber::N,వెండి,سپین زر
212,Kohle::N,నేలబొగ్గు,سکور
213,Kohle::N,నేలబొగ్గు,سکاره
214,Glas::N,గాజు,ښيښه
215,Lehm::N,బంకమన్ను,خټه
216,Sand::N,ఇసుక,شګه
217,Mensch::N,నరుడు,انسان
218,Mann::N,పురుమడు,سړی
219,Mann::N,పురుమడు,نارینه
220,Frau::N,ఆడుది,ښځه
221,Kind::N,బిడ్డ,بچی
222,Kind::N,బిడ్డ,ماشوم
223,Junge::N,బాలుడు,هلک
224,Mädchen::N,బాలిక,نجلۍ
225,Familie::N,కుటుంబము,کورنۍ
226,Großvater::N,తాత,بابا
227,Großmutter::N,అయ్యమ్మ,انا
228,Eltern::N,తల్లితండ్రులు,مور او پلار
229,Vater::N,తండ్రి,پلار
230,Mutter::N,తల్లి,مور
231,Sohn::N,కొడుకు,زوی
232,Tochter::N,కూతురు,لور
233,Bruder::N,పోదరుడు,ورور
234,Schwester::N,సోదరి,خور
235,Onkel::N,మేనమామ,تره
236,Onkel::N,మేనమామ,ماما
237,Tante::N,మేనత్త,خاله
238,Tante::N,పినతల్లి,خاله
239,Ehemann::N,భర్త,مېړه
240,Ehefrau::N,భార్య,مېرمن
241,Freude::N,సంతోషము,خوشحالي
242,Gelächter::N,నవ్వు,خندا
243,Glück::N,సంతోషము,بخت
244,Kummer::N,దుఃఖము,غم
245,Wunsch::N,కోరిక,هيله
246,Wunsch::N,కోరిక,غوښتنه
247,Lust::N,కోరిక,شوق
248,Lust::N,కోరిక,مینه
249,Geist::N,ఆత్మ,روح
250,Gedanke::N,ఆలోచన,فکر
251,Gedächtnis::N,జ్ఞాపకము,یاد
252,Gedächtnis::N,జ్ఞాపకము,حافظه
253,Verstand::N,మనస్సు,عقل
254,Verstand::N,మనస్సు,شعور
255,Sinn::N,అర్థము,معنی
256,Grund::N,కారణము,علت
257,Grund::N,కారణము,اساس
258,Wahrheit::N,సత్యము,حقیقت
259,Gespräch::N,పంభాషణ,مرکه
260,Gespräch::N,పంభాషణ,خبرې اترې
261,Märchen::N,అద్భుతకథ,افسانه
262,Erzählung::N,కథ,قصه
263,Erzählung::N,కథ,کیسه
264,Nachricht::N,వార్త,خبر
265,Neuigkeit::N,వార్త,نوی خبر
266,Name::N,పేరు,نوم
267,Rätsel::N,చిక్కు,کیسۍ
268,Rätsel::N,చిక్కు,چیستان
269,Rede::N,ఉపన్యాసము,وینا
270,Sprache::N,భాష,ژبه
271,Stimme::N,కంరథ్సని,غږ
272,Stimme::N,కంరథ్సని,اواز
273,Wort::N,మాట,لغت
274,Wort::N,మాట,کلمه
275,Zeichen::N,గుర్తు,نښه
276,Zeichen::N,గుర్తు,اشاره
277,Ruf::N,పిలువు,ږغ
278,Ruf::N,పిలువు,بلنه
279,Lärm::N,సందడి,غالمغال
280,Laut::N,ధ్వని,ږغ
281,Ton::N,స్వరము,اواز
282,Lied::N,పాట,غزله
283,Lied::N,పాట,سندره
284,Ruhe::N,గాలిలేమి,ارامي
285,Leute::N,జనులు,خلک
286,Volk::N,జాతి,ولس
287,Arbeit::N,పని,کار
288,Gast::N,అతిధి,مېلمه
289,Geschenk::N,దానము,تحفه
290,Geschenk::N,దానము,سوغات
291,Spiel::N,ఆట,لوبه
292,Gesellschaft::N,జట్టు,ډله
293,Hilfe::N,సాహాయ్యము,کومک
294,Hilfe::N,సాహాయ్యము,مرسته
295,Freund::N,స్నేహితుడు,ملګری
296,Kamerad::N,చెలికాడు,انډيوال
297,Angelegenheit::N,విషయము,موضوع
298,Anzahl::N,లెక్క,شمېر
299,Anzahl::N,లెక్క,تعداد
300,Art::N,జాతి,ډول
301,Stück::N,తునుక,ټوټه
302,Teil::N,భాగము,برخه
303,Hälfte::N,సగము,نیم
304,Kreis::N,వృత్తము,دایره
305,Kreuz::N,సిలువ,صلیب
306,Linie::N,గీత,خط
307,Linie::N,గీత,لیکه
308,Strich::N,గీత,کرښه
309,Abstand::N,సందు,فاصله
310,Entfernung::N,దూరము,واټن
311,Gegend::N,విస్తీర్ణము,سیمه
312,Gegend::N,విస్తీర్ణము,منطقه
313,Platz::N,ఎడము,ځای
314,Ort::N,స్థలము,ځای
315,Seite::N,ప్రక్క,مخ
316,Seite::N,ప్రక్క,اړخ
317,Mitte::N,నడిమి,وسط
318,Mitte::N,నడిమి,مینځ
319,Gegenstand::N,పద్దు,شی
320,Sache::N,వస్తువు,شی
321,Sache::N,వస్తువు,څيز
322,Rand::N,అంచు,څنډه
323,Rand::N,అంచు,کناره
324,Kante::N,అంచు,اړخ
325,Ecke::N,మూల,ګوټ
326,Spitze::N,మొన,څوکه
327,Ende::N,కొన,څوکه
328,Loch::N,రంధ్రము,سوری
329,Winkel::N,కోణము,کنج
330,Winkel::N,కోణము,کوتی
331,Muster::N,మాదిరి,نمونه
332,Größe::N,పరిమాణము,قد
333,Größe::N,పరిమాణము,لويوالی
334,Länge::N,పొడుగు,طول
335,Länge::N,పొడుగు,اوږد والی
336,Höhe::N,పొడుగు,جګوالی
337,Gewicht::N,భారము,وزن
338,Menge::N,మొత్తము,اندازه
339,Haufen::N,రాశి,کوټه
340,Reihe::N,వరుస,صف
341,Reihe::N,వరుస,کتار
342,Boot::N,పడవ,قايق
343,Ruder::N,అడక,چپه
344,Schlitten::N,సరవండ్లు,ښویېدونی
345,Ski::N,స్కీ,سکي
346,Lagerfeuer::N,నెగడు,اور
347,Last::N,బరువు,بار
348,Last::N,బరువు,پېټی
349,Gang::N,నడక,تګ
350,Schritt::N,అడుగు,ګام
351,Norden::N,ఉత్తరదిక్కు,شمال
352,Süden::N,దక్షిణము,سوېل
353,Westen::N,పడమర,لوېدېځ
354,Osten::N,తూర్పు,شرق
355,Osten::N,తూర్పు,ختیځ
356,Holz::N,కొయ్య,لرګی
357,Brett::N,పలక,تخته
358,Platte::N,పలక,تخته
359,Stütze::N,వాల్సేడ్లు,تکیوان
360,Stange::N,స్తంభము,ډاګه
361,Stock::N,కఱ్ఱ,لرګی
362,Stab::N,కఱ్ఱ,چيخله
363,Rohr::N,గొట్టము,نل
364,Haus::N,ఇల్లు,کور
365,Heim::N,స్వగృహము,کور
366,Ofen::N,పొయ్యి,تودنۍ
367,Fußboden::N,నేల,غولی
368,Tisch::N,మేజా,مېز
369,Stuhl::N,కుర్చీ,چوکۍ
370,Wiege::N,ఉయ్యాల,زانګو
371,Bett::N,పడక,کټ
372,Bett::N,పడక,چپرکټ
373,Bett::N,మంచం,کټ
374,Bett::N,మంచం,چپرکټ
375,Regal::N,అటక,تاخچۍ
376,Kiste::N,వెట్టె,صندوق
377,Fenster::N,కిటికి,کړکۍ
378,Tür::N,ద్వారము,دروازه
379,Tor::N,ద్వారము,دروازه
380,Zaun::N,కంచె,کټاره
381,Dach::N,ఇంటివైకప్పు,بام
382,Leiter::N,నిచ్చెన,زينه
383,Besen::N,చీపురుకట్ట,جارو
384,Spaten::N,పాఱ,یوم
385,Schaufel::N,పాఱ,بېلچه
386,Gabel::N,ముండ్లగరిటె,پنجه
387,Löffel::N,గరిటె,کاشوغه
388,Messer::N,కత్తి,چاقو
389,Nagel::N,మేకు,ميخ
390,Netz::N,వల,جال
391,Haken::N,కొక్కెము,څنګک
392,Griff::N,పిడి,لاستی
393,Schloss::N,తాళము,کلپ
394,Bild::N,చిత్రము,رسم
395,Figur::N,రూపము,قدوقامت
396,Puppe::N,బొమ్మ,ګوډۍ
397,Beutel::N,సంచి,کڅوړه
398,Bündel::N,మూట,دسته
399,Tasche::N,సంచి,بکس
400,Tasche::N,సంచి,توبره
401,Eimer::N,చేద,سطل
402,Deckel::N,మూత,سرپوښ
403,Geschirr::N,వంటకాలు,لوښی
404,Sack::N,గోనెసంచి,جوال
405,Tasse::N,గిన్నె,پیاله
406,Topf::N,కుండ,دېګی
407,Kessel::N,నీరుకాచుపాత్ర,دېګ
408,Essen::N,ఆహారము,خوراک
409,Nahrung::N,ఆహారము,خوراک
410,Speise::N,ఆహారము,خواړه
411,Fleisch::N,మాంసము,غوښه
412,Getreide::N,ధాన్యము,غله
413,Brei::N,గుజ్జు,اوګره
414,Brot::N,రొట్టె,ډوډۍ
415,Scheibe::N,బద్ద,مړۍ
416,Fett::N,క్రొవ్వు,غوړي
417,Butter::N,వెన్న,کوچ
418,Öl::N,నూనె,تېل
419,Salz::N,ఉప్పు,مالګه
420,Suppe::N,చారు,شوربا
421,Honig::N,తెనె,شات
422,Milch::N,పాలు,شوده
423,Tee::N,తేనీరు,چای
424,Leder::N,బాగుచేసివతోలు,څرمن
425,Wolle::N,ఉన్ని,پشم
426,Stoff::N,బట్ట,ټوټه
427,Nadel::N,సూది,ستن
428,Faden::N,దారము,تار
429,Knopf::N,బొత్తాము,تڼۍ
430,Knopf::N,బొత్తాము,تکمه
431,Knoten::N,ముడి,غوټه
432,Farbe::N,రంగు,رنګ
433,Kleidung::N,బట్టలు,کالي
434,Hemd::N,చొక్కాయ,کميس
435,Kragen::N,మాల,غاړه
436,Ärmel::N,చొక్కాయచెయ్యి,لستوڼی
437,Hose::N,ఇజారు,پطلون
438,Gürtel::N,పటకా,کمربند
439,Mütze::N,టోపి,خولۍ
440,Schuh::N,పాదరక్ష,بوټ
441,Stiefel::N,బూటు,موزه
442,Ring::N,ఉంగరము,ګوته
443,Band::N,నాడా,فيته
444,Kamm::N,దువ్వెన,ګمنځ
445,Spiegel::N,అద్దము,ایینه
446,Spiegel::N,అద్దము,هنداره
447,Riemen::N,వాడా,تسمه
448,Schnur::N,దారము,مزی
449,Leine::N,వారు,رسۍ
450,Decke::N,కంబళి,بړستن
451,Kissen::N,తలగడ,بالښت
452,Tuch::N,బట్ట,ټیکری
453,Handtuch::N,తువాలు,دسمال
454,Kraft::N,బలము,زور
455,Kraft::N,బలము,توان
456,Stärke::N,శక్తి,قوت
457,Gesundheit::N,ఆరోగ్యము,صحت
458,Gesundheit::N,ఆరోగ్యము,روغتیا
459,Krankheit::N,రోగము,مرض
460,Krankheit::N,రోగము,ناروغي
461,Schmerz::N,నొప్పి,درد
462,Wunde::N,గాయము,ټپ
463,Wunde::N,గాయము,زخم
464,Fieber::N,జ్వరము,تبه
465,Arznei::N,మందు,دوا
466,Arznei::N,మందు,دارو
467,Brücke::N,వంతెన,پول
468,Brunnen::N,బావి,څاه
469,Brunnen::N,బావి,کوهی
470,Brunnen::N,కూపము,څاه
471,Brunnen::N,కూపము,کوهی
472,Brunnen::N,నుయ్యి,څاه
473,Brunnen::N,నుయ్యి,کوهی
474,Weide::N,పచ్చికబయలు,وله
475,Pfad::N,కాలిత్రోవ,تړه
476,Weg::N,మార్గము,لیار
477,Straße::N,బాట,سړک
478,Dorf::N,గ్రామము,کلی
479,Stadt::N,పట్టణము,ښار
480,Brief::N,జాబు,لیک
481,Brief::N,జాబు,مکتوب
482,Buch::N,పుస్తకము,کتاب
483,Buchstabe::N,అక్షరము,حرف
484,Buchstabe::N,అక్షరము,توری
485,Zeitung::N,వార్తాపత్రిక,اخبار
486,Leben::N,ప్రాణము,ژوند
487,Tod::N,మరణము,مرګ
488,Tod::N,మరణము,مړینه
489,Grab::N,సమాధి,قبر
490,Grab::N,సమాధి,ډورۍ
491,Kirche::N,క్రెస్తవులగుడి,کلیسا
492,Sünde::N,పాపము,ګناه
493,Gott::N,దేవుడు,خدای
494,Arbeiter::N,పనిపాటుచేశేవాడు,کاریګر
495,Chef::N,యజమానుడు,آمر
496,Meister::N,కళాకారుడు,استاد
497,Arzt::N,వైద్యుడు,طبیب
498,Arzt::N,వైద్యుడు,ډاکټر
499,Lehrer::N,ఉపాధ్యాయుడు,معلم
500,Lehrer::N,ఉపాధ్యాయుడు,ښوونکی
501,Geld::N,ద్రవ్యము,پیسې
502,Geschäft::N,వ్యాపారము,سوداګري
503,Laden::N,అంగడి,دکان
504,Laden::N,అంగడి,مغازه
505,Preis::N,వెల,بیه
506,Ware::N,సరకులు,مال
507,Nutzen::N,ప్రయోజనము,ګټه
508,Reichtum::N,ధనము,شتمني
509,Welt::N,ప్రపంచము,نړۍ
510,Welt::N,ప్రపంచము,دنیا
511,Land::N,దేశము,هېواد
512,Staat::N,రాజ్యము,دولت
513,König::N,రాజు,باچا
514,König::N,రాజు,پادشاه
515,Macht::N,అధికారము,قدرت
516,Grenze::N,సరిహద్దు,حد
517,Grenze::N,సరిహద్దు,سرحد
518,Krieg::N,యుద్ధము,جګړه
519,Feind::N,శత్రువు,دښمن
520,Gewalt::N,దౌర్జన్యము,زور
521,Gewalt::N,దౌర్జన్యము,تشدد
522,Kampf::N,పోట్లాట,جنګ
523,Kampf::N,పోట్లాట,مبارزه
524,Bogen[Waffe]::N,విల్లు,لیندۍ
525,Pfeil::N,బాణము,غشی
526,Gewehr::N,తుపాకి,ټوپک
527,Fehler::N,తప్ప,خطا
528,Fehler::N,తప్ప,غلطي
529,Lüge::N,అసత్యము,دروغ
530,Schaden::N,నష్టము,زیان
531,Schaden::N,నష్టము,تاوان
532,Unglück::N,దురదృష్టము,بدبختي
533,Schuld::N,తప్పు,ګناه
534,Alter::N,వయస్సు,منګ
535,Schluss::N,ముగింపు,اخر
536,Zeit::N,కాలము,وخت
537,Tag::N,దినము,ورځ
538,Morgen::N,ఉదయము,سبا
539,Morgen::N,ఉదయము,سهار
540,Mittag::N,మధ్యాహ్నము,غرمه
541,Abend::N,సాయంకాలము,ماښام
542,Nacht::N,రత్రి,شپه
543,Woche::N,వారము,اونۍ
544,Monat::N,నెల,مياشت
545,Jahr::N,సంవత్సరము,کال
546,Frühling::N,వసంతకాలము,پسرلی
547,Sommer::N,వేసవికాము,دوبی
548,Herbst::N,ఆకురాలుకాలము,منی
549,Herbst::N,ఆకురాలుకాలము,خزان
550,Winter::N,శీతకాలము,ژمی
551,Januar::N,జనవరి,جنوري
552,Februar::N,ఫిబ్రవరి,فبروري
553,März::N,మార్చి,مارچ
554,April::N,ఏప్రిలు,اپریل
555,Mai::N,మే,مې
556,Juni::N,జూన్,جون
557,Juli::N,జూలై,جولای
558,August::N,ఆగస్టు,اګست
559,September::N,సెప్ఠెంబరు,سپټامبر
560,Oktober::N,అక్టోబరు,اکتوبر
561,November::N,నవంబరు,نومبر
562,Dezember::N,డిసెంబర్,دسمبر
563,Montag::N,సోమవారము,دوشنبه
564,Dienstag::N,మంగళవారము,سه شنبه
565,Mittwoch::N,బుధవారము,چارشنبه
566,Donnerstag::N,గురువారము,پنجشنبه
567,Freitag::N,శుక్రవారము,جمعه
568,Samstag::N,శనివారము,خالي
569,Sonntag::N,ఆదివారము,یکشنبه
570,groß::A,గొప్పైన,لوی
571,klein::A,చిన్న,وړوکی
572,lang::A,పొడుగాటి,اوړد
573,kurz::A,పొట్టి,لنډ
574,breit::A,వెడల్పైన,پراخه
575,schmal::A,ఇఱుకైన,تنګ
576,dicht::A,దట్టమైన,ګڼ
577,dick[Gegenstand]::A,దట్టమైన,پنډ
578,dünn::A,పలుచని,نری
579,fein::A,నాజాకైన,نازک
580,fest::A,దృడమైవ,کلک
581,fest::A,దృడమైవ,ټینګ
582,flach::A,చదువైన,هوار
583,glatt::A,నున్నని,ښوی
584,hart::A,కఠినమైన,کلک
585,weich::A,మృదువైన,نرم
586,weich::A,మృదువైన,پوست
587,rund::A,గుండ్రని,ګرد
588,spitz::A,మొనగల,تېره
589,scharf::A,పదనైన,تېز
590,scharf::A,పదనైన,تېره
591,stumpf::A,వాడిలేని,پڅ
592,schwer::A,బరువ్తెన,دروند
593,schön::A,సుందరమైన,ښکلی
594,heiß::A,వేడియైన,تود
595,warm::A,వెచ్చని,تود
596,kalt::A,చల్లని,ېخ
597,kalt::A,చల్లని,سوړ
598,kühl::A,చల్లని,ېخ
599,kühl::A,చల్లని,سوړ
600,frisch::A,తాజాయైన,تازه
601,feucht::A,చెమ్మగానున్న,مرطوب
602,nass::A,తడిగామన్న,لوند
603,trocken::A,ఎండిన,وچ
604,voll::A,నిండు,ډک
605,leer::A,శూన్యమైన,خالی
606,offen::A,తెఱచియున్న,خلاص
607,offen::A,తెఱచియున్న,پرانیستی
608,geschlossen::A,మూసిన,تړلی
609,sauber::A,పరిశుద్ధమైన,پاک
610,schmutzig::A,ముఱికియైన,چټل
611,roh::A,పచ్చి,خام
612,reif::A,పండివ,پوخ
613,reif::A,పండివ,رسېدلی
614,lecker::A,రుచి గల,خوندور
615,lecker::A,రుచి గల,مزه دار
616,süß::A,తియ్యని,خوږ
617,süß::A,తియ్యని,شیرین
618,bitter::A,చేదైన,تریخ
619,sauer::A,పుల్లని,ټاک
620,sauer::A,పుల్లని,تريو
621,hell::A,కాంతిగల,روڼ
622,hell::A,కాంతిగల,روښان
623,dunkel::A,చీకటియైన,تیاره
624,schwarz::A,నల్లని,تور
625,weiß::A,తెలుపు,سپين
626,rot::A,ఎఱ్ఱని,سور
627,gelb::A,పసుపు పచ్చ,زېړ
628,blau::A,నీలవర్ణము,شین
629,blau::A,నీలవర్ణము,اسماني رنګه
630,grün::A,ఆకుపచ్చని,زرغون
631,grau::A,నెరిసిన,خړ
632,bunt::A,రంగేలీ,رنګارنګ
633,billig::A,చౌకయైన,ارزان
634,teuer::A,వెలపొడుగైన,ګران
635,wertvoll::A,విలుప్తెన,قیمتي
636,blind::A,గ్రుడ్డి,ړوند
637,taub::A,చెవిటి,کوڼ
638,kräftig::A,శక్తి గల,قوی
639,stark::A,బలమైన,قوی
640,stark::A,బలమైన,تکړه
641,schwach::A,బలహీనమైన,ضعیف
642,schwach::A,బలహీనమైన,کمزوری
643,fett::A,క్రొవ్విన,چاغ
644,schlank::A,సన్నని,خوش اندام
645,hübsch::A,సాగప్తెన,ښکلی
646,hübsch::A,సాగప్తెన,ښایسته
647,böse::A,చెడ్డ,شریر
648,böse::A,చెడ్డ,قهرناک
649,dumm::A,తెలివిలేని,احمق
650,faul::A,సోమరియైన,لټ
651,faul::A,సోమరియైన,تنبل
652,fleißig::A,శ్రద్దగల,زحمت کښ
653,geizig::A,పిసినారియైన,بخیل
654,klug::A,తెలివిగల,عاقل
655,klug::A,తెలివిగల,هوښیار
656,geschickt::A,నిపుణతగల,ماهر
657,lieb::A,ప్రియమైన,عزیز
658,lieb::A,ప్రియమైన,محبوب
659,lustig::A,ఉల్లాసము గల,خوشحال
660,sanft::A,సాధువైన,پوست
661,sanft::A,సాధువైన,ملایم
662,hungrig::A,ఆకలిగొనిన,وږی
663,krank::A,వ్యాధిగల,مريض
664,krank::A,వ్యాధిగల,ناروغ
665,nackt::A,దిగంబరమైన,لوڅ
666,traurig::A,విచారముగల,غمجن
667,lebendig::A,ప్రాణముతో నున్న,ژوندی
668,gut::A,మంచి,ښه
669,schlecht::A,చెడ్డ,بد
670,schlecht::A,చెడ్డ,خراب
671,richtig::A,సరియైన,سم
672,richtig::A,సరియైన,صحیح
673,schlimm::A,అసహ్యమైన,بد
674,schlimm::A,అసహ్యమైన,مخوف
675,wahr::A,నిజమైన,واقعي
676,alt::A,ముసలి,زوړ
677,neu::A,క్రొత్త,نوی
