,Concept_ID,be,ru
598,taub::A,глухі,глухой
599,kräftig::A,магутны,могучий
600,stark::A,сільны,сильный
601,schwach::A,слабы,слабый
602,fett::A,тлусты,жирный
603,schlank::A,стройны,стройный
604,hübsch::A,чароўны,прелестный
605,böse::A,злы,злой
606,dumm::A,дурны,глупый
607,faul::A,лянівы,ленивый
608,fleißig::A,руплівы,прилежный
609,geizig::A,прагны,жадный
610,klug::A,разумны,умный
611,geschickt::A,умелы,искусный
612,lieb::A,мілы,милый
613,lustig::A,вясёлы,веселый
614,sanft::A,ласкавы,нежный
615,hungrig::A,галодны,голодный
616,krank::A,хворы,больной
617,nackt::A,голы,голый
618,traurig::A,сумны,грустный
619,lebendig::A,жывы,живой
620,gut::A,добры,хороший
621,schlecht::A,кепскі,плохой
622,richtig::A,правільны,правильный
623,schlimm::A,агідны,отвратительный
624,schlimm::A,агідны,мерзкий
625,wahr::A,сапраўдны,настоящий
626,alt::A,стары,старый
627,neu::A,новы,новый
628,ehemalig::A,былы,бывший
629,alt[Lebewesen]::A,стары,пожилой
630,jung::A,малады,молодой
631,arm::A,бедны,бедный
632,reich::A,багаты,богатый
633,bekannt::A,знаёмы,знакомый
634,berühmt::A,славуты,знаменитый
635,fremd::A,чужы,чужой
636,verschieden::A,розны,разный
637,nah::A,блізкі,близкий
638,fern::A,далёкі,далекий
639,linker::A,левы,левый
640,rechter::A,правы,правый
641,anderer::A,іншы,другой
642,anderer::A,другі,другой
643,erster::A,першы,первый
644,zweiter::A,другі,второй
645,dritter::A,трэці,третий
646,letzter::A,апошні,последний
647,allein::ADV,сам,один
648,allein::ADV,адзін,один
649,auf einmal::ADV,адразу,сразу
650,zusammen::ADV,разам,вместе
651,lange::ADV,доўга,долго
652,plötzlich::ADV,раптам,вдруг
653,sofort::ADV,зараз,тотчас
654,später::ADV,пазней,позже
655,jetzt::ADV,цяпер,сейчас
656,heute::ADV,сёння,сегодня
657,morgen::ADV,заўтра,завтра
658,bald::ADV,хутка,скоро
659,bald::ADV,неўзабаве,скоро
660,dann::ADV,потым,потом
661,gestern::ADV,учора,вчера
662,einst::ADV,аднойчы,однажды
663,damals::ADV,тады,тогда
664,danach::ADV,затым,затем
665,vorher::ADV,раней,раньше
666,zuerst::ADV,спярша,сперва
667,zuerst::ADV,спачатку,сперва
668,einmal::ADV,адзін раз,раз
669,manchmal::ADV,часам,иногда
670,oft::ADV,часта,часто
671,immer::ADV,заўсёды,всегда
672,niemals::ADV,ніколі,никогда
673,hier::ADV,тут,здесь
674,hierhin::ADV,сюды,сюда
675,von hier::ADV,адсюль,отсюда
676,von hier::ADV,адгэтуль,отсюда
677,dort::ADV,там,там
678,dorthin::ADV,туды,туда
679,geradeaus::ADV,прама,прямо
680,vorwärts::ADV,наперад,вперед
681,rückwärts::ADV,назад,назад
682,zurück::ADV,назад,обратно
683,unten::ADV,унізе,внизу
684,hinab::ADV,уніз,вниз
685,oben::ADV,угары,наверху
686,oben::ADV,наверсе,наверху
687,hinauf::ADV,угару,вверх
688,überall::ADV,усюды,везде
689,nicht::ADV,не,не
690,ein wenig::ADV,трошкі,немного
691,kaum::ADV,ледзьве,едва
692,sehr::ADV,вельмі,очень
693,so::ADV,так,так
694,noch::ADV,яшчэ,еще
695,nur::ADV,толькі,только
696,schon::ADV,ужо,уже
697,wieder::ADV,зноў,опять
698,vergebens::ADV,дарма,напрасно
699,vergebens::ADV,дарэмна,напрасно
700,vor::PRP,перад,перед
701,hinter::PRP,за,за
702,hinter::PRP,за,позади
703,hinter::PRP,ззаду,за
704,hinter::PRP,ззаду,позади
705,unter::PRP,пад,под
706,durch::PRP,праз,сквозь
707,neben::PRP,каля,возле
708,zwischen::PRP,між,между
709,zwischen::PRP,паміж,между
710,wegen::PRP,з-за,из-за
711,dies::PRN,гэта,это
712,das::PRN,тое,то
713,alles::PRN,усё,все
714,ich::PRN,я,я
715,du::PRN,ты,ты
716,er::PRN,ён,он
717,wir::PRN,мы,мы
718,ihr::PRN,вы,вы
719,sie::PRN,яны,они
720,was::FPRN,што,что
721,wer::FPRN,хто,кто
722,wo::FADV,дзе,где
723,wohin::FADV,куды,куда
724,wie::FADV,як,как
725,warum::FADV,чаму,почему
726,wieviel::FNUM,колькі,сколько
727,eins::NUM,адзін,один
728,zwei::NUM,два,два
729,drei::NUM,тры,три
730,vier::NUM,чатыры,четыре
731,fünf::NUM,пяць,пять
732,sechs::NUM,шесць,шесть
733,sieben::NUM,сем,семь
734,acht::NUM,восем,восемь
735,neun::NUM,дзевяць,девять
736,zehn::NUM,дзесяць,десять
737,elf::NUM,адзінаццаць,одиннадцать
738,zwölf::NUM,дванаццаць,двенадцать
739,zwanzig::NUM,дваццаць,двадцать
740,dreißig::NUM,трыццаць,тридцать
741,vierzig::NUM,сорак,сорок
742,fünfzig::NUM,пядзесят,пятьдесят
743,sechzig::NUM,шесдзесят,шестьдесят
744,siebzig::NUM,семдзесят,семьдесят
745,achtzig::NUM,восемдзесят,восемьдесят
746,neunzig::NUM,дзевяноста,девяносто
747,hundert::NUM,сто,сто
748,tausend::NUM,тысяча,тысяча
749,und::CNJ,і,и
750,und::CNJ,ды,и
751,oder::CNJ,або,или
752,oder::CNJ,або,либо
753,stehen::V,стаяць,стоять
754,sitzen::V,сядзець,сидеть
755,liegen::V,ляжаць,лежать
756,hängen::V,вісець,висеть
757,werden::V,стаць,стать
758,werden::V,зрабіцца,стать
759,passieren::V,трапіцца,случиться
760,beginnen::V,пачацца,начаться
761,enden::V,кончыцца,кончиться
762,wechseln::V,мяняцца,меняться
763,aufgehen[Sonne]::V,узысці,взойти
764,untergehen[Sonne]::V,зайсці,зайти
765,scheinen[Sonne]::V,свяціць,светить
766,donnern::V,грымець,греметь
767,wehen::V,дзьмуць,дуть
768,strömen::V,ліцца,литься
769,fließen::V,цячы,течь
770,sich drehen::V,круціцца,вращаться
771,sich drehen::V,варочацца,вращаться
772,schwanken::V,хістацца,колебаться
773,schwingen::V,гайдацца,качаться
774,schwingen::V,калыхацца,качаться
775,fallen::V,падаць,падать
776,brennen::V,гарэць,гореть
777,rauchen::V,дымець,дымить
778,regnen::V,дажджыць,дождить
779,gefrieren::V,замерзнуць,замерзнуть
780,tauen::V,раставаць,таять
781,schmelzen::V,плавіцца,плавиться
782,trocknen::V,сохнуць,сохнуть
783,sieden::V,кіпець,кипеть
784,faulen::V,гнісці,гнить
785,verfaulen::V,згнісці,сгнить
786,reißen::V,ірвацца,рваться
787,versinken::V,тануць,тонуть
788,vergehen::V,праходзіць,проходить
789,erscheinen::V,зʼявіцца,появиться
790,verschwinden::V,знікнуць,исчезнуть
791,sinken::V,спадаць,спадать
792,abnehmen::V,паменшыцца,уменьшиться
793,zunehmen::V,павялічвацца,увеличиваться
794,steigen::V,паднімацца,подниматься
795,wachsen::V,расці,расти
796,glänzen::V,блішчаць,блестеть
797,funkeln::V,бліскаць,сверкать
798,lärmen::V,шумець,шуметь
799,läuten::V,званіць,звонить
800,klingeln::V,званіць,звонить
801,klirren::V,бразгаць,звякать
802,brausen::V,бушаваць,бушевать
803,rauschen::V,шастаць,шелестеть
804,klingen::V,гучаць,звучать
805,bellen::V,брахаць,лаять
806,heulen::V,выць,выть
807,blasen::V,дзьмухнуць,дунуть
808,pfeifen::V,свістаць,свистеть
809,schreien::V,крычаць,кричать
810,stöhnen::V,стагнаць,стонать
811,zittern::V,дрыжаць,дрожать
812,leben::V,жыць,жить
813,geboren werden::V,нарадзіцца,родиться
814,atmen::V,дыхаць,дышать
815,trinken::V,піць,пить
816,essen::V,есці,есть
817,essen::V,есці,кушать
818,schlucken::V,глытаць,глотать
819,müde werden::V,стаміцца,устать
820,einschlafen::V,заснуць,заснуть
821,schlafen::V,спаць,спать
822,aufwachen::V,рассыпацца,проснуться
823,aufstehen::V,устаць,встать
824,sich erholen::V,адпачываць,отдыхать
825,krank werden::V,захварэць,заболеть
826,krank sein::V,хварэць,болеть
827,schmerzen::V,балець,болеть
828,husten::V,кашляць,кашлять
829,genesen::V,паправіцца,поправиться
830,genesen::V,паздаравець,поправиться
