,Concept_ID,ml,fi
1187,erkennen::V,തിരിചറിയുക,tunnistaa
1188,begreifen::V,കൈപ്പിടിയിലാക്കുക,ymmärtää
1189,verstehen::V,മനസ്സിലാക്കുക,ymmärtää
1190,lernen::V,പഠിക്കുക,oppia
1191,wissen::V,അറിയുക,tietää
1192,sich erinnern an::V,ഓർമിക്കുക,muistaa
1193,vergessen::V,മറക്കുക,unohtaa
1194,messen::V,അളക്കുക,mitata
1195,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,laskea
1196,rechnen::V,ഗണിക്കുക,laskea
1197,lesen::V,വായിക്കുക,lukea
1198,malen::V,ചിത്രം വരയ്ക്കുക,maalata
1199,zeichnen::V,വരയ്ക്കുക,piirtää
1200,zeichnen::V,വരയ്ക്കുക,piirustaa
1201,schreiben::V,എഴുതുക,kirjoittaa
1202,besitzen::V,സ്വന്തമാക്കുക,omistaa
1203,kaufen::V,വാങ്ങുക,ostaa
1204,verkaufen::V,വിൽക്കുക,myydä
1205,bezahlen::V,പരിഹാരം ചെയ്യുക,maksaa
1206,zahlen::V,പണം അടയ്ക്കുക,maksaa
1207,beherrschen::V,ഭരിക്കുക,hallita
1208,ertragen::V,താങ്ങുക,kestää
