,Concept_ID,ml,fi
80,Funke::N,തീപ്പൊരി,kipinä
81,Feuer::N,തീ,tuli
82,Licht::N,വിളക്ക്,valo
83,Licht::N,സൂര്യപ്രകാശം,valo
84,Schatten::N,തണൽ,varjo
85,Wetter::N,കാലാവസ്ഥ,sää
86,Nebel::N,മൂടൽമഞ്ഞ്,sumu
87,Wolke::N,മേഘം,pilvi
88,Regen::N,മഴ,sade
89,Schnee::N,മഞ്ഞ്,lumi
90,Eis::N,ഐസ്,jää
91,Frost::N,മൂടൽമഞ്ഞ്,halla
92,Frost::N,മൂടൽമഞ്ഞ്,pakkanen
93,Kälte::N,തണുപ്പ്,vilu
94,Kälte::N,തണുപ്പ്,kylmyys
95,Hitze::N,ചൂട്,helle
96,Hitze::N,ചൂട്,kuumuus
97,Raureif::N,കോടമഞ്ഞ്,huurre
98,Regenbogen::N,മഴവില്ല്,sateenkaari
99,Donner::N,ഇടി,jyrinä
100,Strömung::N,പ്രവാഹം,virtaus
101,Tropfen::N,തുള്ളി,tippa
102,Tropfen::N,തുള്ളി,pisara
103,Schaum::N,നുര,vaahto
104,Schmutz::N,അഴുക്ക്,loka
105,See::N,തടാകം,järvi
106,Sumpf::N,ചതുപ്പുനിലം,suo
107,Moor::N,പാഴ്നിലം,räme
108,Wiese::N,പുൽത്തകിടി,niitty
109,Wald::N,വനം,metsä
110,Wald::N,കാട്,metsä
111,Hügel::N,കുന്ന്,mäki
112,Hügel::N,കുന്ന്,kumpu
113,Hügel::N,കുന്ന്,kukkula
114,Anhöhe::N,ഉയർന്ന ഭൂമി,mäki
115,Anhöhe::N,ഉയർന്ന ഭൂമി,kumpare
116,Berg::N,പർവ്വതം,mäki
117,Berg::N,പർവ്വതം,vuori
118,Gipfel::N,ഉച്ചകോടി,laki
119,Gipfel::N,ഉച്ചകോടി,huippu
120,Höhle::N,ഗുഹ,luola
121,Abhang::N,ചരിവ്,rinne
122,Quelle::N,ഉറവിടം,lähde
123,Bach::N,അരുവി,puro
124,Fluss::N,നദി,joki
125,Ufer::N,തീരം,ranta
126,Küste::N,കടൽത്തീരം,rannikko
127,Festland::N,കര,manner
128,Meer::N,കടൽ,meri
129,Bucht::N,ഉൾക്കടല്,lahti
130,Insel::N,ദ്വീപ്,saari
131,Blume::N,പൂവ്,kukka
132,Gras::N,പുല്ല്,ruoho
133,Wurzel::N,വേര്,juuri
134,Baum::N,മരം,puu
135,Stamm::N,തായ്ത്തടി,runko
136,Rinde::N,പട്ട,kuori
137,Rinde::N,പട്ട,parkki
138,Ast::N,ശാഖ,oksa
139,Zweig::N,ശാഖ,haara
140,Blatt::N,ഇല,lehti
141,Birke::N,പൂവരശ്,koivu
142,Kiefer[Baum]::N,പൈൻമരം,mänty
143,Kiefer[Baum]::N,പൈൻമരം,petäjä
144,Weide[Baum]::N,വില്ലോ,paju
145,Tanne::N,ദേവദാരു,kuusi
146,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,sarvi
147,Feder::N,തൂവൽ,sulka
148,Feder::N,തൂവൽ,höyhen
149,Fell::N,മൃദുരോമം,talja
150,Flügel::N,ചിറക്,siipi
151,Klaue::N,നഖം,kynsi
152,Kralle::N,നഖം,kynsi
153,Schwanz::N,വാൽ,häntä
154,Schwanz::N,വാൽ,pyrstö
155,Ei::N,മുട്ട,muna
156,Nest::N,കൂട്,pesä
157,Bau::N,മാളം,pesä
158,Tier::N,മൃഗം,eläin
159,Herde::N,കൂട്ടം,lauma
160,Kuh::N,പശു,lehmä
161,Bulle::N,കാള,sonni
162,Pferd::N,കുതിര,hevonen
163,Schaf::N,ആട്,lammas
164,Schwein::N,പന്നി,sika
165,Hund::N,നായ്,koira
166,Katze::N,പൂച്ച,kissa
167,Bär::N,കരടി,karhu
168,Eichhörnchen::N,അണ്ണാൻ,orava
169,Elch::N,കടമാന്,hirvi
170,Fuchs::N,കുറുക്കൻ,kettu
171,Hase::N,മുയൽ,jänis
172,Maus::N,ചുണ്ടലി,hiiri
173,Wolf::N,ചെന്നായ,susi
174,Vogel::N,പക്ഷി,lintu
175,Schwarm::N,കൂട്ടം,parvi
176,Huhn::N,കോഴി,kana
177,Hahn::N,പൂവൻകോഴി,kukko
178,Gans::N,അരയന്നം,hanhi
179,Adler::N,കഴുകൻ,kotka
180,Ente::N,താറാവ്,ankka
181,Eule::N,മൂങ്ങ,pöllö
182,Kranich::N,കൊക്ക്,kurki
183,Krähe::N,കാക്ക,varis
184,Kuckuck::N,കുയിൽ,käki
185,Schwan::N,അരയന്നം,joutsen
186,Fisch::N,മത്സ്യം,kala
187,Barsch::N,ഒരിനം മത്സ്യം,ahven
188,Hecht::N,ഒരു മത്സ്യം,hauki
189,Schlange[Tier]::N,പാമ്പ്,käärme
190,Wurm::N,വിര,mato
191,Spinne::N,ചിലന്തി,hämähäkki
192,Ameise::N,ഉറുമ്പ്,muurahainen
193,Laus::N,പേന്,täi
194,Mücke::N,മശകം,sääski
195,Mücke::N,മശകം,hyttynen
196,Fliege::N,ഈച്ച,kärpänen
197,Schmetterling::N,ചിത്രശലഭം,perhonen
198,Beere::N,ബെറി,marja
199,Apfel::N,ആപ്പിൾ,omena
200,Pilz::N,കൂൺ,sieni
201,Zwiebel::N,സവാള,sipuli
202,Saat::N,വിത്ത്,siemenet
203,Korn::N,ധാന്യം,jyvä
204,Korn::N,ധാന്യം,vilja
205,Heu::N,വയ്ക്കോൽ,heinä
206,Schale::N,തൊലി,kuori
207,Grube::N,കുഴി,kuoppa
208,Falle::N,കെണി,loukku
209,Schlinge::N,കുടുക്ക്,ansa
210,Spur::N,ചുവട്,jälki
211,Asche::N,ചാരം,tuhka
212,Dreck::N,അഴുക്ക്,lika
213,Eisen::N,ഇരുമ്പ്,rauta
214,Gold::N,സ്വർണ്ണം,kulta
215,Silber::N,വെള്ളി,hopea
216,Kohle::N,കൽക്കരി,hiili
217,Glas::N,ഗ്ലാസ്,lasi
218,Lehm::N,കളിമണ്ണ്,savi
219,Sand::N,മണൽ,hiekka
220,Mensch::N,മനുഷ്യർ,ihminen
221,Mann::N,പുരുഷൻ,mies
222,Frau::N,സ്ത്രീ,nainen
223,Kind::N,കുഞ്ഞ്,lapsi
224,Junge::N,ആൺകുട്ടി,poika
225,Mädchen::N,പെൺകുട്ടി,tyttö
226,Familie::N,കുടുംബം,perhe
227,Großvater::N,അപ്പൂപ്പൻ,isoisä
228,Großmutter::N,അമ്മുമ്മ,isoäiti
229,Eltern::N,മാതാപിതാക്കള്,vanhemmat
230,Vater::N,അച്ഛൻ,isä
231,Mutter::N,അമ്മ,äiti
232,Sohn::N,മകൻ,poika
233,Tochter::N,മകൾ,tytär
234,Bruder::N,ചേട്ടൻ,veli
235,Bruder::N,അനിയൻ,veli
236,Schwester::N,ചേച്ചി,sisko
237,Schwester::N,അനിയത്തി,sisko
238,Onkel::N,അമ്മാവൻ,eno
239,Onkel::N,അമ്മാവൻ,setä
240,Tante::N,മാമി,täti
241,Ehemann::N,ഭർത്താവ്,mies
242,Ehemann::N,ഭർത്താവ്,aviomies
243,Ehefrau::N,ഭാര്യ,vaimo
244,Ehefrau::N,ഭാര്യ,aviovaimo
245,Freude::N,ആഹ്ലാദം,ilo
246,Freude::N,ആഹ്ലാദം,riemu
247,Gelächter::N,ചിരിയുടെ ശബ്ദം,nauru
248,Glück::N,സന്തോഷം,onni
249,Glück::N,സന്തുഷ്ടി,onni
250,Kummer::N,ശോകം,suru
251,Kummer::N,ശോകം,murhe
252,Wunsch::N,ആഗ്രഹം,toive
253,Wunsch::N,ആഗ്രഹം,toivomus
254,Lust::N,ആഗ്രഹം,himo
255,Geist::N,ചുറുചുറുക്ക്,henki
256,Gedanke::N,ചിന്ത,aate
257,Gedanke::N,ചിന്ത,ajatus
258,Gedächtnis::N,ഓർമ്മശക്തി,muisti
259,Verstand::N,മനസ്സ്,äly
260,Verstand::N,മനസ്സ്,järki
261,Verstand::N,മനസ്സ്,ymmärrys
262,Sinn::N,അർത്ഥം,merkitys
263,Grund::N,കാരണം,syy
264,Grund::N,കാരണം,peruste
265,Wahrheit::N,സത്യം,tosi
266,Wahrheit::N,സത്യം,totuus
267,Gespräch::N,സല്ലാപം,puhelu
268,Gespräch::N,സല്ലാപം,keskustelu
269,Märchen::N,യക്ഷിക്കഥ,satu
270,Erzählung::N,കഥ,tarina
271,Erzählung::N,കഥ,kertomus
272,Nachricht::N,സന്ദേശം,tieto
273,Nachricht::N,സന്ദേശം,ilmoitus
274,Neuigkeit::N,വാർത്ത,uutinen
275,Name::N,പേര്,nimi
276,Rätsel::N,പ്രഹേളിക,arvoitus
277,Rede::N,സംസാരം,puhe
278,Sprache::N,ഭാഷ,kieli
279,Stimme::N,സ്വരം,ääni
280,Wort::N,വാക്ക്,sana
281,Zeichen::N,സംജ്ഞ,merkki
282,Ruf::N,വിളി,kutsu
283,Lärm::N,ആരവം,melu
284,Lärm::N,ആരവം,hälinä
285,Laut::N,ശബ്ദം,ääni
286,Ton::N,സ്വരഭേദം,sävel
287,Lied::N,പാട്ട്,laulu
288,Ruhe::N,നിശ്ചലത,lepo
289,Ruhe::N,നിശ്ചലത,rauha
290,Leute::N,ജനങ്ങൾ,väki
291,Leute::N,ജനങ്ങൾ,ihmiset
292,Volk::N,രാഷ്ടം,kansa
293,Arbeit::N,ജോലി,työ
294,Gast::N,അതിലി,vieras
295,Geschenk::N,സമ്മാനം,lahja
296,Spiel::N,കളി,peli
297,Spiel::N,കളി,leikki
298,Gesellschaft::N,കൂട്ടായ്മ,seura
299,Hilfe::N,സഹായം,apu
300,Freund::N,സുഹൃത്ത്,ystävä
301,Kamerad::N,കൂട്ടാളി,toveri
302,Angelegenheit::N,കാര്യം,asia
303,Anzahl::N,എണ്ണം,lukumäärä
304,Art::N,തരം,laji
305,Stück::N,കഷണം,pala
306,Stück::N,കഷണം,kappale
307,Teil::N,ഭാഗം,osa
308,Hälfte::N,പകുതി,puoli
309,Kreis::N,വൃത്തം,ympyrä
310,Kreuz::N,കുരിശടയാളം,risti
311,Linie::N,വര,viiva
312,Linie::N,രേഖ,viiva
313,Strich::N,പക്ഷാഘാതം,piirto
314,Abstand::N,വിടവ്,väli
315,Abstand::N,വിടവ്,väljyys
316,Entfernung::N,അകലം,etäisyys
317,Gegend::N,പ്രദേശം,seutu
318,Platz::N,ഇടം,tila
319,Ort::N,സ്ഥലം,kohta
320,Ort::N,സ്ഥലം,paikka
321,Seite::N,വശം,sivu
322,Seite::N,വശം,kylki
323,Mitte::N,മധ്യസ്ഥാനം,keskus
324,Mitte::N,മധ്യസ്ഥാനം,puoliväli
325,Gegenstand::N,സാധനം,kalu
326,Gegenstand::N,സാധനം,esine
327,Sache::N,വസ്തു,asia
328,Rand::N,തൊങ്ങൽ,ääri
329,Rand::N,തൊങ്ങൽ,syrjä
330,Kante::N,അറ്റം,särmä
331,Ecke::N,മൂല,nurkka
332,Spitze::N,അഗ്രം,terä
333,Spitze::N,അഗ്രം,kärki
334,Ende::N,അവസാനം,pää
335,Ende::N,അവസാനം,perä
336,Loch::N,ദ്വാരം,kolo
337,Loch::N,ദ്വാരം,reikä
338,Winkel::N,കോൺ,kulma
339,Muster::N,ക്രമം,kuvio
340,Größe::N,വലുപ്പം,koko
341,Größe::N,വലുപ്പം,suuruus
342,Länge::N,നീളം,pituus
343,Höhe::N,ഉയരം,korkeus
344,Gewicht::N,കട്ടി,paino
345,Menge::N,അളവ്,määrä
346,Haufen::N,കൂമ്പാരം,kasa
347,Reihe::N,വരി,rivi
348,Boot::N,ബോട്ട്,vene
349,Ruder::N,പങ്കായം,airo
350,Schlitten::N,ഉരുളില്ലാവണ്ടി,reki
351,Schlitten::N,ഉരുളില്ലാവണ്ടി,kelkka
352,Ski::N,ഹിമപാദുകം,suksi
353,Lagerfeuer::N,തീ,nuotio
354,Last::N,ഭാരം,kuorma
355,Gang::N,നടത്തം,kulku
356,Gang::N,നടത്തം,käynti
357,Schritt::N,ചുവട്,askel
358,Norden::N,വടക്ക്,pohjoinen
359,Süden::N,തെക്ക്,etelä
360,Westen::N,പടിഞ്ഞാറ്,länsi
361,Osten::N,കിഴക്ക്,itä
362,Holz::N,തടി,puu
363,Brett::N,ബോർഡ്,lauta
364,Platte::N,തകിട്,levy
365,Stütze::N,താങ്ങ്,noja
366,Stange::N,കമ്പ്,tanko
367,Stock::N,വടി,keppi
368,Stab::N,കുറുവടി,sauva
369,Stab::N,കുറുവടി,seiväs
370,Rohr::N,കുഴൽ,putki
371,Haus::N,വീട്,talo
372,Heim::N,വീട്,koti
373,Ofen::N,സ്റ്റൌ,uuni
374,Fußboden::N,തറ,lattia
375,Tisch::N,മേശ,pöytä
376,Stuhl::N,കസേര,tuoli
377,Wiege::N,തൊട്ടിൽ,kehto
378,Bett::N,കിടക്ക,sänky
379,Regal::N,ഷെൽഫ്,hylly
380,Kiste::N,പെട്ടി,arkku
381,Kiste::N,പെട്ടി,kirstu
382,Kiste::N,പെട്ടി,laatikko
383,Fenster::N,ജനൽ,ikkuna
384,Tür::N,വാതിൽ,ovi
385,Tor::N,കവാടം,portti
386,Zaun::N,വേലി,aita
387,Dach::N,മേൽക്കുര,katto
388,Leiter::N,ഏണി,tikkaat
389,Leiter::N,ഏണി,tikapuut
390,Besen::N,ചൂല്,luuta
391,Spaten::N,തൂമ്പ,lapio
392,Schaufel::N,തൂമ്പ,lapio
393,Gabel::N,മുൾക്കത്തി,haarukka
394,Löffel::N,സ്പൂൺ,lusikka
395,Messer::N,കത്തി,veitsi
396,Nagel::N,ആണി,naula
397,Netz::N,വല,verkko
398,Haken::N,കൊളുത്ത്,haka
399,Haken::N,കൊളുത്ത്,koukku
400,Griff::N,കൈപ്പിടി,ripa
401,Griff::N,കൈപ്പിടി,kahva
402,Schloss::N,പൂട്ട്,lukko
403,Bild::N,ചിത്രം,kuva
404,Figur::N,കണക്ക്,kuvio
405,Puppe::N,പാവ,nukke
406,Beutel::N,ബാഗ്,pussi
407,Bündel::N,കെട്ട്,nippu
408,Bündel::N,കെട്ട്,kimppu
409,Tasche::N,ബാഗ്,laukku
410,Eimer::N,ബക്കറ്റ്,sanko
411,Eimer::N,ബക്കറ്റ്,ämpäri
412,Deckel::N,ഉറ,kansi
413,Geschirr::N,പിഞ്ഞാണം,astia
414,Sack::N,ചാക്ക്,säkki
415,Tasse::N,കപ്പ്,kuppi
416,Topf::N,പാത്രം,pata
417,Kessel::N,കെറ്റ്ല്,kattila
418,Essen::N,ആഹാരസമയം,syönti
419,Nahrung::N,ഭക്ഷണം,ruoka
420,Nahrung::N,ഭക്ഷണം,ravinto
421,Speise::N,ഡിഷ്,ruoka
422,Fleisch::N,മാംസം,liha
423,Getreide::N,ചോളം,vilja
424,Brei::N,കഞ്ഞി,puuro
425,Brot::N,റോട്ടി,leipä
426,Scheibe::N,തുണ്ട്,viipale
427,Fett::N,കൊഴുപ്പ്,rasva
428,Butter::N,വെണ്ണ,voi
429,Öl::N,എണ്ണ,öljy
430,Salz::N,ഉപ്പ്,suola
431,Suppe::N,സൂപ്പ്,keitto
432,Honig::N,തേൻ,hunaja
433,Milch::N,പാൽ,maito
434,Tee::N,ചായ,tee
435,Leder::N,തുകൽ,nahka
436,Wolle::N,കമ്പിളി,villa
437,Stoff::N,തുണി,kangas
438,Nadel::N,സൂചി,neula
439,Faden::N,നൂല്,lanka
440,Knopf::N,ബട്ടൺ,nappi
441,Knoten::N,കുരുക്ക്,solmu
442,Farbe::N,പെയിൻറ്,maali
443,Kleidung::N,വസ്ത്രങ്ങൾ,vaatteet
444,Hemd::N,ഷർട്ട്,paita
445,Kragen::N,കുപ്പായക്കഴുത്ത്,kaulus
446,Ärmel::N,കുപ്പായക്കൈ,hiha
447,Hose::N,ട്രൌസർ,housut
448,Gürtel::N,ബെൽറ്റ്,vyö
449,Mütze::N,തൊപ്പി,lakki
450,Schuh::N,ഷൂ,kenkä
451,Stiefel::N,ബൂട്ട്,saapas
452,Ring::N,മോതിരം,sormus
453,Band::N,റിബൺ,nauha
454,Kamm::N,ചീപ്പ്,kampa
455,Spiegel::N,കണ്ണാടി,peili
456,Riemen::N,സ്ട്രാപ്പ്,hihna
457,Schnur::N,ചരട്,naru
458,Schnur::N,ചരട്,nuora
459,Leine::N,കെട്ടാനുള്ള തോൽവാർ,talutushihna
460,Decke::N,പുതപ്പ്,peite
461,Kissen::N,തലയിണ,tyyny
462,Kissen::N,തലയിണ,pielus
463,Tuch::N,സ്കാർഫ്,huivi
464,Handtuch::N,തോർത്ത്,pyyheliina
465,Kraft::N,ശക്തി,väki
466,Kraft::N,ശക്തി,voima
467,Stärke::N,ശക്തി,vahvuus
468,Gesundheit::N,ആരോഗ്യം,terveys
469,Krankheit::N,അസുഖം,tauti
470,Krankheit::N,അസുഖം,sairaus
471,Schmerz::N,വേദന,kipu
472,Schmerz::N,വേദന,särky
473,Wunde::N,മുറിവ്,haava
474,Fieber::N,പനി,kuume
475,Arznei::N,മരുന്ന്,lääke
476,Brücke::N,പാലം,silta
477,Brunnen::N,കിണർ,kaivo
478,Weide::N,മേച്ചൽ,laidun
479,Pfad::N,വഴി,polku
480,Weg::N,വഴി,tie
481,Straße::N,റോഡ്,katu
482,Dorf::N,ഗ്രാമം,kylä
483,Stadt::N,നഗരം,kaupunki
484,Brief::N,കത്ത്,kirje
485,Buch::N,പുസ്തകം,kirja
486,Buchstabe::N,അക്ഷരം,kirjain
487,Zeitung::N,വർത്തമാനപത്രം,lehti
488,Zeitung::N,വർത്തമാനപത്രം,sanomalehti
489,Leben::N,ജീവൻ,elo
490,Leben::N,ജീവൻ,elämä
491,Tod::N,മരണം,kuolema
492,Grab::N,ശവക്കുഴി,hauta
493,Kirche::N,പള്ളി,kirkko
494,Sünde::N,പാപം,synti
495,Gott::N,ദൈവം,jumala
496,Arbeiter::N,ജോലിക്കാരൻ,työläinen
497,Chef::N,മേധാവി,päällikkö
498,Meister::N,യജമാനൻ,mestari
499,Arzt::N,ഡോക്ടർ,lääkäri
500,Lehrer::N,അധ്യാപകൻ,opettaja
501,Geld::N,പണം,raha
502,Geschäft::N,ബിസിനസ്,liike
503,Laden::N,കട,puoti
504,Laden::N,കട,kauppa
505,Preis::N,വില,hinta
506,Ware::N,ചരക്ക്,tavara
507,Nutzen::N,ലാഭം,hyöty
508,Reichtum::N,ധനം,rikkaus
509,Welt::N,ലോകം,maailma
510,Land::N,രാജ്യം,maa
511,Staat::N,രാജ്യം,valtio
512,König::N,രാജാവ്,kuningas
513,Macht::N,അധികാരം,mahti
514,Grenze::N,അതിർത്തി,raja
515,Krieg::N,യുദ്ധം,sota
516,Feind::N,ശത്രു,vihollinen
517,Gewalt::N,അക്രമം,väkivalta
518,Kampf::N,പോരാട്ടം,taistelu
519,Bogen[Waffe]::N,വില്ല്,jousi
520,Pfeil::N,അമ്പ്,nuoli
521,Gewehr::N,തോക്ക്,kivääri
522,Fehler::N,പിശക്,vika
523,Fehler::N,പിശക്,virhe
524,Lüge::N,കള്ളം,valhe
525,Schaden::N,കേടുപാട്,vaurio
526,Schaden::N,കേടുപാട്,vahinko
527,Unglück::N,ദൌർഭാഗ്യം,vahinko
528,Unglück::N,ദൌർഭാഗ്യം,onnettomuus
529,Schuld::N,തെറ്റ്,syy
530,Alter::N,വയസ്സ്,ikä
531,Schluss::N,നിഗമനം,loppu
532,Zeit::N,സമയം,aika
533,Tag::N,ദിവസം,päivä
534,Morgen::N,പ്രഭാതം,aamu
535,Morgen::N,പ്രഭാതം,huomen
536,Mittag::N,ഉച്ച,keskipäivä
537,Abend::N,സായാഹ്നം,ilta
538,Nacht::N,രാത്രി,yö
539,Woche::N,ആഴ്ച,viikko
540,Monat::N,മാസം,kuukausi
541,Jahr::N,വർഷം,vuosi
542,Frühling::N,വസന്തം,kevät
543,Sommer::N,വേനൽ,kesä
544,Herbst::N,ശരത്കാലം,syksy
545,Winter::N,ശൈത്യം,talvi
546,Januar::N,ജനുവരി,tammikuu
547,Februar::N,ഫെബ്രുവരി,helmikuu
548,März::N,മാർച്ച്,maaliskuu
549,April::N,ഏപ്രിൾ മാസം,huhtikuu
550,Mai::N,മെയ് മാസം,toukokuu
551,Juni::N,ജൂൺ,kesäkuu
552,Juli::N,ജൂലൈ,heinäkuu
553,August::N,ആഗസ്റ്റ്,elokuu
554,September::N,സെപ്തംബർ,syyskuu
555,Oktober::N,ഒക്ടോബർ,lokakuu
556,November::N,നവംബർ,marraskuu
557,Dezember::N,ഡിസംബർ,joulukuu
558,Montag::N,തിങ്കളാഴ്ച,maanantai
559,Dienstag::N,ചൊവ്വ,tiistai
560,Mittwoch::N,ബുധനാഴ്ച,keskiviikko
561,Donnerstag::N,വ്യാഴാഴ്ച,torstai
562,Freitag::N,വെള്ളിയാഴ്ച,perjantai
563,Samstag::N,ശനിയാഴ്ച,lauantai
564,Sonntag::N,ഞായറാഴ്ച,sunnuntai
565,groß::A,വലിയ,iso
566,groß::A,വലിയ,suuri
567,klein::A,ചെറിയ,pieni
568,lang::A,നീണ്ട,pitkä
569,kurz::A,ഹ്രസ്വമായ,lyhyt
570,breit::A,വിശാലമായ,leveä
571,schmal::A,ഇടുങ്ങിയ,kapea
572,dicht::A,നിബിഡമായ,taaja
573,dick[Gegenstand]::A,തടിച്ച,paksu
574,dünn::A,മെലിഞ്ഞ,ohut
575,fein::A,നേർത്ത,hieno
576,fest::A,ഉറപ്പുള്ള,luja
577,flach::A,പരന്ന,litteä
578,flach::A,പരന്ന,tasainen
579,glatt::A,മിനുസമുള്ള,sileä
580,glatt::A,മിനുസമുള്ള,siloinen
581,hart::A,കട്ടിയുള്ള,kova
582,weich::A,മൃദുവായ,pehmeä
583,rund::A,വട്ടത്തിലുള്ള,pyöreä
584,spitz::A,മുനയുള്ള,terävä
585,scharf::A,മൂർച്ചയുള്ള,terävä
586,stumpf::A,തുറന്നടിക്കുന്ന,tylsä
587,schwer::A,ഭാരമുള്ള,raskas
588,schwer::A,ഭാരമുള്ള,painava
589,schön::A,മനോഹരമായ,kaunis
590,heiß::A,ചൂടുള്ള,kuuma
591,warm::A,ചൂടുള്ള,lämmin
592,kalt::A,തണുത്ത,kylmä
593,kalt::A,തണുത്ത,viluinen
594,kühl::A,തണുപ്പുള്ള,viileä
595,frisch::A,ശുദ്ധമായ,tuore
596,feucht::A,ഈറനുള്ള,kostea
597,nass::A,നനഞ്ഞ,märkä
598,trocken::A,വരണ്ട,kuiva
599,voll::A,നിറയെ,täysi
600,leer::A,ഒഴിഞ്ഞ,tyhjä
601,offen::A,തുറന്ന,avonainen
602,geschlossen::A,അടച്ച,suljettu
603,sauber::A,വൃത്തിയുള്ള,puhdas
604,schmutzig::A,അഴുക്കുനിറഞ്ഞ,likainen
605,roh::A,അസംസ്കൃതമായ,raaka
606,reif::A,പഴുത്ത,kypsä
607,lecker::A,രുചികരമായ,herkullinen
608,süß::A,മധുരമുള്ള,makea
609,bitter::A,കടുത്ത,karvas
610,bitter::A,കടുത്ത,kitkerä
611,sauer::A,പുളിപ്പുള്ള,hapan
612,hell::A,ജ്വലിക്കുന്ന,kirkas
613,hell::A,ജ്വലിക്കുന്ന,valoisa
614,dunkel::A,ഇരുണ്ട,pimeä
615,schwarz::A,കറുത്ത,musta
616,weiß::A,വെളുത്ത,valkea
617,rot::A,ചുവന്ന,punainen
618,gelb::A,മഞ്ഞനിറമായ,keltainen
619,blau::A,നീലനിറമുള്ള,sininen
620,grün::A,പച്ചനിറമുള്ള,vihreä
621,grau::A,ചാരനിറത്തിലുള്ള,harmaa
622,bunt::A,വർണ്ണശബളമായ,kirjava
623,billig::A,വിലകുറഞ്ഞ,halpa
624,billig::A,വിലകുറഞ്ഞ,huokea
625,teuer::A,ചെലവേറിയ,kallis
626,wertvoll::A,വിലപിടിപ്പുള്ള,arvokas
627,blind::A,അന്ധനായ,sokea
628,taub::A,കേൾവിക്കുറവുള്ള,kuuro
629,kräftig::A,ശക്തിയുള്ള,väkevä
630,kräftig::A,ശക്തിയുള്ള,voimakas
631,stark::A,ബലമുള്ള,vahva
632,schwach::A,ക്ഷീണിച്ച,heikko
633,fett::A,കൊഴുപ്പുള്ള,lihava
634,schlank::A,മെലിഞ്ഞ,hoikka
635,schlank::A,മെലിഞ്ഞ,solakka
636,hübsch::A,മനോഹരമായ,soma
637,hübsch::A,മനോഹരമായ,sievä
638,böse::A,പാപിയായ,paha
639,böse::A,പാപിയായ,häijy
640,dumm::A,വിവരംകെട്ട,tyhmä
