,Concept_ID,eu,et
126,Hügel::N,pentoka,küngas
127,Anhöhe::N,garai,küngas
128,Anhöhe::N,goragune,küngas
129,Berg::N,mendi,mägi
130,Gipfel::N,gain,mäetipp
131,Gipfel::N,tontor,mäetipp
132,Höhle::N,kobazulo,koobas
133,Abhang::N,aldapa,nõlvak
134,Quelle::N,iturri,allikas
135,Quelle::N,iturbegi,allikas
136,Bach::N,lats,oja
137,Bach::N,erreka,oja
138,Fluss::N,ibai,jõgi
139,Fluss::N,uhaitz,jõgi
140,Ufer::N,bazter,kallas
141,Küste::N,itsasalde,rannik
142,Festland::N,lehor,mander
143,Festland::N,lehor,maismaa
144,Meer::N,itsaso,meri
145,Bucht::N,golko,laht
146,Insel::N,irla,saar
147,Insel::N,uharte,saar
148,Blume::N,lili,lill
149,Gras::N,belar,rohi
150,Wurzel::N,zuztar,juur
151,Wurzel::N,sustrai,juur
152,Baum::N,zuhaitz,puu
153,Stamm::N,enbor,tüvi
154,Rinde::N,azal,koor
155,Ast::N,adar,oks
156,Zweig::N,abar,oks
157,Blatt::N,hosto,leht
158,Birke::N,urki,kask
159,Kiefer[Baum]::N,ler,mänd
160,Weide[Baum]::N,zume,paju
161,Weide[Baum]::N,sahats,paju
162,Tanne::N,izei,nulg
163,Horn::N,adar,sarv
164,Feder::N,luma,sulg
165,Feder::N,hegaki,sulg
166,Fell::N,ile,karvkate
167,Fell::N,ile,karusnahk
168,Fell::N,larru,karvkate
169,Fell::N,larru,karusnahk
170,Flügel::N,hego,tiib
171,Flügel::N,hego,tiivik
172,Klaue::N,atzapar,küüs
173,Kralle::N,erpe,küünis
174,Kralle::N,atzapar,küünis
175,Schwanz::N,isats,saba
176,Schwanz::N,buztan,saba
177,Ei::N,arrautza,muna
178,Nest::N,habia,pesa
179,Bau::N,ohantze,urg
180,Tier::N,abere,loom
181,Tier::N,piztia,loom
182,Herde::N,saldo,kari
183,Herde::N,abere talde,kari
184,Kuh::N,behi,lehm
185,Bulle::N,zezen,pull
186,Pferd::N,zaldi,hobune
187,Schaf::N,ardi,lammas
188,Schwein::N,urde,siga
189,Schwein::N,txerri,siga
190,Hund::N,txakur,koer
191,Katze::N,katu,kass
192,Bär::N,hartz,karu
193,Eichhörnchen::N,urtxintxa,orav
194,Elch::N,altze,põder
195,Fuchs::N,azeri,rebane
196,Hase::N,erbi,jänes
197,Maus::N,sagu,hiir
198,Wolf::N,otso,hunt
199,Vogel::N,txori,lind
200,Vogel::N,hegazti,lind
201,Schwarm::N,aldra,parv
202,Huhn::N,oilo,kana
203,Hahn::N,oilar,kukk
204,Gans::N,antzara,hani
205,Adler::N,arrano,kotkas
206,Ente::N,ahate,part
207,Eule::N,hontza,kakk
208,Eule::N,hontza,öökull
209,Kranich::N,kurrilo,kurg
210,Krähe::N,bele,vares
211,Kuckuck::N,kuku,kägu
212,Schwan::N,beltxarga,luik
213,Fisch::N,arrain,kala
214,Barsch::N,perka,ahven
215,Hecht::N,lutxo,haug
216,Schlange[Tier]::N,suge,uss
217,Wurm::N,har,uss
218,Wurm::N,har,vagel
219,Spinne::N,armiarma,ämblik
220,Ameise::N,inurri,sipelgas
221,Laus::N,zorri,täi
222,Mücke::N,eltxo,sääsk
223,Fliege::N,euli,kärbes
224,Schmetterling::N,pinpirin,liblikas
225,Schmetterling::N,tximeleta,liblikas
226,Beere::N,baia,mari
227,Apfel::N,sagar,õun
228,Pilz::N,onddo,seen
229,Pilz::N,perretxiko,seen
230,Zwiebel::N,tipula,sibul
231,Saat::N,haziak,seeme
232,Korn::N,ale,iva
233,Korn::N,ale,tera
234,Korn::N,pikor,iva
235,Korn::N,pikor,tera
236,Heu::N,belar ondu,hein
237,Schale::N,azal,koor
238,Grube::N,hobi,kaevand
239,Falle::N,harrapagailu,lõks
240,Falle::N,harrapagailu,püünis
241,Schlinge::N,bilur,aas
242,Schlinge::N,xedera,aas
243,Spur::N,lorratz,jälg
244,Asche::N,errauts,tuhk
245,Dreck::N,satsukeria,saast
246,Dreck::N,satsukeria,mustus
247,Eisen::N,burdina,raud
248,Gold::N,urre,kuld
249,Gold::N,urregorri,kuld
250,Silber::N,zilar,hõbe
251,Silber::N,urrezuri,hõbe
252,Kohle::N,ikatz,süsi
253,Glas::N,beira,klaas
254,Lehm::N,buztin,savi
255,Sand::N,harea,liiv
256,Sand::N,hondar,liiv
257,Mensch::N,gizaki,inimene
258,Mann::N,gizon,mees
259,Frau::N,andere,naine
260,Frau::N,emakume,naine
261,Kind::N,haur,laps
262,Junge::N,mutil,poiss
263,Mädchen::N,neska,tüdruk
264,Familie::N,sendi,perekond
265,Familie::N,familia,perekond
266,Großvater::N,aitona,vanaisa
267,Großvater::N,aitatxi,vanaisa
268,Großmutter::N,amona,vanaema
269,Großmutter::N,amatxi,vanaema
270,Eltern::N,gurasoak,vanemad
271,Vater::N,aita,isa
272,Mutter::N,ama,ema
273,Sohn::N,seme,poeg
274,Tochter::N,alaba,tütar
275,Bruder::N,neba,vend
276,Bruder::N,anaia,vend
277,Schwester::N,ahizpa,õde
278,Onkel::N,osaba,onu
279,Tante::N,izeba,tädi
280,Ehemann::N,senar,mees
281,Ehemann::N,senar,abikaasa
282,Ehefrau::N,emazte,naine
283,Ehefrau::N,emazte,abikaasa
284,Freude::N,poz,rõõm
285,Freude::N,pozkari,rõõm
286,Gelächter::N,barre,naer
287,Gelächter::N,karkara,naer
288,Glück::N,zori,õnn
289,Kummer::N,xangrin,mure
290,Kummer::N,xangrin,kurbus
291,Kummer::N,atsekabe,mure
292,Kummer::N,atsekabe,kurbus
293,Wunsch::N,nahi,soov
294,Wunsch::N,nahikunde,soov
295,Lust::N,gogo,himu
296,Geist::N,gogo,vaim
297,Gedanke::N,gogoeta,mõte
298,Gedächtnis::N,oroimen,mälu
299,Gedächtnis::N,gogoramen,mälu
300,Verstand::N,adimen,aru
301,Verstand::N,adimen,mõistus
302,Verstand::N,ulermen,aru
303,Verstand::N,ulermen,mõistus
304,Sinn::N,zentzu,tähendus
305,Grund::N,zergati,põhjus
306,Wahrheit::N,egia,tõde
307,Gespräch::N,hizketa,kõne
308,Gespräch::N,hizketa,vestlus
309,Gespräch::N,elkarrizketa,kõne
310,Gespräch::N,elkarrizketa,vestlus
311,Märchen::N,ipuin,muinasjutt
312,Erzählung::N,edesti,jutustus
313,Erzählung::N,kontakizun,jutustus
314,Nachricht::N,albiste,teade
315,Neuigkeit::N,berri,uudis
316,Name::N,izen,nimi
317,Rätsel::N,asmakizun,mõistatus
318,Rede::N,hitzaldi,kõne
319,Rede::N,mintzaldi,kõne
320,Sprache::N,hizkuntza,keel
321,Stimme::N,ahots,hääl
322,Wort::N,hitz,sõna
323,Zeichen::N,agerbide,märk
324,Zeichen::N,agergarri,märk
325,Ruf::N,dei,hüüe
326,Lärm::N,zarata,müra
327,Lärm::N,harrabots,müra
328,Laut::N,hots,hääl
329,Ton::N,tonu,toon
330,Ton::N,soinu,toon
331,Lied::N,abesti,laul
332,Ruhe::N,nasaitasun,rahu
333,Ruhe::N,nasaitasun,vaikus
334,Leute::N,jende,inimesed
335,Volk::N,herri,rahvas
336,Volk::N,populu,rahvas
337,Arbeit::N,lan,töö
338,Gast::N,arrotz,külaline
339,Gast::N,apopilo,külaline
340,Geschenk::N,opari,kingitus
341,Spiel::N,jolas,mäng
342,Gesellschaft::N,gizarte,selts
343,Hilfe::N,helpide,abi
344,Hilfe::N,laguntza,abi
345,Freund::N,lagun,sõber
346,Kamerad::N,adiskide,sõber
347,Kamerad::N,lagunkide,sõber
348,Angelegenheit::N,afera,asi
349,Anzahl::N,kopuru,arv
350,Anzahl::N,kopuru,hulk
351,Art::N,mota,liik
352,Stück::N,puska,tükk
353,Teil::N,atal,osa
354,Hälfte::N,erdi,pool
355,Kreis::N,biribilki,ring
356,Kreuz::N,gurutze,rist
357,Linie::N,linea,joon
358,Strich::N,marra,joon
359,Abstand::N,tarte,vahe
360,Entfernung::N,urrunera,kaugus
361,Entfernung::N,urrunera,vahemaa
362,Gegend::N,alderdi,ümbrus
363,Gegend::N,eskualde,ümbrus
364,Platz::N,leku,ruum
365,Ort::N,toki,paik
366,Seite::N,albo,pool
367,Mitte::N,erdi,keskpaik
368,Gegenstand::N,gauzaki,ese
369,Sache::N,gauza,ese
370,Rand::N,ertz,äär
371,Rand::N,ertz,serv
372,Kante::N,ertz,kant
373,Ecke::N,kantoi,nurk
374,Spitze::N,punta,teravik
375,Ende::N,buru,ots
376,Ende::N,buru,jupp
377,Ende::N,mutur,ots
378,Ende::N,mutur,jupp
379,Loch::N,zulo,auk
380,Winkel::N,zoko,nurk
381,Winkel::N,bazter,nurk
382,Muster::N,eredu,muster
383,Muster::N,marrazki,muster
384,Größe::N,kaizu,suurus
385,Größe::N,tamaina,suurus
386,Länge::N,luzera,pikkus
387,Höhe::N,goiera,kõrgus
388,Höhe::N,garaiera,kõrgus
389,Gewicht::N,hazta,kaal
390,Gewicht::N,hazta,raskus
391,Menge::N,kopuru,arv
392,Menge::N,kopuru,hulk
393,Haufen::N,pila,hunnik
394,Haufen::N,mendoi,hunnik
395,Reihe::N,ilara,rivi
396,Reihe::N,errenkada,rivi
397,Boot::N,potin,paat
398,Boot::N,txalupa,paat
399,Ruder::N,arraun,aer
400,Schlitten::N,lera,saan
401,Schlitten::N,narra,saan
402,Ski::N,eski,suusk
403,Lagerfeuer::N,su,lõke
404,Last::N,zama,koorem
405,Last::N,karga,koorem
406,Gang::N,ibilera,käik
407,Schritt::N,pauso,samm
408,Schritt::N,urrats,samm
409,Norden::N,ipar,põhi
410,Norden::N,iparralde,põhi
411,Süden::N,hego,lõuna
412,Süden::N,hegoalde,lõuna
413,Westen::N,sartalde,lääs
414,Westen::N,mendebalde,lääs
415,Osten::N,ekialde,ida
416,Osten::N,sortalde,ida
417,Holz::N,zur,puu
418,Brett::N,ohol,saelaud
419,Platte::N,lauza,plaat
420,Stütze::N,irozgarri,tugi
421,Stütze::N,bermagailu,tugi
422,Stange::N,haga,latt
423,Stange::N,haga,teivas
424,Stock::N,makila,kepp
425,Stab::N,makila,varras
426,Rohr::N,hodi,toru
427,Haus::N,etxe,maja
428,Heim::N,etxe,kodu
429,Heim::N,etxaleku,kodu
430,Ofen::N,berogailu,ahi
431,Fußboden::N,zoru,põrand
432,Tisch::N,mahai,laud
433,Stuhl::N,aulki,tool
434,Wiege::N,kuma,häll
435,Wiege::N,kuma,kätki
436,Wiege::N,sehaska,häll
437,Wiege::N,sehaska,kätki
438,Bett::N,ohe,voodi
439,Bett::N,ohatze,voodi
440,Regal::N,apalategi,riiul
441,Kiste::N,kutxa,kast
442,Fenster::N,leiho,aken
443,Tür::N,ate,uks
444,Tor::N,atari,värav
445,Zaun::N,hesi,aed
446,Zaun::N,hesi,tara
447,Dach::N,teilatu,katus
448,Leiter::N,zurubi,redel
449,Besen::N,erratz,luud
450,Spaten::N,burdinpala,labidas
451,Schaufel::N,pala,kühvel
452,Gabel::N,sardexka,kahvel
453,Löffel::N,koilara,lusikas
454,Messer::N,aizto,nuga
455,Nagel::N,iltze,nael
456,Netz::N,sare,võrk
457,Haken::N,mako,haak
458,Haken::N,mako,konks
459,Griff::N,eskutoki,sang
460,Griff::N,eskutoki,käepide
461,Schloss::N,sarraila,lukk
462,Bild::N,irudi,pilt
463,Figur::N,figura,kuju
464,Figur::N,figura,kujund
465,Puppe::N,panpina,nukk
466,Puppe::N,andrakila,nukk
467,Beutel::N,zorro,paun
468,Bündel::N,azao,kimp
469,Bündel::N,espal,kimp
470,Tasche::N,poltsa,kott
471,Eimer::N,treska,pang
472,Eimer::N,treska,ämber
473,Deckel::N,tapa,kaas
474,Deckel::N,estalki,kaas
475,Geschirr::N,baxera,nõud
476,Geschirr::N,ontziteria,nõud
477,Sack::N,zaku,kott
478,Tasse::N,kikara,tass
479,Topf::N,ontzi,pada
480,Topf::N,lapiko,pada
481,Kessel::N,pazia,pada
482,Essen::N,janaldi,söök
483,Nahrung::N,jan,toit
484,Speise::N,jaki,roog
485,Fleisch::N,okela,liha
486,Fleisch::N,haragi,liha
487,Getreide::N,labore,teravili
488,Brei::N,ahi,puder
489,Brei::N,pure,puder
490,Brot::N,ogi,sai
491,Brot::N,ogi,leib
492,Scheibe::N,xerra,viil
493,Scheibe::N,xerra,viilukas
494,Scheibe::N,pirripita,viil
495,Scheibe::N,pirripita,viilukas
496,Fett::N,urin,rasv
497,Fett::N,koipe,rasv
498,Butter::N,gurin,või
499,Öl::N,olio,õli
500,Salz::N,gatz,sool
501,Suppe::N,zopa,supp
502,Suppe::N,salda,supp
503,Honig::N,ezti,mesi
504,Milch::N,esne,piim
505,Tee::N,te,tee
506,Leder::N,larru,nahk
507,Wolle::N,artile,vill
508,Stoff::N,ehun,kangas
509,Nadel::N,orratz,nõel
510,Nadel::N,jostorratz,nõel
511,Faden::N,hari,niit
512,Knopf::N,botoi,nööp
513,Knoten::N,korapilo,sõlm
514,Farbe::N,pintura,värv
515,Kleidung::N,arropa,riided
516,Kleidung::N,arropa,riietus
517,Kleidung::N,jantziak,riided
518,Kleidung::N,jantziak,riietus
519,Hemd::N,atorra,särk
520,Hemd::N,alkandora,särk
521,Kragen::N,idun,krae
522,Ärmel::N,mahuka,varrukas
523,Hose::N,prakak,püksid
524,Hose::N,galtzak,püksid
525,Gürtel::N,gerriko,vöö
526,Mütze::N,txano,müts
527,Mütze::N,txapel,müts
528,Schuh::N,oski,king
529,Schuh::N,oinetako,king
530,Stiefel::N,bota,saabas
531,Ring::N,uztai,sõrmus
532,Band::N,zinta,lint
533,Band::N,xingola,lint
534,Kamm::N,orrazi,kamm
535,Spiegel::N,mirail,peegel
536,Riemen::N,uhal,rihm
537,Schnur::N,lokailu,nöör
538,Leine::N,lotura,jalutusrihm
539,Decke::N,burusi,tekk
540,Kissen::N,kuxin,padi
541,Tuch::N,zapi,kalev
542,Tuch::N,oihal,kalev
543,Handtuch::N,eskuzapi,käterätik
544,Handtuch::N,eskuoihal,käterätik
545,Kraft::N,indar,jõud
546,Stärke::N,indar,tugevus
547,Gesundheit::N,osasun,tervis
548,Krankheit::N,eritasun,haigus
549,Krankheit::N,gaixotasun,haigus
550,Schmerz::N,min,valu
551,Wunde::N,zauri,haav
552,Fieber::N,sukar,palavik
553,Arznei::N,osagai,ravim
554,Arznei::N,sendagai,ravim
555,Brücke::N,zubi,sild
556,Brunnen::N,putzu,kaev
557,Weide::N,alha,karjamaa
558,Weide::N,bazkaleku,karjamaa
559,Pfad::N,zidor,rada
560,Pfad::N,bidexka,rada
561,Weg::N,bide,tee
562,Straße::N,errepide,tee
563,Dorf::N,herri,küla
564,Stadt::N,hiri,linn
565,Brief::N,gutun,kiri
566,Brief::N,eskutitz,kiri
567,Buch::N,liburu,raamat
568,Buchstabe::N,hizki,täht
569,Zeitung::N,egunkari,ajaleht
570,Leben::N,bizi,elu
571,Leben::N,bizitza,elu
572,Tod::N,herio,surm
573,Tod::N,heriotza,surm
574,Grab::N,hobi,haud
575,Grab::N,hilobi,haud
576,Kirche::N,eliza,kirik
577,Sünde::N,hoben,patt
578,Sünde::N,bekatu,patt
579,Gott::N,jainko,jumal
580,Arbeiter::N,langile,tööline
581,Arbeiter::N,behargin,tööline
582,Chef::N,nagusi,ülemus
583,Chef::N,nagusi,juhataja
584,Meister::N,maisu,meister
585,Arzt::N,osagile,arst
586,Arzt::N,sendagile,arst
587,Lehrer::N,irakasle,õpetaja
588,Geld::N,diru,raha
589,Geschäft::N,negozio,äri
590,Laden::N,denda,pood
591,Laden::N,denda,kauplus
592,Laden::N,saltegi,pood
593,Laden::N,saltegi,kauplus
594,Preis::N,prezio,hind
595,Preis::N,salneurri,hind
596,Ware::N,salgai,kaup
597,Nutzen::N,onura,tulu
598,Nutzen::N,onura,kasulikkus
599,Nutzen::N,probetxu,tulu
600,Nutzen::N,probetxu,kasulikkus
601,Reichtum::N,aberastasun,rikkus
602,Welt::N,ludi,maailm
603,Welt::N,mundu,maailm
604,Land::N,herrialde,maa
605,Staat::N,estatu,riik
606,König::N,errege,kuningas
607,Macht::N,botere,võim
608,Grenze::N,muga,piir
609,Krieg::N,guda,sõda
610,Feind::N,etsai,vaenlane
611,Feind::N,arerio,vaenlane
612,Gewalt::N,bortxa,väevõim
613,Gewalt::N,bortizkeria,väevõim
614,Kampf::N,gudu,võitlus
615,Kampf::N,auska,võitlus
616,Bogen[Waffe]::N,arku,vibu
617,Pfeil::N,gezi,nool
618,Gewehr::N,fusil,püss
619,Fehler::N,huts,viga
620,Fehler::N,hutsegin,viga
621,Lüge::N,gezur,vale
622,Schaden::N,kalte,kahju
623,Unglück::N,zoritxar,häda
624,Unglück::N,zoritxar,õnnetus
625,Unglück::N,zorigaitz,häda
626,Unglück::N,zorigaitz,õnnetus
627,Schuld::N,erru,süü
628,Alter::N,adin,iga
629,Schluss::N,bukaera,lõpp
630,Zeit::N,aldi,aeg
631,Zeit::N,denbora,aeg
632,Tag::N,egun,päev
633,Morgen::N,goiz,hommik
634,Mittag::N,eguerdi,lõuna
635,Mittag::N,eguerdi,keskpäev
636,Abend::N,arrats,õhtu
637,Nacht::N,gau,öö
638,Woche::N,aste,nädal
639,Monat::N,hil,kuu
640,Jahr::N,urte,aasta
641,Frühling::N,udalehen,kevad
642,Sommer::N,uda,suvi
643,Herbst::N,udazken,sügis
644,Herbst::N,neguantz,sügis
645,Winter::N,negu,talv
646,Januar::N,urtarril,jaanuar
647,Februar::N,otsail,veebruar
648,März::N,martxo,märts
649,April::N,apiril,aprill
650,Mai::N,maiatz,mai
651,Juni::N,ekain,juuni
652,Juli::N,uztail,juuli
653,August::N,abuztu,august
654,September::N,irail,september
655,Oktober::N,urri,oktoober
656,November::N,azaro,november
657,Dezember::N,abendu,detsember
658,Montag::N,astelehen,esmaspäev
659,Dienstag::N,astearte,teisipäev
660,Mittwoch::N,asteazken,kesknädal
661,Donnerstag::N,ostegun,neljapäev
662,Freitag::N,ostiral,reede
663,Samstag::N,larunbat,laupäev
664,Sonntag::N,igande,pühapäev
665,groß::A,handi,suur
666,klein::A,txiki,väike
667,klein::A,txiki,pisike
668,lang::A,luze,pikk
669,kurz::A,labur,lühike
670,breit::A,zabal,lai
671,schmal::A,mehar,kitsas
672,dicht::A,sarri,tihe
673,dicht::A,trinko,tihe
674,dick[Gegenstand]::A,lodi,jäme
675,dünn::A,mehe,õhuke
676,dünn::A,mehe,peenike
677,fein::A,fin,peen
678,fein::A,fin,õhuke
679,fest::A,tinko,püsiv
680,fest::A,tinko,kindel
681,flach::A,lau,lame
682,flach::A,lau,tasane
683,flach::A,ordoki,lame
684,flach::A,ordoki,tasane
685,glatt::A,leun,sile
686,hart::A,gogor,kõva
687,weich::A,bigun,pehme
688,weich::A,beratz,pehme
689,rund::A,biribil,ümar
690,spitz::A,puntadun,torkav
691,scharf::A,zorrotz,terav
692,stumpf::A,kamuts,nüri
693,schwer::A,astun,raske
694,schwer::A,pisutsu,raske
695,schön::A,eder,kena
696,heiß::A,bero,kuum
697,heiß::A,bero,palav
698,heiß::A,oso bero,kuum
699,heiß::A,oso bero,palav
700,warm::A,bero,soe
701,kalt::A,hotz,külm
702,kühl::A,hotzil,jahe
703,frisch::A,fresko,värske
704,frisch::A,hozkirri,värske
705,feucht::A,heze,niiske
706,nass::A,busti,märg
707,trocken::A,siku,kuiv
708,trocken::A,lehor,kuiv
709,voll::A,bete,täis
710,leer::A,huts,tühi
711,offen::A,ireki,avatud
712,offen::A,ireki,lahtine
713,geschlossen::A,itxita,suletud
714,sauber::A,xahu,puhas
715,sauber::A,garbi,puhas
716,schmutzig::A,lohi,räpane
717,schmutzig::A,lohi,määrdunud
718,schmutzig::A,zikin,räpane
719,schmutzig::A,zikin,määrdunud
720,roh::A,gordin,toores
721,reif::A,umo,küps
722,reif::A,heldu,küps
723,lecker::A,goxo,hõrk
724,lecker::A,goxo,maitsev
725,süß::A,goxo,magus
726,bitter::A,karmin,mõru
727,bitter::A,garratz,mõru
728,sauer::A,mingots,hapu
729,hell::A,argi,hele
730,dunkel::A,ilun,pime
731,schwarz::A,beltz,must
732,weiß::A,zuri,valge
733,rot::A,gorri,punane
734,gelb::A,hori,kollane
735,blau::A,urdin,sinine
736,grün::A,berde,roheline
737,grün::A,musker,roheline
738,grau::A,urdin,hall
739,grau::A,urdinabar,hall
740,bunt::A,koloretsu,kirju
741,bunt::A,koloretsu,värviline
742,billig::A,merke,odav
743,teuer::A,garesti,kallis
744,wertvoll::A,baliotsu,väärtuslik
745,blind::A,itsu,pime
746,taub::A,gor,kurt
747,kräftig::A,kementsu,jõuline
748,stark::A,bizkor,tugev
749,stark::A,indartsu,tugev
750,schwach::A,ahul,nõrk
751,schwach::A,ahul,jõuetu
752,schwach::A,indargabe,nõrk
753,schwach::A,indargabe,jõuetu
754,fett::A,gizen,rasvane
755,schlank::A,lerden,sale
756,hübsch::A,polit,kena
757,böse::A,tzar,tige
758,böse::A,gaizto,tige
759,dumm::A,lelo,juhm
760,dumm::A,lelo,rumal
761,dumm::A,pello,juhm
762,dumm::A,pello,rumal
763,faul::A,nagi,laisk
764,faul::A,alfer,laisk
765,fleißig::A,maratz,virk
766,fleißig::A,maratz,hoolas
767,fleißig::A,lanzale,virk
768,fleißig::A,lanzale,hoolas
769,geizig::A,zeken,ihne
770,geizig::A,zikoitz,ihne
771,klug::A,zuhur,tark
772,klug::A,zuhur,arukas
773,klug::A,zuhur,mõistlik
774,geschickt::A,trebe,osav
775,geschickt::A,antzetsu,osav
776,lieb::A,maite,armas
777,lieb::A,laztan,armas
778,lustig::A,alaitsu,lõbus
779,sanft::A,eme,õrn
780,sanft::A,ezti,õrn
781,hungrig::A,gose,näljane
782,krank::A,eri,haige
783,krank::A,gaixo,haige
784,nackt::A,biluzi,alasti
785,traurig::A,itun,kurb
786,traurig::A,betilun,kurb
787,lebendig::A,bizirik,elus
788,gut::A,on,hea
789,schlecht::A,txar,halb
790,richtig::A,zuzen,õige
791,schlimm::A,larri,paha
792,wahr::A,egiazko,tõene
793,alt::A,zahar,vana
794,neu::A,berri,uus
795,ehemalig::A,lehengo,endine
796,alt[Lebewesen]::A,adindun,vana
797,jung::A,gazte,noor
798,arm::A,txiro,vaene
799,arm::A,behartsu,vaene
800,reich::A,dirudun,rikas
801,bekannt::A,ezagun,teada
802,bekannt::A,ezagun,tuttav
803,berühmt::A,entzun,tuntud
804,berühmt::A,ospetsu,tuntud
805,fremd::A,arrotz,võõras
806,verschieden::A,ezberdin,erinev
807,verschieden::A,desberdin,erinev
808,nah::A,hurre,lähedane
809,nah::A,hurbil,lähedane
810,fern::A,urrun,kauge
811,linker::A,ezker,vasak
812,rechter::A,eskuin,parem
813,anderer::A,beste,muu
814,anderer::A,beste,teine
815,erster::A,lehen,esimene
816,erster::A,aurren,esimene
817,zweiter::A,bigarren,teine
818,dritter::A,hirugarren,kolmas
819,letzter::A,azken,viimane
820,letzter::A,hondar,viimane
821,allein::ADV,bakarrik,üksi
822,auf einmal::ADV,batera,korraga
823,auf einmal::ADV,batera,ühekorraga
824,zusammen::ADV,elkarrekin,koos
825,zusammen::ADV,elkarrekin,üheskoos
826,lange::ADV,luzaro,kaua
827,plötzlich::ADV,bat-batean,äkki
828,plötzlich::ADV,bat-batean,järsku
829,sofort::ADV,berehala,kohe
830,später::ADV,gero,hiljem
831,jetzt::ADV,orain,nüüd
832,heute::ADV,gaur,täna
833,morgen::ADV,bihar,homme
834,bald::ADV,aurki,pea
835,bald::ADV,aurki,varsti
