,Concept_ID,da,sah
250,Märchen::N,eventyr,остуоруйа
251,Erzählung::N,fortælling,кэпсээн
252,Nachricht::N,efterretning,биллэриллии
253,Neuigkeit::N,nyhed,сонун
254,Name::N,navn,аат
255,Rätsel::N,gåde,таабырын
256,Rede::N,tale,этии
257,Sprache::N,sprog,тыл
258,Stimme::N,stemme,куолас
259,Wort::N,ord,тыл
260,Zeichen::N,tegn,бэлиэ
261,Ruf::N,råb,ыҥырыы
262,Lärm::N,larm,айдаан
263,Laut::N,lyd,тыас
264,Ton::N,tone,дорҕоон
265,Lied::N,sang,ырыа
266,Ruhe::N,ro,уу чуумпу
267,Ruhe::N,hvile,уу чуумпу
268,Leute::N,folk,дьон
269,Leute::N,mennesker,дьон
270,Volk::N,folk,дьон
271,Volk::N,folk,норуот
272,Arbeit::N,arbejde,үлэ
273,Gast::N,gæst,ыалдьыт
274,Geschenk::N,gave,бэлэх
275,Spiel::N,leg,оонньуу
276,Gesellschaft::N,selskab,общество
277,Hilfe::N,hjælp,көмө
278,Freund::N,ven,доҕор
279,Kamerad::N,kammerat,атас
280,Angelegenheit::N,sag,дьыала
281,Angelegenheit::N,anliggende,дьыала
282,Anzahl::N,antal,ахсаан
283,Art::N,art,биис
284,Stück::N,stykke,кырбас
285,Teil::N,del,ирээт
286,Hälfte::N,halvdel,аҥар
287,Kreis::N,cirkel,төгүрүк
288,Kreis::N,cirkel,төгүрүмтэ
289,Kreuz::N,kors,кириэс
290,Kreuz::N,kryds,кириэс
291,Linie::N,linie,сурааһын
292,Strich::N,streg,сурааһын
293,Abstand::N,afstand,арыт
294,Entfernung::N,afstand,ыраах
295,Gegend::N,egn,сир
296,Platz::N,plads,арыт
297,Ort::N,sted,сир
298,Seite::N,side,өрүт
299,Seite::N,side,сирэй
300,Mitte::N,midte,орто
301,Gegenstand::N,genstand,предмет
302,Sache::N,sag,мал
303,Rand::N,rand,кытыы
304,Rand::N,rand,ойоҕос
305,Kante::N,kant,кырыы
306,Ecke::N,hjørne,муннук
307,Spitze::N,spids,чыпчаал
308,Ende::N,ende,төбө
309,Loch::N,hul,тэһэҕэс
310,Loch::N,hul,дьөлөҕөс
311,Winkel::N,vinkel,муннук
312,Muster::N,mønster,оһуор
313,Größe::N,størrelse,кээмэй
314,Länge::N,længde,уста
315,Höhe::N,højde,үрдүк
316,Gewicht::N,vægt,ыйааһын
317,Menge::N,mængde,ахсаан
318,Haufen::N,bunke,чөмчөх
319,Reihe::N,række,кэккэ
320,Boot::N,båd,оҥочо
321,Ruder::N,åre,эрдии
322,Schlitten::N,kælk,сыарҕа
323,Schlitten::N,slæde,сыарҕа
324,Ski::N,ski,хайыһар
325,Lagerfeuer::N,lejrbål,кутаа
326,Last::N,last,ыарахан
327,Last::N,byrde,ыарахан
328,Gang::N,gang,хаамыы
329,Schritt::N,skridt,хардыы
330,Norden::N,nord,хоту
331,Süden::N,syd,соҕуруу
332,Westen::N,vest,арҕаа
333,Osten::N,øst,илин
334,Holz::N,træ,мас
335,Brett::N,bræt,дуоска
336,Brett::N,bræt,хаптаһын
337,Platte::N,plade,билиитэ
338,Stütze::N,støtte,тулааһын
339,Stange::N,stang,ураҕас
340,Stock::N,stok,мас
341,Stock::N,stok,баалкы
342,Stab::N,stav,ураҕас
343,Rohr::N,rør,турба
344,Haus::N,hus,дьиэ
345,Heim::N,hjem,дьиэ
346,Ofen::N,ovn,оһох
347,Fußboden::N,gulv,муоста
348,Tisch::N,bord,остуол
349,Stuhl::N,stol,устуул
350,Wiege::N,vugge,биһик
351,Bett::N,seng,кырабаат
352,Regal::N,reol,долбуур
353,Kiste::N,kasse,дьааһык
354,Fenster::N,vindue,түннүк
355,Tür::N,dør,аан
356,Tor::N,port,аан
357,Zaun::N,stakit,соппулуот
358,Dach::N,tag,кырыыса
359,Leiter::N,stige,кирилиэс
360,Besen::N,kost,миинньик
361,Spaten::N,spade,күрдьэх
362,Schaufel::N,skovl,күрдьэх
363,Gabel::N,gaffel,биилкэ
364,Löffel::N,ske,луоска
365,Messer::N,kniv,быһах
366,Nagel::N,søm,тоһоҕо
367,Netz::N,net,илим
368,Haken::N,krog,көхө
369,Griff::N,tag,ук
370,Griff::N,tag,тутаах
371,Griff::N,håndtag,ук
372,Griff::N,håndtag,тутаах
373,Schloss::N,lås,күлүүс
374,Bild::N,billede,хартыына
375,Figur::N,figur,фигура
376,Puppe::N,dukke,куукула
377,Beutel::N,pose,мөһөөччук
378,Bündel::N,bylt,баайыы
379,Bündel::N,bundt,баайыы
380,Tasche::N,taske,суумка
381,Eimer::N,spand,биэдэрэ
382,Deckel::N,låg,хаппах
383,Geschirr::N,husgeråd,иһит
384,Sack::N,sæk,куул
385,Tasse::N,kop,сэлиэнэй
386,Topf::N,gryde,көстүрүүҥкэ
387,Kessel::N,kedel,хочуол
388,Essen::N,måltid,аһылык
389,Nahrung::N,mad,ас
390,Nahrung::N,næring,ас
391,Speise::N,ret,аһылык
392,Fleisch::N,kød,эт
393,Getreide::N,korn,злактар
394,Brei::N,grød,хааһы
395,Brot::N,brød,килиэп
396,Scheibe::N,skive,куһуок
397,Fett::N,fedt,сыа
398,Butter::N,smør,арыы
399,Öl::N,olie,арыы
400,Salz::N,salt,туус
401,Suppe::N,suppe,мин
402,Honig::N,honning,мүөт
403,Milch::N,mælk,үүт
404,Tee::N,te,чэй
405,Leder::N,skind,тирии
406,Wolle::N,uld,түү
407,Stoff::N,stof,таҥас
408,Nadel::N,nål,иннэ
409,Faden::N,tråd,сап
410,Knopf::N,knap,тимэх
411,Knoten::N,knude,түмүк
412,Farbe::N,farve,кырааска
413,Kleidung::N,påklædning,таҥас
414,Hemd::N,skjorte,ырбаахы
415,Kragen::N,krave,саҕа
416,Ärmel::N,ærme,сиэх
417,Hose::N,bukser,ыстаан
418,Hose::N,bukser,бүрүүкэ
419,Gürtel::N,bælte,кур
420,Mütze::N,hue,бэргэһэ
421,Schuh::N,sko,бачыыҥка
422,Stiefel::N,støvle,саппыкы
423,Ring::N,ring,биһилэх
424,Band::N,bånd,лиэнтэ
425,Kamm::N,kam,тараах
426,Spiegel::N,spejl,сиэркилэ
427,Riemen::N,rem,кур
428,Schnur::N,snor,быа
429,Leine::N,snor,тэһиин
430,Decke::N,tæppe,суорҕан
431,Kissen::N,pude,сыттык
432,Tuch::N,sjaltørklæde,былаат
433,Handtuch::N,håndklæde,соттор
434,Kraft::N,kraft,сыра
435,Stärke::N,styrke,күүс
436,Gesundheit::N,sundhed,доруобуйа
437,Krankheit::N,sygdom,ыарыы
438,Schmerz::N,smerte,ыарыы
439,Wunde::N,sår,баас
440,Fieber::N,feber,түрүлгэн
441,Fieber::N,feber,лихорадка
442,Fieber::N,feber,температура
443,Arznei::N,medicin,эмп
444,Arznei::N,lægemiddel,эмп
445,Brücke::N,bro,күргэ
446,Brunnen::N,brønd,холуодьас
447,Weide::N,græsgang,мэччирэҥ
448,Pfad::N,sti,ыллык
449,Weg::N,vej,суол
450,Straße::N,gade,суол
451,Dorf::N,landsby,дэриэбинэ
452,Stadt::N,by,куорат
453,Brief::N,brev,сурук
454,Buch::N,bog,кинигэ
455,Buchstabe::N,bogstav,буква
456,Zeitung::N,avis,хаһыат
457,Leben::N,liv,тыын
458,Tod::N,død,өлүү
459,Grab::N,grav,иин
460,Kirche::N,kirke,таҥара дьиэтэ
461,Sünde::N,synd,айыы
462,Gott::N,gud,тангара
463,Arbeiter::N,arbejder,үлэһит
464,Chef::N,chef,баһылык
465,Chef::N,chef,начальник
466,Meister::N,mester,уус
467,Meister::N,mester,маастар
468,Arzt::N,læge,врач
469,Lehrer::N,lærer,учуутал
470,Geld::N,penge,харчы
471,Geschäft::N,forretning,идэ
472,Laden::N,butik,маҕаһыын
473,Laden::N,forretning,маҕаһыын
474,Preis::N,pris,сыана
475,Ware::N,vare,табаар
476,Nutzen::N,nytte,туһа
477,Reichtum::N,rigdom,баай
478,Welt::N,verden,аан дойду
479,Land::N,land,дойду
480,Staat::N,stat,государство
481,König::N,konge,король
482,Macht::N,magt,былаас
483,Grenze::N,grænse,кыраныысса
484,Krieg::N,krig,сэрии
485,Feind::N,fjende,өстөөх
486,Gewalt::N,vold,күүһүлээһин
487,Kampf::N,kamp,охсуһуу
488,Bogen[Waffe]::N,bue,ох
489,Pfeil::N,pil,ох
490,Gewehr::N,gevær,саа
491,Fehler::N,fejl,сыыһа
492,Lüge::N,løgn,сымыйа
493,Schaden::N,skade,хоромньу
494,Unglück::N,uheld,алдьархай
495,Unglück::N,ulykke,алдьархай
496,Schuld::N,skyld,буруй
497,Alter::N,alder,саас
498,Schluss::N,slut,тиһэх
499,Schluss::N,slutning,тиһэх
500,Zeit::N,tid,бириэмэ
501,Tag::N,dag,күн
502,Morgen::N,morgen,сарсыарда
503,Mittag::N,middag,күн ортото
504,Abend::N,aften,киэһэ
505,Nacht::N,nat,түүн
506,Woche::N,uge,нэдиэлэ
507,Monat::N,måned,ый
508,Jahr::N,år,сыл
509,Jahr::N,år,дьыл
510,Frühling::N,forår,саас
511,Sommer::N,sommer,сайын
512,Herbst::N,efterår,күһүн
513,Winter::N,vinter,кыһын
514,Januar::N,januar,тохсунньу
515,Februar::N,februar,олунньу
516,März::N,marts,кулун тутар
517,April::N,april,муус устар ый
518,Mai::N,maj,ыам ыйа
519,Juni::N,juni,бэс ыйа
520,Juli::N,juli,от ыйа
521,August::N,august,атырдьах ыйа
522,September::N,september,балаҕан ыйа
523,Oktober::N,oktober,алтынньы
524,November::N,november,сэтинньи
525,Dezember::N,december,ахсынньы
526,Montag::N,mandag,бэнидиэнньик
527,Dienstag::N,tirsdag,оптуорунньук
528,Mittwoch::N,onsdag,сэрэдэ
529,Donnerstag::N,torsdag,чэппиэр
530,Freitag::N,fredag,бээтинсэ
531,Samstag::N,lørdag,субуота
532,Sonntag::N,søndag,баскыһыанньа
533,groß::A,stor,бөдөҥ
534,groß::A,stor,улахан
535,klein::A,lille,кыр
536,lang::A,lang,уһун
537,kurz::A,kort,кылгас
538,breit::A,bred,кэтит
539,schmal::A,smal,кыараҕас
540,dicht::A,tæt,хойуу
541,dick[Gegenstand]::A,tyk,суон
542,dick[Gegenstand]::A,tyk,хойуу
543,dünn::A,tynd,чараас
544,fein::A,fin,бытархай
545,fein::A,fin,синньигес
546,fest::A,fast,бөҕө
547,fest::A,fast,кытаанах
548,flach::A,flad,хаптаҕай
549,glatt::A,glat,кылааккай
550,hart::A,hård,хатан
551,hart::A,hård,кытаанах
552,weich::A,blød,сымнаҕас
553,rund::A,rund,төгүрүк
554,spitz::A,spids,сытыы
555,spitz::A,spids,уһуктаах
556,scharf::A,skarp,сытыы
557,stumpf::A,sløv,сыппах
558,stumpf::A,stump,сыппах
559,schwer::A,tung,ыарахан
560,schön::A,skøn,кыраһыабай
561,heiß::A,hed,итии
562,warm::A,varm,ичигэс
563,kalt::A,kold,тымныы
564,kühl::A,kølig,сөрүүн
565,frisch::A,frisk,ыраас
566,frisch::A,frisk,сөрүүн
567,frisch::A,frisk,тымныы
568,feucht::A,fugtig,сииктээх
569,nass::A,våd,инчэҕэй
570,trocken::A,tør,кураан
571,voll::A,fuld,толору
572,leer::A,tom,иччитэх
573,offen::A,åben,аһаҕас
574,geschlossen::A,lukket,бүтэй
575,sauber::A,ren,сэбэр
576,schmutzig::A,snavset,кирдээх
577,roh::A,rå,сиикэй
578,reif::A,moden,буспут
579,reif::A,moden,сиппит-хоппут
580,lecker::A,lækker,минньигэс
581,süß::A,sød,минньигэс
582,bitter::A,bitter,аһыы
583,sauer::A,sur,аһыы
584,hell::A,lys,сырдык
585,dunkel::A,mørk,хараҥа
586,schwarz::A,sort,хара
587,weiß::A,hvid,үрүҥ
588,weiß::A,hvid,маҥан
589,rot::A,rød,кыһыл
590,gelb::A,gul,саһархай
591,blau::A,blå,күөх
592,grün::A,grøn,күөх
593,grün::A,grøn,от күөҕэ
594,grau::A,grå,сиэрэй
595,bunt::A,broget,эриэн
596,billig::A,billig,чэпчэки
597,teuer::A,dyr,сыаналаах
598,wertvoll::A,værdifuld,сыаналаах
599,blind::A,blind,хараҕа суох
600,taub::A,døv,дьүлэй
601,kräftig::A,kraftig,модун
602,stark::A,stærk,күүстээх
603,schwach::A,svag,мөлтөх
604,fett::A,fed,эмис
605,schlank::A,slank,дьылҕан
606,schlank::A,slank,дьыпсаҕай
607,hübsch::A,køn,олус кэрэ
608,hübsch::A,køn,көрүөхтэн үчүгэй
609,böse::A,ond,өһүөннээх
610,böse::A,slem,өһүөннээх
611,dumm::A,dum,акаары
612,faul::A,doven,нэс
613,fleißig::A,flittig,кыһамньылаах
614,geizig::A,gerrig,иҥсэлээх
615,klug::A,klog,өйдөөх
616,geschickt::A,dygtig,наһаа дьоҕурдаах
617,geschickt::A,behændig,наһаа дьоҕурдаах
618,lieb::A,rar,тапталлаах
619,lustig::A,lystig,көрдөөх
620,sanft::A,blid,намчы
621,sanft::A,blid,сымнаҕас
622,hungrig::A,sulten,аччык
623,krank::A,syg,ыалдьар
624,nackt::A,nøgen,сыгынньах
625,traurig::A,bedrøvet,санаарҕабыллаах
626,lebendig::A,levende,тыыннаах
627,gut::A,god,үтүө
628,gut::A,god,үчүгэй
629,schlecht::A,dårlig,куһаҕан
630,richtig::A,rigtig,сөп
631,schlimm::A,slem,сидьиҥ
632,schlimm::A,slem,быдьар
633,wahr::A,sand,кырдьык
634,alt::A,gammel,былыргы
635,neu::A,ny,саҥа
636,ehemalig::A,forhenværende,урукку
637,alt[Lebewesen]::A,gammel,кырдьаҕас
638,jung::A,ung,эдэр
639,arm::A,fattig,дьадаҥы
640,reich::A,rig,баай
641,bekannt::A,kendt,билэр
642,berühmt::A,berømt,аатырбыт
643,fremd::A,fremmed,атын
644,verschieden::A,forskellig,араас
645,nah::A,nær,чугас
646,fern::A,fjern,ыраах
647,linker::A,venstre,хаҥас
648,rechter::A,højre,уҥа
649,anderer::A,anden,атын
650,erster::A,første,маҥнайгы
651,zweiter::A,anden,иккис
652,dritter::A,tredje,үһүс
653,letzter::A,sidste,тиһэх
654,allein::ADV,alene,соҕотох
655,auf einmal::ADV,på én gang,биирдэ
656,zusammen::ADV,sammen,холбуу
657,lange::ADV,længe,уһуннук
658,plötzlich::ADV,pludselig,эмискэ
659,sofort::ADV,straks,тута
660,später::ADV,senere,хойут
661,jetzt::ADV,nu,билигин
662,heute::ADV,i dag,бүгүн
663,morgen::ADV,i morgen,сарсын
664,bald::ADV,snart,өтөр
665,dann::ADV,så,кэнна
666,gestern::ADV,i går,бэҕэһээ
667,einst::ADV,engang,биир төгүл
668,einst::ADV,engang,арай биирдэ
669,damals::ADV,dengang,оччоҕо
670,danach::ADV,derefter,аары
671,danach::ADV,derefter,ол кэнниттэн
672,vorher::ADV,før,урут
673,vorher::ADV,forud,урут
674,zuerst::ADV,først,маҥнай
675,einmal::ADV,en gang,биирдэ
676,manchmal::ADV,sommetider,арыт
677,oft::ADV,ofte,чаастатык
678,immer::ADV,altid,мэлдьи
679,niemals::ADV,aldrig,хаһан да
680,hier::ADV,her,маныаха
681,hierhin::ADV,hid,бэттэх
682,hierhin::ADV,herhen,бэттэх
683,von hier::ADV,herfra,мантан
684,dort::ADV,der,онно
685,dorthin::ADV,derhen,онно
686,geradeaus::ADV,lige ud,быһа
687,geradeaus::ADV,lige ud,быһаччы
688,vorwärts::ADV,fremad,инники
689,rückwärts::ADV,baglæns,төттөру
690,zurück::ADV,tilbage,төттөрү
691,unten::ADV,nede,аллара
692,unten::ADV,forneden,аллара
693,hinab::ADV,ned,аллара
694,hinab::ADV,nedad,аллара
695,oben::ADV,oppe,үөһэ
696,oben::ADV,ovenpå,үөһэ
697,hinauf::ADV,op,өрө
698,hinauf::ADV,op,үөһэ
699,hinauf::ADV,opad,өрө
700,hinauf::ADV,opad,үөһэ
701,überall::ADV,overalt,бэйдиэ
702,nicht::ADV,ikke,буолбатах
703,ein wenig::ADV,lidt,кыратык
704,kaum::ADV,knap,нэһиилэ
705,kaum::ADV,næppe,нэһиилэ
706,sehr::ADV,meget,бэрт
707,sehr::ADV,meget,наһаа
708,so::ADV,så,оччо
709,so::ADV,så,оннук
710,noch::ADV,endnu,өссө
711,nur::ADV,kun,эрэ
712,nur::ADV,kun,сыччах
713,nur::ADV,bare,эрэ
714,nur::ADV,bare,сыччах
715,schon::ADV,alt,бэлиэр
716,schon::ADV,allerede,бэлиэр
717,wieder::ADV,igen,эмиэ
718,vergebens::ADV,forgæves,таак
719,vor::PRP,foran,иннигэр
720,vor::PRP,uden for,иннигэр
721,hinter::PRP,bag,кэлин
722,hinter::PRP,bagved,кэлин
723,unter::PRP,under,-ҕа
724,unter::PRP,under,оһох түгэҕэ
725,durch::PRP,gennem,курдары
726,durch::PRP,igennem,курдары
727,neben::PRP,ved siden af,аттыгар
728,zwischen::PRP,mellem,ыккардынан
729,wegen::PRP,på grund af,уҥуортан
730,dies::PRN,dette,ити
731,dies::PRN,dette,бу
732,das::PRN,det,били
733,alles::PRN,alt,барыта
734,ich::PRN,jeg,мин
735,du::PRN,du,эн
736,er::PRN,han,кнни
737,wir::PRN,vi,биһиги
738,ihr::PRN,I,эһиги
739,sie::PRN,de,кинилэр
740,was::FPRN,hvad,туох
741,wer::FPRN,hvem,ким
742,wo::FADV,hvor,ханна
743,wohin::FADV,hvorhen,ханна
744,wie::FADV,hvordan,хайдах
745,warum::FADV,hvorfor,тоҕо
746,wieviel::FNUM,hvor meget,төһө
747,eins::NUM,én,биир
748,zwei::NUM,to,икки
749,drei::NUM,tre,үс
750,vier::NUM,fire,түөрт
751,fünf::NUM,fem,биэс
752,sechs::NUM,seks,алта
753,sieben::NUM,syv,сэттэ
754,acht::NUM,otte,аҕыс
755,neun::NUM,ni,тоҕус
756,zehn::NUM,ti,уон
757,elf::NUM,elleve,уон биир
758,zwölf::NUM,tolv,уон икки
759,zwanzig::NUM,tyve,сүүрбэ
760,dreißig::NUM,tredive,отут
761,vierzig::NUM,fyrre,түөрт уон
762,vierzig::NUM,fyrretyve,түөрт уон
763,fünfzig::NUM,halvtreds,биэс уон
764,sechzig::NUM,tres,алта уон
765,siebzig::NUM,halvfjerds,сэттэ уон
766,achtzig::NUM,firs,аҕыс уон
767,neunzig::NUM,halvfems,тоҕус уонус
768,hundert::NUM,hundrede,сүүс
769,tausend::NUM,tusind,тыһыынча
770,und::CNJ,og,да
771,und::CNJ,og,уонна
772,und::CNJ,og,итиэннэ
773,oder::CNJ,eller,эбэтэр
774,stehen::V,stå,тур
775,sitzen::V,sidde,олор
776,liegen::V,ligge,сыт
777,hängen::V,hænge,санньылый
778,werden::V,blive,буол
779,passieren::V,ske,буол
780,passieren::V,hænde,буол
781,beginnen::V,begynde,саҕалан
782,enden::V,ende,бүт
783,wechseln::V,veksle,уларый
784,aufgehen[Sonne]::V,gå op,ой
785,aufgehen[Sonne]::V,stå op,ой
786,untergehen[Sonne]::V,gå ned,киир
787,scheinen[Sonne]::V,skinne,сырдат
788,donnern::V,tordne,эт
