,Concept_ID,it,it
197,Schwein::N,maiale,maiale
198,Hund::N,cane,cane
199,Katze::N,gatta,gatta
200,Bär::N,orso,orso
201,Eichhörnchen::N,scoiàttolo,scoiàttolo
202,Elch::N,alce,alce
203,Fuchs::N,volpe,volpe
204,Hase::N,lepre,lepre
205,Maus::N,topo,topo
206,Maus::N,topo,sorcio
207,Maus::N,sorcio,topo
208,Maus::N,sorcio,sorcio
209,Wolf::N,lupo,lupo
210,Vogel::N,uccello,uccello
211,Schwarm::N,stormo,stormo
212,Huhn::N,gallina,gallina
213,Hahn::N,gallo,gallo
214,Gans::N,oca,oca
215,Adler::N,àquila,àquila
216,Ente::N,ànatra,ànatra
217,Eule::N,gufo,gufo
218,Eule::N,gufo,civetta
219,Eule::N,civetta,gufo
220,Eule::N,civetta,civetta
221,Kranich::N,gru,gru
222,Krähe::N,cornacchia,cornacchia
223,Kuckuck::N,cuccù,cuccù
224,Kuckuck::N,cuccù,cùculo
225,Kuckuck::N,cùculo,cuccù
226,Kuckuck::N,cùculo,cùculo
227,Schwan::N,cigno,cigno
228,Fisch::N,pesce,pesce
229,Barsch::N,pèrsico,pèrsico
230,Hecht::N,luccio,luccio
231,Schlange[Tier]::N,serpente,serpente
232,Wurm::N,baco,baco
233,Wurm::N,baco,verme
234,Wurm::N,verme,baco
235,Wurm::N,verme,verme
236,Spinne::N,ragno,ragno
237,Ameise::N,formica,formica
238,Laus::N,pidocchio,pidocchio
239,Mücke::N,zanzara,zanzara
240,Fliege::N,mosca,mosca
241,Schmetterling::N,farfalla,farfalla
242,Beere::N,bacca,bacca
243,Apfel::N,mela,mela
244,Pilz::N,fungo,fungo
245,Zwiebel::N,cipolla,cipolla
246,Saat::N,semente,semente
247,Korn::N,grano,grano
248,Heu::N,fieno,fieno
249,Schale::N,buccia,buccia
250,Grube::N,cava,cava
251,Grube::N,cava,fossa
252,Grube::N,fossa,cava
253,Grube::N,fossa,fossa
254,Falle::N,tràppola,tràppola
255,Schlinge::N,laccio,laccio
256,Spur::N,traccia,traccia
257,Asche::N,cenere,cenere
258,Dreck::N,fango,fango
259,Eisen::N,ferro,ferro
260,Gold::N,oro,oro
261,Silber::N,argento,argento
262,Kohle::N,carbone,carbone
263,Glas::N,vetro,vetro
264,Lehm::N,argilla,argilla
265,Sand::N,arena,arena
266,Sand::N,arena,sabbia
267,Sand::N,sabbia,arena
268,Sand::N,sabbia,sabbia
269,Mensch::N,uomo,uomo
270,Mensch::N,uomo,èssere umano
271,Mensch::N,èssere umano,uomo
272,Mensch::N,èssere umano,èssere umano
273,Mann::N,uomo,uomo
274,Frau::N,donna,donna
275,Kind::N,bambino,bambino
276,Junge::N,ragazzo,ragazzo
277,Mädchen::N,ragazza,ragazza
278,Familie::N,famiglia,famiglia
279,Großvater::N,nonno,nonno
280,Großmutter::N,nonna,nonna
281,Eltern::N,genitori,genitori
282,Vater::N,padre,padre
283,Mutter::N,madre,madre
284,Sohn::N,figlio,figlio
285,Tochter::N,figlia,figlia
286,Bruder::N,fratello,fratello
287,Schwester::N,sorella,sorella
288,Onkel::N,zio,zio
289,Tante::N,zia,zia
290,Ehemann::N,marito,marito
291,Ehefrau::N,moglie,moglie
292,Freude::N,gioia,gioia
293,Freude::N,gioia,piacere
294,Freude::N,piacere,gioia
295,Freude::N,piacere,piacere
296,Gelächter::N,risata,risata
297,Glück::N,felicità,felicità
298,Kummer::N,afflizione,afflizione
299,Wunsch::N,desiderio,desiderio
300,Lust::N,voglia,voglia
301,Geist::N,mente,mente
302,Geist::N,mente,spìrito
303,Geist::N,spìrito,mente
304,Geist::N,spìrito,spìrito
305,Gedanke::N,idea,idea
306,Gedanke::N,idea,pensiero
307,Gedanke::N,pensiero,idea
308,Gedanke::N,pensiero,pensiero
309,Gedächtnis::N,memoria,memoria
310,Verstand::N,intelletto,intelletto
311,Sinn::N,senso,senso
312,Sinn::N,senso,significato
313,Sinn::N,significato,senso
314,Sinn::N,significato,significato
315,Grund::N,causa,causa
316,Grund::N,causa,motivo
317,Grund::N,causa,ragione
318,Grund::N,motivo,causa
319,Grund::N,motivo,motivo
320,Grund::N,motivo,ragione
321,Grund::N,ragione,causa
322,Grund::N,ragione,motivo
323,Grund::N,ragione,ragione
324,Wahrheit::N,verità,verità
325,Gespräch::N,discorso,discorso
326,Gespräch::N,discorso,conversazione
327,Gespräch::N,conversazione,discorso
328,Gespräch::N,conversazione,conversazione
329,Märchen::N,fiaba,fiaba
330,Märchen::N,fiaba,fàvola
331,Märchen::N,fàvola,fiaba
332,Märchen::N,fàvola,fàvola
333,Erzählung::N,racconto,racconto
334,Erzählung::N,racconto,narrazione
335,Erzählung::N,narrazione,racconto
336,Erzählung::N,narrazione,narrazione
337,Nachricht::N,messaggio,messaggio
338,Neuigkeit::N,notizia,notizia
339,Name::N,nome,nome
340,Rätsel::N,indovinello,indovinello
341,Rede::N,discorso,discorso
342,Sprache::N,lingua,lingua
343,Sprache::N,lingua,linguaggio
344,Sprache::N,linguaggio,lingua
345,Sprache::N,linguaggio,linguaggio
346,Stimme::N,voce,voce
347,Wort::N,parola,parola
348,Zeichen::N,segno,segno
349,Zeichen::N,segno,segnale
350,Zeichen::N,segnale,segno
351,Zeichen::N,segnale,segnale
352,Ruf::N,chiamata,chiamata
353,Lärm::N,chiasso,chiasso
354,Lärm::N,chiasso,strèpito
355,Lärm::N,strèpito,chiasso
356,Lärm::N,strèpito,strèpito
357,Laut::N,suono,suono
358,Ton::N,tono,tono
359,Lied::N,canto,canto
360,Lied::N,canto,canzone
361,Lied::N,canzone,canto
362,Lied::N,canzone,canzone
363,Ruhe::N,calma,calma
364,Ruhe::N,calma,tranquillità
365,Ruhe::N,tranquillità,calma
366,Ruhe::N,tranquillità,tranquillità
367,Leute::N,gente,gente
368,Volk::N,pòpolo,pòpolo
369,Arbeit::N,lavoro,lavoro
370,Gast::N,òspite,òspite
371,Gast::N,òspite,invitato
372,Gast::N,invitato,òspite
373,Gast::N,invitato,invitato
374,Geschenk::N,regalo,regalo
375,Spiel::N,gioco,gioco
376,Gesellschaft::N,compagnìa,compagnìa
377,Hilfe::N,aiuto,aiuto
378,Hilfe::N,aiuto,soccorso
379,Hilfe::N,soccorso,aiuto
380,Hilfe::N,soccorso,soccorso
381,Freund::N,amico,amico
382,Kamerad::N,camerata,camerata
383,Angelegenheit::N,affare,affare
384,Angelegenheit::N,affare,faccenda
385,Angelegenheit::N,faccenda,affare
386,Angelegenheit::N,faccenda,faccenda
387,Anzahl::N,nùmero,nùmero
388,Anzahl::N,nùmero,quantità
389,Anzahl::N,quantità,nùmero
390,Anzahl::N,quantità,quantità
391,Art::N,tipo,tipo
392,Art::N,tipo,specie
393,Art::N,specie,tipo
394,Art::N,specie,specie
395,Stück::N,pezzo,pezzo
396,Teil::N,parte,parte
397,Hälfte::N,metà,metà
398,Kreis::N,cìrcolo,cìrcolo
399,Kreuz::N,croce,croce
400,Linie::N,lìnea,lìnea
401,Strich::N,tratto,tratto
402,Abstand::N,distanza,distanza
403,Entfernung::N,distanza,distanza
404,Entfernung::N,distanza,lontananza
405,Entfernung::N,lontananza,distanza
406,Entfernung::N,lontananza,lontananza
407,Gegend::N,regione,regione
408,Platz::N,posto,posto
409,Platz::N,posto,spazio
410,Platz::N,spazio,posto
411,Platz::N,spazio,spazio
412,Ort::N,luogo,luogo
413,Ort::N,luogo,località
414,Ort::N,località,luogo
415,Ort::N,località,località
416,Seite::N,lato,lato
417,Seite::N,lato,parte
418,Seite::N,parte,lato
419,Seite::N,parte,parte
420,Mitte::N,mezzo,mezzo
421,Mitte::N,mezzo,centro
422,Mitte::N,centro,mezzo
423,Mitte::N,centro,centro
424,Gegenstand::N,oggetto,oggetto
425,Sache::N,cosa,cosa
426,Rand::N,orlo,orlo
427,Rand::N,orlo,bordo
428,Rand::N,bordo,orlo
429,Rand::N,bordo,bordo
430,Kante::N,spìgolo,spìgolo
431,Ecke::N,canto,canto
432,Spitze::N,punta,punta
433,Ende::N,capo,capo
434,Ende::N,capo,estremità
435,Ende::N,estremità,capo
436,Ende::N,estremità,estremità
437,Loch::N,buco,buco
438,Winkel::N,àngolo,àngolo
439,Muster::N,disegno,disegno
440,Größe::N,taglia,taglia
441,Größe::N,taglia,grandezza
442,Größe::N,grandezza,taglia
443,Größe::N,grandezza,grandezza
444,Länge::N,lunghezza,lunghezza
445,Höhe::N,altezza,altezza
446,Gewicht::N,peso,peso
447,Menge::N,quantità,quantità
448,Haufen::N,cùmulo,cùmulo
449,Haufen::N,cùmulo,mucchio
450,Haufen::N,mucchio,cùmulo
451,Haufen::N,mucchio,mucchio
452,Reihe::N,fila,fila
453,Boot::N,barca,barca
454,Boot::N,barca,battello
455,Boot::N,battello,barca
456,Boot::N,battello,battello
457,Ruder::N,remo,remo
458,Schlitten::N,slitta,slitta
459,Ski::N,sci,sci
460,Lagerfeuer::N,falò,falò
461,Lagerfeuer::N,falò,fuoco di bivacco
462,Lagerfeuer::N,fuoco di bivacco,falò
463,Lagerfeuer::N,fuoco di bivacco,fuoco di bivacco
464,Last::N,càrico,càrico
465,Gang::N,andata,andata
466,Schritt::N,passo,passo
467,Norden::N,nord,nord
468,Norden::N,nord,settentrione
469,Norden::N,settentrione,nord
470,Norden::N,settentrione,settentrione
471,Süden::N,sud,sud
472,Süden::N,sud,meridione
473,Süden::N,meridione,sud
474,Süden::N,meridione,meridione
475,Westen::N,òvest,òvest
476,Westen::N,òvest,occidente
477,Westen::N,occidente,òvest
478,Westen::N,occidente,occidente
479,Osten::N,est,est
480,Osten::N,est,oriente
481,Osten::N,oriente,est
482,Osten::N,oriente,oriente
483,Holz::N,legno,legno
484,Brett::N,asse,asse
485,Brett::N,asse,tàvola
486,Brett::N,tàvola,asse
487,Brett::N,tàvola,tàvola
488,Platte::N,lastra,lastra
489,Platte::N,lastra,piastra
490,Platte::N,piastra,lastra
491,Platte::N,piastra,piastra
492,Stütze::N,supporto,supporto
493,Stange::N,sbarra,sbarra
494,Stange::N,sbarra,pèrtica
495,Stange::N,pèrtica,sbarra
496,Stange::N,pèrtica,pèrtica
497,Stock::N,verga,verga
498,Stock::N,verga,bastone
499,Stock::N,verga,bacchetta
500,Stock::N,bastone,verga
501,Stock::N,bastone,bastone
502,Stock::N,bastone,bacchetta
503,Stock::N,bacchetta,verga
504,Stock::N,bacchetta,bastone
505,Stock::N,bacchetta,bacchetta
506,Stab::N,asta,asta
507,Rohr::N,tubo,tubo
508,Haus::N,casa,casa
509,Heim::N,casa,casa
510,Ofen::N,stufa,stufa
511,Fußboden::N,pavimento,pavimento
512,Tisch::N,tàvolo,tàvolo
513,Stuhl::N,sedia,sedia
514,Wiege::N,culla,culla
515,Bett::N,letto,letto
516,Regal::N,scaffale,scaffale
517,Kiste::N,cassa,cassa
518,Fenster::N,finestra,finestra
519,Tür::N,porta,porta
520,Tor::N,portone,portone
521,Zaun::N,recinto,recinto
522,Dach::N,tetto,tetto
523,Leiter::N,scala,scala
524,Leiter::N,scala,scala a pioli
525,Leiter::N,scala a pioli,scala
526,Leiter::N,scala a pioli,scala a pioli
527,Besen::N,scopa,scopa
528,Spaten::N,vanga,vanga
529,Schaufel::N,pala,pala
530,Gabel::N,forchetta,forchetta
531,Löffel::N,cucchiaio,cucchiaio
532,Messer::N,coltello,coltello
533,Nagel::N,chiodo,chiodo
534,Netz::N,rete,rete
535,Haken::N,uncino,uncino
536,Griff::N,mànico,mànico
537,Griff::N,mànico,maniglia
538,Griff::N,maniglia,mànico
539,Griff::N,maniglia,maniglia
540,Schloss::N,serratura,serratura
541,Bild::N,quadro,quadro
542,Bild::N,quadro,immàgine
543,Bild::N,immàgine,quadro
544,Bild::N,immàgine,immàgine
545,Figur::N,figura,figura
546,Puppe::N,bàmbola,bàmbola
547,Beutel::N,borsa,borsa
548,Beutel::N,borsa,sacchetto
549,Beutel::N,sacchetto,borsa
550,Beutel::N,sacchetto,sacchetto
551,Bündel::N,fascio,fascio
552,Bündel::N,fascio,fagotto
553,Bündel::N,fagotto,fascio
554,Bündel::N,fagotto,fagotto
555,Tasche::N,borsa,borsa
556,Eimer::N,secchio,secchio
557,Deckel::N,coperchio,coperchio
558,Geschirr::N,stoviglie,stoviglie
559,Sack::N,sacco,sacco
560,Tasse::N,tazza,tazza
561,Topf::N,pèntola,pèntola
562,Kessel::N,paiolo,paiolo
563,Kessel::N,paiolo,calderone
564,Kessel::N,calderone,paiolo
565,Kessel::N,calderone,calderone
566,Essen::N,pasto,pasto
567,Essen::N,pasto,mangiare
568,Essen::N,mangiare,pasto
569,Essen::N,mangiare,mangiare
570,Nahrung::N,cibo,cibo
571,Nahrung::N,cibo,alimento
572,Nahrung::N,alimento,cibo
573,Nahrung::N,alimento,alimento
574,Speise::N,piatto,piatto
575,Fleisch::N,carne,carne
576,Getreide::N,cereali,cereali
577,Brei::N,purè,purè
578,Brei::N,purè,pappa
579,Brei::N,pappa,purè
580,Brei::N,pappa,pappa
581,Brot::N,pane,pane
582,Scheibe::N,fetta,fetta
583,Scheibe::N,fetta,trancia
584,Scheibe::N,trancia,fetta
585,Scheibe::N,trancia,trancia
586,Fett::N,grasso,grasso
587,Butter::N,burro,burro
588,Öl::N,olio,olio
589,Salz::N,sale,sale
590,Suppe::N,zuppa,zuppa
591,Suppe::N,zuppa,minestra
592,Suppe::N,minestra,zuppa
593,Suppe::N,minestra,minestra
594,Honig::N,miele,miele
595,Milch::N,latte,latte
596,Tee::N,tè,tè
597,Leder::N,pelle,pelle
598,Wolle::N,lana,lana
599,Stoff::N,panno,panno
600,Stoff::N,panno,tessuto
601,Stoff::N,tessuto,panno
602,Stoff::N,tessuto,tessuto
603,Nadel::N,ago,ago
604,Faden::N,filo,filo
605,Knopf::N,bottone,bottone
606,Knoten::N,nodo,nodo
607,Farbe::N,pittura,pittura
608,Kleidung::N,vestiti,vestiti
609,Kleidung::N,vestiti,vestiario
610,Kleidung::N,vestiario,vestiti
611,Kleidung::N,vestiario,vestiario
612,Hemd::N,camicia,camicia
613,Kragen::N,bàvero,bàvero
614,Kragen::N,bàvero,colletto
615,Kragen::N,colletto,bàvero
616,Kragen::N,colletto,colletto
617,Ärmel::N,mànica,mànica
618,Hose::N,calzoni,calzoni
619,Gürtel::N,cintura,cintura
620,Mütze::N,berretto,berretto
621,Schuh::N,scarpa,scarpa
622,Stiefel::N,stivale,stivale
623,Ring::N,anello,anello
624,Band::N,nastro,nastro
625,Band::N,nastro,fettuccia
626,Band::N,fettuccia,nastro
627,Band::N,fettuccia,fettuccia
628,Kamm::N,pèttine,pèttine
629,Spiegel::N,specchio,specchio
630,Riemen::N,cinghia,cinghia
631,Schnur::N,corda,corda
632,Leine::N,guinzaglio,guinzaglio
633,Decke::N,coperta,coperta
634,Kissen::N,cuscino,cuscino
635,Kissen::N,cuscino,guanciale
636,Kissen::N,guanciale,cuscino
637,Kissen::N,guanciale,guanciale
638,Tuch::N,fazzoletto,fazzoletto
639,Handtuch::N,asciugamano,asciugamano
640,Kraft::N,forza,forza
641,Stärke::N,forza,forza
642,Stärke::N,forza,vigore
643,Stärke::N,forza,fortezza
644,Stärke::N,vigore,forza
645,Stärke::N,vigore,vigore
646,Stärke::N,vigore,fortezza
647,Stärke::N,fortezza,forza
648,Stärke::N,fortezza,vigore
649,Stärke::N,fortezza,fortezza
650,Gesundheit::N,salute,salute
651,Krankheit::N,malattìa,malattìa
652,Schmerz::N,dolore,dolore
653,Wunde::N,piaga,piaga
654,Wunde::N,piaga,ferita
655,Wunde::N,ferita,piaga
656,Wunde::N,ferita,ferita
657,Fieber::N,febbre,febbre
658,Arznei::N,fàrmaco,fàrmaco
659,Arznei::N,fàrmaco,medicina
660,Arznei::N,medicina,fàrmaco
661,Arznei::N,medicina,medicina
662,Brücke::N,ponte,ponte
663,Brunnen::N,pozzo,pozzo
664,Weide::N,pàscolo,pàscolo
665,Pfad::N,sentiero,sentiero
666,Weg::N,via,via
667,Weg::N,via,cammino
668,Weg::N,cammino,via
669,Weg::N,cammino,cammino
670,Straße::N,strada,strada
671,Dorf::N,paese,paese
672,Dorf::N,paese,villaggio
673,Dorf::N,villaggio,paese
674,Dorf::N,villaggio,villaggio
675,Stadt::N,città,città
676,Brief::N,lèttera,lèttera
677,Buch::N,libro,libro
678,Buchstabe::N,lèttera,lèttera
679,Zeitung::N,giornale,giornale
680,Leben::N,vita,vita
681,Tod::N,morte,morte
682,Grab::N,tomba,tomba
683,Grab::N,tomba,sepolcro
684,Grab::N,sepolcro,tomba
685,Grab::N,sepolcro,sepolcro
686,Kirche::N,chiesa,chiesa
687,Sünde::N,peccato,peccato
688,Gott::N,dio,dio
689,Arbeiter::N,operaio,operaio
690,Arbeiter::N,operaio,lavoratore
691,Arbeiter::N,lavoratore,operaio
692,Arbeiter::N,lavoratore,lavoratore
693,Chef::N,capo,capo
694,Chef::N,capo,padrone
695,Chef::N,padrone,capo
696,Chef::N,padrone,padrone
697,Meister::N,mastro,mastro
698,Meister::N,mastro,maestro
699,Meister::N,maestro,mastro
700,Meister::N,maestro,maestro
701,Arzt::N,mèdico,mèdico
702,Arzt::N,mèdico,dottore
703,Arzt::N,dottore,mèdico
704,Arzt::N,dottore,dottore
705,Lehrer::N,professore,professore
706,Geld::N,soldi,soldi
707,Geld::N,soldi,denaro
708,Geld::N,denaro,soldi
709,Geld::N,denaro,denaro
710,Geschäft::N,affare,affare
711,Geschäft::N,affare,negozio
712,Geschäft::N,negozio,affare
713,Geschäft::N,negozio,negozio
714,Laden::N,negozio,negozio
715,Preis::N,prezzo,prezzo
716,Ware::N,merce,merce
717,Nutzen::N,ùtile,ùtile
718,Nutzen::N,ùtile,profitto
719,Nutzen::N,profitto,ùtile
720,Nutzen::N,profitto,profitto
721,Reichtum::N,ricchezza,ricchezza
722,Welt::N,mondo,mondo
723,Land::N,paese,paese
724,Staat::N,Stato,Stato
725,König::N,re,re
726,Macht::N,potere,potere
727,Grenze::N,confine,confine
728,Grenze::N,confine,frontiera
729,Grenze::N,frontiera,confine
730,Grenze::N,frontiera,frontiera
731,Krieg::N,guerra,guerra
732,Feind::N,nemico,nemico
733,Gewalt::N,violenza,violenza
734,Kampf::N,lotta,lotta
735,Bogen[Waffe]::N,arco,arco
736,Pfeil::N,freccia,freccia
737,Gewehr::N,fucile,fucile
738,Fehler::N,errore,errore
739,Fehler::N,errore,sbaglio
740,Fehler::N,sbaglio,errore
741,Fehler::N,sbaglio,sbaglio
742,Lüge::N,bugìa,bugìa
743,Lüge::N,bugìa,menzogna
744,Lüge::N,menzogna,bugìa
745,Lüge::N,menzogna,menzogna
746,Schaden::N,danno,danno
747,Unglück::N,sfortuna,sfortuna
748,Schuld::N,colpa,colpa
749,Alter::N,età,età
750,Schluss::N,fine,fine
751,Zeit::N,tempo,tempo
752,Tag::N,giorno,giorno
753,Tag::N,giorno,giornata
754,Tag::N,giornata,giorno
755,Tag::N,giornata,giornata
756,Morgen::N,mattina,mattina
757,Mittag::N,mezzogiorno,mezzogiorno
758,Abend::N,sera,sera
759,Abend::N,sera,serata
760,Abend::N,serata,sera
761,Abend::N,serata,serata
762,Nacht::N,notte,notte
763,Woche::N,settimana,settimana
764,Monat::N,mese,mese
765,Jahr::N,anno,anno
766,Frühling::N,primavera,primavera
767,Sommer::N,estate,estate
768,Herbst::N,autunno,autunno
769,Winter::N,inverno,inverno
770,Januar::N,gennaio,gennaio
771,Februar::N,febbraio,febbraio
772,März::N,marzo,marzo
773,April::N,aprile,aprile
774,Mai::N,maggio,maggio
775,Juni::N,giugno,giugno
776,Juli::N,luglio,luglio
777,August::N,agosto,agosto
778,September::N,settembre,settembre
779,Oktober::N,ottobre,ottobre
780,November::N,novembre,novembre
781,Dezember::N,dicembre,dicembre
782,Montag::N,lunedì,lunedì
783,Dienstag::N,martedì,martedì
784,Mittwoch::N,mercoledì,mercoledì
785,Donnerstag::N,giovedì,giovedì
786,Freitag::N,venerdì,venerdì
787,Samstag::N,sàbato,sàbato
788,Sonntag::N,domenica,domenica
789,groß::A,grande,grande
790,klein::A,pìccolo,pìccolo
791,lang::A,lungo,lungo
792,kurz::A,corto,corto
793,breit::A,largo,largo
794,schmal::A,stretto,stretto
795,dicht::A,denso,denso
796,dick[Gegenstand]::A,spesso,spesso
797,dünn::A,sottile,sottile
798,fein::A,fine,fine
799,fein::A,fine,delicato
800,fein::A,delicato,fine
801,fein::A,delicato,delicato
802,fest::A,sodo,sodo
803,fest::A,sodo,fisso
804,fest::A,fisso,sodo
805,fest::A,fisso,fisso
806,flach::A,piano,piano
807,flach::A,piano,piatto
808,flach::A,piatto,piano
809,flach::A,piatto,piatto
810,glatt::A,liscio,liscio
811,hart::A,duro,duro
812,weich::A,molle,molle
813,rund::A,rotondo,rotondo
814,spitz::A,aguzzo,aguzzo
815,spitz::A,aguzzo,appuntito
816,spitz::A,appuntito,aguzzo
817,spitz::A,appuntito,appuntito
818,scharf::A,affilato,affilato
819,scharf::A,affilato,tagliente
820,scharf::A,tagliente,affilato
821,scharf::A,tagliente,tagliente
822,stumpf::A,smussato,smussato
823,schwer::A,pesante,pesante
824,schön::A,bello,bello
825,heiß::A,caldo,caldo
826,heiß::A,caldo,bollente
