,Concept_ID,it,it
1585,siegen::V,vìncere,vìncere
1586,ärgern::V,stizzire,stizzire
1587,schlagen::V,bàttere,bàttere
1588,treten::V,calciare,calciare
1589,stechen::V,pùngere,pùngere
1590,stoßen::V,urtare,urtare
1591,stoßen::V,urtare,spìngere
1592,stoßen::V,spìngere,urtare
1593,stoßen::V,spìngere,spìngere
1594,stehlen::V,rubare,rubare
1595,stören::V,disturbare,disturbare
1596,belästigen::V,molestare,molestare
1597,belästigen::V,molestare,importunare
1598,belästigen::V,importunare,molestare
1599,belästigen::V,importunare,importunare
1600,verbergen::V,celare,celare
1601,verbergen::V,celare,nascondere
1602,verbergen::V,nascondere,celare
1603,verbergen::V,nascondere,nascondere
1604,täuschen::V,ingannare,ingannare
1605,betrügen::V,frodare,frodare
1606,betrügen::V,frodare,truffare
1607,betrügen::V,truffare,frodare
1608,betrügen::V,truffare,truffare
1609,töten::V,uccìdere,uccìdere
1610,wohnen::V,abitare,abitare
1611,arbeiten::V,lavorare,lavorare
1612,sammeln::V,raccògliere,raccògliere
1613,sammeln::V,raccògliere,collezionare
1614,sammeln::V,collezionare,raccògliere
1615,sammeln::V,collezionare,collezionare
1616,pflücken::V,cògliere,cògliere
1617,jagen::V,cacciare,cacciare
1618,fischen::V,pescare,pescare
1619,fassen::V,catturare,catturare
1620,fassen::V,catturare,acchiappare
1621,fassen::V,acchiappare,catturare
1622,fassen::V,acchiappare,acchiappare
1623,hüten::V,pascolare,pascolare
1624,treiben::V,spìngere,spìngere
1625,anbinden::V,legare,legare
1626,anbinden::V,legare,attaccare
1627,anbinden::V,attaccare,legare
1628,anbinden::V,attaccare,attaccare
1629,füttern::V,dar da mangiare a,dar da mangiare a
1630,melken::V,mùngere,mùngere
1631,hacken::V,tritare,tritare
1632,hacken::V,tritare,spaccare
1633,hacken::V,spaccare,tritare
1634,hacken::V,spaccare,spaccare
1635,gießen::V,annaffiare,annaffiare
1636,reifen::V,maturare,maturare
1637,zubereiten::V,preparare,preparare
1638,kochen::V,cuòcere,cuòcere
1639,backen::V,cuòcere,cuòcere
1640,backen::V,cuòcere,cuòcere al forno
1641,backen::V,cuòcere al forno,cuòcere
1642,backen::V,cuòcere al forno,cuòcere al forno
1643,braten::V,frìggere,frìggere
1644,braten::V,frìggere,arrostire
1645,braten::V,arrostire,frìggere
1646,braten::V,arrostire,arrostire
1647,umrühren::V,mescolare,mescolare
1648,stricken::V,llavorare a maglia,llavorare a maglia
1649,nähen::V,cucire,cucire
1650,färben::V,tìngere,tìngere
1651,reinigen::V,pulire,pulire
1652,reinigen::V,pulire,nettare
1653,reinigen::V,nettare,pulire
1654,reinigen::V,nettare,nettare
1655,waschen::V,lavare,lavare
1656,abwischen::V,asciugare,asciugare
1657,spülen::V,lavare,lavare
1658,spülen::V,lavare,sciacquare
1659,spülen::V,sciacquare,lavare
1660,spülen::V,sciacquare,sciacquare
1661,fegen::V,spazzare,spazzare
1662,kehren::V,spazzare,spazzare
1663,baden::V,bagnarsi,bagnarsi
1664,baden::V,bagnarsi,fare il bagno
1665,baden::V,fare il bagno,bagnarsi
1666,baden::V,fare il bagno,fare il bagno
1667,sich waschen::V,lavarsi,lavarsi
1668,ausziehen::V,tògliersi,tògliersi
1669,anziehen::V,mettersi,mettersi
1670,anziehen::V,mettersi,indossare
1671,anziehen::V,indossare,mettersi
1672,anziehen::V,indossare,indossare
1673,sich anziehen::V,vestirsi,vestirsi
1674,kämmen::V,pettinare,pettinare
1675,schmücken::V,ornare,ornare
1676,schmücken::V,ornare,decorare
1677,schmücken::V,decorare,ornare
1678,schmücken::V,decorare,decorare
1679,sagen::V,dire,dire
1680,sprechen::V,parlare,parlare
1681,reden::V,parlare,parlare
1682,sich unterhalten::V,conversare,conversare
1683,fragen::V,chièdere,chièdere
1684,fragen::V,chièdere,domandare
1685,fragen::V,domandare,chièdere
1686,fragen::V,domandare,domandare
1687,bitten::V,pregare,pregare
1688,erzählen::V,narrare,narrare
1689,erzählen::V,narrare,raccontare
1690,erzählen::V,raccontare,narrare
1691,erzählen::V,raccontare,raccontare
1692,mitteilen::V,comunicare,comunicare
1693,nennen::V,nominare,nominare
1694,rufen::V,chiamare,chiamare
1695,prahlen::V,vantarsi,vantarsi
1696,übersetzen::V,tradurre,tradurre
1697,denken::V,pensare,pensare
1698,glauben::V,credere,credere
1699,bemerken::V,notare,notare
1700,bemerken::V,notare,osservare
1701,bemerken::V,osservare,notare
1702,bemerken::V,osservare,osservare
1703,erkennen::V,riconoscere,riconoscere
1704,begreifen::V,capire,capire
1705,begreifen::V,capire,comprèndere
1706,begreifen::V,comprèndere,capire
1707,begreifen::V,comprèndere,comprèndere
1708,verstehen::V,intèndere,intèndere
1709,verstehen::V,intèndere,comprèndere
1710,verstehen::V,comprèndere,intèndere
1711,verstehen::V,comprèndere,comprèndere
1712,lernen::V,imparare,imparare
1713,lernen::V,imparare,apprèndere
1714,lernen::V,apprèndere,imparare
1715,lernen::V,apprèndere,apprèndere
1716,wissen::V,sapere,sapere
1717,sich erinnern an::V,ricordare,ricordare
1718,sich erinnern an::V,ricordare,ricordarsi di
1719,sich erinnern an::V,ricordarsi di,ricordare
1720,sich erinnern an::V,ricordarsi di,ricordarsi di
1721,vergessen::V,dimenticare,dimenticare
1722,messen::V,misurare,misurare
1723,zählen::V,contare,contare
1724,rechnen::V,contare,contare
1725,rechnen::V,contare,calcolare
1726,rechnen::V,calcolare,contare
1727,rechnen::V,calcolare,calcolare
1728,lesen::V,lèggere,lèggere
1729,malen::V,dipìngere,dipìngere
1730,zeichnen::V,disegnare,disegnare
1731,schreiben::V,scrìvere,scrìvere
1732,besitzen::V,possedere,possedere
1733,kaufen::V,comprare,comprare
1734,kaufen::V,comprare,acquistare
1735,kaufen::V,acquistare,comprare
1736,kaufen::V,acquistare,acquistare
1737,verkaufen::V,vendere,vendere
1738,bezahlen::V,pagare,pagare
1739,zahlen::V,pagare,pagare
1740,beherrschen::V,dominare,dominare
1741,ertragen::V,sopportare,sopportare
