,Concept_ID,ro,ba
162,Ei::N,ou,йомортҡа
163,Nest::N,cuib,оя
164,Bau::N,bârlog,оң
165,Bau::N,vizuină,оң
166,Tier::N,animal,жайуан
167,Tier::N,animal,йыртҡыс
168,Herde::N,turmă,көтөү
169,Herde::N,cireadă,көтөү
170,Kuh::N,vacă,һыйыр
171,Bulle::N,taur,үгеҙ
172,Pferd::N,cal,ат
173,Schaf::N,oaie,һарыҡ
174,Schwein::N,porc,сусҡа
175,Hund::N,câine,эт
176,Katze::N,pisică,бесәй
177,Bär::N,urs,айыу
178,Eichhörnchen::N,veveriță,тейен
179,Elch::N,elan,мышы
180,Fuchs::N,vulpe,төлкө
181,Hase::N,iepure,ҡуян
182,Maus::N,șoarece,сысҡан
183,Wolf::N,lup,бүре
184,Vogel::N,pasăre,ҡош
185,Schwarm::N,cârd,көтөү
186,Huhn::N,găină,тауыҡ
187,Hahn::N,cocoș,әтәс
188,Gans::N,gâscă,ҡаҙ
189,Adler::N,vultur,бөркөт
190,Ente::N,rață,өйрәк
191,Eule::N,bufniță,өкө
192,Eule::N,bufniță,ябалаҡ
193,Kranich::N,cocor,торна
194,Krähe::N,cioară,ҡарға
195,Kuckuck::N,cuc,кәкүк
196,Schwan::N,lebădă,аҡҡош
197,Fisch::N,pește,балыҡ
198,Barsch::N,biban,алабуға
199,Hecht::N,știucă,суртан
200,Schlange[Tier]::N,șarpe,йылан
201,Wurm::N,vierme,селяүсен
202,Spinne::N,păianjen,үрмәксе
203,Ameise::N,furnică,ҡырмыҫҡа
204,Laus::N,păduche,бет
205,Mücke::N,țânțar,серәкәй
206,Fliege::N,muscă,себен
207,Schmetterling::N,fluture,күбәләк
208,Beere::N,boabă,еләк
209,Apfel::N,măr,алма
210,Pilz::N,burete,бәшмәк
211,Pilz::N,ciupercă,бәшмәк
212,Zwiebel::N,ceapă,һуган
213,Saat::N,semănătură,орлоҡ
214,Korn::N,grâu,иген
215,Heu::N,fân,бесән
216,Schale::N,coajă,ҡабыҡ
217,Grube::N,groapă,соҡор
218,Falle::N,cursă,тоҙак
219,Falle::N,cursă,ҡапҡан
220,Falle::N,capcană,тоҙак
221,Falle::N,capcană,ҡапҡан
222,Schlinge::N,laț,тоҙак
223,Spur::N,dâră,әҫер
224,Asche::N,cenușă,көл
225,Dreck::N,noroi,батҡаҡ
226,Dreck::N,murdărie,батҡаҡ
227,Eisen::N,fier,тимер
228,Gold::N,aur,алтын
229,Silber::N,argint,көмөш
230,Kohle::N,cărbune,күмер
231,Glas::N,sticlă,быяла
232,Lehm::N,lut,балсыҡ
233,Lehm::N,humă,балсыҡ
234,Sand::N,nisip,ҡом
235,Mensch::N,om,кеше
236,Mensch::N,persoană,кеше
237,Mann::N,om,ир
238,Mann::N,bărbat,ир
239,Frau::N,femeie,ҡатын
240,Kind::N,copil,бала
241,Junge::N,băiat,малай
242,Junge::N,flăcău,малай
243,Mädchen::N,fată,ҡыҙ
244,Mädchen::N,fată,ҡыҙыҡай
245,Familie::N,familie,ғаилә
246,Großvater::N,bunic,олатай
247,Großvater::N,tată mare,олатай
248,Großmutter::N,bunică,әбәй
249,Großmutter::N,mamă mare,әбәй
250,Eltern::N,părinți,ата-әсә
251,Vater::N,tată,атай
252,Vater::N,părinte,атай
253,Mutter::N,mamă,әсә
254,Sohn::N,fiu,ул
255,Sohn::N,fecior,ул
256,Tochter::N,fiică,ҡыҙ
257,Bruder::N,frate,агай
258,Schwester::N,soră,алай
259,Schwester::N,soră,һеңле
260,Onkel::N,unchi,ағай
261,Tante::N,mătușă,апай
262,Ehemann::N,soț,ир
263,Ehemann::N,bărbat,ир
264,Ehefrau::N,soție,ҡатын
265,Freude::N,bucurie,шатлыҡ
266,Freude::N,bucurie,ҡыуаныс
267,Gelächter::N,râset,көлөү
268,Glück::N,fericire,бәхет
269,Kummer::N,mâhnire,ҡайғы
270,Wunsch::N,dorință,теләк
271,Wunsch::N,deziderat,теләк
272,Lust::N,poftă,әүәҫлек
273,Lust::N,înclinare,әүәҫлек
274,Geist::N,duh,аң
275,Geist::N,duh,рух
276,Geist::N,minte,аң
277,Geist::N,minte,рух
278,Geist::N,suflet,аң
279,Geist::N,suflet,рух
280,Gedanke::N,gând,уй
281,Gedanke::N,gând,фекер
282,Gedanke::N,cuget,уй
283,Gedanke::N,cuget,фекер
284,Gedächtnis::N,memorie,хәтер
285,Verstand::N,minte,аҡыл
286,Verstand::N,intelect,аҡыл
287,Sinn::N,sens,мәғәня
288,Sinn::N,înțeles,мәғәня
289,Grund::N,cauză,сәбәп
290,Grund::N,pricină,сәбәп
291,Wahrheit::N,adevăr,дөрөҫлөк
292,Gespräch::N,convorbire,әңгәмә
293,Gespräch::N,conversație,әңгәмә
294,Märchen::N,basm,әкиәт
295,Märchen::N,poveste,әкиәт
296,Erzählung::N,poveste,хикәйә
297,Nachricht::N,veste,хәбәр
298,Neuigkeit::N,noutate,яңылыҡ
299,Neuigkeit::N,actualitate,яңылыҡ
300,Name::N,nume,исем
301,Rätsel::N,ghicitoare,йомаҡ
302,Rede::N,discurs,телмәр
303,Sprache::N,limbă,тел
304,Sprache::N,limbă,телмәр
305,Sprache::N,limbaj,тел
306,Sprache::N,limbaj,телмәр
307,Stimme::N,glas,тауыш
308,Wort::N,cuvânt,һүҙ
309,Zeichen::N,semn,билдә
310,Zeichen::N,semnal,билдә
311,Ruf::N,chemare,саҡырыу
312,Lärm::N,zgomot,шаулау
313,Lärm::N,tărăboi,шаулау
314,Laut::N,sunet,тауыш
315,Ton::N,ton,яңғырау
316,Lied::N,cântec,йыр
317,Ruhe::N,odihnă,ял
318,Ruhe::N,odihnă,тыныслыҡ
319,Ruhe::N,liniște,ял
320,Ruhe::N,liniște,тыныслыҡ
321,Leute::N,lume,кешеләр
322,Leute::N,oameni,кешеләр
323,Volk::N,popor,халҡ
324,Volk::N,națiune,халҡ
325,Arbeit::N,lucru,эш
326,Gast::N,musafir,ҡунаҡ
327,Geschenk::N,dar,бүләк
328,Geschenk::N,cadou,бүләк
329,Spiel::N,joc,уйын
330,Gesellschaft::N,societate,йәмғиәт
331,Hilfe::N,ajutor,ярҙам
332,Freund::N,amic,дуҫ
333,Freund::N,prieten,дуҫ
334,Kamerad::N,tovarăș,иптәш
335,Angelegenheit::N,afacere,әш
336,Anzahl::N,număr,һан
337,Anzahl::N,cantitate,һан
338,Art::N,fel,төр
339,Art::N,specie,төр
340,Stück::N,bucată,киҫәк
341,Teil::N,parte,өлөш
342,Teil::N,porție,өлөш
343,Hälfte::N,jumătate,ярты
344,Kreis::N,cerc,түңәрәк
345,Kreuz::N,cruce,тәре
346,Linie::N,linie,һыҙыҡ
347,Strich::N,linie,һыҙат
348,Strich::N,trăsătură,һыҙат
349,Abstand::N,distanță,ара
350,Abstand::N,depărtare,ара
351,Entfernung::N,distanță,алыҫлыҡ
352,Entfernung::N,depărtare,алыҫлыҡ
353,Gegend::N,regiune,урын
354,Platz::N,loc,арауыҡ
355,Ort::N,loc,ерҙәр
356,Ort::N,loc,урындар
357,Ort::N,loc,эш урыны
358,Seite::N,latură,яҡ
359,Mitte::N,centru,урталыҡ
360,Gegenstand::N,obiect,нәмә
361,Sache::N,lucru,нәмә
362,Sache::N,lucru,әйбер
363,Sache::N,chestie,нәмә
364,Sache::N,chestie,әйбер
365,Rand::N,bordură,сит
366,Kante::N,muchie,ҡабырға
367,Kante::N,muchie,ян
368,Kante::N,bordură,ҡабырға
369,Kante::N,bordură,ян
370,Ecke::N,colț,мөйөш
371,Spitze::N,vârf,ос
372,Spitze::N,creștet,ос
373,Ende::N,capăt,аҙаҡ
374,Loch::N,gaură,тишек
375,Winkel::N,colț,мөйөш
376,Muster::N,desen,биҙәк
377,Größe::N,mărime,ҙурлыҡ
378,Länge::N,lungime,оҙонлоҡ
379,Höhe::N,înălțime,бейеклек
380,Gewicht::N,greutate,үлсәү
381,Menge::N,cantitate,һан
382,Haufen::N,grămadă,өйөм
383,Reihe::N,șir,рәт
384,Reihe::N,rând,рәт
385,Boot::N,barcă,кәмә
386,Boot::N,luntre,кәмә
387,Ruder::N,vâslă,ишкәк
388,Ruder::N,lopată,ишкәк
389,Schlitten::N,sanie,сана
390,Ski::N,schi,саңгы
391,Lagerfeuer::N,foc de tabără,костер
392,Last::N,povară,ауырлыҡ
393,Last::N,sarcină,ауырлыҡ
394,Gang::N,mers,барыу
395,Gang::N,umblet,барыу
396,Schritt::N,pas,аҙым
397,Norden::N,nord,төньяҡ
398,Norden::N,miazănoapte,төньяҡ
399,Süden::N,sud,көньяҡ
400,Süden::N,miazăzi,көньяҡ
401,Westen::N,apus,көнбайыш
402,Osten::N,est,көнсығыш
403,Osten::N,răsărit,көнсығыш
404,Holz::N,lemn,үағас
405,Brett::N,scândură,таҡта
406,Platte::N,placă,плита
407,Stütze::N,proptea,терәк
408,Stange::N,bară,кәртә
409,Stange::N,prăjină,кәртә
410,Stock::N,băț,таяҡ
411,Stock::N,baston,таяҡ
412,Stab::N,baston,ҡолға
413,Stab::N,prăjină,ҡолға
414,Rohr::N,tub,торба
415,Rohr::N,țeavă,торба
416,Haus::N,casă,өй
417,Haus::N,casă,йорт
418,Heim::N,casă,өй
419,Heim::N,cămin,өй
420,Ofen::N,sobă,мейес
421,Fußboden::N,podea,енес
422,Fußboden::N,dușumea,енес
423,Tisch::N,masă,өҫтәл
424,Stuhl::N,scaun,ултырғыс
425,Wiege::N,leagăn,бишек
426,Bett::N,pat,карауат
427,Regal::N,rafturi,кәштә
428,Kiste::N,ladă,йәшинк
429,Kiste::N,cutie,йәшинк
430,Fenster::N,fereastră,тәҙрә
431,Tür::N,ușă,ишек
432,Tor::N,poartă,ҡапҡа
433,Zaun::N,gard,ҡойма
434,Dach::N,acoperiș,түбә
435,Dach::N,acoperiș,ҡыйыҡ
436,Leiter::N,scară,баҫҡыс
437,Besen::N,mătură,һепертке
438,Spaten::N,cazma,көрәк
439,Spaten::N,hârleț,көрәк
440,Schaufel::N,lopată,көрәк
441,Gabel::N,furculiță,сәнске
442,Löffel::N,lingură,ҡалаҡ
443,Messer::N,cuțit,бысаҡ
444,Nagel::N,cui,сөй
445,Netz::N,plasă,ау
446,Haken::N,cârlig,ыргаҡ
447,Griff::N,mâner,тотҡа
448,Schloss::N,lacăt,йоҙаҡ
449,Bild::N,tablou,картина
450,Bild::N,imagine,картина
451,Figur::N,chip,һын
452,Figur::N,figură,һын
453,Puppe::N,păpușă,ҡурсаҡ
454,Beutel::N,pungă,тоҡ
455,Beutel::N,săculeț,тоҡ
456,Bündel::N,mănunchi,төргәк
457,Tasche::N,geantă,сумка
458,Eimer::N,găleată,биҙрә
459,Deckel::N,capac,ҡапҡас
460,Geschirr::N,vase,һауыт-һаба
461,Geschirr::N,tacâmuri,һауыт-һаба
462,Sack::N,sac,тоҡ
463,Tasse::N,ceașcă,сынаяҡ
464,Topf::N,oală,кәстрүл
465,Kessel::N,cazan,ҡаҙан
466,Kessel::N,căldare,ҡаҙан
467,Essen::N,mâncare,ашау
468,Nahrung::N,hrană,аҙыҡ
469,Nahrung::N,aliment,аҙыҡ
470,Speise::N,bucate,аш
471,Speise::N,fel de bucate,аш
472,Fleisch::N,carne,ит
473,Getreide::N,cereale,иген
474,Getreide::N,cereale,ашлыҡ
475,Brei::N,pireu,бутҡа
476,Brot::N,pâine,икмәк
477,Scheibe::N,felie,телем
478,Scheibe::N,bucată,телем
479,Fett::N,untură,май
480,Fett::N,grăsime,май
481,Butter::N,unt,май
482,Öl::N,ulei,май буяуы
483,Salz::N,sare,тоҙ
484,Suppe::N,supă,һурпа
485,Suppe::N,ciorbă,һурпа
486,Honig::N,miere,бал
487,Milch::N,lapte,һөт
488,Tee::N,ceai,сәй
489,Leder::N,piele,күн
490,Wolle::N,lână,йөн
491,Stoff::N,stofă,туҡыма
492,Nadel::N,ac,энә
493,Faden::N,ață,еп
494,Knopf::N,buton,төймә
495,Knoten::N,nod,төйөн
496,Farbe::N,vopsea,буяу
497,Kleidung::N,haine,кейем
498,Kleidung::N,îmbrăcăminte,кейем
499,Hemd::N,cămașă,күлдәк
500,Kragen::N,guler,яға
501,Ärmel::N,mânecă,ең
502,Hose::N,pantaloni,салбар
503,Gürtel::N,cordon,ҡайыш
504,Mütze::N,șapcă,бүрк
505,Schuh::N,gheată,туфли
506,Stiefel::N,cizmă,итек
507,Ring::N,inel,йөҙөк
508,Ring::N,inel,балдаҡ
509,Ring::N,verigă,йөҙөк
510,Ring::N,verigă,балдаҡ
511,Band::N,panglică,таҫма
512,Band::N,șiret,таҫма
513,Kamm::N,pieptene,тараҡ
514,Spiegel::N,oglindă,көзгө
515,Riemen::N,curea,ҡайыш
516,Schnur::N,funie,бау
517,Schnur::N,sfoară,бау
518,Leine::N,lesă,бау
519,Leine::N,curea,бау
520,Decke::N,pătură,одеяд
521,Kissen::N,pernă,мендәр
522,Tuch::N,batic,яулыҡ
523,Handtuch::N,prosop,таҫтамал
524,Handtuch::N,ștergar,таҫтамал
525,Kraft::N,forță,көс
526,Kraft::N,putere,көс
527,Stärke::N,tărie,көс
528,Stärke::N,vigoare,көс
529,Gesundheit::N,sănătate,һаулыҡ
530,Krankheit::N,boală,сир
531,Krankheit::N,boală,ауырыу
532,Krankheit::N,maladie,сир
533,Krankheit::N,maladie,ауырыу
534,Schmerz::N,durere,һыҙлау
535,Schmerz::N,durere,әрнеү
536,Wunde::N,rană,йәрәхәт
537,Fieber::N,febră,тапма
538,Fieber::N,febră,биҙгәк
539,Arznei::N,leac,дарыу
540,Arznei::N,medicament,дарыу
541,Brücke::N,pod,күпер
542,Brücke::N,punte,күпер
543,Brunnen::N,puț,ҡоҙоҡ
544,Weide::N,izlaz,көтөүлек
545,Weide::N,pășune,көтөүлек
546,Pfad::N,cărare,һуҡмаҡ
547,Weg::N,drum,юл
548,Straße::N,cale,урам
549,Straße::N,stradă,урам
550,Dorf::N,sat,ауыл
551,Stadt::N,oraș,ҡала
552,Brief::N,scrisoare,хат
553,Buch::N,carte,китап
554,Buch::N,carte,кенәгә
555,Buchstabe::N,literă,хәреф
556,Buchstabe::N,caracter,хәреф
557,Zeitung::N,ziar,гәзит
558,Zeitung::N,gazetă,гәзит
559,Leben::N,viață,йәшәү
560,Tod::N,moarte,үлем
561,Grab::N,groapă,ҡәбер
562,Grab::N,mormânt,ҡәбер
563,Kirche::N,biserică,сиркәү
564,Sünde::N,păcat,гөнаһ
565,Gott::N,zeu,алла
566,Gott::N,zeu,хоҙай
567,Arbeiter::N,muncitor,эшсе
568,Chef::N,șef,башлыҡ
569,Meister::N,meșter,оҫта
570,Meister::N,maestru,оҫта
571,Arzt::N,medic,врач
572,Arzt::N,doctor,врач
573,Lehrer::N,profesor,уҡытыусы
574,Lehrer::N,învățător,уҡытыусы
575,Geld::N,bani,аҡса
576,Geld::N,parale,аҡса
577,Geschäft::N,treabă,эш
578,Geschäft::N,afacere,эш
579,Laden::N,magazin,магазин
580,Laden::N,prăvălie,магазин
581,Preis::N,preț,хаҡ
582,Ware::N,marfă,тауар
583,Nutzen::N,folos,файҙа
584,Nutzen::N,profit,файҙа
585,Reichtum::N,avuție,байлыҡ
586,Reichtum::N,bogăție,байлыҡ
587,Welt::N,lume,донъя
588,Land::N,țară,ил
589,Staat::N,stat,дәүләт
590,König::N,rege,король
591,Macht::N,putere,власть
592,Macht::N,putință,власть
593,Grenze::N,hotar,сик
594,Grenze::N,graniță,сик
595,Grenze::N,frontieră,сик
596,Krieg::N,război,һуғыш
597,Feind::N,dușman,йылан
598,Gewalt::N,violență,көслөк
599,Kampf::N,luptă,көрәш
600,Bogen[Waffe]::N,arc,йәйә
601,Pfeil::N,săgeată,уҡ
602,Gewehr::N,armă,мылтыҡ
603,Gewehr::N,pușcă,мылтыҡ
604,Fehler::N,eroare,хата
605,Fehler::N,greșeală,хата
606,Lüge::N,minciună,ялған
607,Schaden::N,daună,зыян
608,Schaden::N,daună,зарар
609,Schaden::N,pagubă,зыян
610,Schaden::N,pagubă,зарар
611,Unglück::N,nenorocire,ҡаза
612,Schuld::N,vină,ғәйеп
613,Alter::N,etate,йәш
614,Alter::N,vârstă,йәш
615,Schluss::N,sfârșit,һуң
616,Schluss::N,sfârșit,аҙаҡ
617,Zeit::N,timp,мәл
618,Zeit::N,timp,заман
619,Zeit::N,vreme,мәл
620,Zeit::N,vreme,заман
621,Tag::N,zi,көн
622,Morgen::N,dimineață,иртә
623,Morgen::N,dimineață,иртәнсәк
624,Mittag::N,prânz,төш
625,Mittag::N,amiază,төш
626,Abend::N,seară,кис
627,Nacht::N,noapte,төн
628,Woche::N,săptămână,аҙна
629,Monat::N,lună,ай
630,Jahr::N,an,йыл
631,Frühling::N,primăvară,яҙ
632,Sommer::N,vară,йәй
633,Herbst::N,toamnă,көз
634,Winter::N,iarnă,ҡыш
635,Januar::N,ianuarie,ғинуар
636,Februar::N,februarie,февраль
637,März::N,martie,март
638,April::N,aprilie,апрель
639,Mai::N,mai,май
640,Juni::N,iunie,июнь
641,Juli::N,iulie,июль
642,August::N,august,август
643,September::N,septembrie,сентябрь
644,Oktober::N,octombrie,октябрь
645,November::N,noiembrie,ноябрь
646,Dezember::N,decembrie,декабрь
647,Montag::N,luni,дүшәмбе
648,Dienstag::N,marți,шишәмбе
649,Mittwoch::N,miercuri,шаршамбы
650,Donnerstag::N,joi,кесаҙна
651,Freitag::N,vineri,йома
652,Samstag::N,sâmbătă,шәмбе
653,Sonntag::N,duminică,йәкшәмбе
654,groß::A,mare,ҙур
655,klein::A,mic,бәләкәс
656,lang::A,lung,оҙон
657,kurz::A,scurt,ҡыҫҡа
658,breit::A,lat,киң
659,breit::A,larg,киң
660,schmal::A,strâmt,тар
661,dicht::A,des,йыш
662,dicht::A,des,ҡуйы
663,dick[Gegenstand]::A,gros,ҡалын
664,dünn::A,subțire,йоҡа
665,dünn::A,subțire,нәҙек
666,fein::A,fin,нескә
667,fein::A,subțire,нескә
668,fest::A,tare,ныҡ
669,fest::A,solid,ныҡ
670,flach::A,șes,яҫы
671,flach::A,șes,ялпаҡ
672,flach::A,plan,яҫы
673,flach::A,plan,ялпаҡ
674,glatt::A,lins,шыма
675,hart::A,dur,ҡаты
676,weich::A,moale,йомшаҡ
677,rund::A,rotund,түңәрәк
678,rund::A,circular,түңәрәк
679,spitz::A,ascuțit,осло түбәле
680,scharf::A,tăios,үткер
681,scharf::A,ascuțit,үткер
682,stumpf::A,tocit,утмәҫ
683,schwer::A,greu,ауыр
684,schön::A,frumos,матур
685,heiß::A,cald,эҫе
686,heiß::A,fierbinte,эҫе
687,warm::A,cald,йылы
688,warm::A,fierbinte,йылы
689,kalt::A,rece,һыуыҡ
690,kühl::A,rece,һалҡынса
691,kühl::A,răcoros,һалҡынса
692,frisch::A,răcoros,һалҡынса
693,frisch::A,proaspăt,һалҡынса
694,feucht::A,umed,еүеш
695,feucht::A,umed,дымлы
696,feucht::A,jilav,еүеш
697,feucht::A,jilav,дымлы
698,nass::A,ud,еүеш
699,trocken::A,sec,кипкән
700,trocken::A,uscat,кипкән
701,voll::A,plin,тулы
702,leer::A,gol,буш
703,offen::A,deschis,асыҡ
704,geschlossen::A,închis,ябыҡ
705,sauber::A,curat,таҙа
706,schmutzig::A,murdar,бысраҡ
707,roh::A,crud,сей
708,reif::A,copt,өлгөрғән
709,lecker::A,gustos,тәмле
710,süß::A,dulce,тямле
711,süß::A,dulce,тәм-том
712,bitter::A,amar,әсе
713,sauer::A,acru,әсе
714,hell::A,clar,яҡты
715,hell::A,luminos,яҡты
716,dunkel::A,obscur,ҡараңғы
717,dunkel::A,întunecos,ҡараңғы
718,schwarz::A,negru,ҡара
719,weiß::A,alb,аҡ
720,rot::A,roșu,матур
721,rot::A,roșu,һылыу
722,rot::A,roșu,сибәр
723,gelb::A,galben,һары
724,blau::A,albastru,күк
725,grün::A,verde,йәшел
726,grau::A,gri,буҙ
727,grau::A,cenușiu,буҙ
728,bunt::A,colorat,сыбар
729,bunt::A,colorat,ала-ҡола
730,billig::A,ieftin,арзан
731,teuer::A,scump,ҡыйбатлы
732,wertvoll::A,prețios,ҡиммәтле
733,blind::A,orb,һуҡыр
734,taub::A,surd,һаңғырау
735,kräftig::A,tare,көслө
736,kräftig::A,tare,ҡеүәтле
737,kräftig::A,forte,көслө
738,kräftig::A,forte,ҡеүәтле
739,kräftig::A,robust,көслө
740,kräftig::A,robust,ҡеүәтле
741,stark::A,viguros,көслө
742,stark::A,viguros,ҡеүәтле
743,stark::A,puternic,көслө
744,stark::A,puternic,ҡеүәтле
745,schwach::A,slab,көсһөҙ
746,schwach::A,debil,көсһөҙ
747,fett::A,gras,һимеҙ
748,schlank::A,zvelt,зифа
749,hübsch::A,drăguț,матур
750,böse::A,rău,асыулы
751,böse::A,răutăcios,асыулы
752,dumm::A,nerod,иҫәр
753,dumm::A,tâmpit,иҫәр
754,faul::A,leneș,иренсәк
755,fleißig::A,harnic,тырыш
756,fleißig::A,sârguincios,тырыш
757,geizig::A,calic,һаран
758,geizig::A,zgârcit,һаран
759,klug::A,isteț,аҡыллы
760,klug::A,deștept,аҡыллы
761,geschickt::A,dibaci,оҫта
762,lieb::A,drag,яғымлы
763,lieb::A,iubit,яғымлы
764,lustig::A,vesel,күңелле
765,sanft::A,blând,йыуаш
766,sanft::A,blajin,йыуаш
767,hungrig::A,flămând,ас
768,krank::A,bolnav,сирле
769,krank::A,bolnav,ауырыу
770,nackt::A,gol,яланғас
771,traurig::A,trist,яманһыу
772,traurig::A,mâhnit,яманһыу
773,lebendig::A,viu,тере
774,lebendig::A,viu,йәнле
775,gut::A,bun,яҡшы
776,schlecht::A,rău,хөрт
777,schlecht::A,rău,алама
778,schlecht::A,prost,хөрт
779,schlecht::A,prost,алама
780,richtig::A,drept,дөрөҫ
781,richtig::A,corect,дөрөҫ
782,schlimm::A,rău,хөрт
