,Concept_ID,os,lt
52,Sehne::N,нуар,sausgyslė
53,Knochen::N,стӕг,kaulas
54,Gehirn::N,магъз,smegenys
55,Herz::N,зӕрдӕ,širdis
56,Magen::N,ахсӕн,skrandis
57,Leber::N,игæр,kepenys
58,Atem::N,улӕфт,kvapas
59,Hunger::N,стонг,badas
60,Hunger::N,стонг,alkis
61,Träne::N,цæссыг,ašara
62,Geschmack::N,ад,skonis
63,Geruch::N,смаг,kvapas
64,Schlaf::N,хуыссӕг,miegas
65,Traum::N,фын,sapnas
66,Himmel::N,арв,dangus
67,Himmel::N,уӕларв,dangus
68,Sonne::N,хур,saulė
69,Mond::N,мӕй,mėnulis
70,Stern::N,стъалы,žvaigždė
71,Luft::N,уӕлдӕф,oras
72,Wind::N,дымгӕ,vėjas
73,Welle::N,уылӕн,banga
74,Welle::N,уылӕн,vilnis
75,Wasser::N,дон,vanduo
76,Stein::N,дур,akmuo
77,Boden::N,зӕхх,žemė
78,Boden::N,зӕхх,dugnas
79,Erde::N,сыджыт,žemė
80,Staub::N,рыг,dulkės
81,Rauch::N,фӕздӕг,dūmai
82,Funke::N,цӕхӕр,kibirkštis
83,Feuer::N,зынг,ugnis
84,Licht::N,рухс,šviesa
85,Schatten::N,аууон,paūksmė
86,Wetter::N,боныхъӕд,oras
87,Nebel::N,мигъ,migla
88,Nebel::N,мигъ,rūkas
89,Wolke::N,ӕврагъ,debesis
90,Regen::N,уарын,lietus
91,Schnee::N,мит,sniegas
92,Eis::N,их,ledas
93,Frost::N,ихæн,šalna
94,Kälte::N,уазал,šaltis
95,Hitze::N,ӕнтӕф,karštis
96,Raureif::N,халас,šerkšnas
97,Regenbogen::N,арвырон,vaivorykštė
98,Regenbogen::N,арвырдын,vaivorykštė
99,Donner::N,æрвнæрын,perkūnas
100,Donner::N,æрвнæрын,griaustinis
101,Strömung::N,цыд,tėkmė
102,Tropfen::N,æртах,lašas
103,Schaum::N,фынк,putos
104,Schmutz::N,цъыф,purvas
105,See::N,цад,ežeras
106,Sumpf::N,цъыфдзаст,klampynė
107,Sumpf::N,цъыфдзаст,liūnas
108,Moor::N,цъыфдзаст,pelkė
109,Wiese::N,уыгӕрдӕн,pieva
110,Wald::N,хъӕд,miškas
111,Hügel::N,обау,kalva
112,Hügel::N,къуыбыр,kalva
113,Anhöhe::N,уæлвæз,kauburys
114,Anhöhe::N,уæлхох,kauburys
115,Berg::N,хох,kalnas
116,Gipfel::N,цъупп,viršūnė
117,Höhle::N,лӕгӕт,ola
118,Abhang::N,къул,šlaitas
119,Abhang::N,къул,nuokalnė
120,Quelle::N,суадон,versmė
121,Quelle::N,суадон,šaltinis
122,Bach::N,мӕсчъыдон,upelis
123,Fluss::N,дон,upė
124,Fluss::N,цӕугӕдон,upė
125,Ufer::N,был,krantas
126,Küste::N,донбыл,pajūris
127,Festland::N,сурзæхх,sausuma
128,Meer::N,денджыз,jūra
129,Bucht::N,донбакæлæн,įlanka
130,Bucht::N,донбакæлæн,užutekis
131,Insel::N,сакъадах,sala
132,Blume::N,дидинӕг,gėlė
133,Gras::N,кӕрдӕг,žolė
134,Wurzel::N,уидаг,šaknis
135,Baum::N,бӕлас,medis
136,Stamm::N,хӕтӕл,kamienas
137,Rinde::N,цъар,žievė
138,Ast::N,арх,šaka
139,Zweig::N,къалиу,šakelė
140,Blatt::N,сыф,lapas
141,Birke::N,бæрз,beržas
142,Kiefer[Baum]::N,нӕзы,pušis
143,Weide[Baum]::N,хӕрис,karklas
144,Tanne::N,наз,eglė
145,Tanne::N,наз,kėnis
146,Horn::N,сыкъа,ragas
147,Feder::N,сис,plunksna
148,Fell::N,царм,kailis
149,Flügel::N,базыр,sparnas
150,Klaue::N,ных,kanopa
151,Kralle::N,дзӕмбы,nagas
152,Schwanz::N,къӕдзил,uodega
153,Ei::N,айк,kiaušinis
154,Nest::N,ахстон,gūžta
155,Nest::N,ахстон,lizdas
156,Bau::N,хуынкъ,ola
157,Tier::N,сырд,gyvūnas
158,Tier::N,цӕрӕгой,gyvūnas
159,Herde::N,дзуг,banda
160,Herde::N,дзуг,kaimenė
161,Herde::N,рӕгъау,banda
162,Herde::N,рӕгъау,kaimenė
163,Kuh::N,хъуг,karvė
164,Bulle::N,гал,bulius
165,Pferd::N,бӕх,arklys
166,Schaf::N,фыс,avis
167,Schwein::N,хуы,kiaulė
168,Hund::N,куыдз,šuo
169,Katze::N,гӕды,katė
170,Bär::N,арс,lokys
171,Eichhörnchen::N,æхсæрæг,voveraitė
172,Elch::N,цæгатаг саг,briedis
173,Fuchs::N,рувас,lapė
174,Hase::N,тæрхъус,kiškas
175,Maus::N,мыст,pelė
176,Wolf::N,бирӕгъ,vilkas
177,Vogel::N,цъиу,paukštis
178,Vogel::N,маргъ,paukštis
179,Schwarm::N,бал,spiečius
180,Huhn::N,карк,višta
181,Hahn::N,уасӕг,gaidys
182,Gans::N,хъаз,žąsis
183,Adler::N,цӕргӕс,erelis
184,Ente::N,ацц,antis
185,Eule::N, уыг,pelėda
186,Eule::N,сидахъ,pelėda
187,Kranich::N,зырнæг,gervė
188,Kranich::N,хърихъупп,gervė
189,Krähe::N,халон,varna
190,Kuckuck::N,гаккук,gegužė
191,Schwan::N,доныхъаз,gulbė
192,Fisch::N,кӕсаг,žuvis
193,Barsch::N,окунь,ešerys
194,Hecht::N,хихор кӕсаг,lydeka
195,Schlange[Tier]::N,калм,gyvatė
196,Wurm::N,зулкъ,kirmėlė
197,Wurm::N,къуыдыргалм,kirmėlė
198,Spinne::N,хӕлуарӕг,voras
199,Ameise::N,мæлдзыг,skruzdė
200,Laus::N,сыст,utėlė
201,Mücke::N,къогъо,uodas
202,Fliege::N,бындз,musė
203,Schmetterling::N,гæлæбу,drugys
204,Schmetterling::N,гæлæбу,peteliškė
205,Beere::N,гагадыргъ,uoga
206,Apfel::N,фӕткъуы,obuolys
207,Pilz::N,зокъо,grybas
208,Pilz::N,къозо,grybas
209,Zwiebel::N,хъӕдындз,svogūnas
210,Saat::N,тауинаг,sėkla
211,Saat::N,мыггаг,sėkla
212,Korn::N,мыггаг,grūdai
213,Korn::N,тауинаг,grūdai
214,Heu::N,хос,šienas
215,Schale::N,цъар,žievelė
216,Grube::N,урм,duobė
217,Grube::N,къахт,duobė
218,Grube::N,дзыхъхъ,duobė
219,Falle::N,цъысым,pinklės
220,Falle::N,цъысым,žabangai
221,Falle::N,къӕппӕг,pinklės
222,Falle::N,къӕппӕг,žabangai
223,Schlinge::N,цасм,kilpa
224,Spur::N,фæд,vėžė
225,Spur::N,фæд,pėdos
226,Spur::N,фæд,pėdsakas
227,Asche::N,фӕнык,pelenai
228,Asche::N,ӕртхутӕг,pelenai
229,Dreck::N,цъыф,purvas
230,Eisen::N,ӕфсӕйнаг,geležis
231,Gold::N,сыгъзӕрин,auksas
232,Silber::N,ӕвзист,sidabras
233,Kohle::N,ӕвзалы,anglis
234,Glas::N,авг,stiklas
235,Lehm::N,ӕлыг,molis
236,Sand::N,змис,smėlis
237,Mensch::N,лӕг,žmogus
238,Mensch::N,адӕймаг,žmogus
239,Mensch::N,удгоймаг,žmogus
240,Mann::N,лӕг,vyras
241,Mann::N,лӕг,vyriškis
242,Mann::N,нӕлгоймаг,vyras
243,Mann::N,нӕлгоймаг,vyriškis
244,Frau::N,сылгоймаг,moteris
245,Kind::N,сывӕллон,vaikas
246,Junge::N,лӕппу,vaikinas
247,Junge::N,лӕппу,berniukas
248,Mädchen::N,чызг,mergytė
249,Mädchen::N,чызг,mergaitė
250,Familie::N,бинонтæ,šeima
251,Großvater::N,фыдыфыд,senelis
252,Großvater::N,мадыфыд,senelis
253,Großmutter::N,фыды мад,senelė
254,Großmutter::N,мады мад,senelė
255,Eltern::N,ныййарджытæ,tėvai
256,Vater::N,фыд,tėvas
257,Mutter::N,мад,motina
258,Sohn::N,фырт,sūnus
259,Tochter::N,чызг,duktė
260,Bruder::N,ӕфсымӕр,brolis
261,Schwester::N,хо,sesuo
262,Onkel::N,фыдыфсымӕр,dėdė
263,Tante::N,мадыхо,teta
264,Ehemann::N,мой,vyras
265,Ehefrau::N,ус,žmona
266,Freude::N,цин,džiaugsmas
267,Freude::N,циндзинад,džiaugsmas
268,Gelächter::N,худын,juokas
269,Gelächter::N,худт,juokas
270,Gelächter::N,худæг,juokas
271,Glück::N,амонд,laimė
272,Kummer::N,хъыг,vargas
273,Kummer::N,хъыг,rūpestis
274,Wunsch::N,бӕллиц,troškimas
275,Wunsch::N,бӕллиц,pageidavimas
276,Lust::N,монц,noras
277,Lust::N,монц,geidulys
278,Geist::N,уд,dvasia
279,Gedanke::N,хъуыды,mintis
280,Gedächtnis::N,мысæн,atmintis
281,Gedächtnis::N,мысын,atmintis
282,Gedächtnis::N,зæрдылдарын,atmintis
283,Verstand::N,зонд,protas
284,Sinn::N,нысаниуæг,prasmė
285,Grund::N,ӕфсон,priežastis
286,Wahrheit::N,æцæг,tiesa
287,Wahrheit::N,æцæг,teisybė
288,Gespräch::N,ныхас,pokalbis
289,Märchen::N,аргъау,pasaka
290,Erzählung::N,радзырд,apsakymas
291,Erzählung::N,радзырд,pasakojimas
292,Nachricht::N,уац,žinia
293,Neuigkeit::N,хабар,naujiena
294,Name::N,ном,vardas
295,Rätsel::N,уыци-уыци,mįslė
296,Rätsel::N,базон-базон,mįslė
297,Rede::N,раныхас,kalba
298,Sprache::N,ӕвзаг,kalba
299,Stimme::N,хъӕлӕс,balsas
300,Wort::N,дзырд,žodis
301,Zeichen::N,нысан,žymė
302,Zeichen::N,нысан,ženklas
303,Ruf::N,сидт,šauksmas
304,Lärm::N,уынæр,triukšmas
305,Laut::N,зӕл,garsas
306,Laut::N,мыр,garsas
307,Ton::N,мыр,tonas
308,Ton::N,мыр,garsas
309,Lied::N,зарӕг,daina
310,Lied::N,зарӕг,giesmė
311,Ruhe::N,æнцой,ramybė
312,Ruhe::N,æнцой,ramumas
313,Leute::N,адӕм,žmonės
314,Volk::N,адӕм,tauta
315,Arbeit::N,фӕллой,darbas
316,Arbeit::N,фӕллой,triūsas
317,Gast::N,уазӕг,svečias
318,Geschenk::N,хуын,dovana
319,Spiel::N,хъазт,žaismas
320,Spiel::N,хъазт,žaidimas
321,Gesellschaft::N,дзыллæ,draugija
322,Gesellschaft::N,дзыллæ,kompanija
323,Gesellschaft::N,æхсæнад,draugija
324,Gesellschaft::N,æхсæнад,kompanija
325,Hilfe::N,æххуыс,pagalba
326,Hilfe::N,ахъаз,pagalba
327,Freund::N,лымӕн,draugas
328,Freund::N,лымӕн,bičiulis
329,Kamerad::N,ӕмбал,draugas
330,Angelegenheit::N,хъуыддаг,dalykas
331,Angelegenheit::N,хъуыддаг,reikalas
332,Anzahl::N,бӕрц,kiekis
333,Anzahl::N,бӕрц,skaičius
334,Art::N,хуыз,rūšis
335,Art::N,хуызад,rūšis
336,Stück::N,кæрдих,gabalas
337,Stück::N,комдзаг,gabalas
338,Teil::N,хай,dalis
339,Hälfte::N,æрдæг,pusė
340,Hälfte::N,æмбис,pusė
341,Kreis::N,зиллакк,ratas
342,Kreis::N,зиллакк,apskritis
343,Kreis::N,зиллакк,apskritimas
344,Kreuz::N,дзуар,kryžius
345,Linie::N,хахх,linija
346,Strich::N,хахх,brėžis
347,Strich::N,хахх,brūkšnys
348,Abstand::N,æхсæнуат,atstumas
349,Entfernung::N,дæрддзæг,atstumas
350,Entfernung::N,дардцæг,atstumas
351,Gegend::N,ран,vietovė
352,Platz::N,бууат,vieta
353,Ort::N,ран,vieta
354,Ort::N,ран,vietovė
355,Ort::N,бынат,vieta
356,Ort::N,бынат,vietovė
357,Seite::N,фахс,pusė
358,Seite::N,фахс,šonas
359,Mitte::N,астӕу,vidurys
360,Gegenstand::N,дзаума,dalykas
361,Sache::N,дзаума,daiktas
362,Rand::N,кӕрон,kraštas
363,Rand::N,кӕрон,pakraštys
364,Kante::N,фӕрск,kraštas
365,Ecke::N,тигъ,kertė
366,Ecke::N,тигъ,kampas
367,Ecke::N,фисын,kertė
368,Ecke::N,фисын,kampas
369,Spitze::N,бырынкъ,priekis
370,Spitze::N,бырынкъ,priešakys
371,Ende::N,кӕрон,galas
372,Loch::N,хуынкъ,skylė
373,Winkel::N,къуым,kampas
374,Winkel::N,къуым,kampelis
375,Muster::N,нывæфтыд,raštas
376,Muster::N,кæдзист,raštas
377,Größe::N,ас,dydis
378,Größe::N,ас,didumas
379,Länge::N,дӕргъ,ilgis
380,Länge::N,дӕргъ,ilgumas
381,Höhe::N,бæрзонд,aukštis
382,Höhe::N,бæрзонд,aukštuma
383,Höhe::N,бæрзæнд,aukštis
384,Höhe::N,бæрзæнд,aukštuma
385,Höhe::N,бæрзонддзинад,aukštis
386,Höhe::N,бæрзонддзинад,aukštuma
387,Gewicht::N,уӕз,svoris
388,Gewicht::N,уӕз,svarstis
389,Menge::N,бӕрц,kiekis
390,Menge::N,бӕрц,daugybė
391,Haufen::N,кӕри,krūva
392,Haufen::N,кӕри,šūsnis
393,Reihe::N,рӕнхъ,greta
394,Boot::N,чема,valtis
395,Boot::N,чема,laivelis
396,Ruder::N,къохар,irklas
397,Schlitten::N,дзоныгъ,rogės
398,Schlitten::N,дзоныгъ,rogutės
399,Ski::N,къахдзоныгътæ,slidė
400,Ski::N,лыжæтæ,slidė
401,Lagerfeuer::N,арт,laužas
402,Last::N,уаргъ,našta
403,Last::N,уаргъ,nešulys
404,Gang::N,цыд,eisena
405,Schritt::N,санчъех,žingsnis
406,Schritt::N,къахдзӕф,žingsnis
407,Norden::N,цæгат,šiaurė
408,Norden::N,цæгат,žiemiai
409,Süden::N,хуссар,pietūs
410,Westen::N,ныгуылæн,vakarai
411,Osten::N,скæсæн,rytai
412,Holz::N,хъӕдӕрмӕг,mediena
413,Brett::N,фæйнæг,lenta
414,Platte::N,къӕй,plokštė
415,Stütze::N,быцæу,atrama
416,Stütze::N,быцæу,atspara
417,Stange::N,хъил,lazda
418,Stange::N,хъил,kartis
419,Stock::N,лӕдзӕг,lazda
420,Stab::N,хъил,kartis
421,Rohr::N,хӕтӕл,vamzdis
422,Haus::N,хӕдзар,namas
423,Heim::N,къона,namai
424,Ofen::N,пец,krosnis
425,Fußboden::N,астӕрд,grindys
426,Tisch::N,стъол,stalas
427,Stuhl::N,бандон,kėdė
428,Wiege::N,авдæн,lopšys
429,Bett::N,сынтӕг,lova
430,Bett::N,сынтӕг,patalai
431,Regal::N,тӕрхӕг,lentyna
432,Regal::N,уӕлвӕйнӕг,lentyna
433,Kiste::N,асыкк,dėžė
434,Fenster::N,рудзынг,langas
435,Fenster::N,фæрссаг,langas
436,Tür::N,дуар,durys
437,Tor::N,кулдуар,vartai
438,Zaun::N,æмбонд,tvora
439,Zaun::N,быру,tvora
440,Zaun::N,гæрæн,tvora
441,Dach::N,уӕлхӕдзар,stogas
442,Leiter::N,асин,kopėčios
443,Besen::N,уисой,šluota
444,Spaten::N,бел,lopeta
445,Spaten::N,бел,kastuvas
446,Schaufel::N,æвгæнæн,semtuvas
447,Schaufel::N,кæфой,semtuvas
448,Gabel::N,вилкæ,šakutė
449,Löffel::N,уидыг,šaukštas
450,Messer::N,кард,peilis
451,Nagel::N,зӕгӕл,vinis
452,Netz::N,хыз,tinklas
453,Haken::N,хæдз,vagis
454,Haken::N,хæдз,kablys
455,Haken::N,хæбырæгъ,vagis
456,Haken::N,хæбырæгъ,kablys
457,Griff::N,фистон,kotas
458,Griff::N,фистон,rankena
459,Schloss::N,гуыдыр,spyna
460,Schloss::N,гуыдыр,užraktas
461,Bild::N,ныв,paveikslas
462,Figur::N,кæрдгæныв,figūra
463,Puppe::N,чындз,lėlė
464,Beutel::N,дзӕкъул,krepšys
465,Beutel::N,дзӕкъул,maišelis
466,Bündel::N,баст,ryšulys
467,Tasche::N,хызын,krepšelis
468,Tasche::N,дзæкъул,krepšelis
469,Eimer::N,къæрта,kibiras
470,Eimer::N,чъыбыла,kibiras
471,Eimer::N,ведра,kibiras
472,Deckel::N,сæр,dangtis
473,Deckel::N,æмбæрзæн,dangtis
474,Geschirr::N,мигæнæн,indai
475,Geschirr::N,мигæнæнтæ,indai
476,Sack::N,голлаг,maišas
477,Tasse::N,пиала,puodukas
478,Tasse::N,къус,puodukas
479,Topf::N,аг,puodas
480,Topf::N,чысыл аг,puodas
481,Kessel::N,аг,katilas
482,Essen::N,хӕрд,valgis
483,Nahrung::N,хойраг,penas
484,Nahrung::N,хойраг,maistas
485,Speise::N,хӕринаг,patiekalas
486,Fleisch::N,дзидза,mėsa
487,Fleisch::N,фыдызгъӕл,mėsa
488,Getreide::N,халсар,javai
489,Brei::N,кас,košė
490,Brot::N,дзул,duona
491,Scheibe::N,къӕбӕр,riekė
492,Fett::N,сой,taukai
493,Fett::N,сой,riebalai
494,Butter::N,нӕлхӕ,sviestas
495,Öl::N,зети,aliejus
496,Salz::N,цӕхх,druska
497,Suppe::N,бас,sriuba
498,Honig::N,мыд,medus
499,Milch::N,ӕхсыр,pienas
500,Tee::N,цай,arbata
501,Leder::N,мæскуы,oda
502,Wolle::N,фӕсмын,vilna
503,Stoff::N,хъуымац,audeklas
504,Nadel::N,судзин,adata
505,Faden::N,ӕндах,gija
506,Faden::N,ӕндах,siūlas
507,Knopf::N,цӕппӕр,saga
508,Knoten::N,ӕлхынцъ,mazgas
509,Farbe::N,ахорæн,dažai
510,Kleidung::N,дарӕс,rūbai
511,Kleidung::N,дарӕс,drabužiai
512,Hemd::N,хӕдон,marškiniai
513,Kragen::N,æфцæггот,apykaklė
514,Ärmel::N,дыс,rankovė
515,Hose::N,хæлаф,kelnės
516,Hose::N,æддаг хæлаф,kelnės
517,Hose::N,салбар,kelnės
518,Gürtel::N,рон,juosta
519,Gürtel::N,рон,diržas
520,Mütze::N,худ,kepurė
521,Schuh::N,басмахъ,batas
522,Stiefel::N,цырыхъхъ,auliniai batai
523,Ring::N,къухдарӕн,žiedas
524,Band::N,лент,kaspinas
525,Kamm::N,сӕрвасӕн,šukos
526,Spiegel::N,айдæн,veidrodis
527,Spiegel::N,кæсæн,veidrodis
528,Riemen::N,гӕрз,diržas
529,Schnur::N,бӕндӕн,virvė
530,Decke::N,хъӕццул,antklodė
531,Kissen::N,баз,pagalvė
532,Kissen::N,баз,priegalvis
533,Tuch::N,кæлмæрзæн,skarelė
534,Tuch::N,кæрдæн,skarelė
535,Handtuch::N,хисæрфæн,rankšluostis
536,Kraft::N,тых,jėga
537,Kraft::N,хъомыс,jėga
538,Stärke::N,тых,stiprumas
539,Stärke::N,æхсар,stiprumas
540,Gesundheit::N,æнæниздзинад,sveikata
541,Krankheit::N,низ,liga
542,Krankheit::N,рын,liga
543,Schmerz::N,рис,skausmas
544,Wunde::N,цӕф,žaizda
545,Fieber::N,ризӕг,karštis
546,Fieber::N,тӕфсӕг,karštis
547,Arznei::N,хос,vaistas
548,Brücke::N,хид,tiltas
549,Brunnen::N,цъай,šulinys
550,Weide::N,хизæн,ganykla
551,Weide::N,хизæн,gluosnis
552,Weide::N,хизæнуат,ganykla
553,Weide::N,хизæнуат,gluosnis
554,Weide::N,сæрвæт,ganykla
555,Weide::N,сæрвæт,gluosnis
556,Pfad::N,къахвæндаг,takas
557,Pfad::N,къахвæд,takas
558,Weg::N,фӕндаг,kelias
559,Straße::N,фӕндаг,gatvė
560,Dorf::N,хъӕу,kaimas
561,Dorf::N,хъӕу,sodžius
562,Stadt::N,сахар,miestas
563,Brief::N,фыстӕг,laiškas
564,Buch::N,чиныг,knyga
565,Buchstabe::N,дамгъӕ,raidė
566,Zeitung::N,газет,laikraštis
567,Leben::N,цард,gyvybė
568,Leben::N,цард,gyvenimas
569,Leben::N,цӕрӕнбон,gyvybė
570,Leben::N,цӕрӕнбон,gyvenimas
571,Tod::N,мæлæт,mirtis
572,Tod::N,адзал,mirtis
573,Grab::N,ингӕн,kapas
574,Kirche::N,аргъуан,bažnyčia
575,Sünde::N,тæригъæд,nuodėmė
576,Sünde::N,тæригъæд,nusidėjimas
577,Gott::N,хуыцау,dievas
578,Arbeiter::N,кусæг,darbininkas
579,Chef::N,ӕмцег,šefas
580,Chef::N,ӕмцег,vadovas
581,Chef::N,ӕмцег,viršininkas
582,Meister::N,мастер,meistras
583,Meister::N,дæсны,meistras
584,Arzt::N,хосгæнæг,gydytojas
585,Arzt::N,дохтыр,gydytojas
586,Lehrer::N,ахуыргæнæг,mokytojas
587,Geld::N,ӕхца,pinigai
588,Geschäft::N,бизнес,biznis
589,Geschäft::N,хъуыддаг,biznis
590,Laden::N,дукани,krautuvė
591,Laden::N,дукани,parduotuvė
592,Preis::N,аргъ,kaina
593,Ware::N,базайраг,prekė
594,Nutzen::N,пайда,nauda
595,Nutzen::N,пайда,pelnas
596,Reichtum::N,хъæздыгдзинад,turtas
597,Reichtum::N,исбон,turtas
598,Reichtum::N,мулк,turtas
599,Welt::N,дуне,pasaulis
600,Land::N,бӕстӕ,žemė
601,Land::N,бӕстӕ,šalis
602,Staat::N,паддзахад,valstija
603,König::N,къарол,karalius
604,Macht::N,хицаудзинад,galia
605,Macht::N,хицаудзинад,valdžia
606,Grenze::N,арӕн,riba
607,Grenze::N,арӕн,siena
608,Krieg::N,хӕст,karas
609,Feind::N,знаг,priešas
610,Feind::N,фыдгул,priešas
611,Feind::N,фыдзæрдæ,priešas
612,Feind::N,сон,priešas
613,Gewalt::N,тыхми,jėga
614,Gewalt::N,тыхми,smurtas
615,Gewalt::N,тыхми,prievarta
616,Gewalt::N,тыхдзинад,jėga
617,Gewalt::N,тыхдзинад,smurtas
618,Gewalt::N,тыхдзинад,prievarta
619,Kampf::N,хæст,kova
620,Kampf::N,хъæбысæйхæст,kova
621,Kampf::N,тох,kova
622,Bogen[Waffe]::N,ӕрдын,lankas
623,Pfeil::N,фат,strėlė
624,Gewehr::N,топп,šautuvas
625,Fehler::N,рӕдыд,klaida
626,Lüge::N,мӕнг,melas
627,Lüge::N,гӕдыдзинад,melas
628,Schaden::N,зиан,nuostolis
629,Schaden::N,зиан,apgadinimas
630,Unglück::N,бæллæх,nelaimė
631,Schuld::N,азым,kaltė
632,Alter::N,кар,amžius
633,Schluss::N,кæрон,pabaiga
634,Zeit::N,рӕстӕг,laikas
635,Tag::N,бон,diena
636,Morgen::N,райсом,rytas
637,Mittag::N,æмбисбон,vidurdienis
638,Abend::N,изӕр,vakaras
639,Nacht::N,ӕхсӕв,naktis
640,Woche::N,къуыри,savaitė
641,Monat::N,мӕй,mėnuo
642,Jahr::N,аз,metai
643,Jahr::N,афӕдз,metai
644,Frühling::N,уалдзæг,pavasaris
645,Sommer::N,сӕрд,vasara
646,Herbst::N,фæззæг,ruduo
647,Winter::N,зымӕг,žiema
648,Januar::N,январь,sausis
649,Februar::N,февраль,vasaris
650,März::N,мартъи,kovas
651,April::N,апрель,balandis
652,Mai::N,май,gegužė
653,Juni::N,июнь,birželis
654,Juli::N,июль,liepa
655,August::N,август,rugpjūtis
656,September::N,сентябрь,rugsėjis
657,Oktober::N,октябрь,spalis
658,November::N,ноябрь,lapkritis
659,Dezember::N,декабрь,gruodis
660,Montag::N,къуырисæр,pirmadienis
661,Dienstag::N,дыццæг,antradienis
662,Mittwoch::N,æртыццæг,trečiadienis
663,Donnerstag::N,цыппæрæм,ketvirtadienis
664,Freitag::N,майрæмбон,penktadienis
665,Samstag::N,сабат,šeštadienis
666,Sonntag::N,хуыцаубон,sekmadienis
667,groß::A,дынджыр,didis
668,groß::A,дынджыр,didelis
669,klein::A,гыццыл,mažas
670,lang::A,даргъ,ilgas
671,kurz::A,цыбыр,trumpas
672,breit::A,фӕтӕн,platus
673,schmal::A,нарӕг,smulkus
674,schmal::A,уынгӕг,smulkus
675,dicht::A,бæзджын,tankus
676,dicht::A,тар,tankus
677,dick[Gegenstand]::A,сӕвджын,storas
678,dünn::A,тæнæг,plonas
679,fein::A,лыстӕг,smulkus
680,fest::A,фидар,kietas
681,fest::A,фидар,tvirtas
682,fest::A,хъӕддых,kietas
683,fest::A,хъӕддых,tvirtas
684,flach::A,тъӕпӕн,lėkštas
685,flach::A,тъӕпӕн,plokščias
686,glatt::A,лӕгъз,slidus
687,hart::A,хъӕбӕр,kietas
688,weich::A,фӕлмӕн,minkštas
689,rund::A,тымбыл,apvalus
690,rund::A,тымбыл,apskritas
691,spitz::A,цыргъбырынкъ,aštrus
692,spitz::A,цыргъбырынкъ,smailus
693,spitz::A,цыргъфындз,aštrus
694,spitz::A,цыргъфындз,smailus
695,scharf::A,цыргъ,aštrus
696,stumpf::A,къуымых,bukas
697,stumpf::A,къуымых,atšipęs
698,schwer::A,уӕззау,sunkus
699,schön::A,аив,gražus
700,schön::A,рӕсугъд,gražus
701,heiß::A,тӕвд,karštas
702,warm::A,хъарм,šiltas
703,kalt::A,уазал,šaltas
704,kühl::A,сатæг,vėsus
705,kühl::A,сатæг,bejausmis
706,kühl::A,уазалгомау,vėsus
707,kühl::A,уазалгомау,bejausmis
708,frisch::A,сатæг,šviežias
709,feucht::A,уымӕл,drėgnas
710,nass::A,хуылыдз,šlapias
711,trocken::A,хус,sausas
712,voll::A,дзаг,pilnas
713,voll::A,йедзаг ,pilnas
714,leer::A,афтид,tuščias
715,offen::A,гом,atviras
716,geschlossen::A,æхгæд,uždaras
717,geschlossen::A,æхгæд,uždarytas
718,sauber::A,сыгъдæг,švarus
719,schmutzig::A,чъиллон,nešvarus
720,schmutzig::A,чъиллон,purvinas
721,roh::A,хом,žalias
722,reif::A,рӕгъӕд,prinokęs
723,reif::A,рӕгъӕд,pribrendęs
724,lecker::A,хӕрзад,gardus
725,süß::A,адджын,saldus
726,bitter::A,судзаг,kartus
727,sauer::A,туаг,gižus
728,sauer::A,туаг,rūgštus
729,hell::A,рухс,šviesus
