,Concept_ID,tr,ba
107,Hügel::N,tepe,түбә
108,Anhöhe::N,tümsek,түбә
109,Anhöhe::N,tümsek,ҡалҡыулыҡ
110,Anhöhe::N,yükseklik,түбә
111,Anhöhe::N,yükseklik,ҡалҡыулыҡ
112,Berg::N,dağ,тау
113,Gipfel::N,zirve,түбә
114,Höhle::N,in,мәмерйә
115,Höhle::N,mağara,мәмерйә
116,Abhang::N,bayır,ипкен
117,Quelle::N,pınar,шишмә
118,Quelle::N,kaynak,шишмә
119,Bach::N,çay,шишмә
120,Bach::N,dere,шишмә
121,Fluss::N,nehir,йылға
122,Ufer::N,kıyı,яр
123,Ufer::N,sahil,яр
124,Küste::N,kıyı,яр буйы
125,Küste::N,sahil,яр буйы
126,Festland::N,kara,ҡоро ер
127,Meer::N,deniz,диңгез
128,Bucht::N,koy,бухта
129,Bucht::N,körfez,бухта
130,Insel::N,ada,үтрау
131,Blume::N,çiçek,сәскә
132,Gras::N,ot,үлән
133,Gras::N,çim,үлән
134,Wurzel::N,kök,тамыр
135,Baum::N,ağaç,ағас
136,Stamm::N,gövde,олон
137,Stamm::N,gövde,көбәк
138,Rinde::N,kabuk,ҡабыҡ
139,Ast::N,dal,ботаҡ
140,Ast::N,budak,ботаҡ
141,Zweig::N,dal,ботаҡ
142,Zweig::N,dal,тармаҡ
143,Blatt::N,yaprak,япраҡ
144,Birke::N,huş,ҡайын
145,Kiefer[Baum]::N,çam,ҡарғай
146,Weide[Baum]::N,söğüt,тал
147,Tanne::N,çam,шыршы
148,Tanne::N,köknar,шыршы
149,Horn::N,boynuz,мөғөҙ
150,Feder::N,tüy,ҡауырһын
151,Fell::N,post,тире
152,Flügel::N,kanat,ҡанат
153,Klaue::N,pençe,тырнаҡ
154,Kralle::N,tırnak,аяҡ
155,Schwanz::N,kuyruk,ҡойроҡ
156,Ei::N,yumurta,йомортҡа
157,Nest::N,yuva,оя
158,Bau::N,in,оң
159,Tier::N,hayvan,жайуан
160,Tier::N,hayvan,йыртҡыс
161,Herde::N,sürü,көтөү
162,Kuh::N,inek,һыйыр
163,Bulle::N,boğa,үгеҙ
164,Pferd::N,at,ат
165,Pferd::N,beygir,ат
166,Schaf::N,koyun,һарыҡ
167,Schwein::N,domuz,сусҡа
168,Hund::N,it,эт
169,Hund::N,köpek,эт
170,Katze::N,kedi,бесәй
171,Bär::N,ayı,айыу
172,Eichhörnchen::N,sincap,тейен
173,Elch::N,büyük kuzey geyiği,мышы
174,Fuchs::N,tilki,төлкө
175,Hase::N,tavşan,ҡуян
176,Maus::N,fare,сысҡан
177,Maus::N,sıçan,сысҡан
178,Wolf::N,kurt,бүре
179,Vogel::N,kuş,ҡош
180,Schwarm::N,sürü,көтөү
181,Huhn::N,tavuk,тауыҡ
182,Hahn::N,horoz,әтәс
183,Gans::N,kaz,ҡаҙ
184,Adler::N,kartal,бөркөт
185,Adler::N,karakuş,бөркөт
186,Ente::N,ördek,өйрәк
187,Eule::N,baykuş,өкө
188,Eule::N,baykuş,ябалаҡ
189,Kranich::N,turna,торна
190,Krähe::N,karga,ҡарға
191,Kuckuck::N,guguk,кәкүк
192,Schwan::N,kuğu,аҡҡош
193,Fisch::N,balık,балыҡ
194,Barsch::N,hani,алабуға
195,Barsch::N,levrek,алабуға
196,Hecht::N,turnabalığı,суртан
197,Schlange[Tier]::N,yılan,йылан
198,Wurm::N,kurt,селяүсен
199,Wurm::N,solucan,селяүсен
200,Spinne::N,örümcek,үрмәксе
201,Ameise::N,karınca,ҡырмыҫҡа
202,Laus::N,bit,бет
203,Mücke::N,sivrisinek,серәкәй
204,Fliege::N,sinek,себен
205,Schmetterling::N,kelebek,күбәләк
206,Beere::N,tane,еләк
207,Apfel::N,elma,алма
208,Pilz::N,mantar,бәшмәк
209,Zwiebel::N,soğan,һуган
210,Saat::N,ekin,орлоҡ
211,Korn::N,tane,иген
212,Heu::N,kuru ot,бесән
213,Schale::N,kabuk,ҡабыҡ
214,Grube::N,çukur,соҡор
215,Falle::N,tuzak,тоҙак
216,Falle::N,tuzak,ҡапҡан
217,Schlinge::N,ilmik,тоҙак
218,Spur::N,iz,әҫер
219,Asche::N,kül,көл
220,Dreck::N,pislik,батҡаҡ
221,Eisen::N,demir,тимер
222,Gold::N,altın,алтын
223,Silber::N,gümüş,көмөш
224,Kohle::N,kömür,күмер
225,Glas::N,cam,быяла
226,Lehm::N,balçık,балсыҡ
227,Sand::N,kum,ҡом
228,Mensch::N,insan,кеше
229,Mann::N,adam,ир
230,Mann::N,erkek,ир
231,Frau::N,bayan,ҡатын
232,Kind::N,çocuk,бала
233,Junge::N,erkek çocuk,малай
234,Mädchen::N,kız,ҡыҙ
235,Mädchen::N,kız,ҡыҙыҡай
236,Familie::N,aile,ғаилә
237,Großvater::N,dede,олатай
238,Großvater::N,büyükbaba,олатай
239,Großmutter::N,nine,әбәй
240,Großmutter::N,büyükanne,әбәй
241,Eltern::N,ebeveyn,ата-әсә
242,Eltern::N,ana baba,ата-әсә
243,Vater::N,ata,атай
244,Vater::N,baba,атай
245,Mutter::N,ana,әсә
246,Mutter::N,anne,әсә
247,Sohn::N,oğul,ул
248,Tochter::N,kız,ҡыҙ
249,Tochter::N,kız evlât,ҡыҙ
250,Bruder::N,abi,агай
251,Bruder::N,erkek kardeş,агай
252,Schwester::N,abla,алай
253,Schwester::N,abla,һеңле
254,Schwester::N,kız kardeş,алай
255,Schwester::N,kız kardeş,һеңле
256,Onkel::N,dayı,ағай
257,Tante::N,hala,апай
258,Tante::N,teyze,апай
259,Ehemann::N,koca,ир
260,Ehefrau::N,karı,ҡатын
261,Freude::N,neşe,шатлыҡ
262,Freude::N,neşe,ҡыуаныс
263,Freude::N,sevinç,шатлыҡ
264,Freude::N,sevinç,ҡыуаныс
265,Gelächter::N,gülme,көлөү
266,Gelächter::N,kahkaha,көлөү
267,Glück::N,mutluluk,бәхет
268,Kummer::N,dert,ҡайғы
269,Kummer::N,keder,ҡайғы
270,Wunsch::N,arzu,теләк
271,Wunsch::N,istek,теләк
272,Lust::N,arzu,әүәҫлек
273,Lust::N,heves,әүәҫлек
274,Geist::N,tin,аң
275,Geist::N,tin,рух
276,Gedanke::N,fikir,уй
277,Gedanke::N,fikir,фекер
278,Gedanke::N,düşünce,уй
279,Gedanke::N,düşünce,фекер
280,Gedächtnis::N,bellek,хәтер
281,Verstand::N,zekâ,аҡыл
282,Sinn::N,anlam,мәғәня
283,Grund::N,sebep,сәбәп
284,Wahrheit::N,doğruluk,дөрөҫлөк
285,Wahrheit::N,gerçeklik,дөрөҫлөк
286,Gespräch::N,görüşme,әңгәмә
287,Märchen::N,masal,әкиәт
288,Erzählung::N,öykü,хикәйә
289,Erzählung::N,hikâye,хикәйә
290,Nachricht::N,haber,хәбәр
291,Neuigkeit::N,haber,яңылыҡ
292,Name::N,ad,исем
293,Name::N,isim,исем
294,Rätsel::N,bilmece,йомаҡ
295,Rede::N,söylev,телмәр
296,Rede::N,konuşma,телмәр
297,Sprache::N,dil,тел
298,Sprache::N,dil,телмәр
299,Sprache::N,lisan,тел
300,Sprache::N,lisan,телмәр
301,Stimme::N,ses,тауыш
302,Wort::N,kelime,һүҙ
303,Zeichen::N,işaret,билдә
304,Ruf::N,çağırma,саҡырыу
305,Lärm::N,şamata,шаулау
306,Lärm::N,gürültü,шаулау
307,Laut::N,ses,тауыш
308,Ton::N,ses,яңғырау
309,Lied::N,türkü,йыр
310,Ruhe::N,sakinlik,ял
311,Ruhe::N,sakinlik,тыныслыҡ
312,Leute::N,halk,кешеләр
313,Leute::N,insanlar,кешеләр
314,Volk::N,ulus,халҡ
315,Volk::N,millet,халҡ
316,Arbeit::N,iş,эш
317,Arbeit::N,çalışma,эш
318,Gast::N,konuk,ҡунаҡ
319,Gast::N,misafir,ҡунаҡ
320,Geschenk::N,hediye,бүләк
321,Geschenk::N,armağan,бүләк
322,Spiel::N,oyun,уйын
323,Gesellschaft::N,çevre,йәмғиәт
324,Gesellschaft::N,arkadaşlık,йәмғиәт
325,Hilfe::N,yardım,ярҙам
326,Freund::N,dost,дуҫ
327,Freund::N,arkadaş,дуҫ
328,Kamerad::N,arkadaş,иптәш
329,Angelegenheit::N,iş,әш
330,Angelegenheit::N,husus,әш
331,Anzahl::N,sayı,һан
332,Art::N,çeşit,төр
333,Stück::N,tane,киҫәк
334,Stück::N,parça,киҫәк
335,Teil::N,kısım,өлөш
336,Hälfte::N,yarı,ярты
337,Kreis::N,daire,түңәрәк
338,Kreuz::N,haç,тәре
339,Linie::N,hat,һыҙыҡ
340,Linie::N,çizgi,һыҙыҡ
341,Strich::N,çizgi,һыҙат
342,Abstand::N,aralık,ара
343,Entfernung::N,mesafe,алыҫлыҡ
344,Entfernung::N,uzaklık,алыҫлыҡ
345,Gegend::N,yöre,урын
346,Platz::N,yer,арауыҡ
347,Ort::N,yer,ерҙәр
348,Ort::N,yer,урындар
349,Ort::N,yer,эш урыны
350,Seite::N,yan,яҡ
351,Seite::N,taraf,яҡ
352,Mitte::N,orta,урталыҡ
353,Mitte::N,merkez,урталыҡ
354,Gegenstand::N,şey,нәмә
355,Sache::N,iş,нәмә
356,Sache::N,iş,әйбер
357,Sache::N,şey,нәмә
358,Sache::N,şey,әйбер
359,Rand::N,kenar,сит
360,Kante::N,kenar,ҡабырға
361,Kante::N,kenar,ян
362,Ecke::N,köşe,мөйөш
363,Spitze::N,uç,ос
364,Spitze::N,baş,ос
365,Ende::N,uç,аҙаҡ
366,Loch::N,oyuk,тишек
367,Loch::N,delik,тишек
368,Winkel::N,köşe,мөйөш
369,Muster::N,örnek,биҙәк
370,Größe::N,büyüklük,ҙурлыҡ
371,Länge::N,uzunluk,оҙонлоҡ
372,Höhe::N,yükseklik,бейеклек
373,Gewicht::N,ağırlık,үлсәү
374,Menge::N,miktar,һан
375,Haufen::N,küme,өйөм
376,Haufen::N,yığın,өйөм
377,Reihe::N,sıra,рәт
378,Boot::N,kayık,кәмә
379,Boot::N,sandal,кәмә
380,Ruder::N,kürek,ишкәк
381,Schlitten::N,kızak,сана
382,Ski::N,kayak,саңгы
383,Lagerfeuer::N,kamp ateşi,костер
384,Last::N,yük,ауырлыҡ
385,Gang::N,gidiş,барыу
386,Gang::N,yürüyüş,барыу
387,Schritt::N,adım,аҙым
388,Norden::N,kuzey,төньяҡ
389,Süden::N,güney,көньяҡ
390,Westen::N,batı,көнбайыш
391,Osten::N,doğu,көнсығыш
392,Holz::N,ağaç,үағас
393,Holz::N,tahta,үағас
394,Brett::N,tahta,таҡта
395,Platte::N,levha,плита
396,Stütze::N,dayak,терәк
397,Stütze::N,destek,терәк
398,Stange::N,çubuk,кәртә
399,Stock::N,sopa,таяҡ
400,Stock::N,değnek,таяҡ
401,Stab::N,sırık,ҡолға
402,Stab::N,baston,ҡолға
403,Rohr::N,boru,торба
404,Haus::N,ev,өй
405,Haus::N,ev,йорт
406,Heim::N,ev,өй
407,Heim::N,yurt,өй
408,Ofen::N,soba,мейес
409,Fußboden::N,taban,енес
410,Fußboden::N,döşeme,енес
411,Tisch::N,masa,өҫтәл
412,Stuhl::N,iskemle,ултырғыс
413,Stuhl::N,sandalye,ултырғыс
414,Wiege::N,beşik,бишек
415,Bett::N,yatak,карауат
416,Regal::N,raf,кәштә
417,Kiste::N,sandık,йәшинк
418,Fenster::N,pencere,тәҙрә
419,Tür::N,kapı,ишек
420,Tor::N,kapı,ҡапҡа
421,Zaun::N,çit,ҡойма
422,Dach::N,dam,түбә
423,Dach::N,dam,ҡыйыҡ
424,Dach::N,çatı,түбә
425,Dach::N,çatı,ҡыйыҡ
426,Leiter::N,merdiven,баҫҡыс
427,Besen::N,süpürge,һепертке
428,Spaten::N,bel,көрәк
429,Schaufel::N,kürek,көрәк
430,Gabel::N,çatal,сәнске
431,Löffel::N,kaşık,ҡалаҡ
432,Messer::N,bıçak,бысаҡ
433,Nagel::N,çivi,сөй
434,Netz::N,ağ,ау
435,Haken::N,çengel,ыргаҡ
436,Griff::N,kulp,тотҡа
437,Griff::N,tutamak,тотҡа
438,Schloss::N,kilit,йоҙаҡ
439,Bild::N,imaj,картина
440,Bild::N,resim,картина
441,Figur::N,şekil,һын
442,Figur::N,heykel,һын
443,Puppe::N,kukla,ҡурсаҡ
444,Beutel::N,kese,тоҡ
445,Beutel::N,torba,тоҡ
446,Bündel::N,deste,төргәк
447,Tasche::N,çanta,сумка
448,Eimer::N,kova,биҙрә
449,Deckel::N,kapak,ҡапҡас
450,Geschirr::N,kap kacak,һауыт-һаба
451,Sack::N,torba,тоҡ
452,Tasse::N,fincan,сынаяҡ
453,Topf::N,tencere,кәстрүл
454,Kessel::N,kazan,ҡаҙан
455,Essen::N,yemek,ашау
456,Nahrung::N,gıda,аҙыҡ
457,Nahrung::N,besin,аҙыҡ
458,Speise::N,yemek,аш
459,Fleisch::N,et,ит
460,Getreide::N,tahıl,иген
461,Getreide::N,tahıl,ашлыҡ
462,Getreide::N,hububat,иген
463,Getreide::N,hububat,ашлыҡ
464,Brei::N,ezme,бутҡа
465,Brot::N,ekmek,икмәк
466,Scheibe::N,dilim,телем
467,Fett::N,yağ,май
468,Butter::N,tereyağı,май
469,Öl::N,yağ,май буяуы
470,Öl::N,akar yağ,май буяуы
471,Salz::N,tuz,тоҙ
472,Suppe::N,çorba,һурпа
473,Honig::N,bal,бал
474,Milch::N,süt,һөт
475,Tee::N,çay,сәй
476,Leder::N,deri,күн
477,Leder::N,meşin,күн
478,Wolle::N,yün,йөн
479,Stoff::N,kumaş,туҡыма
480,Nadel::N,iğne,энә
481,Faden::N,tire,еп
482,Faden::N,iplik,еп
483,Knopf::N,düğme,төймә
484,Knoten::N,düğüm,төйөн
485,Farbe::N,boya,буяу
486,Kleidung::N,giyim,кейем
487,Hemd::N,gömlek,күлдәк
488,Kragen::N,yaka,яға
489,Ärmel::N,yen,ең
490,Ärmel::N,elbise kolu,ең
491,Hose::N,pantolon,салбар
492,Gürtel::N,kuşak,ҡайыш
493,Mütze::N,bere,бүрк
494,Mütze::N,kasket,бүрк
495,Schuh::N,kundura,туфли
496,Schuh::N,ayakkabı,туфли
497,Stiefel::N,çizme,итек
498,Ring::N,yüzük,йөҙөк
499,Ring::N,yüzük,балдаҡ
500,Band::N,bağ,таҫма
501,Band::N,şerit,таҫма
502,Kamm::N,tarak,тараҡ
503,Spiegel::N,ayna,көзгө
504,Riemen::N,kayış,ҡайыш
505,Schnur::N,ip,бау
506,Schnur::N,sicim,бау
507,Leine::N,kayış,бау
508,Decke::N,örtü,одеяд
509,Decke::N,yorgan,одеяд
510,Kissen::N,yastık,мендәр
511,Tuch::N,bez,яулыҡ
512,Handtuch::N,havlu,таҫтамал
513,Kraft::N,güç,көс
514,Kraft::N,kuvvet,көс
515,Stärke::N,kuvvet,көс
516,Gesundheit::N,sağlık,һаулыҡ
517,Krankheit::N,hastalık,сир
518,Krankheit::N,hastalık,ауырыу
519,Schmerz::N,ağrı,һыҙлау
520,Schmerz::N,ağrı,әрнеү
521,Schmerz::N,sancı,һыҙлау
522,Schmerz::N,sancı,әрнеү
523,Wunde::N,yara,йәрәхәт
524,Fieber::N,ateş,тапма
525,Fieber::N,ateş,биҙгәк
526,Arznei::N,ilâç,дарыу
527,Brücke::N,köprü,күпер
528,Brunnen::N,kuyu,ҡоҙоҡ
529,Brunnen::N,çeşme,ҡоҙоҡ
530,Weide::N,otlak,көтөүлек
531,Pfad::N,patika,һуҡмаҡ
532,Pfad::N,keçiyolu,һуҡмаҡ
533,Weg::N,yol,юл
534,Straße::N,yol,урам
535,Straße::N,cadde,урам
536,Dorf::N,köy,ауыл
537,Stadt::N,kent,ҡала
538,Stadt::N,şehir,ҡала
539,Brief::N,mektup,хат
540,Buch::N,kitap,китап
541,Buch::N,kitap,кенәгә
542,Buchstabe::N,harf,хәреф
543,Zeitung::N,gazete,гәзит
544,Leben::N,hayat,йәшәү
545,Tod::N,ölüm,үлем
546,Grab::N,kabir,ҡәбер
547,Kirche::N,kilise,сиркәү
548,Sünde::N,günah,гөнаһ
549,Gott::N,tanrı,алла
550,Gott::N,tanrı,хоҙай
551,Arbeiter::N,işçi,эшсе
552,Chef::N,şef,башлыҡ
553,Chef::N,müdür,башлыҡ
554,Meister::N,usta,оҫта
555,Arzt::N,hekim,врач
556,Arzt::N,doktor,врач
557,Lehrer::N,hoca,уҡытыусы
558,Lehrer::N,öğretmen,уҡытыусы
559,Geld::N,para,аҡса
560,Geschäft::N,ticaret,эш
561,Laden::N,dükkân,магазин
562,Preis::N,fiyat,хаҡ
563,Ware::N,mal,тауар
564,Nutzen::N,fayda,файҙа
565,Reichtum::N,servet,байлыҡ
566,Reichtum::N,zenginlik,байлыҡ
567,Welt::N,dünya,донъя
568,Land::N,ülke,ил
569,Staat::N,devlet,дәүләт
570,König::N,kral,король
571,Macht::N,kudret,власть
572,Macht::N,iktidar,власть
573,Grenze::N,had,сик
574,Grenze::N,sınır,сик
575,Krieg::N,savaş,һуғыш
576,Feind::N,düşman,йылан
577,Gewalt::N,zor,көслөк
578,Gewalt::N,cebir,көслөк
579,Kampf::N,savaş,көрәш
580,Bogen[Waffe]::N,yay,йәйә
581,Pfeil::N,ok,уҡ
582,Gewehr::N,tüfek,мылтыҡ
583,Fehler::N,hata,хата
584,Fehler::N,yanlış,хата
585,Lüge::N,yalan,ялған
586,Schaden::N,zarar,зыян
587,Schaden::N,zarar,зарар
588,Unglück::N,felâket,ҡаза
589,Unglück::N,talihsizlik,ҡаза
590,Schuld::N,suç,ғәйеп
591,Schuld::N,kabahat,ғәйеп
592,Alter::N,yaş,йәш
593,Schluss::N,son,һуң
594,Schluss::N,son,аҙаҡ
595,Zeit::N,zaman,мәл
596,Zeit::N,zaman,заман
597,Tag::N,gün,көн
598,Morgen::N,sabah,иртә
599,Morgen::N,sabah,иртәнсәк
600,Mittag::N,öğle,төш
601,Abend::N,akşam,кис
602,Nacht::N,gece,төн
603,Woche::N,hafta,аҙна
604,Monat::N,ay,ай
605,Jahr::N,yıl,йыл
606,Jahr::N,sene,йыл
607,Frühling::N,ilkbahar,яҙ
608,Sommer::N,yaz,йәй
609,Herbst::N,güz,көз
610,Herbst::N,sonbahar,көз
611,Winter::N,kış,ҡыш
612,Januar::N,ocak,ғинуар
613,Februar::N,şubat,февраль
614,März::N,mart,март
615,April::N,nisan,апрель
616,Mai::N,mayıs,май
617,Juni::N,haziran,июнь
618,Juli::N,temmuz,июль
619,August::N,ağustos,август
620,September::N,eylül,сентябрь
621,Oktober::N,ekim,октябрь
622,November::N,kasım,ноябрь
623,Dezember::N,aralık,декабрь
624,Montag::N,pazartesi,дүшәмбе
625,Dienstag::N,salı,шишәмбе
626,Mittwoch::N,çarşamba,шаршамбы
627,Donnerstag::N,perşembe,кесаҙна
628,Freitag::N,cuma,йома
629,Samstag::N,cumartesi,шәмбе
630,Sonntag::N,pazar,йәкшәмбе
631,groß::A,büyük,ҙур
632,klein::A,ufak,бәләкәс
633,klein::A,küçük,бәләкәс
634,lang::A,uzun,оҙон
635,kurz::A,kısa,ҡыҫҡа
636,breit::A,enli,киң
637,breit::A,geniş,киң
638,schmal::A,dar,тар
639,dicht::A,sık,йыш
640,dicht::A,sık,ҡуйы
641,dicht::A,yoğun,йыш
642,dicht::A,yoğun,ҡуйы
643,dick[Gegenstand]::A,kalın,ҡалын
644,dick[Gegenstand]::A,iri,ҡалын
645,dünn::A,ince,йоҡа
646,dünn::A,ince,нәҙек
647,fein::A,ince,нескә
648,fein::A,narin,нескә
649,fest::A,sabit,ныҡ
650,fest::A,sağlam,ныҡ
651,flach::A,düz,яҫы
652,flach::A,düz,ялпаҡ
653,flach::A,yassı,яҫы
654,flach::A,yassı,ялпаҡ
655,glatt::A,düz,шыма
656,hart::A,katı,ҡаты
657,weich::A,yumuşak,йомшаҡ
658,rund::A,yuvarlak,түңәрәк
659,spitz::A,sivri,осло түбәле
660,scharf::A,keskin,үткер
661,stumpf::A,kör,утмәҫ
662,schwer::A,ağır,ауыр
663,schön::A,güzel,матур
664,heiß::A,kızgın,эҫе
665,warm::A,sıcak,йылы
666,kalt::A,soğuk,һыуыҡ
667,kühl::A,serin,һалҡынса
668,frisch::A,taze,һалҡынса
669,feucht::A,nemli,еүеш
670,feucht::A,nemli,дымлы
671,feucht::A,rutubetli,еүеш
672,feucht::A,rutubetli,дымлы
673,nass::A,yaş,еүеш
674,nass::A,ıslak,еүеш
675,trocken::A,kuru,кипкән
676,voll::A,dolu,тулы
677,voll::A,dolmuş,тулы
678,leer::A,boş,буш
679,offen::A,açık,асыҡ
680,geschlossen::A,kapalı,ябыҡ
681,sauber::A,pak,таҙа
682,sauber::A,temiz,таҙа
683,schmutzig::A,pis,бысраҡ
684,schmutzig::A,kirli,бысраҡ
685,roh::A,çiğ,сей
686,reif::A,olgun,өлгөрғән
687,lecker::A,lezzetli,тәмле
688,süß::A,tatlı,тямле
689,süß::A,tatlı,тәм-том
690,süß::A,şekerli,тямле
691,süß::A,şekerli,тәм-том
692,bitter::A,acı,әсе
693,sauer::A,ekşi,әсе
694,hell::A,aydınlık,яҡты
695,dunkel::A,karanlık,ҡараңғы
696,schwarz::A,kara,ҡара
697,schwarz::A,siyah,ҡара
698,weiß::A,ak,аҡ
699,weiß::A,beyaz,аҡ
700,rot::A,kırmızı,матур
701,rot::A,kırmızı,һылыу
702,rot::A,kırmızı,сибәр
703,gelb::A,sarı,һары
704,blau::A,mavi,күк
705,grün::A,yeşil,йәшел
706,grau::A,boz,буҙ
707,bunt::A,renkli,сыбар
708,bunt::A,renkli,ала-ҡола
709,billig::A,ucuz,арзан
710,teuer::A,pahalı,ҡыйбатлы
711,wertvoll::A,değerli,ҡиммәтле
712,blind::A,kör,һуҡыр
713,taub::A,sağır,һаңғырау
714,kräftig::A,dinç,көслө
715,kräftig::A,dinç,ҡеүәтле
716,kräftig::A,kuvvetli,көслө
717,kräftig::A,kuvvetli,ҡеүәтле
718,stark::A,güçlü,көслө
719,stark::A,güçlü,ҡеүәтле
720,stark::A,kuvvetli,көслө
721,stark::A,kuvvetli,ҡеүәтле
722,schwach::A,zayıf,көсһөҙ
723,schwach::A,güçsüz,көсһөҙ
724,fett::A,şişman,һимеҙ
725,schlank::A,narin,зифа
726,hübsch::A,güzel,матур
727,hübsch::A,sevimli,матур
728,böse::A,kötü,асыулы
729,dumm::A,aptal,иҫәр
730,faul::A,tembel,иренсәк
731,fleißig::A,çalışkan,тырыш
732,geizig::A,cimri,һаран
733,klug::A,zekî,аҡыллы
734,klug::A,akıllı,аҡыллы
735,geschickt::A,becerikli,оҫта
736,lieb::A,sevimli,яғымлы
737,lustig::A,neşeli,күңелле
738,sanft::A,nazik,йыуаш
739,hungrig::A,aç,ас
740,krank::A,hasta,сирле
741,krank::A,hasta,ауырыу
742,krank::A,rahatsız,сирле
743,krank::A,rahatsız,ауырыу
744,nackt::A,çıplak,яланғас
745,traurig::A,kederli,яманһыу
746,traurig::A,üzüntülü,яманһыу
747,lebendig::A,canlı,тере
748,lebendig::A,canlı,йәнле
749,gut::A,iyi,яҡшы
750,schlecht::A,kötü,хөрт
751,schlecht::A,kötü,алама
752,richtig::A,doğru,дөрөҫ
753,schlimm::A,kötü,хөрт
754,schlimm::A,kötü,алама
755,wahr::A,doğru,дөрөҫ
756,wahr::A,gerçek,дөрөҫ
757,alt::A,eski,иҫке
758,alt::A,eski,боронғо
759,neu::A,yeni,яңы
760,ehemalig::A,önceki,элекке
761,alt[Lebewesen]::A,yaşlı,ҡарт
762,jung::A,genç,йәш
763,arm::A,fakir,фәҡир
764,reich::A,zengin,бай
765,bekannt::A,bilinen,таныш
766,berühmt::A,ünlü,атаҡлы
767,berühmt::A,ünlü,данлыҡлы
768,berühmt::A,meşhur,атаҡлы
769,berühmt::A,meşhur,данлыҡлы
770,fremd::A,yabancı,ят
