,Concept_ID,eu,mdf
148,Wurzel::N,sustrai,юр
149,Wurzel::N,sustrai,ункс
150,Baum::N,zuhaitz,шуфта
151,Stamm::N,enbor,ро́нга
152,Rinde::N,azal,кер
153,Ast::N,adar,морга
154,Zweig::N,abar,тарад
155,Blatt::N,hosto,лопа
156,Birke::N,urki,ке́лу
157,Kiefer[Baum]::N,ler,пиче
158,Weide[Baum]::N,zume,каль
159,Weide[Baum]::N,sahats,каль
160,Tanne::N,izei,куз
161,Horn::N,adar,сюра
162,Feder::N,luma,толга
163,Feder::N,hegaki,толга
164,Fell::N,ile,кедь
165,Fell::N,larru,кедь
166,Flügel::N,hego,паця
167,Klaue::N,atzapar,кенже
168,Kralle::N,erpe,кенже
169,Kralle::N,atzapar,кенже
170,Schwanz::N,isats,пула
171,Schwanz::N,buztan,пула
172,Ei::N,arrautza,ал
173,Nest::N,habia,пиза
174,Bau::N,ohantze,пиза
175,Tier::N,abere,жува́та
176,Tier::N,piztia,жува́та
177,Herde::N,saldo,нал
178,Herde::N,saldo,стада
179,Herde::N,abere talde,нал
180,Herde::N,abere talde,стада
181,Kuh::N,behi,скал
182,Kuh::N,behi,тракс
183,Bulle::N,zezen,бука
184,Pferd::N,zaldi,лишме
185,Schaf::N,ardi,уча́
186,Schwein::N,urde,тува
187,Schwein::N,txerri,тува
188,Hund::N,txakur,пине
189,Katze::N,katu,катоня
190,Katze::N,katu,аваката
191,Bär::N,hartz,офта
192,Eichhörnchen::N,urtxintxa,ур
193,Elch::N,altze,ся́рда
194,Fuchs::N,azeri,келазь
195,Hase::N,erbi,ну́мол
196,Maus::N,sagu,шеер
197,Wolf::N,otso,върьгаз
198,Vogel::N,txori,нармонь
199,Vogel::N,hegazti,нармонь
200,Schwarm::N,aldra,ко́вол
201,Schwarm::N,aldra,ме́швеле
202,Huhn::N,oilo,сараз
203,Hahn::N,oilar,а́тякш
204,Gans::N,antzara,маци
205,Adler::N,arrano,куцькан
206,Ente::N,ahate,яксярга
207,Eule::N,hontza,ко́рож
208,Kranich::N,kurrilo,ка́рга
209,Krähe::N,bele,ва́рси
210,Kuckuck::N,kuku,ку́ку
211,Schwan::N,beltxarga,ло́ксти
212,Fisch::N,arrain,кал
213,Barsch::N,perka,о́кунь
214,Hecht::N,lutxo,щу́ка
215,Schlange[Tier]::N,suge,куй
216,Wurm::N,har,сукс
217,Spinne::N,armiarma,унжа́
218,Ameise::N,inurri,панжам
219,Laus::N,zorri,си
220,Mücke::N,eltxo,ся́ське
221,Fliege::N,euli,кару
222,Schmetterling::N,pinpirin,ме́лав
223,Schmetterling::N,tximeleta,ме́лав
224,Beere::N,baia,и́мож
225,Apfel::N,sagar,марь
226,Pilz::N,onddo,панга
227,Pilz::N,perretxiko,панга
228,Zwiebel::N,tipula,шурьхкя́
229,Saat::N,haziak,видьмот
230,Korn::N,ale,сёра
231,Korn::N,pikor,сёра
232,Heu::N,belar ondu,тише
233,Schale::N,azal,кедь
234,Grube::N,hobi,лотка
235,Falle::N,harrapagailu,туфкс
236,Falle::N,harrapagailu,кунда́ма
237,Schlinge::N,bilur,килькш
238,Schlinge::N,xedera,килькш
239,Spur::N,lorratz,пильгоки́
240,Asche::N,errauts,кулу
241,Dreck::N,satsukeria,ърда́з
242,Eisen::N,burdina,кшни
243,Gold::N,urre,ока
244,Gold::N,urre,золота
245,Gold::N,urregorri,ока
246,Gold::N,urregorri,золота
247,Silber::N,zilar,сия́
248,Silber::N,urrezuri,сия́
249,Kohle::N,ikatz,седь
250,Kohle::N,ikatz,седьвальмя
251,Glas::N,beira,кля́нцек
252,Lehm::N,buztin,сёвонь
253,Sand::N,harea,шува́р
254,Sand::N,hondar,шува́р
255,Mensch::N,gizaki,ломань
256,Mann::N,gizon,аля
257,Mann::N,gizon,цёраломань
258,Frau::N,andere,ава
259,Frau::N,emakume,ава
260,Kind::N,haur,идь
261,Kind::N,haur,шаба
262,Junge::N,mutil,цёраня
263,Mädchen::N,neska,стирня́
264,Familie::N,sendi,тнал
265,Familie::N,sendi,семья
266,Familie::N,familia,тнал
267,Familie::N,familia,семья
268,Großvater::N,aitona,атя
269,Großvater::N,aitona,щя́тя
270,Großvater::N,aitatxi,атя
271,Großvater::N,aitatxi,щя́тя
272,Großmutter::N,amona,баба
273,Großmutter::N,amatxi,баба
274,Eltern::N,gurasoak,тя́дят-а́лят
275,Vater::N,aita,аля
276,Mutter::N,ama,ава
277,Mutter::N,ama,тядя
278,Sohn::N,seme,цёра
279,Tochter::N,alaba,стирь
280,Bruder::N,neba,дуган
281,Bruder::N,neba,пяльне
282,Bruder::N,anaia,дуган
283,Bruder::N,anaia,пяльне
284,Schwester::N,ahizpa,ака
285,Schwester::N,ahizpa,сазор
286,Onkel::N,osaba,оця
287,Onkel::N,osaba,патя
288,Onkel::N,osaba,щеня́
289,Tante::N,izeba,ака
290,Tante::N,izeba,щака
291,Ehemann::N,senar,мирде
292,Ehefrau::N,emazte,ърьвя́
293,Freude::N,poz,ке́нярдема
294,Freude::N,pozkari,ке́нярдема
295,Gelächter::N,barre,рахсема
296,Gelächter::N,karkara,рахсема
297,Glück::N,zori,паваз
298,Kummer::N,xangrin,ризф
299,Kummer::N,xangrin,пичефкс
300,Kummer::N,atsekabe,ризф
301,Kummer::N,atsekabe,пичефкс
302,Wunsch::N,nahi,мяль
303,Wunsch::N,nahi,таколдома
304,Wunsch::N,nahikunde,мяль
305,Wunsch::N,nahikunde,таколдома
306,Lust::N,gogo,таколдома
307,Geist::N,gogo,вайме
308,Gedanke::N,gogoeta,мяль
309,Gedächtnis::N,oroimen,прявий
310,Gedächtnis::N,gogoramen,прявий
311,Verstand::N,adimen,прявий
312,Verstand::N,ulermen,прявий
313,Sinn::N,zentzu,ён
314,Grund::N,zergati,туфта́л
315,Wahrheit::N,egia,ви́де
316,Wahrheit::N,egia,видеши́
317,Gespräch::N,hizketa,корхтама
318,Gespräch::N,elkarrizketa,корхтама
319,Märchen::N,ipuin,ёфкс
320,Erzählung::N,edesti,азкс
321,Erzählung::N,kontakizun,азкс
322,Nachricht::N,albiste,куля́
323,Neuigkeit::N,berri,куля́
324,Name::N,izen,лем
325,Rätsel::N,asmakizun,со́дама ёфкс
326,Rede::N,hitzaldi,вал
327,Rede::N,hitzaldi,корхтама
328,Rede::N,mintzaldi,вал
329,Rede::N,mintzaldi,корхтама
330,Sprache::N,hizkuntza,кяль
331,Stimme::N,ahots,вайгяль
332,Wort::N,hitz,вал
333,Zeichen::N,agerbide,тя́ште
334,Zeichen::N,agerbide,тя́штькс
335,Zeichen::N,agergarri,тя́ште
336,Zeichen::N,agergarri,тя́штькс
337,Ruf::N,dei,тердема
338,Lärm::N,zarata,гайф
339,Lärm::N,zarata,жалакодома
340,Lärm::N,harrabots,гайф
341,Lärm::N,harrabots,жалакодома
342,Laut::N,hots,вайгяль
343,Ton::N,tonu,вайгяль
344,Ton::N,soinu,вайгяль
345,Lied::N,abesti,мора
346,Ruhe::N,nasaitasun,сетьме
347,Leute::N,jende,ломатть
348,Volk::N,herri,наро́д
349,Volk::N,populu,наро́д
350,Arbeit::N,lan,тев
351,Gast::N,arrotz,и́нжи
352,Gast::N,arrotz,ко́нак
353,Gast::N,apopilo,и́нжи
354,Gast::N,apopilo,ко́нак
355,Geschenk::N,opari,казне
356,Spiel::N,jolas,налхкома
357,Spiel::N,jolas,налхксема
358,Gesellschaft::N,gizarte,кружок
359,Hilfe::N,helpide,лездома
360,Hilfe::N,laguntza,лездома
361,Freund::N,lagun,я́лга
362,Kamerad::N,adiskide,я́лга
363,Kamerad::N,lagunkide,я́лга
364,Angelegenheit::N,afera,тев
365,Anzahl::N,kopuru,лувкс
366,Art::N,mota,вид
367,Stück::N,puska,пакш
368,Teil::N,atal,часть
369,Teil::N,atal,пялькс
370,Hälfte::N,erdi,пяле
371,Kreis::N,biribilki,шаркс
372,Kreuz::N,gurutze,крёз
373,Linie::N,linea,межа
374,Linie::N,linea,китькс
375,Strich::N,marra,межа
376,Abstand::N,tarte,ётка
377,Entfernung::N,urrunera,ётка
378,Gegend::N,alderdi,ва́ста
379,Gegend::N,alderdi,перьфпя́ль
380,Gegend::N,eskualde,ва́ста
381,Gegend::N,eskualde,перьфпя́ль
382,Platz::N,leku,ва́ста
383,Ort::N,toki,ва́ста
384,Seite::N,albo,пяле
385,Mitte::N,erdi,кучка́
386,Gegenstand::N,gauzaki,веща
387,Sache::N,gauza,тев
388,Sache::N,gauza,веща
389,Rand::N,ertz,пе
390,Kante::N,ertz,и́рдез
391,Ecke::N,kantoi,ужа
392,Spitze::N,punta,пря
393,Ende::N,buru,пе
394,Ende::N,mutur,пе
395,Loch::N,zulo,варя
396,Winkel::N,zoko,ужа
397,Winkel::N,bazter,ужа
398,Muster::N,eredu,сёрма
399,Muster::N,marrazki,сёрма
400,Größe::N,kaizu,серь
401,Größe::N,tamaina,серь
402,Länge::N,luzera,кува́лма
403,Höhe::N,goiera,серь
404,Höhe::N,garaiera,серь
405,Gewicht::N,hazta,сталма
406,Menge::N,kopuru,лувкс
407,Haufen::N,pila,мар
408,Haufen::N,mendoi,мар
409,Reihe::N,ilara,ряд
410,Reihe::N,errenkada,ряд
411,Boot::N,potin,венеж
412,Boot::N,txalupa,венеж
413,Ruder::N,arraun,миле
414,Schlitten::N,lera,ну́рда
415,Schlitten::N,narra,ну́рда
416,Ski::N,eski,сокс
417,Lagerfeuer::N,su,то́лмар
418,Last::N,zama,канкс
419,Last::N,zama,сталма
420,Last::N,karga,канкс
421,Last::N,karga,сталма
422,Gang::N,ibilera,молема
423,Schritt::N,pauso,аськолкс
424,Schritt::N,urrats,аськолкс
425,Norden::N,ipar,якшама шире
426,Norden::N,iparralde,якшама шире
427,Süden::N,hego,ля́мбе ши́ре
428,Süden::N,hegoalde,ля́мбе ши́ре
429,Westen::N,sartalde,ши валгома шире
430,Westen::N,mendebalde,ши валгома шире
431,Osten::N,ekialde,шинь стяма шире
432,Osten::N,sortalde,шинь стяма шире
433,Holz::N,zur,вирь
434,Holz::N,zur,шуфта
435,Brett::N,ohol,лавця
436,Platte::N,lauza,плита́
437,Stütze::N,irozgarri,неже
438,Stütze::N,bermagailu,неже
439,Stange::N,haga,олга
440,Stock::N,makila,байдек
441,Stab::N,makila,олгоня
442,Rohr::N,hodi,турама
443,Haus::N,etxe,куд
444,Heim::N,etxe,куд
445,Heim::N,etxaleku,куд
446,Ofen::N,berogailu,пянакуд
447,Fußboden::N,zoru,кия́кс
448,Tisch::N,mahai,шра
449,Tisch::N,mahai,моркш
450,Stuhl::N,aulki,стул
451,Wiege::N,kuma,нюря́м
452,Wiege::N,sehaska,нюря́м
453,Bett::N,ohe,ацам
454,Bett::N,ohatze,ацам
455,Regal::N,apalategi,лавцяланга
456,Kiste::N,kutxa,парга
457,Fenster::N,leiho,валмья
458,Tür::N,ate,кенкш
459,Tor::N,atari,ортат
460,Zaun::N,hesi,перяфкс
461,Dach::N,teilatu,кудпря
462,Leiter::N,zurubi,куцема
463,Besen::N,erratz,тяльме
464,Spaten::N,burdinpala,ка́йме
465,Schaufel::N,pala,ко́поня
466,Schaufel::N,pala,ця́рдом
467,Gabel::N,sardexka,ця́нгоня
468,Löffel::N,koilara,куцю
469,Messer::N,aizto,пеель
470,Nagel::N,iltze,эска
471,Netz::N,sare,
472,Haken::N,mako,кя́чказ
473,Griff::N,eskutoki,недь
474,Griff::N,eskutoki,кунда́мка
475,Schloss::N,sarraila,замо́к
476,Bild::N,irudi,карти́на
477,Figur::N,figura,ронга-понда
478,Puppe::N,panpina,ня́ка
479,Puppe::N,andrakila,ня́ка
480,Beutel::N,zorro,кяскав
481,Bündel::N,azao,кярьме
482,Bündel::N,espal,кярьме
483,Tasche::N,poltsa,кошяльня
484,Eimer::N,treska,ве́дарка
485,Deckel::N,tapa,тавадкс
486,Deckel::N,tapa,вельхкс
487,Deckel::N,estalki,тавадкс
488,Deckel::N,estalki,вельхкс
489,Geschirr::N,baxera,кядьге
490,Geschirr::N,ontziteria,кядьге
491,Sack::N,zaku,кяскав
492,Tasse::N,kikara,ша́ваня
493,Topf::N,ontzi,кавозь
494,Topf::N,lapiko,кавозь
495,Kessel::N,pazia,сргавозь
496,Essen::N,janaldi,ярхцама
497,Nahrung::N,jan,ярхцампяль
498,Speise::N,jaki,ярхцама
499,Fleisch::N,okela,пал
500,Fleisch::N,okela,сиволь
501,Fleisch::N,haragi,пал
502,Fleisch::N,haragi,сиволь
503,Getreide::N,labore,сёра
504,Brei::N,ahi,ям
505,Brei::N,pure,ям
506,Brot::N,ogi,кши
507,Scheibe::N,xerra,кочам
508,Scheibe::N,pirripita,кочам
509,Fett::N,urin,куя́
510,Fett::N,koipe,куя́
511,Butter::N,gurin,вай
512,Öl::N,olio,вай
513,Salz::N,gatz,сал
514,Suppe::N,zopa,шонгарям
515,Suppe::N,zopa,коршампяль
516,Suppe::N,salda,шонгарям
517,Suppe::N,salda,коршампяль
518,Honig::N,ezti,медь
519,Milch::N,esne,лофца
520,Tee::N,te,чай
521,Leder::N,larru,кедь
522,Wolle::N,artile,пона
523,Stoff::N,ehun,котф
524,Nadel::N,orratz,салмокс
525,Nadel::N,jostorratz,салмокс
526,Faden::N,hari,сюре
527,Knopf::N,botoi,пуня
528,Knoten::N,korapilo,сюлма
529,Farbe::N,pintura,архтомбяль
530,Kleidung::N,arropa,щам
531,Kleidung::N,jantziak,щам
532,Hemd::N,atorra,па́нар
533,Hemd::N,alkandora,па́нар
534,Kragen::N,idun,сиве
535,Ärmel::N,mahuka,ожа
536,Hose::N,prakak,понкст
537,Hose::N,galtzak,понкст
538,Gürtel::N,gerriko,каркс
539,Mütze::N,txano,вазь
540,Mütze::N,txapel,вазь
541,Schuh::N,oski,башма́к
542,Schuh::N,oinetako,башма́к
543,Stiefel::N,bota,кя́ме
544,Ring::N,uztai,суркс
545,Band::N,zinta,керькс
546,Band::N,zinta,лента
547,Band::N,xingola,керькс
548,Band::N,xingola,лента
549,Kamm::N,orrazi,сюрьхцем
550,Spiegel::N,mirail,ванома
551,Riemen::N,uhal,шнань каркс
552,Schnur::N,lokailu,пикс
553,Schnur::N,lokailu,карькскя
554,Leine::N,lotura,вядьме
555,Decke::N,burusi,вельхкс
556,Kissen::N,kuxin,тоду
557,Tuch::N,zapi,руця́
558,Tuch::N,oihal,руця́
559,Handtuch::N,eskuzapi,на́рдама
560,Handtuch::N,eskuoihal,на́рдама
561,Kraft::N,indar,вий
562,Stärke::N,indar,вииши
563,Gesundheit::N,osasun,шумбраши́
564,Krankheit::N,eritasun,урма́
565,Krankheit::N,eritasun,сярядема
566,Krankheit::N,gaixotasun,урма́
567,Krankheit::N,gaixotasun,сярядема
568,Schmerz::N,min,маряма
569,Wunde::N,zauri,керф
570,Fieber::N,sukar,маштыкс
571,Arznei::N,osagai,надо́бья
572,Arznei::N,osagai,пъчка́фтома
573,Arznei::N,sendagai,надо́бья
574,Arznei::N,sendagai,пъчка́фтома
575,Brücke::N,zubi,седь
576,Brunnen::N,putzu,эши
577,Weide::N,alha,ванома васта
578,Weide::N,bazkaleku,ванома васта
579,Pfad::N,zidor,ян
580,Pfad::N,zidor,киня́
581,Pfad::N,bidexka,ян
582,Pfad::N,bidexka,киня́
583,Weg::N,bide,ки
584,Straße::N,errepide,ки
585,Dorf::N,herri,веле
586,Stadt::N,hiri,ош
587,Brief::N,gutun,сёрма
588,Brief::N,eskutitz,сёрма
589,Buch::N,liburu,книга
590,Buchstabe::N,hizki,бу́ква
591,Zeitung::N,egunkari,газе́та
592,Leben::N,bizi,эряф
593,Leben::N,bizi,эряма
594,Leben::N,bizitza,эряф
595,Leben::N,bizitza,эряма
596,Tod::N,herio,кулома́
597,Tod::N,heriotza,кулома́
598,Grab::N,hobi,калма
599,Grab::N,hilobi,калма
600,Kirche::N,eliza,це́рькав
601,Sünde::N,hoben,пежеть
602,Sünde::N,hoben,муворкс
603,Sünde::N,bekatu,пежеть
604,Sünde::N,bekatu,муворкс
605,Gott::N,jainko,шкай
606,Arbeiter::N,langile,трудендай
607,Arbeiter::N,langile,работник
608,Arbeiter::N,behargin,трудендай
609,Arbeiter::N,behargin,работник
610,Chef::N,nagusi,азор
611,Chef::N,nagusi,оцюня
612,Meister::N,maisu,мастяр
613,Arzt::N,osagile,врач
614,Arzt::N,osagile,доктор
615,Arzt::N,sendagile,врач
616,Arzt::N,sendagile,доктор
617,Lehrer::N,irakasle,учи́тель
618,Geld::N,diru,ярмакт
619,Geschäft::N,negozio,ладяфкс
620,Geschäft::N,negozio,ладяф тев
621,Laden::N,denda,ла́вка
622,Laden::N,saltegi,ла́вка
623,Preis::N,prezio,питне
624,Preis::N,salneurri,питне
625,Ware::N,salgai,миф
626,Ware::N,salgai,ра́маф
627,Nutzen::N,onura,пара
628,Nutzen::N,onura,лезкс
629,Nutzen::N,probetxu,пара
630,Nutzen::N,probetxu,лезкс
631,Reichtum::N,aberastasun,ко́зяши
632,Welt::N,ludi,свет
633,Welt::N,mundu,свет
634,Land::N,herrialde,мастор
635,Staat::N,estatu,государства
636,König::N,errege,король
637,Macht::N,botere,азорондама
638,Macht::N,botere,азорксши
639,Grenze::N,muga,ёткаян
640,Krieg::N,guda,война́
641,Feind::N,etsai,душман
642,Feind::N,etsai,каршек тюри
643,Feind::N,arerio,душман
644,Feind::N,arerio,каршек тюри
645,Gewalt::N,bortxa,наругама
646,Gewalt::N,bortizkeria,наругама
647,Kampf::N,gudu,тюрема́
648,Kampf::N,auska,тюрема́
649,Bogen[Waffe]::N,arku,нал
650,Pfeil::N,gezi,нал
651,Gewehr::N,fusil,винто́вка
652,Fehler::N,huts,эльбядькс
653,Fehler::N,hutsegin,эльбядькс
654,Lüge::N,gezur,васькафнема
655,Schaden::N,kalte,зия́н
656,Unglück::N,zoritxar,зия́н
657,Unglück::N,zorigaitz,зия́н
658,Schuld::N,erru,муворши
659,Alter::N,adin,эряф кизот
660,Alter::N,adin,эряфонь пинге
661,Schluss::N,bukaera,пе
662,Zeit::N,aldi,пинге
663,Zeit::N,denbora,пинге
664,Tag::N,egun,ши
665,Morgen::N,goiz,шобдава
666,Mittag::N,eguerdi,шикучка
667,Abend::N,arrats,иля́дь
668,Nacht::N,gau,ве
669,Woche::N,aste,недя́ля
670,Monat::N,hil,ков
671,Jahr::N,urte,киза
672,Frühling::N,udalehen,тунда́
673,Sommer::N,uda,киза
674,Herbst::N,udazken,сёксе
675,Herbst::N,neguantz,сёксе
676,Winter::N,negu,тяла
677,Januar::N,urtarril,кельмеков
678,Februar::N,otsail,уфайков
679,März::N,martxo,марайков
680,April::N,apiril,шудиков
681,Mai::N,maiatz,панжиков
682,Juni::N,ekain,лямбеков
683,Juli::N,uztail,псиков
684,August::N,abuztu,сёроньков
685,September::N,irail,тюжягов
686,Oktober::N,urri,кельмазаков
687,November::N,azaro,эйндамков
688,Dezember::N,abendu,кучкаков
689,Montag::N,astelehen,одговши
690,Dienstag::N,astearte,ша́вши
691,Mittwoch::N,asteazken,вержи
692,Donnerstag::N,ostegun,шува́ланя
693,Freitag::N,ostiral,пя́денця
694,Samstag::N,larunbat,ёткши
695,Sonntag::N,igande,таргоши
696,groß::A,handi,оцю
697,klein::A,txiki,ёмла
698,lang::A,luze,кува́ка
699,kurz::A,labur,нюрьхкя́ня
700,breit::A,zabal,кели
701,schmal::A,mehar,тяйня
702,dicht::A,sarri,сиде
703,dicht::A,sarri,туста
704,dicht::A,trinko,сиде
705,dicht::A,trinko,туста
706,dick[Gegenstand]::A,lodi,эчке
707,dünn::A,mehe,шува́ня
708,fein::A,fin,шува́ня
709,fest::A,tinko,кеме
710,flach::A,lau,лапш
711,flach::A,ordoki,лапш
712,glatt::A,leun,вадяв
713,glatt::A,leun,такор
714,hart::A,gogor,калгода
715,weich::A,bigun,ляпе
716,weich::A,beratz,ляпе
717,rund::A,biribil,кру́глай
718,spitz::A,puntadun,ботаз
719,spitz::A,puntadun,оржа
720,scharf::A,zorrotz,оржа
721,stumpf::A,kamuts,ношка
722,schwer::A,astun,стака
723,schwer::A,pisutsu,стака
724,schön::A,eder,мазы
725,heiß::A,bero,пси
726,heiß::A,oso bero,пси
727,warm::A,bero,лямбе
728,kalt::A,hotz,кельме
729,kühl::A,hotzil,эше
730,frisch::A,fresko,свежай
731,frisch::A,hozkirri,свежай
732,feucht::A,heze,летьке
733,nass::A,busti,начка
734,trocken::A,siku,коське
735,trocken::A,lehor,коське
736,voll::A,bete,пяшксе
737,leer::A,huts,шава
738,offen::A,ireki,панжада
739,offen::A,ireki,виде
740,geschlossen::A,itxita,пякстаф
741,geschlossen::A,itxita,сёлгф
742,sauber::A,xahu,ару
743,sauber::A,garbi,ару
744,schmutzig::A,lohi,рда́зу
745,schmutzig::A,lohi,пя́ндра
746,schmutzig::A,zikin,рда́зу
747,schmutzig::A,zikin,пя́ндра
748,roh::A,gordin,верок
749,reif::A,umo,ке́нерьф
750,reif::A,heldu,ке́нерьф
751,lecker::A,goxo,танцти
752,süß::A,goxo,ламбама
753,bitter::A,karmin,сяпи
754,bitter::A,garratz,сяпи
755,sauer::A,mingots,шапама
756,hell::A,argi,валда
757,dunkel::A,ilun,шобда
758,schwarz::A,beltz,равжа
759,weiß::A,zuri,акша
760,rot::A,gorri,якстерь
761,gelb::A,hori,тюжя́
762,blau::A,urdin,сенем
763,grün::A,berde,пиже
764,grün::A,berde,сянгяря
765,grün::A,musker,пиже
766,grün::A,musker,сянгяря
767,grau::A,urdin,уле
768,grau::A,urdinabar,уле
769,bunt::A,koloretsu,сёрмав
770,billig::A,merke,у́цез
771,billig::A,merke,аф пи́тни
772,teuer::A,garesti,пи́тни
773,wertvoll::A,baliotsu,питни
774,blind::A,itsu,сокор
775,taub::A,gor,пярав
776,kräftig::A,kementsu,пяк вии
777,stark::A,bizkor,вии
778,stark::A,indartsu,вии
779,schwach::A,ahul,лафча
780,schwach::A,indargabe,лафча
781,fett::A,gizen,куя́
782,schlank::A,lerden,виде ронга
783,hübsch::A,polit,мазы
784,böse::A,tzar,кяжи
785,böse::A,gaizto,кяжи
786,dumm::A,lelo,аф ёню
787,dumm::A,lelo,шава пря
788,dumm::A,pello,аф ёню
789,dumm::A,pello,шава пря
790,faul::A,nagi,нола
791,faul::A,alfer,нола
792,fleißig::A,maratz,ку́лхцонды
793,fleißig::A,lanzale,ку́лхцонды
794,geizig::A,zeken,кирьжя
795,geizig::A,zeken,жаднай
796,geizig::A,zikoitz,кирьжя
797,geizig::A,zikoitz,жаднай
798,klug::A,zuhur,ёню
799,klug::A,zuhur,пря́ви
