,Concept_ID,udm,uz
250,Ehefrau::N,кышно,rafiqa
251,Freude::N,шумпотон,ayish
252,Gelächter::N,горем,kulgi
253,Glück::N,шуд,saodat
254,Kummer::N,кайгу,g'am
255,Kummer::N,куректон,g'am
256,Wunsch::N,мылпотон,orzu
257,Lust::N,потон,rag'bat
258,Geist::N,лул,ruh
259,Gedanke::N,малпан,fikr
260,Gedächtnis::N,йырсазь,äs
261,Gedächtnis::N,тодэваён,äs
262,Verstand::N,йырвизь,aql
263,Sinn::N,смысл,ma'ni
264,Grund::N,муг,sabab
265,Grund::N,ньӧм,sabab
266,Wahrheit::N,зэм,haq
267,Wahrheit::N,шонер,haq
268,Gespräch::N,вераськон,gap
269,Märchen::N,выжыкыл,ärtak
270,Erzählung::N,верос,rivoyat
271,Nachricht::N,ивор,xabar
272,Neuigkeit::N,выльивор,yangilik
273,Name::N,ним,ot
274,Rätsel::N,мадькыл,topishmoq
275,Rede::N,верам,nutq
276,Sprache::N,кыл,til
277,Stimme::N,куара,ovoz
278,Wort::N,кыл,so'z
279,Zeichen::N,пус,alomat
280,Zeichen::N,тодмет,alomat
281,Ruf::N,ӧтён,chaqiriq
282,Ruf::N,чортон,chaqiriq
283,Lärm::N,ӵашетон,taraq
284,Laut::N,куара,tovush
285,Ton::N,куара,un
286,Lied::N,кырӟан,ashula
287,Ruhe::N,чалмыт улон,tinchlik
288,Leute::N,адямиос,xaloyiq
289,Volk::N,калык,xalq
290,Arbeit::N,уж,ish
291,Gast::N,куно,mehmon
292,Geschenk::N,салам,hadya
293,Geschenk::N,кузьым,hadya
294,Spiel::N,шудон,o'yin
295,Gesellschaft::N,калык,jamiyat
296,Hilfe::N,юрттон,yordam
297,Freund::N,эш,do'st
298,Freund::N,юлтош,do'st
299,Kamerad::N,тодмо,yo'ldosh
300,Angelegenheit::N,уж,daxl
301,Anzahl::N,лыд,son
302,Art::N,тус,tur
303,Stück::N,юдэс,parcha
304,Teil::N,люкет,bo'lak
305,Hälfte::N,ӝыны,yarim
306,Kreis::N,котырес,aylana
307,Kreuz::N,крест,xoch
308,Linie::N,гож,liniya
309,Strich::N,гож,chiziq
310,Abstand::N,вис,oralik
311,Abstand::N,кусып,oralik
312,Entfernung::N,кусып,uzoqlik
313,Gegend::N,инты,yer
314,Platz::N,инты,oralig
315,Ort::N,инты,joy
316,Ort::N,места,joy
317,Seite::N,пал,yon
318,Mitte::N,шор,o'rta
319,Gegenstand::N,арбери,ashyo
320,Sache::N,котыр,buyum
321,Rand::N,дур,chek
322,Rand::N,шаер,chek
323,Kante::N,дур,tig'
324,Ecke::N,сэрег,burchak
325,Spitze::N,йыл,uch
326,Ende::N,пум,oxir
327,Loch::N,пась,teshik
328,Winkel::N,сэрег,go'sha
329,Muster::N,пужы,nusha
330,Größe::N,быдӟала,kattalik
331,Länge::N,кузьдала,uzunlik
332,Höhe::N,ӝуждала,yuksaklik
333,Gewicht::N,сектала,solmoq
334,Gewicht::N,секытлык,solmoq
335,Menge::N,лыд,miqdor
336,Menge::N,лыдпус,miqdor
337,Haufen::N,люк,uyum
338,Reihe::N,чур,saf
339,Boot::N,пыж,qayiq
340,Boot::N,лодка,qayiq
341,Ruder::N,полыс,äshkak
342,Schlitten::N,додьы,chana
343,Ski::N,куас,chang'i
344,Lagerfeuer::N,тылскем,gulxan
345,Last::N,секыт,yuk
346,Gang::N,ветлон,yurish
347,Schritt::N,вамыш,qadam
348,Norden::N,уйпал,shimol
349,Süden::N,лымшор,janub
350,Westen::N,шунды пуксён,g'arb
351,Osten::N,шунды ӝужан,sharq
352,Holz::N,пу,yog'och
353,Brett::N,пул,taxta
354,Platte::N,плита,tabaqa
355,Stütze::N,пыкет,tayanchi
356,Stange::N,пуӵ,qo'noq
357,Stock::N,боды,tayoq
358,Stab::N,пуӵ,gavron
359,Stab::N,боды,gavron
360,Rohr::N,труба,tarnov
361,Haus::N,юрт,uy
362,Heim::N,корка,makon
363,Ofen::N,гур,pechka
364,Fußboden::N,выж,pol
365,Tisch::N,ӝӧк,mosa
366,Stuhl::N,пукон,o'rindiq
367,Wiege::N,кӧкы,beshik
368,Wiege::N,зыбка,beshik
369,Bett::N,валес,yotoq
370,Regal::N,ӝажы,tokcha
371,Kiste::N,ящик,sandiq
372,Fenster::N,укно,deraza
373,Fenster::N,косяк,deraza
374,Tür::N,ӧс,äshik
375,Tor::N,ӟезьы,darvoza
376,Zaun::N,забор,panjara
377,Dach::N,липет,tom
378,Leiter::N,падӟа,narvon
379,Besen::N,ӵужон,supurgi
380,Besen::N,исьнер,supurgi
381,Spaten::N,лопатка,bel
382,Schaufel::N,ютырон,kurak
383,Gabel::N,тэчы,bilka
384,Gabel::N,вилка,bilka
385,Löffel::N,пуньы,qoshiq
386,Messer::N,пурт,pichoq
387,Nagel::N,кортӵог,mix
388,Netz::N,сеть,to'r
389,Haken::N,курик,ilgak
390,Griff::N,ныд,sop
391,Griff::N,ныд,tutqich
392,Schloss::N,тунгон,qulf
393,Bild::N,суред,rasm
394,Figur::N,фигура,shakl
395,Puppe::N,мунё,ko'g'irchoq
396,Beutel::N,пуйы,to'rva
397,Bündel::N,керттэт,bog'lam
398,Tasche::N,пуйы,kissa
399,Tasche::N,сумка,kissa
400,Eimer::N,ведра,chelak
401,Deckel::N,ӵоксэт,qopqoq
402,Geschirr::N,тусьты-пуньы,idish
403,Sack::N,пуйы,qop
404,Tasse::N,ӵаша,piyola
405,Topf::N,миска,tuvak
406,Kessel::N,пурты,qozon
407,Essen::N,сиськон,tomoq
408,Nahrung::N,сион,emak
409,Speise::N,сиён,taom
410,Fleisch::N,сӥль,go'sht
411,Getreide::N,ю тысь,g'alla
412,Brei::N,ӝук,bo'tqa
413,Brot::N,нянь,non
414,Scheibe::N,шорем,disk
415,Fett::N,кӧй,moy
416,Butter::N,вӧй,yog'
417,Öl::N,вӧй,moy
418,Salz::N,сылал,tuz
419,Suppe::N,шыд,sho'rva
420,Honig::N,чечы,asal
421,Milch::N,йӧл,sut
422,Tee::N,чай,choy
423,Leder::N,сурон,charm
424,Wolle::N,гон,jun
425,Wolle::N,ыжгон,jun
426,Stoff::N,куэм,mato
427,Nadel::N,вень,igna
428,Faden::N,сӥньыс,ip
429,Knopf::N,бирды,tugma
430,Knoten::N,герд,tugun
431,Farbe::N,буёл,bo'yok
432,Kleidung::N,дӥсь,kiyim
433,Hemd::N,дэрем,ko'ylak
434,Kragen::N,сирес,yoqa
435,Ärmel::N,саес,yeng
436,Hose::N,брюки,shim
437,Hose::N,штань,shim
438,Gürtel::N,кускерттон,tasma
439,Mütze::N,ызьы,shapka
440,Schuh::N,ботинка,but
441,Stiefel::N,сапег,botinka
442,Ring::N,зундэс,yuzuk
443,Band::N,лента,rishta
444,Kamm::N,сын,taroq
445,Spiegel::N,синучкон,ko'zgu
446,Riemen::N,е,qayish
447,Schnur::N,гозы,bog'ich
448,Leine::N,думет,etak
449,Decke::N,шобрет,odyol
450,Kissen::N,миндэр,yostiq
451,Tuch::N,кышет,gazlama
452,Handtuch::N,ӵушкон,sochiq
453,Kraft::N,кать,kuch
454,Kraft::N,ӟигар,kuch
455,Stärke::N,юнлык,quvvat
456,Gesundheit::N,тазалык,sog'lik
457,Krankheit::N,висён,kasallik
458,Schmerz::N,висён,og'riq
459,Wunde::N,яра,yara
460,Fieber::N,кезег,bezgak
461,Arznei::N,эмъюм,dori
462,Brücke::N,выж,ko'prik
463,Brunnen::N,колдэч,buloq
464,Weide::N,возь,yaylov
465,Pfad::N,сюрес,dorojka
466,Weg::N,сюрес,yo'l
467,Straße::N,сюрес,ko'cha
468,Dorf::N,гурт,ovul
469,Stadt::N,кар,shahar
470,Stadt::N,город,shahar
471,Brief::N,гожтэт,maktub
472,Buch::N,книга,kitob
473,Buchstabe::N,буква,harf
474,Zeitung::N,газет,gazet
475,Leben::N,улон,hayot
476,Tod::N,кулон,o'lim
477,Grab::N,шайгу,go'r
478,Kirche::N,черк,cherkov
479,Sünde::N,сьӧлык,gunoh
480,Gott::N,ӥнмар,olloh
481,Arbeiter::N,рабочий,ishchi
482,Chef::N,начальник,rais
483,Meister::N,кибашлы,usta
484,Arzt::N,врач,hakim
485,Lehrer::N,дышетӥсь,muallim
486,Geld::N,уксё,pul
487,Geld::N,коньдон,pul
488,Geschäft::N,уж,savdo
489,Laden::N,магазин,do'kon
490,Preis::N,дун,baho
491,Ware::N,вуз,mol
492,Nutzen::N,пайда,foyda
493,Reichtum::N,узырлык,boylik
494,Welt::N,дунне,olam
495,Land::N,шаер,o'lka
496,Staat::N,кун,davlat
497,König::N,эксэй,qirol
498,Macht::N,власть,iqtidor
499,Grenze::N,кунгож,chegara
500,Krieg::N,ож,harb
501,Feind::N,тушмон,dushman
502,Gewalt::N,эриктэман,zo'rlik
503,Kampf::N,нюръяськон,kurash
504,Bogen[Waffe]::N,пукыӵ,yoy
505,Pfeil::N,пукыӵ вень,o'q
506,Gewehr::N,пыӵал,vintovka
507,Fehler::N,янгыш,xato
508,Lüge::N,пӧян,yolg'on
509,Lüge::N,алдан,yolg'on
510,Lüge::N,ӧрекчан,yolg'on
511,Schaden::N,изъян,ziyon
512,Unglück::N,куректон,balo
513,Unglück::N,шудтэме усён,balo
514,Schuld::N,янгыш,ayb
515,Alter::N,арлыд,yosh
516,Schluss::N,пум,tamom
517,Zeit::N,дыр,vaqt
518,Tag::N,нунал,kun
519,Morgen::N,ӵукна,saboh
520,Mittag::N,лымшор,kun tushlik
521,Abend::N,ӝыт,oqshom
522,Abend::N,акшан,oqshom
523,Nacht::N,уй,tun
524,Woche::N,арня,hafta
525,Monat::N,толэзь,oy
526,Jahr::N,ар,yil
527,Frühling::N,тулыс,bahor
528,Sommer::N,гужем,yoz
529,Herbst::N,сӥзьыл,kuz
530,Herbst::N,сӥзьыл,xazon
531,Winter::N,тол,qish
532,Januar::N,выльартолэзь,yanvar'
533,Februar::N,тулыспал,fevral'
534,März::N,южтолэзь,mart
535,April::N,оштолэзь,aprel'
536,Mai::N,куартолэзь,may
537,Juni::N,вожотолэзь,iyun'
538,Juli::N,пӧсьтолэзь,iyul'
539,August::N,гудырикошкон,avgust
540,September::N,куарусён,sentyabr'
541,Oktober::N,выльӝуктолэзь,oktyabr'
542,November::N,шуркынмон,noyabr'
543,Dezember::N,толсур,dekabr'
544,Montag::N,вордӥськон,dushanba
545,Dienstag::N,вторник,seshanba
546,Mittwoch::N,вирнунал,chorshanba
547,Donnerstag::N,покчиарня,payshanba
548,Freitag::N,удмуртарня,juma
549,Samstag::N,кӧснунал,shanba
550,Sonntag::N,арня,yakshanba
551,groß::A,бадӟым,buyuk
552,klein::A,пичи,kichik
553,lang::A,кузь,uzun
554,kurz::A,вакчи,qisqa
555,breit::A,паськыт,keng
556,schmal::A,сюлэг,änsiz
557,dicht::A,ӵем,quyuq
558,dick[Gegenstand]::A,зӧк,qalin
559,dünn::A,векчи,ingichka
560,fein::A,векчи,mayin
561,fest::A,юн,qattiq
562,fest::A,чурыт,qattiq
563,flach::A,ӵошкыт,yalpoq
564,glatt::A,гылыт,tekis
565,glatt::A,вольыт,tekis
566,hart::A,чурыт,qattiq
567,weich::A,небыт,yumshoq
568,rund::A,котырес,yumaloq
569,spitz::A,йылсо,uchli
570,scharf::A,лэчыт,keskir
571,stumpf::A,ныж,to'mtoq
572,schwer::A,секыт,salmoqli
573,schön::A,чебер,go'zal
574,heiß::A,пӧсь,qiziq
575,warm::A,шуныт,issiq
576,kalt::A,кезьыт,sovuq
577,kühl::A,юзмыт,salqin
578,kühl::A,салкым,salqin
579,frisch::A,выль,toza
580,feucht::A,мускыт,namli
581,nass::A,котмем,nam
582,trocken::A,кӧс,quruq
583,voll::A,тыр,to'la
584,leer::A,буш,puch
585,leer::A,тырттэм,puch
586,offen::A,усьтэм,ochiq
587,geschlossen::A,ӵогам,berk
588,geschlossen::A,пунням,berk
589,sauber::A,ӝикыт,ozoda
590,sauber::A,чылкыт,ozoda
591,schmutzig::A,нӧд,kir
592,roh::A,ыль,xom
593,reif::A,вуэм,pishiq
594,lecker::A,ческыт,shirin
595,süß::A,ческыт,shirin
596,bitter::A,курыт,achchiq
597,sauer::A,чырс,achchiq
598,hell::A,югыт,yorug'
599,dunkel::A,пеймыт,qorong'i
600,schwarz::A,сьӧд,qora
601,weiß::A,тӧдьы,oq
602,rot::A,горд,qizil
603,gelb::A,ӵуж,sariq
604,blau::A,лыз,zangori
605,grün::A,вож,yashil
606,grau::A,пурысь,bo'z
607,bunt::A,куӵо,ola
608,billig::A,дунтэм,arzon
609,teuer::A,дуно,qimmat
610,wertvoll::A,дуно,qimmat
611,blind::A,сукыр,ko'r
612,blind::A,синтэм,ko'r
613,taub::A,пельтэм,garang
614,kräftig::A,кужмо,kuchli
615,stark::A,юн,quvvatli
616,stark::A,кужмо,quvvatli
617,schwach::A,ляб,kuchsiz
618,schwach::A,начар,kuchsiz
619,fett::A,кӧй,semiz
620,schlank::A,веськыт,ingichka
621,schlank::A,веськрес,ingichka
622,hübsch::A,чебер,ko'rkam
623,hübsch::A,синмаськымон,ko'rkam
624,böse::A,лек,yovuz
625,dumm::A,шузи,aqlsiz
626,dumm::A,визьтэм,aqlsiz
627,faul::A,азьтэм,ärinchak
628,fleißig::A,сюлмо,ishchan
629,geizig::A,сук,qurumsoq
630,klug::A,визьмо,oqil
631,geschickt::A,усто,äpchil
632,geschickt::A,быгатӥсь,äpchil
633,lieb::A,мусо,aziz
634,lustig::A,шулдыр,chaqchaq
635,sanft::A,мусо,asta
636,sanft::A,эрке,asta
637,hungrig::A,сютэм,och
638,krank::A,висись,kasal
639,nackt::A,гольык,yalang
640,traurig::A,мӧзмыт,xafa
641,lebendig::A,улэп,hayotiy
642,gut::A,ӟеч,soz
643,gut::A,умой,soz
644,schlecht::A,урод,yomon
645,schlecht::A,алама,yomon
646,richtig::A,шонер,rost
647,schlimm::A,алама,yovuz
648,wahr::A,зэмос,haqiqiy
649,alt::A,вуж,äski
650,neu::A,выль,yangi
651,ehemalig::A,азьвылэз,sobiq
652,alt[Lebewesen]::A,пересь,qari
653,jung::A,егит,navqiron
654,jung::A,пинал,navqiron
655,arm::A,начар,abgor
656,arm::A,куанер,abgor
657,reich::A,узыр,boy
658,bekannt::A,тодмо,ma'lum
659,berühmt::A,дано,mashhur
660,fremd::A,ят,yot
661,verschieden::A,пӧртэм,turli
662,nah::A,матысь,yaqindagi
663,fern::A,кыдёкысь,uzoq
664,linker::A,паллян,so'l
665,rechter::A,бур,o'ng
666,rechter::A,бурпал,o'ng
667,anderer::A,мукет,boshqa
668,erster::A,нырысетӥез,birinchi
669,zweiter::A,кыктэтӥез,ikkinchi
670,dritter::A,кунньметӥез,uchinchi
671,letzter::A,берло,oxirgi
672,letzter::A,берпум,oxirgi
673,allein::ADV,огназ,o'zicha
674,auf einmal::ADV,огдыре,varakay
675,zusammen::ADV,ӵош,barobar
676,zusammen::ADV,валче,barobar
677,lange::ADV,кема,uzoq
678,plötzlich::ADV,мапламтэ шорысь,qo'qqisdan
679,sofort::ADV,али ик,darrov
680,später::ADV,бергес,so'ngra
681,später::ADV,берлогес,so'ngra
682,jetzt::ADV,али,hozirgina
683,jetzt::ADV,табере,hozirgina
684,heute::ADV,туннэ,bugun
685,morgen::ADV,ӵуказе,ärta
686,bald::ADV,ӝоген,toz
687,dann::ADV,берло,keyin
688,gestern::ADV,толон,kecha
689,einst::ADV,огпол,avvallari
690,einst::ADV,одӥг пол,avvallari
691,damals::ADV,соку,ugal
692,danach::ADV,собере,so'ngra
693,vorher::ADV,азьло,avval
694,vorher::ADV,азьвыл,avval
695,zuerst::ADV,азьло,avval
696,einmal::ADV,огпол,bir marta
697,manchmal::ADV,куддыръя,onda-sonda
698,oft::ADV,ӵем,tez-tez
699,immer::ADV,пыр,har vaqt
700,immer::ADV,котьку,har vaqt
701,niemals::ADV,уз ноку,hargiz
702,hier::ADV,татын,shu erda
703,hierhin::ADV,татчы,beri
704,von hier::ADV,татысь,shu erdan
705,dort::ADV,отӥ,ana
706,dort::ADV,отын,ana
707,dorthin::ADV,отчы,u yerga
708,geradeaus::ADV,меӵак,to'g'ri
709,vorwärts::ADV,азьлань,ilgari
710,rückwärts::ADV,берлань,qoloq
711,zurück::ADV,берен,orqada
712,zurück::ADV,берлань,orqada
713,unten::ADV,улын,pastda
714,hinab::ADV,улэ,tubanga
715,oben::ADV,вылын,ustida
716,oben::ADV,вылӥын,ustida
717,hinauf::ADV,вылэ,yuqorida
718,hinauf::ADV,вылӥе,yuqorida
719,hinauf::ADV,выллань,yuqorida
720,überall::ADV,котькытын,har erda
721,überall::ADV,пасьтана,har erda
722,nicht::ADV,уз,ämas
723,ein wenig::ADV,ичи,biroz
724,ein wenig::ADV,ӧжыт,biroz
725,ein wenig::ADV,огшап,biroz
726,kaum::ADV,муртса,arang
727,sehr::ADV,туж,ancha
728,sehr::ADV,лекос,ancha
729,so::ADV,озьы,shunday
730,so::ADV,тазьы,shunday
731,noch::ADV,на,hali
732,nur::ADV,гинэ,yolg'iz
733,schon::ADV,ни,endi
734,schon::ADV,ини,endi
735,wieder::ADV,нош,yana
736,wieder::ADV,кайта,yana
737,vergebens::ADV,юнме,bekorga
738,vor::PRP,азьын,burun
739,hinter::PRP,берын,ketida
740,hinter::PRP,бӧрсьы,ketida
741,unter::PRP,улын,ostida
742,durch::PRP,пыр,bo'ylab
743,durch::PRP,пыртӥ,bo'ylab
744,neben::PRP,бордын,yonida
745,zwischen::PRP,вискын,orada
746,wegen::PRP,сэрен,sababli
747,dies::PRN,та,o'sha
748,das::PRN,со,narigi
749,alles::PRN,ваньмыз,har nima
750,ich::PRN,мон,men
751,du::PRN,тон,sen
752,er::PRN,со,u
753,wir::PRN,ми,biz
754,ihr::PRN,тӥ,siz
755,sie::PRN,соос,ular
756,was::FPRN,ма,nima
757,wer::FPRN,кин,kim
758,wo::FADV,кытын,qaerda
759,wohin::FADV,кытчы,qayerga
760,wie::FADV,кызьы,qanday
761,warum::FADV,малы,nega
762,wieviel::FNUM,кӧня,qancha
763,eins::NUM,одӥг,bir
764,zwei::NUM,кык,ikki
765,drei::NUM,куинь,uch
766,vier::NUM,ньыль,to'rt
767,fünf::NUM,вить,besh
768,sechs::NUM,куать,olti
769,sieben::NUM,сизьым,etti
770,acht::NUM,тямыс,sakkiz
771,neun::NUM,укмыс,to'qqiz
772,zehn::NUM,дас,o'n
773,elf::NUM,дас одӥг,o'n bir
774,zwölf::NUM,дас кык,o'n ikki
775,zwanzig::NUM,кызь,yigirma
776,dreißig::NUM,куамын,o'ttiz
777,vierzig::NUM,ньыльдон,qirq
778,fünfzig::NUM,витьтон,ällik
779,sechzig::NUM,куатьтон,oltmish
780,siebzig::NUM,сизьымдон,etmish
781,achtzig::NUM,тямыстон,sakson
782,neunzig::NUM,укмыстон,to'qson
783,hundert::NUM,сю,yuz
784,tausend::NUM,сюрс,ming
785,und::CNJ,и,va
786,und::CNJ,но,va
787,oder::CNJ,яке,yo
