,Concept_ID,az,zh
829,sich erholen::V,dincəlmək,休养
830,krank werden::V,xəstə olmaq,生病
831,krank sein::V,azarlanmaq,生病
832,krank sein::V,xəstələnmək,生病
833,schmerzen::V,ağrimaq,疼痛
834,husten::V,öksürmək,咳
835,genesen::V,sağalmaq,痊愈
836,sterben::V,ölmək,死
837,sterben::V,vəfat etmək,死
838,umkommen::V,həlak olmaq,丧命
839,sich bewegen::V,hərəkət etmək,移动
840,sich rühren::V,tərpənmək,动弹
841,sich erheben::V,qalxmaq,站起
842,sich setzen::V,oturmaq,坐
843,hinfallen::V,yıxılmaq,跌倒
844,laufen::V,yerimək,步行
845,schreiten::V,addım atmaq,迈步
846,spazierengehen::V,gəzmək,散步
847,eilen::V,atılmaq,急忙
848,sich beeilen::V,tələsmək,赶快
849,sausen::V,çırpmaq,疾驰
850,rennen::V,qaçmaq,奔跑
851,springen::V,sıçramaq,跳
852,klettern::V,dırmanmaq,攀缘
853,schaukeln::V,sallanmaq,荡秋千
854,kriechen::V,sürünmək,爬行
855,schwimmen::V,üzmek,游泳
856,tauchen::V,dalmaq,潜水
857,rudern::V,avarlamaq,划船
858,fahren::V,sürmək,行驶
859,fliegen::V,uçmaq,飞
860,gehen::V,getmək,走
861,weggehen::V,getmək,离去
862,abfahren::V,yola düşmək,出发
863,anhalten::V,saxlamaq,停住
864,hineingehen::V,girmək,进去
865,eintreten::V,girmək,进入
866,eintreten::V,daxil olmaq,进入
867,kommen::V,gəlmək,来
868,ankommen::V,gəlib çatmaq,到达
869,zurückkommen::V,qayıtmaq,回来
870,bleiben::V,qalmaq,停留
871,warten::V,gözləmək,等
872,erwarten::V,bəkləmək,等候
873,suchen::V,aramaq,找
874,suchen::V,axtarmaq,找
875,finden::V,tapmaq,找到
876,versuchen::V,çalışmaq,尝试
877,vorbereiten::V,hazırlamaq,预备
878,lieben::V,sevmək,爱
879,mögen::V,xoşlamaq,喜欢
880,lachen::V,gülmək,笑
881,rühren::V,həyəcanlandırmaq,
882,weinen::V,ağlamaq,哭
883,schimpfen::V,küfr etmək,骂
884,sich ärgern::V,acıqlanmaq,生气
885,sich fürchten::V,qorxmaq,害怕
886,fürchten::V,qorxmaq,害怕
887,fliehen::V,qaçmaq,逃走
888,flüchten::V,qaçmaq,逃跑
889,sehen::V,görmək,看
890,anschauen::V,baxmaq,注视
891,ansehen::V,baxmaq,注视
892,hören::V,duymaq,听
893,hören::V,eşitmək,听
894,zuhören::V,dinləmək,倾听
895,probieren::V,dadına baxmaq,尝
896,riechen::V,qoxlamaq,闻
897,fühlen::V,duymaq,感到
898,scheinen::V,görünmək,照耀
899,zu sehen sein::V,görünmək,可以看到
900,vernehmen::V,eşitmək,审讯
901,frieren::V,üşümək,觉得冷
902,tun::V,etmək,作
903,können::V,bilmək,能
904,können::V,bacarmaq,能
905,wollen::V,istəmək,要
906,anfangen::V,başlamaq,开始
907,beenden::V,bitirmək,结束
908,aufhören::V,bitmək,停止
909,aufhören::V,qurtarmaq,停止
910,gelingen::V,müvəffəq olmaq,成功
911,geraten::V,düşmək,陷于
912,öffnen::V,açmaq,打开
913,schließen::V,qapamaq,关
914,stellen::V,qoymaq,放
915,setzen::V,oturtmaq,放
916,legen::V,qoymaq,摆
917,berühren::V,toxunmaq,触
918,verbinden::V,bağlamaq,联结
919,bedecken::V,örtmək,覆盖
920,aufhängen::V,asmaq,挂
921,anzünden::V,yandırmaq,点
922,aufheben::V,qaldırmaq,拾起
923,zurücklassen::V,buraxmaq,遗留
924,verlieren::V,itirmək,丧失
925,fallen lassen::V,düşürmək,让掉下
926,machen::V,etmək,做
927,herstellen::V,istehsal etmək,生产
928,bauen::V,tikmək,建造
929,reparieren::V,təmir etmək,修理
930,verbessern::V,düzəltmək,改进
931,ändern::V,dəyişdirmək,改变
932,graben::V,qazımaq,挖
933,beugen::V,əymək,弯下
934,biegen::V,bükmək,弯
935,drehen::V,döndərmək,转动
936,wenden::V,çevirmək,转动
937,umdrehen::V,çevirmək,转动
938,heben::V,qaldırmaq,举起
939,hochheben::V,qaldırmaq,抬高
940,ergreifen::V,tutmaq,抓住
941,halten::V,saxlamaq,拿着
942,drücken::V,sıxmaq,压
943,schieben::V,sürmək,推
944,kratzen::V,qaşımaq,搔
945,lecken::V,yalamaq,舔
946,beißen::V,dişləmək,咬
947,abreißen::V,qoparmaq,撕下
948,abschneiden::V,ayırmaq,切断
949,binden::V,bağlamaq,捆
950,stecken::V,soxmaq,插
951,brechen::V,qırmaq,断裂
952,klopfen::V,sındırmaq,敲
953,hauen::V,vurmaq,揍
954,kleben::V,apışdırmaq,粘
955,reiben::V,ovmaq,摩擦
956,streichen::V,sürtmək,涂
957,schleifen::V,bülövləmək,拖曳
958,schneiden::V,kəsmək,切
959,rütteln::V,sirkələmək,颠簸
960,schütteln::V,çalxalamaq,摇动
961,schwenken::V,yelləmək,摇动
962,schütten::V,tökmək,倒
963,füllen::V,doldurmaq,填满
964,einwickeln::V,sarımaq,包
965,tragen::V,daşımaq,提
966,schleppen::V,sürükləmək,扛
967,ziehen::V,çəkmək,拉
968,aufbewahren::V,gizlətmək,保存
969,werfen::V,atmaq,扔
970,fangen::V,tutmaq,捕捉
971,packen::V,yaxalamaq,抓住
972,verstecken::V,gizlətmək,藏
973,teilen::V,bölmək,分
974,schicken::V,yollamaq,派遣
975,schicken::V,göndərmək,派遣
976,bringen::V,gətirmək,带来
977,hinzufügen::V,əlavə etmək,添加
978,bekommen::V,almaq,得到
979,bekommen::V,əldə etmək,得到
980,erhalten::V,almaq,接到
981,nehmen::V,almaq,拿
982,wählen::V,seçmək,挑选
983,auswählen::V,arımaq,选择
984,bewahren::V,qorumaq,保持
985,behindern::V,mane olmaq,防碍
986,verderben::V,pozmaq,败坏
987,beschädigen::V,zədələmək,损坏
988,zerbrechen::V,qırmaq,破碎
989,zerbrechen::V,sındırmaq,破碎
990,zerreißen::V,yırtmaq,撕碎
991,zerstören::V,dağıtmaq,毁坏
992,verbrennen::V,yandırmaq,燃烧
993,geben::V,vermək,给
994,reichen::V,uzatmaq,递给
995,schenken::V,vermək,赠送
996,versprechen::V,vəd vermək,许诺
997,wünschen::V,arzulamaq,祝
998,loben::V,tərifləmək,表扬
999,küssen::V,öpmək,亲
1000,wiegen::V,tərpətmək,轻摇
1001,zudecken::V,örtmək,盖上
1002,wecken::V,oyatmaq,唤起
1003,zeigen::V,göstərmək,指
1004,führen::V,rəhbərlik etmək,带领
1005,lehren::V,öyrətmək,教
1006,unterrichten::V,öyrətmək,讲课
1007,unterrichten::V,dərs vermək,讲课
1008,aufziehen::V,tərbiyə etmək,抚养
1009,leiten::V,idarə etmək,领导
1010,antreiben::V,bizləmək,催促
1011,lassen::V,-tırmaq,让
1012,einladen::V,dəvət etmək,邀请
1013,vereinigen::V,birləşdirmək,统一
1014,besuchen::V,baş çəkmək,参观
1015,besuchen::V,ziyarət etmək,参观
1016,treffen::V,rastlaşmaq,会面
1017,treffen::V,rast gəlmək,会面
1018,sich versammeln::V,toplanmaq,聚集
1019,spielen::V,oynamaq,玩
1020,singen::V,oxumaq,唱歌
1021,tanzen::V,oynamaq,跳舞
1022,tanzen::V,rəqs etmək,跳舞
1023,sich trennen::V,ayrılmaq,分别
1024,verlassen::V,tərk etmək,离开
1025,retten::V,xilas etmək,救
1026,bewachen::V,gözətmək,守卫
1027,schützen::V,qorumaq,保护
1028,verteidigen::V,qorumaq,保卫
1029,sich schlagen::V,döyüşmək,打架
1030,schießen::V,atmaq,射击
1031,schießen::V,atəş açmaq,射击
1032,siegen::V,yenmək,获胜
1033,ärgern::V,acışdırmaq,激怒
1034,schlagen::V,döymək,打
1035,treten::V,təpmək,踢
1036,stechen::V,soxmaq,刺
1037,stoßen::V,itələmək,撞
1038,stehlen::V,çalmaq,盗窃
1039,stehlen::V,oğurlamaq,盗窃
1040,stören::V,pozmaq,干扰
1041,belästigen::V,narahat etmək,打搅
1042,verbergen::V,gizləmək,隐藏
1043,täuschen::V,aldatmaq,欺骗
1044,betrügen::V,aldatmaq,欺骗
1045,töten::V,öldürmək,杀
1046,wohnen::V,yaşamaq,居住
1047,arbeiten::V,işləmək,工作
1048,arbeiten::V,çalışmaq,工作
1049,sammeln::V,yığmaq,收集
1050,sammeln::V,toplamaq,收集
1051,pflücken::V,qoparmaq,采
1052,jagen::V,ovlamaq,打猎
1053,fischen::V,balıq tutmaq,捕鱼
1054,fassen::V,tutmaq,捉住
1055,hüten::V,güdmək,守护
1056,treiben::V,haylamaq,漂
1057,anbinden::V,bağlamaq,拴
1058,füttern::V,bəsləmək,喂
1059,melken::V,sağmaq,挤奶
1060,hacken::V,yarmaq,剁细
1061,gießen::V,sulamaq,浇
1062,reifen::V,dəymək,成熟
1063,zubereiten::V,bişirmək,
1064,kochen::V,qaynatmaq,煮
1065,backen::V,bişirmək,烤
1066,braten::V,qızartmaq,煎
1067,umrühren::V,qarışdırmaq,搅拌
1068,stricken::V,hörmək,织
1069,nähen::V,tikmək,缝
1070,färben::V,boyamaq,染色
1071,reinigen::V,təmizləmək,清洁
1072,waschen::V,yumaq,洗
1073,abwischen::V,silmək,擦掉
1074,spülen::V,çalxamaq,清洗
1075,fegen::V,süpürmək,扫
1076,kehren::V,süpürmək,打扫
1077,baden::V,çimmək,给...洗澡
1078,sich waschen::V,yuyunmaq,洗澡
1079,ausziehen::V,soyunmaq,脱
1080,anziehen::V,geymək,穿
1081,sich anziehen::V,geyinmək,穿衣
1082,kämmen::V,daramaq,梳
1083,schmücken::V,bəzəmək,装饰
1084,sagen::V,demək,说
1085,sagen::V,söymek,说
1086,sprechen::V,danışmaq,说
1087,reden::V,danışmaq,讲
1088,sich unterhalten::V,söhbət etmək,聊天
1089,fragen::V,soruşmaq,问
1090,bitten::V,diləmək,请
1091,bitten::V,xahiş etmək,请
1092,erzählen::V,bəhs etmək,叙述
1093,mitteilen::V,bildirmək,通知
1094,nennen::V,adlandırmaq,叫做
1095,rufen::V,çağırmaq,叫
1096,prahlen::V,öyünmək,吹牛
1097,übersetzen::V,tərcümə etmək,翻译
1098,denken::V,düşünmək,想
1099,denken::V,fikirləşmək,想
1100,glauben::V,inanmaq,以为
1101,bemerken::V,qeyd etmək,发觉
1102,erkennen::V,tanımaq,识别
1103,begreifen::V,anlamaq,理解
1104,verstehen::V,duymaq,明白
1105,lernen::V,öyrənmək,学
1106,wissen::V,bilmək,知道
1107,sich erinnern an::V,xatırlamaq,回忆
1108,vergessen::V,unutmaq,忘记
1109,messen::V,ölçmək,测量
1110,zählen::V,saymaq,数
1111,rechnen::V,hesablamaq,计算
1112,lesen::V,oxumaq,读
1113,malen::V,şəkil çəkmək,画
1114,zeichnen::V,cızmaq,绘制
1115,schreiben::V,yazmaq,写
1116,besitzen::V,yiyələnmək,占有
1117,besitzen::V,malik olmaq,占有
1118,kaufen::V,satın almaq,买
1119,verkaufen::V,satmaq,卖
1120,bezahlen::V,ödəmək,付钱
1121,zahlen::V,ödəmək,支付
1122,beherrschen::V,idarə etmək,统治
1123,ertragen::V,dözmək,忍耐
