,Concept_ID,vep,kn
67,Wind::N,tullei,ಗಾಳಿ
68,Welle::N,ald,ಅಲೆ
69,Welle::N,laineh,ಅಲೆ
70,Wasser::N,vezi,ನೀರು
71,Stein::N,kivi,ಕಲ್ಲು
72,Boden::N,ma,ನೆಲ
73,Boden::N,pohj,ನೆಲ
74,Erde::N,ma,ಭೂಮಿ
75,Staub::N,pölü,ದೂಳು
76,Rauch::N,savu,ಹೊಗೆ
77,Funke::N,kibin,ಕಿಡಿ
78,Feuer::N,lämoi,ಬೆಂಕಿ
79,Licht::N,vauktuz,ಬೆಳಕು
80,Schatten::N,pil'vez,ನೆರಳು
81,Schatten::N,kuvahaine,ನೆರಳು
82,Wetter::N,sä,ಹವ
83,Nebel::N,sumeg,ಮಂಜು
84,Wolke::N,pil'v,ಮೋಡ
85,Regen::N,vihm,ಮಳೆ
86,Schnee::N,lumi,ಹಿಮ
87,Eis::N,jä,ಮಂಜುಗಡ್ಡೆ
88,Frost::N,hala,ಮಂಜು
89,Frost::N,pakaine,ಮಂಜು
90,Kälte::N,vilu,ಹಿಮ
91,Hitze::N,räk,ಉಷ್ಣ
92,Raureif::N,hüde,ಇಬ್ಬನಿ
93,Regenbogen::N,jumalanbembel',ಇಂದ್ರಚಾಪ
94,Donner::N,juru,ಗುಡುಗು
95,Donner::N,jumalanjuru,ಗುಡುಗು
96,Strömung::N,joksmuz,ಪ್ರವಾಹ
97,Tropfen::N,tilkuine,ತೊಟ್ಟು
98,Schaum::N,vaht,ನೊರೆ
99,Schmutz::N,redu,ಕಸ
100,Schmutz::N,pačak,ಕಸ
101,See::N,järv,ಸರೋವರ
102,Sumpf::N,so,ಜೌಗುಸ್ಥಳ
103,Moor::N,so,ಬಂಜರು ಭೂಮಿ
104,Wiese::N,nit,ಹುಲ್ಲುಗಾವಲು
105,Wald::N,mec,ಕಾಡು
106,Hügel::N,kukaz,ಗುಡ್ಡೆ
107,Anhöhe::N,kukaz,ದಿಬ್ಬ
108,Berg::N,mägi,ಮಲೆ
109,Berg::N,mägi,ಪರ್ವತ
110,Gipfel::N,ladv,ಶೃಂಗ
111,Höhle::N,mägionduz,ಗುಹೆ
112,Abhang::N,paute,ಇಳಿಜಾರು
113,Quelle::N,lähte,ಮೂಲ
114,Bach::N,oja,ತೊರೆ
115,Fluss::N,jogi,ನದಿ
116,Ufer::N,rand,ತೀರ
117,Küste::N,randišt,ದಂಡೆ
118,Festland::N,kuivma,ಭೂಮಿ
119,Meer::N,meri,ಕಡಲು
120,Bucht::N,laht,ಖಾರಿ
121,Insel::N,sar',ದ್ವೀಪ
122,Blume::N,änik,ಸುಮ
123,Gras::N,hein,ಹುಲ್ಲು
124,Wurzel::N,jur',ಬೇರು
125,Baum::N,pu,ಮರ
126,Stamm::N,tüvi,ಕಾಂಡ
127,Rinde::N,kor',ತೂಗಟಿ
128,Ast::N,oks,ಶಾಖೆ
129,Zweig::N,oks,ರೆಂಬೆ
130,Zweig::N,barb,ರೆಂಬೆ
131,Blatt::N,lehtez,ಎಲೆ
132,Birke::N,koiv,ಬರ್ಚ್ ಮರ
133,Kiefer[Baum]::N,pedai,ದೇವದಾರು ಮರ
134,Weide[Baum]::N,raid,ವಿಲೋಮರ
135,Tanne::N,kuz',ಭದ್ರದಾರು
136,Horn::N,sar'v,ಕೊಂಬು
137,Feder::N,höuneh,ಪುಕ್ಕ
138,Fell::N,nahk,ರೋಮ
139,Flügel::N,suug,ರೆಕ್ಕೆ
140,Klaue::N,künz',ಪಂಜ
141,Kralle::N,künz',ಉಗುರು
142,Schwanz::N,händ,ಬಾಲ
143,Ei::N,muna,ಮೊಟ್ಟೆ
144,Nest::N,peza,ಗೂಡು
145,Bau::N,uru,ಅಡಗುದಾಣ
146,Tier::N,živat,ಪ್ರಾಣಿ
147,Herde::N,kogo,ಗುಂಪು
148,Kuh::N,lehm,ಹಸು
149,Bulle::N,härg,ಗೂಳಿ
150,Pferd::N,hebo,ಕುದುರೆ
151,Schaf::N,lambaz,ಕುರಿ
152,Schwein::N,siga,ಹಂದಿ
153,Hund::N,koir,ನಾಯಿ
154,Katze::N,kaži,ಬೆಕ್ಕು
155,Bär::N,kondi,ಕರಡಿ
156,Eichhörnchen::N,orav,ಉಡುತೆ
157,Elch::N,hirb',ಕಡವೆ
158,Fuchs::N,reboi,ನರಿ
159,Hase::N,jäniš,ಮೊಲ
160,Maus::N,hir',ಇಲಿ
161,Wolf::N,händikaz,ತೋಳ
162,Vogel::N,lind,ಪಕ್ಷಿ
163,Schwarm::N,parveh,ಗುಂಪು
164,Huhn::N,kana,ಚಿಕ್
165,Hahn::N,kukoi,ಹುಂಜ
166,Gans::N,hanh',ವರಟೆ
167,Adler::N,orl,ಗರುಡ
168,Ente::N,sorz,ಬಾತು
169,Eule::N,hir'pulo,ಗೂಬೆ
170,Kranich::N,kurg,ಕೊಕ್ಕರ
171,Krähe::N,variš,ಕಾಗೆ
172,Kuckuck::N,kägi,ಕೋಗಿಲೆ
173,Schwan::N,joucen,ಹಂಸಪಕ್ಷಿ
174,Fisch::N,kala,ಮೀನು
175,Barsch::N,ahven,ಪರ್ಚ್ ಮೀನು
176,Hecht::N,haug',ಪೈಕ್ ಮೀನು
177,Schlange[Tier]::N,kü,ಹಾವು
178,Schlange[Tier]::N,mado,ಹಾವು
179,Wurm::N,mado,ಹುಳು
180,Spinne::N,hämähouk,ಊರ್ಣನಾಭ
181,Ameise::N,murahaine,ಇರುವೆ
182,Laus::N,täi,ಹೇನು
183,Mücke::N,säs'k,ಸೊಳ್ಳೆ
184,Fliege::N,kärbhaine,ನೊಣ
185,Schmetterling::N,lipkaine,ಪತಂಗ
186,Beere::N,marj,ನಯವಣ್ಣು
187,Apfel::N,jablok,ಸೇಬು
188,Pilz::N,sen',ಅಣಬೆ
189,Pilz::N,babuk,ಅಣಬೆ
190,Zwiebel::N,lauk,ನೀರುಳ್ಳಿ
191,Saat::N,semned,ಬಿತ್ತ
192,Korn::N,jüvä,ಬೀಜ
193,Korn::N,vill',ಬೀಜ
194,Heu::N,hein,ಕರಡ
195,Schale::N,kor',ಹೊಟ್ಟು
196,Grube::N,kop,ಗುಂಡಿ
197,Falle::N,rida,ಬೋನು
198,Schlinge::N,rihm,ಉರುಲು
199,Spur::N,jäl'g,ಜಾಡು
200,Asche::N,tuhk,ಬೂದಿ
201,Dreck::N,redu,ಹೊಲಸು
202,Dreck::N,pačak,ಹೊಲಸು
203,Eisen::N,raud,ಕಬ್ಬಿಣ
204,Gold::N,kuld,ಚಿನ್ನ
205,Silber::N,hobed,ಬೆಳ್ಳಿ
206,Kohle::N,hil',ಕಲ್ಲಿದ್ದಲು
207,Glas::N,stökol,ಗಾಜು
208,Lehm::N,savi,ಜೇಡಿಮಣ್ಣು
209,Sand::N,lete,ಮರಳು
210,Mensch::N,mez',ಪುರುಷ
211,Mensch::N,ristit,ಪುರುಷ
212,Mann::N,mez',ಆಳು
213,Frau::N,naine,ಹೆಣ್ಣು
214,Kind::N,laps',ಮಗು
215,Junge::N,poig,ಹುಡುಗ
216,Junge::N,prihaine,ಹುಡುಗ
217,Mädchen::N,neičukaine,ಹುಡುಗಿ
218,Familie::N,kanz,ಕುಟುಂಬ
219,Familie::N,pereh,ಕುಟುಂಬ
220,Großvater::N,ded,ಅಜ್ಜ
221,Großmutter::N,bab,ಅಮ್ಮ
222,Eltern::N,vanhembad,ಹೆತ್ತವರು
223,Eltern::N,kazvatajad,ಹೆತ್ತವರು
224,Vater::N,tat,ತಂದೆ
225,Mutter::N,mam,ಅಮ್ಮ
226,Sohn::N,poig,ಮಗ 
227,Tochter::N,tütär,ಮಗಳು
228,Bruder::N,veik,ತಮ್ಮ
229,Bruder::N,vell',ತಮ್ಮ
230,Schwester::N,čiža,ತಂಗಿ
231,Schwester::N,sizar,ತಂಗಿ
232,Onkel::N,däd',ಸೋದರಮಾವ
233,Onkel::N,däd',ದೊಡ್ಡಪ್ಪ
234,Tante::N,tädi,ಚಿಕ್ಕಮ್ಮ
235,Ehemann::N,mužik,ಗಂಡ
236,Ehefrau::N,ak,ಹೆಂಡತಿ
237,Freude::N,ilo,ನಲಿವು
238,Freude::N,ihastuz,ನಲಿವು
239,Gelächter::N,nagr,ನಗೆ
240,Glück::N,oza,ಆನಂದ
241,Kummer::N,gor'a,ದುಃಖ
242,Wunsch::N,taht,ಬಯಕೆ
243,Lust::N,himo,ಇಷ್ಟ
244,Geist::N,heng,ಆತ್ಮ
245,Gedanke::N,meletuz,ಯೋಚನೆ
246,Gedächtnis::N,mušt,ಸ್ಮರಣೆ
247,Verstand::N,mel',ಮನಸ್ಸು
248,Sinn::N,jüvä,ಅರ್ಥ
249,Grund::N,sü,ಕಾರಣ
250,Wahrheit::N,tozi,ಸತ್ಯ
251,Gespräch::N,lodu,ಸಂಭಾಷಣೆ
252,Gespräch::N,pagin,ಸಂಭಾಷಣೆ
253,Märchen::N,sarn,ಸುಳ್ಳು ಕಥೆ
254,Erzählung::N,sanutez,ಕಥೆ
255,Nachricht::N,tedotuz,ಸಂದೇಶ
256,Neuigkeit::N,uzištuz,ಸುದ್ದಿ
257,Name::N,nimi,ಹೆಸರು
258,Rätsel::N,ozoitez,ಒಗಟು
259,Rede::N,pagin,ಮಾತು
260,Rede::N,sanad,ಮಾತು
261,Sprache::N,kel',ಭಾಷೆ
262,Stimme::N,än',ಧ್ವನಿ
263,Wort::N,sana,ಮಾತು
264,Zeichen::N,znam,ಗುರುತು
265,Ruf::N,kida,ಕೂಗು
266,Ruf::N,kucund,ಕೂಗು
267,Lärm::N,judu,ಸದ್ದು
268,Laut::N,kulund,ಶಬ್ದ
269,Ton::N,kulund,ನಾದ
270,Lied::N,pajo,ಗಾನ
271,Ruhe::N,lebu,ಶಾಂತಿ
272,Leute::N,rahvaz,ಮಂದಿ
273,Volk::N,rahvaz,ಜನಾಂಗ
274,Arbeit::N,tö,ಕೆಲಸ
275,Arbeit::N,rad,ಕೆಲಸ
276,Gast::N,adiv,ಅತಿಥಿ
277,Geschenk::N,lahj,ಕಾಣಿಕೆ
278,Spiel::N,vänd,ಆಟ
279,Gesellschaft::N,sebr,ಸಂಗ
280,Hilfe::N,abu,ಸಹಾಯ
281,Freund::N,sebranik,ಸ್ನೇಹಿತ
282,Kamerad::N,sebranik,ಜೊತೆಗಾರ
283,Angelegenheit::N,azj,ವಿಚಾರ
284,Anzahl::N,lugu,ಎಣಿಕೆ
285,Art::N,rod,ತರ
286,Art::N,rodsugu,ತರ
287,Stück::N,pala,ತುಂಡು
288,Stück::N,supal,ತುಂಡು
289,Teil::N,pala,ಭಾಗ
290,Hälfte::N,pol',ಅರ್ಧ
291,Kreis::N,ümbruz,ವೃತ್ತ
292,Kreis::N,kehkruz,ವೃತ್ತ
293,Kreuz::N,rist,ಶಿಲುಬೆ
294,Linie::N,pird,ರೀಖೆ
295,Strich::N,pird,ಗೀಟು
296,Abstand::N,keskust,ಅಂತರ
297,Entfernung::N,matk,ದೂರ
298,Gegend::N,taho,ವಿಸ್ತೀರ್ಣ
299,Platz::N,avaruz',ಅಂತರ
300,Ort::N,koht,ಸ್ಥಳ
301,Seite::N,pol',ಪಕ್ಷ
302,Seite::N,kül'g,ಪಕ್ಷ
303,Mitte::N,kesk,ನಡು
304,Gegenstand::N,kalu,ವಸ್ತು
305,Sache::N,azj,ವಸ್ತು
306,Rand::N,röun,ಅಂಚು
307,Kante::N,röun,ಅಂಚು
308,Ecke::N,saum,ಮೂಲೆ
309,Spitze::N,agjaine,ತುದಿ
310,Ende::N,agj,ಕೊನೆ
311,Loch::N,reig,ತೂತು
312,Winkel::N,čoga,ಕೋನ
313,Winkel::N,saum,ಕೋನ
314,Muster::N,kirjam,ನಮೂನೆ
315,Größe::N,suruz',ಪ್ರಮಾಣ
316,Länge::N,piduz,ಉದ್ದ
317,Höhe::N,korktuz',ಎತ್ತರ
318,Gewicht::N,jügu,ತೂಕ
319,Gewicht::N,vedäduz,ತೂಕ
320,Menge::N,äjüz',ಮೊತ್ತ
321,Haufen::N,kogo,ರಾಶಿ
322,Reihe::N,rivi,ಸಾಲು
323,Boot::N,veneh,ದೋಣಿ
324,Ruder::N,air,ಹುಟ್ಟು
325,Schlitten::N,regi,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
326,Schlitten::N,regut,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
327,Ski::N,suks',ಜಾರುಪಟ್ಟಿ
328,Lagerfeuer::N,nodj,ಶಿಬಿರಾಗ್ನಿ
329,Lagerfeuer::N,pažag,ಶಿಬಿರಾಗ್ನಿ
330,Last::N,jüguz,ಹೊರೆ
331,Gang::N,astund,ತಿರುಗಾಟ
332,Schritt::N,hašk,ಹೆಜ್ಜೆ
333,Norden::N,pohjoine,ಉತ್ತರ
334,Süden::N,suvi,ದಕ್ಷಿಣ
335,Westen::N,päivlaskm,ಪಶ್ಚಿಮ
336,Osten::N,päivnouzm,ಮೂಡಲು
337,Holz::N,pu,ಚೌಬೀನೆ
338,Brett::N,laud,ಹಲಗೆ
339,Platte::N,keitim,ಹಲಗೆ
340,Stütze::N,tugi,ಆಸರೆ
341,Stange::N,arz',ಕಂಬ
342,Stock::N,kalu,ಕೋಲು
343,Stab::N,seibaz,ದೊಣ್ಣೆ
344,Rohr::N,torv,ನಳಿಕೆ
345,Haus::N,pert',ಮನೆ
346,Heim::N,kodi,ಗೃಹ
347,Ofen::N,päč,ಒಲೆ
348,Fußboden::N,lava,ನೆಲ
349,Tisch::N,laud,ಮೇಜು
350,Tisch::N,stal'c,ಮೇಜು
351,Stuhl::N,ištim,ಕುರ್ಚಿ
352,Wiege::N,kätte,ತೊಟ್ಟಿಲು
353,Bett::N,sija,ಹಾಸಿಗೆ
354,Bett::N,magaduzsija,ಹಾಸಿಗೆ
355,Regal::N,palič,ಬೀರು
356,Kiste::N,mülütim,ಪಟ್ಟಿಗೆ
357,Fenster::N,ikun,ಕಿಟಕಿ
358,Tür::N,uks',ಬಾಗಿಲು
359,Tor::N,verai,ಹೆಬ್ಬಾಗಿಲು
360,Zaun::N,aid,ಬೇಲಿ
361,Dach::N,katuz,ಮಾಳಿಗೆ
362,Leiter::N,pordhad,ಏಣಿ
363,Besen::N,lud,ಪೊರಕೆ
364,Besen::N,vast,ಪೊರಕೆ
365,Spaten::N,labid,ಗುದ್ದಲಿ
366,Schaufel::N,labid,ಸನಿಕೆ
367,Gabel::N,hangoine,ಕವಲು
368,Löffel::N,luzik,ಚಮಚ
369,Messer::N,veič,ಚಾಕು
370,Nagel::N,nagl,ಆಣಿ
371,Netz::N,verk,ಬಲೆ
372,Haken::N,kouk,ಕೊಂಡಿ
373,Griff::N,kägä,ಹಿಡಿ
374,Griff::N,varz',ಹಿಡಿ
375,Schloss::N,lukkol,ವೀಗ
376,Bild::N,kuva,ಚಿತ್ರ
377,Figur::N,figur,ಆಕಾರ
378,Puppe::N,tätüine,ಗೊಂಬೆ
379,Beutel::N,havad,ಸಂಚಿ
380,Bündel::N,toppaz,ಕಟ್ಟು
381,Bündel::N,käč,ಕಟ್ಟು
382,Tasche::N,sumk,ಚೀಲ
383,Eimer::N,vädr,ಬಾನೆ
384,Deckel::N,katuz,ಮುಚ್ಚಳ
385,Geschirr::N,astii,ಭಕ್ಷ್ಯಗಳು
386,Sack::N,havad,ಮೂಟೆ
387,Tasse::N,čašk,ಬಟ್ಟಲು
388,Topf::N,pada,ಮಡಕೆ
389,Kessel::N,katil,ಕೆಟಲ್
390,Essen::N,sönd,ಊಟ
391,Nahrung::N,söm,ಆಹಾರ
392,Speise::N,sömine,ಊಟ
393,Fleisch::N,liha,ಮಾಂಸ
394,Getreide::N,vill',ಧಾನ್ಯ
395,Brei::N,pudr,ಗಂಜಿ
396,Brot::N,leib,ರೊಟ್ಟಿ
397,Scheibe::N,bibaleh,ಹೋಳು
398,Scheibe::N,šlik,ಹೋಳು
399,Fett::N,razv,ಕೊಬ್ಬು
400,Butter::N,voi,ಬೆಣ್ಣೆ
401,Öl::N,voi,ಎಣ್ಣೆ
402,Salz::N,sol,ಉಪ್ಪು
403,Suppe::N,lem',ಎಸರು
404,Suppe::N,keitoz,ಎಸರು
405,Honig::N,mezi,ಮಧು
406,Milch::N,maid,ಹಾಲು
407,Tee::N,čai,ಚಹ
408,Leder::N,nahk,ಚಕ್ಕಳ
409,Wolle::N,vill,ಉಣ್ಣೆ
410,Stoff::N,kangaz,ಬಟ್ಟೆ
411,Nadel::N,negl,ಸೂಜಿ
412,Faden::N,nit',ದಾರ
413,Knopf::N,nübl',ಗುಂಡು
414,Knoten::N,sol'm,ಗಂಟು
415,Farbe::N,muju,ಬಣ್ಣ
416,Kleidung::N,sobad,ಅರಿವೆ
417,Hemd::N,paid,ಅಂಗಿ
418,Kragen::N,kagluz,ಕುತ್ತಿಗೆಪಟ್ಟಿ
419,Ärmel::N,hijam,ತೋಳು
420,Hose::N,štanad,ಇಜಾರ
421,Gürtel::N,vö,ಬೆಲ್ಟು
422,Mütze::N,šapuk,ಟೋಪಿ
423,Schuh::N,keng',ಪಾದರಕ್ಷೆ
424,Stiefel::N,sapug,ಬೂಟು
425,Ring::N,rengaz,ಉಂಗುರ
426,Band::N,lentaine,ರಿಬ್ಬನ್
427,Kamm::N,suga,ಹಣಿಗೆ
428,Spiegel::N,zerkol,ಕನ್ನಡಿ
429,Riemen::N,vö,ಬಾರು
430,Schnur::N,nor,ಹುರಿ
431,Leine::N,talutimnor,ಹಗ್ಗ
432,Decke::N,sijakatuz,ಕಂಬಳಿ
433,Kissen::N,pöluz,ದಿಂಬು
434,Tuch::N,paik,ಕೊರಳ ಬಟ್ಟೆ
435,Handtuch::N,käzipaik,ಚೌಕ
436,Kraft::N,vägi,ಬಲ
437,Stärke::N,vahvuz',ಶಕ್ತಿ
438,Gesundheit::N,tervhuz,ಆರೋಗ್ಯ
439,Krankheit::N,läžund,ರೋಗ
440,Schmerz::N,kibu,ನೋವು
441,Wunde::N,čapatez,ಗಾಯ
442,Fieber::N,säru,ಜ್ವರ
443,Arznei::N,zel'l',ಔಷಧ
444,Brücke::N,sild,ಸೇತುವೆ
445,Brunnen::N,kaiv,ಬಾವಿ
446,Weide::N,omaluine,ಗೋಮಾಳ
447,Pfad::N,tehut,ದಾರಿ
448,Weg::N,te,ಹಾದಿ
449,Straße::N,te,ರಸ್ತೆ
450,Dorf::N,külä,ಹಳ್ಳಿ
451,Stadt::N,lidn,ಪಟ್ಟಣ
452,Brief::N,kirjeine,ಕಾಗದ
453,Buch::N,kirj,ಪುಸ್ತಕ
454,Buchstabe::N,kirjam,ಅಕ್ಷರ
455,Zeitung::N,lehtez,ವಾರ್ತಾಪತ್ರಿಕೆ
456,Leben::N,elo,ಜೀವನ
457,Tod::N,surm,ಮರಣ
458,Grab::N,kaum,ಗೋರಿ
459,Kirche::N,jumalanpert',ಚರ್ಚು
460,Sünde::N,grähk,ಪಾಪ
461,Gott::N,jumal,ದೇವರು
462,Arbeiter::N,radnik,ಕೆಲಸಗಾರ
463,Chef::N,pämez',ದಣಿ
464,Meister::N,mastar,ಶಿಕ್ಷಕ
465,Arzt::N,lekar',ವೈದ್ಯ
466,Lehrer::N,opendai,ಉಪಾಧ್ಯಾಯ
467,Geld::N,rahad,ಹಣ
468,Geschäft::N,biznes,ವಾಣಿಜ್ಯ
469,Laden::N,lauk,ಅಂಗಡಿ
470,Preis::N,arv,ಬೆಲೆ
471,Ware::N,tavar,ಸರಕು
472,Nutzen::N,liža,ಲಾಭ
473,Reichtum::N,kodielo,ಸಂಪತ್ತು
474,Reichtum::N,kal'huz',ಸಂಪತ್ತು
475,Welt::N,mail'm,ಭೂಲೋಕ
476,Land::N,ma,ದೇಶ
477,Staat::N,valdkund,ರಾಜ್ಯ
478,König::N,kunigaz,ರಾಜ
479,Macht::N,vald,ಅಧಿಕಾರ
480,Grenze::N,röun,ಗಡಿ
481,Krieg::N,soda,ಯುದ್ಧ
482,Feind::N,vihanik,ಶತ್ರು
483,Feind::N,vastustai,ಶತ್ರು
484,Gewalt::N,vägivald,ಹಿಂಸೆ
485,Kampf::N,tora,ಹೋರಾಟ
486,Bogen[Waffe]::N,taug,ಬಿಲ್ಲು
487,Pfeil::N,nol,ಅಂಬು
488,Gewehr::N,oružj,ಬಂದೂಕು
489,Fehler::N,viga,ತಪ್ಪು
490,Lüge::N,kelastuz,ಸುಳ್ಳು
491,Schaden::N,pahuz',ಹಾನಿ
492,Unglück::N,bed,ಅಪಾಯ
493,Unglück::N,gor'a,ಅಪಾಯ
494,Schuld::N,värhuz',ದೋಷ
495,Alter::N,igä,ಮುಪ್ಪು
496,Schluss::N,lop,ಮುಕ್ತಾಯ
497,Zeit::N,aig,ಕಾಲ
498,Tag::N,päiv,ದಿನ
499,Morgen::N,homendez,ಮುಂಜಾನೆ
500,Mittag::N,keskpäiv,ನಡುಹಗಲು
501,Abend::N,eht,ಸಂಜೆ
502,Nacht::N,ö,ರಾತ್ರಿ
503,Woche::N,nedal',ವಾರ
504,Monat::N,ku,ತಿಂಗಳು
505,Jahr::N,voz',ಸಂವತ್ಸರ
506,Frühling::N,keväz',ವಸಂತ
507,Sommer::N,keza,ಬಿಸಿಲುಕಾಲ
508,Herbst::N,sügüz',ಶರತ್ಕಾಲ
509,Winter::N,tal'v,ಚಳಿಗಾಲ
510,Januar::N,viluku,ನಾಲ್ಚಳಿ
511,Februar::N,uhoku,ಅಯ್ಚಳಿ
512,März::N,keväz'ku,ಮೊಬ್ಬೇಸಿಗೆ
513,April::N,sulaku,ಇಬ್ಬೇಸಿಗೆ
514,Mai::N,semendku,ಮುಬ್ಬೇಸಿಗೆ
515,Juni::N,kezaku,ಮೊಮ್ಮಳೆ
516,Juli::N,heinku,ಇಮ್ಮಳೆ
517,August::N,eloku,ಮುಮ್ಮಳೆ
518,September::N,sügüz'ku,ನಾಲ್ಮಳೆ
519,Oktober::N,reduku,ಮೊಚ್ಚಳಿ
520,November::N,kül'mku,ಇಚ್ಚಳಿ
521,Dezember::N,tal'vku,ಮುಚ್ಚಳಿ
522,Montag::N,ezmärg,ಸೋಮುವಾರ
523,Dienstag::N,tožnarg,ಮಂಗಳವಾರ
524,Mittwoch::N,koumanz'päiv,ಬುಧವಾರ
525,Donnerstag::N,nellänz'päiv,ಗುರುವಾರ
526,Freitag::N,pätnič,ಶುಕ್ರವಾರ
527,Freitag::N,videnz'päiv,ಶುಕ್ರವಾರ
528,Samstag::N,sobat,ಶನಿವಾರ
529,Sonntag::N,pühäpäiv,ಭಾನುವಾರ
530,groß::A,sur',ದೊಡ್ಡ
531,groß::A,järed,ದೊಡ್ಡ
532,klein::A,pen',ಪುಟ್ಟ
533,klein::A,pičuine,ಪುಟ್ಟ
534,lang::A,pit'k,ದೀರ್ಘ
535,kurz::A,lühüd,ಚಕ್ಕ
536,breit::A,leved,ಅಗಲವಾದ
537,schmal::A,kaid,ಇಕ್ಕಟ್ಟಾದ
538,dicht::A,tihed,ದಟ್ಟ
539,dick[Gegenstand]::A,paks,ದಟ್ಟ
540,dünn::A,hoik,ತೆಳು
541,fein::A,hen,ಕೋಮಲ
542,fest::A,luja,ಘನ
543,fest::A,ninev,ಘನ
544,flach::A,lapak,ಚಪ್ಪಟೆ
545,glatt::A,siled,ನಯ
546,hart::A,kova,ಗಟ್ಟಿ
547,weich::A,pehmed,ಮೃದುವಾದ
548,rund::A,kehker,ವರ್ತುಳ
549,spitz::A,nügu,ಮೊನಚಾದ
550,spitz::A,terav,ಮೊನಚಾದ
551,scharf::A,terav,ತೀಕ್ಷ್ಣ
552,stumpf::A,tül'c,ಮೊಂಡು
553,schwer::A,jüged,ಭಾರಿ
554,schön::A,čoma,ಸುಂದರ
555,heiß::A,räk,ಬಿಸಿ
556,warm::A,läm',ಬಿಸಿ
557,kalt::A,vilu,ತಣ್ಣನೆಯ
558,kühl::A,raibak,ತಂಪಾದ
559,kühl::A,viluhk,ತಂಪಾದ
560,frisch::A,lahed,ನಿರ್ಮಲ
561,feucht::A,neps,ಒದ್ದೆಯಾದ
562,feucht::A,toreh,ಒದ್ದೆಯಾದ
563,nass::A,märg,ಒದ್ದೆಯಾದ
564,trocken::A,kuiv,ಶುಷ್ಕ
565,voll::A,täuz',ತುಂಬಿದ
566,leer::A,joudai,ಖಾಲಿ
567,offen::A,avoin,ಮುಚ್ಚಲ್ಲದ
568,offen::A,avol'jaine,ಮುಚ್ಚಲ್ಲದ
569,geschlossen::A,saubaline,ಮುಚ್ಚಿದ
