,Concept_ID,fa,mrj
88,Licht::N,روشنی,соты
89,Licht::N,روشنی,валгыды
90,Schatten::N,سایه,ӹмӹл
91,Wetter::N,هوا,игечӹ
92,Nebel::N,مه,тӹтӹрӓ
93,Wolke::N,ابر,пӹл
94,Regen::N,باران,юр
95,Schnee::N,برف,лым
96,Eis::N,یخ,и
97,Frost::N,یخبندان,ӱштӹ
98,Kälte::N,سرما,ӱштӹ
99,Hitze::N,گرما,шокшы
100,Hitze::N,حرارت,шокшы
101,Raureif::N,برف ریزه,пöрш
102,Regenbogen::N,رنگین‌کمان,шанавӹл
103,Donner::N,رعد,хӹдӹртӹш
104,Strömung::N,جریان,йогы
105,Tropfen::N,قطره,капльы
106,Tropfen::N,قطره,капльык
107,Schaum::N,کف,шонг
108,Schmutz::N,گل,лявӹрӓ
109,Schmutz::N,کثافت,лявӹрӓ
110,See::N,دریاچه,йӓр
111,Sumpf::N,مرداب,лӱкӹ
112,Sumpf::N,باتلاق,лӱкӹ
113,Moor::N,باتلاق,куп
114,Wiese::N,چمن,алык
115,Wald::N,جنگل,шӹргӹ
116,Hügel::N,تل,пӱгӹрикӓ
117,Hügel::N,تپه,пӱгӹрикӓ
118,Anhöhe::N,بلندی,кӱкшикӓ
119,Berg::N,کوه,кырык
120,Gipfel::N,قله,неркӓ
121,Höhle::N,غار,ы́раж
122,Abhang::N,سرازیری,полом
123,Quelle::N,چشمه,вӹдсӹнзӓ
124,Bach::N,نهر,ӓнгӹр
125,Fluss::N,رود,вӹд
126,Ufer::N,ساحل,сир
127,Ufer::N,کرانه,сир
128,Küste::N,ساحل,сир
129,Festland::N,خشکی,мӱлӓндӹ
130,Meer::N,دریا,тангыж
131,Bucht::N,خلیج,вӹдъял
132,Insel::N,جزیره,острок
133,Blume::N,گل,пеледӹш
134,Gras::N,علف,шуды
135,Wurzel::N,ریشه,важ
136,Baum::N,درخت,пушӓнгӹ
137,Stamm::N,تنه,пушӓнгӹ тӹнг
138,Rinde::N,توژ,каргыж
139,Rinde::N,پوست,каргыж
140,Ast::N,شاخه,укш
141,Zweig::N,شاخه,укш
142,Blatt::N,برگ,листӹ
143,Birke::N,غان,куги
144,Kiefer[Baum]::N,کاج,йӓктӹ
145,Weide[Baum]::N,بید,уа
146,Tanne::N,صنوبر,кож
147,Horn::N,شاخ,шур
148,Feder::N,پر,пын
149,Fell::N,خز,кавашты
150,Flügel::N,پر,шылдыр
151,Flügel::N,بال,шылдыр
152,Klaue::N,چنگ,кӹч
153,Klaue::N,پنجه,кӹч
154,Kralle::N,پنجه,лапа
155,Schwanz::N,دم,пач
156,Ei::N,تخم,мыны
157,Nest::N,لانه,пӹжӓш
158,Bau::N,بنا,ыраж
159,Bau::N,ساختمان,ыраж
160,Tier::N,هیوان,во́льык
161,Herde::N,رمه,кӹтö
162,Kuh::N,گاو,ышкал
163,Bulle::N,گاو نر,ӱшкӱж
164,Pferd::N,اسب,имни
165,Schaf::N,گوسفند,шарык
166,Schwein::N,خوک,сасна
167,Hund::N,سگ,пи
168,Katze::N,گربه,коти
169,Bär::N,خرس,мöскӓ
170,Eichhörnchen::N,سنجاب,ур
171,Elch::N,گوزن شمالی,шарды
172,Fuchs::N,روباه,рӹвӹж
173,Hase::N,خرگوش,морен
174,Maus::N,موش,каля
175,Wolf::N,گرگ,пирӹ
176,Vogel::N,پرنده,кек
177,Schwarm::N,دسته,цуца
178,Huhn::N,مرغ,цӹвӹ
179,Hahn::N,خروس,ӓптӓн
180,Gans::N,غاز,комбы
181,Adler::N,عقاب,кучкыж
182,Ente::N,اردک,лыды
183,Ente::N,مرغابی,лыды
184,Eule::N,جغد,тымана
185,Kranich::N,درنا,тырня
186,Kranich::N,درنا,тыртня
187,Krähe::N,زاغ,лудыгарак
188,Krähe::N,کلاغ,лудыгарак
189,Kuckuck::N,فاخته,куку
190,Schwan::N,قو,йӱксӹ
191,Fisch::N,ماهی,кол
192,Barsch::N,ماهی خاردار,алангы
193,Hecht::N,اردک ماهی,нуж
194,Hecht::N,اردک ماهی,нужгол
195,Schlange[Tier]::N,مار,кӹшкы
196,Wurm::N,کرم,шукш
197,Spinne::N,عنکبوت,ӓнгӹремшӹ
198,Ameise::N,مورچه,кыткы
199,Laus::N,شپش,ти
200,Mücke::N,پشه,кужнер
201,Mücke::N,پشه,кужынер
202,Fliege::N,مگس,шӹнгӓ
203,Schmetterling::N,پروانه,лӹпӹ
204,Beere::N,گیله,мöр
205,Apfel::N,سیب,олма
206,Pilz::N,قارچ,понгы
207,Zwiebel::N,پیاز,охыра
208,Saat::N,بذر,нӱшмӹ
209,Saat::N,بذر,нӱшмӱ
210,Korn::N,تخم,пӹрцӹ
211,Korn::N,دانه,пӹрцӹ
212,Heu::N,علف خشک,шуды
213,Schale::N,پوست,аваха
214,Schale::N,پوست,карлангы
215,Grube::N,گودال,йӓм
216,Falle::N,دام,лӱдӹ
217,Falle::N,دام,лӱдӹш
218,Schlinge::N,حلقه,онгы
219,Spur::N,رد,кишӓ
220,Asche::N,خاکستر,ломых
221,Asche::N,خاکستر,ломпыж
222,Dreck::N,کثافت,лявӹрӓ
223,Eisen::N,آهن,кӹртни
224,Gold::N,زر,шöртни
225,Gold::N,زر,шöртньӹ
226,Gold::N,طلا,шöртни
227,Gold::N,طلا,шöртньӹ
228,Silber::N,نقره,ши
229,Kohle::N,زغال,шӱ
230,Glas::N,شیشه,охоница
231,Lehm::N,گل,шун
232,Sand::N,شن,ошма
233,Sand::N,ماسه,ошма
234,Mensch::N,آدم,эдем
235,Mensch::N,انسان,эдем
236,Mann::N,مرد,пӱэргӹ
237,Frau::N,زن,ӹдӹрӓмӓш
238,Kind::N,بچه,ӓзӓ
239,Kind::N,بچه,шачшы
240,Kind::N,کودک,ӓзӓ
241,Kind::N,کودک,шачшы
242,Junge::N,پسر,рвезӹ
243,Junge::N,پسر,ӹрвезӹ
244,Mädchen::N,دختر,ӹдӹрӓш
245,Familie::N,فامیل,йиш
246,Familie::N,فامیل,семня
247,Familie::N,خانواده,йиш
248,Familie::N,خانواده,семня
249,Großvater::N,پدربزرگ,тьоти
250,Großmutter::N,مادر‌بزرگ,папа
251,Eltern::N,والدین,ӓтя-ӓвӓ
252,Eltern::N,پدر‌و‌مادر,ӓтя-ӓвӓ
253,Vater::N,پدر,ӓтя
254,Mutter::N,مادر,ӓвӓ
255,Sohn::N,پسر,эргӹ
256,Tochter::N,دختر,ӹдӹр
257,Bruder::N,برادر,ӹза
258,Schwester::N,خواهر,ӓкӓ
259,Onkel::N,عمو,кугуза
260,Onkel::N,دایی,кугуза
261,Tante::N,عمه,куака
262,Tante::N,خاله,куака
263,Ehemann::N,همسر,мары
264,Ehefrau::N,همسر,вӓтӹ
265,Freude::N,شادی,ӹвӹртӹмӓш
266,Gelächter::N,خنده,ваштылмаш
267,Gelächter::N,قاه‌قاه,ваштылмаш
268,Glück::N,اقبال,пиӓл
269,Kummer::N,غم,ясы
270,Kummer::N,غصه,ясы
271,Wunsch::N,آرزو,охата
272,Wunsch::N,آرزو,шанымаш
273,Lust::N,هوس,шӓр
274,Lust::N,هوس,охата
275,Lust::N,هوس,шанымаш
276,Geist::N,روح,тух
277,Gedanke::N,فکر,шанымаш
278,Gedächtnis::N,حافظه,ӓш
279,Verstand::N,هوش,ыш
280,Sinn::N,معنا,кын
281,Sinn::N,مفهوم,кын
282,Grund::N,سبب,вир
283,Grund::N,دلیل,вир
284,Wahrheit::N,حقیقت,тöр
285,Gespräch::N,صحبت,хытырымаш
286,Gespräch::N,گفتگو,хытырымаш
287,Märchen::N,قصه,ямак
288,Märchen::N,افسانه,ямак
289,Erzählung::N,داستان,шайыштмаш
290,Nachricht::N,خبر,увертӓрӹмӓш
291,Neuigkeit::N,خبر تازه,увер
292,Name::N,اسم,лӹм
293,Rätsel::N,معما,тышты
294,Rede::N,سخن,шая
295,Rede::N,سخن,шамак
296,Sprache::N,زبان,йӹлмӹ
297,Stimme::N,صدا,юк
298,Wort::N,کلمه,шамак
299,Zeichen::N,نشان,палӹ
300,Zeichen::N,علامت,палӹ
301,Ruf::N,صدا,сӹгӹрӹмӓш
302,Lärm::N,هیاهو,юкланымащ
303,Laut::N,صدا,юк
304,Ton::N,آهنگ,юк
305,Lied::N,آواز,мыры
306,Lied::N,ترانه,мыры
307,Ruhe::N,آرامش,тыр
308,Leute::N,مردم,эдемвлӓ
309,Volk::N,خلق,халык
310,Arbeit::N,کار,пӓшӓ
311,Gast::N,مهمان,хына
312,Geschenk::N,هدیه,подарка
313,Spiel::N,بازی,мадыш
314,Gesellschaft::N,جمعیت,йӓл
315,Gesellschaft::N,جمعیت,йӓлвлӓ
316,Hilfe::N,کمک,палшык
317,Freund::N,دوست,тӓнг
318,Kamerad::N,رفیق,тос
319,Angelegenheit::N,امر,дела
320,Angelegenheit::N,امر,йела
321,Angelegenheit::N,امر,йыла
322,Angelegenheit::N,امر,пӓшӓ
323,Angelegenheit::N,قضیه,дела
324,Angelegenheit::N,قضیه,йела
325,Angelegenheit::N,قضیه,йыла
326,Angelegenheit::N,قضیه,пӓшӓ
327,Anzahl::N,عده,шот
328,Anzahl::N,شمار,шот
329,Art::N,نوع,цӹре
330,Stück::N,تکه,лаштык
331,Stück::N,قطعه,лаштык
332,Teil::N,بخش,пай
333,Teil::N,بخش,часть
334,Teil::N,قسمت,пай
335,Teil::N,قسمت,часть
336,Hälfte::N,نیم,пел
337,Kreis::N,حلقه,тӹртӹш
338,Kreis::N,دایره,тӹртӹш
339,Kreuz::N,صلیب,крестӹ
340,Linie::N,خط,
341,Linie::N,سطر,
342,Strich::N,خط,
343,Abstand::N,فاصله,ло
344,Entfernung::N,مسافت,ло
345,Gegend::N,منطقه,вӓр
346,Platz::N,گنجایش,вӓр
347,Ort::N,جا,вӓр
348,Ort::N,محل,вӓр
349,Ort::N,مکان,вӓр
350,Seite::N,طرف,öрдӹж
351,Mitte::N,وسط,ло
352,Mitte::N,میان,ло
353,Gegenstand::N,چیز,хӓдӹр
354,Sache::N,چیز,хӓдӹр
355,Rand::N,کنار,шöр
356,Rand::N,حاشیه,шöр
357,Kante::N,لبه,шöр
358,Ecke::N,گوشه,лык
359,Spitze::N,سر,вуй
360,Spitze::N,نوک,вуй
361,Ende::N,ته,вуй
362,Ende::N,ته,мычаш
363,Ende::N,آخر,вуй
364,Ende::N,آخر,мычаш
365,Loch::N,سوراخ,ыраж
366,Winkel::N,کنج,лык
367,Muster::N,نقش,тӹрлец
368,Größe::N,قد,кӱкшӹц
369,Größe::N,بزرگی,кӱкшӹц
370,Länge::N,طول,кыт
371,Höhe::N,بلندی,кӱкшӹц
372,Gewicht::N,وزن,нелӹц
373,Menge::N,مقدار,шот
374,Menge::N,اندازه,шот
375,Haufen::N,توده,ара
376,Reihe::N,ردیف,ряд
377,Boot::N,قایق,пыш
378,Ruder::N,پارو,вешлӓ
379,Schlitten::N,سورتمه,тир
380,Ski::N,اسکی,ечӹ
381,Lagerfeuer::N,آتش,тыл
382,Last::N,بار,нелӹц
383,Last::N,سنگینی,нелӹц
384,Gang::N,راه رفتن,ход
385,Schritt::N,قدم,ашкыл
386,Norden::N,شمال,йыдпелвел
387,Süden::N,جنوب,кечӹвӓлвел
388,Westen::N,غرب,кечӹ шӹцмӹ
389,Osten::N,شرق,ирвел
390,Osten::N,شرق,кечӹ лӱлтмӹ
391,Holz::N,چوب,пушӓнгӹ
392,Brett::N,تخته,ханга
393,Platte::N,صفحه,плитӓ
394,Stütze::N,تکیه,цӓрӓк
395,Stange::N,میله,равы
396,Stange::N,میله,намаш
397,Stock::N,چوب,панды
398,Stab::N,عصا,равы
399,Rohr::N,لوله,пыч
400,Haus::N,منزل,пöрт
401,Heim::N,خانه,пöрт
402,Heim::N,کاشانه,пöрт
403,Ofen::N,بخاری,камака
404,Fußboden::N,کف اتاق,седӹрӓ
405,Tisch::N,میز,стöл
406,Stuhl::N,صندلی,пöкен
407,Wiege::N,گهواره,шипкӓ
408,Bett::N,تختخواب,койка
409,Bett::N,تختخواب,кравать
410,Regal::N,قفسه,полицӓ
411,Kiste::N,صندوق,шӱ́ндӹк
412,Fenster::N,پنجره,окня
413,Tür::N,در,амаса
414,Tür::N,درب,амаса
415,Tor::N,دروازه,хапка
416,Zaun::N,حصار,забор
417,Dach::N,بام,левӓш
418,Leiter::N,نردبان,ташкалтыш
419,Besen::N,جارو,сало
420,Besen::N,جارو,салко
421,Spaten::N,بیل,кольмы
422,Schaufel::N,بیل,лоток
423,Schaufel::N,پارو,лоток
424,Gabel::N,چنگال,ви́лка
425,Löffel::N,قاشق,савала
426,Messer::N,کارد,кӹзӹ
427,Nagel::N,میخ,пыда
428,Netz::N,تور,вӓпш
429,Netz::N,شبکه,вӓпш
430,Haken::N,قلاب,крӱк
431,Haken::N,قلاب,кагак
432,Griff::N,دسته,кычем
433,Schloss::N,قفل,замок
434,Schloss::N,قفل,сыравач
435,Bild::N,عکس,картин
436,Bild::N,تصویر,картин
437,Figur::N,تندیس,кӓн
438,Puppe::N,عروسک,поханя
439,Beutel::N,کیسه,мешӓк
440,Bündel::N,بسته,топ
441,Bündel::N,بسته,пидӹш
442,Bündel::N,بسته,кӹлдӹш
443,Tasche::N,کیف,сумкы
444,Eimer::N,سطل,ведӹрӓ
445,Deckel::N,در,комдыш
446,Geschirr::N,ظرف,ӓтӹ
447,Sack::N,گونی,мешӓк
448,Tasse::N,فنجان,цӓшкӓ
449,Topf::N,دیگ,ми́ска
450,Topf::N,قابلمه,ми́ска
451,Kessel::N,دیگ,пад
452,Essen::N,خوراک,качкыш
453,Essen::N,خوراک,качкыш-йӱш
454,Nahrung::N,غذا,качкыш
455,Nahrung::N,غذا,качкыш-йӱш
456,Speise::N,خوراک,няня
457,Fleisch::N,گوشت,пай
458,Getreide::N,غله,киндӹ
459,Brei::N,فرنی,шӹрӓш
460,Brei::N,حریره,шӹрӓш
461,Brot::N,نان,сыкыр
462,Scheibe::N,قاچ,ламыт
463,Scheibe::N,قاچ,лаштык
464,Scheibe::N,لزگه,ламыт
465,Scheibe::N,لزگه,лаштык
466,Fett::N,چربی,кая
467,Butter::N,کره,ӱ
468,Öl::N,روغن,ӱ
469,Salz::N,نمک,санзал
470,Suppe::N,آش,лем
471,Suppe::N,سوپ,лем
472,Honig::N,عسل,мӱ
473,Milch::N,شیر,шӹшер
474,Tee::N,چای,чӓй
475,Leder::N,چرم,шарга
476,Leder::N,چرم,кавашты
477,Wolle::N,پشم,миж
478,Stoff::N,پارچه,матер
479,Stoff::N,پارچه,матери
480,Nadel::N,سوزن,им
481,Faden::N,نخ,шӹртӹ
482,Knopf::N,دکمه,полдыш
483,Knoten::N,گره,пӱкшем
484,Farbe::N,رنگ,чиӓ
485,Farbe::N,رنگ,крӓскӓ
486,Kleidung::N,لباس,выргем
487,Kleidung::N,پوشاک,выргем
488,Hemd::N,پیراهن,тыгыр
489,Kragen::N,یقه,шӱ
490,Ärmel::N,آستین,шокш
491,Hose::N,شلوار,ялаш
492,Gürtel::N,کمر‌بند,ӹштӹ
493,Mütze::N,کلاه,упш
494,Schuh::N,کفش,ту́фльы
495,Stiefel::N,چکمه,кем
496,Ring::N,حلقه,шӓргӓш
497,Ring::N,انگشتر,шӓргӓш
498,Band::N,نوار,лемтӓ
499,Band::N,روبان,лемтӓ
500,Kamm::N,شانه,шерге
501,Spiegel::N,آینه,тӹгӹр
502,Riemen::N,تسمه,прӓжӓ
503,Schnur::N,ریسمان,кӓндӹра
504,Leine::N,قلاده,керем
505,Decke::N,پتو,одеял
506,Kissen::N,بالش,кӹпцӹк
507,Tuch::N,شال,савыц
508,Handtuch::N,حوله,шӹргӹсавыц
509,Handtuch::N,حوله,шӹргӹмсавыц
510,Kraft::N,نیرو,ви
511,Stärke::N,زور,ви
512,Gesundheit::N,سلامتی,шу
513,Gesundheit::N,سلامتی,шулык
514,Gesundheit::N,تندرستی,шу
515,Gesundheit::N,تندرستی,шулык
516,Krankheit::N,بیماری,мыж
517,Schmerz::N,درد,карштыш
518,Wunde::N,زخم,шушыр
519,Fieber::N,تب,ӱштӹмыж
520,Arznei::N,دارو,лекӓрцӹ
521,Brücke::N,پل,кӹвер
522,Brunnen::N,چاه,вӹдсӹнзӓ
523,Weide::N,چراگاه,ныр
524,Pfad::N,راه,ялгорны
525,Weg::N,راه,корны
526,Weg::N,طریق,корны
527,Straße::N,راه,корны
528,Straße::N,جاده,корны
529,Dorf::N,ده,сола
530,Dorf::N,روستا,сола
531,Stadt::N,شهر,города
532,Brief::N,نامه,сирмӓш
533,Buch::N,کتاب,книгӓ
534,Buchstabe::N,حرف,буква́
535,Zeitung::N,روزنامه,газет
536,Zeitung::N,روزنامه,кайзет
537,Leben::N,عمر,житя
538,Leben::N,زندگی,житя
539,Tod::N,مرگ,смöрт
540,Grab::N,گور,шӹгер
541,Grab::N,گور,мыгилӓ
542,Grab::N,گور,шӹгерлӓ
543,Grab::N,مزار,шӹгер
544,Grab::N,مزار,мыгилӓ
545,Grab::N,مزار,шӹгерлӓ
546,Kirche::N,کلیسا,церкӹ
547,Sünde::N,بزه,сулык
548,Sünde::N,گناه,сулык
549,Gott::N,خدا,йымы
550,Arbeiter::N,کارگر,пӓшӓзӹ
551,Chef::N,رئیس,вуй
552,Meister::N,استاد,мастар
553,Arzt::N,پزشک,доктор
554,Lehrer::N,معلم,тымдышы
555,Lehrer::N,آموزگار,тымдышы
556,Geld::N,پول,окса
557,Geschäft::N,کار,торге́йӹмӓш
558,Geschäft::N,بیزنس,торге́йӹмӓш
559,Laden::N,دکان,лапка
560,Laden::N,دکان,магазин
561,Laden::N,مغازه,лапка
562,Laden::N,مغازه,магазин
563,Preis::N,بها,ӓк
564,Preis::N,قیمت,ӓк
565,Ware::N,جنس,товар
566,Ware::N,کالا,товар
567,Nutzen::N,مزیت,пайда
568,Nutzen::N,امتیاز,пайда
569,Reichtum::N,مال,перке
570,Reichtum::N,ثروت,перке
571,Welt::N,دنیا,сӓндӓлӹк
572,Welt::N,دنیا,свет
573,Land::N,کشور,сӓндӓлӹк
574,Land::N,مملکت,сӓндӓлӹк
575,Staat::N,دولت,кугижӓншӹ
576,König::N,شاه,король
577,König::N,پادشاه,король
578,Macht::N,قدرت,власть
579,Macht::N,اختیار,власть
580,Grenze::N,مرز,пӹсмӓн
581,Krieg::N,جنگ,вырсы
582,Feind::N,دشمن,тышман
583,Gewalt::N,زور,ви
584,Gewalt::N,خشونت,ви
585,Kampf::N,نبرد,кредӓлмӓш
586,Kampf::N,مبارزه,кредӓлмӓш
587,Bogen[Waffe]::N,کمان,янгеж
588,Pfeil::N,تیر,пикш
589,Gewehr::N,تفنگ,пичӓл
590,Fehler::N,غلط,самынь
591,Fehler::N,اشتباه,самынь
592,Lüge::N,دروغ,шая
593,Schaden::N,آسیب,вре́дӓ
594,Schaden::N,خسارت,вре́дӓ
595,Unglück::N,بلا,пёда
596,Unglück::N,بلا,тымаша
597,Schuld::N,گناه,вуйнамат
598,Schuld::N,تقصیر,вуйнамат
599,Alter::N,سن,иӓш
600,Alter::N,سن,игечӹ
601,Alter::N,عمر,иӓш
602,Alter::N,عمر,игечӹ
603,Schluss::N,انتها,пӹтӓртӹш
604,Zeit::N,وقت,веремӓ
605,Zeit::N,زمان,веремӓ
606,Tag::N,روز,кечӹ
607,Morgen::N,صبح,ир
608,Morgen::N,صبح,ирок
609,Mittag::N,ظهر,кечӹвӓл
610,Abend::N,شب,вады
611,Abend::N,عصر,вады
612,Nacht::N,شب,йыд
613,Woche::N,هفته,ӓрня
614,Monat::N,ماه,тӹ́лзӹ
615,Jahr::N,سال,год
616,Frühling::N,بهار,шошым
617,Sommer::N,تابستان,кӓнгӹж
618,Herbst::N,پاییز,шӹжӹ
619,Winter::N,زمستان,тел
620,Winter::N,زمستان,телӹ
621,Januar::N,ژانویه,январ
622,Januar::N,ژانویه,январь
623,Februar::N,فوریه,февраль
624,März::N,مارس,март
625,April::N,آوریل,апрель
626,Mai::N,مه,май
627,Juni::N,ژوئن,июнь
628,Juli::N,ژویه,июль
629,August::N,اوت,август
630,September::N,سپتامبر,сентябрь
631,Oktober::N,اکتبر,октябрь
632,November::N,نوامبر,ноябрь
633,Dezember::N,دسامبر,декавыр
634,Montag::N,دو‌شنبه,шачмы
635,Dienstag::N,سه‌شنبه,кышкыжмы
636,Mittwoch::N,چهار‌شنبه,вӹрчегӹ
637,Donnerstag::N,پنج شنبه,изӓрня
638,Freitag::N,جمعه,когарня
639,Samstag::N,شنبه,кукшыгечӹ
640,Sonntag::N,یکشنبه,рушӓрня
641,groß::A,بزرگ,кого
642,klein::A,کوچک,изи
643,lang::A,بلند,кужы
644,kurz::A,کوتاه,кӹтӹк
645,breit::A,پهن,кымда
646,schmal::A,تنگ,ӓнгӹсӹр
647,schmal::A,نازک,ӓнгӹсӹр
648,dicht::A,چگال,шӹре
649,dicht::A,انبوه,шӹре
650,dick[Gegenstand]::A,ضخیم,кӹжгӹ
651,dünn::A,نازک,вӹцкӹж
652,fein::A,ریز,пыльга
653,fein::A,باریک,пыльга
654,fest::A,محکم,цаткыды
655,flach::A,صاف,тӓлякӓ
656,flach::A,مسطح,тӓлякӓ
657,glatt::A,لیز,ягылгы
658,hart::A,سفت,пингӹдӹ
659,weich::A,نرم,пышкыды
660,weich::A,ملایم,пышкыды
661,rund::A,گرد,тӹртӹш
662,spitz::A,تیز,кашар
663,spitz::A,نوک‌تیز,кашар
664,scharf::A,تیز,кашар
665,scharf::A,برنده,кашар
666,stumpf::A,کند,нӹшкӹ
667,schwer::A,سنگین,нелӹ
668,schön::A,زیبا,цевер
669,schön::A,زیبا,олмыдшы
670,heiß::A,داغ,шокшы
671,warm::A,گرم,шокшы
672,kalt::A,سرد,ӱштӹ
673,kühl::A,خنک,юалгы
674,kühl::A,خنک,йонгата
675,frisch::A,تازه,йонгата
676,feucht::A,مرطوب,ӹлӹкшӹ
677,feucht::A,مرطوب,вӹдӹжгӹ
678,nass::A,تر,начкы
679,nass::A,خیش,начкы
680,trocken::A,خشک,кукшы
681,voll::A,پر,темшӹ
682,voll::A,پر,темыман
683,leer::A,خالی,йӓрӓ
684,offen::A,باز,виш
685,geschlossen::A,بسته,чӱчмӹ
686,geschlossen::A,بسته,тӹкӹлӓлтшӹ
687,sauber::A,پاک,ире
688,sauber::A,تمیز,ире
689,schmutzig::A,کثیف,шоран
690,schmutzig::A,کثیف,лявӹрӓн
691,schmutzig::A,کثیف,шорангшы
692,schmutzig::A,آلوده,шоран
693,schmutzig::A,آلوده,лявӹрӓн
694,schmutzig::A,آلوده,шорангшы
695,roh::A,خام,пеле кӱшӹ
696,reif::A,رسیده,кӱшӹ
697,lecker::A,لذیذ,тотан
698,lecker::A,خوشمزه,тотан
699,süß::A,شیرین,мӱӓн
700,bitter::A,تلخ,качы
701,sauer::A,ترش,шапы
702,hell::A,روشن,соты
703,hell::A,روشن,валгыды
704,dunkel::A,تاریک,пӹц
705,dunkel::A,تاریک,пӹцкемӹш
706,schwarz::A,سیاه,шим
707,weiß::A,سفید,ош
708,weiß::A,سفید,ошы
709,rot::A,سرخ,якшаргы
710,rot::A,قرمز,якшаргы
711,gelb::A,زرد,сар
712,gelb::A,زرد,сары
713,blau::A,آبی,симсӹ
714,grün::A,سبز,ыжар
715,grau::A,طوسی,луды
716,grau::A,خاکستری,луды
717,bunt::A,رنگارنگ,ала
718,billig::A,ارزان,шулдаш
719,teuer::A,گران,шергӹ
720,teuer::A,گران,шергӓкӓн
721,wertvoll::A,قیمتی,ӓкӓн
722,wertvoll::A,گرانبها,ӓкӓн
723,blind::A,کور,слöпöй
724,blind::A,کور,сльöпöй
725,blind::A,نابینا,слöпöй
726,blind::A,نابینا,сльöпöй
727,taub::A,کر,тӱтӱк
728,taub::A,ناشنوا,тӱтӱк
729,kräftig::A,قوی,виӓн
730,stark::A,قوی,виӓн
731,stark::A,نیرومند,виӓн
732,schwach::A,ضعیف,шава
733,schwach::A,ضعیف,лӹпкӓ
734,schwach::A,ضعیف,слабка
735,fett::A,چرب,таза
736,schlank::A,باریک‌اندام,яштака
737,hübsch::A,قشنگ,сӹлнӹ
738,hübsch::A,قشنگ,олмыдшы
739,hübsch::A,خوشگل,сӹлнӹ
740,hübsch::A,خوشگل,олмыдшы
741,böse::A,بد,шӹдӓн
742,dumm::A,احمق,окмак
743,faul::A,لش,ялахай
744,faul::A,تنبل,ялахай
745,fleißig::A,زرنگ,пӓшам яратышы
