,Concept_ID,,lez
937,tragen::V,,тухун
938,schleppen::V,,галчӏурун
939,ziehen::V,,ялун
940,ziehen::V,,чӏугун
941,aufbewahren::V,,хуьн
942,werfen::V,,гадрун
943,fangen::V,,кьун
944,packen::V,,кьун
945,verstecken::V,,кӏевун
946,teilen::V,,паюн
947,schicken::V,,ракъурун
948,bringen::V,,гъун
949,hinzufügen::V,,алава авун
950,bekommen::V,,къачун
951,bekommen::V,,жугъурун
952,erhalten::V,,къачун
953,nehmen::V,,къачун
954,wählen::V,,хкягъун
955,auswählen::V,,хкягъун
956,bewahren::V,,хуьн
957,behindern::V,,манийвал авун
958,verderben::V,,чӏурун
959,beschädigen::V,,нукьсанвал гун
960,zerbrechen::V,,хун
961,zerreißen::V,,къазунун
962,zerstören::V,,чӏурун
963,zerstören::V,,барбатӏун
964,verbrennen::V,,ккун
965,geben::V,,гун
966,reichen::V,,вугун
967,reichen::V,,гун
968,schenken::V,,пишкеш авун
969,versprechen::V,,гаф гун
970,wünschen::V,,дуьа авун
971,loben::V,,тариф авун
972,küssen::V,,темен гун
973,wiegen::V,,эчӏягъун
974,zudecken::V,,гьалдун
975,wecken::V,,ахварай авудун
976,zeigen::V,,къалурун
977,führen::V,,тухун
978,lehren::V,,кӏелиз тун
979,unterrichten::V,,тарс гун
980,aufziehen::V,,тербия гун
981,aufziehen::V,,тербияламишун
982,leiten::V,,идара авун
983,antreiben::V,,тади кутун
984,einladen::V,,теклиф авун
985,vereinigen::V,,сад авун
986,besuchen::V,,кьилив атун
987,treffen::V,,гьалтун
988,sich versammeln::V,,алтӏушун
989,spielen::V,,къугъун
990,singen::V,,лугьун
991,singen::V,,мани лугьун
992,tanzen::V,,кьуьл авун
993,sich trennen::V,,къакъатун
994,verlassen::V,,гъил къачун
995,retten::V,,къутармишун
996,bewachen::V,,хуьн
997,schützen::V,,хуьн
998,verteidigen::V,,хуьн
999,sich schlagen::V,,кукӏун
1000,schießen::V,,акъатун
1001,siegen::V,,гъалиб хьун
1002,ärgern::V,,хъел гъун
1003,ärgern::V,,хъел кутун
1004,schlagen::V,,ягъун
1005,schlagen::V,,галукьарун
1006,treten::V,,кьуьл къекъягъун
1007,treten::V,,кьуьл эцягъун
1008,stechen::V,,акьадарун
1009,stoßen::V,,эцягъун
1010,stehlen::V,,чуьнуьхун
1011,stören::V,,хкуьрун
1012,belästigen::V,,хкуьрун
1013,belästigen::V,,азият гун
1014,verbergen::V,,далдаламишун
1015,täuschen::V,,алцурарун
1016,täuschen::V,,алцуррун
1017,betrügen::V,,алцурарун
1018,betrügen::V,,гьарамзадавал авун
1019,töten::V,,яна кьин
1020,wohnen::V,,дуланмиш хьун
1021,arbeiten::V,,кӏвалахун
1022,arbeiten::V,,кӏвалах авун
1023,sammeln::V,,кӏватӏун
1024,pflücken::V,,атӏун
1025,jagen::V,,гъуьрч авун
1026,fischen::V,,гъетер кьун
1027,fassen::V,,кьун
1028,hüten::V,,чӏура хуьн
1029,treiben::V,,гьалун
1030,anbinden::V,,акалун
1031,füttern::V,,ем гун
1032,melken::V,,ацун
1033,hacken::V,,куьткуьнун
1034,gießen::V,,яд гун
1035,reifen::V,,чурун
1036,reifen::V,,агакьун
1037,zubereiten::V,,гьазурун
1038,kochen::V,,ругун
1039,backen::V,,чурун
1040,braten::V,,чурун
1041,umrühren::V,,какадарун
1042,stricken::V,,хурун
1043,nähen::V,,цун
1044,färben::V,,шир ягъун
1045,reinigen::V,,михьун
1046,waschen::V,,чуьхуьн
1047,abwischen::V,,гуьцӏун
1048,spülen::V,,экъуьрун
1049,fegen::V,,шуткун
1050,kehren::V,,кул алтадун
1051,baden::V,,эхъуьн
1052,sich waschen::V,,жендек чуьхуьн
1053,ausziehen::V,,хутӏунун
1054,ausziehen::V,,галудун
1055,anziehen::V,,алукӏун
1056,sich anziehen::V,,алукӏун
1057,sich anziehen::V,,парталар алукӏун
1058,kämmen::V,,эвягъун
1059,schmücken::V,,безетмишун
1060,schmücken::V,,гуьрчегарун
1061,sagen::V,,лугьун
1062,sprechen::V,,рахун
1063,reden::V,,рахун
1064,sich unterhalten::V,,ихтилат авун
1065,fragen::V,,жузун
1066,bitten::V,,тӏалабун
1067,erzählen::V,,ахъаюн
1068,mitteilen::V,,хабар гун
1069,nennen::V,,тӏвар гун
1070,rufen::V,,эверун
1071,prahlen::V,,яцӏу гафар авун
1072,übersetzen::V,,таржума авун
1073,übersetzen::V,,гафладун
1074,denken::V,,фикир авун
1075,glauben::V,,агъун
1076,bemerken::V,,фикир гун
1077,begreifen::V,,гъавурда акьун
1078,lernen::V,,кӏелун
1079,wissen::V,,чир хьун
1080,wissen::V,,чирхьун
1081,sich erinnern an::V,,рикӏел хуьн
1082,vergessen::V,,рикӏелай фин
1083,vergessen::V,,рикӏелай алатун
1084,messen::V,,алцумун
1085,zählen::V,,гьисабун
1086,rechnen::V,,гьисабун
1087,lesen::V,,кӏелун
1088,malen::V,,кхьин
1089,malen::V,,шикилар чӏугун
1090,zeichnen::V,,чӏугун
1091,schreiben::V,,кхьин
1092,besitzen::V,,иеси хьун
1093,kaufen::V,,къачун
1094,kaufen::V,,маса къачун
1095,verkaufen::V,,гун
1096,verkaufen::V,,маса гун
1097,bezahlen::V,,къимет гун
1098,bezahlen::V,,эвезда авун
1099,bezahlen::V,,гьакъи агакьрун
1100,zahlen::V,,къимет гун
1101,zahlen::V,,эвезда авун
1102,zahlen::V,,гьакъи агакьрун
1103,beherrschen::V,,иеси хьун
1104,ertragen::V,,таб гун
