,Concept_ID,pt,fa
67,Geschmack::N,gosto,مزه
68,Geruch::N,odor,بو
69,Geruch::N,cheiro,بو
70,Schlaf::N,sono,خواب
71,Traum::N,sonho,رؤیا
72,Himmel::N,céu,فلک
73,Himmel::N,céu,آسمان
74,Sonne::N,sol,آفتاب
75,Sonne::N,sol,خورشید
76,Mond::N,lua,ماه
77,Stern::N,estrela,ستاره
78,Luft::N,ar,هوا
79,Wind::N,vento,باد
80,Welle::N,onda,موج
81,Wasser::N,água,آب
82,Stein::N,pedra,سنگ
83,Boden::N,solo,زمین
84,Erde::N,terra,خاک
85,Erde::N,terra,زمین
86,Staub::N,pó,گرد
87,Staub::N,pó,غبار
88,Rauch::N,fumo,دود
89,Funke::N,faísca,جرقه
90,Funke::N,centelha,جرقه
91,Feuer::N,fogo,آتش
92,Licht::N,luz,نور
93,Licht::N,luz,روشنی
94,Schatten::N,sombra,سایه
95,Wetter::N,tempo,هوا
96,Nebel::N,nevoeiro,مه
97,Wolke::N,nuvem,ابر
98,Regen::N,chuva,باران
99,Schnee::N,neve,برف
100,Eis::N,gelo,یخ
101,Frost::N,gelo,یخبندان
102,Frost::N,geada,یخبندان
103,Kälte::N,frio,سرما
104,Hitze::N,ardor,گرما
105,Hitze::N,ardor,حرارت
106,Raureif::N,geada,برف ریزه
107,Regenbogen::N,arco-iris,رنگین‌کمان
108,Donner::N,trovão,رعد
109,Strömung::N,corrente,جریان
110,Tropfen::N,gota,قطره
111,Schaum::N,espuma,کف
112,Schmutz::N,sujidade,گل
113,Schmutz::N,sujidade,کثافت
114,Schmutz::N,imundície,گل
115,Schmutz::N,imundície,کثافت
116,See::N,lago,دریاچه
117,Sumpf::N,charco,مرداب
118,Sumpf::N,charco,باتلاق
119,Sumpf::N,pântano,مرداب
120,Sumpf::N,pântano,باتلاق
121,Moor::N,pântano,باتلاق
122,Wiese::N,prado,چمن
123,Wald::N,bosque,جنگل
124,Wald::N,floresta,جنگل
125,Hügel::N,colina,تل
126,Hügel::N,colina,تپه
127,Anhöhe::N,alto,بلندی
128,Anhöhe::N,outeiro,بلندی
129,Berg::N,monte,کوه
130,Berg::N,montanha,کوه
131,Gipfel::N,pico,قله
132,Höhle::N,caverna,غار
133,Abhang::N,encosta,سرازیری
134,Quelle::N,fonte,چشمه
135,Bach::N,regato,نهر
136,Bach::N,ribeiro,نهر
137,Fluss::N,rio,رود
138,Ufer::N,beira,ساحل
139,Ufer::N,beira,کرانه
140,Küste::N,costa,ساحل
141,Festland::N,terra firme,خشکی
142,Meer::N,mar,دریا
143,Bucht::N,baía,خلیج
144,Insel::N,ilha,جزیره
145,Blume::N,flor,گل
146,Gras::N,erva,علف
147,Wurzel::N,raiz,ریشه
148,Baum::N,árvore,درخت
149,Stamm::N,tronco,تنه
150,Rinde::N,casca,توژ
151,Rinde::N,casca,پوست
152,Ast::N,ramo,شاخه
153,Zweig::N,galho,شاخه
154,Blatt::N,folha,برگ
155,Birke::N,bétula,غان
156,Kiefer[Baum]::N,pinheiro,کاج
157,Weide[Baum]::N,salgueiro,بید
158,Tanne::N,abeto,صنوبر
159,Horn::N,corno,شاخ
160,Horn::N,chifre,شاخ
161,Feder::N,pena,پر
162,Fell::N,pele,خز
163,Flügel::N,asa,پر
164,Flügel::N,asa,بال
165,Klaue::N,pata,چنگ
166,Klaue::N,pata,پنجه
167,Kralle::N,unha,پنجه
168,Kralle::N,garra,پنجه
169,Schwanz::N,rabo,دم
170,Schwanz::N,cauda,دم
171,Ei::N,ovo,تخم
172,Nest::N,ninho,لانه
173,Bau::N,toca,بنا
174,Bau::N,toca,ساختمان
175,Bau::N,covil,بنا
176,Bau::N,covil,ساختمان
177,Tier::N,animal,هیوان
178,Herde::N,rebanho,رمه
179,Kuh::N,vaca,گاو
180,Bulle::N,touro,گاو نر
181,Pferd::N,cavalo,اسب
182,Schaf::N,ovelha,گوسفند
183,Schwein::N,porco,خوک
184,Hund::N,cão,سگ
185,Katze::N,gata,گربه
186,Bär::N,urso,خرس
187,Eichhörnchen::N,esquilo,سنجاب
188,Elch::N,alce,گوزن شمالی
189,Fuchs::N,raposa,روباه
190,Hase::N,lebre,خرگوش
191,Maus::N,rato,موش
192,Wolf::N,lobo,گرگ
193,Vogel::N,ave,پرنده
194,Vogel::N,pássaro,پرنده
195,Schwarm::N,bando,دسته
196,Schwarm::N,enxame,دسته
197,Huhn::N,galinha,مرغ
198,Hahn::N,galo,خروس
199,Gans::N,ganso,غاز
200,Adler::N,águia,عقاب
201,Ente::N,pata,اردک
202,Ente::N,pata,مرغابی
203,Eule::N,mocho,جغد
204,Eule::N,coruja,جغد
205,Kranich::N,grou,درنا
206,Krähe::N,gralha,زاغ
207,Krähe::N,gralha,کلاغ
208,Kuckuck::N,cuco,فاخته
209,Schwan::N,cisne,قو
210,Fisch::N,peixe,ماهی
211,Barsch::N,perca,ماهی خاردار
212,Hecht::N,lúcio,اردک ماهی
213,Schlange[Tier]::N,serpente,مار
214,Wurm::N,verme,کرم
215,Spinne::N,aranha,عنکبوت
216,Ameise::N,formiga,مورچه
217,Laus::N,piolho,شپش
218,Mücke::N,mosquito,پشه
219,Fliege::N,mosca,مگس
220,Schmetterling::N,borboleta,پروانه
221,Beere::N,bago,گیله
222,Apfel::N,maçã,سیب
223,Pilz::N,fungo,قارچ
224,Pilz::N,cogumelo,قارچ
225,Zwiebel::N,cebola,پیاز
226,Saat::N,sementeira,بذر
227,Korn::N,grão,تخم
228,Korn::N,grão,دانه
229,Heu::N,feno,علف خشک
230,Schale::N,casca,پوست
231,Grube::N,cova,گودال
232,Grube::N,fossa,گودال
233,Falle::N,armadilha,دام
234,Schlinge::N,laço,حلقه
235,Spur::N,pista,رد
236,Spur::N,vestígio,رد
237,Asche::N,cinza,خاکستر
238,Dreck::N,sujidade,کثافت
239,Eisen::N,ferro,آهن
240,Gold::N,ouro,زر
241,Gold::N,ouro,طلا
242,Silber::N,prata,نقره
243,Kohle::N,carvão,زغال
244,Glas::N,vidro,شیشه
245,Lehm::N,barro,گل
246,Lehm::N,argila,گل
247,Sand::N,areia,شن
248,Sand::N,areia,ماسه
249,Mensch::N,homem,آدم
250,Mensch::N,homem,انسان
251,Mensch::N,pessoa,آدم
252,Mensch::N,pessoa,انسان
253,Mann::N,homem,مرد
254,Frau::N,mulher,زن
255,Kind::N,filho,بچه
256,Kind::N,filho,کودک
257,Kind::N,criança,بچه
258,Kind::N,criança,کودک
259,Junge::N,rapaz,پسر
260,Junge::N,menino,پسر
261,Mädchen::N,menina,دختر
262,Mädchen::N,rapariga,دختر
263,Familie::N,família,فامیل
264,Familie::N,família,خانواده
265,Großvater::N,avô,پدربزرگ
266,Großmutter::N,avó,مادر‌بزرگ
267,Eltern::N,pais,والدین
268,Eltern::N,pais,پدر‌و‌مادر
269,Vater::N,pai,پدر
270,Mutter::N,mãe,مادر
271,Sohn::N,filho,پسر
272,Tochter::N,filha,دختر
273,Bruder::N,irmão,برادر
274,Schwester::N,irmã,خواهر
275,Onkel::N,tio,عمو
276,Onkel::N,tio,دایی
277,Tante::N,tia,عمه
278,Tante::N,tia,خاله
279,Ehemann::N,esposo,همسر
280,Ehefrau::N,esposa,همسر
281,Freude::N,prazer,شادی
282,Freude::N,alegria,شادی
283,Gelächter::N,risada,خنده
284,Gelächter::N,risada,قاه‌قاه
285,Gelächter::N,gargalhada,خنده
286,Gelächter::N,gargalhada,قاه‌قاه
287,Glück::N,felicidade,اقبال
288,Kummer::N,aflição,غم
289,Kummer::N,aflição,غصه
290,Kummer::N,desgosto,غم
291,Kummer::N,desgosto,غصه
292,Wunsch::N,desejo,آرزو
293,Lust::N,vontade,هوس
294,Geist::N,mente,روح
295,Geist::N,espírito,روح
296,Gedanke::N,ideia,فکر
297,Gedanke::N,pensamento,فکر
298,Gedächtnis::N,memória,حافظه
299,Verstand::N,razão,هوش
300,Verstand::N,inteligência,هوش
301,Sinn::N,sentido,معنا
302,Sinn::N,sentido,مفهوم
303,Sinn::N,significado,معنا
304,Sinn::N,significado,مفهوم
305,Grund::N,causa,سبب
306,Grund::N,causa,دلیل
307,Grund::N,motivo,سبب
308,Grund::N,motivo,دلیل
309,Wahrheit::N,verdade,حقیقت
310,Gespräch::N,conversa,صحبت
311,Gespräch::N,conversa,گفتگو
312,Gespräch::N,conversação,صحبت
313,Gespräch::N,conversação,گفتگو
314,Märchen::N,conto,قصه
315,Märchen::N,conto,افسانه
316,Erzählung::N,conto,داستان
317,Erzählung::N,narrativa,داستان
318,Nachricht::N,mensagem,خبر
319,Neuigkeit::N,notícia,خبر تازه
320,Neuigkeit::N,novidade,خبر تازه
321,Name::N,nome,اسم
322,Rätsel::N,adivinha,معما
323,Rede::N,oração,سخن
324,Rede::N,discurso,سخن
325,Sprache::N,língua,زبان
326,Stimme::N,voz,صدا
327,Wort::N,palavra,کلمه
328,Zeichen::N,marca,نشان
329,Zeichen::N,marca,علامت
330,Ruf::N,grito,صدا
331,Ruf::N,chamada,صدا
332,Lärm::N,ruído,هیاهو
333,Lärm::N,barulho,هیاهو
334,Laut::N,som,صدا
335,Ton::N,tom,آهنگ
336,Lied::N,canção,آواز
337,Lied::N,canção,ترانه
338,Ruhe::N,calma,آرامش
339,Ruhe::N,silêncio,آرامش
340,Leute::N,gente,مردم
341,Leute::N,pessoas,مردم
342,Volk::N,povo,خلق
343,Volk::N,nação,خلق
344,Arbeit::N,trabalho,کار
345,Gast::N,hóspede,مهمان
346,Gast::N,convidado,مهمان
347,Geschenk::N,prenda,هدیه
348,Geschenk::N,presente,هدیه
349,Spiel::N,jogo,بازی
350,Gesellschaft::N,companhia,جمعیت
351,Hilfe::N,ajuda,کمک
352,Hilfe::N,socorro,کمک
353,Freund::N,amigo,دوست
354,Kamerad::N,camarada,رفیق
355,Angelegenheit::N,assunto,امر
356,Angelegenheit::N,assunto,قضیه
357,Anzahl::N,número,عده
358,Anzahl::N,número,شمار
359,Anzahl::N,quantidade,عده
360,Anzahl::N,quantidade,شمار
361,Art::N,tipo,نوع
362,Art::N,espécie,نوع
363,Stück::N,pedaço,تکه
364,Stück::N,pedaço,قطعه
365,Teil::N,peça,بخش
366,Teil::N,peça,قسمت
367,Teil::N,parte,بخش
368,Teil::N,parte,قسمت
369,Hälfte::N,metade,نیم
370,Kreis::N,círculo,حلقه
371,Kreis::N,círculo,دایره
372,Kreuz::N,cruz,صلیب
373,Linie::N,linha,خط
374,Linie::N,linha,سطر
375,Strich::N,traço,خط
376,Abstand::N,distância,فاصله
377,Entfernung::N,distância,مسافت
378,Gegend::N,área,منطقه
379,Gegend::N,região,منطقه
380,Platz::N,lugar,گنجایش
381,Ort::N,sítio,جا
382,Ort::N,sítio,محل
383,Ort::N,sítio,مکان
384,Seite::N,lado,طرف
385,Mitte::N,meio,وسط
386,Mitte::N,meio,میان
387,Gegenstand::N,objecto,چیز
388,Sache::N,coisa,چیز
389,Rand::N,bordo,کنار
390,Rand::N,bordo,حاشیه
391,Rand::N,margem,کنار
392,Rand::N,margem,حاشیه
393,Kante::N,borda,لبه
394,Kante::N,aresta,لبه
395,Ecke::N,esquina,گوشه
396,Spitze::N,ponta,سر
397,Spitze::N,ponta,نوک
398,Ende::N,cabo,ته
399,Ende::N,cabo,آخر
400,Ende::N,extremo,ته
401,Ende::N,extremo,آخر
402,Loch::N,furo,سوراخ
403,Loch::N,buraco,سوراخ
404,Winkel::N,canto,کنج
405,Winkel::N,ângulo,کنج
406,Muster::N,padrão,نقش
407,Muster::N,desenho,نقش
408,Größe::N,tamanho,قد
409,Größe::N,tamanho,بزرگی
410,Länge::N,comprimento,طول
411,Höhe::N,altura,بلندی
412,Höhe::N,altitude,بلندی
413,Gewicht::N,peso,وزن
414,Menge::N,quantidade,مقدار
415,Menge::N,quantidade,اندازه
416,Haufen::N,pilha,توده
417,Reihe::N,fila,ردیف
418,Boot::N,barco,قایق
419,Ruder::N,remo,پارو
420,Schlitten::N,trenó,سورتمه
421,Ski::N,esqui,اسکی
422,Lagerfeuer::N,fogueira,آتش
423,Last::N,carga,بار
424,Last::N,carga,سنگینی
425,Gang::N,curso,راه رفتن
426,Gang::N,caminhada,راه رفتن
427,Schritt::N,passo,قدم
428,Norden::N,norte,شمال
429,Süden::N,sul,جنوب
430,Westen::N,oeste,غرب
431,Westen::N,ocidente,غرب
432,Osten::N,este,شرق
433,Osten::N,leste,شرق
434,Osten::N,oriente,شرق
435,Holz::N,madeira,چوب
436,Brett::N,tábua,تخته
437,Brett::N,prancha,تخته
438,Platte::N,laje,صفحه
439,Platte::N,chapa,صفحه
440,Stütze::N,apoio,تکیه
441,Stütze::N,suporte,تکیه
442,Stange::N,vara,میله
443,Stange::N,barra,میله
444,Stock::N,pau,چوب
445,Stock::N,bengala,چوب
446,Stab::N,bastão,عصا
447,Rohr::N,cano,لوله
448,Haus::N,casa,منزل
449,Heim::N,lar,خانه
450,Heim::N,lar,کاشانه
451,Heim::N,casa,خانه
452,Heim::N,casa,کاشانه
453,Ofen::N,estufa,بخاری
454,Ofen::N,aquecedor,بخاری
455,Fußboden::N,piso,کف اتاق
456,Tisch::N,mesa,میز
457,Stuhl::N,cadeira,صندلی
458,Wiege::N,berço,گهواره
459,Bett::N,cama,تختخواب
460,Regal::N,estante,قفسه
461,Regal::N,prateleira,قفسه
462,Kiste::N,caixa,صندوق
463,Fenster::N,janela,پنجره
464,Tür::N,porta,در
465,Tür::N,porta,درب
466,Tor::N,portão,دروازه
467,Zaun::N,cerca,حصار
468,Zaun::N,vedação,حصار
469,Dach::N,telhado,بام
470,Leiter::N,escada,نردبان
471,Leiter::N,escada móvel,نردبان
472,Besen::N,vassoura,جارو
473,Spaten::N,pá,بیل
474,Schaufel::N,pá,بیل
475,Schaufel::N,pá,پارو
476,Gabel::N,garfo,چنگال
477,Löffel::N,colher,قاشق
478,Messer::N,faca,کارد
479,Nagel::N,cravo,میخ
480,Netz::N,rede,تور
481,Netz::N,rede,شبکه
482,Haken::N,gancho,قلاب
483,Griff::N,asa,دسته
484,Griff::N,cabo,دسته
485,Schloss::N,fechadura,قفل
486,Bild::N,imagem,عکس
487,Bild::N,imagem,تصویر
488,Figur::N,figura,تندیس
489,Puppe::N,boneca,عروسک
490,Beutel::N,saco,کیسه
491,Beutel::N,bolsa,کیسه
492,Bündel::N,fardo,بسته
493,Tasche::N,saco,کیف
494,Tasche::N,bolso,کیف
495,Eimer::N,balde,سطل
496,Deckel::N,tampa,در
497,Geschirr::N,louça,ظرف
498,Sack::N,saca,گونی
499,Tasse::N,chávena,فنجان
500,Topf::N,tacho,دیگ
501,Topf::N,tacho,قابلمه
502,Topf::N,panela,دیگ
503,Topf::N,panela,قابلمه
504,Kessel::N,caldeira,دیگ
505,Essen::N,refeição,خوراک
506,Nahrung::N,comida,غذا
507,Nahrung::N,alimento,غذا
508,Speise::N,prato,خوراک
509,Fleisch::N,carne,گوشت
510,Getreide::N,cereais,غله
511,Brei::N,puré,فرنی
512,Brei::N,puré,حریره
513,Brot::N,pão,نان
514,Scheibe::N,fatia,قاچ
515,Scheibe::N,fatia,لزگه
516,Fett::N,banha,چربی
517,Fett::N,gordura,چربی
518,Butter::N,manteiga,کره
519,Öl::N,azeite,روغن
520,Salz::N,sal,نمک
521,Suppe::N,sopa,آش
522,Suppe::N,sopa,سوپ
523,Suppe::N,caldo,آش
524,Suppe::N,caldo,سوپ
525,Honig::N,mel,عسل
526,Milch::N,leite,شیر
527,Tee::N,chá,چای
528,Leder::N,couro,چرم
529,Wolle::N,lã,پشم
530,Stoff::N,pano,پارچه
531,Stoff::N,tecido,پارچه
532,Nadel::N,agulha,سوزن
533,Faden::N,fio,نخ
534,Knopf::N,botão,دکمه
535,Knoten::N,nó,گره
536,Farbe::N,corante,رنگ
537,Kleidung::N,roupa,لباس
538,Kleidung::N,roupa,پوشاک
539,Kleidung::N,vestuário,لباس
540,Kleidung::N,vestuário,پوشاک
541,Hemd::N,camisa,پیراهن
542,Kragen::N,gola,یقه
543,Ärmel::N,manga,آستین
544,Hose::N,calça,شلوار
545,Gürtel::N,cinto,کمر‌بند
546,Mütze::N,boné,کلاه
547,Mütze::N,barrete,کلاه
548,Schuh::N,sapato,کفش
549,Stiefel::N,bota,چکمه
550,Ring::N,anel,حلقه
551,Ring::N,anel,انگشتر
552,Band::N,fita,نوار
553,Band::N,fita,روبان
554,Band::N,faixa,نوار
555,Band::N,faixa,روبان
556,Kamm::N,pente,شانه
557,Spiegel::N,espelho,آینه
558,Riemen::N,correia,تسمه
559,Schnur::N,corda,ریسمان
560,Schnur::N,cordel,ریسمان
561,Leine::N,trela,قلاده
562,Decke::N,cobertor,پتو
563,Kissen::N,almofada,بالش
564,Tuch::N,pano,شال
565,Handtuch::N,toalha,حوله
566,Kraft::N,força,نیرو
567,Stärke::N,força,زور
568,Gesundheit::N,saúde,سلامتی
569,Gesundheit::N,saúde,تندرستی
570,Krankheit::N,doença,بیماری
571,Krankheit::N,enfermidade,بیماری
572,Schmerz::N,dor,درد
573,Wunde::N,chaga,زخم
574,Wunde::N,ferida,زخم
575,Fieber::N,febre,تب
576,Arznei::N,remédio,دارو
577,Brücke::N,ponte,پل
578,Brunnen::N,poço,چاه
579,Weide::N,pastagem,چراگاه
580,Pfad::N,senda,راه
581,Pfad::N,trilho,راه
582,Weg::N,caminho,راه
583,Weg::N,caminho,طریق
584,Straße::N,via,راه
585,Straße::N,via,جاده
586,Straße::N,estrada,راه
587,Straße::N,estrada,جاده
588,Dorf::N,aldeia,ده
589,Dorf::N,aldeia,روستا
590,Stadt::N,cidade,شهر
591,Brief::N,carta,نامه
592,Buch::N,livro,کتاب
593,Buchstabe::N,letra,حرف
594,Zeitung::N,jornal,روزنامه
595,Leben::N,vida,عمر
596,Leben::N,vida,زندگی
597,Tod::N,morte,مرگ
598,Grab::N,túmulo,گور
599,Grab::N,túmulo,مزار
600,Grab::N,sepultura,گور
601,Grab::N,sepultura,مزار
602,Kirche::N,igreja,کلیسا
603,Sünde::N,pecado,بزه
604,Sünde::N,pecado,گناه
605,Gott::N,deus,خدا
606,Arbeiter::N,operário,کارگر
607,Arbeiter::N,trabalhador,کارگر
608,Chef::N,chefe,رئیس
609,Chef::N,patrão,رئیس
610,Meister::N,mestre,استاد
611,Arzt::N,médico,پزشک
612,Lehrer::N,professor,معلم
613,Lehrer::N,professor,آموزگار
614,Geld::N,dinheiro,پول
615,Geschäft::N,negócio,کار
616,Geschäft::N,negócio,بیزنس
617,Laden::N,loja,دکان
618,Laden::N,loja,مغازه
619,Preis::N,preço,بها
620,Preis::N,preço,قیمت
621,Ware::N,mercadoria,جنس
622,Ware::N,mercadoria,کالا
623,Nutzen::N,proveito,مزیت
624,Nutzen::N,proveito,امتیاز
625,Reichtum::N,riqueza,مال
626,Reichtum::N,riqueza,ثروت
627,Welt::N,mundo,دنیا
628,Land::N,país,کشور
629,Land::N,país,مملکت
630,Staat::N,Estado,دولت
631,König::N,rei,شاه
632,König::N,rei,پادشاه
633,Macht::N,poder,قدرت
634,Macht::N,poder,اختیار
635,Macht::N,potência,قدرت
636,Macht::N,potência,اختیار
637,Grenze::N,fronteira,مرز
638,Krieg::N,guerra,جنگ
639,Feind::N,inimigo,دشمن
640,Gewalt::N,violência,زور
641,Gewalt::N,violência,خشونت
642,Kampf::N,luta,نبرد
643,Kampf::N,luta,مبارزه
644,Kampf::N,combate,نبرد
645,Kampf::N,combate,مبارزه
646,Bogen[Waffe]::N,arco,کمان
647,Pfeil::N,seta,تیر
648,Pfeil::N,flecha,تیر
649,Gewehr::N,espingarda,تفنگ
650,Fehler::N,erro,غلط
651,Fehler::N,erro,اشتباه
652,Fehler::N,falha,غلط
653,Fehler::N,falha,اشتباه
654,Lüge::N,mentira,دروغ
655,Schaden::N,dano,آسیب
656,Schaden::N,dano,خسارت
657,Schaden::N,estrago,آسیب
658,Schaden::N,estrago,خسارت
659,Unglück::N,desgraça,بلا
660,Schuld::N,culpa,گناه
661,Schuld::N,culpa,تقصیر
662,Alter::N,idade,سن
663,Alter::N,idade,عمر
664,Schluss::N,fim,انتها
665,Zeit::N,tempo,وقت
666,Zeit::N,tempo,زمان
667,Tag::N,dia,روز
668,Morgen::N,manhã,صبح
669,Mittag::N,meio-dia,ظهر
670,Abend::N,noite,شب
671,Abend::N,noite,عصر
672,Abend::N,tardinha,شب
673,Abend::N,tardinha,عصر
674,Nacht::N,noite,شب
675,Woche::N,semana,هفته
676,Monat::N,mês,ماه
677,Jahr::N,ano,سال
678,Frühling::N,primavera,بهار
679,Sommer::N,verão,تابستان
680,Herbst::N,outono,پاییز
681,Winter::N,inverno,زمستان
682,Januar::N,Janeiro,ژانویه
683,Februar::N,Fevereiro,فوریه
684,März::N,Março,مارس
685,April::N,Abril,آوریل
686,Mai::N,Maio,مه
687,Juni::N,Junho,ژوئن
688,Juli::N,Julho,ژویه
689,August::N,Agosto,اوت
690,September::N,Setembro,سپتامبر
691,Oktober::N,Outubro,اکتبر
692,November::N,Novembro,نوامبر
693,Dezember::N,Dezembro,دسامبر
694,Montag::N,segunda-feira,دو‌شنبه
695,Dienstag::N,terça-feira,سه‌شنبه
696,Mittwoch::N,quarta-feira,چهار‌شنبه
697,Donnerstag::N,quinta-feira,پنج شنبه
698,Freitag::N,sexta-feira,جمعه
699,Samstag::N,sábado,شنبه
700,Sonntag::N,domingo,یکشنبه
701,groß::A,grande,بزرگ
702,klein::A,pequeno,کوچک
703,lang::A,comprido,بلند
704,kurz::A,curto,کوتاه
705,breit::A,largo,پهن
706,schmal::A,estreito,تنگ
707,schmal::A,estreito,نازک
708,dicht::A,denso,چگال
709,dicht::A,denso,انبوه
710,dick[Gegenstand]::A,grosso,ضخیم
711,dünn::A,delgado,نازک
712,fein::A,fino,ریز
713,fein::A,fino,باریک
714,fein::A,subtil,ریز
715,fein::A,subtil,باریک
716,fest::A,firme,محکم
717,fest::A,sólido,محکم
718,flach::A,plano,صاف
719,flach::A,plano,مسطح
720,glatt::A,liso,لیز
721,hart::A,duro,سفت
722,weich::A,mole,نرم
723,weich::A,mole,ملایم
724,rund::A,redondo,گرد
725,spitz::A,agudo,تیز
726,spitz::A,agudo,نوک‌تیز
727,scharf::A,afiado,تیز
728,scharf::A,afiado,برنده
729,stumpf::A,rombo,کند
730,schwer::A,pesado,سنگین
731,schön::A,belo,زیبا
732,schön::A,bonito,زیبا
733,heiß::A,quente,داغ
734,warm::A,quente,گرم
735,kalt::A,frio,سرد
736,kühl::A,fresco,خنک
737,frisch::A,fresco,تازه
738,feucht::A,húmido,مرطوب
739,nass::A,molhado,تر
740,nass::A,molhado,خیش
741,trocken::A,seco,خشک
742,voll::A,cheio,پر
743,leer::A,vazio,خالی
744,offen::A,aberto,باز
745,geschlossen::A,fechado,بسته
746,sauber::A,limpo,پاک
747,sauber::A,limpo,تمیز
748,schmutzig::A,sujo,کثیف
749,schmutzig::A,sujo,آلوده
750,roh::A,cru,خام
751,reif::A,maduro,رسیده
752,lecker::A,delicioso,لذیذ
753,lecker::A,delicioso,خوشمزه
754,süß::A,doce,شیرین
755,bitter::A,amargo,تلخ
756,sauer::A,azedo,ترش
757,hell::A,claro,روشن
758,dunkel::A,escuro,تاریک
759,dunkel::A,sombrio,تاریک
760,schwarz::A,preto,سیاه
761,weiß::A,branco,سفید
762,rot::A,vermelho,سرخ
763,rot::A,vermelho,قرمز
764,gelb::A,amarelo,زرد
765,blau::A,azul,آبی
766,grün::A,verde,سبز
767,grau::A,cinzento,طوسی
768,grau::A,cinzento,خاکستری
769,bunt::A,colorido,رنگارنگ
770,billig::A,barato,ارزان
771,teuer::A,caro,گران
772,wertvoll::A,valioso,قیمتی
773,wertvoll::A,valioso,گرانبها
774,wertvoll::A,precioso,قیمتی
775,wertvoll::A,precioso,گرانبها
776,blind::A,cego,کور
777,blind::A,cego,نابینا
778,taub::A,surdo,کر
779,taub::A,surdo,ناشنوا
780,kräftig::A,forte,قوی
781,kräftig::A,poderoso,قوی
782,stark::A,forte,قوی
783,stark::A,forte,نیرومند
784,stark::A,robusto,قوی
785,stark::A,robusto,نیرومند
786,schwach::A,débil,ضعیف
787,fett::A,gordo,چرب
788,schlank::A,esbelto,باریک‌اندام
789,hübsch::A,giro,قشنگ
790,hübsch::A,giro,خوشگل
791,hübsch::A,bonito,قشنگ
792,hübsch::A,bonito,خوشگل
793,böse::A,mau,بد
794,dumm::A,parvo,احمق
795,dumm::A,estúpido,احمق
796,faul::A,preguiçoso,لش
797,faul::A,preguiçoso,تنبل
798,fleißig::A,aplicado,زرنگ
799,fleißig::A,diligente,زرنگ
800,geizig::A,avarento,خسیس
801,klug::A,prudente,عاقل
802,klug::A,prudente,باهوش
803,klug::A,inteligente,عاقل
804,klug::A,inteligente,باهوش
805,geschickt::A,hábil,ماهر
806,lieb::A,caro,عزیز
807,lieb::A,querido,عزیز
808,lustig::A,alegre,شاد
809,lustig::A,alegre,خوشحال
810,sanft::A,suave,لطیف
811,sanft::A,brando,لطیف
812,hungrig::A,faminto,گرسنه
813,krank::A,doente,مریض
814,krank::A,doente,بیمار
815,krank::A,enfermo,مریض
816,krank::A,enfermo,بیمار
817,nackt::A,nu,لخت
818,nackt::A,nu,برهنه
819,nackt::A,despido,لخت
820,nackt::A,despido,برهنه
821,traurig::A,triste,غمگین
822,lebendig::A,vivo,زنده
823,gut::A,bom,خوب
824,schlecht::A,mau,بد
