,Concept_ID,lv,ta
103,Gehirn::N,вем,மூனை
104,Gehirn::N,smadzenes,மூனை
105,Herz::N,сьӧлӧм,இதயம
106,Herz::N,sirds,இதயம
107,Magen::N,кынӧм,வயிறு
108,Magen::N,kuņģis,வயிறு
109,Leber::N,мус,கல்லீரல்
110,Leber::N,aknas,கல்லீரல்
111,Atem::N,лов,மூச்சு
112,Atem::N,elpa,மூச்சு
113,Hunger::N,тшыг,பசி
114,Hunger::N,bads,பசி
115,Hunger::N,izsalkums,பசி
116,Träne::N,синва,கண்ணீர்
117,Träne::N,asara,கண்ணீர்
118,Geschmack::N,кӧр,நறுமணம்
119,Geschmack::N,чӧсмӧс,நறுமணம்
120,Geschmack::N,garša,நறுமணம்
121,Geruch::N,зын,துர்நாற்றம்
122,Geruch::N,дук,துர்நாற்றம்
123,Geruch::N,smaka,துர்நாற்றம்
124,Schlaf::N,узьӧм,தூக்கம்
125,Schlaf::N,miegs,தூக்கம்
126,Traum::N,вӧт,கனவு
127,Traum::N,вӧтасьӧм,கனவு
128,Traum::N,sapnis,கனவு
129,Himmel::N,енэж,வானம்
130,Himmel::N,debess,வானம்
131,Sonne::N,шонді,சூரியன்
132,Sonne::N,saule,சூரியன்
133,Mond::N,тӧлысь,சந்திரன்
134,Mond::N,mēness,சந்திரன்
135,Stern::N,кодзув,நட்சத்திரம்
136,Stern::N,zvaigzne,நட்சத்திரம்
137,Luft::N,сынӧд,காறறு
138,Luft::N,gaiss,காறறு
139,Wind::N,тӧв,காற்று
140,Wind::N,vējš,காற்று
141,Welle::N,гы,அலை
142,Welle::N,vilnis,அலை
143,Wasser::N,ва,நீர்
144,Wasser::N,ūdens,நீர்
145,Stein::N,из,கல்
146,Stein::N,akmens,கல்
147,Boden::N,му,தரை
148,Boden::N,augsne,தரை
149,Erde::N,му,மண்
150,Erde::N,му-ва,மண்
151,Erde::N,zeme,மண்
152,Staub::N,бус,தூசி
153,Staub::N,putekļi,தூசி
154,Rauch::N,тшын,புகை
155,Rauch::N,dūmi,புகை
156,Funke::N,кинь,தீப்பொறி
157,Funke::N,би кинь,தீப்பொறி
158,Funke::N,dzirkstele,தீப்பொறி
159,Feuer::N,би,தீ
160,Feuer::N,uguns,தீ
161,Licht::N,югӧр,வெளிச்சம்
162,Licht::N,gaisma,வெளிச்சம்
163,Schatten::N,вуджӧр,நிழல்
164,Schatten::N,ēna,நிழல்
165,Wetter::N,поводдя,வானிலை
166,Wetter::N,laiks,வானிலை
167,Nebel::N,ру,பனிமூட்டம்
168,Nebel::N,онь,பனிமூட்டம்
169,Nebel::N,migla,பனிமூட்டம்
170,Wolke::N,кымӧр,மேகம்
171,Wolke::N,mākonis,மேகம்
172,Regen::N,зэр,மழை
173,Regen::N,lietus,மழை
174,Schnee::N,лым,உறைபனி
175,Schnee::N,sniegs,உறைபனி
176,Eis::N,йи,பனிக்கட்டி
177,Eis::N,ledus,பனிக்கட்டி
178,Frost::N,кӧдзыд,உறைபனி
179,Frost::N,sals,உறைபனி
180,Kälte::N,кӧдзыд,குளிர்ந்த
181,Kälte::N,saltums,குளிர்ந்த
182,Kälte::N,aukstums,குளிர்ந்த
183,Hitze::N,пӧсь,சூடு
184,Hitze::N,гожӧд,சூடு
185,Hitze::N,karstums,சூடு
186,Raureif::N,пуж,உறைபனி வெண்திரை
187,Raureif::N,гыӧр,உறைபனி வெண்திரை
188,Raureif::N,sarma,உறைபனி வெண்திரை
189,Regenbogen::N,ӧшкамӧшка,வானவில்
190,Regenbogen::N,varavīksne,வானவில்
191,Donner::N,гым,இடி
192,Donner::N,pērkons,இடி
193,Strömung::N,ва ныр,நீரோட்டம்
194,Strömung::N,визувтӧм,நீரோட்டம்
195,Strömung::N,straume,நீரோட்டம்
196,Strömung::N,strāvojums,நீரோட்டம்
197,Tropfen::N,войт,துளி
198,Tropfen::N,lāse,துளி
199,Schaum::N,быг,நுரை
200,Schaum::N,быгзьӧм,நுரை
201,Schaum::N,putas,நுரை
202,Schmutz::N,няйт,அழுக்கு
203,Schmutz::N,dubļi,அழுக்கு
204,See::N,ты,ஏரி
205,See::N,ezers,ஏரி
206,Sumpf::N,гыбад,சதுப்பு நிலம்
207,Sumpf::N,кад,சதுப்பு நிலம்
208,Sumpf::N,dumbrājs,சதுப்பு நிலம்
209,Sumpf::N,staignājs,சதுப்பு நிலம்
210,Moor::N,нюр,முட்புதற்காடு
211,Moor::N,purvs,முட்புதற்காடு
212,Moor::N,muklājs,முட்புதற்காடு
213,Wiese::N,видз,பசும் புல்தரை
214,Wiese::N,pļava,பசும் புல்தரை
215,Wald::N,вӧр,காடு
216,Wald::N,mežs,காடு
217,Hügel::N,дзиб,குன்று
218,Hügel::N,мыльк,குன்று
219,Hügel::N,нӧрыс,குன்று
220,Hügel::N,paugurs,குன்று
221,Anhöhe::N,мыльк,பதுக்கை
222,Anhöhe::N,нӧрыс,பதுக்கை
223,Anhöhe::N,paugurs,பதுக்கை
224,Berg::N,чой,மலை
225,Berg::N,керӧс,மலை
226,Berg::N,kalns,மலை
227,Gipfel::N,чук,உச்சி மாநாடு
228,Gipfel::N,virsotne,உச்சி மாநாடு
229,Höhle::N,рудӧг,குகை
230,Höhle::N,ala,குகை
231,Abhang::N,ньывк,சரிவு
232,Abhang::N,бокша,சரிவு
233,Abhang::N,nogāze,சரிவு
234,Quelle::N,ӧшмӧс,மூலம்
235,Quelle::N,avots,மூலம்
236,Bach::N,шор,ஓடை
237,Bach::N,urga,ஓடை
238,Bach::N,strauts,ஓடை
239,Fluss::N,ю,ஆறு
240,Fluss::N,upe,ஆறு
241,Ufer::N,вадор,நீர்க்கரை
242,Ufer::N,krasts,நீர்க்கரை
243,Küste::N,вадор,கடற்கரை
244,Küste::N,piekraste,கடற்கரை
245,Festland::N,му,நிலம்
246,Festland::N,sauszeme,நிலம்
247,Meer::N,саридз,கடல்
248,Meer::N,jūra,கடல்
249,Bucht::N,куръя,சிறுகுடா
250,Bucht::N,līcis,சிறுகுடா
251,Insel::N,ді,தீவு
252,Insel::N,sala,தீவு
253,Blume::N,дзоридз,பூ
254,Blume::N,puķe,பூ
255,Blume::N,zieds,பூ
256,Gras::N,турун,புல்தரை
257,Gras::N,zāle,புல்தரை
258,Wurzel::N,вуж,வேர்
259,Wurzel::N,sakne,வேர்
260,Baum::N,пу,மரம்
261,Baum::N,koks,மரம்
262,Stamm::N,пучер,அடிமரம்
263,Stamm::N,stumbrs,அடிமரம்
264,Rinde::N,кырсь,பட்டை
265,Rinde::N,кырсь,மரப்பட்டை
266,Rinde::N,miza,பட்டை
267,Rinde::N,miza,மரப்பட்டை
268,Ast::N,ув,கினை
269,Ast::N,zars,கினை
270,Zweig::N,вож,குச்சி
271,Zweig::N,nozare,குச்சி
272,Blatt::N,кор,இலை
273,Blatt::N,lapa,இலை
274,Birke::N,кыдз,பிர்ச் மரம்
275,Birke::N,bērzs,பிர்ச் மரம்
276,Kiefer[Baum]::N,пожӧм,தேவதாரு மரம்
277,Kiefer[Baum]::N,priede,தேவதாரு மரம்
278,Weide[Baum]::N,бадь,மர வகைகளுள் ஒன்று
279,Weide[Baum]::N,kārkls,மர வகைகளுள் ஒன்று
280,Tanne::N,коз,சாதிக்கய்
281,Tanne::N,egle,சாதிக்கய்
282,Horn::N,сюр,கொம்பு
283,Horn::N,rags,கொம்பு
284,Feder::N,гӧн,இறகு
285,Feder::N,тывборд,இறகு
286,Feder::N,spalva,இறகு
287,Fell::N,ку,மென்முடி
288,Fell::N,āda,மென்முடி
289,Flügel::N,борд,இறக்கை
290,Flügel::N,spārns,இறக்கை
291,Klaue::N,гыж,நகம்
292,Klaue::N,nags,நகம்
293,Kralle::N,гыж,நகம்
294,Kralle::N,nags,நகம்
295,Schwanz::N,бӧж,வால்
296,Schwanz::N,ļipa,வால்
297,Ei::N,кольк,முட்டை
298,Ei::N,ola,முட்டை
299,Nest::N,поз,கூடு
300,Nest::N,ligzda,கூடு
301,Bau::N,горс,குகை
302,Bau::N,пырмӧс,குகை
303,Bau::N,гу,குகை
304,Bau::N,ala,குகை
305,Tier::N,пемӧс,விலங்கு
306,Tier::N,dzīvnieks,விலங்கு
307,Herde::N,стада,கூட்டம்
308,Herde::N,кельӧб,கூட்டம்
309,Herde::N,ganāmpulks,கூட்டம்
310,Kuh::N,мӧс,பசு
311,Kuh::N,govs,பசு
312,Bulle::N,ӧш,காளை
313,Bulle::N,bullis,காளை
314,Pferd::N,вӧв,குதிரை
315,Pferd::N,zirgs,குதிரை
316,Schaf::N,ыж,செம்மறிஆடு
317,Schaf::N,aita,செம்மறிஆடு
318,Schwein::N,порсь,பன்றி
319,Schwein::N,cūka,பன்றி
320,Hund::N,пон,நாய்
321,Hund::N,suns,நாய்
322,Katze::N,кань,பூனை
323,Katze::N,kaķis,பூனை
324,Bär::N,ош,கரடி
325,Bär::N,lācis,கரடி
326,Eichhörnchen::N,ур,அணில்
327,Eichhörnchen::N,vāvere,அணில்
328,Elch::N,йӧра,கடம்பை
329,Elch::N,alnis,கடம்பை
330,Fuchs::N,руч,நரி
331,Fuchs::N,lapsa,நரி
332,Hase::N,кӧч,முயல்
333,Hase::N,zaķis,முயல்
334,Maus::N,шыр,எலி
335,Maus::N,pele,எலி
336,Wolf::N,кӧин,ஓநாய்
337,Wolf::N,vilks,ஓநாய்
338,Vogel::N,кай,பறவை
339,Vogel::N,лэбач,பறவை
340,Vogel::N,putns,பறவை
341,Schwarm::N,чукӧр,தொகுதி
342,Schwarm::N,spiets,தொகுதி
343,Huhn::N,курӧг,கோழிக்குஞசு
344,Huhn::N,vista,கோழிக்குஞசு
345,Hahn::N,петук,சேவல்
346,Hahn::N,gailis,சேவல்
347,Gans::N,дзодзӧг,பெண் வாத்து
348,Gans::N,zoss,பெண் வாத்து
349,Adler::N,кутш,பருநது
350,Adler::N,ērglis,பருநது
351,Ente::N,утка,வாத்து
352,Ente::N,pīle,வாத்து
353,Eule::N,сюзь,ஆந்தை
354,Eule::N,pūce,ஆந்தை
355,Kranich::N,тури,நாரை
356,Kranich::N,dzērve,நாரை
357,Krähe::N,рака,காகம்
358,Krähe::N,vārna,காகம்
359,Kuckuck::N,кӧк,குயில்
360,Kuckuck::N,dzeguze,குயில்
361,Schwan::N,юсь,அன்னம்
362,Schwan::N,gulbis,அன்னம்
363,Fisch::N,чери,மீன்
364,Fisch::N,zivs,மீன்
365,Barsch::N,ёкыш,பேர்ச்
366,Barsch::N,asaris,பேர்ச்
367,Hecht::N,сир,கோலாச்சி மீன்
368,Hecht::N,līdaka,கோலாச்சி மீன்
369,Schlange[Tier]::N,кый,பாம்பு
370,Schlange[Tier]::N,čūska,பாம்பு
371,Wurm::N,номыр,புழு
372,Wurm::N,tārps,புழு
373,Spinne::N,черань,சிலந்தி
374,Spinne::N,zirneklis,சிலந்தி
375,Ameise::N,кодзувкот,எறும்பு
376,Ameise::N,skudra,எறும்பு
377,Laus::N,той,பேன்
378,Laus::N,uts,பேன்
379,Mücke::N,ном,கொசுவினப்பூச்சி
380,Mücke::N,ods,கொசுவினப்பூச்சி
381,Fliege::N,гут,ஈ
382,Fliege::N,muša,ஈ
383,Schmetterling::N,бобув,வண்ணத்துப்பூச்சி
384,Schmetterling::N,tauriņš,வண்ணத்துப்பூச்சி
385,Beere::N,тусь,சதைப்பழம்
386,Beere::N,вотӧс,சதைப்பழம்
387,Beere::N,oga,சதைப்பழம்
388,Apfel::N,яблӧг,ஆப்பிள பழம்
389,Apfel::N,ābols,ஆப்பிள பழம்
390,Pilz::N,тшак,காளான்
391,Pilz::N,sēne,காளான்
392,Zwiebel::N,луккок,வெங்காயம்
393,Zwiebel::N,йӧнгыль,வெங்காயம்
394,Zwiebel::N,sīpols,வெங்காயம்
395,Saat::N,тусь,விதை
396,Saat::N,кӧйдыс,விதை
397,Saat::N,sēkla,விதை
398,Korn::N,тусь,தானியம்
399,Korn::N,grauds,தானியம்
400,Heu::N,турун,வைக்கோல்
401,Heu::N,siens,வைக்கோல்
402,Schale::N,кор,தோல்
403,Schale::N,čaula,தோல்
404,Schale::N,čaumala,தோல்
405,Grube::N,гу,குழி
406,Grube::N,bedre,குழி
407,Falle::N,лэч,பொறி
408,Falle::N,slazds,பொறி
409,Falle::N,lamatas,பொறி
410,Schlinge::N,лэч,கண்ணி
411,Schlinge::N,cilpa,கண்ணி
412,Spur::N,туй,சுவடு
413,Spur::N,pēda,சுவடு
414,Asche::N,пӧм,சாம்பல்
415,Asche::N,pelni,சாம்பல்
416,Dreck::N,няйт,அழுக்கு
417,Dreck::N,dubļi,அழுக்கு
418,Eisen::N,кӧрт,இரும்பு
419,Eisen::N,dzelzs,இரும்பு
420,Gold::N,зарни,தங்கம்
421,Gold::N,zelts,தங்கம்
422,Silber::N,эзысь,வெள்ளி
423,Silber::N,sudrabs,வெள்ளி
424,Kohle::N,шом,நிலக்கரி
425,Kohle::N,ogle,நிலக்கரி
426,Glas::N,стеклӧ,கண்ணாடி
427,Glas::N,stikls,கண்ணாடி
428,Lehm::N,сёй,களிமண்
429,Lehm::N,māls,களிமண்
430,Sand::N,лыа,மணல்
431,Sand::N,smiltis,மணல்
432,Mensch::N,морт,மனிதர்கள்
433,Mensch::N,cilvēks,மனிதர்கள்
434,Mann::N,аймӧрт,மனிதன்
435,Mann::N,мужичӧй,மனிதன்
436,Mann::N,vīrietis,மனிதன்
437,Frau::N,ань,பெண்
438,Frau::N,нывбаба,பெண்
439,Frau::N,sieviete,பெண்
440,Kind::N,кага,குழந்தை
441,Kind::N,bērns,குழந்தை
442,Junge::N,пи,பையன்
443,Junge::N,zēns,பையன்
444,Junge::N,puika,பையன்
445,Junge::N,puisis,பையன்
446,Mädchen::N,ныв,சிறுமி
447,Mädchen::N,meiča,சிறுமி
448,Mädchen::N,skuķis,சிறுமி
449,Mädchen::N,meitene,சிறுமி
450,Familie::N,семья,குடும்பம்
451,Familie::N,ģimene,குடும்பம்
452,Großvater::N,пӧль,தாத்தா
453,Großvater::N,vecaistēvs,தாத்தா
454,Großmutter::N,баб,பாட்டி
455,Großmutter::N,vecāmāte,பாட்டி
456,Eltern::N,ай-мам,பெற்றோர்
457,Eltern::N,бать-мам,பெற்றோர்
458,Eltern::N,vecāki,பெற்றோர்
459,Vater::N,бать,தந்தை
460,Vater::N,ай,தந்தை
461,Vater::N,tēvs,தந்தை
462,Mutter::N,мам,தாய்
463,Mutter::N,māte,தாய்
464,Sohn::N,пи,மகன்
465,Sohn::N,dēls,மகன்
466,Tochter::N,ныв,மகள்
467,Tochter::N,meita,மகள்
468,Bruder::N,вок,சகோதரன்
469,Bruder::N,brālis,சகோதரன்
470,Schwester::N,чой,அக்கா
471,Schwester::N,māsa,அக்கா
472,Onkel::N,дядь,தாய் மாமன்
473,Onkel::N,tēvocis,தாய் மாமன்
474,Tante::N,тьӧт,அத்தை
475,Tante::N,tante,அத்தை
476,Ehemann::N,верӧс,கணவன்
477,Ehemann::N,vīrs,கணவன்
478,Ehefrau::N,гӧтыр,மனைவி
479,Ehefrau::N,sieva,மனைவி
480,Freude::N,радлун,கொண்டாட்டம்
481,Freude::N,prieks,கொண்டாட்டம்
482,Gelächter::N,серам,சிரிப்பு
483,Gelächter::N,smiekli,சிரிப்பு
484,Glück::N,шуд,மகிழ்ச்சி
485,Glück::N,laime,மகிழ்ச்சி
486,Kummer::N,шог,துயரம்
487,Kummer::N,bēdas,துயரம்
488,Kummer::N,raizes,துயரம்
489,Wunsch::N,кӧсйӧм,விருப்பம்
490,Wunsch::N,vēlme,விருப்பம்
491,Wunsch::N,vēlējums,விருப்பம்
492,Lust::N,кыскӧм,விருப்பம்
493,Lust::N,радейтӧм,விருப்பம்
494,Lust::N,kāre,விருப்பம்
495,Geist::N,лов,ஆன்மா
496,Geist::N,gars,ஆன்மா
497,Gedanke::N,мӧвп,எண்ணம்
498,Gedanke::N,doma,எண்ணம்
499,Gedächtnis::N,паметь,ஞாபகம்
500,Gedächtnis::N,atmiņa,ஞாபகம்
501,Verstand::N,вежӧр,மனம்
502,Verstand::N,prāts,மனம்
503,Sinn::N,мог,அர்த்தம்
504,Sinn::N,вежӧртас,அர்த்தம்
505,Sinn::N,nozīme,அர்த்தம்
506,Grund::N,помка,காரணம்
507,Grund::N,pamats,காரணம்
508,Grund::N,iemesls,காரணம்
509,Wahrheit::N,збыль,உண்நை
510,Wahrheit::N,збыльтор,உண்நை
511,Wahrheit::N,taisnība,உண்நை
512,Wahrheit::N,patiesība,உண்நை
513,Gespräch::N,сёрни,பெசு
514,Gespräch::N,saruna,பெசு
515,Märchen::N,мойд,நம்பத்தகாத கதை
516,Märchen::N,pasaka,நம்பத்தகாத கதை
517,Erzählung::N,висьт,கதை
518,Erzählung::N,stāsts,கதை
519,Erzählung::N,nostāsts,கதை
520,Nachricht::N,юӧртӧм,செய்தி
521,Nachricht::N,ziņa,செய்தி
522,Neuigkeit::N,выльтор,செய்தி
523,Neuigkeit::N,jaunums,செய்தி
524,Name::N,ним,பெயர்
525,Name::N,vārds,பெயர்
526,Rätsel::N,нӧдкыв,புதிர்
527,Rätsel::N,mīkla,புதிர்
528,Rede::N,сёрни,பேச்சு
529,Rede::N,runa,பேச்சு
530,Sprache::N,кыв,மொழி
531,Sprache::N,valoda,மொழி
532,Stimme::N,гӧлӧс,குரல்
533,Stimme::N,вом шы,குரல்
534,Stimme::N,balss,குரல்
535,Wort::N,кыв,வார்த்தை
536,Wort::N,vārds,வார்த்தை
537,Zeichen::N,пас,குறி
538,Zeichen::N,zīme,குறி
539,Ruf::N,чукӧстчӧм,அழைப்பு
540,Ruf::N,корӧм,அழைப்பு
541,Ruf::N,sauciens,அழைப்பு
542,Lärm::N,шы,சத்தம்
543,Lärm::N,зык,சத்தம்
544,Lärm::N,зычитӧм,சத்தம்
545,Lärm::N,troksnis,சத்தம்
546,Laut::N,шы,ஒலி
547,Laut::N,skaņa,ஒலி
548,Ton::N,шы,குரல்
549,Ton::N,tonis,குரல்
550,Lied::N,сьылан,பாட்டு
551,Lied::N,сьыланкыв,பாட்டு
552,Lied::N,dziesma,பாட்டு
553,Ruhe::N,чӧв,அமைதி
554,Ruhe::N,miers,அமைதி
555,Leute::N,йӧз,மக்கள்
556,Leute::N,войтыр,மக்கள்
557,Leute::N,ļaudis,மக்கள்
558,Leute::N,cilvēki,மக்கள்
559,Volk::N,йӧз,மக்கள்
560,Volk::N,войтыр,மக்கள்
561,Volk::N,tauta,மக்கள்
562,Arbeit::N,удж,வேலை
563,Arbeit::N,darbs,வேலை
564,Gast::N,гӧсть,விருந்தாளி
565,Gast::N,viešņa,விருந்தாளி
566,Gast::N,ciemiņš,விருந்தாளி
567,Geschenk::N,козин,பரிசுப் பொருள்
568,Geschenk::N,dāvana,பரிசுப் பொருள்
569,Spiel::N,ворсан,விளையாட்டு
570,Spiel::N,rotaļa,விளையாட்டு
571,Gesellschaft::N,котыр,சமுதாயம்
572,Gesellschaft::N,biedrība,சமுதாயம்
573,Gesellschaft::N,kompānija,சமுதாயம்
574,Hilfe::N,отсӧг,உதவி
575,Hilfe::N,palīdzība,உதவி
576,Freund::N,ёрт,நண்பன்
577,Freund::N,draugs,நண்பன்
578,Kamerad::N,ёрт,உடனிருப்பவன்
579,Kamerad::N,biedrs,உடனிருப்பவன்
580,Angelegenheit::N,мог,செய்தி
581,Angelegenheit::N,делӧ,செய்தி
582,Angelegenheit::N,darīšana,செய்தி
583,Anzahl::N,лыд,எண்ணிக்கை
584,Anzahl::N,тшӧт,எண்ணிக்கை
585,Anzahl::N,skaits,எண்ணிக்கை
586,Anzahl::N,daudzums,எண்ணிக்கை
587,Art::N,сикас,வகை
588,Art::N,suga,வகை
589,Art::N,šķira,வகை
590,Stück::N,тор,துண்டம்
591,Stück::N,gabals,துண்டம்
592,Teil::N,юкӧн,பகுதி
593,Teil::N,daļa,பகுதி
594,Hälfte::N,пӧв,பாதி
595,Hälfte::N,джын,பாதி
596,Hälfte::N,puse,பாதி
597,Kreis::N,кытш,வட்டம்
598,Kreis::N,aplis,வட்டம்
599,Kreis::N,riņķis,வட்டம்
600,Kreuz::N,перна,சிலுவை
601,Kreuz::N,крест,சிலுவை
602,Kreuz::N,krusts,சிலுவை
603,Linie::N,визь,கோடு
604,Linie::N,līnija,கோடு
605,Strich::N,визь,வாத நோய்
606,Strich::N,svītra,வாத நோய்
607,Abstand::N,кост,இடைவெளி
608,Abstand::N,коласт,இடைவெளி
609,Abstand::N,atstarpe,இடைவெளி
610,Entfernung::N,ылна,தூரம்
611,Entfernung::N,attālums,தூரம்
612,Entfernung::N,atstatums,தூரம்
613,Gegend::N,му-ва,வட்டாரம்
614,Gegend::N,apvidus,வட்டாரம்
615,Gegend::N,apgabals,வட்டாரம்
616,Platz::N,ылдӧс,வெற்றிடம்
617,Platz::N,йир,வெற்றிடம்
618,Platz::N,гӧгӧртас,வெற்றிடம்
619,Platz::N,vieta,வெற்றிடம்
620,Ort::N,ин,இடம்
621,Ort::N,места,இடம்
622,Ort::N,vieta,இடம்
623,Seite::N,бок,பக்கம்
624,Seite::N,ӧтарладор,பக்கம்
625,Seite::N,sāns,பக்கம்
626,Mitte::N,шӧр,இடைப்பகுதி
627,Mitte::N,vidus,இடைப்பகுதி
628,Gegenstand::N,кӧлуй,உருப்படி
629,Gegenstand::N,priekšmets,உருப்படி
630,Sache::N,добра,பொருள்
631,Sache::N,lieta,பொருள்
632,Rand::N,дор,தொங்கு
633,Rand::N,mala,தொங்கு
634,Rand::N,apmale,தொங்கு
635,Kante::N,дор,விளிம்பு
636,Kante::N,šķautne,விளிம்பு
637,Ecke::N,пельӧс,மூலை
638,Ecke::N,kakts,மூலை
639,Ecke::N,stūris,மூலை
640,Spitze::N,йыв,முனை
641,Spitze::N,smaile,முனை
642,Spitze::N,galotne,முனை
643,Ende::N,пом,முடிவு
644,Ende::N,gals,முடிவு
645,Ende::N,uzgalis,முடிவு
646,Loch::N,розь,துளை
647,Loch::N,caurums,துளை
648,Winkel::N,пельӧс,கோணம்
649,Winkel::N,leņķis,கோணம்
650,Muster::N,сер,பாங்கு
651,Muster::N,piemērs,பாங்கு
652,Größe::N,ыджда,அளவு
653,Größe::N,lielums,அளவு
654,Länge::N,кузьта,நீளம்
655,Länge::N,garums,நீளம்
656,Höhe::N,джуджда,உயரம்
657,Höhe::N,augstums,உயரம்
658,Gewicht::N,сьӧкта,எடை
659,Gewicht::N,сьӧкталун,எடை
660,Gewicht::N,svars,எடை
661,Gewicht::N,smagums,எடை
662,Menge::N,лун,தொகை
663,Menge::N,числӧ,தொகை
664,Menge::N,masa,தொகை
665,Menge::N,daudzums,தொகை
666,Haufen::N,чукӧр,குவியல்
667,Haufen::N,čupa,குவியல்
668,Haufen::N,grēda,குவியல்
669,Haufen::N,kaudze,குவியல்
670,Reihe::N,рад,வரிசை
671,Reihe::N,rinda,வரிசை
672,Reihe::N,virkne,வரிசை
673,Boot::N,пыж,படகு
674,Boot::N,laiva,படகு
675,Ruder::N,пелыс,துடுப்பு
676,Ruder::N,ӧпаснӧй,துடுப்பு
677,Ruder::N,airis,துடுப்பு
678,Ruder::N,irklis,துடுப்பு
679,Schlitten::N,дадь,சகடையிலா வண்டி
680,Schlitten::N,ragavas,சகடையிலா வண்டி
681,Ski::N,лызь,பனிச் சறுக்கல்
682,Ski::N,slēpe,பனிச் சறுக்கல்
683,Lagerfeuer::N,бипур,மூட்டம்
684,Lagerfeuer::N,ugunskurs,மூட்டம்
685,Last::N,сьӧкыдтор,பாரம்
686,Last::N,krava,பாரம்
687,Gang::N,мунӧм,நடை
688,Gang::N,ветлӧм,நடை
689,Gang::N,eja,நடை
690,Gang::N,gājums,நடை
