,Concept_ID,he,br
67,Staub::N,אבק,poultr
68,Rauch::N,עשן,moged
69,Funke::N,ניצוץ,ful
70,Feuer::N,אש,tan
71,Licht::N,אור,gouloù
72,Schatten::N,צל,disheol
73,Wetter::N,מזג אויר,amzer
74,Nebel::N,ערפל,brumenn
75,Wolke::N,ענן,koumoulenn
76,Regen::N,גשם,glav
77,Schnee::N,שלג,erc'h
78,Eis::N,קרח,skorn
79,Frost::N,צנה,rev
80,Kälte::N,קר,yen
81,Hitze::N,חם,tommder
82,Raureif::N,כפור,frim
83,Regenbogen::N,קשת,gwareg-ar-glav
84,Donner::N,רעם,kurun
85,Strömung::N,זרימה,red
86,Tropfen::N,טפה,bannac'h
87,Tropfen::N,טפה,takenn
88,Schaum::N,קצף,spoum
89,Schmutz::N,לכלוך,fank
90,See::N,אגם,lenn
91,Sumpf::N,בצה,gwern
92,Moor::N,בצה,taouarc'heg
93,Wiese::N,מרעה,prad
94,Wald::N,יער,koad
95,Hügel::N,תל,torgenn
96,Anhöhe::N,מעלה,run
97,Berg::N,הר,menez
98,Gipfel::N,פסגה,barr
99,Höhle::N,מערה,kav
100,Abhang::N,מדרון,naou
101,Abhang::N,שפוע,naou
102,Quelle::N,מעין,feunteun
103,Bach::N,נחל,gwazh
104,Fluss::N,נהר,stêr
105,Ufer::N,גדה,ribl
106,Küste::N,חוף,aod
107,Festland::N,יבשה,douar
108,Meer::N,ים,mor
109,Bucht::N,מפרץ,mor-bihan
110,Insel::N,אי,enez
111,Blume::N,פרח,bleunienn
112,Gras::N,דשא,geot
113,Wurzel::N,שרש,gwrizienn
114,Baum::N,עץ,gwezenn
115,Stamm::N,גזע,kef
116,Rinde::N,קלפת עץ,rusk
117,Ast::N,ענף,barr
118,Zweig::N,ענף,bod
119,Blatt::N,עלה,delienn
120,Birke::N,שדר,bezvenn
121,Kiefer[Baum]::N,ארן,pinenn
122,Weide[Baum]::N,ערבה,halegenn
123,Tanne::N,אשוח,sapenn
124,Horn::N,קרן,korn
125,Feder::N,נוצה,pluñv
126,Fell::N,פרוה,kreoñ
127,Flügel::N,כנף,askell
128,Klaue::N,טלף,skilf
129,Kralle::N,טפר,skilf
130,Schwanz::N,זנב,lost
131,Ei::N,ביצה,vi
132,Nest::N,קן,neizh
133,Bau::N,מחלה,douarenn
134,Tier::N,חיה,loen
135,Herde::N,עדר,tropell
136,Kuh::N,פרה,buoc'h
137,Bulle::N,פר,tarv
138,Pferd::N,סוס,marc'h
139,Schaf::N,כבשה,dañvad
140,Schwein::N,חזיר,pemoc'h
141,Hund::N,כלב,ki
142,Katze::N,חתול,kazh
143,Bär::N,דב,arzh
144,Eichhörnchen::N,סנאי,gwiñver
145,Elch::N,דישון,karv-dour
146,Fuchs::N,שועל,louarn
147,Hase::N,ארנב,gad
148,Maus::N,עכבר,logodenn
149,Wolf::N,זאב,bleiz
150,Vogel::N,צפור,labous
151,Schwarm::N,נחיל,nijad
152,Schwarm::N,להקה,nijad
153,Huhn::N,תרנגלת,yar
154,Hahn::N,תרנגול,kilhog
155,Gans::N,אוז,gwazenn
156,Adler::N,עיט,erer
157,Ente::N,ברוז,houad
158,Eule::N,ינשוף,toud
159,Kranich::N,עגור,garan
160,Kranich::N,כרוכיה,garan
161,Krähe::N,עורב,bran
162,Kuckuck::N,קוקיה,koukoug
163,Schwan::N,ברבור,alarc'h
164,Fisch::N,דג,pesk
165,Barsch::N,אוקונוס,brell
166,Hecht::N,זאב הים,beked
167,Schlange[Tier]::N,נחש,naer
168,Wurm::N,תולעת,preñv
169,Spinne::N,עכביש,kevnidenn
170,Ameise::N,נמלה,merion
171,Laus::N,כנה,laouenn
172,Mücke::N,יתוש,moustik
173,Fliege::N,זבוב,kelienenn
174,Schmetterling::N,פרפר,balafenn
175,Beere::N,ענבה,hog
176,Apfel::N,תפוח,aval
177,Pilz::N,פטריה,kabell-touseg
178,Zwiebel::N,בצל,ognonenn
179,Saat::N,זרעים,had
180,Korn::N,גרעין,ed
181,Heu::N,חציר,foenn
182,Schale::N,קלפה,peliadur
183,Grube::N,בור,
184,Grube::N,שוחה,
185,Falle::N,מלכדת,pech
186,Schlinge::N,לולאה,krouglas
187,Spur::N,עקבה,
188,Asche::N,אפר,ludu
189,Dreck::N,זהמה,fank
190,Eisen::N,ברזל,houarn
191,Gold::N,זהב,aour
192,Silber::N,כסף,arc'hant
193,Kohle::N,פחם,glaou
194,Glas::N,זכוכית,gwer
195,Lehm::N,חרסית,
196,Sand::N,חול,traezh
197,Mensch::N,אדם,den
198,Mann::N,איש,den
199,Mann::N,גבר,den
200,Frau::N,אשה,maouez
201,Frau::N,גברת,maouez
202,Kind::N,ילד,bugel
203,Junge::N,ילד,paotr
204,Mädchen::N,נערה,plac'h
205,Familie::N,משפחה,familh
206,Großvater::N,סבא,tad-kozh
207,Großmutter::N,סבתא,mamm-gozh
208,Eltern::N,הורים,kerent
209,Vater::N,אב,tad
210,Mutter::N,אם,mamm
211,Sohn::N,בן,mab
212,Tochter::N,בת,merc'h
213,Bruder::N,אח,breur
214,Schwester::N,אחות,c'hoar
215,Onkel::N,דוד,eontr
216,Tante::N,דודה,moereb
217,Ehemann::N,איש,gwaz
218,Ehemann::N,בעל,gwaz
219,Ehefrau::N,אשה,gwreg
220,Freude::N,שמחה,levenez
221,Gelächter::N,צחוק,c'hoarzherezh
222,Glück::N,אשר,chañs
223,Kummer::N,יגון,doan
224,Kummer::N,עגמה,doan
225,Wunsch::N,אחול,c'hoant
226,Wunsch::N,משאלה,c'hoant
227,Lust::N,חשק,c'hoant
228,Lust::N,תשוקה,c'hoant
229,Geist::N,רוח,spered
230,Gedanke::N,מחשבה,soñj
231,Gedächtnis::N,זכרון,eñvor
232,Verstand::N,שכל,skiant
233,Sinn::N,מובן,ster
234,Sinn::N,משמעות,ster
235,Grund::N,סבה,kaoz
236,Wahrheit::N,אמת,gwirionez
237,Gespräch::N,דיון,kaozeadenn
238,Märchen::N,אגדה,kaoz korriganez
239,Erzählung::N,ספור,kontadenn
240,Nachricht::N,ידיעה,keloù
241,Neuigkeit::N,חדשה,kelaouenn
242,Name::N,שם,anv
243,Rätsel::N,תעלומה,divinatez
244,Rede::N,נאום,diskour
245,Sprache::N,לשון,yezh
246,Stimme::N,קול,mouezh
247,Wort::N,מלה,ger
248,Zeichen::N,סימן,sin
249,Ruf::N,קריאה,galv
250,Lärm::N,רעש,trouz
251,Laut::N,הגה,
252,Ton::N,צליל,ton
253,Lied::N,שיר,kanaouenn
254,Ruhe::N,שלוה,sioulded
255,Leute::N,אנשים,tud
256,Volk::N,עם,pobl
257,Arbeit::N,עבודה,labour
258,Gast::N,אורח,kouviad
259,Geschenk::N,מתנה,prof
260,Spiel::N,משחק,c'hoari
261,Gesellschaft::N,חברה,kompagnunezh
262,Gesellschaft::N,חברה,kavandad
263,Hilfe::N,עזרה,sikour
264,Freund::N,חבר,mignon
265,Freund::N,ידיד,mignon
266,Kamerad::N,רע,kamarad
267,Angelegenheit::N,ענין,afer
268,Anzahl::N,מספר,niver
269,Art::N,סוג,sort
270,Stück::N,חתיכה,tamm
271,Teil::N,פרק,pezh
272,Hälfte::N,חצי,hanterenn
273,Kreis::N,מעגל,kelc'h
274,Kreuz::N,צלב,kroaz
275,Linie::N,קו,linenn
276,Strich::N,קו קצר,tenn
277,Abstand::N,מרחק,distok
278,Entfernung::N,מרחק,keid
279,Entfernung::N,מרחק,kehid
280,Gegend::N,נוף,korn-bro
281,Platz::N,שטח,plasenn
282,Ort::N,אתר,lec'h
283,Ort::N,מקום,lec'h
284,Seite::N,צד,tu
285,Mitte::N,אמצע,kreiz
286,Gegenstand::N,אוביקט,tra
287,Sache::N,דבר,tra
288,Rand::N,פרור,kantenn
289,Kante::N,קצה,kantenn
290,Ecke::N,פנה,korn
291,Spitze::N,קצה,begell
292,Ende::N,סוף,dibenn
293,Loch::N,חר,toull
294,Winkel::N,פנה,
295,Muster::N,תבנית,tresadenn
296,Größe::N,גדל,ment
297,Länge::N,ארך,hirder
298,Höhe::N,קומה,uhelder
299,Höhe::N,גבה,uhelder
300,Gewicht::N,משקל,pouez
301,Menge::N,כמות,bern
302,Haufen::N,ערמה,bern
303,Reihe::N,רצף,steud
304,Boot::N,סירה,bag
305,Ruder::N,משוט,roeñv
306,Schlitten::N,מזחלת,trainell
307,Ski::N,מגלשים,ski
308,Lagerfeuer::N,מדורה,
309,Last::N,משא,karg
310,Gang::N,הליכה,kerzh
311,Schritt::N,צעד,paz
312,Norden::N,צפון,norzh
313,Norden::N,צפון,hanternoz
314,Süden::N,דרום,su
315,Süden::N,דרום,kreisteiz
316,Westen::N,מערב,kuzh-heol
317,Osten::N,מזרח,reter
318,Osten::N,מזרח,sav-heol
319,Holz::N,עץ,koad
320,Brett::N,קרש,plankenn
321,Platte::N,לוח,plakenn
322,Stütze::N,משען,harp
323,Stange::N,מוט,sparl
324,Stock::N,מקל,bazh
325,Stab::N,מוט,bazh
326,Rohr::N,צנור,tub
327,Rohr::N,צנור,korz
328,Haus::N,בית,ti
329,Heim::N,בית,kêr
330,Ofen::N,תנור,forn
331,Fußboden::N,רצפה,plañchod
332,Tisch::N,שלחן,taol
333,Stuhl::N,כסא,kador
334,Wiege::N,ערש,kavell
335,Bett::N,מטה,gwele
336,Regal::N,מדף,estajerenn
337,Kiste::N,תבה,kased
338,Kiste::N,ארגז,kased
339,Fenster::N,חלון,prenestr
340,Tür::N,דלת,dor
341,Tor::N,שער,portal
342,Zaun::N,גדר,sklotur
343,Dach::N,גג,toenn
344,Leiter::N,סלם,skeul
345,Besen::N,מטאטא,skubell
346,Spaten::N,את,pal
347,Schaufel::N,את,pal
348,Gabel::N,מזלג,fourchetez
349,Löffel::N,כף,loa
350,Messer::N,סכין,kontell
351,Nagel::N,מסמר,tach
352,Netz::N,רשת,roued
353,Haken::N,וו,krog
354,Haken::N,קרס,krog
355,Griff::N,ידית,kemer
356,Schloss::N,מנעול,potenn
357,Bild::N,תמונה,skeudenn
358,Figur::N,פסל,skeud
359,Figur::N,פסל,figur
360,Puppe::N,בבה,merc'hodenn
361,Beutel::N,שק,sac'h
362,Bündel::N,צרור,feskenn
363,Tasche::N,שקית,sac'h
364,Eimer::N,דלי,sailh
365,Deckel::N,מכסה,pallenn
366,Geschirr::N,כלים,listriaj
367,Sack::N,שק,sac'h
368,Tasse::N,ספל,tas
369,Topf::N,סיר,pod
370,Kessel::N,קנקן,chaodouron
371,Essen::N,אכל,pred
372,Essen::N,ארוחה,pred
373,Nahrung::N,הזנה,boued
374,Nahrung::N,תזונה,boued
375,Speise::N,מאכל,meuz
376,Speise::N,ארוחה,meuz
377,Fleisch::N,בשר,kig
378,Getreide::N,דגן,ed
379,Brei::N,מחית,yod
380,Brot::N,לחם,bara
381,Scheibe::N,עגול,tailhenn
382,Scheibe::N,פרוסה,tailhenn
383,Fett::N,שמן,lard
384,Butter::N,חמאה,amann
385,Öl::N,שמן,eoul
386,Salz::N,מלח,holen
387,Suppe::N,מרק,soubenn
388,Honig::N,דבש,mel
389,Milch::N,חלב,laezh
390,Tee::N,תה,te
391,Leder::N,עור,lêr
392,Wolle::N,צמר,gloan
393,Stoff::N,בד,danvez
394,Stoff::N,אריג,danvez
395,Nadel::N,מחט,nadoz
396,Faden::N,חוט,neudenn
397,Knopf::N,כפתור,bouton
398,Knoten::N,קשר,skoulm
399,Farbe::N,צבע,liv
400,Kleidung::N,בגדים,dilhad
401,Hemd::N,חלצה,roc'hed
402,Kragen::N,צוארון,gouzoug
403,Ärmel::N,שרוול,milgin
404,Hose::N,מכנסים,bragoù
405,Gürtel::N,חגורה,gouriz
406,Mütze::N,כובע,boned
407,Schuh::N,נעל,botez
408,Stiefel::N,מגף,botez
409,Ring::N,טבעת,gwalenn
410,Band::N,סרט,bagad
411,Kamm::N,מסרק,krib
412,Spiegel::N,מראה,melezour
413,Riemen::N,רצועה,lerenn
414,Schnur::N,חבל,kordenn
415,Leine::N,מושכות,roll
416,Decke::N,שמיכה,golo
417,Kissen::N,כרית,goubenner
418,Tuch::N,צעיף,mezher
419,Handtuch::N,מגבת,toailhon
420,Kraft::N,כוח,nerzh
421,Stärke::N,און,nerzhder
422,Gesundheit::N,בריאות,yec'hed
423,Krankheit::N,מחלה,klañved
424,Schmerz::N,כאב,poan
425,Schmerz::N,כאב,droug
426,Wunde::N,פציעה,gloazadenn
427,Fieber::N,חם,terzhienn
428,Arznei::N,תרופה,louzoù
429,Brücke::N,גשר,pont
430,Brunnen::N,באר,puñs
431,Weide::N,אחו,prad
432,Weide::N,מרעה,prad
433,Pfad::N,שביל,gwenodenn
434,Pfad::N,מדרכה,gwenodenn
435,Weg::N,דרך,hent
436,Straße::N,כביש,ru
437,Straße::N,כביש,hent
438,Dorf::N,כפר,kêr
439,Dorf::N,כפר,kêriadenn
440,Stadt::N,עיר,kêr
441,Brief::N,מכתב,lizher
442,Buch::N,ספר,levr
443,Buchstabe::N,אות,lizherenn
444,Zeitung::N,עתון,kazetenn
445,Leben::N,חיים,buhez
446,Tod::N,מות,marv
447,Grab::N,קבר,bez
448,Kirche::N,כנסיה,iliz
449,Sünde::N,חטא,pec'hed
450,Gott::N,אל,doue
451,Arbeiter::N,פועל,labourer
452,Arbeiter::N,פועל,micherour
453,Chef::N,ראש,penn
454,Chef::N,מנהל,penn
455,Meister::N,ממחה,mestr
456,Arzt::N,רופא,mezeg
457,Arzt::N,רופא,medisin
458,Lehrer::N,מורה,skolaer
459,Lehrer::N,מורה,kelenner
460,Geld::N,כסף,arc'hant
461,Geschäft::N,עסקה,stal
462,Laden::N,חנות,stal
463,Preis::N,מחיר,priz
464,Ware::N,סחורה,marc'hadourezh
465,Nutzen::N,תועלת,gounidegezh
466,Nutzen::N,תועלת,lañs
467,Nutzen::N,תועלת,profit
468,Nutzen::N,תועלת,spleit
469,Reichtum::N,עשר,pinvidigezh
470,Welt::N,עולם,douar
471,Land::N,ארץ,bro
472,Staat::N,מדינה,stad
473,König::N,מלך,roue
474,Macht::N,כוח,galloud
475,Grenze::N,גבול,harzoù
476,Krieg::N,מלחמה,brezel
477,Feind::N,אויב,eneber
478,Gewalt::N,אלימות,tâerder
479,Kampf::N,קרב,kann
480,Kampf::N,לחימה,kann
481,Bogen[Waffe]::N,קשת,gwareg
482,Pfeil::N,חץ,saezh
483,Gewehr::N,רובה,fuzuilh
484,Fehler::N,טעות,fazi
485,Lüge::N,שקר,gaou
486,Schaden::N,נזק,gwall
487,Unglück::N,מזל רע,gwalleur
488,Schuld::N,אשמה,kablusted
489,Schuld::N,אשמה,pec'hedigezh
490,Alter::N,גיל,oad
491,Schluss::N,סיום,diwezh
492,Zeit::N,זמן,amzer
493,Tag::N,יום,deizh
494,Morgen::N,בקר,beure
495,Morgen::N,בקר,mintin
496,Mittag::N,צהרים,kreisteiz
497,Abend::N,ערב,abardaez
498,Nacht::N,לילה,noz
499,Woche::N,שבוע,sizhun
500,Monat::N,חדש,miz
501,Jahr::N,שנה,bloaz
502,Frühling::N,אביב,nevezamzer
503,Sommer::N,קיץ,hañv
504,Herbst::N,סתו,diskaramzer
505,Winter::N,חרף,goañv
506,Januar::N,ינואר,Genver
507,Februar::N,פברואר,C'hwevrer
508,März::N,מרץ,Meurzh
509,April::N,אפריל,Ebrel
510,Mai::N,מאי,Mae
511,Juni::N,יוני,Mezheven
512,Juli::N,יולי,Gouhere
513,August::N,אוגוסט,Eost
514,September::N,ספטמבר,Gwengolo
515,Oktober::N,אוקטובר,Here
516,November::N,נובמבר,Du
517,Dezember::N,דצמבר,Kerzu
518,Montag::N,יום שני,Lun
519,Dienstag::N,יום שלישי,Meurzh
520,Mittwoch::N,יום רביעי,Merc'her
521,Donnerstag::N,יום חמישי,Yaou
522,Freitag::N,יום ששי,Gwener
523,Samstag::N,יום שבת,Sadorn
524,Sonntag::N,יום ראשון,Sul
525,groß::A,גדול,bras
526,klein::A,קטן,bihan
527,lang::A,ארך,hir
528,kurz::A,קצר,berr
529,breit::A,רחב,ledan
530,schmal::A,צר,strizh
531,dicht::A,צפוף,stank
532,dick[Gegenstand]::A,עבה,tev
533,dünn::A,דק,moan
534,fein::A,מעדן,munut
535,fest::A,מוצק,start
536,flach::A,שטוח,plaen
537,glatt::A,חלק,lintr
538,glatt::A,חלק,levn
539,hart::A,קשיח,kalet
540,weich::A,רך,blot
541,rund::A,עגל,ront
542,spitz::A,חד,poentet
543,scharf::A,חד,dremm
544,stumpf::A,קהה,talsoc'h
545,schwer::A,כבד,pounner
546,schön::A,יפה,kaer
547,heiß::A,חם,tomm
548,warm::A,חם,tomm
549,kalt::A,קר,yen
550,kühl::A,צונן,yen
551,frisch::A,טרי,fresk
552,feucht::A,לח,gleb
553,nass::A,רטוב,gleb
554,trocken::A,יבש,sec'h
555,voll::A,מלא,leun
556,leer::A,ריק,goullo
557,offen::A,פתוח,digor
558,geschlossen::A,סגור,serr
559,sauber::A,נקי,naet
560,schmutzig::A,מלכלך,lous
561,roh::A,חי,kriz
562,reif::A,בשל,darev
563,lecker::A,טעים,lipous
564,lecker::A,טעים,saourus
565,süß::A,מתוק,dous
566,bitter::A,מר,c'hwerv
567,sauer::A,חמוץ,trenk
568,hell::A,בהיר,sklaer
569,dunkel::A,עמום,teñval
570,schwarz::A,שחר,du
571,weiß::A,לבן,gwenn
572,rot::A,אדם,ruz
573,gelb::A,צהב,melen
574,blau::A,כחל,glas
575,grün::A,ירק,gwer
576,grau::A,אפר,louet
577,bunt::A,צבעוני,liesliv
578,billig::A,זול,marc'had-mat
579,teuer::A,יקר,ker
580,wertvoll::A,יקר ערך,prizius
581,blind::A,עור,dall
582,taub::A,חרש,bouzar
583,kräftig::A,חסן,start
584,stark::A,חזק,kreñv
585,schwach::A,חלש,gwan
586,fett::A,שמן,lard
587,schlank::A,רזה,sinkl
588,hübsch::A,יפה תאר,koant
589,böse::A,רשע,gwall
590,dumm::A,טפש,glep
591,faul::A,עצלן,lezirek
592,fleißig::A,חרוץ,studius
593,geizig::A,קמצן,tost
594,klug::A,נבון,speredek
595,klug::A,פקח,speredek
596,geschickt::A,מימן,dornet
597,lieb::A,יקר,koant
598,lieb::A,אהוב,koant
599,lustig::A,עליז,laouen
600,sanft::A,עדין,flour
601,hungrig::A,רעב,marnaon
602,krank::A,חולה,klañv
603,nackt::A,ערום,noazh
604,traurig::A,עצוב,trist
605,lebendig::A,חי,bev
606,gut::A,טוב,mad
607,schlecht::A,גרוע,fall
608,schlecht::A,גרוע,gwall
609,richtig::A,נכון,reizh
610,schlimm::A,רע,gwall
611,wahr::A,אמתי,gwir
612,alt::A,ישן,kozh
613,neu::A,חדש,nevez
614,ehemalig::A,לשעבר,kozh
615,alt[Lebewesen]::A,זקן,kozh
616,jung::A,צעיר,yaouank
617,arm::A,עני,paour
618,reich::A,עשיר,pinvidik
619,bekannt::A,ידוע,anavezet
620,berühmt::A,מפרסם,brudet
621,fremd::A,זר,dizanav
622,verschieden::A,שונה,disheñel
623,nah::A,קרוב,nes
624,fern::A,רחוק,diabell
625,linker::A,שמאלי,kleiz
626,rechter::A,ימין,dehoù
627,anderer::A,אחר,all
628,erster::A,ראשון,kentañ
629,zweiter::A,שני,eil
630,dritter::A,שלישי,trede
631,letzter::A,אחרון,diwezhañ
632,allein::ADV,לבד,e-unan
633,auf einmal::ADV,בו-זמנית,ar un dro
634,zusammen::ADV,ביחד,asambles
635,lange::ADV,הרבה זמן,pell
636,plötzlich::ADV,לפתע,en un taol
637,plötzlich::ADV,פתאום,en un taol
638,sofort::ADV,מיד,diouzhtu
639,später::ADV,לאחר זמן,diwezhatoc'h
640,später::ADV,יותר מאחר,diwezhatoc'h
641,jetzt::ADV,עכשיו,bremañ
642,heute::ADV,היום,hiziv
643,morgen::ADV,מחר,arc'hoazh
644,bald::ADV,בקרוב,hepdale
645,dann::ADV,אחר-כך,a-c'houde
646,gestern::ADV,אתמול,dec'h
647,einst::ADV,לפנים,gwechall
648,damals::ADV,אז,neuze
649,danach::ADV,אחר-כך,goude
650,vorher::ADV,לפני זה,diagent
651,zuerst::ADV,קדם,da gentañ
652,einmal::ADV,פעם,ur wech
653,manchmal::ADV,לפעמים,a-wechoù
654,oft::ADV,לעתים קרובות,alies
655,immer::ADV,תמיד,atav
656,immer::ADV,תמיד,bepred
657,niemals::ADV,אף פעם,gwech ebet
658,hier::ADV,כאן,amañ
659,hierhin::ADV,פה,dre amañ
660,von hier::ADV,מפה,alemañ
661,dort::ADV,שם,aze
662,dort::ADV,שם,ahont
663,dorthin::ADV,שם,di
664,dorthin::ADV,שם,aze
665,dorthin::ADV,שם,ahont
666,geradeaus::ADV,ישר,war-eeun
667,vorwärts::ADV,קדימה,war-raok
668,rückwärts::ADV,לאחור,war-lerc'h
669,zurück::ADV,בחזרה,war-dreñv
670,zurück::ADV,אחורנית,war-dreñv
671,unten::ADV,למטה,en traoñ
672,hinab::ADV,למטה,a-izel
673,oben::ADV,מעל,en nec'h
674,oben::ADV,למעלה,en nec'h
675,hinauf::ADV,למעלה,e-krec'h
676,überall::ADV,בכל מקום,dre-holl
677,nicht::ADV,לא,ne ... ket
678,ein wenig::ADV,קצת,un tammig
679,kaum::ADV,בקשי,a-boan
680,sehr::ADV,מאוד,-tre
681,sehr::ADV,מאוד,-kenañ
682,so::ADV,כך,evel-se
683,so::ADV,ככה,evel-se
684,noch::ADV,עוד,c'hoazh
685,noch::ADV,עדין,c'hoazh
686,nur::ADV,רק,hepken
687,schon::ADV,כבר,dija
688,wieder::ADV,שוב,adarre
689,vergebens::ADV,לריק,
690,vergebens::ADV,לשוא,
691,vor::PRP,מול,dirak
692,hinter::PRP,מאחורי,a-drek
693,hinter::PRP,מאחורי,a-dreñv
694,unter::PRP,מתחת,dindan
695,durch::PRP,דרך,dre
696,neben::PRP,ליד,e-kichen
697,neben::PRP,על-יד,e-kichen
698,zwischen::PRP,בין,etre
699,wegen::PRP,בשל,abalamour da
700,wegen::PRP,בגלל,abalamour da
701,dies::PRN,זה,hemañ
702,das::PRN,זה,se
703,das::PRN,זה,hennezh
704,alles::PRN,הכל,pep tra
705,ich::PRN,אני,me
706,du::PRN,את,te
707,du::PRN,אתה,te
708,er::PRN,הוא,eñ
709,wir::PRN,אנחנו,ni
710,ihr::PRN,לה,c'hwi
711,sie::PRN,הם,int
712,was::FPRN,מה,petra
713,wer::FPRN,מי,piv
714,wo::FADV,איפה,pelec'h
715,wohin::FADV,לאן,da belec'h
716,wie::FADV,איך,penaos
717,warum::FADV,למה,perak
718,wieviel::FNUM,כמה,pet
719,eins::NUM,אחד,unan
720,zwei::NUM,שתים,daou
721,drei::NUM,שלושה,tri
722,vier::NUM,ארבעה,pevar
723,fünf::NUM,חמשה,pemp
724,sechs::NUM,ששה,c'hwec'h
725,sieben::NUM,שבעה,seizh
726,acht::NUM,שמונה,eizh
727,neun::NUM,תשעה,nav
728,zehn::NUM,עשרה,dek
729,elf::NUM,אחת עשרה,unnek
730,zwölf::NUM,שתים עשרה,daouzek
731,zwanzig::NUM,עשרים,ugent
732,dreißig::NUM,שלושים,tregont
733,vierzig::NUM,ארבעים,daou-ugent
734,fünfzig::NUM,חמשים,hanter-kant
735,sechzig::NUM,ששים,tri-ugent
736,siebzig::NUM,שבעים,dek ha tri-ugent
737,achtzig::NUM,שמונים,pevar-ugent
738,neunzig::NUM,תשעים,dek ha pevar-ugent
739,hundert::NUM,מאה,kant
740,tausend::NUM,אלף,mil
741,und::CNJ,ו,ha
742,oder::CNJ,או,pe
743,stehen::V,עמד,bezañ a-sav
744,sitzen::V,ישב,azezañ
745,sitzen::V,ישב,bezañ en e goazez
746,liegen::V,שכב,bezañ en e c'hourvez
747,hängen::V,היה תלוי,krougañ
748,werden::V,הפך ל,dazonet
749,passieren::V,קרה,c'hoarvezout
750,beginnen::V,התחיל,stagañ
751,enden::V,הסתים,achuiñ
752,wechseln::V,השתנה,cheñch
753,aufgehen[Sonne]::V,זרח,dirouzañ
754,untergehen[Sonne]::V,שקע,
755,scheinen[Sonne]::V,בהק,lugernañ
756,donnern::V,רעם,taranal
757,wehen::V,נשב,c'hwezhañ
758,strömen::V,זרם,deredek
759,fließen::V,זרם,redek
760,sich drehen::V,הסתובב,troiñ
761,schwanken::V,התנודד,trantellat
762,schwingen::V,התנענע,froumal
763,fallen::V,נפל,kouezhañ
764,brennen::V,בער,deviñ
765,rauchen::V,עשן,divogedañ
766,regnen::V,ירד גשם,glavañ
767,gefrieren::V,קפא,reviñ
768,tauen::V,נמס,diskornañ
769,schmelzen::V,התיך,teuziñ
770,trocknen::V,התיבש,sec'hañ
771,sieden::V,רתח,berviñ
772,faulen::V,רקב,breinañ
773,verfaulen::V,רקב,breinañ
774,reißen::V,נקרע,darnaouiñ
775,versinken::V,טבע,sodellañ
776,vergehen::V,עבר,tremen
777,erscheinen::V,נגלה,donet war-wel
778,erscheinen::V,הופיע,donet war-wel
779,verschwinden::V,נעלם,monet diwar wel
780,sinken::V,ירד,en em izelat
781,abnehmen::V,הפחית,nebeutaat
782,zunehmen::V,רבה,kreskiñ
783,steigen::V,עלה,sevel
784,wachsen::V,גדל,kreskiñ
785,glänzen::V,נצץ,lugernañ
786,glänzen::V,בהק,lugernañ
787,funkeln::V,נצנץ,elieniñ
788,lärmen::V,רעש,rabotat
789,läuten::V,צלצל,
790,klingeln::V,צלצל,
791,klirren::V,קרקש,diridignat
792,klirren::V,קרקש,sterlinkañ
793,brausen::V,געש,gwegal
