,Concept_ID,zh,az
829,krank sein::V,生病,xəstələnmək
830,schmerzen::V,疼痛,ağrimaq
831,husten::V,咳,öksürmək
832,genesen::V,痊愈,sağalmaq
833,sterben::V,死,ölmək
834,sterben::V,死,vəfat etmək
835,umkommen::V,丧命,həlak olmaq
836,sich bewegen::V,移动,hərəkət etmək
837,sich rühren::V,动弹,tərpənmək
838,sich erheben::V,站起,qalxmaq
839,sich setzen::V,坐,oturmaq
840,hinfallen::V,跌倒,yıxılmaq
841,laufen::V,步行,yerimək
842,schreiten::V,迈步,addım atmaq
843,spazierengehen::V,散步,gəzmək
844,eilen::V,急忙,atılmaq
845,sich beeilen::V,赶快,tələsmək
846,sausen::V,疾驰,çırpmaq
847,rennen::V,奔跑,qaçmaq
848,springen::V,跳,sıçramaq
849,klettern::V,攀缘,dırmanmaq
850,schaukeln::V,荡秋千,sallanmaq
851,kriechen::V,爬行,sürünmək
852,schwimmen::V,游泳,üzmek
853,tauchen::V,潜水,dalmaq
854,rudern::V,划船,avarlamaq
855,fahren::V,行驶,sürmək
856,fliegen::V,飞,uçmaq
857,gehen::V,走,getmək
858,weggehen::V,离去,getmək
859,abfahren::V,出发,yola düşmək
860,anhalten::V,停住,saxlamaq
861,hineingehen::V,进去,girmək
862,eintreten::V,进入,girmək
863,eintreten::V,进入,daxil olmaq
864,kommen::V,来,gəlmək
865,ankommen::V,到达,gəlib çatmaq
866,zurückkommen::V,回来,qayıtmaq
867,bleiben::V,停留,qalmaq
868,warten::V,等,gözləmək
869,erwarten::V,等候,bəkləmək
870,suchen::V,找,aramaq
871,suchen::V,找,axtarmaq
872,finden::V,找到,tapmaq
873,versuchen::V,尝试,çalışmaq
874,vorbereiten::V,预备,hazırlamaq
875,lieben::V,爱,sevmək
876,mögen::V,喜欢,xoşlamaq
877,lachen::V,笑,gülmək
878,weinen::V,哭,ağlamaq
879,schimpfen::V,骂,küfr etmək
880,sich ärgern::V,生气,acıqlanmaq
881,sich fürchten::V,害怕,qorxmaq
882,fürchten::V,害怕,qorxmaq
883,fliehen::V,逃走,qaçmaq
884,flüchten::V,逃跑,qaçmaq
885,sehen::V,看,görmək
886,anschauen::V,注视,baxmaq
887,ansehen::V,注视,baxmaq
888,hören::V,听,duymaq
889,hören::V,听,eşitmək
890,zuhören::V,倾听,dinləmək
891,probieren::V,尝,dadına baxmaq
892,riechen::V,闻,qoxlamaq
893,fühlen::V,感到,duymaq
894,scheinen::V,照耀,görünmək
895,zu sehen sein::V,可以看到,görünmək
896,vernehmen::V,审讯,eşitmək
897,frieren::V,觉得冷,üşümək
898,tun::V,作,etmək
899,können::V,能,bilmək
900,können::V,能,bacarmaq
901,wollen::V,要,istəmək
902,anfangen::V,开始,başlamaq
903,beenden::V,结束,bitirmək
904,aufhören::V,停止,bitmək
905,aufhören::V,停止,qurtarmaq
906,gelingen::V,成功,müvəffəq olmaq
907,geraten::V,陷于,düşmək
908,öffnen::V,打开,açmaq
909,schließen::V,关,qapamaq
910,stellen::V,放,qoymaq
911,setzen::V,放,oturtmaq
912,legen::V,摆,qoymaq
913,berühren::V,触,toxunmaq
914,verbinden::V,联结,bağlamaq
915,bedecken::V,覆盖,örtmək
916,aufhängen::V,挂,asmaq
917,anzünden::V,点,yandırmaq
918,aufheben::V,拾起,qaldırmaq
919,zurücklassen::V,遗留,buraxmaq
920,verlieren::V,丧失,itirmək
921,fallen lassen::V,让掉下,düşürmək
922,machen::V,做,etmək
923,herstellen::V,生产,istehsal etmək
924,bauen::V,建造,tikmək
925,reparieren::V,修理,təmir etmək
926,verbessern::V,改进,düzəltmək
927,ändern::V,改变,dəyişdirmək
928,graben::V,挖,qazımaq
929,beugen::V,弯下,əymək
930,biegen::V,弯,bükmək
931,drehen::V,转动,döndərmək
932,wenden::V,转动,çevirmək
933,umdrehen::V,转动,çevirmək
934,heben::V,举起,qaldırmaq
935,hochheben::V,抬高,qaldırmaq
936,ergreifen::V,抓住,tutmaq
937,halten::V,拿着,saxlamaq
938,drücken::V,压,sıxmaq
939,schieben::V,推,sürmək
940,kratzen::V,搔,qaşımaq
941,lecken::V,舔,yalamaq
942,beißen::V,咬,dişləmək
943,abreißen::V,撕下,qoparmaq
944,abschneiden::V,切断,ayırmaq
945,binden::V,捆,bağlamaq
946,stecken::V,插,soxmaq
947,brechen::V,断裂,qırmaq
948,klopfen::V,敲,sındırmaq
949,hauen::V,揍,vurmaq
950,kleben::V,粘,apışdırmaq
951,reiben::V,摩擦,ovmaq
952,streichen::V,涂,sürtmək
953,schleifen::V,拖曳,bülövləmək
954,schneiden::V,切,kəsmək
955,rütteln::V,颠簸,sirkələmək
956,schütteln::V,摇动,çalxalamaq
957,schwenken::V,摇动,yelləmək
958,schütten::V,倒,tökmək
959,füllen::V,填满,doldurmaq
960,einwickeln::V,包,sarımaq
961,tragen::V,提,daşımaq
962,schleppen::V,扛,sürükləmək
963,ziehen::V,拉,çəkmək
964,aufbewahren::V,保存,gizlətmək
965,werfen::V,扔,atmaq
966,fangen::V,捕捉,tutmaq
967,packen::V,抓住,yaxalamaq
968,verstecken::V,藏,gizlətmək
969,teilen::V,分,bölmək
970,schicken::V,派遣,yollamaq
971,schicken::V,派遣,göndərmək
972,bringen::V,带来,gətirmək
973,hinzufügen::V,添加,əlavə etmək
974,bekommen::V,得到,almaq
975,bekommen::V,得到,əldə etmək
976,erhalten::V,接到,almaq
977,nehmen::V,拿,almaq
978,wählen::V,挑选,seçmək
979,auswählen::V,选择,arımaq
980,bewahren::V,保持,qorumaq
981,behindern::V,防碍,mane olmaq
982,verderben::V,败坏,pozmaq
983,beschädigen::V,损坏,zədələmək
984,zerbrechen::V,破碎,qırmaq
985,zerbrechen::V,破碎,sındırmaq
986,zerreißen::V,撕碎,yırtmaq
987,zerstören::V,毁坏,dağıtmaq
988,verbrennen::V,燃烧,yandırmaq
989,geben::V,给,vermək
990,reichen::V,递给,uzatmaq
991,schenken::V,赠送,vermək
992,versprechen::V,许诺,vəd vermək
993,wünschen::V,祝,arzulamaq
994,loben::V,表扬,tərifləmək
995,küssen::V,亲,öpmək
996,wiegen::V,轻摇,tərpətmək
997,zudecken::V,盖上,örtmək
998,wecken::V,唤起,oyatmaq
999,zeigen::V,指,göstərmək
1000,führen::V,带领,rəhbərlik etmək
1001,lehren::V,教,öyrətmək
1002,unterrichten::V,讲课,öyrətmək
1003,unterrichten::V,讲课,dərs vermək
1004,aufziehen::V,抚养,tərbiyə etmək
1005,leiten::V,领导,idarə etmək
1006,antreiben::V,催促,bizləmək
1007,lassen::V,让,-tırmaq
1008,einladen::V,邀请,dəvət etmək
1009,vereinigen::V,统一,birləşdirmək
1010,besuchen::V,参观,baş çəkmək
1011,besuchen::V,参观,ziyarət etmək
1012,treffen::V,会面,rastlaşmaq
1013,treffen::V,会面,rast gəlmək
1014,sich versammeln::V,聚集,toplanmaq
1015,spielen::V,玩,oynamaq
1016,singen::V,唱歌,oxumaq
1017,tanzen::V,跳舞,oynamaq
1018,tanzen::V,跳舞,rəqs etmək
1019,sich trennen::V,分别,ayrılmaq
1020,verlassen::V,离开,tərk etmək
1021,retten::V,救,xilas etmək
1022,bewachen::V,守卫,gözətmək
1023,schützen::V,保护,qorumaq
1024,verteidigen::V,保卫,qorumaq
1025,sich schlagen::V,打架,döyüşmək
1026,schießen::V,射击,atmaq
1027,schießen::V,射击,atəş açmaq
1028,siegen::V,获胜,yenmək
1029,ärgern::V,激怒,acışdırmaq
1030,schlagen::V,打,döymək
1031,treten::V,踢,təpmək
1032,stechen::V,刺,soxmaq
1033,stoßen::V,撞,itələmək
1034,stehlen::V,盗窃,çalmaq
1035,stehlen::V,盗窃,oğurlamaq
1036,stören::V,干扰,pozmaq
1037,belästigen::V,打搅,narahat etmək
1038,verbergen::V,隐藏,gizləmək
1039,täuschen::V,欺骗,aldatmaq
1040,betrügen::V,欺骗,aldatmaq
1041,töten::V,杀,öldürmək
1042,wohnen::V,居住,yaşamaq
1043,arbeiten::V,工作,işləmək
1044,arbeiten::V,工作,çalışmaq
1045,sammeln::V,收集,yığmaq
1046,sammeln::V,收集,toplamaq
1047,pflücken::V,采,qoparmaq
1048,jagen::V,打猎,ovlamaq
1049,fischen::V,捕鱼,balıq tutmaq
1050,fassen::V,捉住,tutmaq
1051,hüten::V,守护,güdmək
1052,treiben::V,漂,haylamaq
1053,anbinden::V,拴,bağlamaq
1054,füttern::V,喂,bəsləmək
1055,melken::V,挤奶,sağmaq
1056,hacken::V,剁细,yarmaq
1057,gießen::V,浇,sulamaq
1058,reifen::V,成熟,dəymək
1059,kochen::V,煮,qaynatmaq
1060,backen::V,烤,bişirmək
1061,braten::V,煎,qızartmaq
1062,umrühren::V,搅拌,qarışdırmaq
1063,stricken::V,织,hörmək
1064,nähen::V,缝,tikmək
1065,färben::V,染色,boyamaq
1066,reinigen::V,清洁,təmizləmək
1067,waschen::V,洗,yumaq
1068,abwischen::V,擦掉,silmək
1069,spülen::V,清洗,çalxamaq
1070,fegen::V,扫,süpürmək
1071,kehren::V,打扫,süpürmək
1072,baden::V,给...洗澡,çimmək
1073,sich waschen::V,洗澡,yuyunmaq
1074,ausziehen::V,脱,soyunmaq
1075,anziehen::V,穿,geymək
1076,sich anziehen::V,穿衣,geyinmək
1077,kämmen::V,梳,daramaq
1078,schmücken::V,装饰,bəzəmək
1079,sagen::V,说,demək
1080,sagen::V,说,söymek
1081,sprechen::V,说,danışmaq
1082,reden::V,讲,danışmaq
1083,sich unterhalten::V,聊天,söhbət etmək
1084,fragen::V,问,soruşmaq
1085,bitten::V,请,diləmək
1086,bitten::V,请,xahiş etmək
1087,erzählen::V,叙述,bəhs etmək
1088,mitteilen::V,通知,bildirmək
1089,nennen::V,叫做,adlandırmaq
1090,rufen::V,叫,çağırmaq
1091,prahlen::V,吹牛,öyünmək
1092,übersetzen::V,翻译,tərcümə etmək
1093,denken::V,想,düşünmək
1094,denken::V,想,fikirləşmək
1095,glauben::V,以为,inanmaq
1096,bemerken::V,发觉,qeyd etmək
1097,erkennen::V,识别,tanımaq
1098,begreifen::V,理解,anlamaq
1099,verstehen::V,明白,duymaq
1100,lernen::V,学,öyrənmək
1101,wissen::V,知道,bilmək
1102,sich erinnern an::V,回忆,xatırlamaq
1103,vergessen::V,忘记,unutmaq
1104,messen::V,测量,ölçmək
1105,zählen::V,数,saymaq
1106,rechnen::V,计算,hesablamaq
1107,lesen::V,读,oxumaq
1108,malen::V,画,şəkil çəkmək
1109,zeichnen::V,绘制,cızmaq
1110,schreiben::V,写,yazmaq
1111,besitzen::V,占有,yiyələnmək
1112,besitzen::V,占有,malik olmaq
1113,kaufen::V,买,satın almaq
1114,verkaufen::V,卖,satmaq
1115,bezahlen::V,付钱,ödəmək
1116,zahlen::V,支付,ödəmək
1117,beherrschen::V,统治,idarə etmək
1118,ertragen::V,忍耐,dözmək
1119,vergebens::ADV,,boş yerə
1120,klirren::V,,cingildəmək
1121,rauschen::V,,xışıldamaq
1122,rühren::V,,həyəcanlandırmaq
1123,zubereiten::V,,bişirmək
