,Concept_ID,pt,cs
227,Spur::N,pista,stopa
228,Spur::N,vestígio,stopa
229,Asche::N,cinza,popel
230,Dreck::N,sujidade,špína
231,Eisen::N,ferro,železo
232,Gold::N,ouro,zlato
233,Silber::N,prata,stříbro
234,Kohle::N,carvão,uhlí
235,Glas::N,vidro,sklo
236,Lehm::N,barro,jíl
237,Lehm::N,barro,hlína
238,Lehm::N,argila,jíl
239,Lehm::N,argila,hlína
240,Sand::N,areia,písek
241,Mensch::N,homem,člověk
242,Mensch::N,pessoa,člověk
243,Mann::N,homem,muž
244,Frau::N,mulher,žena
245,Kind::N,filho,dítě
246,Kind::N,criança,dítě
247,Junge::N,rapaz,hoch
248,Junge::N,rapaz,chlapec
249,Junge::N,menino,hoch
250,Junge::N,menino,chlapec
251,Mädchen::N,menina,děvče
252,Mädchen::N,rapariga,děvče
253,Familie::N,família,rodina
254,Großvater::N,avô,děd
255,Großvater::N,avô,dědeček
256,Großmutter::N,avó,babička
257,Eltern::N,pais,rodiče
258,Vater::N,pai,otec
259,Mutter::N,mãe,matka
260,Sohn::N,filho,syn
261,Tochter::N,filha,dcera
262,Bruder::N,irmão,bratr
263,Schwester::N,irmã,sestra
264,Onkel::N,tio,strýc
265,Tante::N,tia,teta
266,Ehemann::N,esposo,choť
267,Ehemann::N,esposo,manžel
268,Ehefrau::N,esposa,choť
269,Ehefrau::N,esposa,manželka
270,Freude::N,prazer,radost
271,Freude::N,alegria,radost
272,Gelächter::N,risada,smích
273,Gelächter::N,gargalhada,smích
274,Glück::N,felicidade,štěstí
275,Kummer::N,aflição,žal
276,Kummer::N,aflição,trápení
277,Kummer::N,desgosto,žal
278,Kummer::N,desgosto,trápení
279,Wunsch::N,desejo,přání
280,Lust::N,vontade,chuť
281,Geist::N,mente,duch
282,Geist::N,espírito,duch
283,Gedanke::N,ideia,myšlenka
284,Gedanke::N,pensamento,myšlenka
285,Gedächtnis::N,memória,paměť
286,Verstand::N,razão,rozum
287,Verstand::N,inteligência,rozum
288,Sinn::N,sentido,smysl
289,Sinn::N,significado,smysl
290,Grund::N,causa,důvod
291,Grund::N,motivo,důvod
292,Wahrheit::N,verdade,pravda
293,Gespräch::N,conversa,rozhovor
294,Gespräch::N,conversação,rozhovor
295,Märchen::N,conto,pohádka
296,Erzählung::N,conto,povídka
297,Erzählung::N,narrativa,povídka
298,Nachricht::N,mensagem,zpráva
299,Neuigkeit::N,notícia,novina
300,Neuigkeit::N,notícia,novinka
301,Neuigkeit::N,novidade,novina
302,Neuigkeit::N,novidade,novinka
303,Name::N,nome,jméno
304,Rätsel::N,adivinha,hádanka
305,Rede::N,oração,řeč
306,Rede::N,oração,proslov
307,Rede::N,discurso,řeč
308,Rede::N,discurso,proslov
309,Sprache::N,língua,řeč
310,Sprache::N,língua,jazyk
311,Stimme::N,voz,hlas
312,Wort::N,palavra,slovo
313,Zeichen::N,marca,znamení
314,Ruf::N,grito,zavolání
315,Ruf::N,chamada,zavolání
316,Lärm::N,ruído,hluk
317,Lärm::N,barulho,hluk
318,Laut::N,som,zvuk
319,Ton::N,tom,tón
320,Lied::N,canção,píseň
321,Ruhe::N,calma,klid
322,Ruhe::N,calma,pokoj
323,Ruhe::N,silêncio,klid
324,Ruhe::N,silêncio,pokoj
325,Leute::N,gente,lidé
326,Leute::N,pessoas,lidé
327,Volk::N,povo,národ
328,Volk::N,nação,národ
329,Arbeit::N,trabalho,práce
330,Gast::N,hóspede,host
331,Gast::N,convidado,host
332,Geschenk::N,prenda,dar
333,Geschenk::N,presente,dar
334,Spiel::N,jogo,hra
335,Gesellschaft::N,companhia,společnost
336,Hilfe::N,ajuda,pomoc
337,Hilfe::N,socorro,pomoc
338,Freund::N,amigo,přítel
339,Kamerad::N,camarada,kamarád
340,Angelegenheit::N,assunto,záležitost
341,Anzahl::N,número,počet
342,Anzahl::N,quantidade,počet
343,Art::N,tipo,druh
344,Art::N,espécie,druh
345,Stück::N,pedaço,kus
346,Stück::N,pedaço,kousek
347,Teil::N,peça,díl
348,Teil::N,peça,část
349,Teil::N,parte,díl
350,Teil::N,parte,část
351,Hälfte::N,metade,půl
352,Kreis::N,círculo,kruh
353,Kreuz::N,cruz,kříž
354,Linie::N,linha,linka
355,Strich::N,traço,čára
356,Strich::N,traço,čárka
357,Abstand::N,distância,vzdálenost
358,Entfernung::N,distância,vzdálenost
359,Gegend::N,área,krajina
360,Gegend::N,região,krajina
361,Platz::N,lugar,prostor
362,Ort::N,sítio,místo
363,Seite::N,lado,strana
364,Mitte::N,meio,střed
365,Mitte::N,meio,prostředek
366,Gegenstand::N,objecto,předmět
367,Sache::N,coisa,věc
368,Rand::N,bordo,kraj
369,Rand::N,bordo,okraj
370,Rand::N,margem,kraj
371,Rand::N,margem,okraj
372,Kante::N,borda,hrana
373,Kante::N,aresta,hrana
374,Ecke::N,esquina,roh
375,Spitze::N,ponta,hrot
376,Spitze::N,ponta,špička
377,Ende::N,cabo,konec
378,Ende::N,extremo,konec
379,Loch::N,furo,díra
380,Loch::N,buraco,díra
381,Winkel::N,canto,kout
382,Winkel::N,ângulo,kout
383,Muster::N,padrão,vzor
384,Muster::N,desenho,vzor
385,Größe::N,tamanho,velikost
386,Länge::N,comprimento,délka
387,Höhe::N,altura,výška
388,Höhe::N,altitude,výška
389,Gewicht::N,peso,váha
390,Menge::N,quantidade,množství
391,Haufen::N,pilha,kupa
392,Haufen::N,pilha,hromada
393,Reihe::N,fila,řada
394,Reihe::N,fila,řádek
395,Boot::N,barco,člun
396,Ruder::N,remo,veslo
397,Schlitten::N,trenó,sáně
398,Ski::N,esqui,lyže
399,Lagerfeuer::N,fogueira,táborák
400,Last::N,carga,náklad
401,Last::N,carga,břemeno
402,Gang::N,curso,chůze
403,Gang::N,curso,chodba
404,Gang::N,caminhada,chůze
405,Gang::N,caminhada,chodba
406,Schritt::N,passo,krok
407,Norden::N,norte,sever
408,Süden::N,sul,jih
409,Westen::N,oeste,západ
410,Westen::N,ocidente,západ
411,Osten::N,este,východ
412,Osten::N,leste,východ
413,Osten::N,oriente,východ
414,Holz::N,madeira,dřevo
415,Brett::N,tábua,prkno
416,Brett::N,prancha,prkno
417,Platte::N,laje,deska
418,Platte::N,chapa,deska
419,Stütze::N,apoio,opěra
420,Stütze::N,suporte,opěra
421,Stange::N,vara,tyč
422,Stange::N,vara,tyčka
423,Stange::N,barra,tyč
424,Stange::N,barra,tyčka
425,Stock::N,pau,hůlka
426,Stock::N,bengala,hůlka
427,Stab::N,bastão,hůl
428,Rohr::N,cano,trubka
429,Haus::N,casa,dům
430,Heim::N,lar,domov
431,Heim::N,casa,domov
432,Ofen::N,estufa,kamna
433,Ofen::N,aquecedor,kamna
434,Fußboden::N,piso,podlaha
435,Tisch::N,mesa,stůl
436,Stuhl::N,cadeira,židle
437,Wiege::N,berço,kolébka
438,Bett::N,cama,postel
439,Regal::N,estante,regál
440,Regal::N,estante,police
441,Regal::N,prateleira,regál
442,Regal::N,prateleira,police
443,Kiste::N,caixa,bedna
444,Fenster::N,janela,okno
445,Tür::N,porta,dveře
446,Tor::N,portão,vrata
447,Zaun::N,cerca,plot
448,Zaun::N,vedação,plot
449,Dach::N,telhado,střecha
450,Leiter::N,escada,žebřík
451,Leiter::N,escada móvel,žebřík
452,Besen::N,vassoura,koště
453,Besen::N,vassoura,smeták
454,Spaten::N,pá,rýč
455,Schaufel::N,pá,lopata
456,Gabel::N,garfo,vidlička
457,Löffel::N,colher,lžíce
458,Messer::N,faca,nůž
459,Nagel::N,cravo,hřebík
460,Netz::N,rede,síť
461,Haken::N,gancho,hák
462,Griff::N,asa,držadlo
463,Griff::N,cabo,držadlo
464,Schloss::N,fechadura,zámek
465,Bild::N,imagem,obraz
466,Figur::N,figura,figura
467,Puppe::N,boneca,panenka
468,Beutel::N,saco,pytlík
469,Beutel::N,bolsa,pytlík
470,Bündel::N,fardo,svazek
471,Tasche::N,saco,taška
472,Tasche::N,saco,brašna
473,Tasche::N,bolso,taška
474,Tasche::N,bolso,brašna
475,Eimer::N,balde,kýbl
476,Eimer::N,balde,vědro
477,Deckel::N,tampa,víko
478,Deckel::N,tampa,příklop
479,Geschirr::N,louça,nádobí
480,Sack::N,saca,pytel
481,Tasse::N,chávena,šálek
482,Topf::N,tacho,hrnec
483,Topf::N,panela,hrnec
484,Kessel::N,caldeira,kotel
485,Essen::N,refeição,jídlo
486,Nahrung::N,comida,strava
487,Nahrung::N,comida,potrava
488,Nahrung::N,alimento,strava
489,Nahrung::N,alimento,potrava
490,Speise::N,prato,jídlo
491,Fleisch::N,carne,maso
492,Getreide::N,cereais,obilí
493,Brei::N,puré,kaše
494,Brot::N,pão,chléb
495,Scheibe::N,fatia,krajíc
496,Fett::N,banha,tuk
497,Fett::N,banha,omastek
498,Fett::N,gordura,tuk
499,Fett::N,gordura,omastek
500,Butter::N,manteiga,máslo
501,Öl::N,azeite,olej
502,Salz::N,sal,sůl
503,Suppe::N,sopa,polévka
504,Suppe::N,caldo,polévka
505,Honig::N,mel,med
506,Milch::N,leite,mléko
507,Tee::N,chá,čaj
508,Leder::N,couro,kůže
509,Wolle::N,lã,vlna
510,Stoff::N,pano,látka
511,Stoff::N,tecido,látka
512,Nadel::N,agulha,jehla
513,Faden::N,fio,nit
514,Knopf::N,botão,knoflík
515,Knoten::N,nó,uzel
516,Farbe::N,corante,barva
517,Kleidung::N,roupa,šaty
518,Kleidung::N,roupa,šatstvo
519,Kleidung::N,vestuário,šaty
520,Kleidung::N,vestuário,šatstvo
521,Hemd::N,camisa,košile
522,Kragen::N,gola,límec
523,Ärmel::N,manga,rukáv
524,Hose::N,calça,kalhoty
525,Gürtel::N,cinto,pás
526,Gürtel::N,cinto,opasek
527,Mütze::N,boné,čepice
528,Mütze::N,barrete,čepice
529,Schuh::N,sapato,bota
530,Stiefel::N,bota,holínka
531,Ring::N,anel,prsten
532,Band::N,fita,pásek
533,Band::N,faixa,pásek
534,Kamm::N,pente,hřeben
535,Spiegel::N,espelho,zrcadlo
536,Riemen::N,correia,řemen
537,Schnur::N,corda,šňůra
538,Schnur::N,cordel,šňůra
539,Leine::N,trela,vodítko
540,Decke::N,cobertor,pokrývka
541,Decke::N,cobertor,přikrývka
542,Kissen::N,almofada,polštář
543,Tuch::N,pano,šátek
544,Handtuch::N,toalha,ručník
545,Kraft::N,força,síla
546,Stärke::N,força,síla
547,Gesundheit::N,saúde,zdraví
548,Krankheit::N,doença,nemoc
549,Krankheit::N,doença,choroba
550,Krankheit::N,enfermidade,nemoc
551,Krankheit::N,enfermidade,choroba
552,Schmerz::N,dor,bolest
553,Wunde::N,chaga,rána
554,Wunde::N,ferida,rána
555,Fieber::N,febre,horečka
556,Arznei::N,remédio,lék
557,Brücke::N,ponte,most
558,Brunnen::N,poço,studna
559,Weide::N,pastagem,pastva
560,Weide::N,pastagem,pastvina
561,Pfad::N,senda,pěšina
562,Pfad::N,trilho,pěšina
563,Weg::N,caminho,cesta
564,Straße::N,via,silnice
565,Straße::N,estrada,silnice
566,Dorf::N,aldeia,vesnice
567,Stadt::N,cidade,město
568,Brief::N,carta,dopis
569,Buch::N,livro,kniha
570,Buchstabe::N,letra,písmeno
571,Zeitung::N,jornal,noviny
572,Leben::N,vida,život
573,Tod::N,morte,smrt
574,Grab::N,túmulo,hrob
575,Grab::N,sepultura,hrob
576,Kirche::N,igreja,kostel
577,Sünde::N,pecado,hřích
578,Gott::N,deus,bůh
579,Arbeiter::N,operário,dělník
580,Arbeiter::N,operário,pracovník
581,Arbeiter::N,trabalhador,dělník
582,Arbeiter::N,trabalhador,pracovník
583,Chef::N,chefe,šéf
584,Chef::N,chefe,vedoucí
585,Chef::N,patrão,šéf
586,Chef::N,patrão,vedoucí
587,Meister::N,mestre,mistr
588,Arzt::N,médico,lékař
589,Lehrer::N,professor,učitel
590,Geld::N,dinheiro,peníze
591,Geschäft::N,negócio,obchod
592,Laden::N,loja,krám
593,Preis::N,preço,cena
594,Ware::N,mercadoria,zboží
595,Nutzen::N,proveito,užitek
596,Reichtum::N,riqueza,bohatství
597,Welt::N,mundo,svět
598,Land::N,país,země
599,Staat::N,Estado,stát
600,König::N,rei,král
601,Macht::N,poder,moc
602,Macht::N,poder,mocnost
603,Macht::N,potência,moc
604,Macht::N,potência,mocnost
605,Grenze::N,fronteira,hranice
606,Krieg::N,guerra,válka
607,Feind::N,inimigo,nepřítel
608,Gewalt::N,violência,násilí
609,Kampf::N,luta,boj
610,Kampf::N,combate,boj
611,Bogen[Waffe]::N,arco,luk
612,Pfeil::N,seta,šíp
613,Pfeil::N,flecha,šíp
614,Gewehr::N,espingarda,puška
615,Gewehr::N,espingarda,ručnice
616,Fehler::N,erro,chyba
617,Fehler::N,falha,chyba
618,Lüge::N,mentira,lež
619,Schaden::N,dano,škoda
620,Schaden::N,estrago,škoda
621,Unglück::N,desgraça,neštěstí
622,Schuld::N,culpa,vina
623,Alter::N,idade,věk
624,Schluss::N,fim,konec
625,Zeit::N,tempo,čas
626,Tag::N,dia,den
627,Morgen::N,manhã,ráno
628,Morgen::N,manhã,jitro
629,Mittag::N,meio-dia,poledne
630,Abend::N,noite,večer
631,Abend::N,tardinha,večer
632,Nacht::N,noite,noc
633,Woche::N,semana,týden
634,Monat::N,mês,měsíc
635,Jahr::N,ano,rok
636,Frühling::N,primavera,jaro
637,Sommer::N,verão,léto
638,Herbst::N,outono,podzim
639,Winter::N,inverno,zima
640,Januar::N,Janeiro,leden
641,Februar::N,Fevereiro,únor
642,März::N,Março,březen
643,April::N,Abril,duben
644,Mai::N,Maio,květen
645,Juni::N,Junho,červen
646,Juli::N,Julho,červenec
647,August::N,Agosto,srpen
648,September::N,Setembro,září
649,Oktober::N,Outubro,říjen
650,November::N,Novembro,listopad
651,Dezember::N,Dezembro,prosinec
652,Montag::N,segunda-feira,pondělí
653,Montag::N,segunda-feira,pondělek
654,Dienstag::N,terça-feira,úterý
655,Mittwoch::N,quarta-feira,středa
656,Donnerstag::N,quinta-feira,čtvrtek
657,Freitag::N,sexta-feira,pátek
658,Samstag::N,sábado,sobota
659,Sonntag::N,domingo,neděle
660,groß::A,grande,velký
661,klein::A,pequeno,malý
662,lang::A,comprido,dlouhý
663,kurz::A,curto,krátký
664,breit::A,largo,široký
665,schmal::A,estreito,úzký
666,dicht::A,denso,hustý
667,dick[Gegenstand]::A,grosso,tlustý
668,dünn::A,delgado,tenký
669,fein::A,fino,jemný
670,fein::A,subtil,jemný
671,fest::A,firme,pevný
672,fest::A,sólido,pevný
673,flach::A,plano,plochý
674,flach::A,plano,placatý
675,glatt::A,liso,hladký
676,hart::A,duro,tvrdý
677,weich::A,mole,měkký
678,rund::A,redondo,kulatý
679,rund::A,redondo,okrouhlý
680,spitz::A,agudo,špičatý
681,scharf::A,afiado,ostrý
682,stumpf::A,rombo,tupý
683,schwer::A,pesado,těžký
684,schön::A,belo,pěkný
685,schön::A,belo,krásný
686,schön::A,bonito,pěkný
687,schön::A,bonito,krásný
688,heiß::A,quente,horký
689,warm::A,quente,teplý
690,kalt::A,frio,studený
691,kühl::A,fresco,chladný
692,frisch::A,fresco,svěží
693,feucht::A,húmido,vlhký
694,nass::A,molhado,mokrý
695,trocken::A,seco,suchý
696,voll::A,cheio,plný
697,leer::A,vazio,prázdný
698,offen::A,aberto,otevřený
699,geschlossen::A,fechado,zavřený
700,sauber::A,limpo,čistý
701,schmutzig::A,sujo,špinavý
702,roh::A,cru,syrový
703,reif::A,maduro,zralý
704,lecker::A,delicioso,chutný
705,süß::A,doce,sladký
706,bitter::A,amargo,hořký
707,sauer::A,azedo,kyselý
708,hell::A,claro,světlý
709,dunkel::A,escuro,temný
710,dunkel::A,sombrio,temný
711,schwarz::A,preto,černý
712,weiß::A,branco,bílý
713,rot::A,vermelho,rudý
714,rot::A,vermelho,červený
715,gelb::A,amarelo,žlutý
716,blau::A,azul,modrý
717,grün::A,verde,zelený
718,grau::A,cinzento,šedý
719,grau::A,cinzento,šedivý
720,bunt::A,colorido,pestrý
721,billig::A,barato,levný
722,billig::A,barato,laciný
723,teuer::A,caro,drahý
724,wertvoll::A,valioso,cenný
725,wertvoll::A,precioso,cenný
726,blind::A,cego,slepý
727,taub::A,surdo,hluchý
728,kräftig::A,forte,silný
729,kräftig::A,poderoso,silný
730,stark::A,forte,silný
731,stark::A,robusto,silný
732,schwach::A,débil,slabý
733,fett::A,gordo,tučný
734,fett::A,gordo,tlustý
735,schlank::A,esbelto,štíhlý
736,hübsch::A,giro,hezký
737,hübsch::A,bonito,hezký
738,böse::A,mau,zlý
739,dumm::A,parvo,hloupý
740,dumm::A,estúpido,hloupý
741,faul::A,preguiçoso,líný
742,fleißig::A,aplicado,pilný
743,fleißig::A,diligente,pilný
744,geizig::A,avarento,lakomý
745,klug::A,prudente,chytrý
746,klug::A,inteligente,chytrý
747,geschickt::A,hábil,šikovný
748,lieb::A,caro,milý
749,lieb::A,querido,milý
750,lustig::A,alegre,veselý
751,sanft::A,suave,mírný
752,sanft::A,brando,mírný
753,hungrig::A,faminto,hladový
754,krank::A,doente,nemocný
755,krank::A,enfermo,nemocný
756,nackt::A,nu,nahý
757,nackt::A,despido,nahý
758,traurig::A,triste,smutný
759,traurig::A,triste,truchlivý
760,lebendig::A,vivo,živý
761,gut::A,bom,dobrý
762,schlecht::A,mau,špatný
763,schlecht::A,ruim,špatný
764,richtig::A,justo,pravý
765,richtig::A,justo,správný
766,richtig::A,correcto,pravý
767,richtig::A,correcto,správný
768,schlimm::A,mau,zlý
769,schlimm::A,grave,zlý
770,wahr::A,verdadeiro,pravdivý
771,alt::A,velho,starý
772,alt::A,antigo,starý
773,neu::A,novo,nový
774,ehemalig::A,antigo,bývalý
775,alt[Lebewesen]::A,velho,starý
776,jung::A,jovem,mladý
777,arm::A,pobre,chudý
778,reich::A,rico,bohatý
779,bekannt::A,conhecido,známý
780,berühmt::A,famoso,slavný
781,berühmt::A,célebre,slavný
782,fremd::A,alheio,cizí
783,fremd::A,estranho,cizí
784,verschieden::A,diverso,různý
785,verschieden::A,diverso,rozličný
786,verschieden::A,diferente,různý
787,verschieden::A,diferente,rozličný
788,nah::A,próximo,blízký
789,fern::A,remoto,daleký
790,fern::A,distante,daleký
791,linker::A,esquerdo,levý
792,rechter::A,direito,pravý
793,anderer::A,outro,jiný
794,erster::A,primeiro,první
795,zweiter::A,segundo,druhý
796,dritter::A,terceiro,třetí
797,letzter::A,final,poslední
798,letzter::A,último,poslední
799,allein::ADV,só,sám
800,auf einmal::ADV,de vez,najednou
801,zusammen::ADV,juntos,spolu
802,zusammen::ADV,juntos,dohromady
803,lange::ADV,muito tempo,dlouho
804,plötzlich::ADV,de repente,vtom
805,plötzlich::ADV,de repente,náhle
806,sofort::ADV,imediatamente,hned
807,sofort::ADV,imediatamente,ihned
808,später::ADV,mais tarde,později
809,jetzt::ADV,agora,teď
810,jetzt::ADV,agora,nyní
811,heute::ADV,hoje,dnes
812,heute::ADV,hoje,dneska
813,morgen::ADV,amanhã,zítra
814,bald::ADV,logo,brzo
815,bald::ADV,breve,brzo
816,dann::ADV,então,pak
817,dann::ADV,então,potom
818,dann::ADV,depois,pak
819,dann::ADV,depois,potom
820,gestern::ADV,ontem,včera
821,einst::ADV,antigamente,kdysi
822,damals::ADV,então,tehdy
823,damals::ADV,então,tenkrát
824,danach::ADV,logo,podle toho
825,danach::ADV,depois,podle toho
826,vorher::ADV,antes,dříve
827,vorher::ADV,antes,napřed
828,zuerst::ADV,primeiro,nejprve
829,zuerst::ADV,primeiro,nejdříve
830,einmal::ADV,uma vez,jednou
831,manchmal::ADV,às vezes,někdy
832,oft::ADV,muitas vezes,často
833,immer::ADV,sempre,vždy
834,immer::ADV,sempre,stále
835,niemals::ADV,nunca,nikdy
836,hier::ADV,cá,zde
837,hier::ADV,cá,tady
838,hier::ADV,aqui,zde
839,hier::ADV,aqui,tady
840,hierhin::ADV,para cá,sem
841,von hier::ADV,daqui,odtud
842,dort::ADV,lá,tam
843,dort::ADV,ali,tam
844,dorthin::ADV,lá,tam
845,dorthin::ADV,para lá,tam
846,geradeaus::ADV,em frente,rovně
847,vorwärts::ADV,avante,kupředu
848,rückwärts::ADV,para trás,zpět
849,zurück::ADV,atrás,zpět
