,Concept_ID,ps,es
125,Küste::N,ساحل,costa
126,Festland::N,وچه,tierra firme
127,Meer::N,بحر,mar
128,Meer::N,سمندر,mar
129,Bucht::N,کارۍ,cala
130,Bucht::N,کارۍ,bahía
131,Insel::N,ټاپو,isla
132,Insel::N,جزيره,isla
133,Blume::N,ګل,flor
134,Gras::N,واښه,hierba
135,Wurzel::N,ریښه,raíz
136,Baum::N,ونه,árbol
137,Stamm::N,ډډ,tronco
138,Rinde::N,پوستکی,corteza
139,Ast::N,ښاخ,rama
140,Zweig::N,څانګه,ramo
141,Blatt::N,پاڼه,hoja
142,Birke::N,توس,abedul
143,Kiefer[Baum]::N,نښتر,pino
144,Weide[Baum]::N,وله,sauce
145,Tanne::N,ناجو,abeto
146,Horn::N,ښکر,asta
147,Horn::N,ښکر,cuerno
148,Feder::N,بڼکه,pluma
149,Fell::N,پوستکی,piel
150,Flügel::N,وزر,ala
151,Klaue::N,پنجه,garra
152,Klaue::N,منګول,garra
153,Kralle::N,پنجه,uña
154,Kralle::N,پنجه,garra
155,Kralle::N,منګول,uña
156,Kralle::N,منګول,garra
157,Schwanz::N,لکۍ,cola
158,Ei::N,وۍ,huevo
159,Ei::N,هګۍ,huevo
160,Nest::N,جاله,nido
161,Bau::N,کاز,madriguera
162,Tier::N,ژوی,animal
163,Tier::N,حیوان,animal
164,Herde::N,رمه,rebaño
165,Herde::N,غېله,rebaño
166,Kuh::N,غوا,vaca
167,Bulle::N,غوئی,toro
168,Pferd::N,آس,caballo
169,Schaf::N,پسه,oveja
170,Schwein::N,سرکوزی,cerdo
171,Hund::N,سپی,perro
172,Katze::N,پشه,gato
173,Bär::N,خرس,oso
174,Eichhörnchen::N,خړ لمی,ardilla
175,Elch::N,ګوزن,alce
176,Fuchs::N,سپلم,zorro
177,Hase::N,سوی,liebre
178,Maus::N,مږک,ratón
179,Wolf::N,لېوه,lobo
180,Vogel::N,مرغه,ave
181,Vogel::N,مرغه,pájaro
182,Schwarm::N,سېل,bandada
183,Huhn::N,چرګه,gallina
184,Hahn::N,چرګ,gallo
185,Gans::N,بته,oca
186,Gans::N,بته,ganso
187,Adler::N,عقاب,águila
188,Ente::N,ایلۍ,pato
189,Eule::N,ګونګی,lechuza
190,Kranich::N,کلنګ,grulla
191,Krähe::N,کارغه,corneja
192,Kuckuck::N,فاخته,cuco
193,Schwan::N,قو,cisne
194,Fisch::N,کب,pez
195,Fisch::N,ماهی,pez
196,Schlange[Tier]::N,مار,serpiente
197,Wurm::N,چینجی,gusano
198,Spinne::N,غڼه,araña
199,Spinne::N,تارکښ,araña
200,Ameise::N,مېږی,hormiga
201,Laus::N,سپږه,piojo
202,Mücke::N,ماشی,mosquito
203,Fliege::N,مچ,mosca
204,Schmetterling::N,پتنګ,mariposa
205,Beere::N,مېوۍ,baya
206,Apfel::N,مڼه,manzana
207,Pilz::N,خرېړی,seta
208,Pilz::N,خرېړی,hongo
209,Zwiebel::N,پیاز,cebolla
210,Saat::N,تخم,siembra
211,Korn::N,تخم,grano
212,Korn::N,دانه,grano
213,Heu::N,بوس,heno
214,Heu::N,پروړه,heno
215,Schale::N,پوستکی,cáscara
216,Grube::N,کنده,foso
217,Falle::N,دام,trampa
218,Falle::N,لومه,trampa
219,Schlinge::N,کړۍ,lazo
220,Spur::N,نښه,huella
221,Asche::N,آس,ceniza
222,Asche::N,ایره,ceniza
223,Dreck::N,ناپاکي,suciedad
224,Eisen::N,اوسپنه,hierro
225,Gold::N,سره زر,oro
226,Silber::N,نقره,plata
227,Silber::N,سپین زر,plata
228,Kohle::N,سکور,carbón
229,Kohle::N,سکاره,carbón
230,Glas::N,ښيښه,vidrio
231,Glas::N,ښيښه,cristal
232,Lehm::N,خټه,barro
233,Sand::N,شګه,arena
234,Mensch::N,انسان,hombre
235,Mensch::N,انسان,ser humano
236,Mann::N,سړی,hombre
237,Mann::N,نارینه,hombre
238,Frau::N,ښځه,mujer
239,Kind::N,بچی,niño
240,Kind::N,ماشوم,niño
241,Junge::N,هلک,chico
242,Junge::N,هلک,muchacho
243,Mädchen::N,نجلۍ,chica
244,Mädchen::N,نجلۍ,muchacha
245,Familie::N,کورنۍ,familia
246,Großvater::N,بابا,abuelo
247,Großmutter::N,انا,abuela
248,Eltern::N,مور او پلار,padres
249,Vater::N,پلار,padre
250,Mutter::N,مور,madre
251,Sohn::N,زوی,hijo
252,Tochter::N,لور,hija
253,Bruder::N,ورور,hermano
254,Schwester::N,خور,hermana
255,Onkel::N,تره,tío
256,Onkel::N,ماما,tío
257,Tante::N,خاله,tía
258,Ehemann::N,مېړه,esposo
259,Ehefrau::N,مېرمن,esposa
260,Freude::N,خوشحالي,placer
261,Freude::N,خوشحالي,alegría
262,Gelächter::N,خندا,risa
263,Gelächter::N,خندا,carcajada
264,Glück::N,بخت,felicidad
265,Kummer::N,غم,pena
266,Wunsch::N,هيله,deseo
267,Wunsch::N,غوښتنه,deseo
268,Lust::N,شوق,ganas
269,Lust::N,مینه,ganas
270,Geist::N,روح,mente
271,Geist::N,روح,espíritu
272,Gedanke::N,فکر,idea
273,Gedanke::N,فکر,pensamiento
274,Gedächtnis::N,یاد,memoria
275,Gedächtnis::N,حافظه,memoria
276,Verstand::N,عقل,razón
277,Verstand::N,عقل,entendimiento
278,Verstand::N,شعور,razón
279,Verstand::N,شعور,entendimiento
280,Sinn::N,معنی,sentido
281,Sinn::N,معنی,significado
282,Grund::N,علت,causa
283,Grund::N,اساس,causa
284,Wahrheit::N,حقیقت,verdad
285,Gespräch::N,مرکه,conversación
286,Gespräch::N,خبرې اترې,conversación
287,Märchen::N,افسانه,cuento
288,Erzählung::N,قصه,cuento
289,Erzählung::N,قصه,narración
290,Erzählung::N,کیسه,cuento
291,Erzählung::N,کیسه,narración
292,Nachricht::N,خبر,mensaje
293,Neuigkeit::N,نوی خبر,noticia
294,Name::N,نوم,nombre
295,Rätsel::N,کیسۍ,acertijo
296,Rätsel::N,کیسۍ,adivinanza
297,Rätsel::N,چیستان,acertijo
298,Rätsel::N,چیستان,adivinanza
299,Rede::N,وینا,discurso
300,Sprache::N,ژبه,lengua
301,Stimme::N,غږ,voz
302,Stimme::N,اواز,voz
303,Wort::N,لغت,palabra
304,Wort::N,کلمه,palabra
305,Zeichen::N,نښه,señal
306,Zeichen::N,اشاره,señal
307,Ruf::N,ږغ,llamada
308,Ruf::N,بلنه,llamada
309,Lärm::N,غالمغال,ruido
310,Lärm::N,غالمغال,barullo
311,Laut::N,ږغ,sonido
312,Ton::N,اواز,tono
313,Lied::N,غزله,canción
314,Lied::N,سندره,canción
315,Ruhe::N,ارامي,calma
316,Ruhe::N,ارامي,silencio
317,Leute::N,خلک,gente
318,Volk::N,ولس,pueblo
319,Arbeit::N,کار,trabajo
320,Gast::N,مېلمه,huésped
321,Gast::N,مېلمه,invitado
322,Geschenk::N,تحفه,regalo
323,Geschenk::N,سوغات,regalo
324,Spiel::N,لوبه,juego
325,Gesellschaft::N,ډله,compañía
326,Hilfe::N,کومک,ayuda
327,Hilfe::N,کومک,socorro
328,Hilfe::N,مرسته,ayuda
329,Hilfe::N,مرسته,socorro
330,Freund::N,ملګری,amigo
331,Kamerad::N,انډيوال,camarada
332,Kamerad::N,انډيوال,compañero
333,Angelegenheit::N,موضوع,asunto
334,Anzahl::N,شمېر,cantidad
335,Anzahl::N,تعداد,cantidad
336,Art::N,ډول,tipo
337,Art::N,ډول,clase
338,Stück::N,ټوټه,pieza
339,Teil::N,برخه,parte
340,Hälfte::N,نیم,mitad
341,Kreis::N,دایره,círculo
342,Kreuz::N,صلیب,cruz
343,Linie::N,خط,línea
344,Linie::N,لیکه,línea
345,Strich::N,کرښه,raya
346,Strich::N,کرښه,trazo
347,Abstand::N,فاصله,distancia
348,Entfernung::N,واټن,distancia
349,Gegend::N,سیمه,región
350,Gegend::N,سیمه,comarca
351,Gegend::N,منطقه,región
352,Gegend::N,منطقه,comarca
353,Platz::N,ځای,espacio
354,Ort::N,ځای,sitio
355,Seite::N,مخ,lado
356,Seite::N,مخ,costado
357,Seite::N,اړخ,lado
358,Seite::N,اړخ,costado
359,Mitte::N,وسط,medio
360,Mitte::N,وسط,centro
361,Mitte::N,مینځ,medio
362,Mitte::N,مینځ,centro
363,Gegenstand::N,شی,objeto
364,Sache::N,شی,cosa
365,Sache::N,څيز,cosa
366,Rand::N,څنډه,borde
367,Rand::N,کناره,borde
368,Kante::N,اړخ,borde
369,Ecke::N,ګوټ,esquina
370,Spitze::N,څوکه,punta
371,Ende::N,څوکه,cabo
372,Ende::N,څوکه,extremo
373,Loch::N,سوری,agujero
374,Loch::N,سوری,abertura
375,Winkel::N,کنج,ángulo
376,Winkel::N,کوتی,ángulo
377,Muster::N,نمونه,dibujo
378,Größe::N,قد,tamaño
379,Größe::N,لويوالی,tamaño
380,Länge::N,طول,longitud
381,Länge::N,اوږد والی,longitud
382,Höhe::N,جګوالی,altura
383,Höhe::N,جګوالی,altitud
384,Gewicht::N,وزن,peso
385,Menge::N,اندازه,cantidad
386,Haufen::N,کوټه,montón
387,Reihe::N,صف,fila
388,Reihe::N,کتار,fila
389,Boot::N,قايق,bote
390,Boot::N,قايق,barca
391,Ruder::N,چپه,remo
392,Schlitten::N,ښویېدونی,trineo
393,Ski::N,سکي,esquí
394,Lagerfeuer::N,اور,hoguera
395,Last::N,بار,carga
396,Last::N,پېټی,carga
397,Gang::N,تګ,marcha
398,Schritt::N,ګام,paso
399,Norden::N,شمال,norte
400,Süden::N,سوېل,sur
401,Westen::N,لوېدېځ,oeste
402,Osten::N,شرق,este
403,Osten::N,ختیځ,este
404,Holz::N,لرګی,madera
405,Brett::N,تخته,tabla
406,Platte::N,تخته,placa
407,Platte::N,تخته,plancha
408,Stütze::N,تکیوان,sostén
409,Stütze::N,تکیوان,soporte
410,Stange::N,ډاګه,vara
411,Stange::N,ډاګه,percha
412,Stock::N,لرګی,palo
413,Stock::N,لرګی,bastón
414,Stab::N,چيخله,vara
415,Stab::N,چيخله,bastón
416,Rohr::N,نل,tubo
417,Haus::N,کور,casa
418,Heim::N,کور,hogar
419,Ofen::N,تودنۍ,estufa
420,Fußboden::N,غولی,suelo
421,Tisch::N,مېز,mesa
422,Stuhl::N,چوکۍ,silla
423,Wiege::N,زانګو,cuna
424,Bett::N,کټ,cama
425,Bett::N,چپرکټ,cama
426,Regal::N,تاخچۍ,estantería
427,Kiste::N,صندوق,caja
428,Fenster::N,کړکۍ,ventana
429,Tür::N,دروازه,puerta
430,Tor::N,دروازه,puerta
431,Zaun::N,کټاره,valla
432,Zaun::N,کټاره,cercado
433,Dach::N,بام,techo
434,Dach::N,بام,tejado
435,Leiter::N,زينه,escalera
436,Besen::N,جارو,escoba
437,Spaten::N,یوم,pala
438,Schaufel::N,بېلچه,pala
439,Schaufel::N,بېلچه,paleta
440,Gabel::N,پنجه,tenedor
441,Löffel::N,کاشوغه,cuchara
442,Messer::N,چاقو,cuchillo
443,Nagel::N,ميخ,clavo
444,Netz::N,جال,red
445,Haken::N,څنګک,gancho
446,Haken::N,څنګک,corchete
447,Griff::N,لاستی,asa
448,Griff::N,لاستی,mango
449,Schloss::N,کلپ,cerradura
450,Bild::N,رسم,imagen
451,Figur::N,قدوقامت,figura
452,Puppe::N,ګوډۍ,muñeca
453,Beutel::N,کڅوړه,bolsa
454,Bündel::N,دسته,haz
455,Tasche::N,بکس,bolso
456,Tasche::N,توبره,bolso
457,Eimer::N,سطل,cubo
458,Deckel::N,سرپوښ,tapa
459,Deckel::N,سرپوښ,tapadera
460,Geschirr::N,لوښی,vajilla
461,Sack::N,جوال,saco
462,Tasse::N,پیاله,taza
463,Topf::N,دېګی,olla
464,Topf::N,دېګی,marmita
465,Kessel::N,دېګ,caldera
466,Essen::N,خوراک,comida
467,Nahrung::N,خوراک,alimento
468,Speise::N,خواړه,plato
469,Fleisch::N,غوښه,carne
470,Getreide::N,غله,cereales
471,Brei::N,اوګره,puré
472,Brei::N,اوګره,papilla
473,Brot::N,ډوډۍ,pan
474,Scheibe::N,مړۍ,lonja
475,Scheibe::N,مړۍ,rebanada
476,Fett::N,غوړي,grasa
477,Butter::N,کوچ,mantequilla
478,Öl::N,تېل,aceite
479,Salz::N,مالګه,sal
480,Suppe::N,شوربا,sopa
481,Honig::N,شات,miel
482,Milch::N,شوده,leche
483,Tee::N,چای,té
484,Leder::N,څرمن,cuero
485,Wolle::N,پشم,lana
486,Stoff::N,ټوټه,tela
487,Stoff::N,ټوټه,tejido
488,Nadel::N,ستن,aguja
489,Faden::N,تار,hilo
490,Knopf::N,تڼۍ,botón
491,Knopf::N,تکمه,botón
492,Knoten::N,غوټه,nudo
493,Farbe::N,رنګ,pintura
494,Kleidung::N,کالي,ropa
495,Kleidung::N,کالي,vestidos
496,Hemd::N,کميس,camisa
497,Kragen::N,غاړه,cuello
498,Ärmel::N,لستوڼی,manga
499,Hose::N,پطلون,pantalón
500,Gürtel::N,کمربند,cinturón
501,Mütze::N,خولۍ,gorro
502,Schuh::N,بوټ,zapato
503,Stiefel::N,موزه,bota
504,Ring::N,ګوته,anillo
505,Band::N,فيته,cinta
506,Kamm::N,ګمنځ,peine
507,Spiegel::N,ایینه,espejo
508,Spiegel::N,هنداره,espejo
509,Riemen::N,تسمه,correa
510,Schnur::N,مزی,cuerda
511,Leine::N,رسۍ,correa
512,Decke::N,بړستن,manta
513,Kissen::N,بالښت,almohada
514,Tuch::N,ټیکری,pañuelo
515,Handtuch::N,دسمال,toalla
516,Kraft::N,زور,fuerza
517,Kraft::N,توان,fuerza
518,Stärke::N,قوت,fuerza
519,Gesundheit::N,صحت,salud
520,Gesundheit::N,روغتیا,salud
521,Krankheit::N,مرض,enfermedad
522,Krankheit::N,ناروغي,enfermedad
523,Schmerz::N,درد,dolor
524,Wunde::N,ټپ,llaga
525,Wunde::N,ټپ,herida
526,Wunde::N,زخم,llaga
527,Wunde::N,زخم,herida
528,Fieber::N,تبه,fiebre
529,Arznei::N,دوا,medicina
530,Arznei::N,دوا,medicamento
531,Arznei::N,دارو,medicina
532,Arznei::N,دارو,medicamento
533,Brücke::N,پول,puente
534,Brunnen::N,څاه,pozo
535,Brunnen::N,کوهی,pozo
536,Weide::N,وله,pasto
537,Pfad::N,تړه,sendero
538,Weg::N,لیار,camino
539,Straße::N,سړک,vía
540,Straße::N,سړک,carretera
541,Dorf::N,کلی,aldea
542,Dorf::N,کلی,pueblo
543,Stadt::N,ښار,ciudad
544,Brief::N,لیک,carta
545,Brief::N,مکتوب,carta
546,Buch::N,کتاب,libro
547,Buchstabe::N,حرف,letra
548,Buchstabe::N,حرف,carácter
549,Buchstabe::N,توری,letra
550,Buchstabe::N,توری,carácter
551,Zeitung::N,اخبار,diario
552,Zeitung::N,اخبار,periódico
553,Leben::N,ژوند,vida
554,Tod::N,مرګ,muerte
555,Tod::N,مړینه,muerte
556,Grab::N,قبر,tumba
557,Grab::N,قبر,sepulcro
558,Grab::N,ډورۍ,tumba
559,Grab::N,ډورۍ,sepulcro
560,Kirche::N,کلیسا,iglesia
561,Sünde::N,ګناه,pecado
562,Gott::N,خدای,dios
563,Arbeiter::N,کاریګر,obrero
564,Arbeiter::N,کاریګر,trabajador
565,Chef::N,آمر,jefe
566,Meister::N,استاد,maestro
567,Arzt::N,طبیب,médico
568,Arzt::N,ډاکټر,médico
569,Lehrer::N,معلم,profesor
570,Lehrer::N,ښوونکی,profesor
571,Geld::N,پیسې,dinero
572,Geschäft::N,سوداګري,negocio
573,Laden::N,دکان,tienda
574,Laden::N,مغازه,tienda
575,Preis::N,بیه,precio
576,Ware::N,مال,mercancía
577,Nutzen::N,ګټه,provecho
578,Reichtum::N,شتمني,riqueza
579,Welt::N,نړۍ,mundo
580,Welt::N,دنیا,mundo
581,Land::N,هېواد,país
582,Staat::N,دولت,Estado
583,König::N,باچا,rey
584,König::N,پادشاه,rey
585,Macht::N,قدرت,poder
586,Macht::N,قدرت,potencia
587,Grenze::N,حد,frontera
588,Grenze::N,سرحد,frontera
589,Krieg::N,جګړه,guerra
590,Feind::N,دښمن,enemigo
591,Gewalt::N,زور,violencia
592,Gewalt::N,تشدد,violencia
593,Kampf::N,جنګ,lucha
594,Kampf::N,جنګ,combate
595,Kampf::N,مبارزه,lucha
596,Kampf::N,مبارزه,combate
597,Bogen[Waffe]::N,لیندۍ,arco
598,Pfeil::N,غشی,flecha
599,Gewehr::N,ټوپک,fusil
600,Gewehr::N,ټوپک,escopeta
601,Fehler::N,خطا,error
602,Fehler::N,غلطي,error
603,Lüge::N,دروغ,mentira
604,Schaden::N,زیان,daño
605,Schaden::N,تاوان,daño
606,Unglück::N,بدبختي,desgracia
607,Schuld::N,ګناه,culpa
608,Alter::N,منګ,edad
609,Schluss::N,اخر,fin
610,Schluss::N,اخر,final
611,Zeit::N,وخت,tiempo
612,Tag::N,ورځ,día
613,Morgen::N,سبا,mañana
614,Morgen::N,سهار,mañana
615,Mittag::N,غرمه,mediodía
616,Abend::N,ماښام,noche
617,Nacht::N,شپه,noche
618,Woche::N,اونۍ,semana
619,Monat::N,مياشت,mes
620,Jahr::N,کال,año
621,Frühling::N,پسرلی,primavera
622,Sommer::N,دوبی,verano
623,Herbst::N,منی,otoño
624,Herbst::N,خزان,otoño
625,Winter::N,ژمی,invierno
626,Januar::N,جنوري,enero
627,Februar::N,فبروري,febrero
628,März::N,مارچ,marzo
629,April::N,اپریل,abril
630,Mai::N,مې,mayo
631,Juni::N,جون,junio
632,Juli::N,جولای,julio
633,August::N,اګست,agosto
634,September::N,سپټامبر,septiembre
635,Oktober::N,اکتوبر,octubre
636,November::N,نومبر,noviembre
637,Dezember::N,دسمبر,diciembre
638,Montag::N,دوشنبه,lunes
639,Dienstag::N,سه شنبه,martes
640,Mittwoch::N,چارشنبه,miércoles
641,Donnerstag::N,پنجشنبه,jueves
642,Freitag::N,جمعه,viernes
643,Samstag::N,خالي,sábado
644,Sonntag::N,یکشنبه,domingo
645,groß::A,لوی,grande
646,klein::A,وړوکی,pequeño
647,lang::A,اوړد,largo
648,kurz::A,لنډ,corto
649,breit::A,پراخه,ancho
650,schmal::A,تنګ,estrecho
651,dicht::A,ګڼ,denso
652,dick[Gegenstand]::A,پنډ,grueso
653,dünn::A,نری,fino
654,dünn::A,نری,delgado
655,fein::A,نازک,fino
656,fein::A,نازک,delicado
657,fest::A,کلک,firme
658,fest::A,کلک,sólido
659,fest::A,ټینګ,firme
660,fest::A,ټینګ,sólido
661,flach::A,هوار,plano
662,glatt::A,ښوی,liso
663,hart::A,کلک,duro
664,weich::A,نرم,muelle
665,weich::A,پوست,muelle
666,rund::A,ګرد,redondo
667,spitz::A,تېره,agudo
668,spitz::A,تېره,apuntado
669,scharf::A,تېز,agudo
670,scharf::A,تېز,afilado
671,scharf::A,تېره,agudo
672,scharf::A,تېره,afilado
673,stumpf::A,پڅ,sin filo
674,schwer::A,دروند,pesado
675,schön::A,ښکلی,bello
676,schön::A,ښکلی,hermoso
677,heiß::A,تود,caluroso
678,warm::A,تود,cálido
679,warm::A,تود,caliente
680,kalt::A,ېخ,frío
681,kalt::A,سوړ,frío
682,kühl::A,ېخ,fresco
683,kühl::A,سوړ,fresco
684,frisch::A,تازه,fresco
685,feucht::A,مرطوب,húmedo
686,nass::A,لوند,mojado
687,trocken::A,وچ,seco
688,voll::A,ډک,lleno
689,leer::A,خالی,vacío
690,offen::A,خلاص,abierto
691,offen::A,پرانیستی,abierto
692,geschlossen::A,تړلی,cerrado
693,sauber::A,پاک,limpio
694,schmutzig::A,چټل,sucio
695,roh::A,خام,crudo
696,reif::A,پوخ,maduro
697,reif::A,رسېدلی,maduro
698,lecker::A,خوندور,rico
699,lecker::A,خوندور,sabroso
700,lecker::A,مزه دار,rico
701,lecker::A,مزه دار,sabroso
702,süß::A,خوږ,dulce
703,süß::A,شیرین,dulce
704,bitter::A,تریخ,amargo
705,sauer::A,ټاک,agrio
706,sauer::A,تريو,agrio
707,hell::A,روڼ,claro
708,hell::A,روښان,claro
709,dunkel::A,تیاره,oscuro
710,schwarz::A,تور,negro
711,weiß::A,سپين,blanco
712,rot::A,سور,rojo
713,gelb::A,زېړ,amarillo
714,blau::A,شین,azul
715,blau::A,اسماني رنګه,azul
716,grün::A,زرغون,verde
717,grau::A,خړ,gris
718,bunt::A,رنګارنګ,multicolor
719,billig::A,ارزان,barato
720,teuer::A,ګران,caro
721,wertvoll::A,قیمتي,valioso
722,wertvoll::A,قیمتي,precioso
723,blind::A,ړوند,ciego
724,taub::A,کوڼ,sordo
725,kräftig::A,قوی,fuerte
726,stark::A,قوی,fuerte
727,stark::A,قوی,vigoroso
728,stark::A,تکړه,fuerte
729,stark::A,تکړه,vigoroso
730,schwach::A,ضعیف,débil
731,schwach::A,کمزوری,débil
732,fett::A,چاغ,obeso
733,schlank::A,خوش اندام,esbelto
734,hübsch::A,ښکلی,mono
735,hübsch::A,ښکلی,guapo
736,hübsch::A,ښایسته,mono
737,hübsch::A,ښایسته,guapo
738,böse::A,شریر,malo
739,böse::A,قهرناک,malo
740,dumm::A,احمق,tonto
741,dumm::A,احمق,estúpido
742,faul::A,لټ,vago
743,faul::A,لټ,perezoso
744,faul::A,تنبل,vago
745,faul::A,تنبل,perezoso
746,fleißig::A,زحمت کښ,aplicado
747,fleißig::A,زحمت کښ,diligente
748,geizig::A,بخیل,avaro
749,klug::A,عاقل,sensato
750,klug::A,عاقل,inteligente
751,klug::A,هوښیار,sensato
752,klug::A,هوښیار,inteligente
753,geschickt::A,ماهر,hábil
754,lieb::A,عزیز,querido
755,lieb::A,محبوب,querido
756,lustig::A,خوشحال,alegre
757,sanft::A,پوست,suave
758,sanft::A,ملایم,suave
759,hungrig::A,وږی,hambriento
760,krank::A,مريض,enfermo
761,krank::A,ناروغ,enfermo
762,nackt::A,لوڅ,desnudo
763,traurig::A,غمجن,triste
764,lebendig::A,ژوندی,vivo
765,lebendig::A,ژوندی,viviente
766,gut::A,ښه,bueno
767,schlecht::A,بد,malo
768,schlecht::A,خراب,malo
769,richtig::A,سم,justo
770,richtig::A,سم,correcto
771,richtig::A,صحیح,justo
772,richtig::A,صحیح,correcto
773,schlimm::A,بد,malo
774,schlimm::A,بد,grave
775,schlimm::A,مخوف,malo
776,schlimm::A,مخوف,grave
777,wahr::A,واقعي,verídico
778,wahr::A,واقعي,verdadero
779,alt::A,زوړ,viejo
780,neu::A,نوی,nuevo
781,ehemalig::A,پخوانی,antiguo
782,alt[Lebewesen]::A,زوړ,viejo
783,jung::A,ځوان,joven
784,arm::A,غریب,pobre
785,arm::A,بې وزله,pobre
786,reich::A,شتمن,rico
787,reich::A,دولتمند,rico
788,bekannt::A,اشنا,conocido
789,berühmt::A,مشهور,famoso
790,berühmt::A,مشهور,célebre
791,fremd::A,پردی,extraño
792,fremd::A,بېګانه,extraño
793,verschieden::A,مختلف,diverso
794,verschieden::A,مختلف,distinto
795,verschieden::A,مختلف,diferente
796,nah::A,نژدې,cercano
797,fern::A,لیری,lejano
798,linker::A,چپ,izquierdo
799,linker::A,کیڼ,izquierdo
800,rechter::A,ښی,derecho
801,anderer::A,بل,otro
802,erster::A,لومړی,primero
803,zweiter::A,دوهم,segundo
804,dritter::A,درېم,tercero
805,letzter::A,آخرنی,último
806,letzter::A,وروستی,último
807,allein::ADV,یوازې,a solo
