,Concept_ID,ga,ru
91,Licht::N,solas,свет
92,Schatten::N,scáth,тень
93,Wetter::N,aimsir,погода
94,Nebel::N,ceo,туман
95,Wolke::N,néal,облако
96,Wolke::N,scamall,облако
97,Regen::N,báisteach,дождь
98,Regen::N,fearthainn,дождь
99,Schnee::N,sneachta,снег
100,Eis::N,oighear,лед
101,Frost::N,sioc,мороз
102,Kälte::N,fuacht,холод
103,Hitze::N,teas,жара
104,Hitze::N,teocht,жара
105,Raureif::N,sioc bán,иней
106,Regenbogen::N,stua ceatha,радуга
107,Regenbogen::N,bogha báistí,радуга
108,Donner::N,toirneach,гром
109,Strömung::N,sruth,течение
110,Tropfen::N,deoir,капля
111,Schaum::N,cúr,пена
112,Schmutz::N,salachar,грязь
113,See::N,loch,озеро
114,Sumpf::N,portach,топь
115,Moor::N,caorán,болото
116,Moor::N,móinteán,болото
117,Wiese::N,cluain,луг
118,Wiese::N,móinéar,луг
119,Wald::N,coill,лес
120,Wald::N,foraois,лес
121,Hügel::N,ard,холм
122,Anhöhe::N,ard,возвышенность
123,Anhöhe::N,ardán,возвышенность
124,Berg::N,sliabh,гора
125,Gipfel::N,barr,вершина
126,Gipfel::N,mullach,вершина
127,Höhle::N,uaimh,пещера
128,Höhle::N,pluais,пещера
129,Abhang::N,fána,склон
130,Quelle::N,foinse,источник
131,Bach::N,sruthán,ручей
132,Fluss::N,abhainn,река
133,Ufer::N,bruach,берег
134,Küste::N,cósta,побережье
135,Küste::N,cladach,побережье
136,Festland::N,míntír,суша
137,Meer::N,muir,море
138,Meer::N,farraige,море
139,Bucht::N,bá,бухта
140,Bucht::N,cuan,бухта
141,Insel::N,inis,остров
142,Insel::N,oileán,остров
143,Blume::N,bláth,цветок
144,Gras::N,féar,трава
145,Wurzel::N,rúta,корень
146,Wurzel::N,fréamh,корень
147,Baum::N,crann,дерево
148,Stamm::N,stoc,ствол
149,Stamm::N,tamhan,ствол
150,Rinde::N,coirt,кора
151,Rinde::N,craiceann,кора
152,Ast::N,géag,сук
153,Zweig::N,géag,ветвь
154,Zweig::N,craobh,ветвь
155,Blatt::N,duille,лист
156,Blatt::N,duilleog,лист
157,Birke::N,beith,береза
158,Birke::N,crann beithe,береза
159,Kiefer[Baum]::N,péine,сосна
160,Weide[Baum]::N,saileach,ива
161,Tanne::N,giúis,ель
162,Horn::N,adharc,рог
163,Feder::N,cleite,перо
164,Fell::N,clúmh,шкура
165,Flügel::N,eite,крыло
166,Flügel::N,sciathán,крыло
167,Klaue::N,crúb,коготь
168,Klaue::N,crobh,коготь
169,Kralle::N,crobh,лапа
170,Schwanz::N,eireaball,хвост
171,Ei::N,ubh,яйцо
172,Nest::N,nead,гнездо
173,Bau::N,brocais,нора
174,Tier::N,ainmhí,животное
175,Tier::N,beithíoch,животное
176,Herde::N,tréad,стадо
177,Kuh::N,bó,корова
178,Bulle::N,tarbh,бык
179,Pferd::N,each,лошадь
180,Pferd::N,capall,лошадь
181,Schaf::N,caora,овца
182,Schwein::N,muc,свинья
183,Hund::N,madra,собака
184,Katze::N,cat,кошка
185,Bär::N,béar,медведь
186,Eichhörnchen::N,iora,белка
187,Elch::N,eilc,лось
188,Fuchs::N,sionnach,лиса
189,Fuchs::N,madra rua,лиса
190,Hase::N,giorria,заяц
191,Maus::N,luch,мышь
192,Wolf::N,mac tíre,волк
193,Vogel::N,éan,птица
194,Schwarm::N,saithe,стая
195,Huhn::N,cearc,курица
196,Hahn::N,coileach,петух
197,Gans::N,gé,гусь
198,Adler::N,iolar,орел
199,Ente::N,lacha,утка
200,Eule::N,ulchabhán,сова
201,Kranich::N,grús,журавль
202,Krähe::N,caróg,ворона
203,Krähe::N,préachán,ворона
204,Kuckuck::N,cuach,кукушка
205,Schwan::N,eala,лебедь
206,Fisch::N,iasc,рыба
207,Barsch::N,péirse,окунь
208,Hecht::N,liús,щука
209,Schlange[Tier]::N,nathair,змея
210,Wurm::N,péist,червяк
211,Spinne::N,damhán alla,паук
212,Ameise::N,seangán,муравей
213,Laus::N,míol,вошь
214,Mücke::N,muiscít,комар
215,Mücke::N,corrmhíol,комар
216,Fliege::N,cuil,муха
217,Fliege::N,cuileog,муха
218,Schmetterling::N,féileacán,бабочка
219,Beere::N,caor,ягода
220,Apfel::N,úll,яблоко
221,Pilz::N,beacán,гриб
222,Pilz::N,muisiriún,гриб
223,Zwiebel::N,oinniún,луковица
224,Saat::N,síol,семя
225,Korn::N,gráinne,зерно
226,Heu::N,féar,сено
227,Schale::N,scaimh,шелуха
228,Grube::N,poll,яма
229,Falle::N,gaiste,ловушка
230,Schlinge::N,sealán,силок
231,Spur::N,rian,след
232,Asche::N,luaith,зола
233,Asche::N,luaith,пепел
234,Dreck::N,salachar,грязь
235,Eisen::N,iarann,железо
236,Gold::N,ór,золото
237,Silber::N,airgead,серебро
238,Kohle::N,gual,уголь
239,Glas::N,gloine,стекло
240,Lehm::N,cré,глина
241,Sand::N,gaineamh,песок
242,Mensch::N,duine,человек
243,Mann::N,fear,мужчина
244,Frau::N,bean,женщина
245,Kind::N,gasúr,ребенок
246,Kind::N,páiste,ребенок
247,Junge::N,buachaill,мальчик
248,Mädchen::N,cailín,девочка
249,Familie::N,teaghlach,семья
250,Familie::N,comhluadar,семья
251,Großvater::N,seanathair,дедушка
252,Großmutter::N,seanmháthair,бабушка
253,Eltern::N,tuismitheoirí,родители
254,Vater::N,athair,отец
255,Mutter::N,máthair,мать
256,Sohn::N,mac,сын
257,Tochter::N,iníon,дочь
258,Bruder::N,deartháir,брат
259,Schwester::N,deirfiúr,сестра
260,Onkel::N,uncail,дядя
261,Tante::N,aintín,тетя
262,Ehemann::N,fear céile,муж
263,Ehefrau::N,bean chéile,жена
264,Freude::N,áthas,радость
265,Gelächter::N,gáire,смех
266,Glück::N,séan,счастье
267,Glück::N,sonas,счастье
268,Kummer::N,brón,горе
269,Kummer::N,buairt,горе
270,Wunsch::N,guí,желание
271,Wunsch::N,achainí,желание
272,Lust::N,fonn,влечение
273,Geist::N,meon,дух
274,Geist::N,spiorad,дух
275,Gedanke::N,smaoineamh,мысль
276,Gedächtnis::N,cuimhne,память
277,Verstand::N,ciall,ум
278,Verstand::N,intinn,ум
279,Sinn::N,brí,смысл
280,Sinn::N,ciall,смысл
281,Grund::N,fáth,повод
282,Wahrheit::N,fírinne,правда
283,Gespräch::N,comhrá,беседа
284,Märchen::N,scéal,сказка
285,Erzählung::N,scéal,рассказ
286,Nachricht::N,teachtaireacht,сообщение
287,Neuigkeit::N,scéala,новость
288,Name::N,ainm,имя
289,Rätsel::N,tomhas,загадка
290,Rede::N,óráid,речь
291,Rede::N,aitheasc,речь
292,Sprache::N,teanga,язык
293,Stimme::N,guth,голос
294,Wort::N,focal,слово
295,Zeichen::N,comhartha,знак
296,Ruf::N,glaoch,зов
297,Lärm::N,torann,шум
298,Laut::N,fuaim,звук
299,Ton::N,ton,звучание
300,Lied::N,amhrán,песня
301,Ruhe::N,suaimhneas,покой
302,Leute::N,muintir,люди
303,Volk::N,pobal,народ
304,Arbeit::N,obair,работа
305,Gast::N,aoi,гость
306,Geschenk::N,féirín,подарок
307,Geschenk::N,bronntanas,подарок
308,Spiel::N,cluiche,игра
309,Gesellschaft::N,comhluadar,общество
310,Hilfe::N,cúnamh,помощь
311,Hilfe::N,cabhair,помощь
312,Freund::N,cara,друг
313,Kamerad::N,comrádaí,приятель
314,Angelegenheit::N,ábhar,дело
315,Anzahl::N,líon,количество
316,Art::N,sórt,вид
317,Art::N,saghas,вид
318,Stück::N,píosa,кусок
319,Teil::N,cuid,часть
320,Teil::N,páirt,часть
321,Hälfte::N,leath,половина
322,Kreis::N,ciorcal,круг
323,Kreuz::N,cros,крест
324,Linie::N,líne,линия
325,Strich::N,stríoc,черта
326,Abstand::N,achar,промежуток
327,Entfernung::N,fad,расстояние
328,Gegend::N,ceantar,местность
329,Platz::N,áit,пространство
330,Platz::N,spás,пространство
331,Ort::N,áit,место
332,Seite::N,taobh,сторона
333,Mitte::N,lár,середина
334,Gegenstand::N,ball,предмет
335,Gegenstand::N,ábhar,предмет
336,Sache::N,ní,вещь
337,Sache::N,rud,вещь
338,Rand::N,imeall,край
339,Rand::N,ciumhais,край
340,Kante::N,corr,ребро
341,Kante::N,colbha,ребро
342,Ecke::N,coirnéal,угол
343,Spitze::N,gob,кончик
344,Spitze::N,barr,кончик
345,Ende::N,ceann,конец
346,Ende::N,foirceann,конец
347,Loch::N,poll,дыра
348,Winkel::N,cúinne,угол
349,Winkel::N,uillinn,угол
350,Muster::N,patrún,узор
351,Größe::N,méid,размер
352,Größe::N,toise,размер
353,Länge::N,fad,длина
354,Höhe::N,airde,высота
355,Gewicht::N,meáchan,вес
356,Menge::N,méid,количество
357,Haufen::N,cnap,куча
358,Reihe::N,líne,ряд
359,Reihe::N,sraith,ряд
360,Boot::N,bád,лодка
361,Ruder::N,rámh,весло
362,Ruder::N,maide rámha,весло
363,Schlitten::N,carr sleamhnáin,сани
364,Ski::N,scí,лыжа
365,Lagerfeuer::N,tine champa,костер
366,Last::N,ualach,тяжесть
367,Gang::N,siúlóid,ход
368,Schritt::N,céim,шаг
369,Schritt::N,coiscéim,шаг
370,Norden::N,tuaisceart,север
371,Süden::N,deisceart,юг
372,Westen::N,iarthar,запад
373,Osten::N,oirthear,восток
374,Holz::N,adhmad,древесина
375,Brett::N,clár,доска
376,Platte::N,leac,плита
377,Stütze::N,taca,подпорка
378,Stange::N,polla,жердь
379,Stange::N,cuaille,жердь
380,Stock::N,bata,палка
381,Stock::N,maide,палка
382,Stab::N,maide,шест
383,Stab::N,bachall,шест
384,Rohr::N,píopa,труба
385,Haus::N,teach,дом
386,Heim::N,baile,дом
387,Ofen::N,sornóg,печь
388,Fußboden::N,urlár,пол
389,Tisch::N,bord,стол
390,Tisch::N,tábla,стол
391,Stuhl::N,cathaoir,стул
392,Wiege::N,cliabhán,колыбель
393,Bett::N,leaba,постель
394,Regal::N,seilf,полка
395,Kiste::N,bosca,ящик
396,Fenster::N,fuinneoig,окно
397,Tür::N,doras,дверь
398,Tor::N,geata,ворота
399,Zaun::N,fál,забор
400,Zaun::N,claí,забор
401,Dach::N,díon,крыша
402,Leiter::N,dréimire,лестница
403,Besen::N,scuab,метла
404,Spaten::N,spád,лопата
405,Spaten::N,rámhainn,лопата
406,Schaufel::N,sluasaid,совок
407,Gabel::N,forc,вилка
408,Gabel::N,gabhlóg,вилка
409,Löffel::N,spúnóg,ложка
410,Messer::N,scian,нож
411,Nagel::N,tairne,гвоздь
412,Netz::N,líon,сеть
413,Netz::N,eangach,сеть
414,Haken::N,croch,крюк
415,Griff::N,cos,ручка
416,Griff::N,hanla,ручка
417,Schloss::N,glas,замок
418,Bild::N,pictiúr,картина
419,Figur::N,fíor,фигура
420,Puppe::N,bábóg,кукла
421,Beutel::N,mála,мешок
422,Beutel::N,mealbhóg,мешок
423,Bündel::N,beart,связка
424,Tasche::N,mála,сумка
425,Eimer::N,buicéad,ведро
426,Deckel::N,clár,крышка
427,Deckel::N,claibín,крышка
428,Geschirr::N,soithí,посуда
429,Geschirr::N,gréithe,посуда
430,Sack::N,sac,мешок
431,Sack::N,mála,мешок
432,Tasse::N,cupán,чашка
433,Topf::N,pota,кастрюля
434,Kessel::N,citeal,котел
435,Essen::N,béile,еда
436,Nahrung::N,bia,пища
437,Speise::N,mias,блюдо
438,Speise::N,mias,кушанье
439,Fleisch::N,feoil,мясо
440,Getreide::N,grán,хлеб
441,Getreide::N,arbhar,хлеб
442,Brei::N,brúitín,каша
443,Brot::N,arán,хлеб
444,Scheibe::N,píosa,ломоть
445,Scheibe::N,slisne,ломоть
446,Fett::N,saill,жир
447,Fett::N,méathras,жир
448,Butter::N,im,масло
449,Öl::N,ola,масло
450,Salz::N,salann,соль
451,Suppe::N,sú,суп
452,Suppe::N,anraith,суп
453,Honig::N,mil,мед
454,Milch::N,bainne,молоко
455,Tee::N,tae,чай
456,Leder::N,leathar,кожа
457,Wolle::N,olann,шерсть
458,Stoff::N,éadach,ткань
459,Nadel::N,snáthaid,игла
460,Faden::N,snáth,нитка
461,Knopf::N,cnaipe,пуговица
462,Knoten::N,snaidhm,узел
463,Farbe::N,péint,краска
464,Kleidung::N,éadaí,одежда
465,Hemd::N,léine,рубашка
466,Kragen::N,bóna,воротник
467,Ärmel::N,muinchille,рукав
468,Hose::N,bríste,брюки
469,Hose::N,treabhsar,брюки
470,Gürtel::N,crios,пояс
471,Mütze::N,caipín,шапка
472,Schuh::N,bróg,ботинок
473,Stiefel::N,buatais,сапог
474,Ring::N,fáinne,кольцо
475,Band::N,ribín,лента
476,Kamm::N,cíor,расческа
477,Spiegel::N,scáthán,зеркало
478,Riemen::N,iall,ремень
479,Riemen::N,strapa,ремень
480,Schnur::N,téad,веревка
481,Schnur::N,sreangán,веревка
482,Leine::N,iall,поводок
483,Decke::N,pluid,одеяло
484,Decke::N,blaincéad,одеяло
485,Kissen::N,piliúr,подушка
486,Kissen::N,adhartán,подушка
487,Tuch::N,scaif,платок
488,Handtuch::N,tuáille,полотенце
489,Kraft::N,fórsa,сила
490,Stärke::N,neart,крепость
491,Gesundheit::N,sláinte,здоровье
492,Krankheit::N,tinneas,болезнь
493,Krankheit::N,breoiteacht,болезнь
494,Schmerz::N,pian,боль
495,Wunde::N,goin,рана
496,Fieber::N,fiabhras,лихорадка
497,Fieber::N,fiabhras,температура
498,Arznei::N,cógas,лекарство
499,Brücke::N,droichead,мост
500,Brunnen::N,tobar,колодец
501,Weide::N,féarach,пастбище
502,Pfad::N,cosán,тропа
503,Pfad::N,conair,тропа
504,Weg::N,slí,путь
505,Weg::N,slí,дорога
506,Weg::N,bealach,путь
507,Weg::N,bealach,дорога
508,Straße::N,bóthar,улица
509,Straße::N,bóthar,дорога
510,Dorf::N,sráidbhaile,деревня
511,Stadt::N,baile,город
512,Stadt::N,cathair,город
513,Brief::N,litir,письмо
514,Buch::N,cín,книга
515,Buch::N,leabhar,книга
516,Buchstabe::N,litir,буква
517,Zeitung::N,nuachtán,газета
518,Leben::N,saol,жизнь
519,Leben::N,beatha,жизнь
520,Tod::N,bás,смерть
521,Grab::N,uaigh,могила
522,Kirche::N,eaglais,церковь
523,Sünde::N,peaca,грех
524,Gott::N,dia,бог
525,Arbeiter::N,oibrí,рабочий
526,Chef::N,saoiste,начальник
527,Chef::N,ceannasaí,начальник
528,Meister::N,máistir,мастер
529,Arzt::N,lia,врач
530,Arzt::N,dochtúir,врач
531,Lehrer::N,oide,учитель
532,Lehrer::N,múinteoir,учитель
533,Geld::N,airgead,деньги
534,Geschäft::N,gnó,занятие
535,Laden::N,siopa,магазин
536,Preis::N,praghas,цена
537,Ware::N,earra,товар
538,Nutzen::N,tairbhe,выгода
539,Reichtum::N,rachmas,богатство
540,Reichtum::N,saibhreas,богатство
541,Welt::N,domhan,мир
542,Land::N,tír,страна
543,Staat::N,stát,государство
544,König::N,rí,король
545,Macht::N,cumhacht,власть
546,Grenze::N,críoch,граница
547,Grenze::N,teorainn,граница
548,Krieg::N,cogadh,война
549,Feind::N,namhaid,враг
550,Gewalt::N,foréigean,насилие
551,Kampf::N,troid,борьба
552,Bogen[Waffe]::N,bogha,лук
553,Pfeil::N,saighead,стрела
554,Gewehr::N,gunna,ружье
555,Fehler::N,botún,ошибка
556,Fehler::N,meancóg,ошибка
557,Lüge::N,bréag,ложь
558,Lüge::N,éitheach,ложь
559,Schaden::N,dochar,вред
560,Schaden::N,damáiste,вред
561,Unglück::N,drochrath,беда
562,Schuld::N,locht,вина
563,Schuld::N,milleán,вина
564,Alter::N,aois,возраст
565,Schluss::N,deireadh,окончание
566,Zeit::N,am,время
567,Zeit::N,aimsir,время
568,Tag::N,lá,день
569,Morgen::N,maidin,утро
570,Mittag::N,nóin,полдень
571,Abend::N,tráthnóna,вечер
572,Nacht::N,oíche,ночь
573,Woche::N,seachtain,неделя
574,Monat::N,mí,месяц
575,Jahr::N,bliain,год
576,Frühling::N,earrach,весна
577,Sommer::N,samhradh,лето
578,Herbst::N,fómhar,осень
579,Winter::N,geimhreadh,зима
580,Januar::N,Eanáir,январь
581,Februar::N,Feabhra,февраль
582,März::N,Márta,март
583,April::N,Aibreán,апрель
584,Mai::N,Bealtaine,май
585,Juni::N,Meitheamh,июнь
586,Juli::N,Iúil,июль
587,August::N,Lúnasa,август
588,September::N,Meán Fómhair,сентябрь
589,Oktober::N,Deireadh Fómhair,октябрь
590,November::N,Samhain,ноябрь
591,November::N,Mí na Samhna,ноябрь
592,Dezember::N,Mí na Nollag,декабрь
593,Montag::N,Luan,понедельник
594,Montag::N,Dé Luain,понедельник
595,Dienstag::N,Máirt,вторник
596,Dienstag::N,Dé Máirt,вторник
597,Mittwoch::N,Céadaoin,среда
598,Mittwoch::N,Dé Céadaoin,среда
599,Donnerstag::N,Déardaoin,четверг
600,Freitag::N,Aoine,пятница
601,Freitag::N,Dé hAoine,пятница
602,Samstag::N,Satharn,суббота
603,Samstag::N,Dé Sathairn,суббота
604,Sonntag::N,Domhnach,воскресенье
605,Sonntag::N,Dé Domhnaigh,воскресенье
606,groß::A,mór,большой
607,klein::A,beag,маленький
608,lang::A,fada,длинный
609,kurz::A,gearr,короткий
610,kurz::A,gairid,короткий
611,breit::A,leathan,широкий
612,breit::A,fairsing,широкий
613,schmal::A,cúng,узкий
614,dicht::A,dlúth,густой
615,dick[Gegenstand]::A,tiubh,толстый
616,dünn::A,caol,тонкий
617,dünn::A,tanaí,тонкий
618,fein::A,scáinte,тонкий
619,fein::A,fíneálta,тонкий
620,fest::A,daingean,крепкий
621,flach::A,cothrom,плоский
622,glatt::A,mín,гладкий
623,glatt::A,sleamhain,гладкий
624,hart::A,crua,твердый
625,weich::A,bog,мягкий
626,rund::A,cruinn,круглый
627,spitz::A,gobach,остроконечный
628,spitz::A,biorach,остроконечный
629,scharf::A,géar,острый
630,scharf::A,faobhrach,острый
631,stumpf::A,maol,тупой
632,schwer::A,trom,тяжелый
633,schön::A,álainn,красивый
634,heiß::A,te,жаркий
635,warm::A,te,теплый
636,kalt::A,fuar,холодный
637,kühl::A,fionnuar,прохладный
638,frisch::A,úr,свежий
639,frisch::A,friseáilte,свежий
640,feucht::A,tais,влажный
641,nass::A,fliuch,мокрый
642,trocken::A,tirim,сухой
643,voll::A,lán,полный
644,voll::A,lán,наполненный
645,leer::A,folamh,пустой
646,offen::A,oscailte,открытый
647,geschlossen::A,dúnta,закрытый
648,geschlossen::A,druidte,закрытый
649,sauber::A,glan,чистый
650,schmutzig::A,salach,грязный
651,roh::A,amh,сырой
652,reif::A,aibí,зрелый
653,lecker::A,blasta,вкусный
654,süß::A,milis,сладкий
655,bitter::A,searbh,горький
656,sauer::A,géar,кислый
657,sauer::A,searbh,кислый
658,hell::A,geal,светлый
659,hell::A,soilseach,светлый
660,dunkel::A,dorcha,темный
661,schwarz::A,dubh,черный
662,weiß::A,bán,белый
663,rot::A,dearg,красный
664,gelb::A,buí,желтый
665,blau::A,gorm,синий
666,grün::A,glas,зеленый
667,grün::A,uaine,зеленый
668,grau::A,liath,серый
669,bunt::A,ildathach,пестрый
670,bunt::A,dathannach,пестрый
671,billig::A,saor,дешевый
672,teuer::A,daor,дорогой
673,teuer::A,costasach,дорогой
674,wertvoll::A,luachmhar,ценный
675,blind::A,dall,слепой
676,blind::A,caoch,слепой
677,taub::A,bodhar,глухой
678,kräftig::A,cumhachtach,могучий
679,stark::A,tréan,сильный
680,stark::A,láidir,сильный
681,schwach::A,lag,слабый
682,schwach::A,fann,слабый
683,fett::A,ramhar,жирный
684,schlank::A,caol,стройный
685,schlank::A,seang,стройный
686,hübsch::A,álainn,прелестный
687,hübsch::A,dathúil,прелестный
688,böse::A,olc,злой
689,dumm::A,dúr,глупый
690,dumm::A,amaideach,глупый
691,faul::A,falsa,ленивый
692,faul::A,leisciúil,ленивый
693,fleißig::A,dícheallach,прилежный
694,geizig::A,barainneach,жадный
695,geizig::A,sprionlaithe,жадный
696,klug::A,cliste,умный
697,geschickt::A,oilte,искусный
698,geschickt::A,ealaíonta,искусный
699,lieb::A,dil,милый
700,lieb::A,dílis,милый
701,lustig::A,aerach,веселый
702,lustig::A,meidhreach,веселый
703,sanft::A,bog,нежный
704,sanft::A,séimh,нежный
705,hungrig::A,ocrach,голодный
706,krank::A,tinn,больной
707,krank::A,breoite,больной
708,nackt::A,nocht,голый
709,traurig::A,brónach,грустный
710,lebendig::A,beo,живой
711,gut::A,maith,хороший
712,schlecht::A,dona,плохой
713,schlecht::A,droch-,плохой
714,richtig::A,ceart,правильный
715,schlimm::A,gránna,отвратительный
716,schlimm::A,gránna,мерзкий
717,schlimm::A,tubaisteach,отвратительный
718,schlimm::A,tubaisteach,мерзкий
719,wahr::A,fíor,настоящий
720,alt::A,sean,старый
721,neu::A,úr,новый
722,neu::A,nua,новый
723,ehemalig::A,iar-,бывший
724,ehemalig::A,sean-,бывший
725,alt[Lebewesen]::A,sean,пожилой
726,alt[Lebewesen]::A,aosta,пожилой
727,jung::A,óg,молодой
728,arm::A,bocht,бедный
729,reich::A,saibhir,богатый
730,reich::A,rachmasach,богатый
731,bekannt::A,atá eolas air,знакомый
732,berühmt::A,cailiúil,знаменитый
733,berühmt::A,clúiteach,знаменитый
734,fremd::A,coimhthíoch,чужой
735,verschieden::A,éagsúil,разный
736,verschieden::A,difriúil,разный
737,nah::A,gar,близкий
738,nah::A,deas,близкий
739,fern::A,i bhfad uainn,далекий
740,fern::A,i bhfad i gcéin,далекий
741,linker::A,clé,левый
742,rechter::A,deas,правый
743,anderer::A,eile,другой
744,erster::A,céad,первый
745,zweiter::A,dóú,второй
746,zweiter::A,dara,второй
747,dritter::A,tríú,третий
748,dritter::A,treas,третий
749,letzter::A,déanach,последний
750,letzter::A,deireanach,последний
751,allein::ADV,i d'aonar,один
752,auf einmal::ADV,ag an am céanna,сразу
753,zusammen::ADV,le chéile,вместе
754,zusammen::ADV,in eineacht,вместе
755,lange::ADV,fada,долго
756,plötzlich::ADV,go tobann,вдруг
757,plötzlich::ADV,i dtobainne,вдруг
758,sofort::ADV,ar an toirt,тотчас
759,sofort::ADV,ar an bpointe,тотчас
760,später::ADV,níos déanaí,позже
761,jetzt::ADV,anois,сейчас
762,heute::ADV,inniu,сегодня
763,morgen::ADV,amárach,завтра
764,bald::ADV,go luath,скоро
765,bald::ADV,gan mhoill,скоро
766,dann::ADV,ansin,потом
767,gestern::ADV,inné,вчера
768,einst::ADV,tráth,однажды
769,einst::ADV,uair amháin,однажды
770,damals::ADV,ag an am,тогда
771,damals::ADV,an t-am sin,тогда
772,danach::ADV,ina dhiaidh sin,затем
773,vorher::ADV,cheana,раньше
774,vorher::ADV,roimhe sin,раньше
775,zuerst::ADV,ar dtús,сперва
776,einmal::ADV,uair amháin,раз
777,manchmal::ADV,uaireanta,иногда
778,oft::ADV,minic,часто
779,immer::ADV,i gcónaí,всегда
780,niemals::ADV,riamh,никогда
781,hier::ADV,anseo,здесь
782,hierhin::ADV,anseo,сюда
783,von hier::ADV,an áit seo,отсюда
784,dort::ADV,ann,там
785,dort::ADV,ansin,там
786,dorthin::ADV,ann,туда
787,dorthin::ADV,ansin,туда
788,geradeaus::ADV,ar aghaidh,прямо
789,rückwärts::ADV,siar,назад
790,zurück::ADV,ar ais,обратно
791,unten::ADV,thíos,внизу
792,hinab::ADV,síos,вниз
793,oben::ADV,thuas,наверху
794,hinauf::ADV,suas,вверх
795,überall::ADV,i ngach áit,везде
796,überall::ADV,ar fud na háite,везде
797,nicht::ADV,ní,не
798,nicht::ADV,cha,не
799,ein wenig::ADV,beagán,немного
800,kaum::ADV,ar éigean,едва
801,sehr::ADV,an-,очень
802,so::ADV,chomh,так
803,so::ADV,mar sin,так
804,noch::ADV,fós,еще
805,noch::ADV,go fóill,еще
806,nur::ADV,amháin,только
807,nur::ADV,níl ach,только
808,schon::ADV,cheana,уже
809,schon::ADV,cheana féin,уже
810,wieder::ADV,arís,опять
811,wieder::ADV,athuair,опять
812,vergebens::ADV,amú,напрасно
813,vergebens::ADV,in aisce,напрасно
814,vor::PRP,ar thosach,перед
815,hinter::PRP,laistiar de,за
816,hinter::PRP,laistiar de,позади
817,hinter::PRP,taobh thiar de,за
818,hinter::PRP,taobh thiar de,позади
819,unter::PRP,faoi,под
820,durch::PRP,trí,сквозь
821,neben::PRP,taobh le,возле
822,neben::PRP,in aice le,возле
823,zwischen::PRP,idir,между
824,wegen::PRP,de bharr,из-за
825,wegen::PRP,mar gheall ar,из-за
826,dies::PRN,seo,это
827,das::PRN,sin,то
828,alles::PRN,gach rud,все
829,ich::PRN,mé,я
830,ich::PRN,mise,я
831,du::PRN,tú,ты
