,Concept_ID,he,lez
199,Asche::N,אפר,руьхъ
200,Dreck::N,זהמה,чирк
201,Dreck::N,זהמה,кьуруш
202,Eisen::N,ברזל,ракь
203,Gold::N,זהב,алтун
204,Silber::N,כסף,гимиш
205,Kohle::N,פחם,цӏивин
206,Glas::N,זכוכית,шуьше
207,Lehm::N,חרסית,ччеб
208,Sand::N,חול,къум
209,Mensch::N,אדם,инсан
210,Mann::N,איש,итим
211,Mann::N,גבר,итим
212,Frau::N,אשה,паб
213,Frau::N,אשה,дишегьли
214,Frau::N,גברת,паб
215,Frau::N,גברת,дишегьли
216,Kind::N,ילד,аял
217,Junge::N,ילד,гада
218,Mädchen::N,נערה,руш
219,Familie::N,משפחה,хзан
220,Familie::N,משפחה,килфет
221,Großvater::N,סבא,чӏехи буба
222,Großmutter::N,סבתא,чӏехи диде
223,Eltern::N,הורים,диде-буба
224,Vater::N,אב,буба
225,Mutter::N,אם,диде
226,Sohn::N,בן,хва
227,Tochter::N,בת,руш
228,Bruder::N,אח,стха
229,Schwester::N,אחות,вах
230,Onkel::N,דוד,ими
231,Onkel::N,דוד,халу
232,Tante::N,דודה,эме
233,Tante::N,דודה,хала
234,Ehemann::N,איש,гъуьл
235,Ehemann::N,בעל,гъуьл
236,Ehefrau::N,אשה,паб
237,Freude::N,שמחה,шадвал
238,Gelächter::N,צחוק,хъвер
239,Glück::N,אשר,бахт
240,Kummer::N,יגון,дерт
241,Kummer::N,יגון,хажалат
242,Kummer::N,עגמה,дерт
243,Kummer::N,עגמה,хажалат
244,Wunsch::N,אחול,мурад
245,Wunsch::N,משאלה,мурад
246,Lust::N,חשק,гьевес
247,Lust::N,תשוקה,гьевес
248,Geist::N,רוח,руьгь
249,Gedanke::N,מחשבה,фикир
250,Gedächtnis::N,זכרון,
251,Verstand::N,שכל,акьул
252,Sinn::N,מובן,мана
253,Sinn::N,משמעות,мана
254,Grund::N,סבה,себеб
255,Wahrheit::N,אמת,керчек
256,Wahrheit::N,אמת,гьакъикъат
257,Gespräch::N,דיון,ихтилат
258,Märchen::N,אגדה,мах
259,Erzählung::N,ספור,кьиса
260,Nachricht::N,ידיעה,хабар
261,Neuigkeit::N,חדשה,цӏийи хабар
262,Name::N,שם,тӏвар
263,Rätsel::N,תעלומה,мискӏал
264,Rede::N,נאום,рахун
265,Sprache::N,לשון,чӏал
266,Stimme::N,קול,ван
267,Wort::N,מלה,гаф
268,Zeichen::N,סימן,ишара
269,Ruf::N,קריאה,эвер
270,Lärm::N,רעש,ван-сес
271,Laut::N,הגה,ван
272,Laut::N,הגה,сес
273,Ton::N,צליל,ван-сес
274,Lied::N,שיר,мани
275,Ruhe::N,שלוה,ласвал
276,Ruhe::N,שלוה,фаракъат
277,Ruhe::N,שלוה,асайиш
278,Leute::N,אנשים,инсанар
279,Volk::N,עם,халкь
280,Arbeit::N,עבודה,кӏвалах
281,Gast::N,אורח,мугьман
282,Geschenk::N,מתנה,савкьат
283,Spiel::N,משחק,къугъун
284,Gesellschaft::N,חברה,жемят
285,Gesellschaft::N,חברה,общество
286,Hilfe::N,עזרה,куьмек
287,Freund::N,חבר,дуст
288,Freund::N,ידיד,дуст
289,Kamerad::N,רע,яр-дуст
290,Angelegenheit::N,ענין,кар
291,Anzahl::N,מספר,сан
292,Anzahl::N,מספר,кьадар
293,Art::N,סוג,жуьре
294,Stück::N,חתיכה,кӏус
295,Teil::N,פרק,пай
296,Hälfte::N,חצי,зур
297,Hälfte::N,חצי,зур пай
298,Kreis::N,מעגל,круг
299,Kreis::N,מעגל,чкаяр
300,Kreis::N,מעגל,элкъвей цӏар
301,Kreuz::N,צלב,хаш
302,Linie::N,קו,цӏар
303,Strich::N,קו קצר,цӏар
304,Abstand::N,מרחק,ара
305,Entfernung::N,מרחק,мензил
306,Gegend::N,נוף,чка
307,Platz::N,שטח,ара
308,Ort::N,אתר,чка
309,Ort::N,מקום,чка
310,Seite::N,צד,пад
311,Mitte::N,אמצע,юкь
312,Gegenstand::N,אוביקט,затӏ
313,Sache::N,דבר,шей
314,Sache::N,דבר,затӏ
315,Rand::N,פרור,къерех
316,Kante::N,קצה,син
317,Ecke::N,פנה,пӏипӏ
318,Spitze::N,קצה,кӏвенкӏв
319,Ende::N,סוף,кьил
320,Loch::N,חר,тӏеквен
321,Winkel::N,פנה,пӏипӏ
322,Muster::N,תבנית,гишир
323,Größe::N,גדל,кьадар
324,Länge::N,ארך,яргъивал
325,Höhe::N,קומה,кьакьанвал
326,Höhe::N,גבה,кьакьанвал
327,Gewicht::N,משקל,заланвал
328,Menge::N,כמות,кьадар
329,Haufen::N,ערמה,хара
330,Reihe::N,רצף,жерге
331,Boot::N,סירה,луьткве
332,Ruder::N,משוט,кьусу
333,Schlitten::N,מזחלת,гъелерар
334,Ski::N,מגלשים,
335,Lagerfeuer::N,מדורה,цӏай
336,Last::N,משא,заланвал
337,Gang::N,הליכה,ериш
338,Schritt::N,צעד,къадам
339,Norden::N,צפון,кефер
340,Norden::N,צפון,кефер пад
341,Süden::N,דרום,кьибле
342,Westen::N,מערב,рагъакӏидай пад
343,Osten::N,מזרח,рагъэкъечӏдай пад
344,Holz::N,עץ,кӏарас
345,Brett::N,קרש,кьул
346,Brett::N,קרש,тахта
347,Platte::N,לוח,
348,Stütze::N,משען,даях
349,Stange::N,מוט,юрк
350,Stock::N,מקל,лаш
351,Stab::N,מוט,юрк
352,Rohr::N,צנור,турба
353,Haus::N,בית,ужагъ
354,Heim::N,בית,кӏвал
355,Ofen::N,תנור,пич
356,Fußboden::N,רצפה,кӏвалин ччил
357,Tisch::N,שלחן,стол
358,Stuhl::N,כסא,стул
359,Wiege::N,ערש,кьеб
360,Bett::N,מטה,тахт
361,Regal::N,מדף,кьацӏ
362,Kiste::N,תבה,ящик
363,Kiste::N,ארגז,ящик
364,Fenster::N,חלון,дакӏар
365,Tür::N,דלת,рак
366,Tor::N,שער,варар
367,Zaun::N,גדר,пару
368,Dach::N,גג,къав
369,Leiter::N,סלם,гурар
370,Besen::N,מטאטא,таран кул
371,Spaten::N,את,ппер
372,Schaufel::N,את,хекендаз
373,Gabel::N,מזלג,шиш
374,Löffel::N,כף,тӏур
375,Messer::N,סכין,чукӏул
376,Nagel::N,מסמר,мих
377,Netz::N,רשת,чил
378,Haken::N,וו,къармах
379,Haken::N,קרס,къармах
380,Griff::N,ידית,ттум
381,Schloss::N,מנעול,куьлег
382,Bild::N,תמונה,шикил
383,Bild::N,תמונה,суьрет
384,Figur::N,פסל,фигура
385,Puppe::N,בבה,нини
386,Beutel::N,שק,тагъар
387,Bündel::N,צרור,галгам
388,Tasche::N,שקית,чанта
389,Eimer::N,דלי,ведре
390,Deckel::N,מכסה,кьил
391,Deckel::N,מכסה,къалпагъ
392,Geschirr::N,כלים,къаб-къажах
393,Sack::N,שק,чувал
394,Tasse::N,ספל,сукӏра
395,Topf::N,סיר,къажгъан
396,Kessel::N,קנקן,къажгъан
397,Essen::N,אכל,тӏуьн
398,Essen::N,ארוחה,тӏуьн
399,Nahrung::N,הזנה,тӏуьн
400,Nahrung::N,תזונה,тӏуьн
401,Speise::N,מאכל,хуьрек
402,Speise::N,ארוחה,хуьрек
403,Fleisch::N,בשר,як
404,Getreide::N,דגן,техил
405,Brei::N,מחית,хапӏа
406,Brei::N,מחית,хешил
407,Brot::N,לחם,фу
408,Scheibe::N,עגול,чӏук
409,Scheibe::N,פרוסה,чӏук
410,Fett::N,שמן,ягълу
411,Butter::N,חמאה,гъери
412,Öl::N,שמן,ягълу
413,Salz::N,מלח,кьел
414,Suppe::N,מרק,суп
415,Suppe::N,מרק,шурпа
416,Honig::N,דבש,вирт
417,Milch::N,חלב,нек
418,Tee::N,תה,чай
419,Leder::N,עור,тумаж
420,Wolle::N,צמר,йис
421,Stoff::N,בד,парча
422,Stoff::N,אריג,парча
423,Nadel::N,מחט,раб
424,Faden::N,חוט,гъал
425,Knopf::N,כפתור,дуьгме
426,Knoten::N,קשר,тӏвал
427,Farbe::N,צבע,ранг
428,Kleidung::N,בגדים,партал
429,Hemd::N,חלצה,перем
430,Kragen::N,צוארון,хев
431,Ärmel::N,שרוול,хел
432,Hose::N,מכנסים,шалвар
433,Gürtel::N,חגורה,чӏул
434,Mütze::N,כובע,бармак
435,Mütze::N,כובע,бапӏах
436,Schuh::N,נעל,ботинка
437,Stiefel::N,מגף,чекме
438,Ring::N,טבעת,тупӏал
439,Band::N,סרט,тасма
440,Kamm::N,מסרק,регъ
441,Spiegel::N,מראה,гуьзгуь
442,Riemen::N,רצועה,къайиш
443,Schnur::N,חבל,еб
444,Leine::N,מושכות,
445,Decke::N,שמיכה,яргъан
446,Kissen::N,כרית,хъуьцуьган
447,Tuch::N,צעיף,шал
448,Handtuch::N,מגבת,дасмал
449,Kraft::N,כוח,гуж
450,Stärke::N,און,къуват
451,Gesundheit::N,בריאות,сагъвал
452,Krankheit::N,מחלה,тӏал
453,Schmerz::N,כאב,тӏал
454,Schmerz::N,כאב,тӏарвал
455,Wunde::N,פציעה,хер
456,Fieber::N,חם,ифин
457,Arznei::N,תרופה,дарман
458,Brücke::N,גשר,муьгъ
459,Brunnen::N,באר,къуй
460,Weide::N,אחו,уьруьш
461,Weide::N,מרעה,уьруьш
462,Pfad::N,שביל,рехъ
463,Pfad::N,מדרכה,рехъ
464,Weg::N,דרך,рехъ
465,Straße::N,כביש,рехъ
466,Dorf::N,כפר,хуьр
467,Stadt::N,עיר,шегьер
468,Brief::N,מכתב,кагъаз
469,Buch::N,ספר,улуб
470,Buchstabe::N,אות,гьарф
471,Zeitung::N,עתון,газета
472,Leben::N,חיים,уьмуьр
473,Tod::N,מות,кьиникь
474,Grab::N,קבר,сур
475,Kirche::N,כנסיה,килиса
476,Sünde::N,חטא,гунагь
477,Gott::N,אל,аллагь
478,Arbeiter::N,פועל,фяле
479,Chef::N,ראש,гьаким
480,Chef::N,מנהל,гьаким
481,Meister::N,ממחה,устӏар
482,Arzt::N,רופא,доктор
483,Lehrer::N,מורה,муаллим
484,Geld::N,כסף,пул
485,Geschäft::N,עסקה,
486,Laden::N,חנות,магазин
487,Preis::N,מחיר,къимет
488,Ware::N,סחורה,мал
489,Ware::N,סחורה,товар
490,Nutzen::N,תועלת,хийир
491,Nutzen::N,תועלת,менфят
492,Reichtum::N,עשר,девлет
493,Welt::N,עולם,дуьнья
494,Land::N,ארץ,уьлкве
495,Staat::N,מדינה,пачагьлугъ
496,Staat::N,מדינה,государство
497,König::N,מלך,пачагь
498,Macht::N,כוח,власть
499,Grenze::N,גבול,сергьят
500,Krieg::N,מלחמה,дяве
501,Feind::N,אויב,душман
502,Gewalt::N,אלימות,гуж
503,Kampf::N,קרב,женг
504,Kampf::N,לחימה,женг
505,Bogen[Waffe]::N,קשת,чӏемерук
506,Pfeil::N,חץ,хьел
507,Gewehr::N,רובה,тфенг
508,Fehler::N,טעות,гъалатӏ
509,Lüge::N,שקר,ттаб
510,Schaden::N,נזק,зиян
511,Schaden::N,נזק,зарар
512,Unglück::N,מזל רע,бала
513,Unglück::N,מזל רע,бедбахтвал
514,Schuld::N,אשמה,тахсир
515,Alter::N,גיל,яш
516,Schluss::N,סיום,эхир
517,Zeit::N,זמן,вяде
518,Tag::N,יום,югъ
519,Morgen::N,בקר,пакама
520,Mittag::N,צהרים,нисин
521,Abend::N,ערב,няни
522,Nacht::N,לילה,йиф
523,Woche::N,שבוע,гьафте
524,Monat::N,חדש,варз
525,Jahr::N,שנה,йис
526,Frühling::N,אביב,гатфар
527,Sommer::N,קיץ,гад
528,Herbst::N,סתו,зул
529,Winter::N,חרף,кьуьд
530,Januar::N,ינואר,январь
531,Februar::N,פברואר,февраль
532,März::N,מרץ,март
533,April::N,אפריל,апрель
534,Mai::N,מאי,май
535,Juni::N,יוני,июнь
536,Juli::N,יולי,июль
537,August::N,אוגוסט,август
538,September::N,ספטמבר,сентябрь
539,Oktober::N,אוקטובר,октябрь
540,November::N,נובמבר,ноябрь
541,Dezember::N,דצמבר,декабрь
542,Montag::N,יום שני,ислен
543,Dienstag::N,יום שלישי,саласа
544,Mittwoch::N,יום רביעי,арбе
545,Donnerstag::N,יום חמישי,хемис югъ
546,Freitag::N,יום ששי,жуьмя
547,Freitag::N,יום ששי,жуьмя югъ
548,Samstag::N,יום שבת,киш
549,Sonntag::N,יום ראשון,гьяд
550,groß::A,גדול,еке
551,groß::A,גדול,чӏехи
552,klein::A,קטן,гъвечӏи
553,lang::A,ארך,яргъи
554,kurz::A,קצר,куьруь
555,breit::A,רחב,гьяркьуь
556,schmal::A,צר,гуьтӏуь
557,dicht::A,צפוף,къалин
558,dick[Gegenstand]::A,עבה,
559,dünn::A,דק,кьелечӏ
560,fein::A,מעדן,шуькӏуь
561,fest::A,מוצק,кӏеви
562,flach::A,שטוח,кьулу
563,glatt::A,חלק,цӏалцӏам
564,hart::A,קשיח,кӏеви
565,weich::A,רך,хъуьтуьл
566,rund::A,עגל,элкъвей
567,spitz::A,חד,хци
568,scharf::A,חד,хци
569,stumpf::A,קהה,къуьруь
570,schwer::A,כבד,залан
571,schön::A,יפה,иер
572,heiß::A,חם,кудай
573,warm::A,חם,чими
574,kalt::A,קר,мекьи
575,kühl::A,צונן,къайи
576,frisch::A,טרי,таза
577,frisch::A,טרי,михьи
578,feucht::A,לח,ламу
579,nass::A,רטוב,кьежей
580,trocken::A,יבש,кьуру
581,voll::A,מלא,ацӏай
582,leer::A,ריק,буш
583,leer::A,ריק,ичӏи
584,offen::A,פתוח,ахъа
585,geschlossen::A,סגור,кӏеви
586,sauber::A,נקי,михьи
587,schmutzig::A,מלכלך,чиркин
588,schmutzig::A,מלכלך,кьацӏай
589,roh::A,חי,чиг
590,roh::A,חי,ицӏи
591,reif::A,בשל,дигмиш хьайи
592,lecker::A,טעים,дадлу
593,süß::A,מתוק,ширин
594,bitter::A,מר,туькьуьл
595,sauer::A,חמוץ,цуру
596,hell::A,בהיר,экуь
597,dunkel::A,עמום,мичӏи
598,schwarz::A,שחר,чӏулав
599,weiß::A,לבן,лацу
600,rot::A,אדם,яру
601,gelb::A,צהב,хъипи
602,blau::A,כחל,вили
603,grün::A,ירק,къацу
604,grau::A,אפר,рехи
605,bunt::A,צבעוני,цӏару
606,bunt::A,צבעוני,яру-цӏару
607,billig::A,זול,ужуз
608,teuer::A,יקר,багьа
609,wertvoll::A,יקר ערך,масан
610,blind::A,עור,буьркьуь
611,taub::A,חרש,биши
612,kräftig::A,חסן,гужлу
613,stark::A,חזק,къуватлу
614,schwach::A,חלש,такьатсуз
615,fett::A,שמן,куьк
616,schlank::A,רזה,шумал
617,hübsch::A,יפה תאר,гуьрчег
618,böse::A,רשע,пис
619,dumm::A,טפש,ахмакь
620,faul::A,עצלן,тенпел
621,fleißig::A,חרוץ,сяй ийидай
622,fleißig::A,חרוץ,сяйи ийидай
623,geizig::A,קמצן,мискьи
624,klug::A,נבון,акьуллу
625,klug::A,פקח,акьуллу
626,geschickt::A,מימן,магьир
627,lieb::A,יקר,играми
628,lieb::A,אהוב,играми
629,lustig::A,עליז,шад
630,sanft::A,עדין,назик
631,sanft::A,עדין,милайим
632,hungrig::A,רעב,гишин
633,krank::A,חולה,кефсуз
634,nackt::A,ערום,кьецӏил
635,traurig::A,עצוב,пашман
636,lebendig::A,חי,ччан алай
637,gut::A,טוב,хъсан
638,gut::A,טוב,вижевай
639,schlecht::A,גרוע,пис
640,richtig::A,נכון,дуьз
641,schlimm::A,רע,нифретлу
642,wahr::A,אמתי,гьакъикъи
643,alt::A,ישן,эски
644,alt::A,ישן,куьгьне
645,neu::A,חדש,цӏийи
646,ehemalig::A,לשעבר,виликан
647,alt[Lebewesen]::A,זקן,кьуьзуь
648,jung::A,צעיר,жегьил
649,arm::A,עני,кесиб
650,reich::A,עשיר,девлетлу
651,bekannt::A,ידוע,чидай
652,berühmt::A,מפרסם,машгьур
653,fremd::A,זר,ччара
654,verschieden::A,שונה,жуьреба-жуьре
655,nah::A,קרוב,мукьвал
656,fern::A,רחוק,яргъал
657,linker::A,שמאלי,чапла
658,rechter::A,ימין,эрчӏи
659,anderer::A,אחר,маса
660,anderer::A,אחר,муькуь
661,erster::A,ראשון,сад лагьай
662,zweiter::A,שני,кьвед лагьай
663,dritter::A,שלישי,пуд лагьай
664,letzter::A,אחרון,эхиримжи
665,allein::ADV,לבד,кьилди
666,auf einmal::ADV,בו-זמנית,
667,zusammen::ADV,ביחד,санал
668,lange::ADV,הרבה זמן,яргъалди
669,plötzlich::ADV,לפתע,садлагьана
670,plötzlich::ADV,פתאום,садлагьана
671,sofort::ADV,מיד,гьасятда
672,später::ADV,לאחר זמן,гуьгъуьнлай
673,später::ADV,יותר מאחר,гуьгъуьнлай
674,jetzt::ADV,עכשיו,гила
675,heute::ADV,היום,къе
676,morgen::ADV,מחר,пака
677,bald::ADV,בקרוב,мукьва
678,bald::ADV,בקרוב,мукьвара
679,dann::ADV,אחר-כך,ахпа
680,gestern::ADV,אתמול,накь
681,einst::ADV,לפנים,садра
682,damals::ADV,אז,а чӏавуз
683,danach::ADV,אחר-כך,ахпа
684,vorher::ADV,לפני זה,вилик
685,zuerst::ADV,קדם,сифте
686,einmal::ADV,פעם,садра
687,manchmal::ADV,לפעמים,гагь-гагь
688,oft::ADV,לעתים קרובות,гзаф вахтара
689,immer::ADV,תמיד,гьамиша
690,niemals::ADV,אף פעם,са чӏавузни
691,niemals::ADV,אף פעם,са вахтундани
692,hier::ADV,כאן,ина
693,hierhin::ADV,פה,иниз
694,von hier::ADV,מפה,инай
695,dort::ADV,שם,ана
696,dorthin::ADV,שם,аниз
697,geradeaus::ADV,ישר,дуьз
698,vorwärts::ADV,קדימה,вилик
699,vorwärts::ADV,קדימה,виликди
700,rückwärts::ADV,לאחור,кьулухъ
701,zurück::ADV,בחזרה,
702,zurück::ADV,אחורנית,
703,unten::ADV,למטה,агъада
704,hinab::ADV,למטה,агъуз
705,oben::ADV,מעל,винел
706,oben::ADV,למעלה,винел
707,hinauf::ADV,למעלה,виниз
708,überall::ADV,בכל מקום,вирина
709,nicht::ADV,לא,ваъ
710,ein wenig::ADV,קצת,са тӏимил
711,kaum::ADV,בקשי,жизви
712,sehr::ADV,מאוד,лап
713,so::ADV,כך,икӏ
714,so::ADV,ככה,икӏ
715,noch::ADV,עוד,гьеле
716,noch::ADV,עדין,гьеле
717,nur::ADV,רק,анжах
718,schon::ADV,כבר,хъувуна
719,schon::ADV,כבר,мадни дардиз
720,schon::ADV,כבר,мадни гуьтӏуьз
721,schon::ADV,כבר,мадни гуьтӏуь я
722,wieder::ADV,שוב,
723,vergebens::ADV,לריק,нагьакь
724,vergebens::ADV,לריק,нагьакьа
725,vergebens::ADV,לשוא,нагьакь
726,vergebens::ADV,לשוא,нагьакьа
727,vor::PRP,מול,вилик
728,hinter::PRP,מאחורי,кьулухъ
729,unter::PRP,מתחת,кӏаник
730,durch::PRP,דרך,арадай
731,durch::PRP,דרך,-кай хкатна
732,neben::PRP,ליד,патав
733,neben::PRP,ליד,мукьув
734,neben::PRP,על-יד,патав
735,neben::PRP,על-יד,мукьув
736,zwischen::PRP,בין,ара
737,zwischen::PRP,בין,арада
738,wegen::PRP,בשל,гъиляй
739,wegen::PRP,בגלל,гъиляй
740,dies::PRN,זה,и
741,dies::PRN,זה,им
742,das::PRN,זה,а
743,das::PRN,זה,ам
744,alles::PRN,הכל,вири
745,alles::PRN,הכל,михьиз
746,ich::PRN,אני,за
747,ich::PRN,אני,зун
748,du::PRN,את,вун
749,du::PRN,אתה,вун
750,er::PRN,הוא,ам
751,er::PRN,הוא,гьа
752,wir::PRN,אנחנו,чун
753,ihr::PRN,לה,куьн
754,sie::PRN,הם,абур
755,was::FPRN,מה,вуч
756,wer::FPRN,מי,вуж
757,wo::FADV,איפה,гьина
758,wohin::FADV,לאן,гьиниз
759,wie::FADV,איך,гьикӏ
760,warum::FADV,למה,вучиз
761,wieviel::FNUM,כמה,шумуд
762,eins::NUM,אחד,са
763,zwei::NUM,שתים,кьвед
764,drei::NUM,שלושה,пуд
765,vier::NUM,ארבעה,кьуд
766,fünf::NUM,חמשה,вад
767,sechs::NUM,ששה,ругуд
768,sieben::NUM,שבעה,ирид
769,acht::NUM,שמונה,муьжуьд
770,neun::NUM,תשעה,кӏуьд
771,zehn::NUM,עשרה,цӏуд
772,elf::NUM,אחת עשרה,цӏусад
773,zwölf::NUM,שתים עשרה,цӏикьвед
774,zwanzig::NUM,עשרים,къад
775,dreißig::NUM,שלושים,къанницӏуд
776,vierzig::NUM,ארבעים,яхцӏур
777,fünfzig::NUM,חמשים,яхцӏурни цӏуд
778,sechzig::NUM,ששים,пудкъад
779,siebzig::NUM,שבעים,пудкъанни цӏуд
