,Concept_ID,ga,cs
134,Quelle::N,foinse,pramen
135,Bach::N,sruthán,potok
136,Fluss::N,abhainn,řeka
137,Ufer::N,bruach,břeh
138,Küste::N,cósta,pobřeží
139,Küste::N,cladach,pobřeží
140,Festland::N,míntír,souš
141,Festland::N,míntír,pevnina
142,Meer::N,muir,moře
143,Meer::N,farraige,moře
144,Bucht::N,bá,záliv
145,Bucht::N,bá,zátoka
146,Bucht::N,cuan,záliv
147,Bucht::N,cuan,zátoka
148,Insel::N,inis,ostrov
149,Insel::N,oileán,ostrov
150,Blume::N,bláth,květina
151,Gras::N,féar,tráva
152,Wurzel::N,rúta,kořen
153,Wurzel::N,fréamh,kořen
154,Baum::N,crann,strom
155,Stamm::N,stoc,kmen
156,Stamm::N,tamhan,kmen
157,Rinde::N,coirt,kůra
158,Rinde::N,craiceann,kůra
159,Ast::N,géag,větev
160,Zweig::N,géag,větev
161,Zweig::N,craobh,větev
162,Blatt::N,duille,lupen
163,Blatt::N,duilleog,lupen
164,Birke::N,beith,bříza
165,Birke::N,crann beithe,bříza
166,Kiefer[Baum]::N,péine,sosna
167,Kiefer[Baum]::N,péine,borovice
168,Weide[Baum]::N,saileach,vrba
169,Tanne::N,giúis,jedle
170,Horn::N,adharc,roh
171,Feder::N,cleite,pero
172,Fell::N,clúmh,srst
173,Flügel::N,eite,křídlo
174,Flügel::N,sciathán,křídlo
175,Klaue::N,crúb,dráp
176,Klaue::N,crúb,pazneht
177,Klaue::N,crobh,dráp
178,Klaue::N,crobh,pazneht
179,Kralle::N,crobh,dráp
180,Schwanz::N,eireaball,ocas
181,Ei::N,ubh,vejce
182,Nest::N,nead,hnízdo
183,Bau::N,brocais,nora
184,Tier::N,ainmhí,zvíře
185,Tier::N,beithíoch,zvíře
186,Herde::N,tréad,stádo
187,Kuh::N,bó,kráva
188,Bulle::N,tarbh,býk
189,Pferd::N,each,kůň
190,Pferd::N,capall,kůň
191,Schaf::N,caora,ovce
192,Schwein::N,muc,vepř
193,Schwein::N,muc,prase
194,Hund::N,madra,pes
195,Katze::N,cat,kočka
196,Bär::N,béar,medvěd
197,Eichhörnchen::N,iora,veverka
198,Elch::N,eilc,los
199,Fuchs::N,sionnach,liška
200,Fuchs::N,madra rua,liška
201,Hase::N,giorria,zajíc
202,Maus::N,luch,myš
203,Wolf::N,mac tíre,vlk
204,Vogel::N,éan,pták
205,Schwarm::N,saithe,roj
206,Schwarm::N,saithe,hejno
207,Huhn::N,cearc,kuře
208,Huhn::N,cearc,slepice
209,Hahn::N,coileach,kohout
210,Gans::N,gé,husa
211,Adler::N,iolar,orel
212,Ente::N,lacha,kachna
213,Eule::N,ulchabhán,sova
214,Kranich::N,grús,jeřáb
215,Krähe::N,caróg,vrána
216,Krähe::N,préachán,vrána
217,Kuckuck::N,cuach,kukačka
218,Schwan::N,eala,labuť
219,Fisch::N,iasc,ryba
220,Barsch::N,péirse,okoun
221,Hecht::N,liús,štika
222,Schlange[Tier]::N,nathair,had
223,Wurm::N,péist,červ
224,Spinne::N,damhán alla,pavouk
225,Ameise::N,seangán,mravenec
226,Laus::N,míol,veš
227,Mücke::N,muiscít,komár
228,Mücke::N,corrmhíol,komár
229,Fliege::N,cuil,moucha
230,Fliege::N,cuileog,moucha
231,Schmetterling::N,féileacán,motýl
232,Beere::N,caor,bobule
233,Apfel::N,úll,jablko
234,Pilz::N,beacán,houba
235,Pilz::N,muisiriún,houba
236,Zwiebel::N,oinniún,cibule
237,Saat::N,síol,osivo
238,Korn::N,gráinne,zrno
239,Heu::N,féar,seno
240,Schale::N,scaimh,slupka
241,Schale::N,scaimh,skořápka
242,Grube::N,poll,jáma
243,Falle::N,gaiste,past
244,Falle::N,gaiste,léčka
245,Schlinge::N,sealán,smyčka
246,Spur::N,rian,stopa
247,Asche::N,luaith,popel
248,Dreck::N,salachar,špína
249,Eisen::N,iarann,železo
250,Gold::N,ór,zlato
251,Silber::N,airgead,stříbro
252,Kohle::N,gual,uhlí
253,Glas::N,gloine,sklo
254,Lehm::N,cré,jíl
255,Lehm::N,cré,hlína
256,Sand::N,gaineamh,písek
257,Mensch::N,duine,člověk
258,Mann::N,fear,muž
259,Frau::N,bean,žena
260,Kind::N,gasúr,dítě
261,Kind::N,páiste,dítě
262,Junge::N,buachaill,hoch
263,Junge::N,buachaill,chlapec
264,Mädchen::N,cailín,děvče
265,Familie::N,teaghlach,rodina
266,Familie::N,comhluadar,rodina
267,Großvater::N,seanathair,děd
268,Großvater::N,seanathair,dědeček
269,Großmutter::N,seanmháthair,babička
270,Eltern::N,tuismitheoirí,rodiče
271,Vater::N,athair,otec
272,Mutter::N,máthair,matka
273,Sohn::N,mac,syn
274,Tochter::N,iníon,dcera
275,Bruder::N,deartháir,bratr
276,Schwester::N,deirfiúr,sestra
277,Onkel::N,uncail,strýc
278,Tante::N,aintín,teta
279,Ehemann::N,fear céile,choť
280,Ehemann::N,fear céile,manžel
281,Ehefrau::N,bean chéile,choť
282,Ehefrau::N,bean chéile,manželka
283,Freude::N,áthas,radost
284,Gelächter::N,gáire,smích
285,Glück::N,séan,štěstí
286,Glück::N,sonas,štěstí
287,Kummer::N,brón,žal
288,Kummer::N,brón,trápení
289,Kummer::N,buairt,žal
290,Kummer::N,buairt,trápení
291,Wunsch::N,guí,přání
292,Wunsch::N,achainí,přání
293,Lust::N,fonn,chuť
294,Geist::N,meon,duch
295,Geist::N,spiorad,duch
296,Gedanke::N,smaoineamh,myšlenka
297,Gedächtnis::N,cuimhne,paměť
298,Verstand::N,ciall,rozum
299,Verstand::N,intinn,rozum
300,Sinn::N,brí,smysl
301,Sinn::N,ciall,smysl
302,Grund::N,fáth,důvod
303,Wahrheit::N,fírinne,pravda
304,Gespräch::N,comhrá,rozhovor
305,Märchen::N,scéal,pohádka
306,Erzählung::N,scéal,povídka
307,Nachricht::N,teachtaireacht,zpráva
308,Neuigkeit::N,scéala,novina
309,Neuigkeit::N,scéala,novinka
310,Name::N,ainm,jméno
311,Rätsel::N,tomhas,hádanka
312,Rede::N,óráid,řeč
313,Rede::N,óráid,proslov
314,Rede::N,aitheasc,řeč
315,Rede::N,aitheasc,proslov
316,Sprache::N,teanga,řeč
317,Sprache::N,teanga,jazyk
318,Stimme::N,guth,hlas
319,Wort::N,focal,slovo
320,Zeichen::N,comhartha,znamení
321,Ruf::N,glaoch,zavolání
322,Lärm::N,torann,hluk
323,Laut::N,fuaim,zvuk
324,Ton::N,ton,tón
325,Lied::N,amhrán,píseň
326,Ruhe::N,suaimhneas,klid
327,Ruhe::N,suaimhneas,pokoj
328,Leute::N,muintir,lidé
329,Volk::N,pobal,národ
330,Arbeit::N,obair,práce
331,Gast::N,aoi,host
332,Geschenk::N,féirín,dar
333,Geschenk::N,bronntanas,dar
334,Spiel::N,cluiche,hra
335,Gesellschaft::N,comhluadar,společnost
336,Hilfe::N,cúnamh,pomoc
337,Hilfe::N,cabhair,pomoc
338,Freund::N,cara,přítel
339,Kamerad::N,comrádaí,kamarád
340,Angelegenheit::N,ábhar,záležitost
341,Anzahl::N,líon,počet
342,Art::N,sórt,druh
343,Art::N,saghas,druh
344,Stück::N,píosa,kus
345,Stück::N,píosa,kousek
346,Teil::N,cuid,díl
347,Teil::N,cuid,část
348,Teil::N,páirt,díl
349,Teil::N,páirt,část
350,Hälfte::N,leath,půl
351,Kreis::N,ciorcal,kruh
352,Kreuz::N,cros,kříž
353,Linie::N,líne,linka
354,Strich::N,stríoc,čára
355,Strich::N,stríoc,čárka
356,Abstand::N,achar,vzdálenost
357,Entfernung::N,fad,vzdálenost
358,Gegend::N,ceantar,krajina
359,Platz::N,áit,prostor
360,Platz::N,spás,prostor
361,Ort::N,áit,místo
362,Seite::N,taobh,strana
363,Mitte::N,lár,střed
364,Mitte::N,lár,prostředek
365,Gegenstand::N,ball,předmět
366,Gegenstand::N,ábhar,předmět
367,Sache::N,ní,věc
368,Sache::N,rud,věc
369,Rand::N,imeall,kraj
370,Rand::N,imeall,okraj
371,Rand::N,ciumhais,kraj
372,Rand::N,ciumhais,okraj
373,Kante::N,corr,hrana
374,Kante::N,colbha,hrana
375,Ecke::N,coirnéal,roh
376,Spitze::N,gob,hrot
377,Spitze::N,gob,špička
378,Spitze::N,barr,hrot
379,Spitze::N,barr,špička
380,Ende::N,ceann,konec
381,Ende::N,foirceann,konec
382,Loch::N,poll,díra
383,Winkel::N,cúinne,kout
384,Winkel::N,uillinn,kout
385,Muster::N,patrún,vzor
386,Größe::N,méid,velikost
387,Größe::N,toise,velikost
388,Länge::N,fad,délka
389,Höhe::N,airde,výška
390,Gewicht::N,meáchan,váha
391,Menge::N,méid,množství
392,Haufen::N,cnap,kupa
393,Haufen::N,cnap,hromada
394,Reihe::N,líne,řada
395,Reihe::N,líne,řádek
396,Reihe::N,sraith,řada
397,Reihe::N,sraith,řádek
398,Boot::N,bád,člun
399,Ruder::N,rámh,veslo
400,Ruder::N,maide rámha,veslo
401,Schlitten::N,carr sleamhnáin,sáně
402,Ski::N,scí,lyže
403,Lagerfeuer::N,tine champa,táborák
404,Last::N,ualach,náklad
405,Last::N,ualach,břemeno
406,Gang::N,siúlóid,chůze
407,Gang::N,siúlóid,chodba
408,Schritt::N,céim,krok
409,Schritt::N,coiscéim,krok
410,Norden::N,tuaisceart,sever
411,Süden::N,deisceart,jih
412,Westen::N,iarthar,západ
413,Osten::N,oirthear,východ
414,Holz::N,adhmad,dřevo
415,Brett::N,clár,prkno
416,Platte::N,leac,deska
417,Stütze::N,taca,opěra
418,Stange::N,polla,tyč
419,Stange::N,polla,tyčka
420,Stange::N,cuaille,tyč
421,Stange::N,cuaille,tyčka
422,Stock::N,bata,hůlka
423,Stock::N,maide,hůlka
424,Stab::N,maide,hůl
425,Stab::N,bachall,hůl
426,Rohr::N,píopa,trubka
427,Haus::N,teach,dům
428,Heim::N,baile,domov
429,Ofen::N,sornóg,kamna
430,Fußboden::N,urlár,podlaha
431,Tisch::N,bord,stůl
432,Tisch::N,tábla,stůl
433,Stuhl::N,cathaoir,židle
434,Wiege::N,cliabhán,kolébka
435,Bett::N,leaba,postel
436,Regal::N,seilf,regál
437,Regal::N,seilf,police
438,Kiste::N,bosca,bedna
439,Fenster::N,fuinneoig,okno
440,Tür::N,doras,dveře
441,Tor::N,geata,vrata
442,Zaun::N,fál,plot
443,Zaun::N,claí,plot
444,Dach::N,díon,střecha
445,Leiter::N,dréimire,žebřík
446,Besen::N,scuab,koště
447,Besen::N,scuab,smeták
448,Spaten::N,spád,rýč
449,Spaten::N,rámhainn,rýč
450,Schaufel::N,sluasaid,lopata
451,Gabel::N,forc,vidlička
452,Gabel::N,gabhlóg,vidlička
453,Löffel::N,spúnóg,lžíce
454,Messer::N,scian,nůž
455,Nagel::N,tairne,hřebík
456,Netz::N,líon,síť
457,Netz::N,eangach,síť
458,Haken::N,croch,hák
459,Griff::N,cos,držadlo
460,Griff::N,hanla,držadlo
461,Schloss::N,glas,zámek
462,Bild::N,pictiúr,obraz
463,Figur::N,fíor,figura
464,Puppe::N,bábóg,panenka
465,Beutel::N,mála,pytlík
466,Beutel::N,mealbhóg,pytlík
467,Bündel::N,beart,svazek
468,Tasche::N,mála,taška
469,Tasche::N,mála,brašna
470,Eimer::N,buicéad,kýbl
471,Eimer::N,buicéad,vědro
472,Deckel::N,clár,víko
473,Deckel::N,clár,příklop
474,Deckel::N,claibín,víko
475,Deckel::N,claibín,příklop
476,Geschirr::N,soithí,nádobí
477,Geschirr::N,gréithe,nádobí
478,Sack::N,sac,pytel
479,Sack::N,mála,pytel
480,Tasse::N,cupán,šálek
481,Topf::N,pota,hrnec
482,Kessel::N,citeal,kotel
483,Essen::N,béile,jídlo
484,Nahrung::N,bia,strava
485,Nahrung::N,bia,potrava
486,Speise::N,mias,jídlo
487,Fleisch::N,feoil,maso
488,Getreide::N,grán,obilí
489,Getreide::N,arbhar,obilí
490,Brei::N,brúitín,kaše
491,Brot::N,arán,chléb
492,Scheibe::N,píosa,krajíc
493,Scheibe::N,slisne,krajíc
494,Fett::N,saill,tuk
495,Fett::N,saill,omastek
496,Fett::N,méathras,tuk
497,Fett::N,méathras,omastek
498,Butter::N,im,máslo
499,Öl::N,ola,olej
500,Salz::N,salann,sůl
501,Suppe::N,sú,polévka
502,Suppe::N,anraith,polévka
503,Honig::N,mil,med
504,Milch::N,bainne,mléko
505,Tee::N,tae,čaj
506,Leder::N,leathar,kůže
507,Wolle::N,olann,vlna
508,Stoff::N,éadach,látka
509,Nadel::N,snáthaid,jehla
510,Faden::N,snáth,nit
511,Knopf::N,cnaipe,knoflík
512,Knoten::N,snaidhm,uzel
513,Farbe::N,péint,barva
514,Kleidung::N,éadaí,šaty
515,Kleidung::N,éadaí,šatstvo
516,Hemd::N,léine,košile
517,Kragen::N,bóna,límec
518,Ärmel::N,muinchille,rukáv
519,Hose::N,bríste,kalhoty
520,Hose::N,treabhsar,kalhoty
521,Gürtel::N,crios,pás
522,Gürtel::N,crios,opasek
523,Mütze::N,caipín,čepice
524,Schuh::N,bróg,bota
525,Stiefel::N,buatais,holínka
526,Ring::N,fáinne,prsten
527,Band::N,ribín,pásek
528,Kamm::N,cíor,hřeben
529,Spiegel::N,scáthán,zrcadlo
530,Riemen::N,iall,řemen
531,Riemen::N,strapa,řemen
532,Schnur::N,téad,šňůra
533,Schnur::N,sreangán,šňůra
534,Leine::N,iall,vodítko
535,Decke::N,pluid,pokrývka
536,Decke::N,pluid,přikrývka
537,Decke::N,blaincéad,pokrývka
538,Decke::N,blaincéad,přikrývka
539,Kissen::N,piliúr,polštář
540,Kissen::N,adhartán,polštář
541,Tuch::N,scaif,šátek
542,Handtuch::N,tuáille,ručník
543,Kraft::N,fórsa,síla
544,Stärke::N,neart,síla
545,Gesundheit::N,sláinte,zdraví
546,Krankheit::N,tinneas,nemoc
547,Krankheit::N,tinneas,choroba
548,Krankheit::N,breoiteacht,nemoc
549,Krankheit::N,breoiteacht,choroba
550,Schmerz::N,pian,bolest
551,Wunde::N,goin,rána
552,Fieber::N,fiabhras,horečka
553,Arznei::N,cógas,lék
554,Brücke::N,droichead,most
555,Brunnen::N,tobar,studna
556,Weide::N,féarach,pastva
557,Weide::N,féarach,pastvina
558,Pfad::N,cosán,pěšina
559,Pfad::N,conair,pěšina
560,Weg::N,slí,cesta
561,Weg::N,bealach,cesta
562,Straße::N,bóthar,silnice
563,Dorf::N,sráidbhaile,vesnice
564,Stadt::N,baile,město
565,Stadt::N,cathair,město
566,Brief::N,litir,dopis
567,Buch::N,cín,kniha
568,Buch::N,leabhar,kniha
569,Buchstabe::N,litir,písmeno
570,Zeitung::N,nuachtán,noviny
571,Leben::N,saol,život
572,Leben::N,beatha,život
573,Tod::N,bás,smrt
574,Grab::N,uaigh,hrob
575,Kirche::N,eaglais,kostel
576,Sünde::N,peaca,hřích
577,Gott::N,dia,bůh
578,Arbeiter::N,oibrí,dělník
579,Arbeiter::N,oibrí,pracovník
580,Chef::N,saoiste,šéf
581,Chef::N,saoiste,vedoucí
582,Chef::N,ceannasaí,šéf
583,Chef::N,ceannasaí,vedoucí
584,Meister::N,máistir,mistr
585,Arzt::N,lia,lékař
586,Arzt::N,dochtúir,lékař
587,Lehrer::N,oide,učitel
588,Lehrer::N,múinteoir,učitel
589,Geld::N,airgead,peníze
590,Geschäft::N,gnó,obchod
591,Laden::N,siopa,krám
592,Preis::N,praghas,cena
593,Ware::N,earra,zboží
594,Nutzen::N,tairbhe,užitek
595,Reichtum::N,rachmas,bohatství
596,Reichtum::N,saibhreas,bohatství
597,Welt::N,domhan,svět
598,Land::N,tír,země
599,Staat::N,stát,stát
600,König::N,rí,král
601,Macht::N,cumhacht,moc
602,Macht::N,cumhacht,mocnost
603,Grenze::N,críoch,hranice
604,Grenze::N,teorainn,hranice
605,Krieg::N,cogadh,válka
606,Feind::N,namhaid,nepřítel
607,Gewalt::N,foréigean,násilí
608,Kampf::N,troid,boj
609,Bogen[Waffe]::N,bogha,luk
610,Pfeil::N,saighead,šíp
611,Gewehr::N,gunna,puška
612,Gewehr::N,gunna,ručnice
613,Fehler::N,botún,chyba
614,Fehler::N,meancóg,chyba
615,Lüge::N,bréag,lež
616,Lüge::N,éitheach,lež
617,Schaden::N,dochar,škoda
618,Schaden::N,damáiste,škoda
619,Unglück::N,drochrath,neštěstí
620,Schuld::N,locht,vina
621,Schuld::N,milleán,vina
622,Alter::N,aois,věk
623,Schluss::N,deireadh,konec
624,Zeit::N,am,čas
625,Zeit::N,aimsir,čas
626,Tag::N,lá,den
627,Morgen::N,maidin,ráno
628,Morgen::N,maidin,jitro
629,Mittag::N,nóin,poledne
630,Abend::N,tráthnóna,večer
631,Nacht::N,oíche,noc
632,Woche::N,seachtain,týden
633,Monat::N,mí,měsíc
634,Jahr::N,bliain,rok
635,Frühling::N,earrach,jaro
636,Sommer::N,samhradh,léto
637,Herbst::N,fómhar,podzim
638,Winter::N,geimhreadh,zima
639,Januar::N,Eanáir,leden
640,Februar::N,Feabhra,únor
641,März::N,Márta,březen
642,April::N,Aibreán,duben
643,Mai::N,Bealtaine,květen
644,Juni::N,Meitheamh,červen
645,Juli::N,Iúil,červenec
646,August::N,Lúnasa,srpen
647,September::N,Meán Fómhair,září
648,Oktober::N,Deireadh Fómhair,říjen
649,November::N,Samhain,listopad
650,November::N,Mí na Samhna,listopad
651,Dezember::N,Mí na Nollag,prosinec
652,Montag::N,Luan,pondělí
653,Montag::N,Luan,pondělek
654,Montag::N,Dé Luain,pondělí
655,Montag::N,Dé Luain,pondělek
656,Dienstag::N,Máirt,úterý
657,Dienstag::N,Dé Máirt,úterý
658,Mittwoch::N,Céadaoin,středa
659,Mittwoch::N,Dé Céadaoin,středa
660,Donnerstag::N,Déardaoin,čtvrtek
661,Freitag::N,Aoine,pátek
662,Freitag::N,Dé hAoine,pátek
663,Samstag::N,Satharn,sobota
664,Samstag::N,Dé Sathairn,sobota
665,Sonntag::N,Domhnach,neděle
666,Sonntag::N,Dé Domhnaigh,neděle
667,groß::A,mór,velký
668,klein::A,beag,malý
669,lang::A,fada,dlouhý
670,kurz::A,gearr,krátký
671,kurz::A,gairid,krátký
672,breit::A,leathan,široký
673,breit::A,fairsing,široký
674,schmal::A,cúng,úzký
675,dicht::A,dlúth,hustý
676,dick[Gegenstand]::A,tiubh,tlustý
677,dünn::A,caol,tenký
678,dünn::A,tanaí,tenký
679,fein::A,scáinte,jemný
680,fein::A,fíneálta,jemný
681,fest::A,daingean,pevný
682,flach::A,cothrom,plochý
683,flach::A,cothrom,placatý
684,glatt::A,mín,hladký
685,glatt::A,sleamhain,hladký
686,hart::A,crua,tvrdý
687,weich::A,bog,měkký
688,rund::A,cruinn,kulatý
689,rund::A,cruinn,okrouhlý
690,spitz::A,gobach,špičatý
691,spitz::A,biorach,špičatý
692,scharf::A,géar,ostrý
693,scharf::A,faobhrach,ostrý
694,stumpf::A,maol,tupý
695,schwer::A,trom,těžký
696,schön::A,álainn,pěkný
697,schön::A,álainn,krásný
698,heiß::A,te,horký
699,warm::A,te,teplý
700,kalt::A,fuar,studený
701,kühl::A,fionnuar,chladný
702,frisch::A,úr,svěží
703,frisch::A,friseáilte,svěží
704,feucht::A,tais,vlhký
705,nass::A,fliuch,mokrý
706,trocken::A,tirim,suchý
707,voll::A,lán,plný
708,leer::A,folamh,prázdný
709,offen::A,oscailte,otevřený
710,geschlossen::A,dúnta,zavřený
711,geschlossen::A,druidte,zavřený
712,sauber::A,glan,čistý
713,schmutzig::A,salach,špinavý
714,roh::A,amh,syrový
715,reif::A,aibí,zralý
716,lecker::A,blasta,chutný
717,süß::A,milis,sladký
718,bitter::A,searbh,hořký
719,sauer::A,géar,kyselý
720,sauer::A,searbh,kyselý
721,hell::A,geal,světlý
722,hell::A,soilseach,světlý
723,dunkel::A,dorcha,temný
724,schwarz::A,dubh,černý
725,weiß::A,bán,bílý
726,rot::A,dearg,rudý
727,rot::A,dearg,červený
728,gelb::A,buí,žlutý
729,blau::A,gorm,modrý
730,grün::A,glas,zelený
731,grün::A,uaine,zelený
732,grau::A,liath,šedý
733,grau::A,liath,šedivý
734,bunt::A,ildathach,pestrý
735,bunt::A,dathannach,pestrý
736,billig::A,saor,levný
737,billig::A,saor,laciný
738,teuer::A,daor,drahý
739,teuer::A,costasach,drahý
740,wertvoll::A,luachmhar,cenný
741,blind::A,dall,slepý
742,blind::A,caoch,slepý
743,taub::A,bodhar,hluchý
744,kräftig::A,cumhachtach,silný
745,stark::A,tréan,silný
746,stark::A,láidir,silný
747,schwach::A,lag,slabý
748,schwach::A,fann,slabý
749,fett::A,ramhar,tučný
750,fett::A,ramhar,tlustý
751,schlank::A,caol,štíhlý
752,schlank::A,seang,štíhlý
753,hübsch::A,álainn,hezký
754,hübsch::A,dathúil,hezký
755,böse::A,olc,zlý
756,dumm::A,dúr,hloupý
757,dumm::A,amaideach,hloupý
758,faul::A,falsa,líný
759,faul::A,leisciúil,líný
760,fleißig::A,dícheallach,pilný
761,geizig::A,barainneach,lakomý
762,geizig::A,sprionlaithe,lakomý
763,klug::A,cliste,chytrý
764,geschickt::A,oilte,šikovný
765,geschickt::A,ealaíonta,šikovný
766,lieb::A,dil,milý
767,lieb::A,dílis,milý
768,lustig::A,aerach,veselý
769,lustig::A,meidhreach,veselý
770,sanft::A,bog,mírný
771,sanft::A,séimh,mírný
772,hungrig::A,ocrach,hladový
773,krank::A,tinn,nemocný
774,krank::A,breoite,nemocný
775,nackt::A,nocht,nahý
776,traurig::A,brónach,smutný
777,traurig::A,brónach,truchlivý
778,lebendig::A,beo,živý
779,gut::A,maith,dobrý
780,schlecht::A,dona,špatný
781,schlecht::A,droch-,špatný
782,richtig::A,ceart,pravý
783,richtig::A,ceart,správný
784,schlimm::A,gránna,zlý
785,schlimm::A,tubaisteach,zlý
786,wahr::A,fíor,pravdivý
787,alt::A,sean,starý
788,neu::A,úr,nový
789,neu::A,nua,nový
790,ehemalig::A,iar-,bývalý
791,ehemalig::A,sean-,bývalý
792,alt[Lebewesen]::A,sean,starý
793,alt[Lebewesen]::A,aosta,starý
794,jung::A,óg,mladý
795,arm::A,bocht,chudý
796,reich::A,saibhir,bohatý
797,reich::A,rachmasach,bohatý
798,bekannt::A,atá eolas air,známý
799,berühmt::A,cailiúil,slavný
800,berühmt::A,clúiteach,slavný
801,fremd::A,coimhthíoch,cizí
802,verschieden::A,éagsúil,různý
803,verschieden::A,éagsúil,rozličný
804,verschieden::A,difriúil,různý
805,verschieden::A,difriúil,rozličný
806,nah::A,gar,blízký
807,nah::A,deas,blízký
808,fern::A,i bhfad uainn,daleký
809,fern::A,i bhfad i gcéin,daleký
810,linker::A,clé,levý
811,rechter::A,deas,pravý
812,anderer::A,eile,jiný
813,erster::A,céad,první
814,zweiter::A,dóú,druhý
815,zweiter::A,dara,druhý
816,dritter::A,tríú,třetí
817,dritter::A,treas,třetí
818,letzter::A,déanach,poslední
819,letzter::A,deireanach,poslední
820,allein::ADV,i d'aonar,sám
821,auf einmal::ADV,ag an am céanna,najednou
822,zusammen::ADV,le chéile,spolu
823,zusammen::ADV,le chéile,dohromady
824,zusammen::ADV,in eineacht,spolu
825,zusammen::ADV,in eineacht,dohromady
