,Concept_ID,kn,sq
81,Wetter::N,ಹವ,mot
82,Nebel::N,ಮಂಜು,mjegull
83,Wolke::N,ಮೋಡ,re
84,Regen::N,ಮಳೆ,shi
85,Schnee::N,ಹಿಮ,borë
86,Eis::N,ಮಂಜುಗಡ್ಡೆ,akull
87,Frost::N,ಮಂಜು,ngricë
88,Kälte::N,ಹಿಮ,të ftohtë
89,Hitze::N,ಉಷ್ಣ,vapë
90,Hitze::N,ಉಷ್ಣ,nxehtësi
91,Raureif::N,ಇಬ್ಬನಿ,cikmë
92,Regenbogen::N,ಇಂದ್ರಚಾಪ,ylber
93,Donner::N,ಗುಡುಗು,gjëmim
94,Donner::N,ಗುಡುಗು,bubullimë
95,Strömung::N,ಪ್ರವಾಹ,rrymë
96,Tropfen::N,ತೊಟ್ಟು,pikë
97,Schaum::N,ನೊರೆ,shkumë
98,Schmutz::N,ಕಸ,baltë
99,See::N,ಸರೋವರ,liqen
100,Sumpf::N,ಜೌಗುಸ್ಥಳ,batak
101,Moor::N,ಬಂಜರು ಭೂಮಿ,kënetë
102,Wiese::N,ಹುಲ್ಲುಗಾವಲು,livadh
103,Wald::N,ಕಾಡು,pyll
104,Hügel::N,ಗುಡ್ಡೆ,kodër
105,Anhöhe::N,ದಿಬ್ಬ,bregore
106,Berg::N,ಮಲೆ,mal
107,Berg::N,ಪರ್ವತ,mal
108,Gipfel::N,ಶೃಂಗ,kulm
109,Höhle::N,ಗುಹೆ,shpellë
110,Höhle::N,ಗುಹೆ,zgafelle
111,Abhang::N,ಇಳಿಜಾರು,shpat
112,Abhang::N,ಇಳಿಜಾರು,tatëpjetë
113,Quelle::N,ಮೂಲ,krua
114,Quelle::N,ಮೂಲ,burim
115,Bach::N,ತೊರೆ,virua
116,Fluss::N,ನದಿ,lumë
117,Ufer::N,ತೀರ,breg
118,Küste::N,ದಂಡೆ,anëdet
119,Küste::N,ದಂಡೆ,bregdet
120,Festland::N,ಭೂಮಿ,kontinent
121,Meer::N,ಕಡಲು,det
122,Bucht::N,ಖಾರಿ,gji deti
123,Insel::N,ದ್ವೀಪ,ishull
124,Insel::N,ದ್ವೀಪ,ujdhesë
125,Blume::N,ಸುಮ,lule
126,Gras::N,ಹುಲ್ಲು,bar
127,Wurzel::N,ಬೇರು,rrënjë
128,Baum::N,ಮರ,pemë
129,Stamm::N,ಕಾಂಡ,trung
130,Rinde::N,ತೂಗಟಿ,lëvore
131,Ast::N,ಶಾಖೆ,degë
132,Zweig::N,ರೆಂಬೆ,bisk
133,Blatt::N,ಎಲೆ,fletë
134,Blatt::N,ಎಲೆ,gjethe
135,Birke::N,ಬರ್ಚ್ ಮರ,mështekën
136,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,pishë
137,Weide[Baum]::N,ವಿಲೋಮರ,shelg
138,Tanne::N,ಭದ್ರದಾರು,bredh
139,Horn::N,ಕೊಂಬು,bri
140,Feder::N,ಪುಕ್ಕ,pupël
141,Fell::N,ರೋಮ,lëkurë
142,Flügel::N,ರೆಕ್ಕೆ,krah
143,Flügel::N,ರೆಕ್ಕೆ,fletë
144,Klaue::N,ಪಂಜ,kthetër
145,Kralle::N,ಉಗುರು,thua
146,Kralle::N,ಉಗುರು,kthetër
147,Schwanz::N,ಬಾಲ,bisht
148,Ei::N,ಮೊಟ್ಟೆ,vezë
149,Nest::N,ಗೂಡು,fole
150,Bau::N,ಅಡಗುದಾಣ,strofkë
151,Tier::N,ಪ್ರಾಣಿ,kafshë
152,Herde::N,ಗುಂಪು,kope
153,Herde::N,ಗುಂಪು,grigjë
154,Kuh::N,ಹಸು,lopë
155,Bulle::N,ಗೂಳಿ,dem
156,Pferd::N,ಕುದುರೆ,kalë
157,Schaf::N,ಕುರಿ,dele
158,Schwein::N,ಹಂದಿ,derr
159,Hund::N,ನಾಯಿ,qen
160,Katze::N,ಬೆಕ್ಕು,mace
161,Bär::N,ಕರಡಿ,ari
162,Eichhörnchen::N,ಉಡುತೆ,ketër
163,Elch::N,ಕಡವೆ,dre brilopatë
164,Fuchs::N,ನರಿ,dhelpër
165,Hase::N,ಮೊಲ,lepur
166,Maus::N,ಇಲಿ,mi
167,Wolf::N,ತೋಳ,ujk
168,Vogel::N,ಪಕ್ಷಿ,zog
169,Vogel::N,ಪಕ್ಷಿ,shpend
170,Schwarm::N,ಗುಂಪು,luzmë
171,Huhn::N,ಚಿಕ್,pulë
172,Hahn::N,ಹುಂಜ,gjel
173,Hahn::N,ಹುಂಜ,këndes
174,Gans::N,ವರಟೆ,patë
175,Adler::N,ಗರುಡ,shqiponjë
176,Ente::N,ಬಾತು,rosë
177,Eule::N,ಗೂಬೆ,buf
178,Kranich::N,ಕೊಕ್ಕರ,lejlek
179,Kranich::N,ಕೊಕ್ಕರ,kurrillë
180,Krähe::N,ಕಾಗೆ,sorrë
181,Kuckuck::N,ಕೋಗಿಲೆ,qyqe
182,Schwan::N,ಹಂಸಪಕ್ಷಿ,mjellmë
183,Fisch::N,ಮೀನು,peshk
184,Barsch::N,ಪರ್ಚ್ ಮೀನು,purtekë
185,Hecht::N,ಪೈಕ್ ಮೀನು,mlysh
186,Schlange[Tier]::N,ಹಾವು,gjarpër
187,Wurm::N,ಹುಳು,krimb
188,Spinne::N,ಊರ್ಣನಾಭ,marimangë
189,Ameise::N,ಇರುವೆ,thnegël
190,Ameise::N,ಇರುವೆ,milingonë
191,Laus::N,ಹೇನು,morr
192,Mücke::N,ಸೊಳ್ಳೆ,kunup
193,Mücke::N,ಸೊಳ್ಳೆ,mushkonjë
194,Fliege::N,ನೊಣ,mizë
195,Schmetterling::N,ಪತಂಗ,flutur
196,Beere::N,ನಯವಣ್ಣು,frutë
197,Beere::N,ನಯವಣ್ಣು,manaferrë
198,Apfel::N,ಸೇಬು,mollë
199,Pilz::N,ಅಣಬೆ,kërpudhë
200,Zwiebel::N,ನೀರುಳ್ಳಿ,qepë
201,Saat::N,ಬಿತ್ತ,farë
202,Korn::N,ಬೀಜ,grurë
203,Korn::N,ಬೀಜ,kokërr
204,Heu::N,ಕರಡ,sanë
205,Schale::N,ಹೊಟ್ಟು,lëkurë
206,Grube::N,ಗುಂಡಿ,gropë
207,Falle::N,ಬೋನು,kurth
208,Falle::N,ಬೋನು,grackë
209,Schlinge::N,ಉರುಲು,nyjë
210,Spur::N,ಜಾಡು,gjurmë
211,Asche::N,ಬೂದಿ,hi
212,Dreck::N,ಹೊಲಸು,baltë
213,Eisen::N,ಕಬ್ಬಿಣ,hekur
214,Gold::N,ಚಿನ್ನ,ar
215,Gold::N,ಚಿನ್ನ,flori
216,Silber::N,ಬೆಳ್ಳಿ,argjend
217,Kohle::N,ಕಲ್ಲಿದ್ದಲು,qymyr
218,Glas::N,ಗಾಜು,qelq
219,Lehm::N,ಜೇಡಿಮಣ್ಣು,argjilë
220,Sand::N,ಮರಳು,rërë
221,Mensch::N,ಪುರುಷ,njeri
222,Mann::N,ಆಳು,burrë
223,Mann::N,ಆಳು,mashkull
224,Frau::N,ಹೆಣ್ಣು,grua
225,Frau::N,ಹೆಣ್ಣು,femër
226,Kind::N,ಮಗು,kalama
227,Junge::N,ಹುಡುಗ,djalë
228,Mädchen::N,ಹುಡುಗಿ,gocë
229,Mädchen::N,ಹುಡುಗಿ,vajzë
230,Familie::N,ಕುಟುಂಬ,familje
231,Großvater::N,ಅಜ್ಜ,gjysh
232,Großmutter::N,ಅಮ್ಮ,gjyshe
233,Eltern::N,ಹೆತ್ತವರು,prindër
234,Vater::N,ತಂದೆ,atë
235,Mutter::N,ಅಮ್ಮ,nënë
236,Sohn::N,ಮಗ ,bir
237,Tochter::N,ಮಗಳು,bijë
238,Bruder::N,ತಮ್ಮ,vëlla
239,Schwester::N,ತಂಗಿ,motër
240,Onkel::N,ಸೋದರಮಾವ,dajë
241,Onkel::N,ಸೋದರಮಾವ,xhaxha
242,Onkel::N,ದೊಡ್ಡಪ್ಪ,dajë
243,Onkel::N,ದೊಡ್ಡಪ್ಪ,xhaxha
244,Tante::N,ಚಿಕ್ಕಮ್ಮ,teze
245,Tante::N,ಚಿಕ್ಕಮ್ಮ,hallë
246,Ehemann::N,ಗಂಡ,burrë
247,Ehemann::N,ಗಂಡ,bashkëshort
248,Ehefrau::N,ಹೆಂಡತಿ,grua
249,Ehefrau::N,ಹೆಂಡತಿ,bashkëshorte
250,Freude::N,ನಲಿವು,gaz
251,Freude::N,ನಲಿವು,gëzim
252,Gelächter::N,ನಗೆ,qeshje
253,Glück::N,ಆನಂದ,lumturi
254,Kummer::N,ದುಃಖ,brengë
255,Kummer::N,ದುಃಖ,pikëllim
256,Wunsch::N,ಬಯಕೆ,dëshirë
257,Lust::N,ಇಷ್ಟ,epsh
258,Lust::N,ಇಷ್ಟ,dashuri
259,Geist::N,ಆತ್ಮ,frymë
260,Geist::N,ಆತ್ಮ,shpirt
261,Gedanke::N,ಯೋಚನೆ,ide
262,Gedanke::N,ಯೋಚನೆ,mendim
263,Gedächtnis::N,ಸ್ಮರಣೆ,kujtesë
264,Verstand::N,ಮನಸ್ಸು,mend
265,Sinn::N,ಅರ್ಥ,kuptim
266,Grund::N,ಕಾರಣ,arsye
267,Wahrheit::N,ಸತ್ಯ,vërtetë
268,Gespräch::N,ಸಂಭಾಷಣೆ,bisedim
269,Märchen::N,ಸುಳ್ಳು ಕಥೆ,përrallë
270,Erzählung::N,ಕಥೆ,tregim
271,Nachricht::N,ಸಂದೇಶ,lajm
272,Neuigkeit::N,ಸುದ್ದಿ,risi
273,Name::N,ಹೆಸರು,emër
274,Rätsel::N,ಒಗಟು,gjëzë
275,Rätsel::N,ಒಗಟು,gjëegjëzë
276,Rede::N,ಮಾತು,fjalim
277,Sprache::N,ಭಾಷೆ,gjuhë
278,Stimme::N,ಧ್ವನಿ,zë
279,Wort::N,ಮಾತು,fjalë
280,Zeichen::N,ಗುರುತು,shenjë
281,Ruf::N,ಕೂಗು,thirrmë
282,Lärm::N,ಸದ್ದು,zhurmë
283,Laut::N,ಶಬ್ದ,tingull
284,Ton::N,ನಾದ,ton
285,Lied::N,ಗಾನ,këngë
286,Ruhe::N,ಶಾಂತಿ,qetësi
287,Leute::N,ಮಂದಿ,botë
288,Leute::N,ಮಂದಿ,njerëz
289,Volk::N,ಜನಾಂಗ,popull
290,Arbeit::N,ಕೆಲಸ,punë
291,Gast::N,ಅತಿಥಿ,mik
292,Gast::N,ಅತಿಥಿ,mysafir
293,Geschenk::N,ಕಾಣಿಕೆ,dhuratë
294,Geschenk::N,ಕಾಣಿಕೆ,peshqesh
295,Spiel::N,ಆಟ,lojë
296,Gesellschaft::N,ಸಂಗ,shoqëri
297,Hilfe::N,ಸಹಾಯ,ndihmë
298,Freund::N,ಸ್ನೇಹಿತ,mik
299,Kamerad::N,ಜೊತೆಗಾರ,shok
300,Angelegenheit::N,ವಿಚಾರ,punë
301,Anzahl::N,ಎಣಿಕೆ,sasi
302,Art::N,ತರ,lloj
303,Stück::N,ತುಂಡು,copë
304,Teil::N,ಭಾಗ,pjesë
305,Hälfte::N,ಅರ್ಧ,gjysmë
306,Kreis::N,ವೃತ್ತ,qark
307,Kreis::N,ವೃತ್ತ,rreth
308,Kreuz::N,ಶಿಲುಬೆ,kryq
309,Linie::N,ರೀಖೆ,vijë
310,Strich::N,ಗೀಟು,vizë
311,Abstand::N,ಅಂತರ,distancë
312,Entfernung::N,ದೂರ,largim
313,Gegend::N,ವಿಸ್ತೀರ್ಣ,vise
314,Gegend::N,ವಿಸ್ತೀರ್ಣ,krahinë
315,Platz::N,ಅಂತರ,shesh
316,Ort::N,ಸ್ಥಳ,vend
317,Seite::N,ಪಕ್ಷ,anë
318,Mitte::N,ನಡು,mes
319,Gegenstand::N,ವಸ್ತು,send
320,Sache::N,ವಸ್ತು,gjë
321,Sache::N,ವಸ್ತು,send
322,Rand::N,ಅಂಚು,qoshe
323,Kante::N,ಅಂಚು,teh
324,Ecke::N,ಮೂಲೆ,qoshe
325,Spitze::N,ತುದಿ,majë
326,Ende::N,ಕೊನೆ,skaj
327,Ende::N,ಕೊನೆ,bisht
328,Loch::N,ತೂತು,vrimë
329,Winkel::N,ಕೋನ,kënd
330,Muster::N,ನಮೂನೆ,mostër
331,Größe::N,ಪ್ರಮಾಣ,madhësi
332,Länge::N,ಉದ್ದ,gjatësi
333,Höhe::N,ಎತ್ತರ,lartësi
334,Gewicht::N,ತೂಕ,peshë
335,Menge::N,ಮೊತ್ತ,sasi
336,Haufen::N,ರಾಶಿ,grumbull
337,Reihe::N,ಸಾಲು,radhë
338,Reihe::N,ಸಾಲು,rresht
339,Boot::N,ದೋಣಿ,barkë
340,Boot::N,ದೋಣಿ,lundër
341,Ruder::N,ಹುಟ್ಟು,rrem
342,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,sajë
343,Ski::N,ಜಾರುಪಟ್ಟಿ,ski
344,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,flakadan
345,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,zjarr i madh
346,Last::N,ಹೊರೆ,barrë
347,Gang::N,ತಿರುಗಾಟ,ecje
348,Schritt::N,ಹೆಜ್ಜೆ,hap
349,Norden::N,ಉತ್ತರ,veri
350,Süden::N,ದಕ್ಷಿಣ,jug
351,Westen::N,ಪಶ್ಚಿಮ,perëndim
352,Osten::N,ಮೂಡಲು,lindje
353,Holz::N,ಚೌಬೀನೆ,dru
354,Brett::N,ಹಲಗೆ,dërrasë
355,Platte::N,ಹಲಗೆ,pllakë
356,Stütze::N,ಆಸರೆ,shtyllë
357,Stütze::N,ಆಸರೆ,mbështetesë
358,Stange::N,ಕಂಬ,shufër
359,Stock::N,ಕೋಲು,dajak
360,Stab::N,ದೊಣ್ಣೆ,shkop
361,Rohr::N,ನಳಿಕೆ,tub
362,Haus::N,ಮನೆ,shtëpi
363,Heim::N,ಗೃಹ,konak
364,Heim::N,ಗೃಹ,shtëpi
365,Ofen::N,ಒಲೆ,sobë
366,Ofen::N,ಒಲೆ,stufë
367,Fußboden::N,ನೆಲ,dysheme
368,Tisch::N,ಮೇಜು,tryezë
369,Stuhl::N,ಕುರ್ಚಿ,karrige
370,Wiege::N,ತೊಟ್ಟಿಲು,djep
371,Bett::N,ಹಾಸಿಗೆ,shtrat
372,Regal::N,ಬೀರು,raft
373,Kiste::N,ಪಟ್ಟಿಗೆ,kuti
374,Fenster::N,ಕಿಟಕಿ,dritare
375,Tür::N,ಬಾಗಿಲು,derë
376,Tor::N,ಹೆಬ್ಬಾಗಿಲು,portë
377,Zaun::N,ಬೇಲಿ,gardh
378,Dach::N,ಮಾಳಿಗೆ,çati
379,Leiter::N,ಏಣಿ,shkallë
380,Besen::N,ಪೊರಕೆ,fshesë
381,Spaten::N,ಗುದ್ದಲಿ,lopatë
382,Schaufel::N,ಸನಿಕೆ,qyrek
383,Gabel::N,ಕವಲು,pirun
384,Löffel::N,ಚಮಚ,lugë
385,Messer::N,ಚಾಕು,thikë
386,Nagel::N,ಆಣಿ,gozhdë
387,Netz::N,ಬಲೆ,rrjetë
388,Haken::N,ಕೊಂಡಿ,grep
389,Haken::N,ಕೊಂಡಿ,grremç
390,Griff::N,ಹಿಡಿ,dorak
391,Griff::N,ಹಿಡಿ,dorezë
392,Schloss::N,ವೀಗ,bravë
393,Bild::N,ಚಿತ್ರ,tablo
394,Bild::N,ಚಿತ್ರ,pikturë
395,Figur::N,ಆಕಾರ,figurë
396,Puppe::N,ಗೊಂಬೆ,kukull
397,Beutel::N,ಸಂಚಿ,qese
398,Beutel::N,ಸಂಚಿ,trastë
399,Bündel::N,ಕಟ್ಟು,deng
400,Tasche::N,ಚೀಲ,çantë
401,Eimer::N,ಬಾನೆ,kovë
402,Deckel::N,ಮುಚ್ಚಳ,kapak
403,Deckel::N,ಮುಚ್ಚಳ,mbulesë
404,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,enë
405,Sack::N,ಮೂಟೆ,thes
406,Sack::N,ಮೂಟೆ,torbë
407,Tasse::N,ಬಟ್ಟಲು,filxhan
408,Topf::N,ಮಡಕೆ,kusi
409,Topf::N,ಮಡಕೆ,tenxhere
410,Kessel::N,ಕೆಟಲ್,kazan
411,Essen::N,ಊಟ,ngrënie
412,Nahrung::N,ಆಹಾರ,ushqim
413,Speise::N,ಊಟ,gatesë
414,Fleisch::N,ಮಾಂಸ,mish
415,Getreide::N,ಧಾನ್ಯ,drithë
416,Brei::N,ಗಂಜಿ,qull
417,Brot::N,ರೊಟ್ಟಿ,bukë
418,Scheibe::N,ಹೋಳು,fetë
419,Fett::N,ಕೊಬ್ಬು,lyrë
420,Fett::N,ಕೊಬ್ಬು,yndyrë
421,Butter::N,ಬೆಣ್ಣೆ,gjalpë
422,Öl::N,ಎಣ್ಣೆ,vaj
423,Salz::N,ಉಪ್ಪು,kripë
424,Suppe::N,ಎಸರು,supë
425,Suppe::N,ಎಸರು,çorbë
426,Honig::N,ಮಧು,mjaltë
427,Milch::N,ಹಾಲು,qumësht
428,Tee::N,ಚಹ,çaj
429,Leder::N,ಚಕ್ಕಳ,lëkurë
430,Wolle::N,ಉಣ್ಣೆ,lesh
431,Stoff::N,ಬಟ್ಟೆ,pëlhurë
432,Nadel::N,ಸೂಜಿ,gjilpërë
433,Faden::N,ದಾರ,pe
434,Faden::N,ದಾರ,fije
435,Knopf::N,ಗುಂಡು,kopsë
436,Knoten::N,ಗಂಟು,komb
437,Farbe::N,ಬಣ್ಣ,bojë
438,Kleidung::N,ಅರಿವೆ,veshje
439,Hemd::N,ಅಂಗಿ,këmishë
440,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,jakë
441,Ärmel::N,ತೋಳು,mëngë
442,Hose::N,ಇಜಾರ,brekë
443,Gürtel::N,ಬೆಲ್ಟು,rrip
444,Mütze::N,ಟೋಪಿ,kësulë
445,Schuh::N,ಪಾದರಕ್ಷೆ,këpucë
446,Stiefel::N,ಬೂಟು,çizme
447,Ring::N,ಉಂಗುರ,unazë
448,Band::N,ರಿಬ್ಬನ್,shirit
449,Kamm::N,ಹಣಿಗೆ,krehër
450,Spiegel::N,ಕನ್ನಡಿ,pasqyrë
451,Riemen::N,ಬಾರು,rrip
452,Schnur::N,ಹುರಿ,litar
453,Schnur::N,ಹುರಿ,cikomë
454,Leine::N,ಹಗ್ಗ,rrip
455,Decke::N,ಕಂಬಳಿ,batanije
456,Kissen::N,ದಿಂಬು,jastëk
457,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,shami
458,Handtuch::N,ಚೌಕ,peshqir
459,Kraft::N,ಬಲ,forcë
460,Stärke::N,ಶಕ್ತಿ,koll
461,Gesundheit::N,ಆರೋಗ್ಯ,shëndet
462,Krankheit::N,ರೋಗ,sëmundje
463,Schmerz::N,ನೋವು,dhimbje
464,Wunde::N,ಗಾಯ,plagë
465,Fieber::N,ಜ್ವರ,ethe
466,Arznei::N,ಔಷಧ,ilaç
467,Brücke::N,ಸೇತುವೆ,urë
468,Brunnen::N,ಬಾವಿ,pus
469,Weide::N,ಗೋಮಾಳ,kullotë
470,Pfad::N,ದಾರಿ,ravë
471,Pfad::N,ದಾರಿ,shteg
472,Weg::N,ಹಾದಿ,udhë
473,Weg::N,ಹಾದಿ,shteg
474,Straße::N,ರಸ್ತೆ,rrugë
475,Dorf::N,ಹಳ್ಳಿ,fshat
476,Dorf::N,ಹಳ್ಳಿ,katund
477,Stadt::N,ಪಟ್ಟಣ,qytet
478,Brief::N,ಕಾಗದ,letër
479,Buch::N,ಪುಸ್ತಕ,libër
480,Buchstabe::N,ಅಕ್ಷರ,shkronjë
481,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,gazetë
482,Leben::N,ಜೀವನ,jetë
483,Tod::N,ಮರಣ,mortje
484,Grab::N,ಗೋರಿ,varr
485,Kirche::N,ಚರ್ಚು,kishë
486,Sünde::N,ಪಾಪ,mëkat
487,Sünde::N,ಪಾಪ,gjynah
488,Gott::N,ದೇವರು,hy
489,Gott::N,ದೇವರು,zot
490,Arbeiter::N,ಕೆಲಸಗಾರ,punëtor
491,Chef::N,ದಣಿ,shef
492,Chef::N,ದಣಿ,drejtues
493,Meister::N,ಶಿಕ್ಷಕ,mjeshtër
494,Arzt::N,ವೈದ್ಯ,mjek
495,Arzt::N,ವೈದ್ಯ,doktor
496,Lehrer::N,ಉಪಾಧ್ಯಾಯ,mësues
497,Lehrer::N,ಉಪಾಧ್ಯಾಯ,arsimtar
498,Geld::N,ಹಣ,para
499,Geld::N,ಹಣ,holla
500,Geschäft::N,ವಾಣಿಜ್ಯ,ujdi
501,Geschäft::N,ವಾಣಿಜ್ಯ,biznes
502,Laden::N,ಅಂಗಡಿ,dyqan
503,Preis::N,ಬೆಲೆ,çmim
504,Ware::N,ಸರಕು,mall
505,Nutzen::N,ಲಾಭ,dobi
506,Nutzen::N,ಲಾಭ,leverdi
507,Reichtum::N,ಸಂಪತ್ತು,kamje
508,Reichtum::N,ಸಂಪತ್ತು,pasuri
509,Welt::N,ಭೂಲೋಕ,botë
510,Land::N,ದೇಶ,vend
511,Staat::N,ರಾಜ್ಯ,shtet
512,König::N,ರಾಜ,mbret
513,Macht::N,ಅಧಿಕಾರ,fuqi
514,Macht::N,ಅಧಿಕಾರ,pushtet
515,Grenze::N,ಗಡಿ,kufi
516,Krieg::N,ಯುದ್ಧ,luftë
517,Feind::N,ಶತ್ರು,armik
518,Gewalt::N,ಹಿಂಸೆ,dhunë
519,Kampf::N,ಹೋರಾಟ,luftim
520,Bogen[Waffe]::N,ಬಿಲ್ಲು,hark
521,Pfeil::N,ಅಂಬು,shigjetë
522,Gewehr::N,ಬಂದೂಕು,pushkë
523,Fehler::N,ತಪ್ಪು,gafë
524,Fehler::N,ತಪ್ಪು,gabim
525,Lüge::N,ಸುಳ್ಳು,gënjeshtër
526,Schaden::N,ಹಾನಿ,dëm
527,Schaden::N,ಹಾನಿ,zarar
528,Unglück::N,ಅಪಾಯ,fatkeqësi
529,Schuld::N,ದೋಷ,faj
530,Alter::N,ಮುಪ್ಪು,moshë
531,Schluss::N,ಮುಕ್ತಾಯ,fund
532,Zeit::N,ಕಾಲ,kohë
533,Tag::N,ದಿನ,ditë
534,Morgen::N,ಮುಂಜಾನೆ,mëngjes
535,Mittag::N,ನಡುಹಗಲು,mesditë
536,Abend::N,ಸಂಜೆ,mbrëmje
537,Nacht::N,ರಾತ್ರಿ,natë
538,Woche::N,ವಾರ,javë
539,Monat::N,ತಿಂಗಳು,muaj
540,Jahr::N,ಸಂವತ್ಸರ,vit
541,Frühling::N,ವಸಂತ,pranverë
542,Sommer::N,ಬಿಸಿಲುಕಾಲ,verë
543,Herbst::N,ಶರತ್ಕಾಲ,vjeshtë
544,Winter::N,ಚಳಿಗಾಲ,dimër
545,Januar::N,ನಾಲ್ಚಳಿ,janar
546,Februar::N,ಅಯ್ಚಳಿ,shkurt
547,März::N,ಮೊಬ್ಬೇಸಿಗೆ,mars
548,April::N,ಇಬ್ಬೇಸಿಗೆ,prill
549,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,maj
550,Juni::N,ಮೊಮ್ಮಳೆ,qershor
551,Juli::N,ಇಮ್ಮಳೆ,korrik
552,August::N,ಮುಮ್ಮಳೆ,gusht
553,September::N,ನಾಲ್ಮಳೆ,shtator
554,Oktober::N,ಮೊಚ್ಚಳಿ,tetor
555,November::N,ಇಚ್ಚಳಿ,nëntor
556,Dezember::N,ಮುಚ್ಚಳಿ,dhjetor
557,Montag::N,ಸೋಮುವಾರ,hënë
558,Dienstag::N,ಮಂಗಳವಾರ,martë
559,Mittwoch::N,ಬುಧವಾರ,mërkurë
560,Donnerstag::N,ಗುರುವಾರ,enjte
561,Freitag::N,ಶುಕ್ರವಾರ,premte
562,Samstag::N,ಶನಿವಾರ,shtunë
563,Sonntag::N,ಭಾನುವಾರ,diel
