,Concept_ID,ca,ca
235,Grube::N,sot,sot
236,Grube::N,sot,clot
237,Grube::N,clot,sot
238,Grube::N,clot,clot
239,Falle::N,trampa,trampa
240,Schlinge::N,baga,baga
241,Spur::N,traça,traça
242,Asche::N,cendra,cendra
243,Dreck::N,llot,llot
244,Eisen::N,ferro,ferro
245,Gold::N,or,or
246,Silber::N,plata,plata
247,Kohle::N,carbó,carbó
248,Glas::N,vidre,vidre
249,Lehm::N,fang,fang
250,Lehm::N,fang,argila
251,Lehm::N,argila,fang
252,Lehm::N,argila,argila
253,Sand::N,arena,arena
254,Mensch::N,humà,humà
255,Mensch::N,humà,persona
256,Mensch::N,persona,humà
257,Mensch::N,persona,persona
258,Mann::N,home,home
259,Frau::N,dona,dona
260,Kind::N,nen,nen
261,Junge::N,noi,noi
262,Mädchen::N,noia,noia
263,Familie::N,família,família
264,Großvater::N,avi,avi
265,Großmutter::N,àvia,àvia
266,Eltern::N,pares,pares
267,Vater::N,pare,pare
268,Mutter::N,mare,mare
269,Sohn::N,fill,fill
270,Tochter::N,filla,filla
271,Bruder::N,germà,germà
272,Schwester::N,germana,germana
273,Onkel::N,oncle,oncle
274,Tante::N,tia,tia
275,Ehemann::N,espòs,espòs
276,Ehefrau::N,muller,muller
277,Freude::N,goig,goig
278,Freude::N,goig,alegria
279,Freude::N,alegria,goig
280,Freude::N,alegria,alegria
281,Gelächter::N,riallada,riallada
282,Glück::N,felicitat,felicitat
283,Kummer::N,pena,pena
284,Wunsch::N,desig,desig
285,Lust::N,ganes,ganes
286,Geist::N,ment,ment
287,Geist::N,ment,esperit
288,Geist::N,esperit,ment
289,Geist::N,esperit,esperit
290,Gedanke::N,pensament,pensament
291,Gedächtnis::N,memòria,memòria
292,Verstand::N,raó,raó
293,Verstand::N,raó,seny
294,Verstand::N,seny,raó
295,Verstand::N,seny,seny
296,Sinn::N,solta,solta
297,Sinn::N,solta,sentit
298,Sinn::N,sentit,solta
299,Sinn::N,sentit,sentit
300,Grund::N,raó,raó
301,Grund::N,raó,causa
302,Grund::N,causa,raó
303,Grund::N,causa,causa
304,Wahrheit::N,veritāt,veritāt
305,Gespräch::N,conversa,conversa
306,Märchen::N,conte,conte
307,Erzählung::N,narració,narració
308,Nachricht::N,missatge,missatge
309,Neuigkeit::N,novetat,novetat
310,Name::N,nom,nom
311,Rätsel::N,endevinalla,endevinalla
312,Rede::N,discurs,discurs
313,Sprache::N,llēngua,llēngua
314,Stimme::N,veu,veu
315,Wort::N,mot,mot
316,Wort::N,mot,paraula
317,Wort::N,paraula,mot
318,Wort::N,paraula,paraula
319,Zeichen::N,signe,signe
320,Zeichen::N,signe,senyal
321,Zeichen::N,senyal,signe
322,Zeichen::N,senyal,senyal
323,Ruf::N,crida,crida
324,Lärm::N,sorōll,sorōll
325,Laut::N,so,so
326,Ton::N,to,to
327,Lied::N,cançó,cançó
328,Ruhe::N,calma,calma
329,Ruhe::N,calma,silenci
330,Ruhe::N,silenci,calma
331,Ruhe::N,silenci,silenci
332,Leute::N,gent,gent
333,Volk::N,poble,poble
334,Arbeit::N,labor,labor
335,Arbeit::N,labor,treball
336,Arbeit::N,treball,labor
337,Arbeit::N,treball,treball
338,Gast::N,hoste,hoste
339,Geschenk::N,regal,regal
340,Geschenk::N,regal,obsequi
341,Geschenk::N,obsequi,regal
342,Geschenk::N,obsequi,obsequi
343,Spiel::N,joc,joc
344,Gesellschaft::N,companyia,companyia
345,Hilfe::N,ajut,ajut
346,Freund::N,amīc,amīc
347,Kamerad::N,company,company
348,Kamerad::N,company,camarada
349,Kamerad::N,camarada,company
350,Kamerad::N,camarada,camarada
351,Angelegenheit::N,afer,afer
352,Angelegenheit::N,afer,assumpte
353,Angelegenheit::N,assumpte,afer
354,Angelegenheit::N,assumpte,assumpte
355,Anzahl::N,nombre,nombre
356,Anzahl::N,nombre,quantitat
357,Anzahl::N,quantitat,nombre
358,Anzahl::N,quantitat,quantitat
359,Art::N,tipus,tipus
360,Art::N,tipus,classe
361,Art::N,classe,tipus
362,Art::N,classe,classe
363,Stück::N,peça,peça
364,Teil::N,part,part
365,Hälfte::N,meitat,meitat
366,Kreis::N,cercle,cercle
367,Kreuz::N,creu,creu
368,Linie::N,línia,línia
369,Strich::N,traç,traç
370,Strich::N,traç,ratlla
371,Strich::N,ratlla,traç
372,Strich::N,ratlla,ratlla
373,Abstand::N,distància,distància
374,Entfernung::N,distància,distància
375,Gegend::N,regió,regió
376,Gegend::N,regió,contrada
377,Gegend::N,contrada,regió
378,Gegend::N,contrada,contrada
379,Platz::N,cabuda,cabuda
380,Ort::N,lloc,lloc
381,Seite::N,banda,banda
382,Seite::N,banda,costāt
383,Seite::N,costāt,banda
384,Seite::N,costāt,costāt
385,Mitte::N,mig,mig
386,Mitte::N,mig,centre
387,Mitte::N,centre,mig
388,Mitte::N,centre,centre
389,Gegenstand::N,objecte,objecte
390,Sache::N,cosa,cosa
391,Rand::N,vora,vora
392,Rand::N,vora,marge
393,Rand::N,marge,vora
394,Rand::N,marge,marge
395,Kante::N,caire,caire
396,Kante::N,caire,cantell
397,Kante::N,cantell,caire
398,Kante::N,cantell,cantell
399,Ecke::N,cantonada,cantonada
400,Spitze::N,punta,punta
401,Ende::N,cap,cap
402,Loch::N,forāt,forāt
403,Winkel::N,racó,racó
404,Muster::N,dibuix,dibuix
405,Muster::N,dibuix,disseny
406,Muster::N,disseny,dibuix
407,Muster::N,disseny,disseny
408,Größe::N,grandària,grandària
409,Länge::N,longitud,longitud
410,Höhe::N,altura,altura
411,Höhe::N,altura,altitud
412,Höhe::N,altitud,altura
413,Höhe::N,altitud,altitud
414,Gewicht::N,pes,pes
415,Menge::N,quantitat,quantitat
416,Haufen::N,pila,pila
417,Reihe::N,fila,fila
418,Boot::N,bot,bot
419,Boot::N,bot,barca
420,Boot::N,barca,bot
421,Boot::N,barca,barca
422,Ruder::N,rem,rem
423,Schlitten::N,trineu,trineu
424,Ski::N,esquí,esquí
425,Lagerfeuer::N,foc de campament,foc de campament
426,Last::N,càrrega,càrrega
427,Gang::N,marxa,marxa
428,Schritt::N,pas,pas
429,Norden::N,nord,nord
430,Süden::N,sud,sud
431,Westen::N,oest,oest
432,Westen::N,oest,occident
433,Westen::N,occident,oest
434,Westen::N,occident,occident
435,Osten::N,est,est
436,Osten::N,est,orient
437,Osten::N,orient,est
438,Osten::N,orient,orient
439,Holz::N,fusta,fusta
440,Brett::N,taula,taula
441,Platte::N,placa,placa
442,Stütze::N,suport,suport
443,Stange::N,vara,vara
444,Stock::N,pal,pal
445,Stab::N,bastó,bastó
446,Rohr::N,tub,tub
447,Haus::N,casa,casa
448,Heim::N,llar,llar
449,Ofen::N,estufa,estufa
450,Fußboden::N,terra,terra
451,Tisch::N,taula,taula
452,Stuhl::N,cadira,cadira
453,Wiege::N,bressol,bressol
454,Bett::N,llit,llit
455,Regal::N,prestatgeria,prestatgeria
456,Kiste::N,caixa,caixa
457,Fenster::N,finestra,finestra
458,Tür::N,porta,porta
459,Tor::N,portal,portal
460,Zaun::N,tanca,tanca
461,Dach::N,teulada,teulada
462,Leiter::N,escala,escala
463,Leiter::N,escala,escala de mà
464,Leiter::N,escala de mà,escala
465,Leiter::N,escala de mà,escala de mà
466,Besen::N,escombra,escombra
467,Spaten::N,pala,pala
468,Schaufel::N,pala,pala
469,Gabel::N,forquilla,forquilla
470,Löffel::N,cullera,cullera
471,Messer::N,coltell,coltell
472,Nagel::N,clau,clau
473,Netz::N,filat,filat
474,Haken::N,ganxo,ganxo
475,Griff::N,puny,puny
476,Griff::N,puny,mànec
477,Griff::N,mànec,puny
478,Griff::N,mànec,mànec
479,Schloss::N,pany,pany
480,Bild::N,imatge,imatge
481,Figur::N,figura,figura
482,Puppe::N,nina,nina
483,Beutel::N,bossa,bossa
484,Bündel::N,feix,feix
485,Bündel::N,feix,paquet
486,Bündel::N,paquet,feix
487,Bündel::N,paquet,paquet
488,Tasche::N,bossa,bossa
489,Eimer::N,galleda,galleda
490,Deckel::N,tapa,tapa
491,Deckel::N,tapa,tapadora
492,Deckel::N,tapadora,tapa
493,Deckel::N,tapadora,tapadora
494,Geschirr::N,vaixella,vaixella
495,Sack::N,sac,sac
496,Sack::N,sac,saca
497,Sack::N,saca,sac
498,Sack::N,saca,saca
499,Tasse::N,tassa,tassa
500,Topf::N,pot,pot
501,Topf::N,pot,olla
502,Topf::N,olla,pot
503,Topf::N,olla,olla
504,Kessel::N,caldera,caldera
505,Essen::N,àpat,àpat
506,Essen::N,àpat,menjada
507,Essen::N,menjada,àpat
508,Essen::N,menjada,menjada
509,Nahrung::N,aliment,aliment
510,Speise::N,plat,plat
511,Fleisch::N,carn,carn
512,Getreide::N,cereals,cereals
513,Brei::N,puré,puré
514,Brot::N,pa,pa
515,Scheibe::N,tall,tall
516,Scheibe::N,tall,llesca
517,Scheibe::N,llesca,tall
518,Scheibe::N,llesca,llesca
519,Fett::N,greix,greix
520,Butter::N,mantega,mantega
521,Öl::N,oli,oli
522,Salz::N,sal,sal
523,Suppe::N,sopa,sopa
524,Honig::N,mel,mel
525,Milch::N,llet,llet
526,Tee::N,te,te
527,Leder::N,cuir,cuir
528,Wolle::N,llana,llana
529,Stoff::N,tela,tela
530,Nadel::N,agulla,agulla
531,Faden::N,fil,fil
532,Knopf::N,botó,botó
533,Knoten::N,nus,nus
534,Farbe::N,pintura,pintura
535,Kleidung::N,roba,roba
536,Kleidung::N,roba,vestits
537,Kleidung::N,vestits,roba
538,Kleidung::N,vestits,vestits
539,Hemd::N,camisa,camisa
540,Kragen::N,coll,coll
541,Ärmel::N,màniga,màniga
542,Hose::N,pantalōns,pantalōns
543,Gürtel::N,cinturó,cinturó
544,Mütze::N,gorra,gorra
545,Schuh::N,sabata,sabata
546,Stiefel::N,bota,bota
547,Ring::N,anell,anell
548,Band::N,veta,veta
549,Band::N,veta,cinta
550,Band::N,cinta,veta
551,Band::N,cinta,cinta
552,Kamm::N,pinta,pinta
553,Spiegel::N,mirāll,mirāll
554,Riemen::N,corretja,corretja
555,Schnur::N,corda,corda
556,Leine::N,corretja,corretja
557,Decke::N,manta,manta
558,Decke::N,manta,flassada
559,Decke::N,flassada,manta
560,Decke::N,flassada,flassada
561,Kissen::N,coixí,coixí
562,Tuch::N,mocador,mocador
563,Handtuch::N,tovallola,tovallola
564,Kraft::N,força,força
565,Stärke::N,vigor,vigor
566,Gesundheit::N,salut,salut
567,Krankheit::N,malaltia,malaltia
568,Schmerz::N,dolor,dolor
569,Wunde::N,ferida,ferida
570,Fieber::N,febre,febre
571,Arznei::N,medicament,medicament
572,Brücke::N,pont,pont
573,Brunnen::N,pou,pou
574,Weide::N,pastura,pastura
575,Pfad::N,senda,senda
576,Pfad::N,senda,sender
577,Pfad::N,sender,senda
578,Pfad::N,sender,sender
579,Weg::N,camí,camí
580,Straße::N,carretera,carretera
581,Dorf::N,poble,poble
582,Stadt::N,ciutāt,ciutāt
583,Brief::N,carta,carta
584,Buch::N,llibre,llibre
585,Buchstabe::N,lletra,lletra
586,Zeitung::N,diāri,diāri
587,Leben::N,vida,vida
588,Tod::N,mort,mort
589,Grab::N,tomba,tomba
590,Kirche::N,església,església
591,Sünde::N,pecat,pecat
592,Gott::N,déu,déu
593,Arbeiter::N,obrer,obrer
594,Chef::N,cap,cap
595,Meister::N,mestre,mestre
596,Arzt::N,metge,metge
597,Lehrer::N,mestre,mestre
598,Geld::N,dinērs,dinērs
599,Geschäft::N,negoci,negoci
600,Laden::N,tenda,tenda
601,Laden::N,tenda,botiga
602,Laden::N,botiga,tenda
603,Laden::N,botiga,botiga
604,Preis::N,preu,preu
605,Ware::N,mercaderia,mercaderia
606,Nutzen::N,profit,profit
607,Reichtum::N,riquesa,riquesa
608,Welt::N,món,món
609,Land::N,país,país
610,Staat::N,estat,estat
611,König::N,rei,rei
612,Macht::N,poder,poder
613,Macht::N,poder,potència
614,Macht::N,potència,poder
615,Macht::N,potència,potència
616,Grenze::N,frontera,frontera
617,Krieg::N,guerra,guerra
618,Feind::N,enemic,enemic
619,Gewalt::N,violència,violència
620,Kampf::N,lluita,lluita
621,Bogen[Waffe]::N,arc,arc
622,Pfeil::N,fletxa,fletxa
623,Gewehr::N,fusell,fusell
624,Gewehr::N,fusell,escopeta
625,Gewehr::N,escopeta,fusell
626,Gewehr::N,escopeta,escopeta
627,Fehler::N,falta,falta
628,Lüge::N,mentida,mentida
629,Schaden::N,dany,dany
630,Unglück::N,desgràcia,desgràcia
631,Schuld::N,culpa,culpa
632,Alter::N,edat,edat
633,Schluss::N,fi,fi
634,Schluss::N,fi,final
635,Schluss::N,final,fi
636,Schluss::N,final,final
637,Zeit::N,temps,temps
638,Tag::N,dia,dia
639,Morgen::N,matí,matí
640,Mittag::N,migdia,migdia
641,Abend::N,vespre,vespre
642,Nacht::N,nit,nit
643,Woche::N,setmana,setmana
644,Monat::N,mes,mes
645,Jahr::N,any,any
646,Frühling::N,primavera,primavera
647,Sommer::N,estīu,estīu
648,Herbst::N,tardor,tardor
649,Winter::N,hivērn,hivērn
650,Januar::N,gener,gener
651,Februar::N,febrer,febrer
652,März::N,març,març
653,April::N,abril,abril
654,Mai::N,maig,maig
655,Juni::N,juny,juny
656,Juli::N,juliol,juliol
657,August::N,agost,agost
658,September::N,setembre,setembre
659,Oktober::N,octubre,octubre
660,November::N,novembre,novembre
661,Dezember::N,desembre,desembre
662,Montag::N,dilluns,dilluns
663,Dienstag::N,dimarts,dimarts
664,Mittwoch::N,dimecres,dimecres
665,Donnerstag::N,dijous,dijous
666,Freitag::N,divendres,divendres
667,Samstag::N,dissabte,dissabte
668,Sonntag::N,diumenge,diumenge
669,groß::A,gros,gros
670,klein::A,petīt,petīt
671,lang::A,llarg,llarg
672,kurz::A,curt,curt
673,breit::A,ample,ample
674,schmal::A,estret,estret
675,dicht::A,dens,dens
676,dick[Gegenstand]::A,gruixūt,gruixūt
677,dünn::A,prim,prim
678,fein::A,fi,fi
679,fest::A,ferm,ferm
680,fest::A,ferm,sòlid
681,fest::A,sòlid,ferm
682,fest::A,sòlid,sòlid
683,flach::A,pla,pla
684,glatt::A,llis,llis
685,hart::A,dur,dur
686,weich::A,tou,tou
687,rund::A,rodó,rodó
688,spitz::A,punxegut,punxegut
689,scharf::A,agut,agut
690,stumpf::A,rom,rom
691,stumpf::A,rom,esmussat
692,stumpf::A,esmussat,rom
693,stumpf::A,esmussat,esmussat
694,schwer::A,pesāt,pesāt
695,schön::A,bonīc,bonīc
696,heiß::A,calēnt,calēnt
697,warm::A,càlid,càlid
698,kalt::A,fred,fred
699,kühl::A,fresc,fresc
700,frisch::A,fresc,fresc
701,feucht::A,humit,humit
702,nass::A,mullat,mullat
703,trocken::A,sec,sec
704,voll::A,ple,ple
705,leer::A,buit,buit
706,offen::A,obert,obert
707,geschlossen::A,tancat,tancat
708,sauber::A,net,net
709,schmutzig::A,brut,brut
710,roh::A,cru,cru
711,reif::A,madur,madur
712,lecker::A,deliciós,deliciós
713,süß::A,dolç,dolç
714,bitter::A,amarg,amarg
715,sauer::A,agre,agre
716,hell::A,clar,clar
717,dunkel::A,fosc,fosc
718,schwarz::A,negre,negre
719,weiß::A,blanc,blanc
720,rot::A,vermēll,vermēll
721,gelb::A,groc,groc
722,blau::A,blau,blau
723,grün::A,verd,verd
724,grau::A,gris,gris
725,bunt::A,multicolor,multicolor
726,billig::A,barat,barat
727,teuer::A,car,car
728,wertvoll::A,preciós,preciós
729,blind::A,cec,cec
730,taub::A,sord,sord
731,kräftig::A,fort,fort
732,kräftig::A,fort,vigorós
733,kräftig::A,vigorós,fort
734,kräftig::A,vigorós,vigorós
735,stark::A,fort,fort
736,schwach::A,feble,feble
737,fett::A,gras,gras
738,schlank::A,esvelt,esvelt
739,hübsch::A,maco,maco
740,böse::A,dolent,dolent
741,dumm::A,ximple,ximple
742,dumm::A,ximple,estúpid
743,dumm::A,estúpid,ximple
744,dumm::A,estúpid,estúpid
745,faul::A,gandūl,gandūl
746,faul::A,gandūl,mandrós
747,faul::A,mandrós,gandūl
748,faul::A,mandrós,mandrós
749,fleißig::A,diligēnt,diligēnt
750,geizig::A,avar,avar
751,klug::A,intel·ligent,intel·ligent
752,geschickt::A,hàbil,hàbil
753,lieb::A,amat,amat
754,lieb::A,amat,estimat
755,lieb::A,estimat,amat
756,lieb::A,estimat,estimat
757,lustig::A,alegre,alegre
758,sanft::A,suau,suau
759,hungrig::A,afamat,afamat
760,krank::A,malālt,malālt
761,nackt::A,nu,nu
762,traurig::A,trist,trist
763,lebendig::A,viu,viu
764,gut::A,bo,bo
765,schlecht::A,dolēnt,dolēnt
766,richtig::A,just,just
767,richtig::A,just,correcte
768,richtig::A,correcte,just
769,richtig::A,correcte,correcte
770,schlimm::A,greu,greu
771,wahr::A,vertader,vertader
772,wahr::A,vertader,veritable
773,wahr::A,veritable,vertader
774,wahr::A,veritable,veritable
775,alt::A,vell,vell
776,neu::A,nou,nou
777,ehemalig::A,antic,antic
778,alt[Lebewesen]::A,vell,vell
779,jung::A,jove,jove
780,arm::A,pobre,pobre
781,reich::A,ric,ric
782,bekannt::A,conegut,conegut
783,berühmt::A,famós,famós
784,fremd::A,estrany,estrany
785,verschieden::A,diferent,diferent
786,nah::A,pròxim,pròxim
787,fern::A,llunyà,llunyà
788,fern::A,llunyà,distant
789,fern::A,distant,llunyà
790,fern::A,distant,distant
791,linker::A,esquerre,esquerre
792,rechter::A,dret,dret
793,anderer::A,altre,altre
794,erster::A,primer,primer
795,zweiter::A,segon,segon
796,dritter::A,tercer,tercer
797,letzter::A,últim,últim
798,allein::ADV,sol,sol
799,auf einmal::ADV,d'una vegada,d'una vegada
800,zusammen::ADV,junt,junt
801,lange::ADV,molt de temps,molt de temps
802,plötzlich::ADV,de cop,de cop
803,plötzlich::ADV,de cop,de sobte
804,plötzlich::ADV,de sobte,de cop
805,plötzlich::ADV,de sobte,de sobte
806,sofort::ADV,de seguida,de seguida
807,später::ADV,més tard,més tard
808,jetzt::ADV,ara,ara
809,heute::ADV,avūi,avūi
810,morgen::ADV,demà,demà
811,bald::ADV,aviāt,aviāt
812,dann::ADV,després,després
813,gestern::ADV,ahir,ahir
814,einst::ADV,anteriorment,anteriorment
815,damals::ADV,llavōrs,llavōrs
816,damals::ADV,llavōrs,aleshores
817,damals::ADV,aleshores,llavōrs
818,damals::ADV,aleshores,aleshores
819,danach::ADV,després,després
820,vorher::ADV,abāns,abāns
821,zuerst::ADV,primer,primer
822,einmal::ADV,una vegada,una vegada
823,manchmal::ADV,de vegades,de vegades
824,oft::ADV,sovint,sovint
825,immer::ADV,sempre,sempre
826,niemals::ADV,no ... mai,no ... mai
827,hier::ADV,aquí,aquí
828,hierhin::ADV,per aquí,per aquí
829,von hier::ADV,des d'aquí,des d'aquí
830,dort::ADV,allí,allí
831,dorthin::ADV,hi,hi
832,geradeaus::ADV,tot dret,tot dret
833,vorwärts::ADV,endavānt,endavānt
834,rückwärts::ADV,endarrera,endarrera
835,zurück::ADV,darrere,darrere
836,unten::ADV,a baix,a baix
837,hinab::ADV,cap avall,cap avall
838,oben::ADV,dalt,dalt
839,hinauf::ADV,cap amunt,cap amunt
840,überall::ADV,pertot,pertot
841,überall::ADV,pertot,per tot arreu
842,überall::ADV,per tot arreu,pertot
843,überall::ADV,per tot arreu,per tot arreu
844,nicht::ADV,no,no
845,ein wenig::ADV,una mica,una mica
846,kaum::ADV,a penes,a penes
847,sehr::ADV,molt,molt
848,so::ADV,així,així
849,noch::ADV,encara,encara
850,nur::ADV,només,només
851,schon::ADV,ja,ja
852,wieder::ADV,de nou,de nou
853,vergebens::ADV,en va,en va
854,vor::PRP,davānt,davānt
855,vor::PRP,davānt,enfront de
856,vor::PRP,enfront de,davānt
857,vor::PRP,enfront de,enfront de
858,hinter::PRP,darrera,darrera
859,unter::PRP,sota,sota
860,durch::PRP,per,per
861,neben::PRP,al costāt de,al costāt de
862,zwischen::PRP,entre,entre
863,wegen::PRP,a causa de,a causa de
864,dies::PRN,aquest,aquest
865,das::PRN,això,això
866,alles::PRN,tot,tot
867,ich::PRN,jo,jo
868,du::PRN,tu,tu
869,er::PRN,ell,ell
870,wir::PRN,nosaltres,nosaltres
