,Concept_ID,ady,lbe
189,Grube::N,машэ́,кӏаланг
190,Falle::N,зэраубытырэ́ ӏэмэпсы́м,къатӏа
191,Schlinge::N,бзыуубыт,хӏатӏ
192,Spur::N,ужы,ша
193,Spur::N,лъэуж,ша
194,Asche::N,яжьэ́,лах
195,Dreck::N,псынжъы,кьяркьи
196,Dreck::N,псынжъы,венп
197,Eisen::N,гыучӏы́,мах
198,Eisen::N,къэнджа́л,мах
199,Gold::N,дышъэ́,муси
200,Silber::N,тыжьы́н,арцу
201,Kohle::N,шӏомыкӏ,кӏалаш
202,Kohle::N,шӏомыкӏ,хъуручӏ
203,Glas::N,апч,пюрун
204,Lehm::N,етӏагъо́,сина аьрщи
205,Sand::N,пшахъо,къун
206,Mensch::N,цӏыфы́,инсан
207,Mann::N,хъулъфы́гъ,чув
208,Mann::N,хъулъфы́гъ,адимина
209,Frau::N,бӏылъфыгъэ́,щарсса
210,Frau::N,бӏылъфыгъэ́,хъамитайпа
211,Kind::N,кӏэлэцӏы́кӏу,чӏиви оьрчӏ
212,Junge::N,кӏэлэцӏы́кӏу,оьрчӏ
213,Junge::N,кӏэлэцӏы́кӏу,бурхьин оьрчӏ
214,Mädchen::N,пшъэшъэжъый,душ
215,Familie::N,быны́,кулпат
216,Familie::N,уна́гъу,кулпат
217,Großvater::N,тэтэ́жъ,ттатта
218,Großvater::N,тэтэ́жъ,ниттил ппу
219,Großmutter::N,нэнэ́жъ,буттал нину
220,Eltern::N,ны-тыхэ́р,нину-ппу
221,Vater::N,ты,ппу
222,Mutter::N,ны,нину
223,Sohn::N,къо,арс
224,Tochter::N,пхъу,душ
225,Bruder::N,шы,уссу
226,Schwester::N,шы́пхъу,ссу
227,Onkel::N,янэ́ш,буттауссу
228,Tante::N,атэшыпхъу,буттал ссу
229,Ehemann::N,лӏы,лас
230,Ehefrau::N,шъу́з,щар
231,Ehefrau::N,шъу́з,щарсса
232,Freude::N,гушӏуа́гъу,шадшиву
233,Freude::N,гушӏуа́гъу,ххаришиву
234,Gelächter::N,щхыныр,хъяхъаву
235,Glück::N,насы́п,талихӏ
236,Kummer::N,тхьамыкӏагъу,дард
237,Wunsch::N,шӏонгъоны́гъ,мурад
238,Lust::N,шӏонгъоны́гъ,гьавас
239,Lust::N,шӏонгъоны́гъ,ччаву
240,Geist::N,гу,рухӏ
241,Gedanke::N,гупшыс,пикри
242,Gedächtnis::N,память,дакӏний личӏаву
243,Verstand::N,акъы́л,аькьлу
244,Sinn::N,мэхьанэ,мяъна
245,Grund::N,ушъхьагъу,багьана
246,Wahrheit::N,шъыпкъэ́,тӏайламур
247,Wahrheit::N,шъыпкъэ́,хӏакьмур
248,Gespräch::N,гущыӏ,ихтилат
249,Märchen::N,пшысэ,магьа
250,Erzählung::N,къэба́р,хавар
251,Nachricht::N,къэба́р,хавар
252,Neuigkeit::N,къэбарыкӏ,хавар
253,Name::N,цӏэ,цӏа
254,Rätsel::N,коджэхь-къоджэшх,ссигьа
255,Rede::N,гущыӏ,гъалгъа
256,Sprache::N,бзэ,маз
257,Stimme::N,макъэ́,чӏу
258,Stimme::N,макъэ́,чӏукӏа
259,Wort::N,гущыӏ,махъ
260,Zeichen::N,тамы́гъ,лишан
261,Ruf::N,джэ макъ,
262,Lärm::N,макъэ,чӏу
263,Laut::N,макъэ,чӏу
264,Lied::N,орэ́д,балай
265,Ruhe::N,самбырыныгъ,дигьалагру
266,Leute::N,цӏыфхэ́р,инсантал
267,Volk::N,цӏыф лъэпкъ,ил
268,Volk::N,цӏыф лъэпкъ,халкь
269,Arbeit::N,ӏофшӏакӏэ́н,заву
270,Gast::N,хьакӏэ́,хъамаличу
271,Geschenk::N,шӏухьафтын,бухчакарши
272,Geschenk::N,шӏухьафтын,лажинккакку
273,Spiel::N,еоны́р,тӏуркӏу
274,Spiel::N,джэгуны́р,тӏуркӏу
275,Spiel::N,къегъэӏоны́р,тӏуркӏу
276,Gesellschaft::N,обществ,жямат
277,Gesellschaft::N,обществ,ккуран
278,Hilfe::N,ӏэпыӏэгъу,кумаг
279,Freund::N,ныбджэгъу,дус
280,Kamerad::N,ныбджэгъу,хӏаласу
281,Angelegenheit::N,ӏофы́,иш
282,Anzahl::N,пчъагъэ́,аьдад
283,Art::N,изэрэщы́т,жинс
284,Art::N,лъэпкъ,жинс
285,Stück::N,такъы́р,касак
286,Teil::N,щыщ,бутӏа
287,Teil::N,ӏахь,бутӏа
288,Hälfte::N,ныкъо́,дачӏи
289,Kreis::N,хъура́й,кюрщан
290,Kreuz::N,къащ,ххач
291,Linie::N,хъахъ,щва
292,Linie::N,итхъа́гъ,щва
293,Strich::N,хъахъ,щва
294,Strich::N,итхъагъ,щва
295,Abstand::N,азыфагу,манзил
296,Entfernung::N,чӏыгууанэ,манзил
297,Gegend::N,чӏыпӏэ́,кӏану
298,Platz::N,азыфагу,
299,Ort::N,чӏыпӏэ́,кӏану
300,Seite::N,лъэны́къу,чул
301,Seite::N,лъэны́къу,чулухалу
302,Mitte::N,гузэ́гу,дя
303,Gegenstand::N,пкъыгъо,зат
304,Rand::N,цакӏэ́,зума
305,Kante::N,цэгэналъ,
306,Ecke::N,къогъу,мурцӏу
307,Spitze::N,пакӏэ,мицӏ
308,Ende::N,кӏэ,зума
309,Loch::N,гъуа́н,ккутӏ
310,Winkel::N,къогъу,мурцӏу
311,Muster::N,тхыпхъэ,накьич
312,Größe::N,иина́гъ,
313,Länge::N,икӏыхьа́гъ,лахъишиву
314,Höhe::N,лъэгагъ,лахъшиву
315,Gewicht::N,онтэгъугъэ́,дуццин
316,Gewicht::N,онтэгъугъэ́,кӏушиву
317,Menge::N,пчъагъэ́,
318,Haufen::N,ӏат,бакӏу
319,Reihe::N,саты́р,кьюкьа
320,Boot::N,къуашъо́,луткка
321,Ruder::N,къошъобэ́щ,весло
322,Ruder::N,къошъобэ́щ,чӏатӏа
323,Ski::N,лыжэхэр,лижарду
324,Lagerfeuer::N,пхъэмашӏу,къавтӏн
325,Gang::N,кӏоныр,нанаву
326,Schritt::N,лъэубэ́къу,ша
327,Norden::N,темы́р,ухссав
328,Norden::N,темы́р,ухссавнил чулухалу
329,Süden::N,къыблэ́,кьилва
330,Westen::N,тыгъэкъохьа́пӏ,баргълагавал
331,Westen::N,тыгъэкъохьа́пӏ,баргълагавал чул
332,Osten::N,тыгьэкъокӏы́пӏ,баргъбуккай чулухалу
333,Holz::N,чъыгы́,тӏама
334,Brett::N,пхъэ́мбгъу,тахта
335,Platte::N,упсыхьагъ,гъуни
336,Stütze::N,кӏэгъэкъон,гьалакӏу
337,Stange::N,къорэ́гъ,къазихъ
338,Stock::N,бэщ,ттархь
339,Stab::N,бэщ кӏы́хь,ччантӏакъу
340,Rohr::N,онджэкъ,бургъу
341,Haus::N,унэ́,къатта
342,Heim::N,унэ́,къатта
343,Ofen::N,гъэжъэн,пач
344,Fußboden::N,джэхашъу,чӏанкъатта
345,Tisch::N,стол,усттул
346,Stuhl::N,пхъэнтӏэ́кӏу,кӏану
347,Wiege::N,кушъэ́,оьрчӏал кӏану
348,Bett::N,пӏэкӏо́р,тах
349,Regal::N,мэкӏай,чӏаму
350,Kiste::N,ящык,яшикӏ
351,Kiste::N,ящык,къурши
352,Fenster::N,шъхьаныгъу́пчъ,чӏавахьулу
353,Tür::N,пчъэ,нуз
354,Tür::N,пчъэ,нузкьун
355,Tor::N,къэла́пчъ,къапу
356,Tor::N,къэла́пчъ,дарваза
357,Zaun::N,шӏыхьагъэ́,дайгьузанну
358,Dach::N,шъхьэ́,магъи
359,Dach::N,шъхьэ́,цӏиялу
360,Leiter::N,лъэо́й,чуртту
361,Leiter::N,дэкӏояпӏэ́,чуртту
362,Besen::N,пхъэнкӏы́пхъ,чӏатлу
363,Spaten::N,къазгъы́р,бил
364,Schaufel::N,хэӏалъ,чӏатӏа
365,Gabel::N,цацэ,гьиссилу
366,Löffel::N,джэмы́шх,къуса
367,Messer::N,шъэжъы́й,чӏила
368,Nagel::N,гъучӏыӏу́н,мяр
369,Netz::N,хъытыу,къери
370,Haken::N,хьажтӏаркъу,къича
371,Griff::N,къопс,куяму
372,Schloss::N,ӏункӏы́бз,кьункьула
373,Bild::N,сурэ́т,сурат
374,Puppe::N,нысхъа́п,ссихьу
375,Beutel::N,дзыо́,чантай
376,Tasche::N,ӏэлъмэ́къ,
377,Eimer::N,щалъ,бадра
378,Deckel::N,шъхьэ,къапаза
379,Geschirr::N,хьакъу-шыкъу,пюрунчӏул
380,Geschirr::N,хьакъу-шыкъу,тӏахӏникӏичӏу
381,Sack::N,дзыо́,къап
382,Sack::N,дзыо́,дарваг
383,Tasse::N,чашк,пижан
384,Tasse::N,чашк,пинжан
385,Tasse::N,чашк,инкираччатӏи
386,Tasse::N,чашк,цинцилттал бушкъап
387,Topf::N,кастрюль,кӏункӏур
388,Kessel::N,шыуа́н,чаг
389,Kessel::N,шыуа́н,кӏункӏур
390,Essen::N,шхэн,дукия
391,Essen::N,шхэн,дукин
392,Nahrung::N,шхэн,дукра
393,Speise::N,шхыныгъу,дукра
394,Fleisch::N,лы,дикӏ
395,Getreide::N,лэжьыгъацэ́,къама
396,Brei::N,пӏастэ́,ккурч
397,Brot::N,хьалыгъу,ччатӏ
398,Scheibe::N,такъы́р,парча
399,Fett::N,дагъэ́,аьгъушиву
400,Butter::N,тхъу,нагь
401,Butter::N,тхъу,лагаву
402,Öl::N,тхъу,
403,Salz::N,щыгъу,цӏву
404,Suppe::N,хьантхъупс,накь
405,Honig::N,шъоу́,ницӏ
406,Milch::N,щэ,накӏ
407,Tee::N,щай,чяй
408,Leder::N,кӏы́шъу,бурчу
409,Wolle::N,цы,ппал
410,Stoff::N,шэкӏы,янна
411,Nadel::N,бгъэ́хаӏу,ххалаххи
412,Faden::N,ӏуда́н,ххал
413,Knopf::N,занкӏэу,банд
414,Knoten::N,зэкъодзапӏэ,къурхъ
415,Farbe::N,краск,сир
416,Kleidung::N,щыгъы́ны,янна
417,Kleidung::N,щыгъы́ны,лаххия
418,Hemd::N,джан,гьухъа
419,Kragen::N,пшъапӏ,дарвач
420,Ärmel::N,гъуап,кахха
421,Hose::N,гъончэ́дж,хӏажак
422,Gürtel::N,бгыры́пх,мухӏлу
423,Mütze::N,паӏо́,кьяпа
424,Stiefel::N,щазым,чакма
425,Ring::N,ӏэлъы́н,кӏисса
426,Band::N,лент,линт
427,Kamm::N,мажь,ттарал
428,Spiegel::N,гъундж,дагьани
429,Riemen::N,бгыры́пх,эн
430,Schnur::N,кӏапсэ́,хьхьа
431,Leine::N,шъокӏапс,
432,Decke::N,чыхӏэн,виргъан
433,Kissen::N,шъхьант,кӏаралу
434,Tuch::N,шъхьэтехъу,карщи
435,Handtuch::N,ӏаплъэкӏ,калихьу
436,Handtuch::N,ӏаплъэкӏ,лажинлихьу
437,Kraft::N,къары́у,эллаж
438,Kraft::N,кӏуачӏэ́,эллаж
439,Stärke::N,кӏуачӏэ́,гуж
440,Gesundheit::N,псауныгъ,цӏуллу-сагъшиву
441,Krankheit::N,узы,къашайшиву
442,Schmerz::N,узы,къюву
443,Wunde::N,уӏагъэ́,щаву
444,Fieber::N,техьа́гъу,кӏиришиву
445,Fieber::N,жъоку,кӏиришиву
446,Arznei::N,ӏэзэ́гъу,дару
447,Brücke::N,лъэмы́д ж,ламу
448,Brunnen::N,псынэ́,къуй
449,Weide::N,хъупӏэ́,бизантту
450,Pfad::N,лъагъу,жегъир ххуллу
451,Weg::N,гъо́гу,ххуллу
452,Straße::N,гъо́гу,ххуллу
453,Dorf::N,къуа́дж,щар
454,Dorf::N,къуа́дж,шяравалу
455,Stadt::N,къалэ́,шагьру
456,Brief::N,тхэн,чагъар
457,Brief::N,письмэ,чагъар
458,Buch::N,тхы́лъ,лу
459,Buchstabe::N,хьары́ф,хӏарп
460,Zeitung::N,газет,кказит
461,Leben::N,гъашӏэ́,оьрму
462,Tod::N,аджал,ажал
463,Tod::N,аджал,бивкӏу
464,Tod::N,аджал,ивчӏаву
465,Grab::N,бэны́,гьав
466,Kirche::N,чылы́с,килиса
467,Sünde::N,гунахь,бунагъ
468,Gott::N,тхьэ,зал
469,Arbeiter::N,рабоч,зузала
470,Chef::N,гъэр,ялувма
471,Meister::N,ӏэпыӏа́с,усттар
472,Lehrer::N,кӏэлэегъа́дж,учитель
473,Geld::N,ахъщ,арцу
474,Geschäft::N,ӏофшӏэн,даву
475,Laden::N,туча́н,ттучан
476,Preis::N,уасэ́,багъа
477,Ware::N,хьап-щып,хъус
478,Nutzen::N,чар,хайр
479,Nutzen::N,чар,мюнпат
480,Nutzen::N,федэ́,хайр
481,Nutzen::N,федэ́,мюнпат
482,Reichtum::N,байныгъ,давлат
483,Reichtum::N,байныгъ,аваданшиву
484,Welt::N,дуна́й,дуниял
485,Land::N,хэгъэ́́гу,билаят
486,Staat::N,къэралыгъу,паччахӏлугъ
487,König::N,пачъы́хь,
488,Macht::N,шынэгъакзэ́,власть
489,Grenze::N,гъуна́пкъ,дазу
490,Krieg::N,зао́,дяъви
491,Feind::N,пы́и,душман
492,Gewalt::N,егъэзыгъэныгъ,къия
493,Kampf::N,бэнэныгъ,лачӏуи уккаву
494,Bogen[Waffe]::N,щабз,ккуртта
495,Pfeil::N,щэбза́щ,чӏатӏаракӏ
496,Gewehr::N,шхонч,ттупанг
497,Fehler::N,хэукъоныгъ,гъалатӏ
498,Lüge::N,пцӏы,щялмахъ
499,Schaden::N,зэра́р,зарал
500,Unglück::N,тхьамыкӏагъу,бала
501,Schuld::N,мысагъэ́,тахсир
502,Alter::N,ныбжь,оьрму
503,Schluss::N,кӏэ,ахир
504,Zeit::N,уахътэ́,чӏун
505,Tag::N,мафэ́,кьини
506,Morgen::N,пчэды́жь,кӏюрх
507,Mittag::N,щэджагьу́,ахттайн
508,Mittag::N,щэджагьу́,дяахттайн
509,Mittag::N,щэджагьу́,ахттайн чӏун
510,Abend::N,пчыхьэ́,маркӏачӏан
511,Nacht::N,чэщы́,хьхьу
512,Woche::N,тхьамафэ́,нюжмар
513,Monat::N,мазэ́,барз
514,Jahr::N,илъэ́с,шин
515,Frühling::N,гъатхэ́,инт
516,Sommer::N,гъэмафэ́,гъи
517,Herbst::N,бжыхьэ́,ссут
518,Winter::N,кӏыма́ф,кӏи
519,Januar::N,январь,цалчинмур барз
520,Februar::N,февраль,кӏилчинмур барз
521,März::N,март,шамилчинмур барз
522,April::N,апрель,апрель
523,April::N,апрель,мукьилчинмур барз
524,Mai::N,май,май
525,Mai::N,май,ххюлчинмур барз
526,Juni::N,июнь,июнь
527,Juni::N,июнь,ряххилчинмур барз
528,Juli::N,июль,июль
529,Juli::N,июль,Арулчинмур барз
530,August::N,август,мяйлчинмур барз
531,September::N,сентябрь,урчӏилчинмур барз
532,Oktober::N,октябрь,ацӏилчинмур барз
533,November::N,ноябрь,ацӏния цалчинмур барз
534,Dezember::N,декабрь,ацӏния кӏилчинмур барз
535,Montag::N,блыпэ́,итин
536,Montag::N,блыпэ́,итин кьини
537,Dienstag::N,гъубдж,тталат
538,Dienstag::N,гъубдж,тталат кьини
539,Mittwoch::N,бэрэскэжъый,арвахӏ
540,Donnerstag::N,мэфэ́ку,хамис
541,Freitag::N,бэрэскэшху,нюжмар
542,Freitag::N,бэрэскэшху,нюжмар кьини
543,Samstag::N,шэмбэ́т,ххуллун
544,Samstag::N,шэмбэ́т,ххуллун кьини
545,Sonntag::N,тхьаума́ф,алхӏат
546,Sonntag::N,тхьаума́ф,алхӏат кьини
547,groß::A,ины́,бугъарасса
548,klein::A,цӏы́кӏу,чӏивисса
549,lang::A,кӏыхьэ́,лахъисса
550,kurz::A,кӏэкӏы́,кутӏасса
551,breit::A,шъуамбгъо́,уттасса
552,schmal::A,бгъузэ́,уттакӏюласса
553,dicht::A,ӏужъу́,ццунсса
554,dick[Gegenstand]::A,ӏужъу́,ганзсса
555,dünn::A,пӏуакӏэ́,кӏюласса
556,fein::A,пӏуакӏэ́,
557,fest::A,пытэ́,цӏакьсса
558,fest::A,пытэ́,кьянкьасса
559,flach::A,тешъо́,баягъисса
560,flach::A,тешъо́,цӏубакъасса
561,flach::A,тешъо́,куртӏ дакъасса
562,glatt::A,зэны́бжь,дюрчӏусса
563,hart::A,пытэ́,кьянкьасса
564,weich::A,шъабэ́,кӏукӏлусса
565,rund::A,хъура́й,ккурккисса
566,spitz::A,папцӏэ́,ярксса
567,spitz::A,папцӏэ́,дайлсса
568,spitz::A,папцӏэ́,мицӏ бусса
569,scharf::A,чан,ярксса
570,scharf::A,чан,дайлсса
571,scharf::A,чан,мицӏ бусса
572,stumpf::A,цако́,къуркъасса
573,schwer::A,онтэ́гъу,кӏусса
574,schön::A,дахэ́,аьнтӏикӏасса
575,heiß::A,жъо́ркъ,кӏирисса
576,warm::A,фабэ́у,гъелисса
577,kalt::A,чъыӏэ́,дяркъусса
578,kühl::A,чъыӏэтагъ,дюхлулсса
579,frisch::A,чъыӏэтагъ,цӏусса
580,feucht::A,шынагъэ зиӏэ,атилсса
581,feucht::A,шынагъэ зиӏэ,хъавтусса
582,feucht::A,шынэгъакӏэ зиӏэ,атилсса
583,feucht::A,шынэгъакӏэ зиӏэ,хъавтусса
584,nass::A,цӏынэ́,атилсса
585,nass::A,цӏынэ́,хъавтусса
586,trocken::A,гъушъ,кьавкьсса
587,trocken::A,гъушъ,кьакьан бувсса
588,trocken::A,чъэпхъыгъ,кьавкьсса
589,trocken::A,чъэпхъыгъ,кьакьан бувсса
590,voll::A,из,бувцӏусса
591,voll::A,изыбз,бувцӏусса
592,leer::A,нэкӏы́,бачӏвасса
593,offen::A,зэдэхыгъэ,тӏивтӏусса
594,geschlossen::A,зэфэшӏыгъ,лавкьусса
595,sauber::A,къабзэ́,марцӏсса
596,schmutzig::A,шӏо́и,чапалсса
597,roh::A,мыжъо́,шакъавхьсса
598,reif::A,чъэпхъыгъ,дирсса
599,lecker::A,го́хьы,нахӏусса
600,lecker::A,го́хьы,тӏааьнсса
601,süß::A,ӏэшӏу,нацӏусса
602,bitter::A,дыджы́,кьурчӏисса
603,sauer::A,хафэ́,туршсса
604,hell::A,нэфын,чаннасса
605,dunkel::A,мэзэхэ,цӏансса
606,schwarz::A,шӏуцӏэ,лухӏисса
607,weiß::A,фыжьы́,кӏяласса
608,rot::A,плъыжьы́,ятӏулсса
609,gelb::A,гъожьы́,хъахъисса
610,blau::A,шхъуантӏэ,някӏсса
611,grün::A,шхъуантӏэ,щюлисса
612,grau::A,шхъо,оьрусса
613,bunt::A,къолэны,оьрчӏикӏурисса
614,billig::A,пыут,кьювкьусса
615,teuer::A,сикӏа́с,ххирасса
616,teuer::A,силъа́пӏ,ххирасса
617,wertvoll::A,пкӏэ зиӏ,багьасса
618,wertvoll::A,уасэ́ зыфа́шӏ,багьасса
619,blind::A,нэшъу́,мурчӏисса
620,taub::A,дэгу,къюкӏсса
621,kräftig::A,лъэ́ш,гужсса
622,stark::A,лъэ́ш,кьянкьасса
623,schwach::A,хъыбэй,заэвсса
624,fett::A,пщэры́,бучсса
625,schlank::A,ищыгъэ,бювхъусса
626,hübsch::A,дахэ́,янусса
627,böse::A,ябгэ,оьсса
628,dumm::A,делэ,ахӏмакьсса
629,faul::A,шъхьахы́нэ,танмалсса
630,faul::A,шъхьахы́нэ,курчӏилсса
631,fleißig::A,егугъурэ,хӏарачат бусса
632,geizig::A,тхьацэ,янттарцӏансса
633,klug::A,акъылышӏу́,аькьлу бусса
634,geschickt::A,ӏэпэӏэсэ́,паргалсса
635,geschickt::A,шо́у шӏыгъэ́,паргалсса
