,Concept_ID,da,kk
312,Geschenk::N,gave,қадия
313,Spiel::N,leg,ойын
314,Gesellschaft::N,selskab,қауым
315,Gesellschaft::N,selskab,жұртшылық
316,Hilfe::N,hjælp,жэрдем
317,Freund::N,ven,дос
318,Kamerad::N,kammerat,дос-жар
319,Angelegenheit::N,sag,жұмыс
320,Angelegenheit::N,anliggende,жұмыс
321,Anzahl::N,antal,сан
322,Anzahl::N,antal,саны
323,Art::N,art,түр
324,Stück::N,stykke,тілім
325,Teil::N,del,үлес
326,Teil::N,del,бөлшек
327,Hälfte::N,halvdel,жарты
328,Kreis::N,cirkel,шеңбер
329,Kreuz::N,kors,крест
330,Kreuz::N,kryds,крест
331,Linie::N,linie,сызық
332,Strich::N,streg,сызық
333,Abstand::N,afstand,ара
334,Abstand::N,afstand,аралық
335,Entfernung::N,afstand,аралық
336,Gegend::N,egn,өңір
337,Platz::N,plads,орны
338,Ort::N,sted,орын
339,Seite::N,side,жақ
340,Seite::N,side,бүйір
341,Mitte::N,midte,ортасы
342,Gegenstand::N,genstand,зат
343,Gegenstand::N,genstand,нәрсе
344,Sache::N,sag,бұйым
345,Rand::N,rand,шет
346,Rand::N,rand,шеті
347,Kante::N,kant,қыр
348,Kante::N,kant,қыры
349,Ecke::N,hjørne,қыры
350,Ecke::N,hjørne,бұрыш
351,Spitze::N,spids,ұшы
352,Ende::N,ende,аяқ
353,Ende::N,ende,соңы
354,Loch::N,hul,тесік
355,Winkel::N,vinkel,мүйіс
356,Muster::N,mønster,мәнер
357,Größe::N,størrelse,ауқым
358,Größe::N,størrelse,көлемдік
359,Länge::N,længde,бой
360,Länge::N,længde,ұзындық
361,Höhe::N,højde,жоғарылық
362,Höhe::N,højde,биіктік
363,Gewicht::N,vægt,салмақ
364,Menge::N,mængde,мөлшер
365,Haufen::N,bunke,үйме
366,Haufen::N,bunke,үйінді
367,Reihe::N,række,сап
368,Boot::N,båd,қайық
369,Ruder::N,åre,ескек
370,Schlitten::N,kælk,шана
371,Schlitten::N,slæde,шана
372,Ski::N,ski,шаңғы
373,Lagerfeuer::N,lejrbål,алау
374,Last::N,last,ауырлық
375,Last::N,last,ауыр зат
376,Last::N,byrde,ауырлық
377,Last::N,byrde,ауыр зат
378,Gang::N,gang,жүріс
379,Schritt::N,skridt,адым
380,Norden::N,nord,солтүстік
381,Norden::N,nord,терістік
382,Süden::N,syd,оңтүстік
383,Westen::N,vest,батыс
384,Osten::N,øst,күншығыс
385,Holz::N,træ,ағаш
386,Holz::N,træ,сүрек
387,Brett::N,bræt,тақта
388,Platte::N,plade,тақта
389,Stütze::N,støtte,тіреу
390,Stange::N,stang,қада
391,Stock::N,stok,сойыл
392,Stab::N,stav,сырық
393,Rohr::N,rør,құбыр
394,Haus::N,hus,үй
395,Heim::N,hjem,үйлі
396,Heim::N,hjem,шаңырақ
397,Ofen::N,ovn,ошақ
398,Ofen::N,ovn,пеш
399,Fußboden::N,gulv,еден
400,Tisch::N,bord,үстел
401,Stuhl::N,stol,орындық
402,Wiege::N,vugge,бесік
403,Bett::N,seng,кереует
404,Regal::N,reol,сөре
405,Kiste::N,kasse,жәшік
406,Fenster::N,vindue,терезе
407,Tür::N,dør,есік
408,Tor::N,port,дарбаза
409,Zaun::N,stakit,дуал
410,Dach::N,tag,шатыр
411,Leiter::N,stige,саты
412,Leiter::N,stige,басқыш
413,Besen::N,kost,сыпырғыш
414,Spaten::N,spade,күрек
415,Schaufel::N,skovl,қалақ
416,Gabel::N,gaffel,аша
417,Gabel::N,gaffel,шанышқы
418,Löffel::N,ske,қасық
419,Messer::N,kniv,пышақ
420,Nagel::N,søm,мық
421,Nagel::N,søm,шеге
422,Netz::N,net,керегекөз
423,Haken::N,krog,ілмек
424,Griff::N,tag,сап
425,Griff::N,tag,тұтқа
426,Griff::N,håndtag,сап
427,Griff::N,håndtag,тұтқа
428,Schloss::N,lås,құлып
429,Schloss::N,lås,бекіткіш
430,Bild::N,billede,сурет
431,Figur::N,figur,тұлға
432,Puppe::N,dukke,қуыршақ
433,Beutel::N,pose,қапшық
434,Bündel::N,bylt,байлам
435,Bündel::N,bundt,байлам
436,Tasche::N,taske,дорба
437,Eimer::N,spand,шелек
438,Deckel::N,låg,жапқыш
439,Geschirr::N,husgeråd,ыдыс
440,Sack::N,sæk,қап
441,Tasse::N,kop,шыныаяқ
442,Topf::N,gryde,кәстрөл
443,Kessel::N,kedel,қазан
444,Essen::N,måltid,ас
445,Nahrung::N,mad,ас
446,Nahrung::N,mad,тамақ
447,Nahrung::N,næring,ас
448,Nahrung::N,næring,тамақ
449,Speise::N,ret,тағам
450,Fleisch::N,kød,ет
451,Getreide::N,korn,дәнді
452,Brei::N,grød,ботқа
453,Brot::N,brød,күлше
454,Scheibe::N,skive,тілім
455,Fett::N,fedt,май
456,Butter::N,smør,май
457,Öl::N,olie,май
458,Salz::N,salt,тұз
459,Suppe::N,suppe,көже
460,Honig::N,honning,бал
461,Milch::N,mælk,сүт
462,Tee::N,te,шай
463,Leder::N,skind,көн
464,Wolle::N,uld,жүн
465,Stoff::N,stof,мата
466,Stoff::N,stof,кездеме
467,Nadel::N,nål,ине
468,Faden::N,tråd,жіп
469,Knopf::N,knap,түйме
470,Knoten::N,knude,түйін
471,Farbe::N,farve,рең
472,Kleidung::N,påklædning,киім
473,Hemd::N,skjorte,жейде
474,Kragen::N,krave,жаға
475,Ärmel::N,ærme,жең
476,Hose::N,bukser,шалбар
477,Gürtel::N,bælte,белбеу
478,Mütze::N,hue,қалпақ
479,Schuh::N,sko,кебіс
480,Stiefel::N,støvle,етік
481,Ring::N,ring,жүзік
482,Band::N,bånd,таспа
483,Kamm::N,kam,тарақ
484,Spiegel::N,spejl,айна
485,Riemen::N,rem,қайыс
486,Schnur::N,snor,жіп
487,Leine::N,snor,тізгін
488,Decke::N,tæppe,көрпе
489,Kissen::N,pude,жастық
490,Tuch::N,sjaltørklæde,орамал
491,Handtuch::N,håndklæde,сүлгі
492,Kraft::N,kraft,қуат
493,Kraft::N,kraft,қарқын
494,Kraft::N,kraft,әл-шама
495,Kraft::N,kraft,әл-дәрмен
496,Stärke::N,styrke,әл
497,Stärke::N,styrke,күш
498,Gesundheit::N,sundhed,денсаулык
499,Krankheit::N,sygdom,ауру
500,Schmerz::N,smerte,ауру
501,Wunde::N,sår,зақым
502,Wunde::N,sår,жарақат
503,Fieber::N,feber,безгек
504,Fieber::N,feber,қалтырау
505,Fieber::N,feber,қызу көтерілуі
506,Arznei::N,medicin,дәрі
507,Arznei::N,medicin,дәрі-дәрмек
508,Arznei::N,lægemiddel,дәрі
509,Arznei::N,lægemiddel,дәрі-дәрмек
510,Brücke::N,bro,көпір
511,Brunnen::N,brønd,құдық
512,Weide::N,græsgang,өріс
513,Weide::N,græsgang,жайылым
514,Pfad::N,sti,жол
515,Weg::N,vej,жол
516,Straße::N,gade,жол
517,Dorf::N,landsby,ауыл
518,Stadt::N,by,қала
519,Stadt::N,by,шаһар
520,Brief::N,brev,хат
521,Brief::N,brev,жазу
522,Buch::N,bog,кітап
523,Buchstabe::N,bogstav,әріп
524,Buchstabe::N,bogstav,қаріп
525,Zeitung::N,avis,газет
526,Leben::N,liv,өмір
527,Leben::N,liv,тіршілік
528,Tod::N,død,опат
529,Grab::N,grav,мола
530,Grab::N,grav,мазар
531,Kirche::N,kirke,шіркеу
532,Sünde::N,synd,күнә
533,Gott::N,gud,алла
534,Gott::N,gud,құдай
535,Gott::N,gud,тәңірі
536,Gott::N,gud,пәруардігер
537,Gott::N,gud,жаратқан тәңірі
538,Arbeiter::N,arbejder,жүмысшы
539,Chef::N,chef,басшы
540,Chef::N,chef,жұмыс басқарушысы
541,Meister::N,mester,шебер
542,Meister::N,mester,өнерпаз
543,Arzt::N,læge,дәрігер
544,Lehrer::N,lærer,мұғалім
545,Geld::N,penge,пұл
546,Geschäft::N,forretning,бизнес
547,Laden::N,butik,дүкен
548,Laden::N,forretning,дүкен
549,Preis::N,pris,ақы
550,Preis::N,pris,құны
551,Preis::N,pris,нарық
552,Ware::N,vare,тауар
553,Nutzen::N,nytte,пайда
554,Reichtum::N,rigdom,бақ-дәулет
555,Welt::N,verden,әлем
556,Welt::N,verden,жиһан
557,Land::N,land,аймақ
558,Staat::N,stat,мемлекет
559,König::N,konge,патша
560,Macht::N,magt,өкімет
561,Macht::N,magt,қожалық
562,Grenze::N,grænse,шек
563,Krieg::N,krig,соғыс
564,Feind::N,fjende,жау
565,Feind::N,fjende,дұшпан
566,Gewalt::N,vold,зорлык
567,Gewalt::N,vold,зорлық-зомбылык
568,Kampf::N,kamp,күрес
569,Kampf::N,kamp,алыспақ
570,Bogen[Waffe]::N,bue,саржа
571,Pfeil::N,pil,жебе
572,Gewehr::N,gevær,қару
573,Fehler::N,fejl,әбес
574,Fehler::N,fejl,қаталық
575,Lüge::N,løgn,өтірік
576,Schaden::N,skade,зиян
577,Schaden::N,skade,зарар
578,Unglück::N,uheld,пәле
579,Unglück::N,uheld,қасырет
580,Unglück::N,uheld,ауыртпалық
581,Unglück::N,ulykke,пәле
582,Unglück::N,ulykke,қасырет
583,Unglück::N,ulykke,ауыртпалық
584,Schuld::N,skyld,айыптылық
585,Alter::N,alder,жас
586,Alter::N,alder,жас шамасы
587,Schluss::N,slut,ада
588,Schluss::N,slut,бітуі
589,Schluss::N,slutning,ада
590,Schluss::N,slutning,бітуі
591,Zeit::N,tid,уақыт
592,Tag::N,dag,күн
593,Morgen::N,morgen,таң
594,Morgen::N,morgen,таңертең
595,Mittag::N,middag,талтүс
596,Abend::N,aften,кеш
597,Nacht::N,nat,түн
598,Woche::N,uge,апта
599,Monat::N,måned,ай
600,Jahr::N,år,жыл
601,Frühling::N,forår,көктем
602,Sommer::N,sommer,жаз
603,Herbst::N,efterår,күз
604,Winter::N,vinter,қыс
605,Januar::N,januar,каңтар
606,Februar::N,februar,ақпан
607,März::N,marts,наурыз
608,April::N,april,сәуір
609,Mai::N,maj,мамыр
610,Juni::N,juni,маусым
611,Juli::N,juli,шілде
612,August::N,august,сүмбіле
613,August::N,august,тамыз
614,September::N,september,қыркүйек
615,Oktober::N,oktober,ақырап
616,November::N,november,қараша
617,Dezember::N,december,желтоқсан
618,Montag::N,mandag,дүйсенбі
619,Dienstag::N,tirsdag,сейсенбі
620,Mittwoch::N,onsdag,сәрсенбі
621,Donnerstag::N,torsdag,бейсенбі
622,Freitag::N,fredag,жұма
623,Samstag::N,lørdag,сенбі
624,Sonntag::N,søndag,жексембі
625,groß::A,stor,алпамсадай
626,klein::A,lille,кішкене
627,klein::A,lille,қарғадай
628,lang::A,lang,сопақ
629,lang::A,lang,сорайған
630,kurz::A,kort,кеспелтек
631,breit::A,bred,айдынды
632,schmal::A,smal,қысық
633,dicht::A,tæt,жиі
634,dick[Gegenstand]::A,tyk,шомбал
635,dünn::A,tynd,жұқа
636,dünn::A,tynd,жіңішке
637,fein::A,fin,қаңылтақ
638,fest::A,fast,берік
639,fest::A,fast,мызғымас
640,flach::A,flad,жалпак
641,glatt::A,glat,типыл
642,hart::A,hård,қатты
643,weich::A,blød,жұмсақ
644,rund::A,rund,домалақ
645,spitz::A,spids,үшкір
646,scharf::A,skarp,сүйрік
647,stumpf::A,sløv,доғал
648,stumpf::A,sløv,өтпейтін
649,stumpf::A,stump,доғал
650,stumpf::A,stump,өтпейтін
651,schwer::A,tung,салмақты
652,schön::A,skøn,сұлу
653,heiß::A,hed,ыссы
654,warm::A,varm,жылы
655,kalt::A,kold,аязды
656,kühl::A,kølig,салқын
657,frisch::A,frisk,таза
658,frisch::A,frisk,жаңа
659,feucht::A,fugtig,нам
660,feucht::A,fugtig,дымқылды
661,nass::A,våd,сулы
662,trocken::A,tør,құрғақ
663,voll::A,fuld,толы
664,leer::A,tom,бос
665,offen::A,åben,ашып қойылған
666,geschlossen::A,lukket,жабулы
667,sauber::A,ren,дақсыз
668,sauber::A,ren,мұнтаздай
669,schmutzig::A,snavset,айғыз
670,schmutzig::A,snavset,сатпақ
671,schmutzig::A,snavset,сатал-сатал
672,roh::A,rå,шикі
673,reif::A,moden,піскен
674,lecker::A,lækker,дәмді
675,süß::A,sød,тәтті
676,bitter::A,bitter,ащы
677,sauer::A,sur,қышқыл
678,hell::A,lys,жарық
679,hell::A,lys,жарқын
680,dunkel::A,mørk,қараңғы
681,schwarz::A,sort,қара
682,weiß::A,hvid,ақ
683,rot::A,rød,қызыл
684,gelb::A,gul,сары
685,blau::A,blå,көк
686,grün::A,grøn,жасыл
687,grau::A,grå,бозамық
688,bunt::A,broget,алабажак
689,billig::A,billig,арзан
690,teuer::A,dyr,бағалы
691,wertvoll::A,værdifuld,құнды
692,wertvoll::A,værdifuld,қымбат
693,blind::A,blind,көзсіз
694,blind::A,blind,көр
695,blind::A,blind,көр_соқыр
696,taub::A,døv,керең
697,taub::A,døv,саңырау
698,kräftig::A,kraftig,қуатты
699,kräftig::A,kraftig,қарымды
700,stark::A,stærk,білекті
701,schwach::A,svag,әлсіз
702,schwach::A,svag,күшсіз
703,schwach::A,svag,қайратсыз
704,fett::A,fed,семіз
705,schlank::A,slank,ашаң
706,hübsch::A,køn,ажарлы
707,hübsch::A,køn,шырайлы
708,böse::A,ond,өш
709,böse::A,ond,сұм
710,böse::A,ond,жауыз
711,böse::A,slem,өш
712,böse::A,slem,сұм
713,böse::A,slem,жауыз
714,dumm::A,dum,көкми
715,dumm::A,dum,ақымақ
716,dumm::A,dum,миы жоқ
717,faul::A,doven,жалқау
718,faul::A,doven,еріншек
719,fleißig::A,flittig,ұқыпты
720,geizig::A,gerrig,сараң
721,klug::A,klog,жетік
722,klug::A,klog,ақылды
723,geschickt::A,dygtig,шебер
724,geschickt::A,behændig,шебер
725,lieb::A,rar,абзал
726,lieb::A,rar,айналайын
727,lustig::A,lystig,көңілді
728,sanft::A,blid,жуас
729,hungrig::A,sulten,аш
730,krank::A,syg,кеселді
731,nackt::A,nøgen,жалаңаш
732,traurig::A,bedrøvet,қапа
733,lebendig::A,levende,тірі
734,lebendig::A,levende,жанды
735,gut::A,god,жақсы
736,schlecht::A,dårlig,жаман
737,richtig::A,rigtig,дұрыс
738,schlimm::A,slem,жаман
739,wahr::A,sand,нағыз
740,alt::A,gammel,ескі
741,neu::A,ny,жаңа
742,ehemalig::A,forhenværende,өткен
743,ehemalig::A,forhenværende,бұрынғы
744,alt[Lebewesen]::A,gammel,кексе
745,jung::A,ung,науша
746,arm::A,fattig,кедей
747,arm::A,fattig,дәулетсіз
748,reich::A,rig,малды
749,bekannt::A,kendt,таныс
750,bekannt::A,kendt,көзтаныс
751,berühmt::A,berømt,атақты
752,fremd::A,fremmed,бөтен
753,verschieden::A,forskellig,түрлі
754,nah::A,nær,жуық
755,nah::A,nær,етене
756,fern::A,fjern,алыс
757,fern::A,fjern,алыстағы
758,linker::A,venstre,сол
759,linker::A,venstre,солшыл
760,rechter::A,højre,оң
761,anderer::A,anden,өзге
762,anderer::A,anden,былайғы
763,erster::A,første,алғашқы
764,zweiter::A,anden,екінші
765,dritter::A,tredje,үшінші
766,letzter::A,sidste,артқы
767,letzter::A,sidste,кейінгі
768,allein::ADV,alene,серіксіз
769,auf einmal::ADV,på én gang,бірден
770,zusammen::ADV,sammen,бірлесіп
771,lange::ADV,længe,ұзақ
772,plötzlich::ADV,pludselig,кенет
773,sofort::ADV,straks,әне-міне дегенше
774,später::ADV,senere,артынан
775,jetzt::ADV,nu,енді
776,jetzt::ADV,nu,қазір
777,heute::ADV,i dag,бүгін
778,morgen::ADV,i morgen,ертең
779,bald::ADV,snart,тез
780,dann::ADV,så,онан соң
781,dann::ADV,så,сонан соң
782,gestern::ADV,i går,кеше
783,einst::ADV,engang,бірде
784,einst::ADV,engang,бір кезде
785,damals::ADV,dengang,анада
786,danach::ADV,derefter,онан соң
787,danach::ADV,derefter,сонан соң
788,vorher::ADV,før,бұрын
789,vorher::ADV,forud,бұрын
790,zuerst::ADV,først,әуелі
791,zuerst::ADV,først,алдымен
792,einmal::ADV,en gang,бір жолы
793,manchmal::ADV,sommetider,кейде
794,oft::ADV,ofte,ылғи
795,immer::ADV,altid,өнебойы
796,niemals::ADV,aldrig,ешуақытта
797,hier::ADV,her,бұнда
798,hier::ADV,her,осында
799,hierhin::ADV,hid,бермен
800,hierhin::ADV,herhen,бермен
801,von hier::ADV,herfra,бер жақтан
802,dort::ADV,der,анда
803,dorthin::ADV,derhen,әрі
804,geradeaus::ADV,lige ud,тура
805,vorwärts::ADV,fremad,ілгері
806,rückwärts::ADV,baglæns,артқа
807,zurück::ADV,tilbage,кейін қарай
808,unten::ADV,nede,төменде
809,unten::ADV,forneden,төменде
810,hinab::ADV,ned,астына
811,hinab::ADV,ned,төмен
812,hinab::ADV,nedad,астына
813,hinab::ADV,nedad,төмен
814,oben::ADV,oppe,жоғарыда
815,oben::ADV,ovenpå,жоғарыда
816,hinauf::ADV,op,өрге
817,hinauf::ADV,opad,өрге
818,überall::ADV,overalt,әрқайда
819,nicht::ADV,ikke,емес
820,ein wenig::ADV,lidt,азырақ
821,ein wenig::ADV,lidt,аздаған
822,ein wenig::ADV,lidt,азғантай
