,Concept_ID,fa,bn
133,Rinde::N,توژ,বল্কল
134,Rinde::N,پوست,বল্কল
135,Ast::N,شاخه,শাখা
136,Zweig::N,شاخه,ডাল
137,Blatt::N,برگ,পর্ণ
138,Birke::N,غان,ভুর্জ
139,Kiefer[Baum]::N,کاج,পাইন গাছ
140,Weide[Baum]::N,بید,উইলো
141,Tanne::N,صنوبر,দেবদারূ গাছ
142,Horn::N,شاخ,শিং
143,Feder::N,پر,পালক
144,Fell::N,خز,রোম
145,Flügel::N,پر,ডানা
146,Flügel::N,بال,ডানা
147,Klaue::N,چنگ,নখর
148,Klaue::N,پنجه,নখর
149,Kralle::N,پنجه,নখর
150,Schwanz::N,دم,লেজ
151,Ei::N,تخم,ডিম
152,Nest::N,لانه,কুলায়
153,Bau::N,بنا,ডেরা
154,Bau::N,ساختمان,ডেরা
155,Tier::N,هیوان,জন্তু
156,Herde::N,رمه,ঝাঁক
157,Kuh::N,گاو,গোরু
158,Bulle::N,گاو نر,বৃষ
159,Pferd::N,اسب,ঘোড়া
160,Schaf::N,گوسفند,ভেড়া
161,Schwein::N,خوک,শূকর
162,Hund::N,سگ,কুকুর
163,Katze::N,گربه,বেড়াল
164,Bär::N,خرس,ভল্লুক
165,Eichhörnchen::N,سنجاب,কাঠবিড়াল
166,Elch::N,گوزن شمالی,হরিণবিশেষ
167,Fuchs::N,روباه,পাঁতিশিয়াল
168,Hase::N,خرگوش,শশক
169,Maus::N,موش,নেংটি ইঁদুর
170,Wolf::N,گرگ,নেকড়ে
171,Vogel::N,پرنده,পক্ষী
172,Schwarm::N,دسته,ঝাঁক
173,Huhn::N,مرغ,মোরগ
174,Hahn::N,خروس,কুক্কুট
175,Gans::N,غاز,হংসী
176,Adler::N,عقاب,ইগল
177,Ente::N,اردک,হংসী
178,Ente::N,مرغابی,হংসী
179,Eule::N,جغد,পেচক
180,Kranich::N,درنا,সারস
181,Krähe::N,زاغ,কাক
182,Krähe::N,کلاغ,কাক
183,Kuckuck::N,فاخته,কোকিল
184,Schwan::N,قو,মরাল
185,Fisch::N,ماهی,মাছ
186,Barsch::N,ماهی خاردار,মৎন্যবিশেষ
187,Hecht::N,اردک ماهی,বানমাছ
188,Schlange[Tier]::N,مار,সর্প
189,Wurm::N,کرم,কীট
190,Spinne::N,عنکبوت,মাকড়সা
191,Ameise::N,مورچه,পিপীলিকা
192,Laus::N,شپش,উকুন
193,Mücke::N,پشه,মশা
194,Fliege::N,مگس,মাছি
195,Schmetterling::N,پروانه,প্রজাপতি
196,Beere::N,گیله,বেরি
197,Apfel::N,سیب,আপেল
198,Pilz::N,قارچ,ছত্রক
199,Zwiebel::N,پیاز,পিয়াজ
200,Saat::N,بذر,বীজ
201,Korn::N,تخم,শস্য
202,Korn::N,دانه,শস্য
203,Heu::N,علف خشک,খড়
204,Schale::N,پوست,খোসা
205,Grube::N,گودال,গর্ত
206,Falle::N,دام,ফাঁদ
207,Schlinge::N,حلقه,পাশ
208,Spur::N,رد,চিহ্ন
209,Asche::N,خاکستر,ভস্ম
210,Dreck::N,کثافت,ময়লা
211,Eisen::N,آهن,লোহা
212,Gold::N,زر,স্বর্ণ
213,Gold::N,طلا,স্বর্ণ
214,Silber::N,نقره,রৌপ্য
215,Kohle::N,زغال,অঙ্গার
216,Glas::N,شیشه,কাচ
217,Lehm::N,گل,মৃত্তিকা
218,Sand::N,شن,বালি
219,Sand::N,ماسه,বালি
220,Mensch::N,آدم,নর
221,Mensch::N,آدم,মানুষ
222,Mensch::N,انسان,নর
223,Mensch::N,انسان,মানুষ
224,Mann::N,مرد,মানুষ
225,Frau::N,زن,নারী
226,Kind::N,بچه,বাচ্চা
227,Kind::N,کودک,বাচ্চা
228,Junge::N,پسر,ছেলে
229,Mädchen::N,دختر,মেয়ে
230,Familie::N,فامیل,পরিবার
231,Familie::N,خانواده,পরিবার
232,Großvater::N,پدربزرگ,মাতামহ
233,Großmutter::N,مادر‌بزرگ,মাতামহী
234,Eltern::N,والدین,মাতাপিতা
235,Eltern::N,پدر‌و‌مادر,মাতাপিতা
236,Vater::N,پدر,পিতা
237,Mutter::N,مادر,মাতা
238,Sohn::N,پسر,ছেলে
239,Tochter::N,دختر,মেয়ে
240,Bruder::N,برادر,দাদা
241,Schwester::N,خواهر,বোন
242,Schwester::N,خواهر,দিদি
243,Onkel::N,عمو,মামা
244,Onkel::N,دایی,মামা
245,Tante::N,عمه,মাসী
246,Tante::N,خاله,মাসী
247,Ehemann::N,همسر,স্বামী
248,Ehefrau::N,همسر,পত্নী
249,Freude::N,شادی,উল্লাস
250,Gelächter::N,خنده,হাসি
251,Gelächter::N,قاه‌قاه,হাসি
252,Glück::N,اقبال,সুখ
253,Kummer::N,غم,দুঃখ
254,Kummer::N,غصه,দুঃখ
255,Wunsch::N,آرزو,আকাঙ্ক্ষা
256,Lust::N,هوس,বাসনা
257,Geist::N,روح,আত্না
258,Gedanke::N,فکر,চিন্তা
259,Gedächtnis::N,حافظه,স্মরণশক্তি
260,Verstand::N,هوش,মন
261,Sinn::N,معنا,পদার্থ
262,Sinn::N,مفهوم,পদার্থ
263,Grund::N,سبب,কারণ
264,Grund::N,دلیل,কারণ
265,Wahrheit::N,حقیقت,সত্য
266,Gespräch::N,صحبت,কথাবার্তা
267,Gespräch::N,گفتگو,কথাবার্তা
268,Märchen::N,قصه,রূপকথা
269,Märchen::N,افسانه,রূপকথা
270,Erzählung::N,داستان,গল্প
271,Nachricht::N,خبر,তথ্য
272,Neuigkeit::N,خبر تازه,খবরাখবর
273,Name::N,اسم,নাম
274,Rätsel::N,معما,ধাঁধা
275,Rede::N,سخن,বক্তৃতা
276,Sprache::N,زبان,ভাষা
277,Stimme::N,صدا,স্বর
278,Wort::N,کلمه,শব্দ
279,Zeichen::N,نشان,প্রতীক
280,Zeichen::N,علامت,প্রতীক
281,Ruf::N,صدا,ডাক
282,Lärm::N,هیاهو,হৈচৈ
283,Laut::N,صدا,ধ্বনি
284,Ton::N,آهنگ,স্বর
285,Lied::N,آواز,গান
286,Lied::N,ترانه,গান
287,Ruhe::N,آرامش,শান্তি
288,Leute::N,مردم,প্রজাপুঞ্জ
289,Volk::N,خلق,জাতি
290,Arbeit::N,کار,চাকরি
291,Gast::N,مهمان,অতিথি
292,Geschenk::N,هدیه,উপহার
293,Spiel::N,بازی,খেলা
294,Gesellschaft::N,جمعیت,সঙ্গিগণ
295,Hilfe::N,کمک,সাহায্য
296,Freund::N,دوست,বন্ধু
297,Kamerad::N,رفیق,সঙ্গী
298,Angelegenheit::N,امر,বিষয়
299,Angelegenheit::N,قضیه,বিষয়
300,Anzahl::N,عده,পরিমাণ
301,Anzahl::N,شمار,পরিমাণ
302,Art::N,نوع,রকম
303,Stück::N,تکه,টুকরো
304,Stück::N,قطعه,টুকরো
305,Teil::N,بخش,অংশ
306,Teil::N,قسمت,অংশ
307,Hälfte::N,نیم,অর্ধেক
308,Kreis::N,حلقه,বৃত্ত
309,Kreis::N,دایره,বৃত্ত
310,Kreuz::N,صلیب,ক্রুশ
311,Linie::N,خط,রেখা
312,Linie::N,سطر,রেখা
313,Strich::N,خط,কষি
314,Abstand::N,فاصله,ফাঁক
315,Entfernung::N,مسافت,ব্যবধান
316,Gegend::N,منطقه,ক্ষেত্র
317,Platz::N,گنجایش,জায়গা
318,Ort::N,جا,স্থান
319,Ort::N,محل,স্থান
320,Ort::N,مکان,স্থান
321,Seite::N,طرف,পার্শ্ব
322,Mitte::N,وسط,মধ্য
323,Mitte::N,میان,মধ্য
324,Gegenstand::N,چیز,জিনিস
325,Sache::N,چیز,বস্তু
326,Rand::N,کنار,কানা
327,Rand::N,حاشیه,কানা
328,Kante::N,لبه,ধার
329,Ecke::N,گوشه,কোণ
330,Spitze::N,سر,ডগা
331,Spitze::N,نوک,ডগা
332,Ende::N,ته,প্রান্ত
333,Ende::N,آخر,প্রান্ত
334,Loch::N,سوراخ,গর্ত
335,Winkel::N,کنج,কোণ
336,Muster::N,نقش,নমুন্
337,Größe::N,قد,আয়তন
338,Größe::N,بزرگی,আয়তন
339,Länge::N,طول,দৈর্ঘ্য
340,Höhe::N,بلندی,উচ্চতা
341,Gewicht::N,وزن,ওজন
342,Menge::N,مقدار,পরিমাণ
343,Menge::N,اندازه,পরিমাণ
344,Haufen::N,توده,পুঞ্জ
345,Reihe::N,ردیف,শ্রেণী
346,Boot::N,قایق,নৌকা
347,Ruder::N,پارو,দাঁড়
348,Schlitten::N,سورتمه,স্নেজ্-গাড়ি
349,Ski::N,اسکی,শী
350,Lagerfeuer::N,آتش,অগ্নি
351,Last::N,بار,বোঝা
352,Last::N,سنگینی,বোঝা
353,Gang::N,راه رفتن,হণ্টন
354,Schritt::N,قدم,পদ
355,Norden::N,شمال,উত্তরদিক্
356,Süden::N,جنوب,দক্ষিণদিক
357,Westen::N,غرب,পশ্চিমদিক্
358,Osten::N,شرق,পূর্বদিক
359,Holz::N,چوب,কাঠ
360,Brett::N,تخته,তক্তা
361,Platte::N,صفحه,ফলক
362,Stütze::N,تکیه,নাগদণ্ড
363,Stange::N,میله,দণ্ড
364,Stock::N,چوب,ছড়ি
365,Stab::N,عصا,যষ্টি
366,Rohr::N,لوله,নল
367,Haus::N,منزل,ঘর
368,Heim::N,خانه,বাসা
369,Heim::N,کاشانه,বাসা
370,Ofen::N,بخاری,স্টোভ্
371,Fußboden::N,کف اتاق,গহতল
372,Tisch::N,میز,মেজ
373,Tisch::N,میز,টেবিল
374,Stuhl::N,صندلی,চেয়ার
375,Stuhl::N,صندلی,কেদারা
376,Wiege::N,گهواره,দোলনা
377,Bett::N,تختخواب,শয্যা
378,Regal::N,قفسه,তাক
379,Kiste::N,صندوق,বাক্স
380,Fenster::N,پنجره,জানালা
381,Tür::N,در,দ্বার
382,Tür::N,درب,দ্বার
383,Tor::N,دروازه,দ্বার
384,Zaun::N,حصار,বেড়া
385,Dach::N,بام,ছাদ
386,Leiter::N,نردبان,মই
387,Besen::N,جارو,গুল্মবিশেষ
388,Spaten::N,بیل,কোদাল
389,Schaufel::N,بیل,বেলচা
390,Schaufel::N,پارو,বেলচা
391,Gabel::N,چنگال,কাঁটা
392,Löffel::N,قاشق,চামচ
393,Messer::N,کارد,ছুরি
394,Nagel::N,میخ,পেরেক
395,Netz::N,تور,জাল
396,Netz::N,شبکه,জাল
397,Haken::N,قلاب,কাচি
398,Griff::N,دسته,হাতল
399,Schloss::N,قفل,তালা
400,Bild::N,عکس,ছবি
401,Bild::N,عکس,চিত্র
402,Bild::N,تصویر,ছবি
403,Bild::N,تصویر,চিত্র
404,Figur::N,تندیس,আকার
405,Puppe::N,عروسک,পুতুল
406,Beutel::N,کیسه,বটুয়া
407,Bündel::N,بسته,আঁটি
408,Tasche::N,کیف,থলি
409,Eimer::N,سطل,বাল্তি
410,Deckel::N,در,আবরণ
411,Geschirr::N,ظرف,থালা-বাসন
412,Sack::N,گونی,বস্তা
413,Tasse::N,فنجان,কাপ
414,Topf::N,دیگ,পাত্র
415,Topf::N,قابلمه,পাত্র
416,Kessel::N,دیگ,কেটলি
417,Essen::N,خوراک,আহার
418,Nahrung::N,غذا,খাদ্য
419,Speise::N,خوراک,খাদ্য
420,Fleisch::N,گوشت,মাংস
421,Getreide::N,غله,শস্য
422,Brei::N,فرنی,মণ্ড
423,Brei::N,حریره,মণ্ড
424,Brot::N,نان,রুটি
425,Scheibe::N,قاچ,ফালি
426,Scheibe::N,لزگه,ফালি
427,Fett::N,چربی,মেদ
428,Butter::N,کره,মাখন
429,Öl::N,روغن,তৈল
430,Salz::N,نمک,নুন
431,Suppe::N,آش,শুরুয়া
432,Suppe::N,سوپ,শুরুয়া
433,Honig::N,عسل,মধু
434,Milch::N,شیر,দুধ
435,Tee::N,چای,চা
436,Leder::N,چرم,পাকা চামড়া
437,Wolle::N,پشم,পশম
438,Stoff::N,پارچه,বস্ত্র
439,Nadel::N,سوزن,সুচ
440,Faden::N,نخ,সূত্র
441,Knopf::N,دکمه,বোতাম
442,Knoten::N,گره,গিঁট
443,Farbe::N,رنگ,রং
444,Kleidung::N,لباس,কাপড়
445,Kleidung::N,پوشاک,কাপড়
446,Hemd::N,پیراهن,শার্ট
447,Kragen::N,یقه,গলবন্ধ
448,Ärmel::N,آستین,আস্তিন্
449,Hose::N,شلوار,ট্রাউজার
450,Gürtel::N,کمر‌بند,কটিবন্ধ
451,Mütze::N,کلاه,টুপি
452,Schuh::N,کفش,জুতো
453,Stiefel::N,چکمه,বুট
454,Ring::N,حلقه,আংটি
455,Ring::N,انگشتر,আংটি
456,Band::N,نوار,ফিতা
457,Band::N,روبان,ফিতা
458,Kamm::N,شانه,চিরুনি
459,Spiegel::N,آینه,আয়না
460,Riemen::N,تسمه,চাবুক
461,Schnur::N,ریسمان,দড়ি
462,Leine::N,قلاده,শিকল
463,Decke::N,پتو,কম্বল
464,Kissen::N,بالش,উপাধান
465,Tuch::N,شال,বস্ত্র
466,Handtuch::N,حوله,তোয়ালে
467,Kraft::N,نیرو,জোর
468,Stärke::N,زور,শক্তি
469,Gesundheit::N,سلامتی,স্বাস্থ্য
470,Gesundheit::N,تندرستی,স্বাস্থ্য
471,Krankheit::N,بیماری,অসুখ
472,Krankheit::N,بیماری,ব্যামো
473,Schmerz::N,درد,যন্ত্রণা
474,Wunde::N,زخم,ক্ষত
475,Fieber::N,تب,জ্বর
476,Arznei::N,دارو,ঔষধ
477,Brücke::N,پل,সেতু
478,Brunnen::N,چاه,কূপ
479,Weide::N,چراگاه,পশুচারণভূমি
480,Pfad::N,راه,পথ
481,Weg::N,راه,পথ
482,Weg::N,طریق,পথ
483,Straße::N,راه,রাস্তা
484,Straße::N,جاده,রাস্তা
485,Dorf::N,ده,গ্রাম
486,Dorf::N,روستا,গ্রাম
487,Stadt::N,شهر,শহর
488,Brief::N,نامه,চিঠি
489,Buch::N,کتاب,বই
490,Buchstabe::N,حرف,অক্ষর
491,Zeitung::N,روزنامه,সংবাদপত্র
492,Leben::N,عمر,জীবন
493,Leben::N,زندگی,জীবন
494,Tod::N,مرگ,মৃত্যু
495,Grab::N,گور,কবর
496,Grab::N,مزار,কবর
497,Kirche::N,کلیسا,গির্জা
498,Sünde::N,بزه,পাপ
499,Sünde::N,گناه,পাপ
500,Gott::N,خدا,দেবতা
501,Arbeiter::N,کارگر,শ্রমিক
502,Chef::N,رئیس,নেতা
503,Meister::N,استاد,ব্যক্তি
504,Arzt::N,پزشک,চিকিৎসক
505,Lehrer::N,معلم,অধ্যাপক
506,Lehrer::N,آموزگار,অধ্যাপক
507,Geld::N,پول,মুদ্রা
508,Geld::N,پول,টাকাপয়সা
509,Geschäft::N,کار,ব্যস্ততা
510,Geschäft::N,بیزنس,ব্যস্ততা
511,Laden::N,دکان,দোকান
512,Laden::N,مغازه,দোকান
513,Preis::N,بها,মূল্য
514,Preis::N,قیمت,মূল্য
515,Ware::N,جنس,পণ্যদ্রব্য
516,Ware::N,کالا,পণ্যদ্রব্য
517,Nutzen::N,مزیت,সুবিধা
518,Nutzen::N,امتیاز,সুবিধা
519,Reichtum::N,مال,ধনদৌলত
520,Reichtum::N,ثروت,ধনদৌলত
521,Welt::N,دنیا,জগৎ
522,Land::N,کشور,খেত
523,Land::N,مملکت,খেত
524,Staat::N,دولت,রাষ্ট্র
525,König::N,شاه,রাজা
526,König::N,پادشاه,রাজা
527,Macht::N,قدرت,প্রভাব
528,Macht::N,اختیار,প্রভাব
529,Grenze::N,مرز,সীমা
530,Krieg::N,جنگ,যুদ্ধ
531,Feind::N,دشمن,শত্রু
532,Gewalt::N,زور,জোর
533,Gewalt::N,خشونت,জোর
534,Kampf::N,نبرد,লড়াই
535,Kampf::N,مبارزه,লড়াই
536,Bogen[Waffe]::N,کمان,ধনুক
537,Pfeil::N,تیر,বাণ
538,Gewehr::N,تفنگ,বন্দুক
539,Fehler::N,غلط,ভুল
540,Fehler::N,اشتباه,ভুল
541,Lüge::N,دروغ,মিথ্যা
542,Schaden::N,آسیب,ক্ষতি
543,Schaden::N,خسارت,ক্ষতি
544,Unglück::N,بلا,দুর্ভাগ্য
545,Schuld::N,گناه,অপরাধ
546,Schuld::N,تقصیر,অপরাধ
547,Alter::N,سن,আয়ু
548,Alter::N,عمر,আয়ু
549,Schluss::N,انتها,শেষ
550,Zeit::N,وقت,সময়
551,Zeit::N,زمان,সময়
552,Tag::N,روز,দিন
553,Morgen::N,صبح,সকাল
554,Mittag::N,ظهر,মধ্যাহু
555,Abend::N,شب,সন্ধ্যা
556,Abend::N,عصر,সন্ধ্যা
557,Nacht::N,شب,রাত্রি
558,Woche::N,هفته,সপ্তাহ
559,Monat::N,ماه,মাস
560,Jahr::N,سال,সৌরবর্ষ
561,Frühling::N,بهار,বসন্তকাল
562,Sommer::N,تابستان,গ্রীষ্মকাল
563,Herbst::N,پاییز,শরংঋতু
564,Winter::N,زمستان,শীতকাল
565,Januar::N,ژانویه,জানুয়ারী
566,Februar::N,فوریه,ফেব্রুয়ারী
567,März::N,مارس,মার্চ
568,April::N,آوریل,এপ্রিল
569,Mai::N,مه,মে
570,Juni::N,ژوئن,জুন
571,Juli::N,ژویه,জুলাই
572,August::N,اوت,অগাস্ট
573,September::N,سپتامبر,সেপ্টেম্বর
574,Oktober::N,اکتبر,অক্টোবর
575,November::N,نوامبر,নভেম্বর
576,Dezember::N,دسامبر,ডিসেম্বর
577,Montag::N,دو‌شنبه,সোমবার
578,Dienstag::N,سه‌شنبه,মঙ্গলবার
579,Mittwoch::N,چهار‌شنبه,বুধবার
580,Donnerstag::N,پنج شنبه,বৃহম্পতিবার
581,Freitag::N,جمعه,শুক্রবার
582,Samstag::N,شنبه,শনিবার
583,Sonntag::N,یکشنبه,রবিবার
584,groß::A,بزرگ,বৃহৎ
585,klein::A,کوچک,ছোট
586,lang::A,بلند,দীর্ঘ
587,kurz::A,کوتاه,খর্ব
588,kurz::A,کوتاه,হ্রস্ব
589,breit::A,پهن,চওড়া
590,schmal::A,تنگ,সরু
591,schmal::A,نازک,সরু
592,dicht::A,چگال,ঘন
593,dicht::A,انبوه,ঘন
594,dick[Gegenstand]::A,ضخیم,পুরু
595,dünn::A,نازک,কৃশ
596,fein::A,ریز,সূক্ষ্ম
597,fein::A,باریک,সূক্ষ্ম
598,fest::A,محکم,দৃঢ়
599,flach::A,صاف,সমতল
600,flach::A,مسطح,সমতল
601,glatt::A,لیز,মসৃণ
602,hart::A,سفت,শক্ত
603,weich::A,نرم,নরম
604,weich::A,ملایم,নরম
605,rund::A,گرد,গোলাকার
606,spitz::A,تیز,তীক্ষ্ন
607,spitz::A,نوک‌تیز,তীক্ষ্ন
608,scharf::A,تیز,শাণিত
609,scharf::A,برنده,শাণিত
610,stumpf::A,کند,ভোঁতা
611,schwer::A,سنگین,ভারী
612,schön::A,زیبا,সুন্দর
613,heiß::A,داغ,গরম
614,warm::A,گرم,ঈষদুষ্ণ
615,kalt::A,سرد,ঠাণ্ডা
616,kühl::A,خنک,শীতল
617,frisch::A,تازه,তাজা
618,feucht::A,مرطوب,ভিজা
619,nass::A,تر,ভিজা
620,nass::A,خیش,ভিজা
621,trocken::A,خشک,শুষ্ক
622,voll::A,پر,পূর্ণ
623,leer::A,خالی,খালি
624,offen::A,باز,খোলা
625,geschlossen::A,بسته,বন্ধ
626,sauber::A,پاک,নির্মল
627,sauber::A,تمیز,নির্মল
628,schmutzig::A,کثیف,নোংরা
629,schmutzig::A,آلوده,নোংরা
630,roh::A,خام,কাঁচা
631,reif::A,رسیده,পাকা
632,lecker::A,لذیذ,সুস্বাদ
633,lecker::A,خوشمزه,সুস্বাদ
634,süß::A,شیرین,মিষ্ট
635,bitter::A,تلخ,তিক্ত
636,sauer::A,ترش,টক
637,hell::A,روشن,উজ্জ্বল
638,dunkel::A,تاریک,অন্ধকারময়
639,schwarz::A,سیاه,কালো
640,weiß::A,سفید,সাদা
641,rot::A,سرخ,লাল
642,rot::A,قرمز,লাল
643,gelb::A,زرد,হলদে
644,blau::A,آبی,নীল
645,grün::A,سبز,সবুজ
646,grau::A,طوسی,ছাই-রঙা
647,grau::A,خاکستری,ছাই-রঙা
648,bunt::A,رنگارنگ,রঙিন
649,billig::A,ارزان,সস্তা
650,teuer::A,گران,আক্রা
651,wertvoll::A,قیمتی,মহার্ঘ
652,wertvoll::A,گرانبها,মহার্ঘ
653,blind::A,کور,কানা
654,blind::A,نابینا,কানা
655,taub::A,کر,বধির
656,taub::A,ناشنوا,বধির
657,kräftig::A,قوی,বিশাল
658,stark::A,قوی,শক্তিশালী
659,stark::A,نیرومند,শক্তিশালী
660,schwach::A,ضعیف,দুর্বল
661,fett::A,چرب,মোটা
662,schlank::A,باریک‌اندام,কৃশ
663,hübsch::A,قشنگ,সুন্দর
664,hübsch::A,خوشگل,সুন্দর
665,böse::A,بد,খারাপ
666,dumm::A,احمق,মূর্খ
667,faul::A,لش,শ্রমবিমুখ
668,faul::A,تنبل,শ্রমবিমুখ
669,fleißig::A,زرنگ,পরিশ্রমী
670,geizig::A,خسیس,ব্যয়কুণ্ঠ
671,klug::A,عاقل,দক্ষ
672,klug::A,باهوش,দক্ষ
673,geschickt::A,ماهر,পটু
674,lieb::A,عزیز,প্রেয়
675,lustig::A,شاد,প্রফুল্ল
676,lustig::A,خوشحال,প্রফুল্ল
677,sanft::A,لطیف,নম্র
678,hungrig::A,گرسنه,ক্ষুধার্ত
679,krank::A,مریض,অসুস্থ
680,krank::A,بیمار,অসুস্থ
681,nackt::A,لخت,উলঙ্গ
682,nackt::A,برهنه,উলঙ্গ
683,traurig::A,غمگین,দুঃখিত
684,lebendig::A,زنده,জীবিত
685,gut::A,خوب,ভালো
686,schlecht::A,بد,মন্দ
687,richtig::A,درست,ঠিক
688,schlimm::A,وخيم,কদর্য
689,wahr::A,درست,বাস্তব
690,wahr::A,حقیقی,বাস্তব
691,alt::A,کهنه,পুরাতন
692,neu::A,نو,নব
693,neu::A,نو,নূতন
694,ehemalig::A,قبلی,পূর্বকালীন
695,alt[Lebewesen]::A,پیر,বৃদ্ধ
696,jung::A,جوان,তরুণ
697,arm::A,فقیر,ক্ষুদ্র
698,reich::A,پولدار,ধনবান্
699,reich::A,ثروتمند,ধনবান্
700,bekannt::A,آشنا,সুপরিচিত
701,bekannt::A,معلوم,সুপরিচিত
702,berühmt::A,مشهور,বিখ্যাত
703,fremd::A,خارجی,বিদেশি
704,fremd::A,بیگانه,বিদেশি
705,verschieden::A,مختلف,বিসদৃশ
