,Concept_ID,de,en
849,herstellen::V,herstellen,produce
850,bauen::V,bauen,build
851,reparieren::V,reparieren,mend
852,verbessern::V,verbessern,improve
853,ändern::V,ändern,alter
854,graben::V,graben,dig
855,beugen::V,beugen,bow
856,biegen::V,biegen,bend
857,drehen::V,drehen,spin
858,wenden::V,wenden,turn
859,umdrehen::V,umdrehen,turn around
860,heben::V,heben,raise
861,hochheben::V,hochheben,lift
862,ergreifen::V,ergreifen,seize
863,halten::V,halten,hold
864,drücken::V,drücken,press
865,schieben::V,schieben,push
866,kratzen::V,kratzen,scrape
867,lecken::V,lecken,lick
868,beißen::V,beißen,bite
869,abreißen::V,abreißen,tear off
870,abschneiden::V,abschneiden,cut off
871,binden::V,binden,tie
872,stecken::V,stecken,stick
873,brechen::V,brechen,break
874,klopfen::V,klopfen,knock
875,hauen::V,hauen,hit
876,kleben::V,kleben,glue
877,reiben::V,reiben,rub
878,streichen::V,streichen,spread
879,schleifen::V,schleifen,grind
880,schneiden::V,schneiden,cut
881,rütteln::V,rütteln,jolt
882,schütteln::V,schütteln,shake
883,schwenken::V,schwenken,swing
884,schütten::V,schütten,pour
885,füllen::V,füllen,fill
886,einwickeln::V,einwickeln,wrap
887,tragen::V,tragen,carry
888,schleppen::V,schleppen,drag
889,ziehen::V,ziehen,pull
890,aufbewahren::V,aufbewahren,keep
891,werfen::V,werfen,throw
892,fangen::V,fangen,catch
893,packen::V,packen,grab
894,verstecken::V,verstecken,hide
895,teilen::V,teilen,divide
896,schicken::V,schicken,send
897,bringen::V,bringen,bring
898,hinzufügen::V,hinzufügen,add
899,bekommen::V,bekommen,get
900,erhalten::V,erhalten,receive
901,nehmen::V,nehmen,take
902,wählen::V,wählen,choose
903,auswählen::V,auswählen,select
904,bewahren::V,bewahren,preserve
905,behindern::V,behindern,hinder
906,verderben::V,verderben,spoil
907,beschädigen::V,beschädigen,damage
908,zerbrechen::V,zerbrechen,break
909,zerreißen::V,zerreißen,tear
910,zerstören::V,zerstören,destroy
911,verbrennen::V,verbrennen,burn
912,geben::V,geben,give
913,reichen::V,reichen,hand
914,schenken::V,schenken,give
915,versprechen::V,versprechen,promise
916,wünschen::V,wünschen,wish
917,loben::V,loben,praise
918,küssen::V,küssen,kiss
919,wiegen::V,wiegen,rock
920,zudecken::V,zudecken,cover
921,wecken::V,wecken,wake
922,zeigen::V,zeigen,show
923,führen::V,führen,guide
924,lehren::V,lehren,teach
925,unterrichten::V,unterrichten,instruct
926,aufziehen::V,aufziehen,bring up
927,leiten::V,leiten,lead
928,antreiben::V,antreiben,urge
929,lassen::V,lassen,let
930,einladen::V,einladen,invite
931,vereinigen::V,vereinigen,unite
932,besuchen::V,besuchen,visit
933,treffen::V,treffen,meet
934,sich versammeln::V,sich versammeln,assemble
935,spielen::V,spielen,play
936,singen::V,singen,sing
937,tanzen::V,tanzen,dance
938,sich trennen::V,sich trennen,separate
939,verlassen::V,verlassen,leave
940,retten::V,retten,rescue
941,bewachen::V,bewachen,guard
942,schützen::V,schützen,protect
943,verteidigen::V,verteidigen,defend
944,sich schlagen::V,sich schlagen,brawl
945,schießen::V,schießen,shoot
946,siegen::V,siegen,win
947,ärgern::V,ärgern,annoy
948,schlagen::V,schlagen,beat
949,treten::V,treten,kick
950,stechen::V,stechen,sting
951,stoßen::V,stoßen,shove
952,stehlen::V,stehlen,steal
953,stören::V,stören,disturb
954,belästigen::V,belästigen,bother
955,verbergen::V,verbergen,conceal
956,täuschen::V,täuschen,deceive
957,betrügen::V,betrügen,cheat
958,töten::V,töten,kill
959,wohnen::V,wohnen,dwell
960,arbeiten::V,arbeiten,work
961,sammeln::V,sammeln,gather
962,pflücken::V,pflücken,pick
963,jagen::V,jagen,hunt
964,fischen::V,fischen,fish
965,fassen::V,fassen,catch
966,hüten::V,hüten,herd
967,treiben::V,treiben,drive
968,anbinden::V,anbinden,tie up
969,füttern::V,füttern,feed
970,melken::V,melken,milk
971,hacken::V,hacken,chop
972,gießen::V,gießen,water
973,reifen::V,reifen,ripen
974,zubereiten::V,zubereiten,cook
975,kochen::V,kochen,boil
976,backen::V,backen,bake
977,braten::V,braten,fry
978,umrühren::V,umrühren,stir
979,stricken::V,stricken,knit
980,nähen::V,nähen,sew
981,färben::V,färben,dye
982,reinigen::V,reinigen,clean
983,waschen::V,waschen,wash
984,abwischen::V,abwischen,wipe
985,spülen::V,spülen,rinse
986,fegen::V,fegen,sweep
987,kehren::V,kehren,sweep
988,baden::V,baden,bath
989,sich waschen::V,sich waschen,wash
990,ausziehen::V,ausziehen,take off
991,anziehen::V,anziehen,put on
992,sich anziehen::V,sich anziehen,get dressed
993,kämmen::V,kämmen,comb
994,schmücken::V,schmücken,decorate
995,sagen::V,sagen,say
996,sprechen::V,sprechen,speak
997,reden::V,reden,talk
998,sich unterhalten::V,sich unterhalten,chat
999,fragen::V,fragen,ask
1000,bitten::V,bitten,request
1001,erzählen::V,erzählen,tell
1002,mitteilen::V,mitteilen,convey
1003,nennen::V,nennen,name
1004,rufen::V,rufen,call
1005,prahlen::V,prahlen,brag
1006,übersetzen::V,übersetzen,translate
1007,denken::V,denken,think
1008,glauben::V,glauben,believe
1009,bemerken::V,bemerken,notice
1010,erkennen::V,erkennen,recognize
1011,begreifen::V,begreifen,grasp
1012,verstehen::V,verstehen,understand
1013,lernen::V,lernen,learn
1014,wissen::V,wissen,know
1015,sich erinnern an::V,sich erinnern an,remember
1016,vergessen::V,vergessen,forget
1017,messen::V,messen,measure
1018,zählen::V,zählen,count
1019,rechnen::V,rechnen,calculate
1020,lesen::V,lesen,read
1021,malen::V,malen,paint
1022,zeichnen::V,zeichnen,draw
1023,schreiben::V,schreiben,write
1024,besitzen::V,besitzen,own
1025,kaufen::V,kaufen,buy
1026,verkaufen::V,verkaufen,sell
1027,bezahlen::V,bezahlen,pay for
1028,zahlen::V,zahlen,pay
1029,beherrschen::V,beherrschen,rule
1030,ertragen::V,ertragen,endure
