,Concept_ID,no,ba
303,Kreuz::N,kryss,тәре
304,Linie::N,linje,һыҙыҡ
305,Strich::N,strek,һыҙат
306,Abstand::N,avstand,ара
307,Entfernung::N,avstand,алыҫлыҡ
308,Gegend::N,strøk,урын
309,Platz::N,plass,арауыҡ
310,Ort::N,sted,ерҙәр
311,Ort::N,sted,урындар
312,Ort::N,sted,эш урыны
313,Seite::N,side,яҡ
314,Mitte::N,midte,урталыҡ
315,Gegenstand::N,gjenstand,нәмә
316,Sache::N,sak,нәмә
317,Sache::N,sak,әйбер
318,Rand::N,rand,сит
319,Kante::N,kant,ҡабырға
320,Kante::N,kant,ян
321,Ecke::N,hjørne,мөйөш
322,Spitze::N,spiss,ос
323,Ende::N,ende,аҙаҡ
324,Loch::N,hull,тишек
325,Winkel::N,vinkel,мөйөш
326,Muster::N,mønster,биҙәк
327,Größe::N,størrelse,ҙурлыҡ
328,Länge::N,lengde,оҙонлоҡ
329,Höhe::N,høyde,бейеклек
330,Gewicht::N,vekt,үлсәү
331,Menge::N,mengde,һан
332,Haufen::N,haug,өйөм
333,Haufen::N,bunke,өйөм
334,Reihe::N,rekke,рәт
335,Boot::N,båt,кәмә
336,Ruder::N,åre,ишкәк
337,Schlitten::N,slede,сана
338,Schlitten::N,kjelke,сана
339,Ski::N,ski,саңгы
340,Lagerfeuer::N,leirbål,костер
341,Last::N,bør,ауырлыҡ
342,Last::N,last,ауырлыҡ
343,Gang::N,gang,барыу
344,Schritt::N,steg,аҙым
345,Schritt::N,skritt,аҙым
346,Norden::N,nord,төньяҡ
347,Süden::N,sør,көньяҡ
348,Westen::N,vest,көнбайыш
349,Osten::N,øst,көнсығыш
350,Holz::N,tre,үағас
351,Brett::N,fjøl,таҡта
352,Brett::N,brett,таҡта
353,Platte::N,plate,плита
354,Stütze::N,støtte,терәк
355,Stange::N,stang,кәртә
356,Stock::N,pinne,таяҡ
357,Stab::N,stav,ҡолға
358,Stab::N,kjepp,ҡолға
359,Rohr::N,rør,торба
360,Haus::N,hus,өй
361,Haus::N,hus,йорт
362,Heim::N,hjem,өй
363,Ofen::N,ovn,мейес
364,Fußboden::N,gulv,енес
365,Tisch::N,bord,өҫтәл
366,Stuhl::N,stol,ултырғыс
367,Wiege::N,vogge,бишек
368,Bett::N,seng,карауат
369,Regal::N,reol,кәштә
370,Regal::N,hylle,кәштә
371,Kiste::N,kasse,йәшинк
372,Fenster::N,vindu,тәҙрә
373,Tür::N,dør,ишек
374,Tor::N,port,ҡапҡа
375,Zaun::N,gjerde,ҡойма
376,Dach::N,tak,түбә
377,Dach::N,tak,ҡыйыҡ
378,Leiter::N,stige,баҫҡыс
379,Besen::N,kost,һепертке
380,Spaten::N,spade,көрәк
381,Schaufel::N,skuffe,көрәк
382,Gabel::N,gaffel,сәнске
383,Löffel::N,skje,ҡалаҡ
384,Messer::N,kniv,бысаҡ
385,Nagel::N,spiker,сөй
386,Netz::N,nett,ау
387,Haken::N,krok,ыргаҡ
388,Griff::N,tak,тотҡа
389,Griff::N,håndtak,тотҡа
390,Schloss::N,lås,йоҙаҡ
391,Bild::N,bilde,картина
392,Figur::N,figur,һын
393,Puppe::N,dukke,ҡурсаҡ
394,Beutel::N,pose,тоҡ
395,Bündel::N,bylt,төргәк
396,Tasche::N,veske,сумка
397,Eimer::N,bøtte,биҙрә
398,Deckel::N,lokk,ҡапҡас
399,Geschirr::N,kjøkkentøy,һауыт-һаба
400,Sack::N,sekk,тоҡ
401,Tasse::N,kopp,сынаяҡ
402,Topf::N,gryte,кәстрүл
403,Kessel::N,kjele,ҡаҙан
404,Essen::N,mål,ашау
405,Nahrung::N,mat,аҙыҡ
406,Nahrung::N,næring,аҙыҡ
407,Speise::N,matrett,аш
408,Fleisch::N,kjøtt,ит
409,Getreide::N,korn,иген
410,Getreide::N,korn,ашлыҡ
411,Brei::N,grøt,бутҡа
412,Brot::N,brød,икмәк
413,Scheibe::N,skive,телем
414,Fett::N,fett,май
415,Butter::N,smør,май
416,Öl::N,olje,май буяуы
417,Salz::N,salt,тоҙ
418,Suppe::N,suppe,һурпа
419,Honig::N,honning,бал
420,Milch::N,melk,һөт
421,Tee::N,te,сәй
422,Leder::N,lær,күн
423,Leder::N,skinn,күн
424,Wolle::N,ull,йөн
425,Stoff::N,tøy,туҡыма
426,Stoff::N,stoff,туҡыма
427,Nadel::N,nål,энә
428,Faden::N,tråd,еп
429,Knopf::N,knapp,төймә
430,Knoten::N,knute,төйөн
431,Farbe::N,farge,буяу
432,Kleidung::N,påkledning,кейем
433,Hemd::N,skjorte,күлдәк
434,Kragen::N,krage,яға
435,Ärmel::N,erme,ең
436,Hose::N,bukse,салбар
437,Gürtel::N,belte,ҡайыш
438,Mütze::N,lue,бүрк
439,Schuh::N,sko,туфли
440,Stiefel::N,støvel,итек
441,Ring::N,ring,йөҙөк
442,Ring::N,ring,балдаҡ
443,Band::N,band,таҫма
444,Kamm::N,kam,тараҡ
445,Spiegel::N,speil,көзгө
446,Riemen::N,rem,ҡайыш
447,Schnur::N,snor,бау
448,Leine::N,line,бау
449,Decke::N,teppe,одеяд
450,Kissen::N,pute,мендәр
451,Tuch::N,tøy,яулыҡ
452,Handtuch::N,håndkle,таҫтамал
453,Kraft::N,kraft,көс
454,Stärke::N,styrke,көс
455,Gesundheit::N,helse,һаулыҡ
456,Gesundheit::N,sunnhet,һаулыҡ
457,Krankheit::N,syke,сир
458,Krankheit::N,syke,ауырыу
459,Krankheit::N,sykdom,сир
460,Krankheit::N,sykdom,ауырыу
461,Schmerz::N,smerte,һыҙлау
462,Schmerz::N,smerte,әрнеү
463,Wunde::N,sår,йәрәхәт
464,Fieber::N,feber,тапма
465,Fieber::N,feber,биҙгәк
466,Arznei::N,medisin,дарыу
467,Arznei::N,legemiddel,дарыу
468,Brücke::N,bro,күпер
469,Brunnen::N,brønn,ҡоҙоҡ
470,Weide::N,beite,көтөүлек
471,Pfad::N,sti,һуҡмаҡ
472,Weg::N,vei,юл
473,Straße::N,gate,урам
474,Dorf::N,landsby,ауыл
475,Stadt::N,by,ҡала
476,Brief::N,brev,хат
477,Buch::N,bok,китап
478,Buch::N,bok,кенәгә
479,Buchstabe::N,bokstav,хәреф
480,Zeitung::N,avis,гәзит
481,Leben::N,liv,йәшәү
482,Tod::N,død,үлем
483,Grab::N,grav,ҡәбер
484,Kirche::N,kirke,сиркәү
485,Sünde::N,synd,гөнаһ
486,Gott::N,gud,алла
487,Gott::N,gud,хоҙай
488,Arbeiter::N,arbeider,эшсе
489,Chef::N,sjef,башлыҡ
490,Meister::N,mester,оҫта
491,Arzt::N,lege,врач
492,Lehrer::N,lærer,уҡытыусы
493,Geld::N,penger,аҡса
494,Geschäft::N,forretning,эш
495,Laden::N,butikk,магазин
496,Preis::N,pris,хаҡ
497,Ware::N,vare,тауар
498,Nutzen::N,nytte,файҙа
499,Reichtum::N,rikdom,байлыҡ
500,Welt::N,verden,донъя
501,Land::N,land,ил
502,Staat::N,stat,дәүләт
503,König::N,konge,король
504,Macht::N,makt,власть
505,Grenze::N,grense,сик
506,Krieg::N,krig,һуғыш
507,Feind::N,fiende,йылан
508,Gewalt::N,vold,көслөк
509,Kampf::N,kamp,көрәш
510,Bogen[Waffe]::N,bue,йәйә
511,Pfeil::N,pil,уҡ
512,Gewehr::N,gevær,мылтыҡ
513,Fehler::N,feil,хата
514,Lüge::N,løgn,ялған
515,Schaden::N,skade,зыян
516,Schaden::N,skade,зарар
517,Unglück::N,uhell,ҡаза
518,Schuld::N,skyld,ғәйеп
519,Alter::N,alder,йәш
520,Schluss::N,slutt,һуң
521,Schluss::N,slutt,аҙаҡ
522,Zeit::N,tid,мәл
523,Zeit::N,tid,заман
524,Tag::N,dag,көн
525,Morgen::N,morgen,иртә
526,Morgen::N,morgen,иртәнсәк
527,Mittag::N,middag,төш
528,Abend::N,aften,кис
529,Nacht::N,natt,төн
530,Woche::N,uke,аҙна
531,Monat::N,måned,ай
532,Jahr::N,år,йыл
533,Frühling::N,vår,яҙ
534,Sommer::N,sommer,йәй
535,Herbst::N,høst,көз
536,Winter::N,vinter,ҡыш
537,Januar::N,januar,ғинуар
538,Februar::N,februar,февраль
539,März::N,mars,март
540,April::N,april,апрель
541,Mai::N,mai,май
542,Juni::N,juni,июнь
543,Juli::N,juli,июль
544,August::N,august,август
545,September::N,september,сентябрь
546,Oktober::N,oktober,октябрь
547,November::N,november,ноябрь
548,Dezember::N,desember,декабрь
549,Montag::N,mandag,дүшәмбе
550,Dienstag::N,tirsdag,шишәмбе
551,Mittwoch::N,onsdag,шаршамбы
552,Donnerstag::N,torsdag,кесаҙна
553,Freitag::N,fredag,йома
554,Samstag::N,lørdag,шәмбе
555,Sonntag::N,søndag,йәкшәмбе
556,groß::A,stor,ҙур
557,klein::A,liten,бәләкәс
558,lang::A,lang,оҙон
559,kurz::A,kort,ҡыҫҡа
560,breit::A,bred,киң
561,schmal::A,smal,тар
562,dicht::A,tett,йыш
563,dicht::A,tett,ҡуйы
564,dick[Gegenstand]::A,tykk,ҡалын
565,dünn::A,tynn,йоҡа
566,dünn::A,tynn,нәҙек
567,fein::A,fin,нескә
568,fest::A,fast,ныҡ
569,flach::A,flat,яҫы
570,flach::A,flat,ялпаҡ
571,glatt::A,glatt,шыма
572,hart::A,hard,ҡаты
573,weich::A,myk,йомшаҡ
574,weich::A,bløt,йомшаҡ
575,rund::A,rund,түңәрәк
576,spitz::A,spiss,осло түбәле
577,scharf::A,kvass,үткер
578,stumpf::A,stubb,утмәҫ
579,schwer::A,tung,ауыр
580,schön::A,pen,матур
581,schön::A,vakker,матур
582,heiß::A,het,эҫе
583,warm::A,varm,йылы
584,kalt::A,kald,һыуыҡ
585,kühl::A,kjølig,һалҡынса
586,frisch::A,fersk,һалҡынса
587,feucht::A,fuktig,еүеш
588,feucht::A,fuktig,дымлы
589,nass::A,våt,еүеш
590,trocken::A,tørr,кипкән
591,voll::A,full,тулы
592,leer::A,tom,буш
593,offen::A,åpen,асыҡ
594,geschlossen::A,lukket,ябыҡ
595,sauber::A,ren,таҙа
596,schmutzig::A,skitten,бысраҡ
597,roh::A,rå,сей
598,reif::A,moden,өлгөрғән
599,lecker::A,lekker,тәмле
600,süß::A,søt,тямле
601,süß::A,søt,тәм-том
602,bitter::A,besk,әсе
603,bitter::A,bitter,әсе
604,sauer::A,sur,әсе
605,hell::A,lys,яҡты
606,dunkel::A,mørk,ҡараңғы
607,schwarz::A,svart,ҡара
608,weiß::A,hvit,аҡ
609,rot::A,rød,матур
610,rot::A,rød,һылыу
611,rot::A,rød,сибәр
612,gelb::A,gul,һары
613,blau::A,blå,күк
614,grün::A,grønn,йәшел
615,grau::A,grå,буҙ
616,bunt::A,broket,сыбар
617,bunt::A,broket,ала-ҡола
618,billig::A,billig,арзан
619,teuer::A,dyr,ҡыйбатлы
620,wertvoll::A,verdifull,ҡиммәтле
621,blind::A,blind,һуҡыр
622,taub::A,døv,һаңғырау
623,kräftig::A,kraftig,көслө
624,kräftig::A,kraftig,ҡеүәтле
625,stark::A,sterk,көслө
626,stark::A,sterk,ҡеүәтле
627,schwach::A,svak,көсһөҙ
628,fett::A,fet,һимеҙ
629,schlank::A,slank,зифа
630,hübsch::A,pen,матур
631,böse::A,slem,асыулы
632,dumm::A,dum,иҫәр
633,faul::A,lat,иренсәк
634,faul::A,doven,иренсәк
635,fleißig::A,flittig,тырыш
636,geizig::A,gjerrig,һаран
637,klug::A,klok,аҡыллы
638,geschickt::A,hendig,оҫта
639,geschickt::A,skikket,оҫта
640,lieb::A,kjær,яғымлы
641,lieb::A,snill,яғымлы
642,lustig::A,morsom,күңелле
643,sanft::A,blid,йыуаш
644,hungrig::A,sulten,ас
645,krank::A,syk,сирле
646,krank::A,syk,ауырыу
647,nackt::A,naken,яланғас
648,traurig::A,sørgmodig,яманһыу
649,lebendig::A,levende,тере
650,lebendig::A,levende,йәнле
651,gut::A,god,яҡшы
652,schlecht::A,dårlig,хөрт
653,schlecht::A,dårlig,алама
654,richtig::A,riktig,дөрөҫ
655,schlimm::A,slem,хөрт
656,schlimm::A,slem,алама
657,wahr::A,sann,дөрөҫ
658,alt::A,gammel,иҫке
659,alt::A,gammel,боронғо
660,neu::A,ny,яңы
661,ehemalig::A,forhenværende,элекке
662,alt[Lebewesen]::A,gammel,ҡарт
663,jung::A,ung,йәш
664,arm::A,fattig,фәҡир
665,reich::A,rik,бай
666,bekannt::A,kjent,таныш
667,berühmt::A,berømt,атаҡлы
668,berühmt::A,berømt,данлыҡлы
669,fremd::A,fremmed,ят
670,fremd::A,fremmed,сит
671,verschieden::A,forskjellig,төрлө
672,nah::A,nær,яҡын
673,fern::A,fjern,алыҫ
674,fern::A,fjern,йыраҡ
675,linker::A,venstre,һул
676,rechter::A,høyre,уң
677,anderer::A,annen,бутән
678,erster::A,første,тәүге
679,zweiter::A,annen,икенсе
680,dritter::A,tredje,өсөнсө
681,letzter::A,sist,һуңғы
682,allein::ADV,alene,бер үҙе
683,allein::ADV,alene,яңғыҙ
684,auf einmal::ADV,med ett,бер юлы
685,zusammen::ADV,sammen,бергә
686,lange::ADV,lenge,оҙаҡ
687,plötzlich::ADV,plutselig,ҡапыл
688,sofort::ADV,straks,шунда уҡ
689,später::ADV,senere,һуңыраҡ
690,jetzt::ADV,nå,хәҙер
691,heute::ADV,i dag,бөгөн
692,morgen::ADV,i morgen,иртәгә
693,bald::ADV,snart,тиҙҙән
694,dann::ADV,så,һуңынан
695,gestern::ADV,i går,кисә
696,einst::ADV,engang,ҡасандыр
697,einst::ADV,engang,бер баҡыт
698,damals::ADV,den gang,ул саҡта
699,danach::ADV,deretter,һуңынан
700,vorher::ADV,før,элек
701,vorher::ADV,i forveien,элек
702,zuerst::ADV,først,башта
703,einmal::ADV,en gang,бер
704,manchmal::ADV,somme tider,ҡайһы берҙә
705,oft::ADV,ofte,йыш
706,immer::ADV,alltid,һәр ҡасан
707,niemals::ADV,aldri,бер ҡасан да
708,niemals::ADV,aldri,бер ваҡытта ла
709,hier::ADV,her,бында
710,hierhin::ADV,hit,бында
711,von hier::ADV,herfra,бынан
712,von hier::ADV,herfra,ошонан
713,dort::ADV,der,шунда
714,dort::ADV,der,тегендә
715,dorthin::ADV,dit,шунда
716,dorthin::ADV,dit,тегеләй
717,geradeaus::ADV,rett fram,тура
718,vorwärts::ADV,fram,алға
719,vorwärts::ADV,framover,алға
720,rückwärts::ADV,baklengs,кирегә
721,zurück::ADV,tilbake,кирегә
722,unten::ADV,nede,түбәндә
723,hinab::ADV,ned,түбәнгә
724,hinab::ADV,nedover,түбәнгә
725,oben::ADV,oppe,юғарыла
726,oben::ADV,ovenpå,юғарыла
727,hinauf::ADV,opp,юғарыға
728,hinauf::ADV,oppover,юғарыға
729,überall::ADV,overalt,бөтә урында
730,nicht::ADV,ikke,тугел
731,ein wenig::ADV,litt,аҙ
732,kaum::ADV,neppe,көскә
733,kaum::ADV,neppe,саҡ-саҡ
734,sehr::ADV,svært,ифат
735,so::ADV,så,шулай
736,noch::ADV,enda,йәнә
737,nur::ADV,bare,бары
738,schon::ADV,alt,инде
739,schon::ADV,allerede,инде
740,wieder::ADV,igjen,тағы
741,vergebens::ADV,forgjeves,бушҡа
742,vor::PRP,foran,алдында
743,vor::PRP,utenfor,алдында
744,hinter::PRP,bak,артында
745,hinter::PRP,bakom,артында
746,unter::PRP,under,аҫтында
747,durch::PRP,gjennom,үтә
748,durch::PRP,igjennom,үтә
749,neben::PRP,ved siden av,эргәһендә
750,zwischen::PRP,mellom,араһында
751,wegen::PRP,på grunn av,өсөн
752,wegen::PRP,på grunn av,сәбәпле
753,dies::PRN,dette,был
754,dies::PRN,dette,ошо
755,das::PRN,det,ул
756,alles::PRN,alt,бөтә
757,ich::PRN,jeg,мин
758,du::PRN,du,һин
759,er::PRN,han,ул
760,wir::PRN,vi,беҙ
761,ihr::PRN,dere,һеҙ
762,sie::PRN,de,улар
763,was::FPRN,hva,ә
764,was::FPRN,hva,ни
765,was::FPRN,hva,нәмә
766,wer::FPRN,hvem,ҡем
767,wo::FADV,hvor,ҡайҙа
768,wohin::FADV,hvor ... hen,ҡайҙа
769,wie::FADV,hvordan,инидәй
770,warum::FADV,hvorfor,ин өсөн
771,wieviel::FNUM,hvor mye,күпме
772,eins::NUM,en,бер
773,eins::NUM,ett,бер
774,zwei::NUM,to,ике
775,zwei::NUM,to,икәү
776,drei::NUM,tre,өс
777,vier::NUM,fire,дүрт
778,fünf::NUM,fem,биш
779,sechs::NUM,seks,алты
780,sieben::NUM,sju,ете
781,acht::NUM,åtte,һигеҙ
782,neun::NUM,ni,туғыҙ
783,zehn::NUM,ti,ун
784,elf::NUM,elleve,ун бер
785,zwölf::NUM,tolv,ун ике
786,zwanzig::NUM,tjue,егерме
787,dreißig::NUM,tretti,утыҙ
788,vierzig::NUM,førti,ҡырҡ
789,fünfzig::NUM,femti,илле
