,Concept_ID,kn,ku
1091,denken::V,ಯೋಚಿಸು,fikirîn
1092,glauben::V,ನಂಬು,bawer bûn
1093,bemerken::V,ಗಮನಿಸು,bala xwe dan
1094,bemerken::V,ಗಮನಿಸು,çac lê ketin
1095,erkennen::V,ಗುರುತುಹಿಡಿ,pêhesîn
1096,begreifen::V,ಗ್ರಹಿಸು,fêmkirin
1097,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,fêmkirin
1098,lernen::V,ಕಲಿ,halmandin
1099,lernen::V,ಕಲಿ,fêrbun
1100,wissen::V,ಅರಿ,zanîn
1101,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,bir bûn
1102,vergessen::V,ಮರೆತುವಿಡು,ji bir kirin
1103,messen::V,ಅಳೆ,pê kanîn
1104,zählen::V,ಗಣಿಸು,hejmardin
1105,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,hesibandin
1106,lesen::V,ಓದು,xwendin
1107,malen::V,ಬಿಡಿಸು,rengandin
1108,malen::V,ಬಿಡಿಸು,boyax kirin
1109,zeichnen::V,ಬಿಡಿಸು,işaret kirin
1110,schreiben::V,ಬರೆ,nivîsandin
1111,besitzen::V,ಒಡೆಯನಾಗಿರು,hebûn
1112,kaufen::V,ಕೊಳ್ಳು,kirîn
1113,verkaufen::V,ಕೊಡು,firotin
1114,bezahlen::V,ಬೆಲೆತೆರು,pere dan
1115,zahlen::V,ಹಣವನ್ನುಕೊಡು,pere dan
1116,zahlen::V,ಹಣವನ್ನುಕೊಡು,dayin
1117,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,zebt kirin
1118,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,hukim kirin
1119,ertragen::V,ಸಹಿಸು,bihêzkirin
