,Concept_ID,mhr,sl
86,Regen::N,йӱр,dèž
87,Schnee::N,лум,snég
88,Eis::N,ий,léd
89,Frost::N,чатлама́,zmrzál
90,Kälte::N,йӱ́штӧ,mràz
91,Hitze::N,шо́кшо,pripéka
92,Raureif::N,пӧрш,ívje
93,Raureif::N,пӧрш,slána
94,Raureif::N,по́кшым,ívje
95,Raureif::N,по́кшым,slána
96,Regenbogen::N,шонанпы́л,mávrica
97,Donner::N,кӱ́дырчӧ,gròm
98,Strömung::N,йо́гын,strúja
99,Tropfen::N,чӱча́лтыш,káplja
100,Schaum::N,шоҥ,péna
101,Schmutz::N,лавыра́,nesnága
102,See::N,ер,jézero
103,Sumpf::N,лӱ́кӧ,močvírje
104,Moor::N,куп,bárje
105,Wiese::N,о́лык,trávnik
106,Wald::N,чодыра́,lés
107,Wald::N,чодыра́,gòzd
108,Hügel::N,арка́,brég
109,Hügel::N,арка́,goríca
110,Anhöhe::N,тӧва́,gríč
111,Anhöhe::N,тӧва́,višína
112,Anhöhe::N,кӱкшака́,gríč
113,Anhöhe::N,кӱкшака́,višína
114,Berg::N,ку́рык,gôra
115,Berg::N,ку́рык,planína
116,Gipfel::N,чаҥга́,vŕh
117,Gipfel::N,курыкву́й,vŕh
118,Höhle::N,пеще́р,jáma
119,Höhle::N,пеще́р,votlína
120,Höhle::N,курыкпо́мыш,jáma
121,Höhle::N,курыкпо́мыш,votlína
122,Abhang::N,та́йыл,pobóčje
123,Quelle::N,важ,izvír
124,Quelle::N,вӱдшинча́,izvír
125,Bach::N,изэҥе́р,pôtok
126,Fluss::N,эҥе́р,réka
127,Ufer::N,сер,brég
128,Küste::N,вӱдтӱ́р,obála
129,Küste::N,вӱдтӱ́р,obréžje
130,Festland::N,мла́нде,celína
131,Festland::N,мла́нде,kopnína
132,Meer::N,те́ҥыз,mórje
133,Bucht::N,икса́,zalív
134,Insel::N,отро́,ôtok
135,Blume::N,пеле́дыш,cvetlíca
136,Gras::N,шу́до,tráva
137,Wurzel::N,вож,korenína
138,Baum::N,пуше́ҥге,drevó
139,Stamm::N,йы́тыр,dêblo
140,Rinde::N,шӱм,lúbje
141,Rinde::N,шӱм,skórja
142,Ast::N,укш,véja
143,Zweig::N,торма́к,véja
144,Blatt::N,лышта́ш,líst
145,Birke::N,куэ́,bréza
146,Kiefer[Baum]::N,пӱ́нчӧ,bòr
147,Weide[Baum]::N,уа́,vŕba
148,Tanne::N,кож,hója
149,Horn::N,шур,róg
150,Feder::N,пы́стыл,peró
151,Fell::N,кова́ште,kŕzno
152,Flügel::N,шу́лдыр,krílo
153,Klaue::N,кӱч,párkelj
154,Kralle::N,ла́па,krémpelj
155,Kralle::N,копа́,krémpelj
156,Schwanz::N,поч,rèp
157,Ei::N,му́но,jájce
158,Nest::N,пыжа́ш,gnézdo
159,Bau::N,пыжа́ш,brlòg
160,Tier::N,я́нлык,živál
161,Tier::N,живо́тный,živál
162,Herde::N,кӱ́тӱ,čréda
163,Herde::N,тӱшка́,čréda
164,Kuh::N,ушка́л,kráva
165,Bulle::N,ӱ́шкыж,bìk
166,Pferd::N,и́мне,kònj
167,Schaf::N,шо́рык,ôvca
168,Schwein::N,сӧсна́,svínja
169,Hund::N,пий,pès
170,Katze::N,пы́рыс,máčka
171,Bär::N,маска́,mêdved
172,Eichhörnchen::N,ур,véverica
173,Elch::N,шо́рдо,lós
174,Fuchs::N,ры́выж,lisíca
175,Hase::N,мера́ҥ,zájec
176,Maus::N,коля́,mìš
177,Wolf::N,пи́ре,vólk
178,Vogel::N,ка́йык,ptìč
179,Vogel::N,ка́йык,ptíca
180,Schwarm::N,каша́к,játa
181,Huhn::N,чы́ве,kokóš
182,Hahn::N,агыта́н,petêlin
183,Gans::N,ко́мбо,gós
184,Adler::N,карагу́ш,ôrel
185,Ente::N,лу́до,ráca
186,Eule::N,тумна́,sôva
187,Kranich::N,турня́,žerjàv
188,Krähe::N,кора́к,vrána
189,Kuckuck::N,куку́,kúkavica
190,Schwan::N,йӱ́ксӧ,labód
191,Fisch::N,кол,ríba
192,Barsch::N,ола́ҥге,ostríž
193,Hecht::N,нуж,ščúka
194,Hecht::N,чорта́н,ščúka
195,Schlange[Tier]::N,ки́шке,káča
196,Wurm::N,шукш,čr̀v
197,Wurm::N,шукш,glísta
198,Spinne::N,эҥыре́мыш,pájek
199,Ameise::N,ку́тко,mrávlja
200,Laus::N,тий,úš
201,Mücke::N,шыҥа́,komár
202,Fliege::N,ка́рме,múha
203,Schmetterling::N,лы́ве,metúlj
204,Beere::N,мӧр,jágoda
205,Apfel::N,олма́,jábolko
206,Pilz::N,по́ҥго,góba
207,Zwiebel::N,шога́н,čebúla
208,Saat::N,нӧ́шмӧ,séme
209,Saat::N,туш,séme
210,Korn::N,шу́рно,zŕno
211,Heu::N,шу́до,senó
212,Schale::N,шӱм,lupína
213,Grube::N,выне́м,jáma
214,Falle::N,лӧ́дӧ,pást
215,Schlinge::N,о́птыш,zánka
216,Schlinge::N,о́птыш,pêtlja
217,Schlinge::N,шӧрга́лтыш,zánka
218,Schlinge::N,шӧрга́лтыш,pêtlja
219,Spur::N,кыша́,sléd
220,Asche::N,ло́мыж,pepél
221,Dreck::N,лавыра́,bláto
222,Eisen::N,кӱ́ртньӧ,želézo
223,Gold::N,шӧ́ртньӧ,zlató
224,Silber::N,ший,srebró
225,Kohle::N,мландышӱ́й,ógel
226,Glas::N,янда́,stêklo
227,Lehm::N,шун,ílo
228,Sand::N,ошма́,pések
229,Mensch::N,еҥ,člôvek
230,Mensch::N,айде́ме,člôvek
231,Mann::N,пӧръе́ҥ,móž
232,Mann::N,пӧръе́ҥ,môški
233,Frau::N,ӱдырама́ш,gospá
234,Frau::N,ӱдырама́ш,žénska
235,Kind::N,аза́,déte
236,Kind::N,аза́,otròk
237,Junge::N,рве́зе,fànt
238,Junge::N,рве́зе,déček
239,Mädchen::N,ӱдыра́ш,deklè
240,Mädchen::N,ӱдыра́ш,déklica
241,Familie::N,еш,družína
242,Großvater::N,коча́,dèd
243,Großvater::N,коча́,dédek
244,Großmutter::N,кова́,bábica
245,Eltern::N,ача́-ава́,stárši
246,Vater::N,ача́,ôče
247,Mutter::N,ава́,máma
248,Sohn::N,э́рге,sín
249,Tochter::N,ӱ́дыр,hčí
250,Tochter::N,ӱ́дыр,hčérka
251,Bruder::N,иза́,bràt
252,Bruder::N,шо́льо,bràt
253,Schwester::N,ака́,sêstra
254,Onkel::N,иза́,újec
255,Onkel::N,иза́,stríc
256,Tante::N,кока́,têta
257,Tante::N,кока́,strína
258,Ehemann::N,мари́й,móž
259,Ehemann::N,мари́й,sopróg
260,Ehefrau::N,ва́те,žêna
261,Ehefrau::N,ва́те,sopróga
262,Freude::N,куа́н,rádost
263,Freude::N,куа́н,vesêlje
264,Freude::N,куаныма́ш,rádost
265,Freude::N,куаныма́ш,vesêlje
266,Gelächter::N,во́штылтыш,sméh
267,Gelächter::N,во́штылтыш,grohòt
268,Glück::N,пиа́л,sréča
269,Kummer::N,о́йго,gorjé
270,Wunsch::N,ку́мыл,žêlja
271,Lust::N,ку́мыл,poželênje
272,Geist::N,ӧрт,dúša
273,Geist::N,чон,dúša
274,Gedanke::N,ой,mísel
275,Gedanke::N,шоныма́ш,mísel
276,Gedächtnis::N,шарныма́ш,pámet
277,Verstand::N,уш,
278,Sinn::N,смысл,pomèn
279,Sinn::N,смысл,smísel
280,Grund::N,ама́л,vzròk
281,Wahrheit::N,чын,resníca
282,Gespräch::N,мутланыма́ш,pogóvor
283,Märchen::N,йома́к,právljica
284,Erzählung::N,ойлыма́ш,povést
285,Nachricht::N,увертарыма́ш,sporočílo
286,Neuigkeit::N,уве́р,novóst
287,Name::N,лӱм,imé
288,Rätsel::N,ту́што,ugánka
289,Rede::N,ойлыма́ш,góvor
290,Sprache::N,йы́лме,jêzik
291,Stimme::N,йӱк,glás
292,Wort::N,ой,beséda
293,Wort::N,мут,beséda
294,Zeichen::N,ти́ште,znák
295,Zeichen::N,знак,znák
296,Ruf::N,ӱжма́ш,klíc
297,Lärm::N,лӱшкыма́ш,hrúp
298,Lärm::N,лӱшкыма́ш,trúšč
299,Lärm::N,йӱк-йӱа́н,hrúp
300,Lärm::N,йӱк-йӱа́н,trúšč
301,Laut::N,йӱк,glás
302,Ton::N,йӱксе́м,tón
303,Lied::N,му́ро,pésem
304,Ruhe::N,ты́мык,pokòj
305,Leute::N,еҥ-влак,ljudjé
306,Volk::N,ка́лык,národ
307,Arbeit::N,паша́,délo
308,Gast::N,уна́,gòst
309,Geschenk::N,пӧле́к,darílo
310,Spiel::N,мо́дыш,ígra
311,Spiel::N,модма́ш,ígra
312,Gesellschaft::N,тӱшка́,drúžba
313,Hilfe::N,по́лыш,pomóč
314,Freund::N,таҥ,prijátelj
315,Freund::N,йолта́ш,prijátelj
316,Kamerad::N,таҥ,továriš
317,Angelegenheit::N,паша́,zadéva
318,Anzahl::N,чот,števílo
319,Art::N,вид,vŕsta
320,Stück::N,ка́тыш,kós
321,Stück::N,ла́стык,kós
322,Teil::N,ужа́ш,dél
323,Hälfte::N,пел,polovíca
324,Hälfte::N,пе́ле,polovíca
325,Kreis::N,ты́ртыш,króg
326,Kreis::N,ты́ртыш,kolobár
327,Kreuz::N,ыре́с,kríž
328,Linie::N,ли́ний,próga
329,Strich::N,коре́ш,čŕta
330,Abstand::N,кокла́,preslédek
331,Entfernung::N,тора́,oddáljenost
332,Entfernung::N,ку́жыт,oddáljenost
333,Gegend::N,кунде́м,kràj
334,Gegend::N,кунде́м,dežêla
335,Platz::N,ку́мдык,prôstor
336,Ort::N,вер,mésto
337,Ort::N,о́лмо,mésto
338,Seite::N,ӧ́рдыж,bòk
339,Seite::N,ӧ́рдыж,strán
340,Mitte::N,покше́л,sredína
341,Gegenstand::N,наста́,prédmet
342,Sache::N,наста́,réč
343,Sache::N,наста́,stvár
344,Rand::N,тӱр,kràj
345,Kante::N,тӱр,rób
346,Ecke::N,лук,vogál
347,Spitze::N,вуй,óst
348,Ende::N,муча́ш,kônec
349,Loch::N,рож,lúknja
350,Winkel::N,лук,kót
351,Muster::N,пеза́к,vzórec
352,Muster::N,узо́р,vzórec
353,Muster::N,ӱ́лгӧ,vzórec
354,Größe::N,кӱ́кшыт,veličína
355,Länge::N,ку́тыш,dolžína
356,Höhe::N,кӱ́кшыт,vršína
357,Gewicht::N,не́лыт,téža
358,Menge::N,чот,količína
359,Haufen::N,кы́шыл,kùp
360,Haufen::N,кы́шыл,kopíca
361,Reihe::N,рада́м,níz
362,Reihe::N,рада́м,vŕsta
363,Boot::N,пуш,čóln
364,Ruder::N,эшка́к,vêslo
365,Schlitten::N,тер,saní
366,Schlitten::N,изде́р,saní
367,Ski::N,е́че,smučí
368,Lagerfeuer::N,туло́то,táborni ôgenj
369,Last::N,нӧ́лтыш,tôvor
370,Gang::N,ошкылма́ш,hòd
371,Schritt::N,о́шкыл,korák
372,Norden::N,йӱдйыма́л,séver
373,Süden::N,кечывалве́л,júg
374,Westen::N,касве́л,zapàd
375,Osten::N,эрве́л,vzhòd
376,Holz::N,пу,lés
377,Brett::N,оҥа́,deskà
378,Platte::N,аста́р,plôča
379,Stütze::N,чара́к,opóra
380,Stütze::N,чара́к,zaslómba
381,Stange::N,лома́ш,gréd
382,Stock::N,тоя́,pálica
383,Stab::N,вара́,pálica
384,Stab::N,кашта́,pálica
385,Rohr::N,пуч,cév
386,Haus::N,пӧрт,híša
387,Heim::N,мӧ́ҥгӧ,dóm
388,Ofen::N,комака́,péč
389,Fußboden::N,кӱва́р,pòd
390,Tisch::N,ӱсте́л,míza
391,Stuhl::N,пӱке́н,stòl
392,Wiege::N,шепка́,zíbel
393,Bett::N,ва́кшыш,póstelja
394,Regal::N,шӧ́рлык,políca
395,Kiste::N,шо́ндык,zabòj
396,Kiste::N,я́шлык,zabòj
397,Fenster::N,окна́,ôkno
398,Tür::N,омса́,vráta
399,Tor::N,капка́,velíka vráta
400,Zaun::N,сава́р,ográja
401,Dach::N,леве́дыш,stréha
402,Leiter::N,тошка́лтыш,léstev
403,Besen::N,ӱштерво́штыр,mêtla
404,Spaten::N,ко́льмо,lopáta
405,Schaufel::N,сово́к,lopáta
406,Schaufel::N,су́ско,lopáta
407,Gabel::N,ви́лке,vílice
408,Löffel::N,па́не,žlíca
409,Löffel::N,совла́,žlíca
410,Messer::N,кӱ́зӧ,nòž
411,Nagel::N,пуда́,žebèlj
412,Netz::N,вапш,mréža
413,Haken::N,са́гыле,kljúka
414,Griff::N,кыл,ročáj
415,Griff::N,кыл,oprijèm
416,Schloss::N,кӧгӧ́н,ključávnica
417,Bild::N,сӱре́т,slíka
418,Figur::N,фигу́р,figúra
419,Figur::N,фигу́р,postáva
420,Puppe::N,курча́к,lútka
421,Beutel::N,меша́к,môšnja
422,Bündel::N,арша́ш,cúla
423,Bündel::N,арша́ш,svéženj
424,Tasche::N,сумка́,tórba
425,Tasche::N,сумка́,tobôlec
426,Eimer::N,ведра́,vêdro
427,Deckel::N,ко́мдыш,pokròv
428,Deckel::N,ко́мдыш,poklópec
429,Geschirr::N,а́те,posóda
430,Sack::N,куль,vréča
431,Sack::N,меша́к,vréča
432,Tasse::N,чу́кыр,skodélica
433,Tasse::N,чашка́,skodélica
434,Topf::N,ми́ске,lônec
435,Kessel::N,под,kôtel
436,Essen::N,ко́чкыш,hrána
437,Nahrung::N,ку́рго,živílo
438,Speise::N,ко́чкыш,jéd
439,Fleisch::N,шыл,mesó
440,Getreide::N,шу́рно,žíto
441,Brei::N,пу́чымыш,káša
442,Brot::N,ки́нде,krùh
443,Scheibe::N,ка́тыш,réženj
444,Fett::N,коя́,mást
445,Fett::N,коя́,maščôba
446,Butter::N,ӱй,máslo
447,Öl::N,ӱй,ólje
448,Salz::N,шинча́л,sól
449,Suppe::N,шӱр,júha
450,Honig::N,мӱй,méd
451,Milch::N,шӧр,mléko
452,Tee::N,чай,čáj
453,Leder::N,сура́н,úsnje
454,Leder::N,шӱ́штӧ,úsnje
455,Wolle::N,пун,vólna
456,Stoff::N,куэ́м,blagó
457,Stoff::N,посто́,blagó
458,Nadel::N,и́ме,ígla
459,Faden::N,шӱ́ртӧ,nít
460,Knopf::N,по́лдыш,gúmb
461,Knoten::N,пышке́м,vôzel
462,Farbe::N,чия́,bárva
463,Kleidung::N,чие́м,obléka
464,Kleidung::N,вурге́м,obléka
465,Hemd::N,ту́выр,srájca
466,Kragen::N,сога́,ovrátnik
467,Ärmel::N,шокш,rokáv
468,Hose::N,йола́ш,hláče
469,Gürtel::N,ӱ́штӧ,pás
470,Mütze::N,упш,kápa
471,Mütze::N,упш,čépica
472,Schuh::N,боти́нке,čévelj
473,Stiefel::N,кем,škórenj
474,Ring::N,шерга́ш,pŕstan
475,Band::N,тасма́,trák
476,Band::N,ле́нте,trák
477,Kamm::N,шерге́,glavník
478,Spiegel::N,вошто́нчыш,zrcálo
479,Spiegel::N,вошто́нчыш,ogledálo
480,Riemen::N,кӱзанӱ́штӧ,jêrmen
481,Schnur::N,кере́м,vŕvca
482,Schnur::N,кандыра́,vŕvca
483,Leine::N,вӱра́ҥ,konôpec
484,Decke::N,леве́дыш,odéja
485,Decke::N,одея́л,odéja
486,Kissen::N,кӱ́пчык,blazína
487,Tuch::N,шо́выч,pŕt
488,Tuch::N,шо́выч,rúta
489,Handtuch::N,со́лык,brisáča
490,Kraft::N,вий,síla
491,Kraft::N,куа́т,síla
492,Stärke::N,куа́т,jákost
493,Stärke::N,карма́н,jákost
494,Gesundheit::N,таза́лык,zdrávje
495,Krankheit::N,чер,bolézen
496,Schmerz::N,ко́рштыш,ból
497,Schmerz::N,ко́рштыш,bolečína
498,Wunde::N,су́сыр,rána
499,Fieber::N,йӱштыму́ж,vročína
500,Fieber::N,лихора́дке,vročína
501,Arznei::N,эм,lék
502,Arznei::N,эм,zdravílo
503,Brücke::N,кӱва́р,móst
504,Brunnen::N,вӱдвыне́м,vodnják
505,Weide::N,нурше́р,páša
506,Pfad::N,йолго́рно,stezà
507,Pfad::N,сокма́к,stezà
508,Weg::N,ко́рно,pót
509,Straße::N,ко́рно,césta
510,Dorf::N,ял,vás
511,Stadt::N,ола́,mésto
512,Brief::N,се́рыш,písmo
513,Buch::N,книга́,knjíga
514,Buchstabe::N,буква́,čŕka
515,Zeitung::N,газе́т,čásnik
516,Leben::N,и́лыш,življênje
517,Tod::N,колыма́ш,smŕt
518,Grab::N,шӱга́р,gròb
519,Kirche::N,че́рке,cérkev
520,Sünde::N,су́лык,gréh
521,Gott::N,ю́мо,bóg
522,Arbeiter::N,паша́зе,délavec
523,Chef::N,тӧра́,šéf
524,Meister::N,маста́р,mójster
525,Arzt::N,врач,zdravník
526,Lehrer::N,ту́ныктышо,učítelj
527,Geld::N,окса́,denár
528,Geschäft::N,сатулыма́ш,kupčíja
529,Laden::N,ке́выт,trgovína
530,Preis::N,ак,céna
531,Ware::N,сату́,róba
532,Nutzen::N,пайда́,príd
533,Reichtum::N,поя́нлык,bogástvo
534,Welt::N,тӱня́,svét
535,Land::N,эл,dežêla
536,Staat::N,кугыжа́ныш,držáva
537,König::N,кугыжа́,králj
538,Macht::N,власть,oblást
539,Grenze::N,грани́ца,mêja
540,Krieg::N,сар,vôjna
541,Feind::N,тушма́н,sovrážnik
542,Gewalt::N,виешлыма́ш,nasílje
543,Kampf::N,кредалма́ш,bòj
544,Kampf::N,кредалма́ш,bórba
545,Bogen[Waffe]::N,юҥе́ж,lók
546,Pfeil::N,пикш,puščíca
547,Gewehr::N,пыча́л,púška
548,Fehler::N,йо́ҥылыш,zmóta
549,Lüge::N,шоя́к,láž
550,Schaden::N,зия́н,okvára
551,Unglück::N,эҥге́к,nesréča
552,Schuld::N,тита́к,krívda
553,Schuld::N,йола́,krívda
554,Alter::N,ийго́т,dôba
555,Schluss::N,муча́ш,kônec
556,Zeit::N,жап,čàs
557,Zeit::N,па́гыт,čàs
558,Tag::N,ке́че,dán
559,Morgen::N,эр,jútro
560,Mittag::N,кечыва́л,póldan
561,Abend::N,кас,večér
562,Nacht::N,йӱд,nóč
563,Woche::N,арня́,téden
564,Monat::N,ты́лзе,mésec
565,Jahr::N,ий,léto
566,Frühling::N,шо́шо,pomlád
567,Sommer::N,кеҥе́ж,polétje
568,Herbst::N,шы́же,jesén
569,Winter::N,те́ле,zíma
570,Januar::N,шоркыйол,jánuar
571,Januar::N,идалыкву́й,jánuar
572,Januar::N,янва́рь,jánuar
573,Februar::N,пургыж,fébruar
574,Februar::N,февра́ль,fébruar
575,März::N,ӱярня,márec
576,März::N,март,márec
577,April::N,апре́ль,apríl
578,Mai::N,ага,máj
579,Mai::N,май,máj
580,Juni::N,пеледыш,júnij
581,Juni::N,ию́нь,júnij
582,Juli::N,сӱрем,júlij
583,Juli::N,ию́ль,júlij
584,August::N,сорла,avgúst
585,August::N,агарма́н,avgúst
586,August::N,а́вгуст,avgúst
587,September::N,идым,septêmber
588,September::N,сентя́брь,septêmber
589,Oktober::N,шыжа,október
590,Oktober::N,октя́брь,október
591,November::N,кылме тылзе,novêmber
592,November::N,ноя́брь,novêmber
593,Dezember::N,дека́брь,decémber
594,Montag::N,шо́чмо,ponedéljek
595,Dienstag::N,ку́шкыжмо,tôrek
596,Mittwoch::N,вӱрге́че,sréda
597,Donnerstag::N,изарня́,četŕtek
598,Freitag::N,кугарня́,pétek
599,Samstag::N,шуматке́че,sobóta
600,Sonntag::N,рушарня́,nedélja
601,groß::A,кугу́,vêlik
602,klein::A,изи́,májhen
603,lang::A,кужу́,dólg
604,kurz::A,кӱ́чык,krátek
605,breit::A,кумда́,širòk
606,schmal::A,а́ҥысыр,ózek
607,dicht::A,ну́гыдо,góst
608,dick[Gegenstand]::A,кӱ́жгӧ,dêbel
609,dünn::A,ви́чкыж,tánek
610,fein::A,ты́гыде,drôben
611,fest::A,чо́ткыдо,tŕden
612,flach::A,лапка́,plán
613,flach::A,лапка́,plòsk
614,glatt::A,яклака́,gládek
615,hart::A,пе́ҥгыде,tŕd
616,weich::A,пу́шкыдо,mehák
617,rund::A,йырге́шке,okrógel
618,spitz::A,коша́р,šílast
619,scharf::A,пӱ́сӧ,óster
620,stumpf::A,токма́к,tóp
621,stumpf::A,токма́к,skŕhan
622,schwer::A,не́ле,têžek
623,schön::A,сы́лне,lép
624,schön::A,сы́лне,krásen
625,heiß::A,шо́кшо,vròč
626,warm::A,ле́ве,tôpel
627,kalt::A,йӱ́штӧ,mŕzel
628,kalt::A,йӱ́штӧ,hláden
629,kühl::A,юа́лге,hláden
630,kühl::A,южгата́,hláden
631,frisch::A,свежа́,svéž
632,feucht::A,вӱ́дыжгӧ,vlážen
633,nass::A,нӧ́рӧ,móker
634,trocken::A,ку́кшо,súh
635,voll::A,тич,póln
636,leer::A,яра́,prázen
637,offen::A,виш,odpŕt
638,geschlossen::A,пе́тырыме,zapŕt
639,geschlossen::A,тӱ́чмӧ,zapŕt
640,sauber::A,ару́,číst
641,sauber::A,ару́,líčen
642,sauber::A,янда́р,číst
643,sauber::A,янда́р,líčen
644,schmutzig::A,лавыра́н,umázan
645,schmutzig::A,ла́выргыше,umázan
646,roh::A,кӱ́чымӧ,suròv
647,reif::A,лӧза́,zrèl
648,lecker::A,ту́тло,okúsen
649,süß::A,ше́ре,sládek
650,bitter::A,ко́чо,grenák
651,sauer::A,шо́по,kísel
652,hell::A,во́лгыдо,svetèl
653,dunkel::A,пычке́мыш,temèn
654,schwarz::A,шола́,čŕn
655,weiß::A,ош,bél
656,rot::A,йошка́р,rdèč
657,gelb::A,сар,žólt
658,gelb::A,сар,rumèn
659,blau::A,ка́нде,móder
660,grün::A,ужа́р,zelèn
661,grau::A,сур,sív
662,bunt::A,олача́,písan
663,billig::A,шу́лдо,pocéni
664,teuer::A,ше́рге,drág
665,wertvoll::A,шергака́н,dragocén
666,blind::A,со́кыр,slép
667,taub::A,соҥгыра́,glúh
668,kräftig::A,куа́тле,močán
669,stark::A,вия́н,ják
670,schwach::A,а́лдыме,šíbek
671,fett::A,коя́,dêbel
672,schlank::A,йоштката́,vítek
673,schlank::A,яжу́,vítek
674,hübsch::A,чеве́р,lép
675,böse::A,шы́де,zèl
676,böse::A,шы́де,hudôben
677,dumm::A,аҥыра́,glúp
678,dumm::A,аҥыра́,bédast
679,faul::A,його,lén
680,fleißig::A,ты́ршыше,marljív
681,geizig::A,чаҥга́,škŕt
682,klug::A,уша́н,pámeten
683,geschickt::A,уста́,spréten
684,lieb::A,ала́л,míl
685,lieb::A,ала́л,ljúb
686,lustig::A,весела́,vesél
687,sanft::A,ны́жылге,láhek
688,hungrig::A,шу́жышо,láčen
689,krank::A,че́рле,bolán
690,nackt::A,чарама́т,nág
691,traurig::A,ойга́н,túžen
692,lebendig::A,и́лыше,žív
693,gut::A,сай,dóber
694,schlecht::A,уда́,malopríden
695,schlecht::A,шӱ́кшӧ,malopríden
696,richtig::A,чы́нле,pravílen
697,schlimm::A,аля́к,húd
698,schlimm::A,тыра́н,húd
699,wahr::A,чы́нле,resníčen
700,wahr::A,настоя́щий,resníčen
701,alt::A,то́што,stàr
702,neu::A,у,nòv
703,ehemalig::A,о́нчычсо,nekdánji
704,ehemalig::A,онда́кысе,nekdánji
705,alt[Lebewesen]::A,шо́нто,stàr
706,jung::A,са́мырык,mlád
707,arm::A,нужна́,ubóg
708,arm::A,нужна́,réven
709,reich::A,поя́н,bogàt
710,bekannt::A,па́лыме,znán
711,berühmt::A,лӱ́млӧ,sláven
712,berühmt::A,лӱ́млӧ,znamenít
713,fremd::A,йот,túj
714,verschieden::A,тӱ́рлӧ,razlíčen
715,nah::A,ли́шыл,blížnji
716,fern::A,тора́,dáleč
717,fern::A,мӱ́ндыр,dáleč
718,linker::A,шола́,lévi
719,rechter::A,пурла́,désni
720,anderer::A,вес,drúgi
721,anderer::A,мо́ло,drúgi
722,erster::A,и́кымше,pŕvi
723,zweiter::A,ко́кымшо,drúgi
724,dritter::A,ку́мшо,trétji
725,letzter::A,пыта́ртыш,poslédnji
726,allein::ADV,шкет,sám
727,auf einmal::ADV,икана́ште,obênem
728,zusammen::ADV,пырля́,skúpaj
729,lange::ADV,кужу́н,dólgo
730,plötzlich::ADV,кенета́,náglo
731,plötzlich::ADV,кенета́,nenádoma
732,sofort::ADV,кызыта́к,prècej
733,später::ADV,варара́к,poznêje
734,jetzt::ADV,ы́нде,zdàj
735,jetzt::ADV,кы́зыт,zdàj
