,Concept_ID,et,lt
173,Elch::N,põder,briedis
174,Fuchs::N,rebane,lapė
175,Hase::N,jänes,kiškas
176,Maus::N,hiir,pelė
177,Wolf::N,hunt,vilkas
178,Vogel::N,lind,paukštis
179,Schwarm::N,parv,spiečius
180,Huhn::N,kana,višta
181,Hahn::N,kukk,gaidys
182,Gans::N,hani,žąsis
183,Adler::N,kotkas,erelis
184,Ente::N,part,antis
185,Eule::N,kakk,pelėda
186,Eule::N,öökull,pelėda
187,Kranich::N,kurg,gervė
188,Krähe::N,vares,varna
189,Kuckuck::N,kägu,gegužė
190,Schwan::N,luik,gulbė
191,Fisch::N,kala,žuvis
192,Barsch::N,ahven,ešerys
193,Hecht::N,haug,lydeka
194,Schlange[Tier]::N,uss,gyvatė
195,Wurm::N,uss,kirmėlė
196,Wurm::N,vagel,kirmėlė
197,Spinne::N,ämblik,voras
198,Ameise::N,sipelgas,skruzdė
199,Laus::N,täi,utėlė
200,Mücke::N,sääsk,uodas
201,Fliege::N,kärbes,musė
202,Schmetterling::N,liblikas,drugys
203,Schmetterling::N,liblikas,peteliškė
204,Beere::N,mari,uoga
205,Apfel::N,õun,obuolys
206,Pilz::N,seen,grybas
207,Zwiebel::N,sibul,svogūnas
208,Saat::N,seeme,sėkla
209,Korn::N,iva,grūdai
210,Korn::N,tera,grūdai
211,Heu::N,hein,šienas
212,Schale::N,koor,žievelė
213,Grube::N,kaevand,duobė
214,Falle::N,lõks,pinklės
215,Falle::N,lõks,žabangai
216,Falle::N,püünis,pinklės
217,Falle::N,püünis,žabangai
218,Schlinge::N,aas,kilpa
219,Spur::N,jälg,vėžė
220,Spur::N,jälg,pėdos
221,Spur::N,jälg,pėdsakas
222,Asche::N,tuhk,pelenai
223,Dreck::N,saast,purvas
224,Dreck::N,mustus,purvas
225,Eisen::N,raud,geležis
226,Gold::N,kuld,auksas
227,Silber::N,hõbe,sidabras
228,Kohle::N,süsi,anglis
229,Glas::N,klaas,stiklas
230,Lehm::N,savi,molis
231,Sand::N,liiv,smėlis
232,Mensch::N,inimene,žmogus
233,Mann::N,mees,vyras
234,Mann::N,mees,vyriškis
235,Frau::N,naine,moteris
236,Kind::N,laps,vaikas
237,Junge::N,poiss,vaikinas
238,Junge::N,poiss,berniukas
239,Mädchen::N,tüdruk,mergytė
240,Mädchen::N,tüdruk,mergaitė
241,Familie::N,perekond,šeima
242,Großvater::N,vanaisa,senelis
243,Großmutter::N,vanaema,senelė
244,Eltern::N,vanemad,tėvai
245,Vater::N,isa,tėvas
246,Mutter::N,ema,motina
247,Sohn::N,poeg,sūnus
248,Tochter::N,tütar,duktė
249,Bruder::N,vend,brolis
250,Schwester::N,õde,sesuo
251,Onkel::N,onu,dėdė
252,Tante::N,tädi,teta
253,Ehemann::N,mees,vyras
254,Ehemann::N,abikaasa,vyras
255,Ehefrau::N,naine,žmona
256,Ehefrau::N,abikaasa,žmona
257,Freude::N,rõõm,džiaugsmas
258,Gelächter::N,naer,juokas
259,Glück::N,õnn,laimė
260,Kummer::N,mure,vargas
261,Kummer::N,mure,rūpestis
262,Kummer::N,kurbus,vargas
263,Kummer::N,kurbus,rūpestis
264,Wunsch::N,soov,troškimas
265,Wunsch::N,soov,pageidavimas
266,Lust::N,himu,noras
267,Lust::N,himu,geidulys
268,Geist::N,vaim,dvasia
269,Gedanke::N,mõte,mintis
270,Gedächtnis::N,mälu,atmintis
271,Verstand::N,aru,protas
272,Verstand::N,mõistus,protas
273,Sinn::N,tähendus,prasmė
274,Grund::N,põhjus,priežastis
275,Wahrheit::N,tõde,tiesa
276,Wahrheit::N,tõde,teisybė
277,Gespräch::N,kõne,pokalbis
278,Gespräch::N,vestlus,pokalbis
279,Märchen::N,muinasjutt,pasaka
280,Erzählung::N,jutustus,apsakymas
281,Erzählung::N,jutustus,pasakojimas
282,Nachricht::N,teade,žinia
283,Neuigkeit::N,uudis,naujiena
284,Name::N,nimi,vardas
285,Rätsel::N,mõistatus,mįslė
286,Rede::N,kõne,kalba
287,Sprache::N,keel,kalba
288,Stimme::N,hääl,balsas
289,Wort::N,sõna,žodis
290,Zeichen::N,märk,žymė
291,Zeichen::N,märk,ženklas
292,Ruf::N,hüüe,šauksmas
293,Lärm::N,müra,triukšmas
294,Laut::N,hääl,garsas
295,Ton::N,toon,tonas
296,Ton::N,toon,garsas
297,Lied::N,laul,daina
298,Lied::N,laul,giesmė
299,Ruhe::N,rahu,ramybė
300,Ruhe::N,rahu,ramumas
301,Ruhe::N,vaikus,ramybė
302,Ruhe::N,vaikus,ramumas
303,Leute::N,inimesed,žmonės
304,Volk::N,rahvas,tauta
305,Arbeit::N,töö,darbas
306,Arbeit::N,töö,triūsas
307,Gast::N,külaline,svečias
308,Geschenk::N,kingitus,dovana
309,Spiel::N,mäng,žaismas
310,Spiel::N,mäng,žaidimas
311,Gesellschaft::N,selts,draugija
312,Gesellschaft::N,selts,kompanija
313,Hilfe::N,abi,pagalba
314,Freund::N,sõber,draugas
315,Freund::N,sõber,bičiulis
316,Kamerad::N,sõber,draugas
317,Angelegenheit::N,asi,dalykas
318,Angelegenheit::N,asi,reikalas
319,Anzahl::N,arv,kiekis
320,Anzahl::N,arv,skaičius
321,Anzahl::N,hulk,kiekis
322,Anzahl::N,hulk,skaičius
323,Art::N,liik,rūšis
324,Stück::N,tükk,gabalas
325,Teil::N,osa,dalis
326,Hälfte::N,pool,pusė
327,Kreis::N,ring,ratas
328,Kreis::N,ring,apskritis
329,Kreis::N,ring,apskritimas
330,Kreuz::N,rist,kryžius
331,Linie::N,joon,linija
332,Strich::N,joon,brėžis
333,Strich::N,joon,brūkšnys
334,Abstand::N,vahe,atstumas
335,Entfernung::N,kaugus,atstumas
336,Entfernung::N,vahemaa,atstumas
337,Gegend::N,ümbrus,vietovė
338,Platz::N,ruum,vieta
339,Ort::N,paik,vieta
340,Ort::N,paik,vietovė
341,Seite::N,pool,pusė
342,Seite::N,pool,šonas
343,Mitte::N,keskpaik,vidurys
344,Gegenstand::N,ese,dalykas
345,Sache::N,ese,daiktas
346,Rand::N,äär,kraštas
347,Rand::N,äär,pakraštys
348,Rand::N,serv,kraštas
349,Rand::N,serv,pakraštys
350,Kante::N,kant,kraštas
351,Ecke::N,nurk,kertė
352,Ecke::N,nurk,kampas
353,Spitze::N,teravik,priekis
354,Spitze::N,teravik,priešakys
355,Ende::N,ots,galas
356,Ende::N,jupp,galas
357,Loch::N,auk,skylė
358,Winkel::N,nurk,kampas
359,Winkel::N,nurk,kampelis
360,Muster::N,muster,raštas
361,Größe::N,suurus,dydis
362,Größe::N,suurus,didumas
363,Länge::N,pikkus,ilgis
364,Länge::N,pikkus,ilgumas
365,Höhe::N,kõrgus,aukštis
366,Höhe::N,kõrgus,aukštuma
367,Gewicht::N,kaal,svoris
368,Gewicht::N,kaal,svarstis
369,Gewicht::N,raskus,svoris
370,Gewicht::N,raskus,svarstis
371,Menge::N,arv,kiekis
372,Menge::N,arv,daugybė
373,Menge::N,hulk,kiekis
374,Menge::N,hulk,daugybė
375,Haufen::N,hunnik,krūva
376,Haufen::N,hunnik,šūsnis
377,Reihe::N,rivi,greta
378,Boot::N,paat,valtis
379,Boot::N,paat,laivelis
380,Ruder::N,aer,irklas
381,Schlitten::N,saan,rogės
382,Schlitten::N,saan,rogutės
383,Ski::N,suusk,slidė
384,Lagerfeuer::N,lõke,laužas
385,Last::N,koorem,našta
386,Last::N,koorem,nešulys
387,Gang::N,käik,eisena
388,Schritt::N,samm,žingsnis
389,Norden::N,põhi,šiaurė
390,Norden::N,põhi,žiemiai
391,Süden::N,lõuna,pietūs
392,Westen::N,lääs,vakarai
393,Osten::N,ida,rytai
394,Holz::N,puu,mediena
395,Brett::N,saelaud,lenta
396,Platte::N,plaat,plokštė
397,Stütze::N,tugi,atrama
398,Stütze::N,tugi,atspara
399,Stange::N,latt,lazda
400,Stange::N,latt,kartis
401,Stange::N,teivas,lazda
402,Stange::N,teivas,kartis
403,Stock::N,kepp,lazda
404,Stab::N,varras,kartis
405,Rohr::N,toru,vamzdis
406,Haus::N,maja,namas
407,Heim::N,kodu,namai
408,Ofen::N,ahi,krosnis
409,Fußboden::N,põrand,grindys
410,Tisch::N,laud,stalas
411,Stuhl::N,tool,kėdė
412,Wiege::N,häll,lopšys
413,Wiege::N,kätki,lopšys
414,Bett::N,voodi,lova
415,Bett::N,voodi,patalai
416,Regal::N,riiul,lentyna
417,Kiste::N,kast,dėžė
418,Fenster::N,aken,langas
419,Tür::N,uks,durys
420,Tor::N,värav,vartai
421,Zaun::N,aed,tvora
422,Zaun::N,tara,tvora
423,Dach::N,katus,stogas
424,Leiter::N,redel,kopėčios
425,Besen::N,luud,šluota
426,Spaten::N,labidas,lopeta
427,Spaten::N,labidas,kastuvas
428,Schaufel::N,kühvel,semtuvas
429,Gabel::N,kahvel,šakutė
430,Löffel::N,lusikas,šaukštas
431,Messer::N,nuga,peilis
432,Nagel::N,nael,vinis
433,Netz::N,võrk,tinklas
434,Haken::N,haak,vagis
435,Haken::N,haak,kablys
436,Haken::N,konks,vagis
437,Haken::N,konks,kablys
438,Griff::N,sang,kotas
439,Griff::N,sang,rankena
440,Griff::N,käepide,kotas
441,Griff::N,käepide,rankena
442,Schloss::N,lukk,spyna
443,Schloss::N,lukk,užraktas
444,Bild::N,pilt,paveikslas
445,Figur::N,kuju,figūra
446,Figur::N,kujund,figūra
447,Puppe::N,nukk,lėlė
448,Beutel::N,paun,krepšys
449,Beutel::N,paun,maišelis
450,Bündel::N,kimp,ryšulys
451,Tasche::N,kott,krepšelis
452,Eimer::N,pang,kibiras
453,Eimer::N,ämber,kibiras
454,Deckel::N,kaas,dangtis
455,Geschirr::N,nõud,indai
456,Sack::N,kott,maišas
457,Tasse::N,tass,puodukas
458,Topf::N,pada,puodas
459,Kessel::N,pada,katilas
460,Essen::N,söök,valgis
461,Nahrung::N,toit,penas
462,Nahrung::N,toit,maistas
463,Speise::N,roog,patiekalas
464,Fleisch::N,liha,mėsa
465,Getreide::N,teravili,javai
466,Brei::N,puder,košė
467,Brot::N,sai,duona
468,Brot::N,leib,duona
469,Scheibe::N,viil,riekė
470,Scheibe::N,viilukas,riekė
471,Fett::N,rasv,taukai
472,Fett::N,rasv,riebalai
473,Butter::N,või,sviestas
474,Öl::N,õli,aliejus
475,Salz::N,sool,druska
476,Suppe::N,supp,sriuba
477,Honig::N,mesi,medus
478,Milch::N,piim,pienas
479,Tee::N,tee,arbata
480,Leder::N,nahk,oda
481,Wolle::N,vill,vilna
482,Stoff::N,kangas,audeklas
483,Nadel::N,nõel,adata
484,Faden::N,niit,gija
485,Faden::N,niit,siūlas
486,Knopf::N,nööp,saga
487,Knoten::N,sõlm,mazgas
488,Farbe::N,värv,dažai
489,Kleidung::N,riided,rūbai
490,Kleidung::N,riided,drabužiai
491,Kleidung::N,riietus,rūbai
492,Kleidung::N,riietus,drabužiai
493,Hemd::N,särk,marškiniai
494,Kragen::N,krae,apykaklė
495,Ärmel::N,varrukas,rankovė
496,Hose::N,püksid,kelnės
497,Gürtel::N,vöö,juosta
498,Gürtel::N,vöö,diržas
499,Mütze::N,müts,kepurė
500,Schuh::N,king,batas
501,Stiefel::N,saabas,auliniai batai
502,Ring::N,sõrmus,žiedas
503,Band::N,lint,kaspinas
504,Kamm::N,kamm,šukos
505,Spiegel::N,peegel,veidrodis
506,Riemen::N,rihm,diržas
507,Schnur::N,nöör,virvė
508,Leine::N,jalutusrihm,pavadėlis
509,Decke::N,tekk,antklodė
510,Kissen::N,padi,pagalvė
511,Kissen::N,padi,priegalvis
512,Tuch::N,kalev,skarelė
513,Handtuch::N,käterätik,rankšluostis
514,Kraft::N,jõud,jėga
515,Stärke::N,tugevus,stiprumas
516,Gesundheit::N,tervis,sveikata
517,Krankheit::N,haigus,liga
518,Schmerz::N,valu,skausmas
519,Wunde::N,haav,žaizda
520,Fieber::N,palavik,karštis
521,Arznei::N,ravim,vaistas
522,Brücke::N,sild,tiltas
523,Brunnen::N,kaev,šulinys
524,Weide::N,karjamaa,ganykla
525,Weide::N,karjamaa,gluosnis
526,Pfad::N,rada,takas
527,Weg::N,tee,kelias
528,Straße::N,tee,gatvė
529,Dorf::N,küla,kaimas
530,Dorf::N,küla,sodžius
531,Stadt::N,linn,miestas
532,Brief::N,kiri,laiškas
533,Buch::N,raamat,knyga
534,Buchstabe::N,täht,raidė
535,Zeitung::N,ajaleht,laikraštis
536,Leben::N,elu,gyvybė
537,Leben::N,elu,gyvenimas
538,Tod::N,surm,mirtis
539,Grab::N,haud,kapas
540,Kirche::N,kirik,bažnyčia
541,Sünde::N,patt,nuodėmė
542,Sünde::N,patt,nusidėjimas
543,Gott::N,jumal,dievas
544,Arbeiter::N,tööline,darbininkas
545,Chef::N,ülemus,šefas
546,Chef::N,ülemus,vadovas
547,Chef::N,ülemus,viršininkas
548,Chef::N,juhataja,šefas
549,Chef::N,juhataja,vadovas
550,Chef::N,juhataja,viršininkas
551,Meister::N,meister,meistras
552,Arzt::N,arst,gydytojas
553,Lehrer::N,õpetaja,mokytojas
554,Geld::N,raha,pinigai
555,Geschäft::N,äri,biznis
556,Laden::N,pood,krautuvė
557,Laden::N,pood,parduotuvė
558,Laden::N,kauplus,krautuvė
559,Laden::N,kauplus,parduotuvė
560,Preis::N,hind,kaina
561,Ware::N,kaup,prekė
562,Nutzen::N,tulu,nauda
563,Nutzen::N,tulu,pelnas
564,Nutzen::N,kasulikkus,nauda
565,Nutzen::N,kasulikkus,pelnas
566,Reichtum::N,rikkus,turtas
567,Welt::N,maailm,pasaulis
568,Land::N,maa,žemė
569,Land::N,maa,šalis
570,Staat::N,riik,valstija
571,König::N,kuningas,karalius
572,Macht::N,võim,galia
573,Macht::N,võim,valdžia
574,Grenze::N,piir,riba
575,Grenze::N,piir,siena
576,Krieg::N,sõda,karas
577,Feind::N,vaenlane,priešas
578,Gewalt::N,väevõim,jėga
579,Gewalt::N,väevõim,smurtas
580,Gewalt::N,väevõim,prievarta
581,Kampf::N,võitlus,kova
582,Bogen[Waffe]::N,vibu,lankas
583,Pfeil::N,nool,strėlė
584,Gewehr::N,püss,šautuvas
585,Fehler::N,viga,klaida
586,Lüge::N,vale,melas
587,Schaden::N,kahju,nuostolis
588,Schaden::N,kahju,apgadinimas
589,Unglück::N,häda,nelaimė
590,Unglück::N,õnnetus,nelaimė
591,Schuld::N,süü,kaltė
592,Alter::N,iga,amžius
593,Schluss::N,lõpp,pabaiga
594,Zeit::N,aeg,laikas
595,Tag::N,päev,diena
596,Morgen::N,hommik,rytas
597,Mittag::N,lõuna,vidurdienis
598,Mittag::N,keskpäev,vidurdienis
599,Abend::N,õhtu,vakaras
600,Nacht::N,öö,naktis
601,Woche::N,nädal,savaitė
602,Monat::N,kuu,mėnuo
603,Jahr::N,aasta,metai
604,Frühling::N,kevad,pavasaris
605,Sommer::N,suvi,vasara
606,Herbst::N,sügis,ruduo
607,Winter::N,talv,žiema
608,Januar::N,jaanuar,sausis
609,Februar::N,veebruar,vasaris
610,März::N,märts,kovas
611,April::N,aprill,balandis
612,Mai::N,mai,gegužė
613,Juni::N,juuni,birželis
614,Juli::N,juuli,liepa
615,August::N,august,rugpjūtis
616,September::N,september,rugsėjis
617,Oktober::N,oktoober,spalis
618,November::N,november,lapkritis
619,Dezember::N,detsember,gruodis
620,Montag::N,esmaspäev,pirmadienis
621,Dienstag::N,teisipäev,antradienis
622,Mittwoch::N,kesknädal,trečiadienis
623,Donnerstag::N,neljapäev,ketvirtadienis
624,Freitag::N,reede,penktadienis
625,Samstag::N,laupäev,šeštadienis
626,Sonntag::N,pühapäev,sekmadienis
627,groß::A,suur,didis
628,groß::A,suur,didelis
629,klein::A,väike,mažas
630,klein::A,pisike,mažas
631,lang::A,pikk,ilgas
632,kurz::A,lühike,trumpas
633,breit::A,lai,platus
634,schmal::A,kitsas,smulkus
635,dicht::A,tihe,tankus
636,dick[Gegenstand]::A,jäme,storas
637,dünn::A,õhuke,plonas
638,dünn::A,peenike,plonas
639,fein::A,peen,smulkus
640,fein::A,õhuke,smulkus
641,fest::A,püsiv,kietas
642,fest::A,püsiv,tvirtas
643,fest::A,kindel,kietas
644,fest::A,kindel,tvirtas
645,flach::A,lame,lėkštas
646,flach::A,lame,plokščias
647,flach::A,tasane,lėkštas
648,flach::A,tasane,plokščias
649,glatt::A,sile,slidus
650,hart::A,kõva,kietas
651,weich::A,pehme,minkštas
652,rund::A,ümar,apvalus
653,rund::A,ümar,apskritas
654,spitz::A,torkav,aštrus
655,spitz::A,torkav,smailus
656,scharf::A,terav,aštrus
657,stumpf::A,nüri,bukas
658,stumpf::A,nüri,atšipęs
659,schwer::A,raske,sunkus
660,schön::A,kena,gražus
661,heiß::A,kuum,karštas
662,heiß::A,palav,karštas
663,warm::A,soe,šiltas
664,kalt::A,külm,šaltas
665,kühl::A,jahe,vėsus
666,kühl::A,jahe,bejausmis
667,frisch::A,värske,šviežias
668,feucht::A,niiske,drėgnas
669,nass::A,märg,šlapias
670,trocken::A,kuiv,sausas
671,voll::A,täis,pilnas
672,leer::A,tühi,tuščias
673,offen::A,avatud,atviras
674,offen::A,lahtine,atviras
675,geschlossen::A,suletud,uždaras
676,geschlossen::A,suletud,uždarytas
677,sauber::A,puhas,švarus
678,schmutzig::A,räpane,nešvarus
679,schmutzig::A,räpane,purvinas
680,schmutzig::A,määrdunud,nešvarus
681,schmutzig::A,määrdunud,purvinas
682,roh::A,toores,žalias
683,reif::A,küps,prinokęs
684,reif::A,küps,pribrendęs
685,lecker::A,hõrk,gardus
686,lecker::A,maitsev,gardus
687,süß::A,magus,saldus
688,bitter::A,mõru,kartus
689,sauer::A,hapu,gižus
690,sauer::A,hapu,rūgštus
691,hell::A,hele,šviesus
692,hell::A,hele,skaistus
693,dunkel::A,pime,tamsus
694,schwarz::A,must,juodas
695,weiß::A,valge,baltas
696,rot::A,punane,raudonas
697,gelb::A,kollane,geltonas
698,blau::A,sinine,mėlynas
699,grün::A,roheline,žalias
700,grau::A,hall,pilkas
701,bunt::A,kirju,margas
702,bunt::A,kirju,spalvotas
703,bunt::A,värviline,margas
704,bunt::A,värviline,spalvotas
705,billig::A,odav,pigus
706,teuer::A,kallis,brangus
707,wertvoll::A,väärtuslik,vertingas
708,blind::A,pime,aklas
709,taub::A,kurt,kurčias
710,kräftig::A,jõuline,stiprus
711,stark::A,tugev,stiprus
712,schwach::A,nõrk,silpnas
713,schwach::A,jõuetu,silpnas
714,fett::A,rasvane,riebus
715,schlank::A,sale,laibas
716,schlank::A,sale,lieknas
717,hübsch::A,kena,gražus
718,böse::A,tige,blogas
719,dumm::A,juhm,paikas
720,dumm::A,juhm,kvailas
721,dumm::A,rumal,paikas
722,dumm::A,rumal,kvailas
723,faul::A,laisk,tingus
724,fleißig::A,virk,stropus
725,fleißig::A,virk,kruopštus
726,fleißig::A,hoolas,stropus
727,fleißig::A,hoolas,kruopštus
728,geizig::A,ihne,šykštus
729,klug::A,tark,sumanus
730,klug::A,tark,protingas
731,klug::A,arukas,sumanus
732,klug::A,arukas,protingas
733,klug::A,mõistlik,sumanus
734,klug::A,mõistlik,protingas
735,geschickt::A,osav,apsukrus
736,lieb::A,armas,mielas
737,lustig::A,lõbus,smagus
738,lustig::A,lõbus,linksmas
739,sanft::A,õrn,švelnus
740,sanft::A,õrn,minkštas
741,hungrig::A,näljane,alkanas
742,krank::A,haige,ligotas
743,krank::A,haige,sergantis
744,nackt::A,alasti,nuogas
745,traurig::A,kurb,liūdnas
746,lebendig::A,elus,gyvas
747,gut::A,hea,geras
748,schlecht::A,halb,blogas
749,schlecht::A,halb,prastas
750,richtig::A,õige,tikras
751,richtig::A,õige,teisingas
752,schlimm::A,paha,blogas
753,schlimm::A,paha,prastas
754,wahr::A,tõene,tikras
755,alt::A,vana,senas
756,neu::A,uus,naujas
757,ehemalig::A,endine,buvęs
758,alt[Lebewesen]::A,vana,pagyvenęs
759,jung::A,noor,jaunas
760,arm::A,vaene,neturtingas
761,reich::A,rikas,turtingas
762,bekannt::A,teada,žinomas
763,bekannt::A,teada,pažįstamas
764,bekannt::A,tuttav,žinomas
765,bekannt::A,tuttav,pažįstamas
766,berühmt::A,tuntud,žymus
767,berühmt::A,tuntud,garsus
768,fremd::A,võõras,svetimas
769,verschieden::A,erinev,įvairus
770,nah::A,lähedane,artimas
771,fern::A,kauge,tolimas
772,linker::A,vasak,kairys
773,rechter::A,parem,dešinys
774,anderer::A,muu,kitas
775,anderer::A,teine,kitas
776,erster::A,esimene,pirmas
777,zweiter::A,teine,antras
778,dritter::A,kolmas,trečias
779,letzter::A,viimane,paskutinis
780,allein::ADV,üksi,vienas
781,auf einmal::ADV,korraga,iš karto
782,auf einmal::ADV,ühekorraga,iš karto
783,zusammen::ADV,koos,kartu
784,zusammen::ADV,koos,drauge
785,zusammen::ADV,üheskoos,kartu
786,zusammen::ADV,üheskoos,drauge
787,lange::ADV,kaua,ilgai
788,plötzlich::ADV,äkki,staiga
789,plötzlich::ADV,järsku,staiga
790,sofort::ADV,kohe,tuojau
791,später::ADV,hiljem,vėliau
792,später::ADV,hiljem,paskiau
793,jetzt::ADV,nüüd,dabãr
794,heute::ADV,täna,šiandien
795,morgen::ADV,homme,rytoj
796,bald::ADV,pea,greitai
797,bald::ADV,pea,netrukus
798,bald::ADV,varsti,greitai
799,bald::ADV,varsti,netrukus
800,dann::ADV,siis,po to
801,gestern::ADV,eile,vakar
802,einst::ADV,vanasti,kadaise
803,einst::ADV,vanasti,kitą kartą
804,damals::ADV,tookord,anuomet
805,damals::ADV,tookord,anuokart
806,danach::ADV,seejärel,po to
807,danach::ADV,seejärel,paskui
808,vorher::ADV,enne,anksčiau
809,zuerst::ADV,enne,pirma
