,Concept_ID,ko,xal
175,Schlange[Tier]::N,뱀,моһа
176,Wurm::N,벌레,өтн
177,Spinne::N,거미,аралҗн
178,Ameise::N,개미,шорһлҗн
179,Laus::N,이,бөөсн
180,Mücke::N,모기,бөкүн
181,Fliege::N,날기,батхн
182,Schmetterling::N,나비,эрвәкә
183,Beere::N,장과,бөөлҗрһн
184,Apfel::N,사과,альмн
185,Pilz::N,고방이,теңгрин ки
186,Zwiebel::N,양파,мәңгрснә толһа
187,Saat::N,씨,буудян экн
188,Korn::N,알맹이,экн
189,Heu::N,건초,өвсн
190,Schale::N,피상,хальсн
191,Falle::N,함정,урх
192,Falle::N,함정,хавх
193,Schlinge::N,올가미,бүтү
194,Schlinge::N,멜빵붕대,бүтү
195,Spur::N,발지국,мөр
196,Asche::N,재,үмсн
197,Dreck::N,똥,бальчг
198,Dreck::N,오물,бальчг
199,Eisen::N,쇠,төмр
200,Eisen::N,철,төмр
201,Gold::N,항금,алтн
202,Silber::N,은,мөңгн
203,Silber::N,은,цаһан мөңгн
204,Kohle::N,슻,нүүрсн
205,Glas::N,유리,шил
206,Lehm::N,찰흙,шавр
207,Sand::N,모래,элсн
208,Mensch::N,사람,күн
209,Mensch::N,사람,күмн
210,Mann::N,남자,эр
211,Frau::N,여자,күүкд күн
212,Kind::N,아이,үрн
213,Junge::N,소녁,көвүн
214,Mädchen::N,소녀,бичкн күүкн
215,Familie::N,가족,бүл
216,Großvater::N,할아버지,өвк эцк
217,Großvater::N,할아버지,наһц эцк
218,Großmutter::N,할머니,эмг эк
219,Großmutter::N,할머니,наһц эк
220,Eltern::N,어버오,эк эцк хойр
221,Vater::N,아버지,эцк
222,Mutter::N,어머니,эк
223,Sohn::N,아들,көвүн
224,Tochter::N,딸기,күүкн
225,Bruder::N,형제,дү көвүн
226,Schwester::N,누이,эгч
227,Schwester::N,누이,дү күүкн
228,Onkel::N,백부,авһ
229,Onkel::N,백부,наһцх
230,Tante::N,아주머니,наһц эгч
231,Ehemann::N,남편,залу
232,Ehefrau::N,아내,гергн
233,Freude::N,기쁨,байр
234,Gelächter::N,웃음,инәдн
235,Glück::N,즐거움,җирһл
236,Glück::N,즐거움,сәәхн җирһл
237,Kummer::N,슬픔,зовлң
238,Wunsch::N,소망,дурн
239,Geist::N,할기,зөрг
240,Gedanke::N,상념,ухан
241,Gedächtnis::N,기억,чееҗин тодлвр
242,Verstand::N,분별,ухан
243,Verstand::N,지능,ухан
244,Sinn::N,센스,учр-утх
245,Grund::N,까닭,учр
246,Grund::N,까닭,шалтан
247,Wahrheit::N,참,үнн
248,Wahrheit::N,진실,үнн
249,Gespräch::N,대화,күүндвүр
250,Märchen::N,동화,тууль
251,Erzählung::N,이야기,келвр
252,Neuigkeit::N,뉴스,зәңг
253,Name::N,이름,нерн
254,Rätsel::N,수수께끼,тәәлвртә тууль
255,Rede::N,연설,келлһн
256,Sprache::N,말,келн
257,Stimme::N,목소리,дун
258,Wort::N,낱말,үг
259,Zeichen::N,신호,темдг
260,Ruf::N,부름,дуудлһн
261,Lärm::N,소동,шууган
262,Laut::N,음성,ә
263,Ton::N,목소리,дун
264,Lied::N,노래,дун
265,Ruhe::N,쉼,амулң
266,Leute::N,사람들,әмтн
267,Volk::N,국중,улс
268,Arbeit::N,근로,көдлмш
269,Arbeit::N,너무,көдлмш
270,Gast::N,손님,гиич
271,Geschenk::N,행하,белг
272,Spiel::N,무리,наадн
273,Gesellschaft::N,교제,олн
274,Hilfe::N,거들음,нөкд
275,Hilfe::N,보좌,нөкд
276,Freund::N,친구,иньг
277,Kamerad::N,동실자,үр
278,Angelegenheit::N,용무,керг
279,Anzahl::N,어떤,то
280,Anzahl::N,수,то
281,Art::N,정류,зүүл
282,Stück::N,일부분,хусг
283,Teil::N,몱,хүв
284,Teil::N,구훠,хүв
285,Hälfte::N,2분의,өрәл
286,Kreis::N,고리,төгрг
287,Kreuz::N,열십자,кирс
288,Linie::N,선,зурасн
289,Strich::N,스침,татасн
290,Abstand::N,거리,зә
291,Entfernung::N,거리,һазр
292,Gegend::N,곳,һазр
293,Gegend::N,부금,һазр
294,Platz::N,장소,зә
295,Ort::N,장소,бәәрн
296,Seite::N,옆면,тал
297,Seite::N,옆면,хаҗу
298,Seite::N,옆면,хәврһ
299,Mitte::N,궁간,дунд
300,Gegenstand::N,항목,юмн
301,Sache::N,뭉에,юмн
302,Rand::N,가,зах
303,Kante::N,귀퉁,ирмәг
304,Ecke::N,구석,өнцг
305,Spitze::N,끝,үзүр
306,Spitze::N,참단,үзүр
307,Ende::N,말당,үзүр
308,Loch::N,빙옷,хаһрха
309,Winkel::N,각도,булң
310,Muster::N,본,намч
311,Muster::N,견복,намч
312,Größe::N,신장,кемҗән
313,Länge::N,길이긺,ут
314,Höhe::N,높이,өндр
315,Gewicht::N,추,күнд
316,Gewicht::N,추,чиңнүр
317,Menge::N,수양,ик
318,Haufen::N,퇴적,ова
319,Reihe::N,열,зерг
320,Reihe::N,열,зерглән
321,Boot::N,보트,оңһц
322,Ruder::N,노,хәәв
323,Schlitten::N,썰매,цан
324,Ski::N,스키,лыҗ
325,Lagerfeuer::N,캠프의 모닥불,костёр
326,Last::N,무거운짐,күнд
327,Gang::N,걸음,йовлһн
328,Schritt::N,보조,ишкм
329,Norden::N,북쪽 ,ар үзг
330,Süden::N,남쪽,өмн
331,Süden::N,남쪽,өмн үзг
332,Westen::N,서쪽,барун
333,Westen::N,서쪽,барун үзг
334,Osten::N,동쪽,зүн
335,Osten::N,동쪽,зүн үзг
336,Holz::N,목재,модн
337,Brett::N,마루널,харһа
338,Platte::N,탤,хавтха чолун
339,Platte::N,금속판,хавтха чолун
340,Stütze::N,버팀목,тулг
341,Stange::N,장대,уньн
342,Stock::N,막대기,модн
343,Stab::N,작대기,шуург
344,Rohr::N,갈대,турва
345,Haus::N,집,гер
346,Heim::N,집,гер-бул
347,Ofen::N,아궁이,беш
348,Fußboden::N,마루,девскр
349,Tisch::N,탁자,ширә
350,Stuhl::N,의자,стул
351,Wiege::N,발상지,өлгә
352,Wiege::N,발상지,дүүҗң
353,Bett::N,침대,орн
354,Bett::N,침대,орндг
355,Regal::N,서가,таг
356,Regal::N,서가,тәвц
357,Kiste::N,짐궤,яршг
358,Fenster::N,눔,терз
359,Tür::N,문,үүдн
360,Tor::N,대문,үүдн
361,Tor::N,대문,өргн үүдн
362,Tor::N,대문,хашан үүдн
363,Zaun::N,담장,хаша
364,Dach::N,지붕,деевр
365,Leiter::N,사닥다리,шат
366,Leiter::N,사닥다리,давшур
367,Besen::N,비,сәвүр
368,Spaten::N,가래,күрз
369,Schaufel::N,삽,совг
370,Gabel::N,갈래,серә
371,Löffel::N,숟가락,ухр
372,Messer::N,나이프,утх
373,Nagel::N,발툽,хадасн
374,Netz::N,그물,гөлм
375,Haken::N,갈고리,дегә
376,Griff::N,움켜쥠,иш
377,Griff::N,움켜쥠,бәрүл
378,Schloss::N,자물쇠,оньс
379,Bild::N,그림,зург
380,Figur::N,몸메,фигур
381,Puppe::N,인형,наадһа
382,Beutel::N,클,мишг
383,Bündel::N,자근다발,багла
384,Bündel::N,자근다발,боодһа
385,Tasche::N,가방,сумк
386,Eimer::N,동이,суулһ
387,Deckel::N,뚜껑,бүркәсн
388,Geschirr::N,식시,сав
389,Geschirr::N,식시,сав-сарх
390,Sack::N,조갑,мишг
391,Tasse::N,차잔,ааһ
392,Topf::N,단지,кастрюль
393,Kessel::N,주전자,хәәсн
394,Essen::N,먹기,зоогллһн
395,Nahrung::N,식료,теҗәл
396,Speise::N,음식물,хот
397,Fleisch::N,고기,махн
398,Getreide::N,곡물,хот болҗ эдлгддг цецгүдтә урһмл
399,Brei::N,젤리,хаш
400,Brot::N,빵,өдмг
401,Scheibe::N,원반,зүсм
402,Fett::N,기름,өөкн
403,Butter::N,버터,тосн
404,Öl::N,올리브유,тосн
405,Salz::N,소금,давсн
406,Suppe::N,국,шөлн
407,Suppe::N,수프,шөлн
408,Honig::N,감미,бал
409,Milch::N,유즙,үсн
410,Tee::N,차,цә
411,Leder::N,가죽,арсн
412,Wolle::N,양털,утцн
413,Wolle::N,양털,эд
414,Stoff::N,패료,эд
415,Nadel::N,바늘,зүн
416,Faden::N,콘실,утцн
417,Knopf::N,단추,товч
418,Knoten::N,곁절,зәңгдә
419,Farbe::N,색,будг
420,Kleidung::N,옷입기,хувцн
421,Kleidung::N,옷입기,хувц-хунр
422,Hemd::N,속옷,киилг
423,Kragen::N,깃,зах
424,Ärmel::N,소매,ханцн
425,Hose::N,바지,шалвур
426,Gürtel::N,밴드,бүс
427,Mütze::N,모자,махла
428,Schuh::N,구두,башмгуд
429,Stiefel::N,장화,һосн
430,Ring::N,고리,билцг
431,Band::N,리본,лент
432,Kamm::N,빗,сам
433,Spiegel::N,거울,толь
434,Riemen::N,가죽끈,бүс
435,Schnur::N,밧줄,деесн
436,Leine::N,고삐줄,бурнтг
437,Leine::N,고삐줄,нохан көтлвр
438,Decke::N,이부자리,көнҗл
439,Kissen::N,깔개,дер
440,Tuch::N,천,альчур
441,Handtuch::N,수건,полотенц
442,Handtuch::N,수건,һар-нүүрин альчур
443,Kraft::N,세력,күчн
444,Stärke::N,힘,чидл
445,Gesundheit::N,위생,эрүл-менд
446,Krankheit::N,병,өвчн
447,Schmerz::N,아픔고통,өвдлһн
448,Wunde::N,상처,шав
449,Fieber::N,열별,безг
450,Arznei::N,약,эм
451,Brücke::N,교량,тагт
452,Brunnen::N,원천,худг
453,Weide::N,목장,малын идг
454,Pfad::N,좁은길,цувг
455,Weg::N,길,хаалһ
456,Straße::N,길,зам
457,Dorf::N,촌,хотн
458,Dorf::N,촌락,хотн
459,Stadt::N,도시,балһсн
460,Brief::N,서한,бичг
461,Buch::N,책,дегтр
462,Buchstabe::N,문자,үзг
463,Zeitung::N,신문,газет
464,Leben::N,삶,җирһл
465,Tod::N,죽음,үкл
466,Tod::N,죽음,өңгрлһн
467,Grab::N,무덤,оршалһна нүкн
468,Kirche::N,교회,чонҗ
469,Sünde::N,부정,нүл
470,Sünde::N,부정,килнц
471,Gott::N,하느님,бурхн
472,Arbeiter::N,일하는사람,көдлмшч
473,Chef::N,사장,толһач
474,Meister::N,명인,урн
475,Meister::N,대가,урн
476,Arzt::N,의사,эмч
477,Lehrer::N,교사,багш
478,Geld::N,돈,мөңгн
479,Geschäft::N,일,көдлмш
480,Laden::N,가게,лавк
481,Preis::N,가격,үн
482,Ware::N,상품,эд-тавр
483,Nutzen::N,이익,олз
484,Reichtum::N,많음,зөөр
485,Welt::N,세상,орчлң
486,Welt::N,세상,делкә
487,Land::N,지방,орн-нутг
488,Staat::N,국가,государств
489,König::N,국왕,хан
490,Macht::N,힘,йосн
491,Grenze::N,국경,меҗә
492,Krieg::N,전쟁,дән
493,Feind::N,적,дәәсн
494,Gewalt::N,권력,күч һарһлһн
495,Kampf::N,전투,ноолдан
496,Kampf::N,전투,бәрлдлһн
497,Bogen[Waffe]::N,활,саадг
498,Pfeil::N,화살,сумн
499,Gewehr::N,무기,бу
500,Fehler::N,오류,алдг
501,Lüge::N,거짓말,худл
502,Schaden::N,손상,хорлт
503,Unglück::N,불행,гүрм
504,Schuld::N,부채,гем
505,Schuld::N,부채,буру
506,Alter::N,연령,насн
507,Schluss::N,마감,чилгч
508,Zeit::N,때,цаг
509,Zeit::N,시간,цаг
510,Tag::N,하루,өдр
511,Morgen::N,이침,өрүн
512,Mittag::N,대낮,үд
513,Abend::N,저녁,асхн
514,Nacht::N,밤,сө
515,Woche::N,근무일,долан хонг
516,Monat::N,달,сар
517,Jahr::N,해,җил
518,Frühling::N,봄,хавр
519,Sommer::N,여름,зун
520,Herbst::N,가을,намр
521,Winter::N,겨울,үвл
522,Januar::N,일월,январь
523,Februar::N,이월,февраль
524,März::N,삼월,март
525,März::N,삼월,моһа сар
526,April::N,사월,апрель
527,Mai::N,오월,май
528,Juni::N,유월,июнь
529,Juni::N,유월,мөчн сар
530,Juli::N,칠월,июль
531,August::N,팔월,август
532,September::N,구월,һаха сар
533,Oktober::N,시월,октябрь
534,November::N,십일월,ноябрь
535,November::N,십일월,үкр сар
536,Dezember::N,십이월,бар сар
537,Montag::N,월요일,понедельник
538,Dienstag::N,화요일,вторник
539,Mittwoch::N,수요일,среда
540,Mittwoch::N,수요일,үлмҗ өдр
541,Donnerstag::N,모교일,четверг
542,Donnerstag::N,모교일,пүрвә өдр
543,Freitag::N,그묘일,пятниц
544,Samstag::N,토요일,суббот
545,Sonntag::N,일요일,нарн өдр
546,Sonntag::N,일요일,воскресень
547,groß::A,큰,ик
548,klein::A,자근,бичкн
549,lang::A,긴,ут
550,kurz::A,짧은,оһтр
551,breit::A,넓은,өргн
552,schmal::A,좁은,уутьхн
553,dicht::A,농밀한,нигт
554,dick[Gegenstand]::A,두꺼운,зузан
555,dünn::A,얇은,нимгн
556,fein::A,미세한,нәрхн
557,fest::A,굳은,бат
558,flach::A,얕은,хавтха
559,glatt::A,반들반들한,тегш
560,glatt::A,반들반들한,тиньгр
561,hart::A,굳은,хату
562,weich::A,연한,җөөлн
563,weich::A,연한,җөөлкн
564,rund::A,둥근,төгрг
565,spitz::A,뾰족한,шовһр
566,scharf::A,날카로운,хурц
567,stumpf::A,무딘,мука
568,schwer::A,무거운,күнд
569,schön::A,멋진,сәәхн
570,heiß::A,뜨거운,халун
571,warm::A,따뜻한,дулан
572,kalt::A,찬,киитн
573,kühl::A,서늘한,серүн
574,frisch::A,신선한,серүн
575,feucht::A,축축한,чиигтә
576,nass::A,젖은,чиигтә
577,trocken::A,마른,хагсу
578,voll::A,완전한,дүүрң
579,leer::A,빈,сул
580,leer::A,빈,хоосн
581,offen::A,열린,секәтә
582,geschlossen::A,닫힌,хаалһата
583,sauber::A,깨끗한,цевр
584,schmutzig::A,더러운,киртә
585,roh::A,날게잇의,түүкә
586,reif::A,이근,болсн
587,lecker::A,맛있는,әмтәхн
588,süß::A,단,әмтәхн
589,bitter::A,찌르는듯한,һашун
590,bitter::A,찌르는듯한,һашута
591,sauer::A,산성의,ишклң
592,hell::A,밝은,герлтә
593,dunkel::A,어두운,харңһу
594,schwarz::A,검은,хар
595,weiß::A,하얀,цаһан
596,rot::A,붉은,улан
597,gelb::A,황색,шар
598,blau::A,푸른,көк
599,grün::A,녹색의,көк
600,grau::A,회색의,бор
601,bunt::A,알록달록한,алг
602,bunt::A,알록달록한,эрәтә
603,billig::A,싼,кимд
604,teuer::A,값비산,үнтә
605,wertvoll::A,가치가많은,үнтә
606,wertvoll::A,가치가많은,эрднь
607,blind::A,눈먼,сохр
608,taub::A,무감간한,дүлә
609,kräftig::A,강장한,күчтә
610,stark::A,강한,чаңһ
611,schwach::A,약한,күчн тату
612,fett::A,실찐,тарһн
613,schlank::A,호리호리한,эццн
614,hübsch::A,예쁜,көркхн
615,böse::A,나쁜,уурта
616,dumm::A,어리석은,тенг
617,faul::A,너덜너덜한,залху
618,fleißig::A,근면한,кинән
619,fleißig::A,근면한,кинмһә
620,geizig::A,인색한,ховдг
621,geschickt::A,교묘한,чадмг
622,lieb::A,친애하는,эңкр
623,lustig::A,유쾌한,сергмҗтә
624,lustig::A,유쾌한,җирһлтә
625,sanft::A,온화한,номһн
626,hungrig::A,배고픈,өлн
627,hungrig::A,배고픈,харһнсн
628,krank::A,병든,өвчтә
629,krank::A,병든,шалтгта
630,nackt::A,벌거벗은,нүцкн
631,traurig::A,슬픈,һундлта
632,lebendig::A,살아있는,әмд
633,gut::A,좋은,сән
634,schlecht::A,나쁜,му
635,richtig::A,바른,зөвтә
636,schlimm::A,못된,җигшүртә
637,wahr::A,참된,үнн
638,wahr::A,참된,мөн
639,alt::A,늙은,хуучн
640,neu::A,새,шин
641,ehemalig::A,전의,хуучн
642,alt[Lebewesen]::A,낡은,көгшн
643,jung::A,젊은,баһ
644,arm::A,가난한,угатя
645,reich::A,풍부한,байн
646,bekannt::A,저명한,таньл
647,bekannt::A,저명한,таньдг
648,berühmt::A,유명한,туурсн
649,fremd::A,타처이,күүнә
650,verschieden::A,따른,әдл биш
651,verschieden::A,따른,йилһәтә
652,nah::A,가까운,өөрхн
653,fern::A,먼,хол
654,linker::A,왼쭉의,зүн
655,rechter::A,오른쪽의,барун
656,anderer::A,다른,талдан
657,erster::A,첫째,негдгч
658,zweiter::A,둘째,хойрдгч
659,dritter::A,셋째,һурвдгч
660,letzter::A,의후자의,отхн
661,allein::ADV,훌로,һанцарн
662,auf einmal::ADV,갑자기,нег дәкҗ
663,zusammen::ADV,모아서,хамдан
664,lange::ADV,오래,удан
665,plötzlich::ADV,둘연한,генткн
666,sofort::ADV,즉시,дарунь
667,später::ADV,보다늦은,сүүлд
668,jetzt::ADV,목하,ода
669,heute::ADV,오늘,эндр
670,morgen::ADV,내일,маңһдур
671,bald::ADV,곱,дарунь
672,dann::ADV,그경우에,дәкәд
673,gestern::ADV,어제,өцклдүр
674,einst::ADV,옛날에,нег саамд
675,damals::ADV,그때에,тиигхд
676,danach::ADV,그 뒤에,тегәд
677,vorher::ADV,미리,урд
678,zuerst::ADV,최초로,түрүләд
679,einmal::ADV,한번,нег дәкҗ
680,manchmal::ADV,땓대로,зәрмдән
681,oft::ADV,땓대로,хара биш
682,oft::ADV,땓대로,хатяр биш
683,oft::ADV,땓대로,дару-дарунь
684,immer::ADV,늘,оньдинд
685,niemals::ADV,결코...(하지)않다,кезә чмгн биш
686,hier::ADV,여기,энд
687,hier::ADV,여기,энүнд
688,hierhin::ADV,여기로,нааран
689,dort::ADV,거기,тенд
690,dorthin::ADV,저기예,тиигән
691,geradeaus::ADV,곧장,шуд
692,vorwärts::ADV,앞으로,уралан
693,rückwärts::ADV,뒤로,гедргән
694,zurück::ADV,제자리로,хәрү
695,unten::ADV,아래에,дор
696,hinab::ADV,아래쪽으로,дор
697,hinab::ADV,아래쪽으로,доракшан
698,oben::ADV,위에,деер
699,hinauf::ADV,위쪽으로,өөдән
700,hinauf::ADV,위쪽으로,деер
701,überall::ADV,도처에,альд болв чигн
702,nicht::ADV,안,эс
703,nicht::ADV,안,биш
704,nicht::ADV,안,бичә
705,ein wenig::ADV,적음,баахн
706,ein wenig::ADV,적음,баахнар
707,kaum::ADV,가의,әрә
708,sehr::ADV,자주,йир
709,so::ADV,그와같이,иигҗ
710,noch::ADV,아직,ода чигн
711,nur::ADV,다만,һанцхн
712,schon::ADV,이미,одх
713,wieder::ADV,다시,бас
714,vergebens::ADV,헛되이,киидән
715,vor::PRP,앞에,урд
716,hinter::PRP,뒤에,ца
717,unter::PRP,잍에,дор
718,durch::PRP,통고하여,ивт
719,durch::PRP,통고하여,дундаһур
720,neben::PRP,와나란히,хаҗуд
721,zwischen::PRP,의사이로,хоорнд
722,wegen::PRP,때문에,көлтә
723,wegen::PRP,때문에,деерәс
724,dies::PRN,이,эн
725,das::PRN,저,тер
726,alles::PRN,모든것,цуһар
727,ich::PRN,나,би
728,du::PRN,너,чи
729,er::PRN,그,тер
730,wir::PRN,우리,мадн
731,ihr::PRN,너희들,та
732,sie::PRN,그들,тедн
733,was::FPRN,뭣,юн
734,wer::FPRN,누구,кен
735,wo::FADV,어디,хама
736,wohin::FADV,어디로,хамаран
737,wie::FADV,어떻게,яһҗ
738,wie::FADV,어떻게,яһад
739,warum::FADV,왜,юңгад
740,wieviel::FNUM,얼마만큰,кедү
741,eins::NUM,하나,негн
742,zwei::NUM,둘,хойр
743,drei::NUM,셋,һурвн
744,vier::NUM,넷,дөрвн
745,fünf::NUM,다섯,тавн
746,sechs::NUM,여섯,зурһан
747,sieben::NUM,일곱,долан
748,acht::NUM,여덟,нәәмн
749,neun::NUM,아홉,йисн
750,zehn::NUM,열,арвн
751,elf::NUM,열하나,арвн негн
752,zwölf::NUM,열둘,арвн хойр
753,zwanzig::NUM,스물,хөрн
754,dreißig::NUM,서름,һучн
755,vierzig::NUM,마흔,дөчн
756,fünfzig::NUM,숸,тәвн
757,sechzig::NUM,에순,җирн
758,siebzig::NUM,일흔,далн
759,achtzig::NUM,여든,найн
760,neunzig::NUM,아흔,йирн
761,hundert::NUM,백,зун
762,tausend::NUM,천,миңһн
763,und::CNJ,와,болн
764,oder::CNJ,아니면,эс гиҗ
765,oder::CNJ,아니면,эс гихлә
766,stehen::V,서다,зогсх
767,sitzen::V,앉다,суух
768,liegen::V,눕다,кевтх
769,hängen::V,달다,өлгәтә бәәх
770,werden::V,되다,болх
771,passieren::V,지장옶다,болх
772,beginnen::V,시작되다,эклх
773,enden::V,큳내다,төгсх
774,wechseln::V,병경하다,хүврх
775,aufgehen[Sonne]::V,뜨다,һарх
776,untergehen[Sonne]::V,지다,орх
777,untergehen[Sonne]::V,지다,сүүрлх
778,scheinen[Sonne]::V,빛나다,герлтх
779,donnern::V,천둥치다,күрҗңнх
780,wehen::V,풀다,сальклх
781,strömen::V,흐르다,һооҗх
782,fließen::V,흐르다,урсх
783,sich drehen::V,돌다,эргх
784,schwanken::V,동요하다,дәәвлх
785,schwingen::V,흔들다,нәәхлх
786,fallen::V,떨어지다,унх
787,fallen::V,떨어지다,киисх
788,brennen::V,타다,шатх
789,rauchen::V,김이나다,ута һарһх
790,regnen::V,비가오다,орх
791,gefrieren::V,얼다,мөстх
792,tauen::V,녹다,хәәлх
793,schmelzen::V,녹다,хәәлх
794,schmelzen::V,녹다,хәәлгдх
795,trocknen::V,홈치다,эврх
796,sieden::V,끓다,буслх
797,faulen::V,부패하다,үмкәрх
798,verfaulen::V,썩다,илҗрх
799,reißen::V,지바찢다,тасрх
800,versinken::V,가라앉다,чивх
801,vergehen::V,지나가다,болх
802,erscheinen::V,나타나다,һарх
803,verschwinden::V,사라지다,уга болх
804,sinken::V,가라앉다,татгдх
805,abnehmen::V,떼어내다,хасгдх
806,zunehmen::V,증가하다,өсх
