,Concept_ID,ja,az
197,Gold::N,金,altun
198,Silber::N,銀,gümüş
199,Kohle::N,炭,kömür
200,Glas::N,ガラス,şüşə
201,Lehm::N,ローム,gil
202,Lehm::N,ローム,palçıq
203,Sand::N,砂,qum
204,Mensch::N,人,adam
205,Mensch::N,人,insan
206,Mann::N,男,kişi
207,Mann::N,男性,kişi
208,Frau::N,女,qadın
209,Frau::N,女性,qadın
210,Kind::N,子,uşaq
211,Kind::N,子供,uşaq
212,Junge::N,男の子,oğlan
213,Mädchen::N,女の子,qız
214,Familie::N,家族,ailə
215,Großvater::N,祖父,baba
216,Großvater::N,おじいさん,baba
217,Großmutter::N,祖母,nənə
218,Großmutter::N,おばあさん,nənə
219,Eltern::N,親,valideyn
220,Eltern::N,両親,valideyn
221,Vater::N,父,ata
222,Vater::N,お父さん,ata
223,Mutter::N,母,ana
224,Mutter::N,お母さん,ana
225,Sohn::N,息子,oğul
226,Sohn::N,息子さん,oğul
227,Tochter::N,娘,qız
228,Tochter::N,お嬢さん,qız
229,Bruder::N,弟,qardaş
230,Schwester::N,妹,bacı
231,Onkel::N,伯父,əmi
232,Onkel::N,伯父,dayı
233,Onkel::N,伯父さん,əmi
234,Onkel::N,伯父さん,dayı
235,Tante::N,叔母,bibi
236,Tante::N,叔母さん,bibi
237,Ehemann::N,夫,ər
238,Ehemann::N,主人,ər
239,Ehefrau::N,妻,arvad
240,Ehefrau::N,奥さん,arvad
241,Freude::N,喜び,nəşə
242,Freude::N,喜び,sevinc
243,Gelächter::N,笑い,gülüş
244,Gelächter::N,笑い,qəhqəhə
245,Glück::N,幸せ,səadət
246,Glück::N,幸せ,xoşbəxtlik
247,Kummer::N,悩み,qəm
248,Kummer::N,悩み,kədər
249,Wunsch::N,希望,arzu
250,Lust::N,気,həvəs
251,Geist::N,精神,ruh
252,Gedanke::N,考え,fikir
253,Gedanke::N,考え,düşüncə
254,Gedächtnis::N,記憶,xatir
255,Gedächtnis::N,記憶,hafizə
256,Verstand::N,理解力,ağıl
257,Sinn::N,意味,məna
258,Grund::N,理由,səbəb
259,Wahrheit::N,真実,haqq
260,Wahrheit::N,真実,doğruluq
261,Gespräch::N,会話,söhbət
262,Gespräch::N,会話,qonuşma
263,Märchen::N,童話,nağıl
264,Erzählung::N,物語,hekayə
265,Nachricht::N,報告,xəbər
266,Neuigkeit::N,ニュース,xəbər
267,Neuigkeit::N,ニュース,yenilik
268,Name::N,名前,ad
269,Rätsel::N,謎,tapmaca
270,Rede::N,演説,nitq
271,Sprache::N,言語,dil
272,Stimme::N,声,səs
273,Wort::N,言葉,söz
274,Wort::N,言葉,kəlmə
275,Zeichen::N,記号,nişan
276,Ruf::N,呼び声,çığırtı
277,Lärm::N,騒音,gurultu
278,Laut::N,音,səs
279,Ton::N,音,ton
280,Lied::N,歌,mahnı
281,Ruhe::N,静けさ,sakitlik
282,Leute::N,人々,xalq
283,Volk::N,民族,millət
284,Arbeit::N,仕事,iş
285,Arbeit::N,仕事,əmək
286,Gast::N,客,qonaq
287,Gast::N,客,müsafir
288,Geschenk::N,贈り物,hədiyyə
289,Spiel::N,遊び,oyun
290,Spiel::N,遊び,tamaşa
291,Gesellschaft::N,社会,cəmiyyet
292,Hilfe::N,援助,kömək
293,Hilfe::N,援助,yardım
294,Freund::N,友達,dost
295,Kamerad::N,同志,yoldaş
296,Angelegenheit::N,件,iş
297,Anzahl::N,数,say
298,Art::N,種類,çeşid
299,Stück::N,部分,dənə
300,Stück::N,部分,parça
301,Teil::N,部分,qisim
302,Hälfte::N,半分,yarım
303,Kreis::N,円,dairə
304,Kreuz::N,十字,xaç
305,Linie::N,線,xətt
306,Strich::N,線,cızıq
307,Abstand::N,距離,məsafə
308,Entfernung::N,距離,məsafə
309,Entfernung::N,距離,uzaqlıq
310,Gegend::N,辺,bölgə
311,Gegend::N,地域,bölgə
312,Platz::N,ゆとり,yer
313,Ort::N,所,yer
314,Ort::N,場所,yer
315,Seite::N,横,yan
316,Seite::N,横,tərəf
317,Mitte::N,真ん中,orta
318,Gegenstand::N,物件,şey
319,Sache::N,物,şey
320,Rand::N,端,kənar
321,Kante::N,縁,tiyə
322,Kante::N,縁,kənar
323,Ecke::N,角,bucaq
324,Spitze::N,先頭,uc
325,Ende::N,端,son
326,Ende::N,端,axır
327,Loch::N,穴,deşik
328,Winkel::N,片隅,guşə
329,Muster::N,模様,ülgü
330,Größe::N,大きさ,böyüklük
331,Länge::N,長さ,uzunluq
332,Höhe::N,高さ,yüksəklik
333,Gewicht::N,重さ,çəki
334,Gewicht::N,重さ,ağırlıq
335,Menge::N,量,miqdar
336,Haufen::N,堆積,yığın
337,Reihe::N,並び,səf
338,Reihe::N,並び,sıra
339,Boot::N,ボート,qayıq
340,Ruder::N,オール,kürək
341,Schlitten::N,そり,kirşə
342,Ski::N,スキー,xizək
343,Lagerfeuer::N,篝火,düşərgə tonqalı
344,Last::N,荷物,yük
345,Gang::N,歩み,yeriş
346,Schritt::N,歩,addım
347,Norden::N,北,şimal
348,Süden::N,南,cənub
349,Westen::N,西,qərb
350,Osten::N,東,şərq
351,Holz::N,木,ağac
352,Holz::N,木,taxta
353,Holz::N,木材,ağac
354,Holz::N,木材,taxta
355,Brett::N,板,taxta
356,Platte::N,盤,lövhə
357,Stütze::N,支柱,dayaq
358,Stütze::N,支柱,dəstək
359,Stange::N,棒,şüvül
360,Stock::N,杖,dəyənək
361,Stab::N,棒,əsa
362,Stab::N,棒,şüvül
363,Rohr::N,管,boru
364,Rohr::N,管,truba
365,Haus::N,家,ev
366,Heim::N,家,ev
367,Ofen::N,ストーブ,peç
368,Ofen::N,ストーブ,soba
369,Fußboden::N,床,döşəmə
370,Tisch::N,机,masa
371,Stuhl::N,椅子,stul
372,Wiege::N,揺籃,beşik
373,Bett::N,ベッド,yataq
374,Regal::N,棚,rəf
375,Kiste::N,箱,yeşik
376,Kiste::N,箱,sandıq
377,Fenster::N,窓,pəncərə
378,Tür::N,戸,qapı
379,Tür::N,ドア,qapı
380,Tor::N,門,darvaza
381,Zaun::N,垣根,çəpər
382,Dach::N,屋根,dam
383,Leiter::N,梯子,nərdivan
384,Besen::N,ほうき,süpürgə
385,Spaten::N,スコップ,kürək
386,Schaufel::N,シャベル,kürək
387,Gabel::N,フォーク,çəngəl
388,Löffel::N,スプーン,qaşıq
389,Messer::N,ナイフ,bıçaq
390,Nagel::N,釘,mıx
391,Netz::N,網,tor
392,Haken::N,鉤,çəngəl
393,Haken::N,フック,çəngəl
394,Griff::N,取っ手,qulp
395,Griff::N,取っ手,tutacaq
396,Schloss::N,錠,qıfıl
397,Bild::N,絵,rəsm
398,Figur::N,像,şəkil
399,Figur::N,像,heykəl
400,Puppe::N,人形,kukla
401,Puppe::N,人形,gəlincik
402,Beutel::N,袋,kisə
403,Beutel::N,袋,torba
404,Bündel::N,束,bağlama
405,Bündel::N,包み,bağlama
406,Tasche::N,かばん,çanta
407,Eimer::N,バケツ,vedrə
408,Eimer::N,バケツ,çəllək
409,Deckel::N,蓋,qapaq
410,Geschirr::N,食器,qab-qazan
411,Sack::N,袋,çuval
412,Tasse::N,カップ,fincan
413,Topf::N,鍋,qazan
414,Kessel::N,釜,qazan
415,Essen::N,食事,yemək
416,Nahrung::N,食物,qida
417,Speise::N,料理,xörək
418,Fleisch::N,肉,ət
419,Getreide::N,麦,taxıl
420,Getreide::N,穀物,taxıl
421,Brei::N,粥,aş
422,Brei::N,粥,sıyıq
423,Brot::N,パン,çörək
424,Scheibe::N,枚,dilim
425,Scheibe::N,切れ,dilim
426,Fett::N,脂肪,yağ
427,Butter::N,バター,kərə yağı
428,Öl::N,油,yağ
429,Salz::N,塩,duz
430,Suppe::N,スープ,şorba
431,Honig::N,蜂蜜,bal
432,Milch::N,牛乳,süd
433,Tee::N,茶,çay
434,Tee::N,お茶,çay
435,Leder::N,革,dəri
436,Wolle::N,毛糸,yun
437,Stoff::N,布,qumaş
438,Nadel::N,針,iynə
439,Faden::N,糸,sap
440,Knopf::N,ボタン,düymə
441,Knoten::N,結び目,düyün
442,Farbe::N,ペンキ,boya
443,Kleidung::N,衣服,geyim
444,Hemd::N,シャツ,köynək
445,Kragen::N,襟,yaxa
446,Ärmel::N,袖,qol
447,Hose::N,ズボン,şalvar
448,Gürtel::N,帯,kəmər
449,Gürtel::N,ベルト,kəmər
450,Mütze::N,帽子,şapka
451,Schuh::N,靴,tufli
452,Schuh::N,靴,ayaqqabı
453,Stiefel::N,ブーツ,çəkmə
454,Ring::N,輪,üzük
455,Band::N,リボン,lent
456,Kamm::N,櫛,daraq
457,Spiegel::N,鏡,güzgü
458,Riemen::N,緒,qayış
459,Schnur::N,紐,ip
460,Leine::N,綱,kəmsik
461,Decke::N,掛け布団,ədyal
462,Decke::N,掛け布団,yorğan
463,Kissen::N,枕,yastıq
464,Tuch::N,スカーフ,şarf
465,Tuch::N,スカーフ,kaşne
466,Handtuch::N,タオル,dəsmal
467,Kraft::N,力,güc
468,Stärke::N,強さ,qüvvət
469,Gesundheit::N,健康,sağlamlıq
470,Krankheit::N,病気,xəstəlik
471,Schmerz::N,痛み,ağrı
472,Schmerz::N,痛み,sancı
473,Wunde::N,傷,yara
474,Fieber::N,熱,isitmə
475,Fieber::N,熱,qızdırma
476,Arznei::N,薬,ilaç
477,Arznei::N,薬,dərman
478,Brücke::N,橋,körpü
479,Brunnen::N,井戸,quyu
480,Weide::N,牧場,otlaq
481,Pfad::N,小路,cığır
482,Weg::N,道,yol
483,Straße::N,街道,küçə
484,Dorf::N,村,kənd
485,Stadt::N,町,şəhər
486,Stadt::N,都市,şəhər
487,Brief::N,手紙,məktub
488,Buch::N,本,kitab
489,Buchstabe::N,文字,hərf
490,Zeitung::N,新聞,qəzet
491,Leben::N,生活,həyat
492,Tod::N,死,ölüm
493,Grab::N,墓,qəbir
494,Kirche::N,教会,kilsə
495,Sünde::N,罪,günah
496,Gott::N,神,tanrı
497,Arbeiter::N,労働者,işçi
498,Chef::N,上司,şef
499,Chef::N,上司,rəis
500,Meister::N,達人,usta
501,Meister::N,マイスター,usta
502,Arzt::N,医者,həkim
503,Arzt::N,医者,doktor
504,Lehrer::N,先生,müəllim
505,Geld::N,金,pul
506,Geschäft::N,取り引き,ticarət
507,Laden::N,店,dükan
508,Preis::N,値段,qiymət
509,Ware::N,商品,mal
510,Nutzen::N,利益,fayda
511,Reichtum::N,豊かさ,zənginlik
512,Welt::N,世界,aləm
513,Welt::N,世界,dünya
514,Land::N,国,ölkə
515,Staat::N,国家,dövlət
516,König::N,国王,kral
517,König::N,国王,məlik
518,Macht::N,権力,qüdrət
519,Grenze::N,国境,hüdud
520,Grenze::N,国境,sərhət
521,Krieg::N,戦争,hərb
522,Krieg::N,戦争,müharibə
523,Feind::N,敵,düşmən
524,Gewalt::N,暴力,cəbr
525,Kampf::N,戦い,savaş
526,Bogen[Waffe]::N,弓,yay
527,Pfeil::N,矢,ox
528,Gewehr::N,銃,tüfəng
529,Fehler::N,間違い,xəta
530,Lüge::N,嘘,yalan
531,Schaden::N,損害,ziyan
532,Unglück::N,不幸,bəla
533,Schuld::N,罪,təqsir
534,Alter::N,年,yaş
535,Alter::N,年齢,yaş
536,Schluss::N,終わり,son
537,Zeit::N,時,vaxt
538,Zeit::N,時,zaman
539,Zeit::N,時間,vaxt
540,Zeit::N,時間,zaman
541,Tag::N,日,gün
542,Morgen::N,朝,sabah
543,Mittag::N,昼,günorta
544,Abend::N,晩,axşam
545,Abend::N,夕方,axşam
546,Nacht::N,夜,gecə
547,Woche::N,週,həftə
548,Monat::N,月,ay
549,Jahr::N,年,il
550,Frühling::N,春,yaz
551,Frühling::N,春,bahar
552,Sommer::N,夏,yay
553,Herbst::N,秋,payız
554,Winter::N,冬,qış
555,Januar::N,一月,Janvar
556,Februar::N,二月,Fevral
557,März::N,三月,Mart
558,April::N,四月,Aprel
559,Mai::N,五月,May
560,Juni::N,六月,İyun
561,Juli::N,七月,İyul
562,August::N,八月,Avqust
563,September::N,九月,Sentyabr
564,Oktober::N,十月,Oktyabr
565,November::N,十一月,Noyabr
566,Dezember::N,十二月,Dekabr
567,Montag::N,月曜日,bazar ertəsi
568,Dienstag::N,火曜日,çərşənbə axşamı
569,Mittwoch::N,水曜日,çərşənbə
570,Donnerstag::N,木曜日,cüme axşamı
571,Freitag::N,金曜日,cüme
572,Samstag::N,土曜日,şənbə
573,Sonntag::N,日曜日,bazar
574,groß::A,大きい,böyük
575,klein::A,小さい,kiçik
576,lang::A,長い,uzun
577,kurz::A,短い,qısa
578,breit::A,広い,enli
579,breit::A,広い,geniş
580,schmal::A,狭い,dar
581,dicht::A,密な,sıx
582,dick[Gegenstand]::A,厚い,qalın
583,dünn::A,薄い,nazik
584,fein::A,細い,incə
585,fest::A,硬い,bərk
586,fest::A,硬い,möhkəm
587,flach::A,平らな,düz
588,glatt::A,滑らかな,hamar
589,hart::A,堅い,sərt
590,weich::A,柔らかい,yumşaq
591,rund::A,丸い,yuvarlaq
592,spitz::A,尖った,uclu
593,spitz::A,尖った,sivri
594,scharf::A,鋭い,kəskin
595,stumpf::A,鈍い,küt
596,schwer::A,重い,ağır
597,schön::A,綺麗な,gözəl
598,schön::A,綺麗な,gəşəng
599,heiß::A,熱い,isti
600,warm::A,温かい,ilıq
601,kalt::A,寒い,soyuq
602,kalt::A,冷たい,soyuq
603,kühl::A,涼しい,sərin
604,frisch::A,ひんやりした,təzə
605,feucht::A,湿った,nəm
606,nass::A,濡れた,yaş
607,trocken::A,乾いた,quru
608,voll::A,いっぱいの,dolu
609,leer::A,空の,boş
610,offen::A,開いた,açıq
611,geschlossen::A,閉まった,qapalı
612,sauber::A,清潔な,təmiz
613,schmutzig::A,汚い,kirli
614,roh::A,生の,çiy
615,reif::A,熟した,yetişmiş
616,lecker::A,美味しい,dadlı
617,lecker::A,美味しい,ləzzətli
618,süß::A,甘い,şirin
619,bitter::A,苦い,acı
620,sauer::A,酸っぱい,turş
621,hell::A,明るい,aydın
622,dunkel::A,暗い,qaranlıq
623,schwarz::A,黒い,qara
624,weiß::A,白い,ağ
625,rot::A,赤い,qırmızı
626,gelb::A,黄色い,sarı
627,blau::A,青い,göy
628,blau::A,青い,mavi
629,grün::A,緑の,yaşıl
630,grau::A,灰色の,boz
631,bunt::A,色取り取りの,əlvan
632,bunt::A,色取り取りの,rəngli
633,billig::A,安い,ucuz
634,teuer::A,高い,bahalı
635,wertvoll::A,貴重な,qiymətli
636,blind::A,盲目の,kor
637,taub::A,耳が聞こえない,kar
638,kräftig::A,強力な,güclü
639,stark::A,強い,qüvvətli
640,schwach::A,弱い,zəif
641,schwach::A,弱い,gücsüz
642,fett::A,太った,şişman
643,schlank::A,ほっそりした,zərif
644,hübsch::A,素敵な,göyçək
645,böse::A,悪い,fəna
646,dumm::A,馬鹿な,axmaq
647,faul::A,怠惰な,tənbəl
648,fleißig::A,勤勉な,çalışqan
649,geizig::A,けちな,xəsis
650,klug::A,賢い,ağıllı
651,klug::A,頭のいい,ağıllı
652,geschickt::A,器用な,bacarıqlı
653,lieb::A,愛らしい,əziz
654,lieb::A,愛らしい,sevimli
655,lustig::A,楽しい,məzəli
656,lustig::A,楽しい,gülməli
657,sanft::A,温和な,mülayim
658,hungrig::A,空腹の,ac
659,krank::A,病気の,xəstə
660,nackt::A,裸の,çılpaq
661,traurig::A,悲しい,qəmgin
662,traurig::A,悲しい,kədərli
663,lebendig::A,生きた,canlı
664,gut::A,良い,yaxşı
665,schlecht::A,悪い,pis
666,schlecht::A,駄目な,pis
667,richtig::A,正しい,doğru
668,schlimm::A,ひどい,fəna
669,wahr::A,本当の,gərçək
670,alt::A,古い,əski
671,alt::A,古い,köhnə
672,neu::A,新しい,yeni
673,ehemalig::A,以前の,əvvəlki
674,alt[Lebewesen]::A,年を取った,qoca
675,jung::A,若い,gənc
676,arm::A,貧乏な,kasıb
677,arm::A,貧乏な,yoxsul
678,reich::A,裕福な,zəngin
679,bekannt::A,有名な,tanış
680,berühmt::A,有名な,məşhur
681,fremd::A,見知らぬ,yad
682,verschieden::A,色々な,dürlü
683,nah::A,近い,yaxın
684,fern::A,遠い,uzaq
685,linker::A,左の,sol
686,rechter::A,右の,sağ
687,anderer::A,別の,başqa
688,erster::A,一番目,birinci
689,zweiter::A,二番目,ikinci
690,dritter::A,三番目,üçüncü
691,letzter::A,最後の,sonuncu
692,letzter::A,最後の,axırıncı
693,allein::ADV,一人で,tək
694,allein::ADV,一人で,yalqız
695,auf einmal::ADV,同時に,birdən
696,zusammen::ADV,一緒に,birlikdə
697,lange::ADV,長い間,uzun
698,plötzlich::ADV,急に,qəfildən
699,sofort::ADV,すぐに,həmən
700,sofort::ADV,すぐに,dərhal
701,später::ADV,後で,sonra
702,jetzt::ADV,今,indi
703,heute::ADV,今日,bugün
704,morgen::ADV,明日,sabah
705,bald::ADV,間もなく,yaxında
706,bald::ADV,間もなく,tezliklə
707,dann::ADV,それから,onda
708,gestern::ADV,昨日,dünən
709,einst::ADV,過去に,əvvəllər
710,damals::ADV,あの時,o vaxt
711,danach::ADV,その後で,sonra
712,vorher::ADV,以前に,qabaqcadan
713,zuerst::ADV,まず,əvvəl
714,zuerst::ADV,最初に,əvvəl
715,einmal::ADV,一回,bir dəfə
716,manchmal::ADV,時々,hərdənbir
717,oft::ADV,よく,tez-tez
718,oft::ADV,よく,çox vaxt
719,immer::ADV,いつも,daimi
720,immer::ADV,いつも,həmişə
721,niemals::ADV,一度も...ない,əsla
722,niemals::ADV,一度も...ない,heç bir zaman
723,hier::ADV,こちら,bura
724,hier::ADV,こちら,burada
725,hierhin::ADV,ここへ,buraya
726,hierhin::ADV,こちらへ,buraya
727,von hier::ADV,ここから,buradan
728,dort::ADV,そちら,ora
729,dort::ADV,そちら,orada
730,dorthin::ADV,そこへ,oraya
731,dorthin::ADV,そちらへ,oraya
732,geradeaus::ADV,真っ直ぐに,düz
733,vorwärts::ADV,前へ,irəli
734,rückwärts::ADV,後ろへ,geri
735,zurück::ADV,後ろへ,geriyə
736,unten::ADV,下に,aşağıda
737,hinab::ADV,下へ,aşağı
738,oben::ADV,上に,yuxarıda
739,hinauf::ADV,上へ,yuxarı
740,überall::ADV,どこでも,hər yerdə
741,nicht::ADV,ない,-ma-
742,ein wenig::ADV,少し,bir az
743,ein wenig::ADV,ちょっと,bir az
744,kaum::ADV,ほとんど～ない,güclə
745,sehr::ADV,とても,çox
746,so::ADV,こう,belə
747,noch::ADV,まだ,hələ
748,nur::ADV,～だけ,yalnız
749,schon::ADV,もう,artıq
750,wieder::ADV,再び,yenə
751,vergebens::ADV,無駄に,boş yerə
752,vor::PRP,前に,önündə
753,hinter::PRP,後ろに,arxasında
754,unter::PRP,下に,altında
755,durch::PRP,通して,içindən
756,neben::PRP,横に,yanında
757,zwischen::PRP,間に,arasında
758,wegen::PRP,為に,üçün
759,wegen::PRP,為に,ötəri
760,wegen::PRP,せいで,üçün
761,wegen::PRP,せいで,ötəri
762,dies::PRN,これ,bu
763,das::PRN,それ,o
764,alles::PRN,全部,hər şey
765,ich::PRN,私,mən
766,du::PRN,あなた,sən
767,er::PRN,彼,o
768,wir::PRN,私達,biz
769,ihr::PRN,あなた達,siz
770,sie::PRN,彼ら,onlar
771,was::FPRN,何,nə
772,wer::FPRN,誰,kim
773,wer::FPRN,どなた,kim
774,wo::FADV,どこ,harada
775,wo::FADV,どこに,harada
776,wohin::FADV,どこへ,haraya
777,wie::FADV,どう,necə
778,warum::FADV,何故,niyə
779,warum::FADV,何故,nə üçün
780,warum::FADV,どうして,niyə
781,warum::FADV,どうして,nə üçün
782,wieviel::FNUM,どのくらい,neçə
783,wieviel::FNUM,どのくらい,nə qədər
784,eins::NUM,一,bir
785,zwei::NUM,二,iki
786,zwei::NUM,二つ,iki
787,drei::NUM,三,üç
788,drei::NUM,三つ,üç
789,vier::NUM,四,dörd
790,vier::NUM,四つ,dörd
791,fünf::NUM,五,beş
792,fünf::NUM,五つ,beş
793,sechs::NUM,六,altı
794,sechs::NUM,六つ,altı
795,sieben::NUM,七,yeddi
796,sieben::NUM,七つ,yeddi
797,acht::NUM,八,səkkiz
798,acht::NUM,八つ,səkkiz
799,neun::NUM,九,doqquz
800,neun::NUM,九つ,doqquz
801,zehn::NUM,十,on
802,elf::NUM,十一,on bir
803,zwölf::NUM,十二,on iki
804,zwanzig::NUM,二十,iyirmi
805,dreißig::NUM,三十,otuz
806,vierzig::NUM,四十,qırx
807,fünfzig::NUM,五十,əlli
808,sechzig::NUM,六十,altmış
809,siebzig::NUM,七十,yetmiş
810,achtzig::NUM,八十,səksən
811,neunzig::NUM,九十,doxsan
812,hundert::NUM,百,yüz
813,tausend::NUM,千,min
814,und::CNJ,-と,və
815,und::CNJ,そして,və
816,oder::CNJ,或いは,ya
817,stehen::V,立っている,durmaq
818,sitzen::V,座っている,oturmaq
819,liegen::V,横になっている,uzanmaq
820,hängen::V,掛かっている,asılmaq
821,werden::V,なる,olmaq
822,passieren::V,起こる,olmaq
823,passieren::V,起こる,baş vermək
824,beginnen::V,始まる,başlamaq
825,enden::V,終わる,bitmək
826,wechseln::V,変わる,dəyişmək
827,aufgehen[Sonne]::V,出る,doğmaq
828,untergehen[Sonne]::V,沈む,batmaq
