,Concept_ID,os,os
147,Kiefer[Baum]::N,нӕзы,нӕзы
148,Weide[Baum]::N,хӕрис,хӕрис
149,Tanne::N,наз,наз
150,Horn::N,сыкъа,сыкъа
151,Feder::N,сис,сис
152,Fell::N,царм,царм
153,Flügel::N,базыр,базыр
154,Klaue::N,ных,ных
155,Kralle::N,дзӕмбы,дзӕмбы
156,Schwanz::N,къӕдзил,къӕдзил
157,Ei::N,айк,айк
158,Nest::N,ахстон,ахстон
159,Bau::N,хуынкъ,хуынкъ
160,Tier::N,сырд,сырд
161,Tier::N,сырд,цӕрӕгой
162,Tier::N,цӕрӕгой,сырд
163,Tier::N,цӕрӕгой,цӕрӕгой
164,Herde::N,дзуг,дзуг
165,Herde::N,дзуг,рӕгъау
166,Herde::N,рӕгъау,дзуг
167,Herde::N,рӕгъау,рӕгъау
168,Kuh::N,хъуг,хъуг
169,Bulle::N,гал,гал
170,Pferd::N,бӕх,бӕх
171,Schaf::N,фыс,фыс
172,Schwein::N,хуы,хуы
173,Hund::N,куыдз,куыдз
174,Katze::N,гӕды,гӕды
175,Bär::N,арс,арс
176,Eichhörnchen::N,æхсæрæг,æхсæрæг
177,Elch::N,цæгатаг саг,цæгатаг саг
178,Fuchs::N,рувас,рувас
179,Hase::N,тæрхъус,тæрхъус
180,Maus::N,мыст,мыст
181,Wolf::N,бирӕгъ,бирӕгъ
182,Vogel::N,цъиу,цъиу
183,Vogel::N,цъиу,маргъ
184,Vogel::N,маргъ,цъиу
185,Vogel::N,маргъ,маргъ
186,Schwarm::N,бал,бал
187,Huhn::N,карк,карк
188,Hahn::N,уасӕг,уасӕг
189,Gans::N,хъаз,хъаз
190,Adler::N,цӕргӕс,цӕргӕс
191,Ente::N,ацц,ацц
192,Eule::N, уыг, уыг
193,Eule::N, уыг,сидахъ
194,Eule::N,сидахъ, уыг
195,Eule::N,сидахъ,сидахъ
196,Kranich::N,зырнæг,зырнæг
197,Kranich::N,зырнæг,хърихъупп
198,Kranich::N,хърихъупп,зырнæг
199,Kranich::N,хърихъупп,хърихъупп
200,Krähe::N,халон,халон
201,Kuckuck::N,гаккук,гаккук
202,Schwan::N,доныхъаз,доныхъаз
203,Fisch::N,кӕсаг,кӕсаг
204,Barsch::N,окунь,окунь
205,Hecht::N,хихор кӕсаг,хихор кӕсаг
206,Schlange[Tier]::N,калм,калм
207,Wurm::N,зулкъ,зулкъ
208,Wurm::N,зулкъ,къуыдыргалм
209,Wurm::N,къуыдыргалм,зулкъ
210,Wurm::N,къуыдыргалм,къуыдыргалм
211,Spinne::N,хӕлуарӕг,хӕлуарӕг
212,Ameise::N,мæлдзыг,мæлдзыг
213,Laus::N,сыст,сыст
214,Mücke::N,къогъо,къогъо
215,Fliege::N,бындз,бындз
216,Schmetterling::N,гæлæбу,гæлæбу
217,Beere::N,гагадыргъ,гагадыргъ
218,Apfel::N,фӕткъуы,фӕткъуы
219,Pilz::N,зокъо,зокъо
220,Pilz::N,зокъо,къозо
221,Pilz::N,къозо,зокъо
222,Pilz::N,къозо,къозо
223,Zwiebel::N,хъӕдындз,хъӕдындз
224,Saat::N,тауинаг,тауинаг
225,Saat::N,тауинаг,мыггаг
226,Saat::N,мыггаг,тауинаг
227,Saat::N,мыггаг,мыггаг
228,Korn::N,мыггаг,мыггаг
229,Korn::N,мыггаг,тауинаг
230,Korn::N,тауинаг,мыггаг
231,Korn::N,тауинаг,тауинаг
232,Heu::N,хос,хос
233,Schale::N,цъар,цъар
234,Grube::N,урм,урм
235,Grube::N,урм,къахт
236,Grube::N,урм,дзыхъхъ
237,Grube::N,къахт,урм
238,Grube::N,къахт,къахт
239,Grube::N,къахт,дзыхъхъ
240,Grube::N,дзыхъхъ,урм
241,Grube::N,дзыхъхъ,къахт
242,Grube::N,дзыхъхъ,дзыхъхъ
243,Falle::N,цъысым,цъысым
244,Falle::N,цъысым,къӕппӕг
245,Falle::N,къӕппӕг,цъысым
246,Falle::N,къӕппӕг,къӕппӕг
247,Schlinge::N,цасм,цасм
248,Spur::N,фæд,фæд
249,Asche::N,фӕнык,фӕнык
250,Asche::N,фӕнык,ӕртхутӕг
251,Asche::N,ӕртхутӕг,фӕнык
252,Asche::N,ӕртхутӕг,ӕртхутӕг
253,Dreck::N,цъыф,цъыф
254,Eisen::N,ӕфсӕйнаг,ӕфсӕйнаг
255,Gold::N,сыгъзӕрин,сыгъзӕрин
256,Silber::N,ӕвзист,ӕвзист
257,Kohle::N,ӕвзалы,ӕвзалы
258,Glas::N,авг,авг
259,Lehm::N,ӕлыг,ӕлыг
260,Sand::N,змис,змис
261,Mensch::N,лӕг,лӕг
262,Mensch::N,лӕг,адӕймаг
263,Mensch::N,лӕг,удгоймаг
264,Mensch::N,адӕймаг,лӕг
265,Mensch::N,адӕймаг,адӕймаг
266,Mensch::N,адӕймаг,удгоймаг
267,Mensch::N,удгоймаг,лӕг
268,Mensch::N,удгоймаг,адӕймаг
269,Mensch::N,удгоймаг,удгоймаг
270,Mann::N,лӕг,лӕг
271,Mann::N,лӕг,нӕлгоймаг
272,Mann::N,нӕлгоймаг,лӕг
273,Mann::N,нӕлгоймаг,нӕлгоймаг
274,Frau::N,сылгоймаг,сылгоймаг
275,Kind::N,сывӕллон,сывӕллон
276,Junge::N,лӕппу,лӕппу
277,Mädchen::N,чызг,чызг
278,Familie::N,бинонтæ,бинонтæ
279,Großvater::N,фыдыфыд,фыдыфыд
280,Großvater::N,фыдыфыд,мадыфыд
281,Großvater::N,мадыфыд,фыдыфыд
282,Großvater::N,мадыфыд,мадыфыд
283,Großmutter::N,фыды мад,фыды мад
284,Großmutter::N,фыды мад,мады мад
285,Großmutter::N,мады мад,фыды мад
286,Großmutter::N,мады мад,мады мад
287,Eltern::N,ныййарджытæ,ныййарджытæ
288,Vater::N,фыд,фыд
289,Mutter::N,мад,мад
290,Sohn::N,фырт,фырт
291,Tochter::N,чызг,чызг
292,Bruder::N,ӕфсымӕр,ӕфсымӕр
293,Schwester::N,хо,хо
294,Onkel::N,фыдыфсымӕр,фыдыфсымӕр
295,Tante::N,мадыхо,мадыхо
296,Ehemann::N,мой,мой
297,Ehefrau::N,ус,ус
298,Freude::N,цин,цин
299,Freude::N,цин,циндзинад
300,Freude::N,циндзинад,цин
301,Freude::N,циндзинад,циндзинад
302,Gelächter::N,худын,худын
303,Gelächter::N,худын,худт
304,Gelächter::N,худын,худæг
305,Gelächter::N,худт,худын
306,Gelächter::N,худт,худт
307,Gelächter::N,худт,худæг
308,Gelächter::N,худæг,худын
309,Gelächter::N,худæг,худт
310,Gelächter::N,худæг,худæг
311,Glück::N,амонд,амонд
312,Kummer::N,хъыг,хъыг
313,Wunsch::N,бӕллиц,бӕллиц
314,Lust::N,монц,монц
315,Geist::N,уд,уд
316,Gedanke::N,хъуыды,хъуыды
317,Gedächtnis::N,мысæн,мысæн
318,Gedächtnis::N,мысæн,мысын
319,Gedächtnis::N,мысæн,зæрдылдарын
320,Gedächtnis::N,мысын,мысæн
321,Gedächtnis::N,мысын,мысын
322,Gedächtnis::N,мысын,зæрдылдарын
323,Gedächtnis::N,зæрдылдарын,мысæн
324,Gedächtnis::N,зæрдылдарын,мысын
325,Gedächtnis::N,зæрдылдарын,зæрдылдарын
326,Verstand::N,зонд,зонд
327,Sinn::N,нысаниуæг,нысаниуæг
328,Grund::N,ӕфсон,ӕфсон
329,Wahrheit::N,æцæг,æцæг
330,Gespräch::N,ныхас,ныхас
331,Märchen::N,аргъау,аргъау
332,Erzählung::N,радзырд,радзырд
333,Nachricht::N,уац,уац
334,Neuigkeit::N,хабар,хабар
335,Name::N,ном,ном
336,Rätsel::N,уыци-уыци,уыци-уыци
337,Rätsel::N,уыци-уыци,базон-базон
338,Rätsel::N,базон-базон,уыци-уыци
339,Rätsel::N,базон-базон,базон-базон
340,Rede::N,раныхас,раныхас
341,Sprache::N,ӕвзаг,ӕвзаг
342,Stimme::N,хъӕлӕс,хъӕлӕс
343,Wort::N,дзырд,дзырд
344,Zeichen::N,нысан,нысан
345,Ruf::N,сидт,сидт
346,Lärm::N,уынæр,уынæр
347,Laut::N,зӕл,зӕл
348,Laut::N,зӕл,мыр
349,Laut::N,мыр,зӕл
350,Laut::N,мыр,мыр
351,Ton::N,мыр,мыр
352,Lied::N,зарӕг,зарӕг
353,Ruhe::N,æнцой,æнцой
354,Leute::N,адӕм,адӕм
355,Volk::N,адӕм,адӕм
356,Arbeit::N,фӕллой,фӕллой
357,Gast::N,уазӕг,уазӕг
358,Geschenk::N,хуын,хуын
359,Spiel::N,хъазт,хъазт
360,Gesellschaft::N,дзыллæ,дзыллæ
361,Gesellschaft::N,дзыллæ,æхсæнад
362,Gesellschaft::N,æхсæнад,дзыллæ
363,Gesellschaft::N,æхсæнад,æхсæнад
364,Hilfe::N,æххуыс,æххуыс
365,Hilfe::N,æххуыс,ахъаз
366,Hilfe::N,ахъаз,æххуыс
367,Hilfe::N,ахъаз,ахъаз
368,Freund::N,лымӕн,лымӕн
369,Kamerad::N,ӕмбал,ӕмбал
370,Angelegenheit::N,хъуыддаг,хъуыддаг
371,Anzahl::N,бӕрц,бӕрц
372,Art::N,хуыз,хуыз
373,Art::N,хуыз,хуызад
374,Art::N,хуызад,хуыз
375,Art::N,хуызад,хуызад
376,Stück::N,кæрдих,кæрдих
377,Stück::N,кæрдих,комдзаг
378,Stück::N,комдзаг,кæрдих
379,Stück::N,комдзаг,комдзаг
380,Teil::N,хай,хай
381,Hälfte::N,æрдæг,æрдæг
382,Hälfte::N,æрдæг,æмбис
383,Hälfte::N,æмбис,æрдæг
384,Hälfte::N,æмбис,æмбис
385,Kreis::N,зиллакк,зиллакк
386,Kreuz::N,дзуар,дзуар
387,Linie::N,хахх,хахх
388,Strich::N,хахх,хахх
389,Abstand::N,æхсæнуат,æхсæнуат
390,Entfernung::N,дæрддзæг,дæрддзæг
391,Entfernung::N,дæрддзæг,дардцæг
392,Entfernung::N,дардцæг,дæрддзæг
393,Entfernung::N,дардцæг,дардцæг
394,Gegend::N,ран,ран
395,Platz::N,бууат,бууат
396,Ort::N,ран,ран
397,Ort::N,ран,бынат
398,Ort::N,бынат,ран
399,Ort::N,бынат,бынат
400,Seite::N,фахс,фахс
401,Mitte::N,астӕу,астӕу
402,Gegenstand::N,дзаума,дзаума
403,Sache::N,дзаума,дзаума
404,Rand::N,кӕрон,кӕрон
405,Kante::N,фӕрск,фӕрск
406,Ecke::N,тигъ,тигъ
407,Ecke::N,тигъ,фисын
408,Ecke::N,фисын,тигъ
409,Ecke::N,фисын,фисын
410,Spitze::N,бырынкъ,бырынкъ
411,Ende::N,кӕрон,кӕрон
412,Loch::N,хуынкъ,хуынкъ
413,Winkel::N,къуым,къуым
414,Muster::N,нывæфтыд,нывæфтыд
415,Muster::N,нывæфтыд,кæдзист
416,Muster::N,кæдзист,нывæфтыд
417,Muster::N,кæдзист,кæдзист
418,Größe::N,ас,ас
419,Länge::N,дӕргъ,дӕргъ
420,Höhe::N,бæрзонд,бæрзонд
421,Höhe::N,бæрзонд,бæрзæнд
422,Höhe::N,бæрзонд,бæрзонддзинад
423,Höhe::N,бæрзæнд,бæрзонд
424,Höhe::N,бæрзæнд,бæрзæнд
425,Höhe::N,бæрзæнд,бæрзонддзинад
426,Höhe::N,бæрзонддзинад,бæрзонд
427,Höhe::N,бæрзонддзинад,бæрзæнд
428,Höhe::N,бæрзонддзинад,бæрзонддзинад
429,Gewicht::N,уӕз,уӕз
430,Menge::N,бӕрц,бӕрц
431,Haufen::N,кӕри,кӕри
432,Reihe::N,рӕнхъ,рӕнхъ
433,Boot::N,чема,чема
434,Ruder::N,къохар,къохар
435,Schlitten::N,дзоныгъ,дзоныгъ
436,Ski::N,къахдзоныгътæ,къахдзоныгътæ
437,Ski::N,къахдзоныгътæ,лыжæтæ
438,Ski::N,лыжæтæ,къахдзоныгътæ
439,Ski::N,лыжæтæ,лыжæтæ
440,Lagerfeuer::N,арт,арт
441,Last::N,уаргъ,уаргъ
442,Gang::N,цыд,цыд
443,Schritt::N,санчъех,санчъех
444,Schritt::N,санчъех,къахдзӕф
445,Schritt::N,къахдзӕф,санчъех
446,Schritt::N,къахдзӕф,къахдзӕф
447,Norden::N,цæгат,цæгат
448,Süden::N,хуссар,хуссар
449,Westen::N,ныгуылæн,ныгуылæн
450,Osten::N,скæсæн,скæсæн
451,Holz::N,хъӕдӕрмӕг,хъӕдӕрмӕг
452,Brett::N,фæйнæг,фæйнæг
453,Platte::N,къӕй,къӕй
454,Stütze::N,быцæу,быцæу
455,Stange::N,хъил,хъил
456,Stock::N,лӕдзӕг,лӕдзӕг
457,Stab::N,хъил,хъил
458,Rohr::N,хӕтӕл,хӕтӕл
459,Haus::N,хӕдзар,хӕдзар
460,Heim::N,къона,къона
461,Ofen::N,пец,пец
462,Fußboden::N,астӕрд,астӕрд
463,Tisch::N,стъол,стъол
464,Stuhl::N,бандон,бандон
465,Wiege::N,авдæн,авдæн
466,Bett::N,сынтӕг,сынтӕг
467,Regal::N,тӕрхӕг,тӕрхӕг
468,Regal::N,тӕрхӕг,уӕлвӕйнӕг
469,Regal::N,уӕлвӕйнӕг,тӕрхӕг
470,Regal::N,уӕлвӕйнӕг,уӕлвӕйнӕг
471,Kiste::N,асыкк,асыкк
472,Fenster::N,рудзынг,рудзынг
473,Fenster::N,рудзынг,фæрссаг
474,Fenster::N,фæрссаг,рудзынг
475,Fenster::N,фæрссаг,фæрссаг
476,Tür::N,дуар,дуар
477,Tor::N,кулдуар,кулдуар
478,Zaun::N,æмбонд,æмбонд
479,Zaun::N,æмбонд,быру
480,Zaun::N,æмбонд,гæрæн
481,Zaun::N,быру,æмбонд
482,Zaun::N,быру,быру
483,Zaun::N,быру,гæрæн
484,Zaun::N,гæрæн,æмбонд
485,Zaun::N,гæрæн,быру
486,Zaun::N,гæрæн,гæрæн
487,Dach::N,уӕлхӕдзар,уӕлхӕдзар
488,Leiter::N,асин,асин
489,Besen::N,уисой,уисой
490,Spaten::N,бел,бел
491,Schaufel::N,æвгæнæн,æвгæнæн
492,Schaufel::N,æвгæнæн,кæфой
493,Schaufel::N,кæфой,æвгæнæн
494,Schaufel::N,кæфой,кæфой
495,Gabel::N,вилкæ,вилкæ
496,Löffel::N,уидыг,уидыг
497,Messer::N,кард,кард
498,Nagel::N,зӕгӕл,зӕгӕл
499,Netz::N,хыз,хыз
500,Haken::N,хæдз,хæдз
501,Haken::N,хæдз,хæбырæгъ
502,Haken::N,хæбырæгъ,хæдз
503,Haken::N,хæбырæгъ,хæбырæгъ
504,Griff::N,фистон,фистон
505,Schloss::N,гуыдыр,гуыдыр
506,Bild::N,ныв,ныв
507,Figur::N,кæрдгæныв,кæрдгæныв
508,Puppe::N,чындз,чындз
509,Beutel::N,дзӕкъул,дзӕкъул
510,Bündel::N,баст,баст
511,Tasche::N,хызын,хызын
512,Tasche::N,хызын,дзæкъул
513,Tasche::N,дзæкъул,хызын
514,Tasche::N,дзæкъул,дзæкъул
515,Eimer::N,къæрта,къæрта
516,Eimer::N,къæрта,чъыбыла
517,Eimer::N,къæрта,ведра
518,Eimer::N,чъыбыла,къæрта
519,Eimer::N,чъыбыла,чъыбыла
520,Eimer::N,чъыбыла,ведра
521,Eimer::N,ведра,къæрта
522,Eimer::N,ведра,чъыбыла
523,Eimer::N,ведра,ведра
524,Deckel::N,сæр,сæр
525,Deckel::N,сæр,æмбæрзæн
526,Deckel::N,æмбæрзæн,сæр
527,Deckel::N,æмбæрзæн,æмбæрзæн
528,Geschirr::N,мигæнæн,мигæнæн
529,Geschirr::N,мигæнæн,мигæнæнтæ
530,Geschirr::N,мигæнæнтæ,мигæнæн
531,Geschirr::N,мигæнæнтæ,мигæнæнтæ
532,Sack::N,голлаг,голлаг
533,Tasse::N,пиала,пиала
534,Tasse::N,пиала,къус
535,Tasse::N,къус,пиала
536,Tasse::N,къус,къус
537,Topf::N,аг,аг
538,Topf::N,аг,чысыл аг
539,Topf::N,чысыл аг,аг
540,Topf::N,чысыл аг,чысыл аг
541,Kessel::N,аг,аг
542,Essen::N,хӕрд,хӕрд
543,Nahrung::N,хойраг,хойраг
544,Speise::N,хӕринаг,хӕринаг
545,Fleisch::N,дзидза,дзидза
546,Fleisch::N,дзидза,фыдызгъӕл
547,Fleisch::N,фыдызгъӕл,дзидза
548,Fleisch::N,фыдызгъӕл,фыдызгъӕл
549,Getreide::N,халсар,халсар
550,Brei::N,кас,кас
551,Brot::N,дзул,дзул
552,Scheibe::N,къӕбӕр,къӕбӕр
553,Fett::N,сой,сой
554,Butter::N,нӕлхӕ,нӕлхӕ
555,Öl::N,зети,зети
556,Salz::N,цӕхх,цӕхх
557,Suppe::N,бас,бас
558,Honig::N,мыд,мыд
559,Milch::N,ӕхсыр,ӕхсыр
560,Tee::N,цай,цай
561,Leder::N,мæскуы,мæскуы
562,Wolle::N,фӕсмын,фӕсмын
563,Stoff::N,хъуымац,хъуымац
564,Nadel::N,судзин,судзин
565,Faden::N,ӕндах,ӕндах
566,Knopf::N,цӕппӕр,цӕппӕр
567,Knoten::N,ӕлхынцъ,ӕлхынцъ
568,Farbe::N,ахорæн,ахорæн
569,Kleidung::N,дарӕс,дарӕс
570,Hemd::N,хӕдон,хӕдон
571,Kragen::N,æфцæггот,æфцæггот
572,Ärmel::N,дыс,дыс
573,Hose::N,хæлаф,хæлаф
574,Hose::N,хæлаф,æддаг хæлаф
575,Hose::N,хæлаф,салбар
576,Hose::N,æддаг хæлаф,хæлаф
577,Hose::N,æддаг хæлаф,æддаг хæлаф
578,Hose::N,æддаг хæлаф,салбар
579,Hose::N,салбар,хæлаф
580,Hose::N,салбар,æддаг хæлаф
581,Hose::N,салбар,салбар
582,Gürtel::N,рон,рон
583,Mütze::N,худ,худ
584,Schuh::N,басмахъ,басмахъ
585,Stiefel::N,цырыхъхъ,цырыхъхъ
586,Ring::N,къухдарӕн,къухдарӕн
587,Band::N,лент,лент
588,Kamm::N,сӕрвасӕн,сӕрвасӕн
589,Spiegel::N,айдæн,айдæн
590,Spiegel::N,айдæн,кæсæн
591,Spiegel::N,кæсæн,айдæн
592,Spiegel::N,кæсæн,кæсæн
593,Riemen::N,гӕрз,гӕрз
594,Schnur::N,бӕндӕн,бӕндӕн
595,Decke::N,хъӕццул,хъӕццул
596,Kissen::N,баз,баз
597,Tuch::N,кæлмæрзæн,кæлмæрзæн
598,Tuch::N,кæлмæрзæн,кæрдæн
599,Tuch::N,кæрдæн,кæлмæрзæн
600,Tuch::N,кæрдæн,кæрдæн
601,Handtuch::N,хисæрфæн,хисæрфæн
602,Kraft::N,тых,тых
603,Kraft::N,тых,хъомыс
604,Kraft::N,хъомыс,тых
605,Kraft::N,хъомыс,хъомыс
606,Stärke::N,тых,тых
607,Stärke::N,тых,æхсар
608,Stärke::N,æхсар,тых
609,Stärke::N,æхсар,æхсар
610,Gesundheit::N,æнæниздзинад,æнæниздзинад
611,Krankheit::N,низ,низ
612,Krankheit::N,низ,рын
613,Krankheit::N,рын,низ
614,Krankheit::N,рын,рын
615,Schmerz::N,рис,рис
616,Wunde::N,цӕф,цӕф
617,Fieber::N,ризӕг,ризӕг
618,Fieber::N,ризӕг,тӕфсӕг
619,Fieber::N,тӕфсӕг,ризӕг
620,Fieber::N,тӕфсӕг,тӕфсӕг
621,Arznei::N,хос,хос
622,Brücke::N,хид,хид
623,Brunnen::N,цъай,цъай
624,Weide::N,хизæн,хизæн
625,Weide::N,хизæн,хизæнуат
626,Weide::N,хизæн,сæрвæт
627,Weide::N,хизæнуат,хизæн
628,Weide::N,хизæнуат,хизæнуат
629,Weide::N,хизæнуат,сæрвæт
630,Weide::N,сæрвæт,хизæн
631,Weide::N,сæрвæт,хизæнуат
632,Weide::N,сæрвæт,сæрвæт
633,Pfad::N,къахвæндаг,къахвæндаг
634,Pfad::N,къахвæндаг,къахвæд
635,Pfad::N,къахвæд,къахвæндаг
636,Pfad::N,къахвæд,къахвæд
637,Weg::N,фӕндаг,фӕндаг
638,Straße::N,фӕндаг,фӕндаг
639,Dorf::N,хъӕу,хъӕу
640,Stadt::N,сахар,сахар
641,Brief::N,фыстӕг,фыстӕг
642,Buch::N,чиныг,чиныг
643,Buchstabe::N,дамгъӕ,дамгъӕ
644,Zeitung::N,газет,газет
645,Leben::N,цард,цард
646,Leben::N,цард,цӕрӕнбон
647,Leben::N,цӕрӕнбон,цард
648,Leben::N,цӕрӕнбон,цӕрӕнбон
649,Tod::N,мæлæт,мæлæт
650,Tod::N,мæлæт,адзал
651,Tod::N,адзал,мæлæт
652,Tod::N,адзал,адзал
653,Grab::N,ингӕн,ингӕн
654,Kirche::N,аргъуан,аргъуан
655,Sünde::N,тæригъæд,тæригъæд
656,Gott::N,хуыцау,хуыцау
657,Arbeiter::N,кусæг,кусæг
658,Chef::N,ӕмцег,ӕмцег
659,Meister::N,мастер,мастер
660,Meister::N,мастер,дæсны
661,Meister::N,дæсны,мастер
662,Meister::N,дæсны,дæсны
663,Arzt::N,хосгæнæг,хосгæнæг
664,Arzt::N,хосгæнæг,дохтыр
665,Arzt::N,дохтыр,хосгæнæг
666,Arzt::N,дохтыр,дохтыр
667,Lehrer::N,ахуыргæнæг,ахуыргæнæг
668,Geld::N,ӕхца,ӕхца
669,Geschäft::N,бизнес,бизнес
670,Geschäft::N,бизнес,хъуыддаг
671,Geschäft::N,хъуыддаг,бизнес
672,Geschäft::N,хъуыддаг,хъуыддаг
673,Laden::N,дукани,дукани
674,Preis::N,аргъ,аргъ
675,Ware::N,базайраг,базайраг
676,Nutzen::N,пайда,пайда
677,Reichtum::N,хъæздыгдзинад,хъæздыгдзинад
678,Reichtum::N,хъæздыгдзинад,исбон
679,Reichtum::N,хъæздыгдзинад,мулк
680,Reichtum::N,исбон,хъæздыгдзинад
681,Reichtum::N,исбон,исбон
682,Reichtum::N,исбон,мулк
683,Reichtum::N,мулк,хъæздыгдзинад
684,Reichtum::N,мулк,исбон
