,Concept_ID,kl,pl
103,Tropfen::N,kuseriarneq,kropla
104,Schaum::N,qapuk,piana
105,Schmutz::N,minguk,brud
106,See::N,taseq,jezioro
107,Sumpf::N,maqulluk,bagno
108,Wiese::N,masarsuk,łąka
109,Hügel::N,qattuneq,pagórek
110,Hügel::N,majuariaq,pagórek
111,Hügel::N,majorajaaq,pagórek
112,Hügel::N,qaqqannguaq,pagórek
113,Berg::N,qaqqaq,góra
114,Höhle::N,qaarusuk,pieczara
115,Abhang::N,ippik,stok
116,Abhang::N,ippik,zbocze
117,Abhang::N,sivinganeq,stok
118,Abhang::N,sivinganeq,zbocze
119,Abhang::N,sivingajaaq,stok
120,Abhang::N,sivingajaaq,zbocze
121,Abhang::N,kussangajaaq,stok
122,Abhang::N,kussangajaaq,zbocze
123,Bach::N,kuunnguaq,potok
124,Bach::N,kuunnguaq,strumień
125,Fluss::N,kuuk,rzeka
126,Ufer::N,sissap sinaa,brzeg
127,Küste::N,sineriak,wybrzeże
128,Meer::N,imaq,morze
129,Bucht::N,ikeq,zatoka
130,Bucht::N,kangerluk,zatoka
131,Bucht::N,kangerliumaneq,zatoka
132,Insel::N,qeqertaq,wyspa
133,Blume::N,naasoq,kwiat
134,Gras::N,ivigaq,trawa
135,Wurzel::N,niulutaq,korzeń
136,Baum::N,orpik,drzewo
137,Stamm::N,kanaartaq,pień
138,Rinde::N,ameraq,kora
139,Ast::N,avalequt,gałąź
140,Zweig::N,avalequt,gałąź
141,Blatt::N,pilutaq,liść
142,Birke::N,patitsit,brzoza
143,Weide[Baum]::N,palleq,wierzba
144,Tanne::N,orsuerneq,jodła
145,Horn::N,nassuk,róg
146,Feder::N,suluk,pióro
147,Fell::N,ameq,futro
148,Flügel::N,suluk,skrzydło
149,Flügel::N,isaroq,skrzydło
150,Klaue::N,kukik,szpon
151,Kralle::N,kukik,pazur
152,Schwanz::N,pamioq,ogon
153,Schwanz::N,paperuusaq,ogon
154,Ei::N,mannik,jajko
155,Nest::N,ullut,gniazdo
156,Bau::N,ini,nora
157,Tier::N,uumasoq,zwierzę
158,Herde::N,unguukkat,stado
159,Herde::N,unguukkat,trzoda
160,Kuh::N,ussik,krowa
161,Bulle::N,angukulak,byk
162,Bulle::N,anguteralak,byk
163,Bulle::N,angutikulooq,byk
164,Schaf::N,sava,owca
165,Schwein::N,puuluki,świnia
166,Hund::N,qimmeq,pies
167,Katze::N,puisaaq,kot
168,Katze::N,puisaaq,kotka
169,Bär::N,allaq,niedźwiedż
170,Eichhörnchen::N,sissinnguaq,wiewiórka
171,Fuchs::N,terianniaq,lis
172,Hase::N,ukaleq,zając
173,Maus::N,teriannguaq,mysz
174,Wolf::N,amaroq,wilk
175,Vogel::N,timmiaq,ptak
176,Huhn::N,kukkukooq,kura
177,Huhn::N,marloraaqaaq,kura
178,Hahn::N,kiasiusaq,kogut
179,Gans::N,nerleq,gęś
180,Adler::N,nattoralik,orzeł
181,Eule::N,uppik,sowa
182,Kranich::N,qorlorfik,żuraw
183,Krähe::N,tuluatsiaq,wrona
184,Kuckuck::N,kukkooq,kukułka
185,Schwan::N,qussuk,łabędż
186,Fisch::N,aalisagaq,ryba
187,Schlange[Tier]::N,pulateriarsuk,wąż
188,Schlange[Tier]::N,pulateriarsuk,żmija
189,Schlange[Tier]::N,pulateriaarsuk,wąż
190,Schlange[Tier]::N,pulateriaarsuk,żmija
191,Spinne::N,aasiaq,pająk
192,Spinne::N,nissavaarsuk,pająk
193,Ameise::N,uniaaluk,mrówka
194,Laus::N,kumak,wesz
195,Mücke::N,ippernaq,komar
196,Fliege::N,ippernaq,mucha
197,Schmetterling::N,paluaq,motyl
198,Schmetterling::N,pakkaluaq,motyl
199,Schmetterling::N,utsuppaluaq,motyl
200,Schmetterling::N,taqaleqisaaq,motyl
201,Beere::N,paarmaq,jagoda
202,Beere::N,paarngaq,jagoda
203,Apfel::N,iipili,jabłko
204,Pilz::N,anngiusaq,grzyb
205,Zwiebel::N,uanitsoq,cebula
206,Saat::N,naatsiiassaq,siew
207,Korn::N,maannineq,ziarno
208,Schale::N,niutsivik,łupina
209,Schale::N,ilulissaq qaartussaq,łupina
210,Grube::N,itersaq,dół
211,Grube::N,itersaq,jama
212,Falle::N,pualavoq,pułapka
213,Schlinge::N,orseq,sidła
214,Schlinge::N,norloq,sidła
215,Spur::N,tumaa,ślad
216,Asche::N,arsat,popiół
217,Dreck::N,minguk,brud
218,Eisen::N,savimineq,żelazo
219,Eisen::N,saffiugassaq,żelazo
220,Gold::N,kuulti,złoto
221,Silber::N,siilviuvoq,srebro
222,Kohle::N,aamarsuit aamaruutissat,węgiel
223,Glas::N,igalaaq,szkło
224,Glas::N,imertarfik,szkło
225,Glas::N,igalaamineq,szkło
226,Lehm::N,marraq,glina
227,Sand::N,sioqqat,piasek
228,Mensch::N,inuk,człowiek
229,Mensch::N,silamiu,człowiek
230,Mann::N,angut,mężczyzna
231,Frau::N,arnaq,kobieta
232,Kind::N,meeraq,dziecko
233,Junge::N,nukappiaraq,chłopak
234,Junge::N,nukappiaraq,chłopiec
235,Mädchen::N,arnannguaq,dziewczynka
236,Familie::N,ilaqutakka,rodzina
237,Familie::N,ilaqutariit,rodzina
238,Großvater::N,aatak,dziadek
239,Großmutter::N,aanaq,babka
240,Eltern::N,angajoqqaat,rodzice
241,Vater::N,ataata,ojciec
242,Vater::N,ataataq,ojciec
243,Mutter::N,anaana,matka
244,Sohn::N,erneq,syn
245,Tochter::N,panik,córka
246,Bruder::N,ani,brat
247,Bruder::N,aqqaluk,brat
248,Bruder::N,qatanngut,brat
249,Schwester::N,naja,siostra
250,Schwester::N,aleqa,siostra
251,Schwester::N,qatanngut,siostra
252,Onkel::N,akkak,wuj
253,Onkel::N,akkak,stryj
254,Tante::N,aja,ciotka
255,Tante::N,ajak,ciotka
256,Tante::N,atsak,ciotka
257,Ehemann::N,ui,mąż
258,Ehefrau::N,nuliaq,żona
259,Freude::N,tipaatsussuseq,radość
260,Gelächter::N,illaq,śmiech
261,Glück::N,usornaat,szczęście
262,Glück::N,usornarsuseq,szczęście
263,Wunsch::N,kissaat,życzenie
264,Lust::N,illigussuseq,chęć
265,Lust::N,illigussuseq,ochota
266,Lust::N,piummaseq,chęć
267,Lust::N,piummaseq,ochota
268,Geist::N,anerneq,duch
269,Geist::N,toornaq,duch
270,Gedanke::N,isumassaq,myśl
271,Gedächtnis::N,eqqaamannissuseq,pamięć
272,Verstand::N,isuma,rozum
273,Verstand::N,sianissut,rozum
274,Verstand::N,misigissut,rozum
275,Verstand::N,sianissuseq,rozum
276,Verstand::N,silaqassuseq,rozum
277,Sinn::N,isuma,zmysł
278,Grund::N,patsit,powód
279,Wahrheit::N,sallusuissut,prawda
280,Märchen::N,oqalualaarut,bajka
281,Märchen::N,oqaluasaaq,bajka
282,Erzählung::N,oqaluttuaq,opowiadanie
283,Nachricht::N,oqaassut,wiadomość
284,Nachricht::N,oqqersuut,wiadomość
285,Neuigkeit::N,tusarnartaq,nowina
286,Name::N,ateq,imię
287,Rätsel::N,nalorsitsaarut,zagadka
288,Rede::N,oqaluuseq,mowa
289,Sprache::N,oqaatsit,język
290,Stimme::N,erinaq,głos
291,Stimme::N,qarluuseq,głos
292,Wort::N,oqaasii,słowo
293,Zeichen::N,nalunaaqqut,znak
294,Ruf::N,qaaqqussut,wołanie
295,Lärm::N,perpaluk,hałas
296,Lärm::N,perpaluk,zgiełk
297,Laut::N,torsukattak,dźwięk
298,Ton::N,erinaq,ton
299,Ton::N,erinaq,dźwięk
300,Lied::N,taalliaq,pieśń
301,Lied::N,taalliaq,piosenka
302,Lied::N,erinarsuut,pieśń
303,Lied::N,erinarsuut,piosenka
304,Ruhe::N,qatsunganeq,spokój
305,Leute::N,inuiak,ludzie
306,Leute::N,inuiaqatigiit,ludzie
307,Volk::N,inuiaat,naród
308,Arbeit::N,suliaq,praca
309,Arbeit::N,suliaq,robota
310,Gast::N,qaaqqusaq,gość
311,Geschenk::N,pajugut,prezent
312,Geschenk::N,pajugut,podarunek
313,Hilfe::N,annertoqqut,pomoc
314,Freund::N,tiliaq,przyjaciel
315,Freund::N,ikinngut,przyjaciel
316,Kamerad::N,tiliaq,kolega
317,Kamerad::N,ikinngut,kolega
318,Art::N,ileqquuseq,rodzaj
319,Stück::N,nakkaalaniku,kawałek
320,Teil::N,tassiaasat,część
321,Hälfte::N,affaq,połowa
322,Kreis::N,kaajaluinneq or kaajaluitsoq,krąg
323,Kreuz::N,sanningasulik,krzyż
324,Linie::N,tittaq,linia
325,Linie::N,titarneq,linia
326,Abstand::N,aku,odstęp
327,Abstand::N,ikiaq,odstęp
328,Entfernung::N,asi,odległość
329,Gegend::N,nuna,okolica
330,Platz::N,ini,miejsce
331,Platz::N,inissaq,miejsce
332,Ort::N,sumiiffik,miejsce
333,Seite::N,saneraq,bok
334,Seite::N,saneraq,strona
335,Mitte::N,qiteq,środek
336,Sache::N,pigisaq,rzecz
337,Rand::N,sini,skraj
338,Rand::N,sini,krawędź
339,Rand::N,akerfineq,skraj
340,Rand::N,akerfineq,krawędź
341,Kante::N,akerfineq,kant
342,Kante::N,akerfineq,krawędź
343,Ecke::N,teqeqqoq,róg
344,Ecke::N,tikeqqoq,róg
345,Spitze::N,inngik,ostrze
346,Ende::N,isu,koniec
347,Loch::N,putu,dziura
348,Winkel::N,teqeqqorissaat,kąt
349,Winkel::N,teqeqqorissaat,kącik
350,Muster::N,ilisserut,wzór
351,Größe::N,angissuseq,rozmiar
352,Größe::N,angissuseq,wielkość
353,Länge::N,takissuseq,długość
354,Gewicht::N,oqimaalutaq,ciężar
355,Menge::N,amerlassuseq,ilość
356,Haufen::N,eqimattat,kupa
357,Reihe::N,allunaasaq,rząd
358,Reihe::N,allunaasaq,szereg
359,Boot::N,qajaq,łódź
360,Boot::N,qajaq,łódka
361,Boot::N,angallat,łódź
362,Boot::N,angallat,łódka
363,Boot::N,umiatsiaq,łódź
364,Boot::N,umiatsiaq,łódka
365,Ruder::N,iput,wiosło
366,Schlitten::N,qamutit,sanki
367,Schlitten::N,qimusseq,sanki
368,Ski::N,ataarut,narta
369,Last::N,nammagaq,ciężar
370,Last::N,nammagaq,brzemię
371,Schritt::N,allorneq,krok
372,Norden::N,avannaq,północ
373,Süden::N,qava,południe
374,Süden::N,kujat,południe
375,Süden::N,kujataa,południe
376,Westen::N,kitaa,zachód
377,Osten::N,kangi,wschód
378,Holz::N,qisuk,drzewo
379,Brett::N,salliligaq,deska
380,Platte::N,qaateq,płyta
381,Stütze::N,ajagutaq,podpora
382,Stütze::N,ajaagutaq,podpora
383,Stange::N,kaaviffik,drąg
384,Stange::N,kaaviffik,żerdź
385,Stock::N,ajaappissat,kij
386,Stock::N,ajaappissat,laska
387,Stab::N,ajaappissat,pręt
388,Rohr::N,sullulik,rura
389,Haus::N,illu,dom
390,Ofen::N,kissarsuut,piec
391,Fußboden::N,nateq,podłoga
392,Tisch::N,allattarfik,stół
393,Stuhl::N,issiavik,krzesło
394,Stuhl::N,issiaffik,krzesło
395,Wiege::N,uaasoq,kołyska
396,Bett::N,nallavik,łóżko
397,Bett::N,nallavik,pościel
398,Regal::N,ilisivik,regał
399,Kiste::N,sakissat,skrzynia
400,Kiste::N,illerfiusaq,skrzynia
401,Fenster::N,aki,okno
402,Fenster::N,igalaaq,okno
403,Tür::N,matu,drzwi
404,Tor::N,isaaffik,brama
405,Zaun::N,saputit,płot
406,Zaun::N,saputit,parkan
407,Dach::N,qaliaq,dach
408,Leiter::N,tummeqqat,drabina
409,Leiter::N,majuartarfiit,drabina
410,Besen::N,saligutit,miotła
411,Spaten::N,nivaataq,rydel
412,Schaufel::N,nivaataq,łopata
413,Gabel::N,qilluaq,widelec
414,Gabel::N,ajassaatit,widelec
415,Löffel::N,alussaat,łyżka
416,Messer::N,savik,nóż
417,Nagel::N,kukik,gwóźdź
418,Netz::N,anguffaseq,sieć
419,Haken::N,nissik,hak
420,Haken::N,qarsorsaq,hak
421,Haken::N,qarsorsartoq,hak
422,Griff::N,ipi,chwyt
423,Schloss::N,illussaarsuaq,zamek
424,Bild::N,assiliaq,obraz
425,Figur::N,kisitsit,figura
426,Puppe::N,inuusaq,lalka
427,Bündel::N,qilertaq,wiązka
428,Tasche::N,pooqattaq,torba
429,Deckel::N,matu,przykrywka
430,Geschirr::N,anut,statki
431,Geschirr::N,anut,naczynia
432,Tasse::N,tiitorfik,filiżanka
433,Tasse::N,tiitorfiup ilorlia,filiżanka
434,Topf::N,qoqqoq,garnek
435,Kessel::N,uunnaavik,kocioł
436,Essen::N,igaaq,jedzenie
437,Nahrung::N,neqissaq,pokarm
438,Nahrung::N,neqissaq,pożywienie
439,Speise::N,nerisassat,potrawa
440,Speise::N,nerisassat,jedzenie
441,Fleisch::N,neqi,mięso
442,Getreide::N,maannineq,zboże
443,Brot::N,iffit,chleb
444,Brot::N,iffiaq,chleb
445,Scheibe::N,igalaassiaq,kromka
446,Fett::N,tarnutissaq,tłuszcz
447,Fett::N,tarnutissiaq,tłuszcz
448,Butter::N,punneq,masło
449,Öl::N,uulia,olej
450,Salz::N,taratsut,sól
451,Suppe::N,qajoq,zupa
452,Honig::N,tungusunnitsuut,miód
453,Milch::N,immuk,mleko
454,Tee::N,tii,herbata
455,Tee::N,teeq,herbata
456,Wolle::N,nuersagassiaq,wełna
457,Stoff::N,milliaq,tkanina
458,Stoff::N,milliaq,materiał
459,Stoff::N,qarlissiaq,tkanina
460,Stoff::N,qarlissiaq,materiał
461,Nadel::N,meqqut,igła
462,Faden::N,ujalussiaq,nić
463,Faden::N,ujalussiaq,nitka
464,Knopf::N,attat,guzik
465,Knoten::N,akeroq,węzeł
466,Knoten::N,qilerneq,węzeł
467,Farbe::N,qalipaat,farba
468,Kleidung::N,atisat,odzież
469,Kleidung::N,annoraaq,odzież
470,Hemd::N,ilupaaq,koszula
471,Kragen::N,qungasiinnaq,kołnierz
472,Ärmel::N,aaq,rękaw
473,Hose::N,qarliit,spodnie
474,Gürtel::N,qiterut,pasek
475,Gürtel::N,unngersaq,pasek
476,Mütze::N,nasaq,czapka
477,Schuh::N,skuu,but
478,Schuh::N,skuu,bucik
479,Schuh::N,ikernuk,but
480,Schuh::N,ikernuk,bucik
481,Schuh::N,ateraasaq,but
482,Schuh::N,ateraasaq,bucik
483,Stiefel::N,kamik,but
484,Stiefel::N,kamik,kozak
485,Ring::N,assammiu,pierścień
486,Band::N,qilerutissiaq,wstęga
487,Kamm::N,illaagutit,grzebień
488,Kamm::N,illaajaatit pl.,grzebień
489,Spiegel::N,tarrarsuut,lustro
490,Riemen::N,allunaaq,rzemień
491,Schnur::N,kujaaq,sznur
492,Schnur::N,allunaasaq,sznur
493,Leine::N,aleq,smycz
494,Decke::N,qipik,kołdra
495,Kissen::N,akit,poduszka
496,Tuch::N,qarlissiaq,chustka
497,Handtuch::N,allarut,ręcznik
498,Handtuch::N,allarterut,ręcznik
499,Kraft::N,pissak,moc
500,Kraft::N,pissak,siła
501,Stärke::N,qerattarsaat,moc
502,Stärke::N,qerattarsaat,siła
503,Gesundheit::N,peqqisusseq,zdrowie
504,Krankheit::N,nappaat,choroba
505,Schmerz::N,anniaat,ból
506,Wunde::N,iki,rana
507,Fieber::N,nappaat qanimanartoq,gorączka
508,Arznei::N,imigassaq,lekarstwo
509,Brücke::N,ikaartarfik,most
510,Brunnen::N,tissaluttuliaq,studnia
511,Weide::N,masarsuk,pastwisko
512,Pfad::N,aqqut,ścieżka
513,Weg::N,aggerfik,droga
514,Straße::N,aqqusineq,ulica
515,Dorf::N,nunaqarfik,wieś
516,Stadt::N,illorpaat,miasto
517,Stadt::N,illorpalik,miasto
518,Brief::N,allagarsiaq,list
519,Buch::N,atuakkat,książka
520,Buch::N,mappersagaq,książka
521,Buchstabe::N,naqinneq,litera
522,Zeitung::N,aviisi,gazeta
523,Zeitung::N,aviisi,dziennik
524,Leben::N,inuussuseq,życie
525,Tod::N,toqu,śmierć
526,Tod::N,toquneq,śmierć
527,Grab::N,iliveq,grób
528,Grab::N,illissat,grób
529,Kirche::N,oqaluffik,kościół
530,Sünde::N,ajorti,grzech
531,Arbeiter::N,sulisoq,robotnik
532,Chef::N,ittoqut,szef
533,Meister::N,naalagaq,mistrz
534,Meister::N,naalagaq,majster
535,Arzt::N,katsorsaasoq,lekarz
536,Lehrer::N,ilinniartitsisoq,nauczyciel
537,Geld::N,aningaasat,pieniądze
538,Geschäft::N,niuertarfik,sprawa
539,Geschäft::N,niuertarfik,interes
540,Laden::N,niuertarfik,sklep
541,Preis::N,aki,cena
542,Ware::N,qaliata pii,towar
543,Ware::N,nioqqutissaq,towar
544,Nutzen::N,iluaqut,pożytek
545,Welt::N,nunarsuaq,świat
546,Land::N,nuna,kraj
547,König::N,kunngi,król
548,Macht::N,pissaassuseq,władza
549,Grenze::N,killik,granica
550,Krieg::N,sorsunneq,wojna
551,Feind::N,akeraq,wróg
552,Feind::N,akerartorti,wróg
553,Feind::N,qinngarsuisoq,wróg
554,Kampf::N,sorsunneq,bój
555,Kampf::N,sorsunneq,walka
556,Pfeil::N,qalugiusaq,strzała
557,Gewehr::N,aallaat,karabin
558,Fehler::N,kukkuneq,błąd
559,Fehler::N,paarlaappaa,błąd
560,Unglück::N,perluut,nieszczęście
561,Schuld::N,akiitsugaq,wina
562,Schuld::N,akiligassaq,wina
563,Alter::N,utoqqaq,wiek
564,Schluss::N,isu,koniec
565,Schluss::N,isu,zakończenie
566,Zeit::N,ulloq,czas
567,Zeit::N,akuttoqatigiinneq,czas
568,Tag::N,ulloq,dzień
569,Morgen::N,ullaaq,ranek
570,Morgen::N,ullaaq,poranek
571,Mittag::N,ulloqeqqa,południe
572,Abend::N,unnuk,wieczór
573,Nacht::N,unnuaq,noc
574,Woche::N,sapaatip akunnera,tydzień
575,Monat::N,qaammat,miesiąc
576,Jahr::N,ukioq,rok
577,Frühling::N,upernaaq,wiosna
578,Sommer::N,aasaq,lato
579,Herbst::N,ukiaq,jesień
580,Winter::N,ukioq,zima
581,Januar::N,siulleeq,styczeń
582,Januar::N,qaammaliaq,styczeń
583,Februar::N,aarlaat,luty
584,März::N,marsi,marzec
585,März::N,martsi,marzec
586,Mai::N,maaji,maj
587,Juni::N,juuni,czerwiec
588,Juli::N,juuli,lipiec
589,August::N,aggusti,sierpień
590,September::N,septembari,wrzesień
591,Oktober::N,oktobari,październik
592,November::N,novembari,listopad
593,Dezember::N,detsembari,grudzień
594,Montag::N,ataasinngortoq,poniedziałek
595,Dienstag::N,marlunngorneq,wtorek
596,Mittwoch::N,pingasunngorneq,środa
597,Donnerstag::N,sisamanngorneq,czwartek
598,Freitag::N,tallimanngorneq,piątek
599,Samstag::N,arfininngorneq,sobota
600,Sonntag::N,sapaat,niedziela
601,Sonntag::N,sapaati,niedziela
602,groß::A,angivoq,duży
603,groß::A,angivoq,wielki
604,klein::A,mikivoq,mały
605,lang::A,takisooq,długi
606,kurz::A,naatsoq,krótki
607,breit::A,silippoq,szeroki
608,schmal::A,amitsoq,wąski
609,dicht::A,torsusooq,gęsty
610,dick[Gegenstand]::A,issuvoq,gruby
611,dick[Gegenstand]::A,issusooq,gruby
612,dünn::A,amitsoq,cienki
613,fein::A,mamarpoq,drobny
614,fest::A,tangeqarpoq,mocny
615,fest::A,tangeqarpoq,twardy
616,flach::A,nalimmappoq,płaski
617,glatt::A,quasak,gładki
618,hart::A,mattusooq,twardy
619,hart::A,manngerpoq,twardy
620,hart::A,titeqquluppoq,twardy
621,weich::A,nerumaarpoq,miękki
622,rund::A,ammallorippoq,okrągły
623,spitz::A,qummukujooq,spiczasty
624,scharf::A,ipippoq,ostry
625,stumpf::A,anngerpoq,tępy
626,schwer::A,oqimaappoq,ciężki
627,schön::A,kusanarpoq,ładny
628,schön::A,kusanarpoq,piękny
629,heiß::A,kiappoq,gorący
630,warm::A,oqorpoq,ciepły
631,kalt::A,issippoq,zimny
632,kühl::A,pueqqortippoq,chłodny
633,feucht::A,isugutavoq,wilgotny
634,feucht::A,qaasernarpoq,wilgotny
635,nass::A,imerorpoq,mokry
636,trocken::A,panerpoq,suchy
637,voll::A,ulikkaarpoq,pełny
638,leer::A,imaattuarpoq,pusty
639,leer::A,imaattuarpoq,próżny
640,offen::A,ammavoq,otwarty
641,geschlossen::A,matuvoq,zamknięty
642,sauber::A,eqqippoq,czysty
643,sauber::A,sukuluippoq,czysty
644,sauber::A,ipeqanngilaq,czysty
645,schmutzig::A,tapappoq,brudny
646,schmutzig::A,minguppoq,brudny
647,roh::A,aapavoq,surowy
648,reif::A,qaarulerpoq,dojrzały
649,süß::A,tungusunnippoq,słodki
650,bitter::A,qasilippoq,gorzki
651,hell::A,qaamavoq,jasny
652,dunkel::A,qernerpoq,ciemny
653,schwarz::A,qernerpoq,czarny
654,weiß::A,qaqorpoq,biały
655,rot::A,aappaluppoq,czerwony
656,gelb::A,sungaarpoq,żółty
657,blau::A,tungujorpoq,błękitny
658,blau::A,tungujorpoq,niebieski
659,grün::A,qorsooqqippoq,zielony
660,grau::A,qaserpoq,szary
661,billig::A,akikippoq,tani
662,wertvoll::A,erlinnarpoq,cenny
663,blind::A,tappiippoq,ślepy
664,blind::A,isigisaqanngilaq,ślepy
665,taub::A,tusilarpoq,głuchy
666,kräftig::A,pissaq,mocny
667,kräftig::A,pissarsuaq,mocny
668,stark::A,sanngivoq,silny
669,schwach::A,nakuippoq,słaby
670,fett::A,pualavoq,tłusty
671,schlank::A,tuappoq,smukły
672,hübsch::A,aatsialaq,ładny
673,böse::A,ajorpoq,zły
674,dumm::A,taqajak,głupi
675,dumm::A,sikkilluppoq,głupi
676,dumm::A,qaatusimasaqanngilaq,głupi
677,faul::A,eqiasuppoq,leniwy
678,faul::A,eqiattortuvoq,leniwy
679,fleißig::A,eqiasuippoq,pilny
680,geizig::A,iasilaarpoq,skąpy
681,geizig::A,tukkuippoq,skąpy
682,klug::A,mallak,mądry
683,klug::A,ittanneq,mądry
684,klug::A,kutaappoq,mądry
685,klug::A,kuttaappoq,mądry
686,klug::A,qarasagippoq,mądry
687,lieb::A,akisooq,miły
688,lustig::A,piikulavoq,wesoły
689,sanft::A,isumagippoq,łagodny
690,hungrig::A,kaappoq,głodny
691,hungrig::A,perlilerpoq,głodny
692,krank::A,napparsimavoq,chory
693,traurig::A,aliasuppoq,smutny
694,lebendig::A,uumavoq,żywy
695,gut::A,ajunngilaq,dobry
696,schlecht::A,sualuppoq,zły
697,richtig::A,iluarpoq,słuszny
698,richtig::A,iluarpoq,właściwy
699,schlimm::A,amiilaarnarpoq,zły
700,wahr::A,ilumoorpoq,prawdziwy
701,alt::A,pisoqaq,stary
702,neu::A,nutaavoq,nowy
703,alt[Lebewesen]::A,utoqqaq,stary
704,jung::A,inuusuppoq,młody
705,jung::A,kingulliarsuk,młody
706,arm::A,piillasoq,ubogi
707,arm::A,piillasoq,biedny
708,arm::A,piitsuuvoq,ubogi
709,arm::A,piitsuuvoq,biedny
710,reich::A,pisuuvoq,bogaty
711,berühmt::A,tusaamasaq,słynny
712,fremd::A,ajasoornarpoq,obcy
713,fremd::A,ajasoornarpoq,cudzy
714,verschieden::A,allatut,różny
715,verschieden::A,tamalaat,różny
716,nah::A,qanippoq,bliski
717,fern::A,ungasippoq,daleki
718,linker::A,saamerleq,lewy
719,rechter::A,innarluissut,prawy
720,erster::A,siulleq,pierwszy
721,zweiter::A,qataatsup tullia,drugi
722,dritter::A,pingajorarterut,trzeci
723,letzter::A,kingulleq,ostatni
724,allein::ADV,kisimiippoq,sam
725,auf einmal::ADV,tassanngaannaq,naraz
726,zusammen::ADV,attaasa,razem
727,zusammen::ADV,attarmik,razem
728,lange::ADV,akuni,długo
729,plötzlich::ADV,tassanngaannaq,nagle
730,sofort::ADV,erniinnaq,natychmiast
731,später::ADV,kingorna,później
732,jetzt::ADV,maanna,teraz
733,jetzt::ADV,maanna,obecnie
734,jetzt::ADV,massakkut,teraz
735,jetzt::ADV,massakkut,obecnie
736,heute::ADV,ullumi,dziś
737,heute::ADV,ullumi,dzisiaj
