,Concept_ID,hu,lt
1552,schmücken::V,díszít,puošti
1553,schmücken::V,díszít,dabinti
1554,schmücken::V,díszít,gražinti
1555,sagen::V,mond,tarti
1556,sprechen::V,beszél,kalbėti
1557,reden::V,beszél,šnekėti
1558,sich unterhalten::V,beszélget,kalbėtis
1559,sich unterhalten::V,beszélget,šnekučiuotis
1560,fragen::V,kérdez,klausti
1561,bitten::V,kér,prašyti
1562,erzählen::V,mesél,pasakoti
1563,erzählen::V,elbeszél,pasakoti
1564,mitteilen::V,közöl,skelbti
1565,mitteilen::V,közöl,pranešti
1566,nennen::V,hív,vadinti
1567,nennen::V,hív,vardyti
1568,nennen::V,nevez,vadinti
1569,nennen::V,nevez,vardyti
1570,rufen::V,hív,šaukti
1571,rufen::V,hív,kviesti
1572,prahlen::V,dicsekszik,girtis
1573,übersetzen::V,fordít,versti
1574,übersetzen::V,fordít,išversti
1575,denken::V,gondol,galvoti
1576,glauben::V,hisz,manyti
1577,glauben::V,hisz,tikėti
1578,bemerken::V,észrevesz,pamatyti
1579,bemerken::V,észrevesz,pastebėti
1580,erkennen::V,ráismer,pažinti
1581,erkennen::V,ráismer,atpažinti
1582,erkennen::V,felismer,pažinti
1583,erkennen::V,felismer,atpažinti
1584,begreifen::V,felfog,suvokti
1585,verstehen::V,ért,suprasti
1586,verstehen::V,megért,suprasti
1587,lernen::V,tanul,mokytis
1588,lernen::V,megtanul,mokytis
1589,wissen::V,tud,žinoti
1590,sich erinnern an::V,emlékszik,prisiminti
1591,vergessen::V,felejt,užmiršti
1592,vergessen::V,elfelejt,užmiršti
1593,messen::V,mér,matuoti
1594,messen::V,megmér,matuoti
1595,zählen::V,számol,skaičiuoti
1596,zählen::V,megszámol,skaičiuoti
1597,rechnen::V,számít,skaičiuoti
1598,lesen::V,olvas,skaityti
1599,malen::V,fest,tapyti
1600,zeichnen::V,rajzol,piešti
1601,zeichnen::V,rajzol,žymėti
1602,zeichnen::V,rajzol,braižyti
1603,schreiben::V,ír,rašyti
1604,besitzen::V,birtokol,turėti
1605,kaufen::V,vesz,pirkti
1606,kaufen::V,megvesz,pirkti
1607,verkaufen::V,elad,parduoti
1608,bezahlen::V,fizet,apmokėti
1609,bezahlen::V,kifizet,apmokėti
1610,zahlen::V,fizet,mokėti
1611,zahlen::V,megfizet,mokėti
1612,beherrschen::V,ural,valdyti
1613,ertragen::V,elbír,kę̃sti
1614,ertragen::V,elbír,pakelti
1615,ertragen::V,elbír,iškę̃sti
1616,ertragen::V,elvisel,kę̃sti
1617,ertragen::V,elvisel,pakelti
1618,ertragen::V,elvisel,iškę̃sti
