,Concept_ID,hu,lt
232,Gold::N,arany,auksas
233,Silber::N,ezüst,sidabras
234,Kohle::N,szén,anglis
235,Glas::N,üveg,stiklas
236,Lehm::N,agyag,molis
237,Lehm::N,vályog,molis
238,Sand::N,homok,smėlis
239,Mensch::N,ember,žmogus
240,Mann::N,úr,vyras
241,Mann::N,úr,vyriškis
242,Mann::N,férfi,vyras
243,Mann::N,férfi,vyriškis
244,Frau::N,nő,moteris
245,Frau::N,asszony,moteris
246,Kind::N,gyerek,vaikas
247,Kind::N,gyermek,vaikas
248,Junge::N,fiú,vaikinas
249,Junge::N,fiú,berniukas
250,Mädchen::N,lány,mergytė
251,Mädchen::N,lány,mergaitė
252,Familie::N,család,šeima
253,Großvater::N,nagyapa,senelis
254,Großmutter::N,nagyanya,senelė
255,Eltern::N,szülők,tėvai
256,Vater::N,apa,tėvas
257,Vater::N,atya,tėvas
258,Mutter::N,anya,motina
259,Sohn::N,fiú,sūnus
260,Tochter::N,lány,duktė
261,Bruder::N,fivér,brolis
262,Bruder::N,testvér,brolis
263,Schwester::N,nővér,sesuo
264,Schwester::N,lánytestvér,sesuo
265,Onkel::N,nagybácsi,dėdė
266,Tante::N,nagynéni,teta
267,Ehemann::N,férj,vyras
268,Ehefrau::N,feleség,žmona
269,Freude::N,öröm,džiaugsmas
270,Gelächter::N,nevetés,juokas
271,Gelächter::N,hahotázás,juokas
272,Glück::N,boldogság,laimė
273,Kummer::N,bánat,vargas
274,Kummer::N,bánat,rūpestis
275,Wunsch::N,óhaj,troškimas
276,Wunsch::N,óhaj,pageidavimas
277,Lust::N,kedv,noras
278,Lust::N,kedv,geidulys
279,Geist::N,elme,dvasia
280,Geist::N,szellem,dvasia
281,Gedanke::N,gondolat,mintis
282,Gedächtnis::N,emlékezet,atmintis
283,Verstand::N,ész,protas
284,Verstand::N,értelem,protas
285,Sinn::N,értelem,prasmė
286,Grund::N,ok,priežastis
287,Grund::N,alap,priežastis
288,Wahrheit::N,igaz,tiesa
289,Wahrheit::N,igaz,teisybė
290,Wahrheit::N,igazság,tiesa
291,Wahrheit::N,igazság,teisybė
292,Gespräch::N,beszélgetés,pokalbis
293,Märchen::N,mese,pasaka
294,Erzählung::N,elbeszélés,apsakymas
295,Erzählung::N,elbeszélés,pasakojimas
296,Nachricht::N,hír,žinia
297,Nachricht::N,híradás,žinia
298,Neuigkeit::N,újság,naujiena
299,Name::N,név,vardas
300,Rätsel::N,rejtvény,mįslė
301,Rede::N,beszéd,kalba
302,Rede::N,szónoklat,kalba
303,Sprache::N,nyelv,kalba
304,Stimme::N,hang,balsas
305,Wort::N,szó,žodis
306,Zeichen::N,jel,žymė
307,Zeichen::N,jel,ženklas
308,Ruf::N,kiáltás,šauksmas
309,Lärm::N,zaj,triukšmas
310,Laut::N,hang,garsas
311,Ton::N,hang,tonas
312,Ton::N,hang,garsas
313,Lied::N,dal,daina
314,Lied::N,dal,giesmė
315,Lied::N,ének,daina
316,Lied::N,ének,giesmė
317,Ruhe::N,csend,ramybė
318,Ruhe::N,csend,ramumas
319,Ruhe::N,nyugalom,ramybė
320,Ruhe::N,nyugalom,ramumas
321,Leute::N,emberek,žmonės
322,Volk::N,nép,tauta
323,Arbeit::N,dolog,darbas
324,Arbeit::N,dolog,triūsas
325,Gast::N,vendég,svečias
326,Geschenk::N,ajándék,dovana
327,Spiel::N,játék,žaismas
328,Spiel::N,játék,žaidimas
329,Gesellschaft::N,társaság,draugija
330,Gesellschaft::N,társaság,kompanija
331,Hilfe::N,segítség,pagalba
332,Freund::N,barát,draugas
333,Freund::N,barát,bičiulis
334,Kamerad::N,társ,draugas
335,Angelegenheit::N,ügy,dalykas
336,Angelegenheit::N,ügy,reikalas
337,Anzahl::N,szám,kiekis
338,Anzahl::N,szám,skaičius
339,Art::N,faj,rūšis
340,Art::N,fajta,rūšis
341,Stück::N,darab,gabalas
342,Teil::N,rész,dalis
343,Hälfte::N,fél,pusė
344,Kreis::N,kör,ratas
345,Kreis::N,kör,apskritis
346,Kreis::N,kör,apskritimas
347,Kreuz::N,kereszt,kryžius
348,Linie::N,vonal,linija
349,Strich::N,vonás,brėžis
350,Strich::N,vonás,brūkšnys
351,Abstand::N,köz,atstumas
352,Entfernung::N,távolság,atstumas
353,Gegend::N,táj,vietovė
354,Gegend::N,vidék,vietovė
355,Platz::N,hely,vieta
356,Ort::N,hely,vieta
357,Ort::N,hely,vietovė
358,Seite::N,fél,pusė
359,Seite::N,fél,šonas
360,Seite::N,oldal,pusė
361,Seite::N,oldal,šonas
362,Mitte::N,közép,vidurys
363,Gegenstand::N,tárgy,dalykas
364,Sache::N,dolog,daiktas
365,Rand::N,szél,kraštas
366,Rand::N,szél,pakraštys
367,Rand::N,perem,kraštas
368,Rand::N,perem,pakraštys
369,Rand::N,szegély,kraštas
370,Rand::N,szegély,pakraštys
371,Kante::N,él,kraštas
372,Ecke::N,sarok,kertė
373,Ecke::N,sarok,kampas
374,Ecke::N,szöglet,kertė
375,Ecke::N,szöglet,kampas
376,Spitze::N,csúcs,priekis
377,Spitze::N,csúcs,priešakys
378,Ende::N,vég,galas
379,Loch::N,lyuk,skylė
380,Winkel::N,szög,kampas
381,Winkel::N,szög,kampelis
382,Muster::N,minta,raštas
383,Größe::N,nagyság,dydis
384,Größe::N,nagyság,didumas
385,Länge::N,hossz,ilgis
386,Länge::N,hossz,ilgumas
387,Länge::N,hosszúság,ilgis
388,Länge::N,hosszúság,ilgumas
389,Höhe::N,magasság,aukštis
390,Höhe::N,magasság,aukštuma
391,Gewicht::N,súly,svoris
392,Gewicht::N,súly,svarstis
393,Menge::N,sokaság,kiekis
394,Menge::N,sokaság,daugybė
395,Menge::N,mennyiség,kiekis
396,Menge::N,mennyiség,daugybė
397,Haufen::N,halom,krūva
398,Haufen::N,halom,šūsnis
399,Reihe::N,sor,greta
400,Boot::N,csónak,valtis
401,Boot::N,csónak,laivelis
402,Ruder::N,evező,irklas
403,Schlitten::N,szánkó,rogės
404,Schlitten::N,szánkó,rogutės
405,Ski::N,sí,slidė
406,Lagerfeuer::N,tábortűz,laužas
407,Last::N,teher,našta
408,Last::N,teher,nešulys
409,Gang::N,járás,eisena
410,Schritt::N,lépés,žingsnis
411,Norden::N,észak,šiaurė
412,Norden::N,észak,žiemiai
413,Süden::N,dél,pietūs
414,Westen::N,nyugat,vakarai
415,Osten::N,kelet,rytai
416,Holz::N,fa,mediena
417,Brett::N,deszka,lenta
418,Platte::N,lap,plokštė
419,Platte::N,lemez,plokštė
420,Stütze::N,támasz,atrama
421,Stütze::N,támasz,atspara
422,Stütze::N,támaszték,atrama
423,Stütze::N,támaszték,atspara
424,Stange::N,rúd,lazda
425,Stange::N,rúd,kartis
426,Stange::N,pózna,lazda
427,Stange::N,pózna,kartis
428,Stock::N,pálca,lazda
429,Stab::N,bot,kartis
430,Rohr::N,cső,vamzdis
431,Haus::N,ház,namas
432,Heim::N,otthon,namai
433,Ofen::N,kályha,krosnis
434,Fußboden::N,padló,grindys
435,Tisch::N,asztal,stalas
436,Stuhl::N,szék,kėdė
437,Wiege::N,bölcső,lopšys
438,Bett::N,ágy,lova
439,Bett::N,ágy,patalai
440,Regal::N,polc,lentyna
441,Regal::N,állvány,lentyna
442,Kiste::N,láda,dėžė
443,Fenster::N,ablak,langas
444,Tür::N,ajtó,durys
445,Tor::N,kapu,vartai
446,Zaun::N,kerítés,tvora
447,Dach::N,tető,stogas
448,Leiter::N,létra,kopėčios
449,Besen::N,seprű,šluota
450,Spaten::N,ásó,lopeta
451,Spaten::N,ásó,kastuvas
452,Schaufel::N,lapát,semtuvas
453,Gabel::N,villa,šakutė
454,Löffel::N,kanál,šaukštas
455,Messer::N,kés,peilis
456,Nagel::N,szeg,vinis
457,Netz::N,háló,tinklas
458,Haken::N,kampó,vagis
459,Haken::N,kampó,kablys
460,Griff::N,nyél,kotas
461,Griff::N,nyél,rankena
462,Griff::N,fogantyú,kotas
463,Griff::N,fogantyú,rankena
464,Schloss::N,zár,spyna
465,Schloss::N,zár,užraktas
466,Bild::N,kép,paveikslas
467,Figur::N,alak,figūra
468,Puppe::N,bábu,lėlė
469,Beutel::N,zacskó,krepšys
470,Beutel::N,zacskó,maišelis
471,Bündel::N,köteg,ryšulys
472,Tasche::N,táska,krepšelis
473,Eimer::N,vödör,kibiras
474,Deckel::N,fedő,dangtis
475,Deckel::N,fedél,dangtis
476,Geschirr::N,edény,indai
477,Sack::N,zsák,maišas
478,Tasse::N,csésze,puodukas
479,Topf::N,fazék,puodas
480,Kessel::N,üst,katilas
481,Kessel::N,bogrács,katilas
482,Essen::N,evés,valgis
483,Essen::N,étkezés,valgis
484,Nahrung::N,ennivaló,penas
485,Nahrung::N,ennivaló,maistas
486,Speise::N,étel,patiekalas
487,Fleisch::N,hús,mėsa
488,Getreide::N,gabona,javai
489,Brei::N,pép,košė
490,Brei::N,kása,košė
491,Brot::N,kenyér,duona
492,Scheibe::N,szelet,riekė
493,Fett::N,háj,taukai
494,Fett::N,háj,riebalai
495,Fett::N,zsír,taukai
496,Fett::N,zsír,riebalai
497,Butter::N,vaj,sviestas
498,Öl::N,olaj,aliejus
499,Salz::N,só,druska
500,Suppe::N,leves,sriuba
501,Honig::N,méz,medus
502,Milch::N,tej,pienas
503,Tee::N,tea,arbata
504,Leder::N,bőr,oda
505,Wolle::N,gyapjú,vilna
506,Stoff::N,szövet,audeklas
507,Nadel::N,tű,adata
508,Faden::N,fonál,gija
509,Faden::N,fonál,siūlas
510,Knopf::N,gomb,saga
511,Knoten::N,csomó,mazgas
512,Farbe::N,szín,dažai
513,Farbe::N,festék,dažai
514,Kleidung::N,ruha,rūbai
515,Kleidung::N,ruha,drabužiai
516,Kleidung::N,ruházat,rūbai
517,Kleidung::N,ruházat,drabužiai
518,Hemd::N,ing,marškiniai
519,Kragen::N,gallér,apykaklė
520,Ärmel::N,ujj,rankovė
521,Hose::N,gatya,kelnės
522,Hose::N,nadrág,kelnės
523,Gürtel::N,öv,juosta
524,Gürtel::N,öv,diržas
525,Mütze::N,sapka,kepurė
526,Schuh::N,cipő,batas
527,Stiefel::N,csizma,auliniai batai
528,Ring::N,gyűrű,žiedas
529,Band::N,szalag,kaspinas
530,Kamm::N,fésű,šukos
531,Spiegel::N,tükör,veidrodis
532,Riemen::N,szíj,diržas
533,Schnur::N,zsinór,virvė
534,Leine::N,póráz,pavadėlis
535,Decke::N,takaró,antklodė
536,Kissen::N,párna,pagalvė
537,Kissen::N,párna,priegalvis
538,Tuch::N,kendő,skarelė
539,Handtuch::N,törülköző,rankšluostis
540,Kraft::N,erő,jėga
541,Stärke::N,erő,stiprumas
542,Stärke::N,erősség,stiprumas
543,Gesundheit::N,egészség,sveikata
544,Krankheit::N,kór,liga
545,Krankheit::N,betegség,liga
546,Schmerz::N,fájdalom,skausmas
547,Wunde::N,seb,žaizda
548,Fieber::N,láz,karštis
549,Arznei::N,orvosság,vaistas
550,Arznei::N,gyógyszer,vaistas
551,Brücke::N,híd,tiltas
552,Brunnen::N,kút,šulinys
553,Weide::N,legelő,ganykla
554,Weide::N,legelő,gluosnis
555,Pfad::N,ösvény,takas
556,Weg::N,út,kelias
557,Straße::N,út,gatvė
558,Dorf::N,falu,kaimas
559,Dorf::N,falu,sodžius
560,Stadt::N,város,miestas
561,Brief::N,levél,laiškas
562,Buch::N,könyv,knyga
563,Buchstabe::N,betű,raidė
564,Zeitung::N,újság,laikraštis
565,Zeitung::N,hírlap,laikraštis
566,Leben::N,élet,gyvybė
567,Leben::N,élet,gyvenimas
568,Tod::N,halál,mirtis
569,Grab::N,sír,kapas
570,Kirche::N,templom,bažnyčia
571,Sünde::N,bűn,nuodėmė
572,Sünde::N,bűn,nusidėjimas
573,Sünde::N,vétek,nuodėmė
574,Sünde::N,vétek,nusidėjimas
575,Gott::N,isten,dievas
576,Arbeiter::N,munkás,darbininkas
577,Chef::N,főnök,šefas
578,Chef::N,főnök,vadovas
579,Chef::N,főnök,viršininkas
580,Meister::N,mester,meistras
581,Arzt::N,orvos,gydytojas
582,Lehrer::N,tanár,mokytojas
583,Lehrer::N,tanító,mokytojas
584,Geld::N,pénz,pinigai
585,Geschäft::N,üzlet,biznis
586,Laden::N,bolt,krautuvė
587,Laden::N,bolt,parduotuvė
588,Preis::N,ár,kaina
589,Ware::N,áru,prekė
590,Nutzen::N,haszon,nauda
591,Nutzen::N,haszon,pelnas
592,Reichtum::N,gazdagság,turtas
593,Welt::N,világ,pasaulis
594,Land::N,ország,žemė
595,Land::N,ország,šalis
596,Staat::N,állam,valstija
597,König::N,király,karalius
598,Macht::N,hatalom,galia
599,Macht::N,hatalom,valdžia
600,Grenze::N,határ,riba
601,Grenze::N,határ,siena
602,Krieg::N,háború,karas
603,Feind::N,ellenség,priešas
604,Gewalt::N,erőszak,jėga
605,Gewalt::N,erőszak,smurtas
606,Gewalt::N,erőszak,prievarta
607,Kampf::N,harc,kova
608,Bogen[Waffe]::N,íj,lankas
609,Pfeil::N,nyíl,strėlė
610,Gewehr::N,puska,šautuvas
611,Gewehr::N,fegyver,šautuvas
612,Fehler::N,hiba,klaida
613,Lüge::N,hazugság,melas
614,Schaden::N,kár,nuostolis
615,Schaden::N,kár,apgadinimas
616,Unglück::N,csapás,nelaimė
617,Unglück::N,balszerencse,nelaimė
618,Schuld::N,bűn,kaltė
619,Alter::N,kor,amžius
620,Schluss::N,vég,pabaiga
621,Schluss::N,befejezés,pabaiga
622,Zeit::N,idő,laikas
623,Tag::N,nap,diena
624,Morgen::N,reggel,rytas
625,Mittag::N,dél,vidurdienis
626,Abend::N,este,vakaras
627,Nacht::N,éj,naktis
628,Nacht::N,éjszaka,naktis
629,Woche::N,hét,savaitė
630,Monat::N,hó,mėnuo
631,Monat::N,hónap,mėnuo
632,Jahr::N,év,metai
633,Frühling::N,tavasz,pavasaris
634,Sommer::N,nyár,vasara
635,Herbst::N,ősz,ruduo
636,Winter::N,tél,žiema
637,Januar::N,január,sausis
638,Februar::N,február,vasaris
639,März::N,március,kovas
640,April::N,április,balandis
641,Mai::N,május,gegužė
642,Juni::N,június,birželis
643,Juli::N,július,liepa
644,August::N,augusztus,rugpjūtis
645,September::N,szeptember,rugsėjis
646,Oktober::N,október,spalis
647,November::N,november,lapkritis
648,Dezember::N,december,gruodis
649,Montag::N,hétfő,pirmadienis
650,Dienstag::N,kedd,antradienis
651,Mittwoch::N,szerda,trečiadienis
652,Donnerstag::N,csütörtök,ketvirtadienis
653,Freitag::N,péntek,penktadienis
654,Samstag::N,szombat,šeštadienis
655,Sonntag::N,vasárnap,sekmadienis
656,groß::A,nagy,didis
657,groß::A,nagy,didelis
658,klein::A,pici,mažas
659,klein::A,kicsi,mažas
660,lang::A,hosszú,ilgas
661,kurz::A,rövid,trumpas
662,breit::A,széles,platus
663,schmal::A,keskeny,smulkus
664,dicht::A,sűrű,tankus
665,dick[Gegenstand]::A,vastag,storas
666,dünn::A,vékony,plonas
667,fein::A,vékony,smulkus
668,fest::A,szilárd,kietas
669,fest::A,szilárd,tvirtas
670,flach::A,sík,lėkštas
671,flach::A,sík,plokščias
672,flach::A,lapos,lėkštas
673,flach::A,lapos,plokščias
674,glatt::A,sima,slidus
675,hart::A,kemény,kietas
676,weich::A,puha,minkštas
677,rund::A,kerek,apvalus
678,rund::A,kerek,apskritas
679,spitz::A,hegyes,aštrus
680,spitz::A,hegyes,smailus
681,scharf::A,éles,aštrus
682,stumpf::A,tompa,bukas
683,stumpf::A,tompa,atšipęs
684,stumpf::A,életlen,bukas
685,stumpf::A,életlen,atšipęs
686,schwer::A,nehéz,sunkus
687,schwer::A,súlyos,sunkus
688,schön::A,szép,gražus
689,heiß::A,forró,karštas
690,warm::A,meleg,šiltas
691,kalt::A,hideg,šaltas
692,kühl::A,hűs,vėsus
693,kühl::A,hűs,bejausmis
694,kühl::A,hűvös,vėsus
695,kühl::A,hűvös,bejausmis
696,frisch::A,üde,šviežias
697,frisch::A,friss,šviežias
698,feucht::A,nedves,drėgnas
699,nass::A,vizes,šlapias
700,trocken::A,száraz,sausas
701,voll::A,telt,pilnas
702,leer::A,üres,tuščias
703,offen::A,nyílt,atviras
704,offen::A,nyitott,atviras
705,geschlossen::A,zárt,uždaras
706,geschlossen::A,zárt,uždarytas
707,geschlossen::A,csukott,uždaras
708,geschlossen::A,csukott,uždarytas
709,sauber::A,tiszta,švarus
710,schmutzig::A,piszkos,nešvarus
711,schmutzig::A,piszkos,purvinas
712,schmutzig::A,szennyes,nešvarus
713,schmutzig::A,szennyes,purvinas
714,roh::A,nyers,žalias
715,reif::A,érett,prinokęs
716,reif::A,érett,pribrendęs
717,lecker::A,finom,gardus
718,süß::A,édes,saldus
719,bitter::A,keserű,kartus
720,sauer::A,savanyú,gižus
721,sauer::A,savanyú,rūgštus
722,hell::A,világos,šviesus
723,hell::A,világos,skaistus
724,dunkel::A,sötét,tamsus
725,schwarz::A,fekete,juodas
726,weiß::A,fehér,baltas
727,rot::A,vörös,raudonas
728,gelb::A,sárga,geltonas
729,blau::A,kék,mėlynas
730,grün::A,zöld,žalias
731,grau::A,ősz,pilkas
732,grau::A,szürke,pilkas
733,bunt::A,tarka,margas
734,bunt::A,tarka,spalvotas
735,bunt::A,színes,margas
736,bunt::A,színes,spalvotas
737,billig::A,olcsó,pigus
738,teuer::A,drága,brangus
739,wertvoll::A,értékes,vertingas
740,blind::A,vak,aklas
741,taub::A,süket,kurčias
742,kräftig::A,erős,stiprus
743,stark::A,erős,stiprus
744,schwach::A,gyenge,silpnas
745,schwach::A,erőtlen,silpnas
746,fett::A,hájas,riebus
747,schlank::A,karcsú,laibas
748,schlank::A,karcsú,lieknas
749,hübsch::A,csinos,gražus
750,böse::A,rossz,blogas
751,böse::A,gonosz,blogas
752,dumm::A,buta,paikas
753,dumm::A,buta,kvailas
754,dumm::A,ostoba,paikas
755,dumm::A,ostoba,kvailas
756,faul::A,lusta,tingus
757,fleißig::A,szorgalmas,stropus
758,fleißig::A,szorgalmas,kruopštus
759,geizig::A,fukar,šykštus
760,geizig::A,fösvény,šykštus
761,klug::A,okos,sumanus
762,klug::A,okos,protingas
763,klug::A,eszes,sumanus
764,klug::A,eszes,protingas
765,geschickt::A,ügyes,apsukrus
766,lieb::A,drága,mielas
767,lieb::A,kedves,mielas
768,lustig::A,víg,smagus
769,lustig::A,víg,linksmas
770,lustig::A,vidám,smagus
771,lustig::A,vidám,linksmas
772,sanft::A,enyhe,švelnus
773,sanft::A,enyhe,minkštas
774,hungrig::A,éhes,alkanas
775,krank::A,beteg,ligotas
776,krank::A,beteg,sergantis
777,nackt::A,csupasz,nuogas
778,nackt::A,meztelen,nuogas
779,traurig::A,bús,liūdnas
780,traurig::A,szomorú,liūdnas
781,lebendig::A,élő,gyvas
782,gut::A,jó,geras
783,schlecht::A,rossz,blogas
784,schlecht::A,rossz,prastas
785,richtig::A,helyes,tikras
786,richtig::A,helyes,teisingas
787,schlimm::A,rossz,blogas
788,schlimm::A,rossz,prastas
789,wahr::A,igaz,tikras
790,alt::A,ó,senas
791,alt::A,régi,senas
792,neu::A,új,naujas
793,ehemalig::A,volt,buvęs
794,ehemalig::A,egykori,buvęs
795,alt[Lebewesen]::A,öreg,pagyvenęs
796,jung::A,fiatal,jaunas
797,arm::A,szegény,neturtingas
798,reich::A,gazdag,turtingas
799,bekannt::A,ismert,žinomas
800,bekannt::A,ismert,pažįstamas
801,bekannt::A,ismeretes,žinomas
802,bekannt::A,ismeretes,pažįstamas
803,berühmt::A,híres,žymus
804,berühmt::A,híres,garsus
805,fremd::A,idegen,svetimas
806,verschieden::A,különböző,įvairus
807,nah::A,közeli,artimas
808,fern::A,távoli,tolimas
809,linker::A,bal,kairys
