,Concept_ID,sv,be
168,Pferd::N,häst,конь
169,Schaf::N,får,авечка
170,Schwein::N,svin,свіння
171,Hund::N,hund,сабака
172,Katze::N,katt,кошка
173,Bär::N,björn,мядзведзь
174,Eichhörnchen::N,ekorre,вавёрка
175,Elch::N,älg,лось
176,Fuchs::N,räv,ліса
177,Hase::N,hare,заяц
178,Maus::N,mus,мыш
179,Wolf::N,varg,воўк
180,Vogel::N,fågel,птах
181,Vogel::N,fågel,птушка
182,Schwarm::N,svärm,чарада
183,Huhn::N,höns,курыца
184,Hahn::N,tupp,певень
185,Gans::N,gås,гусь
186,Adler::N,örn,арол
187,Ente::N,anka,качка
188,Eule::N,uggla,сава
189,Kranich::N,trana,жораў
190,Kranich::N,trana,журавель
191,Krähe::N,kråka,варона
192,Kuckuck::N,gök,зязюля
193,Schwan::N,svan,лебедзь
194,Fisch::N,fisk,рыба
195,Barsch::N,abborre,акунь
196,Hecht::N,gädda,шчупак
197,Schlange[Tier]::N,orm,змяя
198,Wurm::N,mask,чарвяк
199,Spinne::N,spindel,павук
200,Ameise::N,myra,мурашка
201,Laus::N,lus,вош
202,Mücke::N,mygga,камар
203,Fliege::N,fluga,муха
204,Schmetterling::N,fjäril,матыль
205,Beere::N,bär,ягада
206,Apfel::N,äpple,яблык
207,Pilz::N,svamp,грыб
208,Zwiebel::N,lök,цыбуля
209,Saat::N,sådd,семя
210,Korn::N,korn,зерне
211,Heu::N,hö,сена
212,Schale::N,skal,шалупінне
213,Grube::N,grop,яма
214,Falle::N,fälla,пастка
215,Schlinge::N,snara,сіло
216,Spur::N,spår,след
217,Asche::N,aska,попел
218,Dreck::N,lort,бруд
219,Eisen::N,järn,жалеза
220,Gold::N,guld,золата
221,Silber::N,silver,сребра
222,Kohle::N,kol,вугаль
223,Glas::N,glas,шкло
224,Lehm::N,lera,гліна
225,Sand::N,sand,пясок
226,Mensch::N,människa,чалавек
227,Mann::N,man,мужчына
228,Frau::N,kvinna,жанчына
229,Kind::N,barn,дзіця
230,Junge::N,pojke,хлопчык
231,Mädchen::N,flicka,дзяўчынка
232,Familie::N,familj,сямʼя
233,Großvater::N,morfar,дзядуля
234,Großmutter::N,farmor,бабуля
235,Eltern::N,föräldrar,бацькі
236,Vater::N,far,бацька
237,Mutter::N,mor,маці
238,Sohn::N,son,сын
239,Tochter::N,dotter,дачка
240,Bruder::N,bror,брат
241,Schwester::N,syster,сястра
242,Onkel::N,morbror,дзядзька
243,Tante::N,tant,цётка
244,Ehemann::N,äkta man,муж
245,Ehefrau::N,hustru,жонка
246,Freude::N,fröjd,радасць
247,Freude::N,glädje,радасць
248,Gelächter::N,åtlöje,смех
249,Glück::N,lycka,шчасце
250,Kummer::N,sorg,гора
251,Wunsch::N,önskan,жаданне
252,Lust::N,lust,цяга
253,Geist::N,ande,дух
254,Gedanke::N,tanke,думка
255,Gedächtnis::N,minne,памяць
256,Verstand::N,förstånd,розум
257,Sinn::N,mening,сэнс
258,Sinn::N,betydelse,сэнс
259,Grund::N,skäl,зачэпка
260,Grund::N,grund,зачэпка
261,Wahrheit::N,sanning,праўда
262,Gespräch::N,samtal,размова
263,Märchen::N,saga,казка
264,Erzählung::N,berättelse,расказ
265,Erzählung::N,berättelse,апавяданне
266,Nachricht::N,meddelande,вестка
267,Nachricht::N,meddelande,паведамленне
268,Neuigkeit::N,nyhet,навіна
269,Name::N,namn,імя
270,Rätsel::N,gåta,загадка
271,Rede::N,tal,прамова
272,Sprache::N,språk,мова
273,Stimme::N,stämma,голас
274,Wort::N,ord,слова
275,Zeichen::N,tecken,знак
276,Ruf::N,rop,кліч
277,Lärm::N,bråk,шум
278,Lärm::N,oväsen,шум
279,Laut::N,ljud,гук
280,Ton::N,ton,гучанне
281,Lied::N,sång,песня
282,Ruhe::N,ro,спакой
283,Ruhe::N,lugn,спакой
284,Leute::N,folk,людзі
285,Volk::N,folk,народ
286,Arbeit::N,arbete,праца
287,Arbeit::N,arbete,работа
288,Gast::N,gäst,госць
289,Geschenk::N,gåva,падарунак
290,Geschenk::N,present,падарунак
291,Spiel::N,lek,гульня
292,Spiel::N,spel,гульня
293,Gesellschaft::N,sällskap,таварыства
294,Hilfe::N,hjälp,дапамога
295,Freund::N,vän,друг
296,Freund::N,vän,сябар
297,Kamerad::N,kamrat,прыяцель
298,Angelegenheit::N,ärende,справа
299,Angelegenheit::N,angelägenhet,справа
300,Anzahl::N,antal,колькасць
301,Art::N,art,від
302,Art::N,slag,від
303,Stück::N,stycke,кусок
304,Stück::N,stycke,кавалак
305,Teil::N,del,частка
306,Hälfte::N,halva,палова
307,Hälfte::N,halva,палавіна
308,Kreis::N,krets,круг
309,Kreis::N,cirkel,круг
310,Kreuz::N,kors,крыж
311,Kreuz::N,kryss,крыж
312,Linie::N,linje,лінія
313,Strich::N,streck,рыса
314,Abstand::N,avstånd,прамежак
315,Entfernung::N,avstånd,адлегласць
316,Gegend::N,trakt,мясцовасць
317,Platz::N,plats,месца
318,Ort::N,plats,месца
319,Ort::N,ställe,месца
320,Seite::N,sida,бок
321,Mitte::N,mitt,сярэдзіна
322,Gegenstand::N,föremål,прадмет
323,Sache::N,sak,рэч
324,Rand::N,rand,край
325,Kante::N,kant,руб
326,Kante::N,kant,кант
327,Ecke::N,vrå,вугал
328,Ecke::N,hörn,вугал
329,Spitze::N,spets,кончык
330,Ende::N,ända,канец
331,Loch::N,hål,дзірка
332,Winkel::N,vinkel,вугал
333,Muster::N,mönster,узор
334,Größe::N,storlek,памер
335,Länge::N,längd,даўжыня
336,Höhe::N,höjd,вышыня
337,Gewicht::N,tyngd,вага
338,Menge::N,mängd,колькасць
339,Haufen::N,hög,куча
340,Reihe::N,rad,рад
341,Boot::N,båt,лодка
342,Ruder::N,åra,вясло
343,Schlitten::N,släde,сані
344,Ski::N,skida,лыжа
345,Lagerfeuer::N,lägereld,вогнішча
346,Last::N,last,цяжар
347,Last::N,börda,цяжар
348,Gang::N,gång,ход
349,Schritt::N,steg,шаг
350,Schritt::N,steg,крок
351,Norden::N,norr,поўнач
352,Süden::N,söder,поўдзень
353,Westen::N,väster,захад
354,Osten::N,öster,усход
355,Holz::N,trä,дрэва
356,Holz::N,trä,драўніна
357,Brett::N,bräda,дошка
358,Platte::N,platta,пліта
359,Stütze::N,stöd,падпорка
360,Stütze::N,stötta,падпорка
361,Stange::N,stång,жэрдка
362,Stock::N,käpp,палка
363,Stock::N,pinne,палка
364,Stab::N,stav,шост
365,Rohr::N,rör,труба
366,Haus::N,hus,дом
367,Heim::N,hem,дом
368,Heim::N,hem,хата
369,Ofen::N,ugn,печ
370,Fußboden::N,golv,падлога
371,Tisch::N,bord,стол
372,Stuhl::N,stol,стул
373,Stuhl::N,stol,крэсла
374,Wiege::N,vagga,калыска
375,Bett::N,säng,ложак
376,Bett::N,säng,пасцель
377,Regal::N,hylla,паліца
378,Kiste::N,låda,скрынка
379,Fenster::N,fönster,акно
380,Tür::N,dörr,дзверы
381,Tor::N,port,вароты
382,Zaun::N,staket,агароджа
383,Zaun::N,stängsel,агароджа
384,Dach::N,tak,дах
385,Leiter::N,stege,лесвіца
386,Besen::N,kvast,мятла
387,Spaten::N,spade,лапата
388,Spaten::N,spade,жалязняк
389,Schaufel::N,skovel,шуфлік
390,Schaufel::N,skovel,лапатка
391,Schaufel::N,skyffel,шуфлік
392,Schaufel::N,skyffel,лапатка
393,Gabel::N,gaffel,відэлец
394,Löffel::N,sked,лыжка
395,Messer::N,kniv,нож
396,Nagel::N,spik,цвік
397,Netz::N,nät,сетка
398,Haken::N,krok,крук
399,Griff::N,tag,ручка
400,Griff::N,handtag,ручка
401,Schloss::N,las,замок
402,Bild::N,bild,карціна
403,Figur::N,figur,фігура
404,Puppe::N,docka,лялька
405,Beutel::N,påse,мяшок
406,Bündel::N,bunt,вязка
407,Bündel::N,knippa,вязка
408,Tasche::N,väska,торба
409,Eimer::N,hink,вядро
410,Eimer::N,ämbar,вядро
411,Deckel::N,lock,накрыўка
412,Geschirr::N,servis,пасуда
413,Geschirr::N,porslin,пасуда
414,Sack::N,säck,мех
415,Tasse::N,kopp,кубак
416,Topf::N,gryta,каструля
417,Topf::N,kastrull,каструля
418,Kessel::N,kittel,кацёл
419,Essen::N,mål,ежа
420,Nahrung::N,näring,харч
421,Speise::N,maträtt,страва
422,Fleisch::N,kött,мяса
423,Getreide::N,säd,збожжа
424,Getreide::N,spannmål,збожжа
425,Brei::N,gröt,каша
426,Brot::N,bröd,хлеб
427,Scheibe::N,skiva,луста
428,Scheibe::N,skiva,скібка
429,Fett::N,fett,тлушч
430,Butter::N,smör,масла
431,Öl::N,olja,алей
432,Salz::N,salt,соль
433,Suppe::N,soppa,суп
434,Honig::N,honung,мёд
435,Milch::N,mjölk,малако
436,Tee::N,te,чай
437,Tee::N,te,гарбата
438,Leder::N,läder,скура
439,Wolle::N,ull,воўна
440,Wolle::N,ylle,воўна
441,Stoff::N,tyg,тканіна
442,Stoff::N,stoff,тканіна
443,Nadel::N,nål,іголка
444,Faden::N,tråd,нітка
445,Knopf::N,knapp,гузік
446,Knoten::N,knut,вузел
447,Farbe::N,färg,фарба
448,Kleidung::N,klädsel,адзенне
449,Hemd::N,skjorta,кашуля
450,Kragen::N,krage,каўнер
451,Ärmel::N,ärm,рукаў
452,Hose::N,byxor,штаны
453,Gürtel::N,bälte,пояс
454,Mütze::N,mössa,шапка
455,Schuh::N,sko,чаравік
456,Stiefel::N,stövel,бот
457,Ring::N,ring,кольца
458,Band::N,band,стужка
459,Kamm::N,kam,расчоска
460,Spiegel::N,spegel,люстра
461,Riemen::N,rem,рэмень
462,Schnur::N,snöre,вяроўка
463,Leine::N,lina,павадок
464,Decke::N,täcke,коўдра
465,Kissen::N,dyna,падушка
466,Kissen::N,kudde,падушка
467,Tuch::N,sjal,хустка
468,Handtuch::N,handduk,ручнік
469,Kraft::N,kraft,сіла
470,Stärke::N,styrka,моц
471,Gesundheit::N,hälsa,здароўе
472,Krankheit::N,sjukdom,хвароба
473,Schmerz::N,smärta,боль
474,Wunde::N,sår,рана
475,Fieber::N,feber,гарачка
476,Fieber::N,feber,ліхаманка
477,Arznei::N,medicin,лекі
478,Arznei::N,läkemedel,лекі
479,Brücke::N,bro,мост
480,Brunnen::N,brunn,калодзеж
481,Weide::N,bete,паша
482,Pfad::N,stig,сцежка
483,Weg::N,väg,шлях
484,Weg::N,väg,дарога
485,Straße::N,gata,вуліца
486,Dorf::N,by,вёска
487,Stadt::N,stad,горад
488,Brief::N,brev,ліст
489,Brief::N,brev,пісьмо
490,Buch::N,bok,кніга
491,Buchstabe::N,bokstav,літара
492,Zeitung::N,tidning,газета
493,Leben::N,liv,жыццё
494,Tod::N,död,смерць
495,Grab::N,grav,магіла
496,Kirche::N,kyrka,касцёл
497,Kirche::N,kyrka,царква
498,Sünde::N,synd,грэх
499,Gott::N,gud,бог
500,Arbeiter::N,arbetare,рабочы
501,Chef::N,chef,начальнік
502,Meister::N,mästare,майстар
503,Arzt::N,läkare,урач
504,Lehrer::N,lärare,настаўнік
505,Geld::N,pengar,грошы
506,Geschäft::N,rörelse,заняцце
507,Laden::N,affär,крама
508,Laden::N,affär,магазін
509,Preis::N,pris,цана
510,Ware::N,vara,тавар
511,Nutzen::N,gagn,выгада
512,Nutzen::N,nytta,выгада
513,Reichtum::N,rikedom,багацце
514,Welt::N,värld,свет
515,Land::N,land,краіна
516,Staat::N,stat,дзяржава
517,König::N,kung,кароль
518,König::N,konung,кароль
519,Macht::N,makt,улада
520,Grenze::N,gräns,граніца
521,Krieg::N,krig,вайна
522,Feind::N,fiende,вораг
523,Gewalt::N,våld,насілле
524,Kampf::N,kamp,барацьба
525,Kampf::N,strid,барацьба
526,Bogen[Waffe]::N,båge,лук
527,Pfeil::N,pil,страла
528,Gewehr::N,gevär,ружжо
529,Fehler::N,fel,памылка
530,Lüge::N,lögn,хлусня
531,Schaden::N,skada,шкода
532,Unglück::N,otur,ліха
533,Unglück::N,otur,бядота
534,Unglück::N,olycka,ліха
535,Unglück::N,olycka,бядота
536,Schuld::N,skuld,віна
537,Alter::N,ålder,узрост
538,Schluss::N,slut,канец
539,Zeit::N,tid,час
540,Tag::N,dag,дзень
541,Morgen::N,morgon,ранак
542,Morgen::N,morgon,раніца
543,Mittag::N,middag,паўдня
544,Mittag::N,middag,поўдзень
545,Abend::N,kväll,вечар
546,Nacht::N,natt,ноч
547,Woche::N,vecka,тыдзень
548,Monat::N,månad,месяц
549,Jahr::N,år,год
550,Frühling::N,vår,вясна
551,Sommer::N,sommar,лета
552,Herbst::N,höst,восень
553,Winter::N,vinter,зіма
554,Januar::N,januari,студзень
555,Februar::N,februari,люты
556,März::N,mars,сакавік
557,April::N,april,красавік
558,Mai::N,maj,май
559,Mai::N,maj,травень
560,Juni::N,juni,чэрвень
561,Juli::N,juli,ліпень
562,August::N,augusti,жнівень
563,September::N,september,верасень
564,Oktober::N,oktober,кастрычнік
565,November::N,november,лістапад
566,Dezember::N,december,снежань
567,Montag::N,måndag,панядзелак
568,Dienstag::N,tisdag,аўторак
569,Mittwoch::N,onsdag,серада
570,Donnerstag::N,torsdag,чацвер
571,Freitag::N,fredag,пятніца
572,Samstag::N,lördag,субота
573,Sonntag::N,söndag,нядзеля
574,groß::A,stor,вялікі
575,klein::A,liten,маленькі
576,lang::A,lång,доўгі
577,kurz::A,kort,кароткі
578,breit::A,bred,шырокі
579,schmal::A,smal,вузкі
580,dicht::A,tät,густы
581,dick[Gegenstand]::A,tjock,тоўсты
582,dünn::A,tunn,тонкі
583,fein::A,fin,тонкі
584,fest::A,fast,моцны
585,flach::A,platt,плоскі
586,glatt::A,glatt,гладкі
587,hart::A,hård,цвёрды
588,weich::A,mjuk,мяккі
589,rund::A,rund,круглы
590,spitz::A,toppig,спічасты
591,spitz::A,toppig,востраканцовы
592,spitz::A,spetsig,спічасты
593,spitz::A,spetsig,востраканцовы
594,scharf::A,vass,востры
595,scharf::A,skarp,востры
596,stumpf::A,slö,тупы
597,schwer::A,tung,цяжкі
598,schön::A,skön,прыгожы
599,schön::A,vacker,прыгожы
600,heiß::A,het,гарачы
601,warm::A,varm,цёплы
602,kalt::A,kall,холадны
603,kühl::A,sval,халаднаваты
604,kühl::A,kylig,халаднаваты
605,frisch::A,färsk,свежы
606,feucht::A,fuktig,вільготны
607,nass::A,våt,мокры
608,trocken::A,torr,сухі
609,voll::A,full,поўны
610,leer::A,tom,пусты
611,offen::A,öppen,адкрыты
612,offen::A,öppen,адчынены
613,geschlossen::A,stängd,закрыты
614,geschlossen::A,stängd,зачынены
615,sauber::A,ren,чысты
616,schmutzig::A,snuskig,брудны
617,roh::A,rå,сыры
618,reif::A,mogen,спелы
619,lecker::A,läcker,смачны
620,süß::A,söt,салодкі
621,bitter::A,besk,горкі
622,bitter::A,bitter,горкі
623,sauer::A,sur,кіслы
624,hell::A,ljus,светлы
625,dunkel::A,mörk,цёмны
626,schwarz::A,svart,чорны
627,weiß::A,vit,белы
628,rot::A,röd,чырвоны
629,gelb::A,gul,жоўты
630,blau::A,blå,сіні
631,grün::A,grön,зялёны
632,grau::A,grå,шэры
633,bunt::A,brokig,пяресты
634,billig::A,billig,танны
635,teuer::A,dyr,дарагі
636,wertvoll::A,värdefull,цэнны
637,wertvoll::A,värdefull,каштоўны
638,blind::A,blind,сляпы
639,taub::A,döv,глухі
640,kräftig::A,kraftig,магутны
641,stark::A,stark,сільны
642,schwach::A,svag,слабы
643,fett::A,fet,тлусты
644,schlank::A,slank,стройны
645,hübsch::A,snygg,чароўны
646,hübsch::A,vacker,чароўны
647,böse::A,ond,злы
648,böse::A,elak,злы
649,dumm::A,dum,дурны
650,faul::A,lat,лянівы
651,fleißig::A,flitig,руплівы
652,geizig::A,snål,прагны
653,geizig::A,girig,прагны
654,klug::A,klok,разумны
655,geschickt::A,händig,умелы
656,geschickt::A,skicklig,умелы
657,lieb::A,kär,мілы
658,lieb::A,snäll,мілы
659,lustig::A,rolig,вясёлы
660,lustig::A,lustig,вясёлы
661,sanft::A,mild,ласкавы
662,hungrig::A,hungrig,галодны
663,krank::A,sjuk,хворы
664,nackt::A,naken,голы
665,traurig::A,ledsen,сумны
666,traurig::A,sorgsen,сумны
667,lebendig::A,levande,жывы
668,gut::A,bra,добры
669,schlecht::A,dålig,кепскі
670,richtig::A,riktig,правільны
671,schlimm::A,illa,агідны
672,wahr::A,sann,сапраўдны
673,alt::A,gammal,стары
674,neu::A,ny,новы
675,ehemalig::A,forn,былы
676,ehemalig::A,tidigare,былы
677,alt[Lebewesen]::A,gammal,стары
678,jung::A,ung,малады
679,arm::A,fattig,бедны
680,reich::A,rik,багаты
681,bekannt::A,känd,знаёмы
682,berühmt::A,berömd,славуты
683,fremd::A,främmande,чужы
684,verschieden::A,åtskillig,розны
685,nah::A,nära,блізкі
686,fern::A,fjärran,далёкі
687,linker::A,vänster,левы
688,rechter::A,höger,правы
689,anderer::A,annan,іншы
690,anderer::A,annan,другі
691,erster::A,första,першы
692,zweiter::A,andra,другі
693,dritter::A,tredje,трэці
694,letzter::A,sist,апошні
695,allein::ADV,allena,сам
696,allein::ADV,allena,адзін
697,auf einmal::ADV,på en gång,адразу
698,zusammen::ADV,tillsammans,разам
699,lange::ADV,länge,доўга
700,plötzlich::ADV,plötsligt,раптам
701,sofort::ADV,strax,зараз
702,sofort::ADV,genast,зараз
703,später::ADV,senare,пазней
704,jetzt::ADV,nu,цяпер
705,heute::ADV,i dag,сёння
706,morgen::ADV,i morgon,заўтра
707,bald::ADV,snart,хутка
708,bald::ADV,snart,неўзабаве
709,dann::ADV,då,потым
710,gestern::ADV,i går,учора
711,einst::ADV,en gång,аднойчы
712,damals::ADV,då,тады
713,damals::ADV,den gången,тады
714,danach::ADV,därefter,затым
715,vorher::ADV,före,раней
716,vorher::ADV,förut,раней
717,zuerst::ADV,först,спярша
718,zuerst::ADV,först,спачатку
719,einmal::ADV,en gång,адзін раз
720,manchmal::ADV,ibland,часам
721,oft::ADV,ofta,часта
722,immer::ADV,alltid,заўсёды
723,niemals::ADV,aldrig,ніколі
724,hier::ADV,här,тут
725,hierhin::ADV,hit,сюды
726,von hier::ADV,härifrån,адсюль
727,von hier::ADV,härifrån,адгэтуль
728,dort::ADV,där,там
729,dorthin::ADV,dit,туды
730,geradeaus::ADV,rätt fram,прама
731,vorwärts::ADV,fram,наперад
732,vorwärts::ADV,framåt,наперад
733,rückwärts::ADV,baklänges,назад
734,zurück::ADV,tillbaka,назад
735,unten::ADV,nere,унізе
736,unten::ADV,nedanför,унізе
737,hinab::ADV,ned,уніз
738,hinab::ADV,nedåt,уніз
739,oben::ADV,ovan,угары
740,oben::ADV,ovan,наверсе
741,oben::ADV,ovanpå,угары
742,oben::ADV,ovanpå,наверсе
743,hinauf::ADV,upp,угару
744,hinauf::ADV,uppåt,угару
745,überall::ADV,överallt,усюды
746,nicht::ADV,ej,не
747,nicht::ADV,inte,не
748,ein wenig::ADV,litet,трошкі
749,kaum::ADV,knappt,ледзьве
750,kaum::ADV,knappast,ледзьве
751,sehr::ADV,mycket,вельмі
752,so::ADV,så,так
753,noch::ADV,än,яшчэ
754,noch::ADV,ännu,яшчэ
755,nur::ADV,bara,толькі
756,nur::ADV,endast,толькі
757,schon::ADV,redan,ужо
758,wieder::ADV,åter,зноў
759,vergebens::ADV,förgäves,дарма
760,vergebens::ADV,förgäves,дарэмна
761,vor::PRP,utanför,перад
762,hinter::PRP,bakom,за
763,hinter::PRP,bakom,ззаду
764,unter::PRP,under,пад
765,durch::PRP,genom,праз
766,durch::PRP,igenom,праз
767,neben::PRP,bredvid,каля
768,neben::PRP,vid sidan av,каля
769,zwischen::PRP,mellan,між
770,zwischen::PRP,mellan,паміж
771,wegen::PRP,på grund av,з-за
772,dies::PRN,detta,гэта
773,das::PRN,det,тое
774,alles::PRN,allt,усё
775,ich::PRN,jag,я
776,du::PRN,du,ты
777,er::PRN,han,ён
778,wir::PRN,vi,мы
779,ihr::PRN,ni,вы
780,sie::PRN,de,яны
781,was::FPRN,vad,што
782,wer::FPRN,vem,хто
783,wo::FADV,var,дзе
784,wohin::FADV,vart,куды
785,wie::FADV,hur,як
786,warum::FADV,varför,чаму
787,wieviel::FNUM,hur mycket,колькі
788,eins::NUM,en,адзін
789,eins::NUM,ett,адзін
790,zwei::NUM,två,два
791,drei::NUM,tre,тры
792,vier::NUM,fyra,чатыры
793,fünf::NUM,fem,пяць
794,sechs::NUM,sex,шесць
795,sieben::NUM,sju,сем
796,acht::NUM,åtta,восем
797,neun::NUM,nio,дзевяць
798,zehn::NUM,tio,дзесяць
799,elf::NUM,elva,адзінаццаць
800,zwölf::NUM,tolv,дванаццаць
801,zwanzig::NUM,tjugo,дваццаць
802,dreißig::NUM,trettio,трыццаць
803,vierzig::NUM,fyrtio,сорак
804,fünfzig::NUM,femtio,пядзесят
805,sechzig::NUM,sextio,шесдзесят
806,siebzig::NUM,sjuttio,семдзесят
807,achtzig::NUM,åttio,восемдзесят
808,neunzig::NUM,nittio,дзевяноста
809,hundert::NUM,hundra,сто
810,tausend::NUM,tusen,тысяча
811,und::CNJ,och,і
812,und::CNJ,och,ды
813,oder::CNJ,eller,або
814,stehen::V,stå,стаяць
815,sitzen::V,sitta,сядзець
816,liegen::V,ligga,ляжаць
817,hängen::V,hänga,вісець
818,werden::V,bli,стаць
819,werden::V,bli,зрабіцца
820,passieren::V,ske,трапіцца
821,passieren::V,hända,трапіцца
822,beginnen::V,börja,пачацца
823,enden::V,ända,кончыцца
824,wechseln::V,växla,мяняцца
825,aufgehen[Sonne]::V,gå upp,узысці
826,untergehen[Sonne]::V,gå ned,зайсці
827,scheinen[Sonne]::V,skina,свяціць
828,donnern::V,dundra,грымець
829,wehen::V,blåsa,дзьмуць
830,strömen::V,forsa,ліцца
831,strömen::V,strömma,ліцца
832,fließen::V,flyta,цячы
833,sich drehen::V,snurra,круціцца
834,sich drehen::V,snurra,варочацца
835,schwanken::V,vackla,хістацца
836,schwingen::V,svinga,гайдацца
837,schwingen::V,svinga,калыхацца
838,fallen::V,falla,падаць
839,brennen::V,brinna,гарэць
840,rauchen::V,ryka,дымець
841,regnen::V,regna,дажджыць
842,gefrieren::V,frysa,замерзнуць
