,Concept_ID,nl,te
77,Wetter::N,weer,వాతావరణ స్థితి
78,Nebel::N,mist,పొగమంచు
79,Nebel::N,nevel,పొగమంచు
80,Wolke::N,wolk,మేఘము
81,Regen::N,regen,వాన
82,Schnee::N,sneeuw,హిమము
83,Eis::N,ijs,మంచుగడ్డ
84,Frost::N,vorst,పేరిన మంచు
85,Kälte::N,kou,చలి
86,Kälte::N,koude,చలి
87,Hitze::N,hitte,వేడిమి
88,Raureif::N,rijp,మంచు
89,Regenbogen::N,regenboog,ఇంద్రధనుస్సు
90,Donner::N,donder,ఉరుము
91,Strömung::N,stroming,ప్రవాహము
92,Tropfen::N,druppel,చుక్క
93,Schaum::N,schuim,నురుగు
94,Schmutz::N,vuil,మైల
95,See::N,meer,సరస్సు
96,Sumpf::N,moeras,చిత్తడినేల
97,Moor::N,veen,చిత్తడినేల
98,Wiese::N,wei,పచ్చిక బయలు
99,Wiese::N,weide,పచ్చిక బయలు
100,Wald::N,bos,అడవి
101,Hügel::N,heuvel,చివ్నకొండ
102,Anhöhe::N,hoogte,కొండ
103,Berg::N,berg,పర్వతము
104,Gipfel::N,top,శిఖరము
105,Höhle::N,hol,గుహ
106,Abhang::N,helling,ఏటవాలు
107,Quelle::N,bron,మూలము
108,Bach::N,beek,కాలువ
109,Fluss::N,stroom,నది
110,Ufer::N,wal,తీరము
111,Ufer::N,oever,తీరము
112,Küste::N,kust,తీరము
113,Festland::N,vasteland,భూమి
114,Meer::N,zee,సముద్రము
115,Bucht::N,baai,మరుగు
116,Bucht::N,inham,మరుగు
117,Insel::N,eiland,దీవి
118,Blume::N,bloem,పుష్పము
119,Gras::N,gras,పచ్చగడ్డి
120,Wurzel::N,wortel,వేరు
121,Baum::N,boom,చెట్టు
122,Stamm::N,stam,చెట్టుబోదె
123,Rinde::N,schors,చెట్టుపట్ట
124,Ast::N,tak,కొమ్మ
125,Zweig::N,twijg,చివుకు
126,Blatt::N,blad,ఆకు
127,Birke::N,berk,తరహా చెట్టు
128,Kiefer[Baum]::N,den,దేవదారు చెట్టు
129,Weide[Baum]::N,wilg,జాతిచెట్టు
130,Tanne::N,spar,దేవదారుచెట్టు
131,Horn::N,hoorn,కొమ్ము
132,Feder::N,veer,ఈక
133,Feder::N,pluim,ఈక
134,Fell::N,vel,తోలు
135,Flügel::N,vleugel,ఱెక్క
136,Klaue::N,klauw,వంకరగోరు
137,Kralle::N,klauw,వంకరగోరు
138,Schwanz::N,staart,తోక
139,Ei::N,ei,గ్రుడ్డు
140,Nest::N,nest,పక్షిగూడు
141,Bau::N,hol,గుహ
142,Tier::N,dier,జంతువు
143,Herde::N,kudde,మంద
144,Kuh::N,koe,ఆవు
145,Bulle::N,stier,గిత్త
146,Pferd::N,paard,గుఱ్ఱము
147,Schaf::N,schaap,గొఱ్ఱె
148,Schwein::N,varken,పంది
149,Hund::N,hond,కుక్క
150,Katze::N,kat,పిల్లి
151,Bär::N,beer,ఎలుగుబంటి
152,Eichhörnchen::N,eekhoorntje,ఉడుత
153,Elch::N,eland,కణంజు
154,Fuchs::N,vos,గుంటనక్క
155,Hase::N,haas,కుందేలు
156,Maus::N,muis,చిట్టెలుక
157,Wolf::N,wolf,తోడేలు
158,Vogel::N,vogel,పక్షి
159,Schwarm::N,zwerm,గుంపు
160,Huhn::N,kip,కోడిపిల్ల
161,Huhn::N,hoen,కోడిపిల్ల
162,Hahn::N,haan,కోడివుంజు
163,Gans::N,gans,ఆడుబాతు
164,Adler::N,arend,గ్రద్ద
165,Ente::N,eend,పాట్టిబాతు
166,Eule::N,uil,గ్రుడ్లగూబ
167,Kranich::N,kraanvogel,కొంగ
168,Krähe::N,kraai,కాకి
169,Kuckuck::N,koekoek,కోయల
170,Schwan::N,zwaan,హంస
171,Fisch::N,vis,చేప
172,Barsch::N,baars,ఒకచేఁప
173,Hecht::N,snoek,గండుమీను
174,Schlange[Tier]::N,slang,పాము
175,Wurm::N,worm,పురుగు
176,Spinne::N,spin,సాలె పురుగు
177,Ameise::N,mier,చీమ
178,Laus::N,luis,పేను
179,Mücke::N,mug,చీకటీగ
180,Fliege::N,vlieg,ఈగ
181,Schmetterling::N,vlinder,సీతాకోకచిలుక
182,Beere::N,bes,కాయ
183,Apfel::N,appel,ఆపిల్ పండు
184,Pilz::N,paddestoel,కుక్కగొడుగు
185,Zwiebel::N,ui,నీరుల్లి
186,Saat::N,zaad,విత్తనము
187,Korn::N,graan,గింజ
188,Korn::N,korrel,గింజ
189,Heu::N,hooi,ఎండుగడ్డి
190,Schale::N,schil,పొట్టు
191,Grube::N,kuil,గొయ్యి
192,Falle::N,val,బోను
193,Schlinge::N,strop,ఉరి
194,Spur::N,spoor,జాడ
195,Asche::N,as,బూడిద
196,Dreck::N,drek,ముఱికి
197,Eisen::N,ijzer,ఇనుము
198,Gold::N,goud,బంగారము
199,Silber::N,zilver,వెండి
200,Kohle::N,kool,నేలబొగ్గు
201,Glas::N,glas,గాజు
202,Lehm::N,klei,బంకమన్ను
203,Sand::N,zand,ఇసుక
204,Mensch::N,mens,నరుడు
205,Mann::N,man,పురుమడు
206,Frau::N,vrouw,ఆడుది
207,Kind::N,kind,బిడ్డ
208,Junge::N,jongen,బాలుడు
209,Mädchen::N,meisje,బాలిక
210,Familie::N,gezin,కుటుంబము
211,Familie::N,familie,కుటుంబము
212,Großvater::N,grootvader,తాత
213,Großmutter::N,grootmoeder,అయ్యమ్మ
214,Eltern::N,ouders,తల్లితండ్రులు
215,Vater::N,vader,తండ్రి
216,Mutter::N,moeder,తల్లి
217,Sohn::N,zoon,కొడుకు
218,Tochter::N,dochter,కూతురు
219,Bruder::N,broer,పోదరుడు
220,Bruder::N,broeder,పోదరుడు
221,Schwester::N,zus,సోదరి
222,Schwester::N,zuster,సోదరి
223,Onkel::N,oom,మేనమామ
224,Tante::N,tante,మేనత్త
225,Tante::N,tante,పినతల్లి
226,Ehemann::N,echtgenoot,భర్త
227,Ehefrau::N,echtgenote,భార్య
228,Freude::N,vreugde,సంతోషము
229,Gelächter::N,gelach,నవ్వు
230,Glück::N,geluk,సంతోషము
231,Kummer::N,verdriet,దుఃఖము
232,Wunsch::N,wens,కోరిక
233,Wunsch::N,verlangen,కోరిక
234,Lust::N,zin,కోరిక
235,Lust::N,lust,కోరిక
236,Geist::N,geest,ఆత్మ
237,Gedanke::N,gedachte,ఆలోచన
238,Gedächtnis::N,geheugen,జ్ఞాపకము
239,Verstand::N,verstand,మనస్సు
240,Sinn::N,betekenis,అర్థము
241,Grund::N,reden,కారణము
242,Wahrheit::N,waarheid,సత్యము
243,Gespräch::N,gesprek,పంభాషణ
244,Märchen::N,sprookje,అద్భుతకథ
245,Erzählung::N,verhaal,కథ
246,Nachricht::N,tijding,వార్త
247,Neuigkeit::N,nieuws,వార్త
248,Neuigkeit::N,nieuwtje,వార్త
249,Name::N,naam,పేరు
250,Rätsel::N,raadsel,చిక్కు
251,Rede::N,rede,ఉపన్యాసము
252,Sprache::N,taal,భాష
253,Stimme::N,stem,కంరథ్సని
254,Wort::N,woord,మాట
255,Zeichen::N,teken,గుర్తు
256,Ruf::N,roep,పిలువు
257,Lärm::N,lawaai,సందడి
258,Laut::N,klank,ధ్వని
259,Laut::N,geluid,ధ్వని
260,Ton::N,toon,స్వరము
261,Ton::N,klank,స్వరము
262,Lied::N,lied,పాట
263,Ruhe::N,rust,గాలిలేమి
264,Ruhe::N,stilte,గాలిలేమి
265,Leute::N,lui,జనులు
266,Leute::N,mensen,జనులు
267,Volk::N,volk,జాతి
268,Arbeit::N,werk,పని
269,Arbeit::N,arbeid,పని
270,Gast::N,gast,అతిధి
271,Geschenk::N,cadeau,దానము
272,Geschenk::N,geschenk,దానము
273,Spiel::N,spel,ఆట
274,Gesellschaft::N,gezelschap,జట్టు
275,Hilfe::N,hulp,సాహాయ్యము
276,Freund::N,vriend,స్నేహితుడు
277,Kamerad::N,maat,చెలికాడు
278,Kamerad::N,metgezel,చెలికాడు
279,Angelegenheit::N,zaak,విషయము
280,Angelegenheit::N,aangelegenheid,విషయము
281,Anzahl::N,tal,లెక్క
282,Anzahl::N,aantal,లెక్క
283,Art::N,slag,జాతి
284,Art::N,soort,జాతి
285,Stück::N,stuk,తునుక
286,Teil::N,deel,భాగము
287,Hälfte::N,helft,సగము
288,Kreis::N,kring,వృత్తము
289,Kreis::N,cirkel,వృత్తము
290,Kreuz::N,kruis,సిలువ
291,Linie::N,lijn,గీత
292,Strich::N,haal,గీత
293,Strich::N,streep,గీత
294,Abstand::N,afstand,సందు
295,Entfernung::N,afstand,దూరము
296,Gegend::N,streek,విస్తీర్ణము
297,Platz::N,ruimte,ఎడము
298,Ort::N,oord,స్థలము
299,Ort::N,plaats,స్థలము
300,Seite::N,zij,ప్రక్క
301,Seite::N,kant,ప్రక్క
302,Seite::N,zijde,ప్రక్క
303,Mitte::N,midden,నడిమి
304,Gegenstand::N,voorwerp,పద్దు
305,Sache::N,zaak,వస్తువు
306,Rand::N,rand,అంచు
307,Rand::N,boord,అంచు
308,Kante::N,kant,అంచు
309,Ecke::N,hoek,మూల
310,Spitze::N,punt,మొన
311,Spitze::N,spits,మొన
312,Ende::N,einde,కొన
313,Ende::N,uiteinde,కొన
314,Loch::N,gat,రంధ్రము
315,Winkel::N,hoek,కోణము
316,Muster::N,dessin,మాదిరి
317,Muster::N,patroon,మాదిరి
318,Größe::N,grootte,పరిమాణము
319,Länge::N,lengte,పొడుగు
320,Höhe::N,hoogte,పొడుగు
321,Gewicht::N,gewicht,భారము
322,Menge::N,hoeveelheid,మొత్తము
323,Haufen::N,hoop,రాశి
324,Reihe::N,rij,వరుస
325,Reihe::N,reeks,వరుస
326,Boot::N,boot,పడవ
327,Ruder::N,roeiriem,అడక
328,Schlitten::N,slee,సరవండ్లు
329,Schlitten::N,slede,సరవండ్లు
330,Ski::N,ski,స్కీ
331,Lagerfeuer::N,kampvuur,నెగడు
332,Last::N,last,బరువు
333,Last::N,vracht,బరువు
334,Gang::N,wandeling,నడక
335,Schritt::N,stap,అడుగు
336,Schritt::N,schrede,అడుగు
337,Norden::N,noorden,ఉత్తరదిక్కు
338,Süden::N,zuiden,దక్షిణము
339,Westen::N,westen,పడమర
340,Osten::N,oosten,తూర్పు
341,Holz::N,hout,కొయ్య
342,Brett::N,plank,పలక
343,Platte::N,plaat,పలక
344,Stütze::N,stut,వాల్సేడ్లు
345,Stütze::N,steun,వాల్సేడ్లు
346,Stange::N,stang,స్తంభము
347,Stock::N,stok,కఱ్ఱ
348,Stab::N,staf,కఱ్ఱ
349,Rohr::N,pijp,గొట్టము
350,Haus::N,huis,ఇల్లు
351,Heim::N,tehuis,స్వగృహము
352,Ofen::N,kachel,పొయ్యి
353,Fußboden::N,vloer,నేల
354,Tisch::N,tafel,మేజా
355,Stuhl::N,stoel,కుర్చీ
356,Wiege::N,wieg,ఉయ్యాల
357,Bett::N,bed,పడక
358,Bett::N,bed,మంచం
359,Regal::N,rek,అటక
360,Kiste::N,kist,వెట్టె
361,Fenster::N,raam,కిటికి
362,Fenster::N,venster,కిటికి
363,Tür::N,deur,ద్వారము
364,Tor::N,poort,ద్వారము
365,Zaun::N,omheining,కంచె
366,Dach::N,dak,ఇంటివైకప్పు
367,Leiter::N,ladder,నిచ్చెన
368,Besen::N,bezem,చీపురుకట్ట
369,Spaten::N,schop,పాఱ
370,Schaufel::N,schep,పాఱ
371,Gabel::N,vork,ముండ్లగరిటె
372,Löffel::N,lepel,గరిటె
373,Messer::N,mes,కత్తి
374,Nagel::N,spijker,మేకు
375,Netz::N,net,వల
376,Haken::N,haak,కొక్కెము
377,Griff::N,handvat,పిడి
378,Schloss::N,slot,తాళము
379,Bild::N,beeld,చిత్రము
380,Figur::N,figuur,రూపము
381,Puppe::N,pop,బొమ్మ
382,Beutel::N,zak,సంచి
383,Beutel::N,buidel,సంచి
384,Bündel::N,pak,మూట
385,Bündel::N,bundel,మూట
386,Tasche::N,tas,సంచి
387,Eimer::N,emmer,చేద
388,Deckel::N,deksel,మూత
389,Geschirr::N,vaatwerk,వంటకాలు
390,Sack::N,zak,గోనెసంచి
391,Tasse::N,kop,గిన్నె
392,Topf::N,pan,కుండ
393,Kessel::N,ketel,నీరుకాచుపాత్ర
394,Essen::N,eten,ఆహారము
395,Nahrung::N,voedsel,ఆహారము
396,Speise::N,spijs,ఆహారము
397,Fleisch::N,vlees,మాంసము
398,Getreide::N,graan,ధాన్యము
399,Brei::N,pap,గుజ్జు
400,Brei::N,brij,గుజ్జు
401,Brot::N,brood,రొట్టె
402,Scheibe::N,plak,బద్ద
403,Scheibe::N,snede,బద్ద
404,Fett::N,vet,క్రొవ్వు
405,Butter::N,boter,వెన్న
406,Öl::N,olie,నూనె
407,Salz::N,zout,ఉప్పు
408,Suppe::N,soep,చారు
409,Honig::N,honing,తెనె
410,Milch::N,melk,పాలు
411,Tee::N,thee,తేనీరు
412,Leder::N,leer,బాగుచేసివతోలు
413,Leder::N,leder,బాగుచేసివతోలు
414,Wolle::N,wol,ఉన్ని
415,Stoff::N,stof,బట్ట
416,Nadel::N,naald,సూది
417,Faden::N,draad,దారము
418,Knopf::N,knoop,బొత్తాము
419,Knoten::N,knoop,ముడి
420,Farbe::N,verf,రంగు
421,Kleidung::N,kledij,బట్టలు
422,Kleidung::N,kleding,బట్టలు
423,Hemd::N,hemd,చొక్కాయ
424,Kragen::N,kraag,మాల
425,Ärmel::N,mouw,చొక్కాయచెయ్యి
426,Hose::N,broek,ఇజారు
427,Hose::N,pantalon,ఇజారు
428,Gürtel::N,riem,పటకా
429,Gürtel::N,gordel,పటకా
430,Mütze::N,muts,టోపి
431,Schuh::N,schoen,పాదరక్ష
432,Stiefel::N,laars,బూటు
433,Ring::N,ring,ఉంగరము
434,Band::N,lint,నాడా
435,Kamm::N,kam,దువ్వెన
436,Spiegel::N,spiegel,అద్దము
437,Riemen::N,riem,వాడా
438,Schnur::N,koord,దారము
439,Leine::N,lijn,వారు
440,Decke::N,deken,కంబళి
441,Kissen::N,kussen,తలగడ
442,Tuch::N,doek,బట్ట
443,Handtuch::N,handdoek,తువాలు
444,Kraft::N,kracht,బలము
445,Stärke::N,sterkte,శక్తి
446,Gesundheit::N,gezondheid,ఆరోగ్యము
447,Krankheit::N,ziekte,రోగము
448,Schmerz::N,pijn,నొప్పి
449,Wunde::N,wond,గాయము
450,Fieber::N,koorts,జ్వరము
451,Arznei::N,medicament,మందు
452,Arznei::N,geneesmiddel,మందు
453,Brücke::N,brug,వంతెన
454,Brunnen::N,put,బావి
455,Brunnen::N,put,కూపము
456,Brunnen::N,put,నుయ్యి
457,Brunnen::N,bron,బావి
458,Brunnen::N,bron,కూపము
459,Brunnen::N,bron,నుయ్యి
460,Weide::N,wei,పచ్చికబయలు
461,Weide::N,weide,పచ్చికబయలు
462,Pfad::N,pad,కాలిత్రోవ
463,Weg::N,weg,మార్గము
464,Straße::N,baan,బాట
465,Straße::N,straat,బాట
466,Dorf::N,dorp,గ్రామము
467,Stadt::N,stad,పట్టణము
468,Brief::N,brief,జాబు
469,Buch::N,boek,పుస్తకము
470,Buchstabe::N,letter,అక్షరము
471,Zeitung::N,krant,వార్తాపత్రిక
472,Zeitung::N,dagblad,వార్తాపత్రిక
473,Leben::N,leven,ప్రాణము
474,Tod::N,dood,మరణము
475,Grab::N,graf,సమాధి
476,Kirche::N,kerk,క్రెస్తవులగుడి
477,Sünde::N,zonde,పాపము
478,Gott::N,god,దేవుడు
479,Arbeiter::N,arbeider,పనిపాటుచేశేవాడు
480,Chef::N,chef,యజమానుడు
481,Meister::N,meester,కళాకారుడు
482,Arzt::N,arts,వైద్యుడు
483,Arzt::N,dokter,వైద్యుడు
484,Lehrer::N,leraar,ఉపాధ్యాయుడు
485,Lehrer::N,onderwijzer,ఉపాధ్యాయుడు
486,Geld::N,geld,ద్రవ్యము
487,Geschäft::N,zaak,వ్యాపారము
488,Laden::N,winkel,అంగడి
489,Preis::N,prijs,వెల
490,Ware::N,waar,సరకులు
491,Nutzen::N,nut,ప్రయోజనము
492,Nutzen::N,voordeel,ప్రయోజనము
493,Reichtum::N,rijkdom,ధనము
494,Welt::N,wereld,ప్రపంచము
495,Land::N,land,దేశము
496,Staat::N,staat,రాజ్యము
497,König::N,koning,రాజు
498,Macht::N,macht,అధికారము
499,Grenze::N,grens,సరిహద్దు
500,Krieg::N,oorlog,యుద్ధము
501,Feind::N,vijand,శత్రువు
502,Gewalt::N,geweld,దౌర్జన్యము
503,Kampf::N,strijd,పోట్లాట
504,Kampf::N,gevecht,పోట్లాట
505,Bogen[Waffe]::N,boog,విల్లు
506,Pfeil::N,pijl,బాణము
507,Gewehr::N,geweer,తుపాకి
508,Fehler::N,fout,తప్ప
509,Lüge::N,leugen,అసత్యము
510,Schaden::N,schade,నష్టము
511,Unglück::N,tegenspoed,దురదృష్టము
512,Schuld::N,schuld,తప్పు
513,Alter::N,leeftijd,వయస్సు
514,Schluss::N,slot,ముగింపు
515,Zeit::N,tijd,కాలము
516,Tag::N,dag,దినము
517,Morgen::N,morgen,ఉదయము
518,Morgen::N,ochtend,ఉదయము
519,Mittag::N,middag,మధ్యాహ్నము
520,Abend::N,avond,సాయంకాలము
521,Nacht::N,nacht,రత్రి
522,Woche::N,week,వారము
523,Monat::N,maand,నెల
524,Jahr::N,jaar,సంవత్సరము
525,Frühling::N,lente,వసంతకాలము
526,Frühling::N,voorjaar,వసంతకాలము
527,Sommer::N,zomer,వేసవికాము
528,Herbst::N,herfst,ఆకురాలుకాలము
529,Winter::N,winter,శీతకాలము
530,Januar::N,januari,జనవరి
531,Februar::N,februari,ఫిబ్రవరి
532,März::N,maart,మార్చి
533,April::N,april,ఏప్రిలు
534,Mai::N,mei,మే
535,Juni::N,juni,జూన్
536,Juli::N,juli,జూలై
537,August::N,augustus,ఆగస్టు
538,September::N,september,సెప్ఠెంబరు
539,Oktober::N,oktober,అక్టోబరు
540,November::N,november,నవంబరు
541,Dezember::N,december,డిసెంబర్
542,Montag::N,maandag,సోమవారము
543,Dienstag::N,dinsdag,మంగళవారము
544,Mittwoch::N,woensdag,బుధవారము
545,Donnerstag::N,donderdag,గురువారము
546,Freitag::N,vrijdag,శుక్రవారము
547,Samstag::N,zaterdag,శనివారము
548,Sonntag::N,zondag,ఆదివారము
549,groß::A,groot,గొప్పైన
550,klein::A,klein,చిన్న
551,lang::A,lang,పొడుగాటి
552,kurz::A,kort,పొట్టి
553,breit::A,breed,వెడల్పైన
554,schmal::A,smal,ఇఱుకైన
555,dicht::A,dicht,దట్టమైన
556,dick[Gegenstand]::A,dik,దట్టమైన
557,dünn::A,dun,పలుచని
558,fein::A,fijn,నాజాకైన
559,fest::A,vast,దృడమైవ
560,flach::A,plat,చదువైన
561,glatt::A,glad,నున్నని
562,hart::A,hard,కఠినమైన
563,weich::A,week,మృదువైన
564,rund::A,rond,గుండ్రని
565,spitz::A,spits,మొనగల
566,spitz::A,puntig,మొనగల
567,scharf::A,scherp,పదనైన
568,stumpf::A,stomp,వాడిలేని
569,schwer::A,zwaar,బరువ్తెన
570,schön::A,mooi,సుందరమైన
571,schön::A,fraai,సుందరమైన
572,heiß::A,heet,వేడియైన
573,warm::A,warm,వెచ్చని
574,kalt::A,koud,చల్లని
575,kühl::A,koel,చల్లని
576,frisch::A,fris,తాజాయైన
577,feucht::A,vochtig,చెమ్మగానున్న
578,nass::A,nat,తడిగామన్న
579,trocken::A,droog,ఎండిన
580,voll::A,vol,నిండు
581,leer::A,leeg,శూన్యమైన
582,offen::A,open,తెఱచియున్న
583,geschlossen::A,gesloten,మూసిన
584,sauber::A,net,పరిశుద్ధమైన
585,sauber::A,schoon,పరిశుద్ధమైన
586,schmutzig::A,vuil,ముఱికియైన
587,roh::A,rauw,పచ్చి
588,reif::A,rijp,పండివ
589,lecker::A,lekker,రుచి గల
590,süß::A,zoet,తియ్యని
591,bitter::A,bitter,చేదైన
592,sauer::A,zuur,పుల్లని
593,hell::A,licht,కాంతిగల
594,hell::A,helder,కాంతిగల
595,dunkel::A,donker,చీకటియైన
596,schwarz::A,zwart,నల్లని
597,weiß::A,wit,తెలుపు
598,rot::A,rood,ఎఱ్ఱని
599,gelb::A,geel,పసుపు పచ్చ
600,blau::A,blauw,నీలవర్ణము
601,grün::A,groen,ఆకుపచ్చని
602,grau::A,grijs,నెరిసిన
603,bunt::A,bont,రంగేలీ
604,billig::A,goedkoop,చౌకయైన
605,teuer::A,duur,వెలపొడుగైన
606,wertvoll::A,kostbaar,విలుప్తెన
607,wertvoll::A,waardevol,విలుప్తెన
608,blind::A,blind,గ్రుడ్డి
609,taub::A,doof,చెవిటి
610,kräftig::A,krachtig,శక్తి గల
611,stark::A,sterk,బలమైన
612,schwach::A,zwak,బలహీనమైన
613,fett::A,vet,క్రొవ్విన
614,schlank::A,slank,సన్నని
615,hübsch::A,leuk,సాగప్తెన
616,böse::A,kwaad,చెడ్డ
617,dumm::A,dom,తెలివిలేని
618,faul::A,lui,సోమరియైన
619,fleißig::A,vlijtig,శ్రద్దగల
620,geizig::A,gierig,పిసినారియైన
621,klug::A,slim,తెలివిగల
622,klug::A,schrander,తెలివిగల
623,klug::A,verstandig,తెలివిగల
624,geschickt::A,handig,నిపుణతగల
625,geschickt::A,vaardig,నిపుణతగల
626,lieb::A,lief,ప్రియమైన
627,lustig::A,vrolijk,ఉల్లాసము గల
628,sanft::A,zacht,సాధువైన
629,hungrig::A,hongerig,ఆకలిగొనిన
630,krank::A,ziek,వ్యాధిగల
631,nackt::A,naakt,దిగంబరమైన
632,traurig::A,treurig,విచారముగల
633,traurig::A,bedroefd,విచారముగల
634,lebendig::A,levend,ప్రాణముతో నున్న
635,gut::A,goed,మంచి
636,schlecht::A,slecht,చెడ్డ
637,richtig::A,juist,సరియైన
638,schlimm::A,erg,అసహ్యమైన
639,schlimm::A,kwaad,అసహ్యమైన
640,wahr::A,waar,నిజమైన
641,alt::A,oud,ముసలి
642,neu::A,nieuw,క్రొత్త
643,ehemalig::A,voormalig,పూర్వపు
644,alt[Lebewesen]::A,oud,ముసలి
645,jung::A,jong,పసి
646,arm::A,arm,బీద
647,reich::A,rijk,ధనవంతుడైన
648,bekannt::A,bekend,తెలిసిన
649,berühmt::A,beroemd,ప్రపిద్దికెక్కివ
650,fremd::A,vreemd,అన్యమైన
651,verschieden::A,verscheiden,భేదమైన
652,verschieden::A,verschillend,భేదమైన
653,nah::A,nabij,దగ్గఱనున్న
654,nah::A,nabijgelegen,దగ్గఱనున్న
655,fern::A,ver,దూరమందున్న
656,linker::A,linker,ఎడమప్రక్కగ
657,rechter::A,rechter,కుడి
658,anderer::A,andere,వేఱ్తెన
659,erster::A,eerste,మొదటి
660,zweiter::A,tweede,రెండన
661,dritter::A,derde,మూడో
662,letzter::A,laatste,కడపటి
663,allein::ADV,alleen,ఒంటిగా
664,auf einmal::ADV,ineens,హరాత్తుగ
665,auf einmal::ADV,tegelijk,హరాత్తుగ
666,zusammen::ADV,samen,కలిసి
667,zusammen::ADV,bijeen,కలిసి
668,lange::ADV,lang,బహుకాలము
669,plötzlich::ADV,eensklaps,హరాత్తుగ
670,plötzlich::ADV,plotsklaps,హరాత్తుగ
671,sofort::ADV,terstond,తక్షణము
672,sofort::ADV,aanstonds,తక్షణము
673,sofort::ADV,onmiddelijk,తక్షణము
674,später::ADV,later,ఇటీవలి
675,jetzt::ADV,nu,ఇప్పుడు
676,jetzt::ADV,nou,ఇప్పుడు
677,jetzt::ADV,thans,ఇప్పుడు
678,heute::ADV,heden,నేడు
679,heute::ADV,vandaag,నేడు
680,morgen::ADV,morgen,ఱేపు
681,bald::ADV,gauw,శీఘ్రముగ
682,bald::ADV,weldra,శీఘ్రముగ
683,dann::ADV,dan,అప్పుడు
684,dann::ADV,toen,అప్పుడు
685,gestern::ADV,gisteren,నిన్నటి దినము
686,einst::ADV,eens,పూర్వమొకప్పుడు
687,damals::ADV,toen,అప్పుడు
688,damals::ADV,destijds,అప్పుడు
689,danach::ADV,daarna,అప్పుడు
690,vorher::ADV,vooraf,ఎదుట
691,vorher::ADV,van tevoren,ఎదుట
692,zuerst::ADV,eerst,మొదటిలో
693,zuerst::ADV,het eerst,మొదటిలో
694,einmal::ADV,eens,ఒకసారి
695,einmal::ADV,eenmaal,ఒకసారి
696,manchmal::ADV,soms,అప్పటప్పటికి
697,oft::ADV,vaak,తఱచుగా
698,oft::ADV,dikwijls,తఱచుగా
699,immer::ADV,altijd,ఎల్లప్పుడు
700,niemals::ADV,nooit,ఎప్పుడునులేదు
701,hier::ADV,hier,ఇక్కడ
702,hierhin::ADV,hierheen,ఇక్కడకు
703,von hier::ADV,van hier,ఇక్కడనుండి
704,von hier::ADV,hiervandaan,ఇక్కడనుండి
705,dort::ADV,daar,అక్కడ
706,dort::ADV,ginds,అక్కడ
