,Concept_ID,cs,ru
847,schlafen::V,spát,спать
848,aufwachen::V,probudit se,проснуться
849,aufstehen::V,vstát,встать
850,sich erholen::V,zotavovat se,отдыхать
851,krank werden::V,onemocnět,заболеть
852,krank sein::V,být nemocný,болеть
853,schmerzen::V,bolet,болеть
854,husten::V,kašlat,кашлять
855,genesen::V,uzdravit se,поправиться
856,sterben::V,umřít,умереть
857,umkommen::V,zahynout,погибнуть
858,sich bewegen::V,pohnout se,двигаться
859,sich rühren::V,hnout se,шевельнуться
860,sich erheben::V,zdvihnout se,встать
861,sich setzen::V,posadit se,сесть
862,hinfallen::V,upadnout,упасть
863,laufen::V,běžet,ходить
864,schreiten::V,kráčet,шагать
865,spazierengehen::V,procházet se,гулять
866,eilen::V,spěchat,спешить
867,sich beeilen::V,pospíšit si,торопиться
868,sausen::V,fičet,мчаться
869,rennen::V,pádit,бегать
870,springen::V,skákat,прыгать
871,klettern::V,lézt,лазать
872,klettern::V,šplhat,лазать
873,schaukeln::V,houpat,раскачиваться
874,kriechen::V,lézt,ползать
875,kriechen::V,plazit se,ползать
876,schwimmen::V,plavat,плавать
877,tauchen::V,nořit se,нырять
878,rudern::V,veslovat,грести
879,fahren::V,jet,ехать
880,fahren::V,jezdit,ехать
881,fliegen::V,létat,летать
882,gehen::V,jít,идти
883,weggehen::V,odejít,уйти
884,abfahren::V,odjet,отправиться
885,anhalten::V,zastavit se,остановиться
886,hineingehen::V,vcházet se,входить
887,eintreten::V,vstoupit,войти
888,kommen::V,přijít,прийти
889,ankommen::V,dojít,прибыть
890,zurückkommen::V,vrátit se,возвратиться
891,bleiben::V,zůstat,остаться
892,warten::V,čekat,ждать
893,erwarten::V,čekat na,ожидать
894,suchen::V,hledat,искать
895,finden::V,najít,найти
896,versuchen::V,zkoušet,пытаться
897,vorbereiten::V,připravit,подготовить
898,lieben::V,milovat,любить
899,mögen::V,mít rád,любить
900,lachen::V,smát se,смеяться
901,rühren::V,dojmout,растрогать
902,weinen::V,plakat,плакать
903,schimpfen::V,nadávat,ругаться
904,sich ärgern::V,pohoršit se,сердиться
905,sich fürchten::V,bát se,бояться
906,fürchten::V,bát se,бояться
907,fliehen::V,utéct,убегать
908,flüchten::V,prchnout,убежать
909,sehen::V,vidět,видеть
910,anschauen::V,podívat se na,посмотреть
911,ansehen::V,sledovat,смотреть
912,hören::V,slyšet,слышать
913,zuhören::V,poslouchat,слушать
914,probieren::V,ochutnávat,пробовать
915,riechen::V,cítit,нюхать
916,fühlen::V,cítit,чувствовать
917,scheinen::V,zdát se,казаться
918,zu sehen sein::V,moci být viděn,виднеться
919,vernehmen::V,uslyšet,услышать
920,frieren::V,mrznout,мерзнуть
921,tun::V,dělat,делать
922,können::V,moct,мочь
923,können::V,moct,уметь
924,wollen::V,chtít,хотеть
925,anfangen::V,začít,начать
926,beenden::V,ukončit,закончить
927,aufhören::V,přestat,перестать
928,gelingen::V,podařit se,удаться
929,geraten::V,dařit se,оказаться
930,öffnen::V,otevřít,открыть
931,schließen::V,zavřít,закрыть
932,stellen::V,postavit,поставить
933,setzen::V,posadit,посадить
934,legen::V,klást,класть
935,legen::V,položit,класть
936,berühren::V,dotýkat se,трогать
937,verbinden::V,spojit,связать
938,bedecken::V,pokrýt,покрыть
939,aufhängen::V,oběsit,повесить
940,aufhängen::V,pověsit,повесить
941,anzünden::V,zapálit,зажечь
942,anzünden::V,podpálit,зажечь
943,aufheben::V,zvednout,поднять
944,aufheben::V,zdvihnout,поднять
945,zurücklassen::V,zanechat,оставить
946,verlieren::V,ztratit,потерять
947,fallen lassen::V,upustit,уронить
948,machen::V,udělat,сделать
949,herstellen::V,vyrobit,изготовить
950,bauen::V,stavět,строить
951,bauen::V,budovat,строить
952,reparieren::V,opravit,чинить
953,verbessern::V,zlepšit,улучшить
954,ändern::V,změnit,изменить
955,graben::V,rýt,копать
956,graben::V,kopat,копать
957,beugen::V,ohnout,согнуть
958,biegen::V,ohnout,погнуть
959,drehen::V,točit,вертеть
960,wenden::V,obrátit,повернуть
961,umdrehen::V,obrátit,перевернуть
962,heben::V,zdvihnout,поднимать
963,hochheben::V,zvednout,поднять
964,ergreifen::V,chopit se,схватить
965,halten::V,držet,держать
966,drücken::V,stisknout,нажимать
967,schieben::V,posouvat,толкать
968,kratzen::V,škrábat,скрести
969,lecken::V,lízat,лизать
970,beißen::V,kousat,кусать
971,abreißen::V,utrhat,оторвать
972,abreißen::V,odtrhat,оторвать
973,abschneiden::V,uřezat,отрезать
974,abschneiden::V,ukrojit,отрезать
975,binden::V,přivázat,вязать
976,stecken::V,strčit,воткнуть
977,brechen::V,lomit,сломать
978,klopfen::V,ťukat,стучать
979,klopfen::V,klepat,стучать
980,hauen::V,bít,бить
981,kleben::V,lepit,клеить
982,reiben::V,třít,тереть
983,streichen::V,mazat,намазать
984,schleifen::V,brousit,точить
985,schneiden::V,řezat,резать
986,schneiden::V,střihat,резать
987,rütteln::V,třást,шатать
988,rütteln::V,otřást,шатать
989,schütteln::V,třást,трясти
990,schütteln::V,zatřást,трясти
991,schwenken::V,mávat,махать
992,schütten::V,nasypat,налить
993,füllen::V,naplnit,наполнить
994,einwickeln::V,zavinout,завернуть
995,tragen::V,nést,нести
996,schleppen::V,vléct,тащить
997,ziehen::V,tahat,тянуть
998,ziehen::V,táhnout,тянуть
999,aufbewahren::V,schovat,хранить
1000,werfen::V,házet,бросать
1001,fangen::V,chytat,ловить
1002,packen::V,uchvátit,схватить
1003,verstecken::V,schovat,спрятать
1004,teilen::V,rozdělit,разделить
1005,schicken::V,posílat,посылать
1006,bringen::V,přinést,принести
1007,hinzufügen::V,připojit,добавить
1008,bekommen::V,dostat,достать
1009,erhalten::V,uchovat,получить
1010,nehmen::V,vzít,взять
1011,wählen::V,zvolit,выбрать
1012,auswählen::V,vybrat,отобрать
1013,bewahren::V,uchránit,сохранить
1014,behindern::V,překážet,препятствовать
1015,verderben::V,zkazit,испортить
1016,beschädigen::V,porušit,повредить
1017,beschädigen::V,poškodit,повредить
1018,zerbrechen::V,rozlámat,разбить
1019,zerreißen::V,roztrhnout,разорвать
1020,zerstören::V,zničit,разрушить
1021,verbrennen::V,spálit,сжечь
1022,geben::V,dát,дать
1023,reichen::V,podat,передать
1024,schenken::V,darovat,дарить
1025,versprechen::V,slíbit,обещать
1026,wünschen::V,přát,желать
1027,loben::V,chválit,хвалить
1028,küssen::V,líbat,целовать
1029,wiegen::V,chovat,качать
1030,wiegen::V,kolébat,качать
1031,zudecken::V,přikrýt,накрыть
1032,zudecken::V,přiklopit,накрыть
1033,wecken::V,vzbudit,разбудить
1034,zeigen::V,ukázat,показать
1035,führen::V,vést,вести
1036,lehren::V,učit,учить
1037,unterrichten::V,vyučovat,преподавать
1038,aufziehen::V,vychovat,воспитать
1039,leiten::V,vodit,руководить
1040,antreiben::V,nutit,подгонять
1041,lassen::V,dát,заставить
1042,einladen::V,pozvat,пригласить
1043,vereinigen::V,spojit,объединить
1044,besuchen::V,návštívit,посетить
1045,treffen::V,potkat,встретить
1046,sich versammeln::V,shromáždit se,собраться
1047,spielen::V,hrát,играть
1048,singen::V,zpívat,петь
1049,tanzen::V,tančit,плясать
1050,tanzen::V,tančit,танцевать
1051,sich trennen::V,rozejít se,расстаться
1052,verlassen::V,opustit,покинуть
1053,retten::V,zachránit,спасти
1054,bewachen::V,hlídat,охранять
1055,schützen::V,chránit,уберегать
1056,verteidigen::V,obhájit,защитить
1057,sich schlagen::V,bít se,драться
1058,schießen::V,střílet,стрелять
1059,siegen::V,zvítězit,победить
1060,ärgern::V,zlobit,сердить
1061,ärgern::V,pohoršit,сердить
1062,schlagen::V,udeřit,ударить
1063,schlagen::V,praštit,ударить
1064,treten::V,kopnout,пинать
1065,stechen::V,bodnout,уколоть
1066,stechen::V,píchnout,уколоть
1067,stoßen::V,strčit,толкнуть
1068,stehlen::V,ukrást,украсть
1069,stören::V,vyrušit,помешать
1070,belästigen::V,obtěžovat,надоедать
1071,verbergen::V,skrýt,скрыть
1072,täuschen::V,klamat,обмануть
1073,betrügen::V,podvést,смошенничать
1074,töten::V,zabít,убить
1075,wohnen::V,bydlit,проживать
1076,arbeiten::V,pracovat,работать
1077,sammeln::V,sebrat,собрать
1078,pflücken::V,česat,рвать
1079,pflücken::V,česat,срывать
1080,jagen::V,uhonit,охотиться
1081,fischen::V,chytat ryby,рыбачить
1082,fassen::V,ulovit,поймать
1083,hüten::V,pást,пасти
1084,treiben::V,hnát,гнать
1085,anbinden::V,přivázat,привязать
1086,füttern::V,krmit,кормить
1087,melken::V,dojit,доить
1088,hacken::V,seknout,рубить
1089,gießen::V,zalít,полить
1090,reifen::V,uzrát,созреть
1091,zubereiten::V,připravit,приготовить
1092,kochen::V,vařit,варить
1093,backen::V,péct,печь
1094,braten::V,smažit,жарить
1095,umrühren::V,zamíchat,перемешать
1096,stricken::V,plést,вязать
1097,nähen::V,šít,шить
1098,färben::V,nabarvit,покрасить
1099,reinigen::V,očistit,очистить
1100,waschen::V,mýt,стирать
1101,abwischen::V,utřít,вытереть
1102,spülen::V,spláchnout,полоскать
1103,fegen::V,zamést,подметать
1104,kehren::V,mést,мести
1105,baden::V,koupat se,купаться
1106,sich waschen::V,mýt se,мыться
1107,ausziehen::V,svléct,снять
1108,anziehen::V,obléct,надеть
1109,sich anziehen::V,oblékat se,одеться
1110,kämmen::V,učesat,причесать
1111,schmücken::V,ozdobit,украсить
1112,sagen::V,říct,сказать
1113,sprechen::V,mluvit,говорить
1114,reden::V,hovořit,разговаривать
1115,sich unterhalten::V,povídat se,беседовать
1116,fragen::V,zeptat se,спросить
1117,bitten::V,prosit,просить
1118,erzählen::V,povídat,рассказать
1119,mitteilen::V,sdělit,сообщить
1120,mitteilen::V,oznámit,сообщить
1121,nennen::V,nazvat,назвать
1122,rufen::V,volat,звать
1123,rufen::V,zavolat,звать
1124,prahlen::V,chlubit se,хвастаться
1125,übersetzen::V,přeložit,перевести
1126,denken::V,myslit,думать
1127,glauben::V,věřit,верить
1128,bemerken::V,zpozorovat,заметить
1129,erkennen::V,poznat,узнать
1130,begreifen::V,pochopit,понять
1131,begreifen::V,pochopit,постичь
1132,verstehen::V,porozumět,услышать
1133,lernen::V,učit se,учиться
1134,wissen::V,vědět,знать
1135,sich erinnern an::V,vzpomínat si na,вспомнить
1136,vergessen::V,zapomínat,забыть
1137,messen::V,měřit,мерить
1138,zählen::V,spočítat,считать
1139,rechnen::V,počítat,считать
1140,lesen::V,číst,читать
1141,malen::V,malovat,рисовать
1142,zeichnen::V,rýsovat,рисовать
1143,schreiben::V,psát,писать
1144,besitzen::V,mít,иметь
1145,besitzen::V,vlastnit,иметь
1146,kaufen::V,koupit,купить
1147,verkaufen::V,prodat,продать
1148,bezahlen::V,zaplatit,заплатить
1149,zahlen::V,platit,платить
1150,beherrschen::V,ovládat,владеть
1151,ertragen::V,snést,вытерпеть
