,Concept_ID,br,es
333,Norden::N,norzh,norte
334,Norden::N,hanternoz,norte
335,Süden::N,su,sur
336,Süden::N,kreisteiz,sur
337,Westen::N,kuzh-heol,oeste
338,Osten::N,reter,este
339,Osten::N,sav-heol,este
340,Holz::N,koad,madera
341,Brett::N,plankenn,tabla
342,Platte::N,plakenn,placa
343,Platte::N,plakenn,plancha
344,Stütze::N,harp,sostén
345,Stütze::N,harp,soporte
346,Stange::N,sparl,vara
347,Stange::N,sparl,percha
348,Stock::N,bazh,palo
349,Stock::N,bazh,bastón
350,Stab::N,bazh,vara
351,Stab::N,bazh,bastón
352,Rohr::N,tub,tubo
353,Rohr::N,korz,tubo
354,Haus::N,ti,casa
355,Heim::N,kêr,hogar
356,Ofen::N,forn,estufa
357,Fußboden::N,plañchod,suelo
358,Tisch::N,taol,mesa
359,Stuhl::N,kador,silla
360,Wiege::N,kavell,cuna
361,Bett::N,gwele,cama
362,Regal::N,estajerenn,estantería
363,Kiste::N,kased,caja
364,Fenster::N,prenestr,ventana
365,Tür::N,dor,puerta
366,Tor::N,portal,puerta
367,Zaun::N,sklotur,valla
368,Zaun::N,sklotur,cercado
369,Dach::N,toenn,techo
370,Dach::N,toenn,tejado
371,Leiter::N,skeul,escalera
372,Besen::N,skubell,escoba
373,Spaten::N,pal,pala
374,Schaufel::N,pal,pala
375,Schaufel::N,pal,paleta
376,Gabel::N,fourchetez,tenedor
377,Löffel::N,loa,cuchara
378,Messer::N,kontell,cuchillo
379,Nagel::N,tach,clavo
380,Netz::N,roued,red
381,Haken::N,krog,gancho
382,Haken::N,krog,corchete
383,Griff::N,kemer,asa
384,Griff::N,kemer,mango
385,Schloss::N,potenn,cerradura
386,Bild::N,skeudenn,imagen
387,Figur::N,skeud,figura
388,Figur::N,figur,figura
389,Puppe::N,merc'hodenn,muñeca
390,Beutel::N,sac'h,bolsa
391,Bündel::N,feskenn,haz
392,Tasche::N,sac'h,bolso
393,Eimer::N,sailh,cubo
394,Deckel::N,pallenn,tapa
395,Deckel::N,pallenn,tapadera
396,Geschirr::N,listriaj,vajilla
397,Sack::N,sac'h,saco
398,Tasse::N,tas,taza
399,Topf::N,pod,olla
400,Topf::N,pod,marmita
401,Kessel::N,chaodouron,caldera
402,Essen::N,pred,comida
403,Nahrung::N,boued,alimento
404,Speise::N,meuz,plato
405,Fleisch::N,kig,carne
406,Getreide::N,ed,cereales
407,Brei::N,yod,puré
408,Brei::N,yod,papilla
409,Brot::N,bara,pan
410,Scheibe::N,tailhenn,lonja
411,Scheibe::N,tailhenn,rebanada
412,Fett::N,lard,grasa
413,Butter::N,amann,mantequilla
414,Öl::N,eoul,aceite
415,Salz::N,holen,sal
416,Suppe::N,soubenn,sopa
417,Honig::N,mel,miel
418,Milch::N,laezh,leche
419,Tee::N,te,té
420,Leder::N,lêr,cuero
421,Wolle::N,gloan,lana
422,Stoff::N,danvez,tela
423,Stoff::N,danvez,tejido
424,Nadel::N,nadoz,aguja
425,Faden::N,neudenn,hilo
426,Knopf::N,bouton,botón
427,Knoten::N,skoulm,nudo
428,Farbe::N,liv,pintura
429,Kleidung::N,dilhad,ropa
430,Kleidung::N,dilhad,vestidos
431,Hemd::N,roc'hed,camisa
432,Kragen::N,gouzoug,cuello
433,Ärmel::N,milgin,manga
434,Hose::N,bragoù,pantalón
435,Gürtel::N,gouriz,cinturón
436,Mütze::N,boned,gorro
437,Schuh::N,botez,zapato
438,Stiefel::N,botez,bota
439,Ring::N,gwalenn,anillo
440,Band::N,bagad,cinta
441,Kamm::N,krib,peine
442,Spiegel::N,melezour,espejo
443,Riemen::N,lerenn,correa
444,Schnur::N,kordenn,cuerda
445,Leine::N,roll,correa
446,Decke::N,golo,manta
447,Kissen::N,goubenner,almohada
448,Tuch::N,mezher,pañuelo
449,Handtuch::N,toailhon,toalla
450,Kraft::N,nerzh,fuerza
451,Stärke::N,nerzhder,fuerza
452,Gesundheit::N,yec'hed,salud
453,Krankheit::N,klañved,enfermedad
454,Schmerz::N,poan,dolor
455,Schmerz::N,droug,dolor
456,Wunde::N,gloazadenn,llaga
457,Wunde::N,gloazadenn,herida
458,Fieber::N,terzhienn,fiebre
459,Arznei::N,louzoù,medicina
460,Arznei::N,louzoù,medicamento
461,Brücke::N,pont,puente
462,Brunnen::N,puñs,pozo
463,Weide::N,prad,pasto
464,Pfad::N,gwenodenn,sendero
465,Weg::N,hent,camino
466,Straße::N,ru,vía
467,Straße::N,ru,carretera
468,Straße::N,hent,vía
469,Straße::N,hent,carretera
470,Dorf::N,kêr,aldea
471,Dorf::N,kêr,pueblo
472,Dorf::N,kêriadenn,aldea
473,Dorf::N,kêriadenn,pueblo
474,Stadt::N,kêr,ciudad
475,Brief::N,lizher,carta
476,Buch::N,levr,libro
477,Buchstabe::N,lizherenn,letra
478,Buchstabe::N,lizherenn,carácter
479,Zeitung::N,kazetenn,diario
480,Zeitung::N,kazetenn,periódico
481,Leben::N,buhez,vida
482,Tod::N,marv,muerte
483,Grab::N,bez,tumba
484,Grab::N,bez,sepulcro
485,Kirche::N,iliz,iglesia
486,Sünde::N,pec'hed,pecado
487,Gott::N,doue,dios
488,Arbeiter::N,labourer,obrero
489,Arbeiter::N,labourer,trabajador
490,Arbeiter::N,micherour,obrero
491,Arbeiter::N,micherour,trabajador
492,Chef::N,penn,jefe
493,Meister::N,mestr,maestro
494,Arzt::N,mezeg,médico
495,Arzt::N,medisin,médico
496,Lehrer::N,skolaer,profesor
497,Lehrer::N,kelenner,profesor
498,Geld::N,arc'hant,dinero
499,Geschäft::N,stal,negocio
500,Laden::N,stal,tienda
501,Preis::N,priz,precio
502,Ware::N,marc'hadourezh,mercancía
503,Nutzen::N,gounidegezh,provecho
504,Nutzen::N,lañs,provecho
505,Nutzen::N,profit,provecho
506,Nutzen::N,spleit,provecho
507,Reichtum::N,pinvidigezh,riqueza
508,Welt::N,douar,mundo
509,Land::N,bro,país
510,Staat::N,stad,Estado
511,König::N,roue,rey
512,Macht::N,galloud,poder
513,Macht::N,galloud,potencia
514,Grenze::N,harzoù,frontera
515,Krieg::N,brezel,guerra
516,Feind::N,eneber,enemigo
517,Gewalt::N,tâerder,violencia
518,Kampf::N,kann,lucha
519,Kampf::N,kann,combate
520,Bogen[Waffe]::N,gwareg,arco
521,Pfeil::N,saezh,flecha
522,Gewehr::N,fuzuilh,fusil
523,Gewehr::N,fuzuilh,escopeta
524,Fehler::N,fazi,error
525,Lüge::N,gaou,mentira
526,Schaden::N,gwall,daño
527,Unglück::N,gwalleur,desgracia
528,Schuld::N,kablusted,culpa
529,Schuld::N,pec'hedigezh,culpa
530,Alter::N,oad,edad
531,Schluss::N,diwezh,fin
532,Schluss::N,diwezh,final
533,Zeit::N,amzer,tiempo
534,Tag::N,deizh,día
535,Morgen::N,beure,mañana
536,Morgen::N,mintin,mañana
537,Mittag::N,kreisteiz,mediodía
538,Abend::N,abardaez,noche
539,Nacht::N,noz,noche
540,Woche::N,sizhun,semana
541,Monat::N,miz,mes
542,Jahr::N,bloaz,año
543,Frühling::N,nevezamzer,primavera
544,Sommer::N,hañv,verano
545,Herbst::N,diskaramzer,otoño
546,Winter::N,goañv,invierno
547,Januar::N,Genver,enero
548,Februar::N,C'hwevrer,febrero
549,März::N,Meurzh,marzo
550,April::N,Ebrel,abril
551,Mai::N,Mae,mayo
552,Juni::N,Mezheven,junio
553,Juli::N,Gouhere,julio
554,August::N,Eost,agosto
555,September::N,Gwengolo,septiembre
556,Oktober::N,Here,octubre
557,November::N,Du,noviembre
558,Dezember::N,Kerzu,diciembre
559,Montag::N,Lun,lunes
560,Dienstag::N,Meurzh,martes
561,Mittwoch::N,Merc'her,miércoles
562,Donnerstag::N,Yaou,jueves
563,Freitag::N,Gwener,viernes
564,Samstag::N,Sadorn,sábado
565,Sonntag::N,Sul,domingo
566,groß::A,bras,grande
567,klein::A,bihan,pequeño
568,lang::A,hir,largo
569,kurz::A,berr,corto
570,breit::A,ledan,ancho
571,schmal::A,strizh,estrecho
572,dicht::A,stank,denso
573,dick[Gegenstand]::A,tev,grueso
574,dünn::A,moan,fino
575,dünn::A,moan,delgado
576,fein::A,munut,fino
577,fein::A,munut,delicado
578,fest::A,start,firme
579,fest::A,start,sólido
580,flach::A,plaen,plano
581,glatt::A,lintr,liso
582,glatt::A,levn,liso
583,hart::A,kalet,duro
584,weich::A,blot,muelle
585,rund::A,ront,redondo
586,spitz::A,poentet,agudo
587,spitz::A,poentet,apuntado
588,scharf::A,dremm,agudo
589,scharf::A,dremm,afilado
590,stumpf::A,talsoc'h,sin filo
591,schwer::A,pounner,pesado
592,schön::A,kaer,bello
593,schön::A,kaer,hermoso
594,heiß::A,tomm,caluroso
595,warm::A,tomm,cálido
596,warm::A,tomm,caliente
597,kalt::A,yen,frío
598,kühl::A,yen,fresco
599,frisch::A,fresk,fresco
600,feucht::A,gleb,húmedo
601,nass::A,gleb,mojado
602,trocken::A,sec'h,seco
603,voll::A,leun,lleno
604,leer::A,goullo,vacío
605,offen::A,digor,abierto
606,geschlossen::A,serr,cerrado
607,sauber::A,naet,limpio
608,schmutzig::A,lous,sucio
609,roh::A,kriz,crudo
610,reif::A,darev,maduro
611,lecker::A,lipous,rico
612,lecker::A,lipous,sabroso
613,lecker::A,saourus,rico
614,lecker::A,saourus,sabroso
615,süß::A,dous,dulce
616,bitter::A,c'hwerv,amargo
617,sauer::A,trenk,agrio
618,hell::A,sklaer,claro
619,dunkel::A,teñval,oscuro
620,schwarz::A,du,negro
621,weiß::A,gwenn,blanco
622,rot::A,ruz,rojo
623,gelb::A,melen,amarillo
624,blau::A,glas,azul
625,grün::A,gwer,verde
626,grau::A,louet,gris
627,bunt::A,liesliv,multicolor
628,billig::A,marc'had-mat,barato
629,teuer::A,ker,caro
630,wertvoll::A,prizius,valioso
631,wertvoll::A,prizius,precioso
632,blind::A,dall,ciego
633,taub::A,bouzar,sordo
634,kräftig::A,start,fuerte
635,stark::A,kreñv,fuerte
636,stark::A,kreñv,vigoroso
637,schwach::A,gwan,débil
638,fett::A,lard,obeso
639,schlank::A,sinkl,esbelto
640,hübsch::A,koant,mono
641,hübsch::A,koant,guapo
642,böse::A,gwall,malo
643,dumm::A,glep,tonto
644,dumm::A,glep,estúpido
645,faul::A,lezirek,vago
646,faul::A,lezirek,perezoso
647,fleißig::A,studius,aplicado
648,fleißig::A,studius,diligente
649,geizig::A,tost,avaro
650,klug::A,speredek,sensato
651,klug::A,speredek,inteligente
652,geschickt::A,dornet,hábil
653,lieb::A,koant,querido
654,lustig::A,laouen,alegre
655,sanft::A,flour,suave
656,hungrig::A,marnaon,hambriento
657,krank::A,klañv,enfermo
658,nackt::A,noazh,desnudo
659,traurig::A,trist,triste
660,lebendig::A,bev,vivo
661,lebendig::A,bev,viviente
662,gut::A,mad,bueno
663,schlecht::A,fall,malo
664,schlecht::A,gwall,malo
665,richtig::A,reizh,justo
666,richtig::A,reizh,correcto
667,schlimm::A,gwall,malo
668,schlimm::A,gwall,grave
669,wahr::A,gwir,verídico
670,wahr::A,gwir,verdadero
671,alt::A,kozh,viejo
672,neu::A,nevez,nuevo
673,ehemalig::A,kozh,antiguo
674,alt[Lebewesen]::A,kozh,viejo
675,jung::A,yaouank,joven
676,arm::A,paour,pobre
677,reich::A,pinvidik,rico
678,bekannt::A,anavezet,conocido
679,berühmt::A,brudet,famoso
680,berühmt::A,brudet,célebre
681,fremd::A,dizanav,extraño
682,verschieden::A,disheñel,diverso
683,verschieden::A,disheñel,distinto
684,verschieden::A,disheñel,diferente
685,nah::A,nes,cercano
686,fern::A,diabell,lejano
687,linker::A,kleiz,izquierdo
688,rechter::A,dehoù,derecho
689,anderer::A,all,otro
690,erster::A,kentañ,primero
691,zweiter::A,eil,segundo
692,dritter::A,trede,tercero
693,letzter::A,diwezhañ,último
694,allein::ADV,e-unan,a solo
695,auf einmal::ADV,ar un dro,de una vez
696,zusammen::ADV,asambles,juntos
697,lange::ADV,pell,mucho tiempo
698,plötzlich::ADV,en un taol,de repente
699,sofort::ADV,diouzhtu,en seguida
700,später::ADV,diwezhatoc'h,más tarde
701,jetzt::ADV,bremañ,ahora
702,heute::ADV,hiziv,hoy
703,morgen::ADV,arc'hoazh,mañana
704,bald::ADV,hepdale,pronto
705,bald::ADV,hepdale,en breve
706,dann::ADV,a-c'houde,luego
707,dann::ADV,a-c'houde,entonces
708,gestern::ADV,dec'h,ayer
709,einst::ADV,gwechall,antaño
710,damals::ADV,neuze,entonces
711,danach::ADV,goude,después
712,vorher::ADV,diagent,antes
713,zuerst::ADV,da gentañ,primero
714,einmal::ADV,ur wech,una vez
715,manchmal::ADV,a-wechoù,a veces
716,oft::ADV,alies,a menudo
717,oft::ADV,alies,con frecuencia
718,immer::ADV,atav,siempre
719,immer::ADV,bepred,siempre
720,niemals::ADV,gwech ebet,jamás
721,hier::ADV,amañ,aquí
722,hierhin::ADV,dre amañ,acá
723,von hier::ADV,alemañ,desde aquí
724,dort::ADV,aze,ahí
725,dort::ADV,aze,allí
726,dort::ADV,ahont,ahí
727,dort::ADV,ahont,allí
728,dorthin::ADV,di,allí
729,dorthin::ADV,di,hacia allí
730,dorthin::ADV,aze,allí
731,dorthin::ADV,aze,hacia allí
732,dorthin::ADV,ahont,allí
733,dorthin::ADV,ahont,hacia allí
734,geradeaus::ADV,war-eeun,todo derecho
735,vorwärts::ADV,war-raok,adelante
736,rückwärts::ADV,war-lerc'h,hacia atrás
737,zurück::ADV,war-dreñv,atrás
738,unten::ADV,en traoñ,abajo
739,hinab::ADV,a-izel,hacia abajo
740,oben::ADV,en nec'h,arriba
741,hinauf::ADV,e-krec'h,hacia arriba
742,überall::ADV,dre-holl,por todas partes
743,nicht::ADV,ne ... ket,no
744,ein wenig::ADV,un tammig,un poco
745,kaum::ADV,a-boan,apenas
746,sehr::ADV,-tre,muy
747,sehr::ADV,-tre,mucho
748,sehr::ADV,-kenañ,muy
749,sehr::ADV,-kenañ,mucho
750,so::ADV,evel-se,tan
751,noch::ADV,c'hoazh,aún
752,noch::ADV,c'hoazh,todavía
753,nur::ADV,hepken,solamente
754,schon::ADV,dija,ya
755,wieder::ADV,adarre,de nuevo
756,vor::PRP,dirak,antes de
757,vor::PRP,dirak,delante de
758,hinter::PRP,a-drek,tras
759,hinter::PRP,a-drek,detrás de
760,hinter::PRP,a-dreñv,tras
761,hinter::PRP,a-dreñv,detrás de
762,unter::PRP,dindan,bajo
763,unter::PRP,dindan,debajo de
764,durch::PRP,dre,por
765,durch::PRP,dre,a través de
766,neben::PRP,e-kichen,al lado de
767,zwischen::PRP,etre,entre
768,wegen::PRP,abalamour da,por
769,wegen::PRP,abalamour da,a causa de
770,dies::PRN,hemañ,esto
771,das::PRN,se,eso
772,das::PRN,se,esto
773,das::PRN,hennezh,eso
774,das::PRN,hennezh,esto
775,alles::PRN,pep tra,todo
776,ich::PRN,me,yo
777,du::PRN,te,tú
778,er::PRN,eñ,él
779,wir::PRN,ni,nosotros
780,ihr::PRN,c'hwi,vosotros
781,sie::PRN,int,ellos
782,was::FPRN,petra,qué
783,wer::FPRN,piv,quién
784,wo::FADV,pelec'h,dónde
785,wohin::FADV,da belec'h,adónde
786,wohin::FADV,da belec'h,hacia dónde
787,wie::FADV,penaos,cómo
788,warum::FADV,perak,por qué
789,wieviel::FNUM,pet,cuánto
790,eins::NUM,unan,uno
791,zwei::NUM,daou,dos
792,drei::NUM,tri,tres
793,vier::NUM,pevar,cuatro
794,fünf::NUM,pemp,cinco
795,sechs::NUM,c'hwec'h,seis
796,sieben::NUM,seizh,siete
797,acht::NUM,eizh,ocho
798,neun::NUM,nav,nueve
799,zehn::NUM,dek,diez
800,elf::NUM,unnek,once
801,zwölf::NUM,daouzek,doce
802,zwanzig::NUM,ugent,veinte
803,dreißig::NUM,tregont,treinta
804,vierzig::NUM,daou-ugent,cuarenta
805,fünfzig::NUM,hanter-kant,cincuenta
806,sechzig::NUM,tri-ugent,sesenta
807,siebzig::NUM,dek ha tri-ugent,setenta
808,achtzig::NUM,pevar-ugent,ochenta
809,neunzig::NUM,dek ha pevar-ugent,noventa
810,hundert::NUM,kant,cien
811,hundert::NUM,kant,ciento
812,tausend::NUM,mil,mil
813,und::CNJ,ha,y
814,oder::CNJ,pe,o
815,stehen::V,bezañ a-sav,estar de pie
816,sitzen::V,azezañ,estar sentado
817,sitzen::V,bezañ en e goazez,estar sentado
818,liegen::V,bezañ en e c'hourvez,yacer
819,liegen::V,bezañ en e c'hourvez,estar acostado
