,Concept_ID,pt,ar
75,Wasser::N,água,ماء
76,Stein::N,pedra,حجر
77,Boden::N,solo,تراب
78,Erde::N,terra,أرض
79,Staub::N,pó,غبار
80,Rauch::N,fumo,دخان
81,Funke::N,faísca,شرارة
82,Funke::N,centelha,شرارة
83,Feuer::N,fogo,نار
84,Licht::N,luz,نور
85,Licht::N,luz,ضوء
86,Schatten::N,sombra,ظل
87,Schatten::N,sombra,فيء
88,Wetter::N,tempo,جو
89,Wetter::N,tempo,طقس
90,Nebel::N,nevoeiro,ضباب
91,Wolke::N,nuvem,غيمة
92,Wolke::N,nuvem,سحابة
93,Regen::N,chuva,مطر
94,Schnee::N,neve,ثلج
95,Eis::N,gelo,جليد
96,Frost::N,gelo,صقيع
97,Frost::N,geada,صقيع
98,Kälte::N,frio,برد
99,Hitze::N,ardor,حر
100,Hitze::N,ardor,حرارة
101,Raureif::N,geada,صقيع
102,Regenbogen::N,arco-iris,قوس قزح
103,Donner::N,trovão,رعد
104,Strömung::N,corrente,تيار
105,Tropfen::N,gota,قطرة
106,Schaum::N,espuma,زبد
107,Schaum::N,espuma,رغوة
108,Schmutz::N,sujidade,وسخ
109,Schmutz::N,imundície,وسخ
110,See::N,lago,بحيرة
111,Sumpf::N,charco,مستنقع
112,Sumpf::N,pântano,مستنقع
113,Moor::N,pântano,مستنقع
114,Wiese::N,prado,مرج
115,Wald::N,bosque,غابة
116,Wald::N,floresta,غابة
117,Hügel::N,colina,تل
118,Anhöhe::N,alto,تل
119,Anhöhe::N,outeiro,تل
120,Berg::N,monte,جبل
121,Berg::N,montanha,جبل
122,Gipfel::N,pico,قمة
123,Höhle::N,caverna,كهف
124,Abhang::N,encosta,منحدر
125,Quelle::N,fonte,منبع
126,Bach::N,regato,مجرى
127,Bach::N,ribeiro,مجرى
128,Fluss::N,rio,نهر
129,Ufer::N,beira,ضفة
130,Küste::N,costa,ساحل
131,Festland::N,terra firme,بر
132,Meer::N,mar,بحر
133,Bucht::N,baía,خليج
134,Insel::N,ilha,جزيرة
135,Blume::N,flor,زهرة
136,Gras::N,erva,حشيش
137,Wurzel::N,raiz,أصل
138,Baum::N,árvore,شجرة
139,Stamm::N,tronco,جذع
140,Rinde::N,casca,قشرة
141,Ast::N,ramo,فرع
142,Zweig::N,galho,غصن
143,Blatt::N,folha,ورقة
144,Birke::N,bétula,قضبان
145,Kiefer[Baum]::N,pinheiro,صنوبرة
146,Weide[Baum]::N,salgueiro,صفصاف
147,Tanne::N,abeto,شوح
148,Tanne::N,abeto,تبوب
149,Horn::N,corno,قرن
150,Horn::N,chifre,قرن
151,Feder::N,pena,ريشة
152,Fell::N,pele,فرو
153,Flügel::N,asa,جناح
154,Klaue::N,pata,مخلب
155,Kralle::N,unha,مخلب
156,Kralle::N,garra,مخلب
157,Schwanz::N,rabo,ذيل
158,Schwanz::N,cauda,ذيل
159,Ei::N,ovo,بيض
160,Nest::N,ninho,عش
161,Bau::N,toca,جحر
162,Bau::N,covil,جحر
163,Tier::N,animal,حيوان
164,Herde::N,rebanho,قطيع
165,Kuh::N,vaca,بقرة
166,Bulle::N,touro,ثور
167,Pferd::N,cavalo,خيل
168,Schaf::N,ovelha,شاة
169,Schwein::N,porco,خنزير
170,Hund::N,cão,كلب
171,Katze::N,gata,قطة
172,Bär::N,urso,دب
173,Eichhörnchen::N,esquilo,سنجاب
174,Elch::N,alce,موظ
175,Fuchs::N,raposa,ثعلب
176,Hase::N,lebre,أرنب
177,Maus::N,rato,فأرة
178,Wolf::N,lobo,ذئب
179,Vogel::N,ave,طير
180,Vogel::N,pássaro,طير
181,Schwarm::N,bando,سرب
182,Schwarm::N,enxame,سرب
183,Huhn::N,galinha,دجاجة
184,Hahn::N,galo,ديك
185,Gans::N,ganso,وزة
186,Adler::N,águia,نسر
187,Ente::N,pata,بطة
188,Eule::N,mocho,بوم
189,Eule::N,coruja,بوم
190,Kranich::N,grou,كركي
191,Krähe::N,gralha,غراب
192,Kuckuck::N,cuco,وقواق
193,Schwan::N,cisne,إوز عراقي
194,Fisch::N,peixe,سمك
195,Barsch::N,perca,فرخ أوربي
196,Hecht::N,lúcio,سمك الكراكي
197,Schlange[Tier]::N,serpente,حية
198,Schlange[Tier]::N,serpente,ثعبان
199,Wurm::N,verme,دودة
200,Spinne::N,aranha,عنكبوت
201,Ameise::N,formiga,نملة
202,Laus::N,piolho,قملة
203,Mücke::N,mosquito,ناموسة
204,Fliege::N,mosca,ذبابة
205,Schmetterling::N,borboleta,فراشة
206,Beere::N,bago,حبة
207,Apfel::N,maçã,تفاح
208,Pilz::N,fungo,فطر
209,Pilz::N,cogumelo,فطر
210,Zwiebel::N,cebola,بصل
211,Saat::N,sementeira,زرع
212,Korn::N,grão,حبة
213,Heu::N,feno,دريس
214,Schale::N,casca,قشرة
215,Grube::N,cova,نقرة
216,Grube::N,fossa,نقرة
217,Falle::N,armadilha,فخ
218,Falle::N,armadilha,مصيدة
219,Schlinge::N,laço,عروة
220,Spur::N,pista,أثر
221,Spur::N,vestígio,أثر
222,Asche::N,cinza,رماد
223,Dreck::N,sujidade,قذر
224,Eisen::N,ferro,حديد
225,Gold::N,ouro,ذهب
226,Silber::N,prata,فضة
227,Kohle::N,carvão,فحم
228,Glas::N,vidro,زجاج
229,Lehm::N,barro,طين
230,Lehm::N,argila,طين
231,Sand::N,areia,رمل
232,Mensch::N,homem,إنسان
233,Mensch::N,pessoa,إنسان
234,Mann::N,homem,رجل
235,Frau::N,mulher,امرأة
236,Kind::N,filho,طفل
237,Kind::N,criança,طفل
238,Junge::N,rapaz,ولد
239,Junge::N,menino,ولد
240,Mädchen::N,menina,بنت
241,Mädchen::N,rapariga,بنت
242,Familie::N,família,عائلة
243,Großvater::N,avô,جد
244,Großmutter::N,avó,جدة
245,Eltern::N,pais,أبوان
246,Eltern::N,pais,والدان
247,Vater::N,pai,أب
248,Mutter::N,mãe,أم
249,Sohn::N,filho,إبن
250,Tochter::N,filha,بنت
251,Tochter::N,filha,إبنة
252,Bruder::N,irmão,أخ
253,Bruder::N,irmão,شقيق
254,Schwester::N,irmã,أخت
255,Onkel::N,tio,عم
256,Tante::N,tia,عمة
257,Ehemann::N,esposo,زوج
258,Ehefrau::N,esposa,زوجة
259,Freude::N,prazer,فرح
260,Freude::N,prazer,سرور
261,Freude::N,alegria,فرح
262,Freude::N,alegria,سرور
263,Gelächter::N,risada,قهقهة
264,Gelächter::N,gargalhada,قهقهة
265,Glück::N,felicidade,سعادة
266,Kummer::N,aflição,غم
267,Kummer::N,desgosto,غم
268,Wunsch::N,desejo,منية
269,Lust::N,vontade,شهوة
270,Geist::N,mente,روح
271,Geist::N,espírito,روح
272,Gedanke::N,ideia,فكرة
273,Gedanke::N,pensamento,فكرة
274,Gedächtnis::N,memória,ذاكرة
275,Verstand::N,razão,عقل
276,Verstand::N,inteligência,عقل
277,Sinn::N,sentido,معنى
278,Sinn::N,significado,معنى
279,Grund::N,causa,سبب
280,Grund::N,motivo,سبب
281,Wahrheit::N,verdade,حقيقة
282,Gespräch::N,conversa,محادثة
283,Gespräch::N,conversação,محادثة
284,Märchen::N,conto,خرافة
285,Erzählung::N,conto,قصة
286,Erzählung::N,conto,حكاية
287,Erzählung::N,narrativa,قصة
288,Erzählung::N,narrativa,حكاية
289,Nachricht::N,mensagem,خبر
290,Neuigkeit::N,notícia,خبر جديد
291,Neuigkeit::N,novidade,خبر جديد
292,Name::N,nome,اسم
293,Rätsel::N,adivinha,لغز
294,Rede::N,oração,خطبة
295,Rede::N,discurso,خطبة
296,Sprache::N,língua,لغة
297,Stimme::N,voz,صوت
298,Wort::N,palavra,كلمة
299,Zeichen::N,marca,رمز
300,Zeichen::N,marca,إشارة
301,Ruf::N,grito,نداء
302,Ruf::N,chamada,نداء
303,Lärm::N,ruído,صخب
304,Lärm::N,ruído,ضجة
305,Lärm::N,barulho,صخب
306,Lärm::N,barulho,ضجة
307,Laut::N,som,صوت
308,Ton::N,tom,نغمة
309,Lied::N,canção,أغنية
310,Ruhe::N,calma,هدوء
311,Ruhe::N,silêncio,هدوء
312,Leute::N,gente,ناس
313,Leute::N,pessoas,ناس
314,Volk::N,povo,شعب
315,Volk::N,nação,شعب
316,Arbeit::N,trabalho,عمل
317,Gast::N,hóspede,ضيف
318,Gast::N,convidado,ضيف
319,Geschenk::N,prenda,هدية
320,Geschenk::N,presente,هدية
321,Spiel::N,jogo,لعب
322,Gesellschaft::N,companhia,صحبة
323,Hilfe::N,ajuda,عون
324,Hilfe::N,ajuda,مساعدة
325,Hilfe::N,socorro,عون
326,Hilfe::N,socorro,مساعدة
327,Freund::N,amigo,صديق
328,Kamerad::N,camarada,زميل
329,Angelegenheit::N,assunto,أمر
330,Angelegenheit::N,assunto,شأن
331,Anzahl::N,número,عدد
332,Anzahl::N,quantidade,عدد
333,Art::N,tipo,نوع
334,Art::N,espécie,نوع
335,Stück::N,pedaço,قطعة
336,Teil::N,peça,قسم
337,Teil::N,parte,قسم
338,Hälfte::N,metade,نصف
339,Kreis::N,círculo,دائرة
340,Kreuz::N,cruz,صليب
341,Linie::N,linha,خط
342,Strich::N,traço,شرطة
343,Abstand::N,distância,مسافة
344,Entfernung::N,distância,بعد
345,Gegend::N,área,ناحية
346,Gegend::N,região,ناحية
347,Platz::N,lugar,فراغ
348,Ort::N,sítio,مكان
349,Seite::N,lado,جانب
350,Mitte::N,meio,وسط
351,Gegenstand::N,objecto,موضوع
352,Sache::N,coisa,شيء
353,Rand::N,bordo,حافة
354,Rand::N,margem,حافة
355,Kante::N,borda,حافة
356,Kante::N,aresta,حافة
357,Ecke::N,esquina,ركن
358,Spitze::N,ponta,سن
359,Ende::N,cabo,طرف
360,Ende::N,extremo,طرف
361,Loch::N,furo,ثقب
362,Loch::N,buraco,ثقب
363,Winkel::N,canto,زاوية
364,Winkel::N,ângulo,زاوية
365,Muster::N,padrão,عينة
366,Muster::N,desenho,عينة
367,Größe::N,tamanho,حجم
368,Länge::N,comprimento,طول
369,Höhe::N,altura,علو
370,Höhe::N,altura,ارتفاع
371,Höhe::N,altitude,علو
372,Höhe::N,altitude,ارتفاع
373,Gewicht::N,peso,وزن
374,Menge::N,quantidade,كمية
375,Haufen::N,pilha,كوم
376,Reihe::N,fila,صف
377,Boot::N,barco,قارب
378,Boot::N,barco,زورق
379,Ruder::N,remo,مجذاف
380,Schlitten::N,trenó,مزلقة
381,Ski::N,esqui,زلاجة
382,Lagerfeuer::N,fogueira,نار المخيم
383,Last::N,carga,حمل
384,Gang::N,curso,مشية
385,Gang::N,caminhada,مشية
386,Schritt::N,passo,خطوة
387,Norden::N,norte,شمال
388,Süden::N,sul,جنوب
389,Westen::N,oeste,غرب
390,Westen::N,ocidente,غرب
391,Osten::N,este,شرق
392,Osten::N,leste,شرق
393,Osten::N,oriente,شرق
394,Holz::N,madeira,خشب
395,Brett::N,tábua,لوح
396,Brett::N,prancha,لوح
397,Platte::N,laje,صفيحة
398,Platte::N,chapa,صفيحة
399,Stütze::N,apoio,سند
400,Stütze::N,apoio,دعامة
401,Stütze::N,suporte,سند
402,Stütze::N,suporte,دعامة
403,Stange::N,vara,عود
404,Stange::N,barra,عود
405,Stock::N,pau,عصا
406,Stock::N,bengala,عصا
407,Stab::N,bastão,قضيب
408,Rohr::N,cano,أنبوبة
409,Haus::N,casa,دار
410,Haus::N,casa,بيت
411,Heim::N,lar,بيت
412,Heim::N,lar,مسكن
413,Heim::N,casa,بيت
414,Heim::N,casa,مسكن
415,Ofen::N,estufa,مدفأة
416,Ofen::N,aquecedor,مدفأة
417,Fußboden::N,piso,أرضية
418,Tisch::N,mesa,مائدة
419,Stuhl::N,cadeira,كرسي
420,Wiege::N,berço,مهد
421,Bett::N,cama,سرير
422,Regal::N,estante,رف
423,Regal::N,prateleira,رف
424,Kiste::N,caixa,صندوق
425,Fenster::N,janela,شباك
426,Fenster::N,janela,نافذة
427,Tür::N,porta,باب
428,Tor::N,portão,بوابة
429,Zaun::N,cerca,سياج
430,Zaun::N,vedação,سياج
431,Dach::N,telhado,سطح
432,Leiter::N,escada,سلم
433,Leiter::N,escada móvel,سلم
434,Besen::N,vassoura,مكنسة
435,Spaten::N,pá,مسحاة
436,Schaufel::N,pá,مجرفة
437,Gabel::N,garfo,شوكة
438,Löffel::N,colher,ملعقة
439,Messer::N,faca,سكين
440,Nagel::N,cravo,مسمار
441,Netz::N,rede,شبكة
442,Haken::N,gancho,خطاف
443,Haken::N,gancho,صنارة
444,Griff::N,asa,قبضة
445,Griff::N,cabo,قبضة
446,Schloss::N,fechadura,قفل
447,Bild::N,imagem,صورة
448,Figur::N,figura,تمثال
449,Puppe::N,boneca,دمية
450,Beutel::N,saco,كيس
451,Beutel::N,bolsa,كيس
452,Bündel::N,fardo,ربطة
453,Tasche::N,saco,شنطة
454,Tasche::N,saco,محفظة
455,Tasche::N,bolso,شنطة
456,Tasche::N,bolso,محفظة
457,Eimer::N,balde,سطل
458,Eimer::N,balde,جردل
459,Deckel::N,tampa,سداد
460,Geschirr::N,louça,أوان
461,Sack::N,saca,زكيبة
462,Tasse::N,chávena,فنجان
463,Topf::N,tacho,قدر
464,Topf::N,tacho,طنجرة
465,Topf::N,panela,قدر
466,Topf::N,panela,طنجرة
467,Kessel::N,caldeira,قدر
468,Kessel::N,caldeira,غلاية
469,Essen::N,refeição,طعام
470,Nahrung::N,comida,غذاء
471,Nahrung::N,alimento,غذاء
472,Speise::N,prato,أكل
473,Fleisch::N,carne,لحم
474,Getreide::N,cereais,حبوب
475,Brei::N,puré,عصيدة
476,Brot::N,pão,خبز
477,Scheibe::N,fatia,شريحة
478,Fett::N,banha,سمن
479,Fett::N,gordura,سمن
480,Butter::N,manteiga,زبدة
481,Öl::N,azeite,زيت
482,Salz::N,sal,ملح
483,Suppe::N,sopa,حساء
484,Suppe::N,sopa,شربة
485,Suppe::N,caldo,حساء
486,Suppe::N,caldo,شربة
487,Honig::N,mel,عسل
488,Milch::N,leite,حليب
489,Tee::N,chá,شاي
490,Leder::N,couro,جلد
491,Wolle::N,lã,صوف
492,Stoff::N,pano,قماش
493,Stoff::N,tecido,قماش
494,Nadel::N,agulha,إبرة
495,Faden::N,fio,خيط
496,Knopf::N,botão,زر
497,Knoten::N,nó,عقدة
498,Farbe::N,corante,صبغة
499,Kleidung::N,roupa,ملابس
500,Kleidung::N,vestuário,ملابس
501,Hemd::N,camisa,قميص
502,Kragen::N,gola,ياقة
503,Ärmel::N,manga,كم
504,Hose::N,calça,سروال
505,Hose::N,calça,بنطلون
506,Gürtel::N,cinto,حزام
507,Mütze::N,boné,طاقية
508,Mütze::N,barrete,طاقية
509,Schuh::N,sapato,حذاء
510,Stiefel::N,bota,جزمة
511,Stiefel::N,bota,حذاء طويل
512,Ring::N,anel,حلقة
513,Band::N,fita,شريط
514,Band::N,faixa,شريط
515,Kamm::N,pente,مشط
516,Spiegel::N,espelho,مرآة
517,Riemen::N,correia,سير
518,Schnur::N,corda,حبل
519,Schnur::N,corda,دوبارة
520,Schnur::N,cordel,حبل
521,Schnur::N,cordel,دوبارة
522,Leine::N,trela,قيد
523,Decke::N,cobertor,بطانية
524,Kissen::N,almofada,وسادة
525,Tuch::N,pano,منديل
526,Handtuch::N,toalha,فوطة
527,Handtuch::N,toalha,منشفة
528,Kraft::N,força,قدرة
529,Stärke::N,força,قوة
530,Gesundheit::N,saúde,صحة
531,Krankheit::N,doença,مرض
532,Krankheit::N,enfermidade,مرض
533,Schmerz::N,dor,ألم
534,Schmerz::N,dor,وجع
535,Wunde::N,chaga,جرح
536,Wunde::N,ferida,جرح
537,Fieber::N,febre,حمى
538,Arznei::N,remédio,دواء
539,Brücke::N,ponte,جسر
540,Brunnen::N,poço,بئر
541,Weide::N,pastagem,مرعى
542,Pfad::N,senda,درب
543,Pfad::N,trilho,درب
544,Weg::N,caminho,سكة
545,Straße::N,via,طريق
546,Straße::N,estrada,طريق
547,Dorf::N,aldeia,قرية
548,Stadt::N,cidade,مدينة
549,Brief::N,carta,خطاب
550,Brief::N,carta,مكتوب
551,Buch::N,livro,كتاب
552,Buchstabe::N,letra,حرف
553,Zeitung::N,jornal,جريدة
554,Leben::N,vida,عيش
555,Leben::N,vida,حياة
556,Tod::N,morte,موت
557,Tod::N,morte,وفاة
558,Grab::N,túmulo,قبر
559,Grab::N,sepultura,قبر
560,Kirche::N,igreja,كنيسة
561,Sünde::N,pecado,خطيئة
562,Gott::N,deus,إله
563,Arbeiter::N,operário,عامل
564,Arbeiter::N,trabalhador,عامل
565,Chef::N,chefe,رئيس
566,Chef::N,patrão,رئيس
567,Meister::N,mestre,أسطى
568,Arzt::N,médico,طبيب
569,Lehrer::N,professor,مدرس
570,Geld::N,dinheiro,نقود
571,Geschäft::N,negócio,صفقة
572,Laden::N,loja,دكان
573,Preis::N,preço,سعر
574,Ware::N,mercadoria,بضاعة
575,Nutzen::N,proveito,فائدة
576,Reichtum::N,riqueza,غنى
577,Reichtum::N,riqueza,ثروة
578,Welt::N,mundo,عالم
579,Welt::N,mundo,دنيا
580,Land::N,país,بلد
581,Staat::N,Estado,دولة
582,König::N,rei,ملك
583,Macht::N,poder,سلطة
584,Macht::N,potência,سلطة
585,Grenze::N,fronteira,حدود
586,Krieg::N,guerra,حرب
587,Feind::N,inimigo,عدو
588,Gewalt::N,violência,عنف
589,Kampf::N,luta,قتال
590,Kampf::N,combate,قتال
591,Bogen[Waffe]::N,arco,قوس
592,Pfeil::N,seta,سهم
593,Pfeil::N,flecha,سهم
594,Gewehr::N,espingarda,بندقية
595,Fehler::N,erro,خطأ
596,Fehler::N,falha,خطأ
597,Lüge::N,mentira,كذب
598,Schaden::N,dano,تلف
599,Schaden::N,estrago,تلف
600,Unglück::N,desgraça,نحس
601,Schuld::N,culpa,ذنب
602,Alter::N,idade,سن
603,Alter::N,idade,عمر
604,Schluss::N,fim,ختام
605,Schluss::N,fim,نهاية
606,Zeit::N,tempo,وقت
607,Tag::N,dia,يوم
608,Morgen::N,manhã,صباح
609,Mittag::N,meio-dia,ظهر
610,Abend::N,noite,مساء
611,Abend::N,tardinha,مساء
612,Nacht::N,noite,ليلة
613,Woche::N,semana,أسبوع
614,Monat::N,mês,شهر
615,Jahr::N,ano,عام
616,Jahr::N,ano,سنة
617,Frühling::N,primavera,ربيع
618,Sommer::N,verão,صيف
619,Herbst::N,outono,خريف
620,Winter::N,inverno,شتاء
621,Januar::N,Janeiro,يناير
622,Januar::N,Janeiro,كانون الثاني
623,Februar::N,Fevereiro,شباط
624,Februar::N,Fevereiro,فبراير
625,März::N,Março,آذار
626,März::N,Março,مارس
627,April::N,Abril,نيسان
628,Mai::N,Maio,مايو
629,Juni::N,Junho,يونيو
630,Juni::N,Junho,حزيران
631,Juli::N,Julho,تموز
632,Juli::N,Julho,يوليو
633,August::N,Agosto,آب
634,August::N,Agosto,أغسطس
635,September::N,Setembro,أيلول
636,September::N,Setembro,سبتمبر
637,Oktober::N,Outubro,أكتوبر
638,Oktober::N,Outubro,تشرين الأول
639,November::N,Novembro,نوفمبر
640,November::N,Novembro,تشرين الثاني
641,Dezember::N,Dezembro,ديسمبر
642,Dezember::N,Dezembro,كانون الأول
643,Montag::N,segunda-feira,يوم الاثنين
644,Dienstag::N,terça-feira,يوم الثلاثاء
645,Mittwoch::N,quarta-feira,يوم الأربعاء
646,Donnerstag::N,quinta-feira,يوم الخميس
647,Freitag::N,sexta-feira,يوم الجمعة
648,Samstag::N,sábado,يوم السبت
649,Sonntag::N,domingo,يوم الأحد
650,groß::A,grande,كبير
651,klein::A,pequeno,صغير
652,lang::A,comprido,طويل
653,kurz::A,curto,قصير
654,breit::A,largo,واسع
655,schmal::A,estreito,ضيق
656,dicht::A,denso,كث
657,dicht::A,denso,كثيف
658,dick[Gegenstand]::A,grosso,غليظ
659,dünn::A,delgado,رفيع
660,fein::A,fino,رقيق
661,fein::A,subtil,رقيق
662,fest::A,firme,متين
663,fest::A,sólido,متين
664,flach::A,plano,سهل
665,flach::A,plano,منبسط
666,glatt::A,liso,ناعم
667,hart::A,duro,صلب
668,hart::A,duro,جامد
669,weich::A,mole,لين
670,rund::A,redondo,مستدير
671,spitz::A,agudo,مدبب
672,scharf::A,afiado,حاد
673,stumpf::A,rombo,ثالم
674,schwer::A,pesado,ثقيل
675,schön::A,belo,جميل
676,schön::A,bonito,جميل
677,heiß::A,quente,حار
678,heiß::A,quente,ساخن
679,warm::A,quente,دافئ
680,kalt::A,frio,بارد
681,kühl::A,fresco,قر
682,frisch::A,fresco,طازج
683,feucht::A,húmido,رطب
684,nass::A,molhado,مبلول
685,trocken::A,seco,جاف
686,voll::A,cheio,ملء
687,leer::A,vazio,خال
688,leer::A,vazio,فارغ
689,offen::A,aberto,مفتوح
690,geschlossen::A,fechado,مغلق
691,sauber::A,limpo,نظيف
692,schmutzig::A,sujo,قذر
693,roh::A,cru,نيء
694,reif::A,maduro,ناضج
695,lecker::A,delicioso,لذيذ
696,süß::A,doce,حلو
697,bitter::A,amargo,مر
698,sauer::A,azedo,حامض
699,hell::A,claro,نير
700,dunkel::A,escuro,مظلم
701,dunkel::A,sombrio,مظلم
702,schwarz::A,preto,أسود
703,weiß::A,branco,أبيض
704,rot::A,vermelho,أحمر
705,gelb::A,amarelo,أصفر
706,blau::A,azul,أزرق
707,grün::A,verde,أخضر
708,grau::A,cinzento,رمادي
709,bunt::A,colorido,ملوب
710,billig::A,barato,رخيص
711,teuer::A,caro,غال
712,wertvoll::A,valioso,ثمين
713,wertvoll::A,precioso,ثمين
714,blind::A,cego,أعمى
715,taub::A,surdo,أصم
716,taub::A,surdo,أطرش
717,kräftig::A,forte,قوي
718,kräftig::A,poderoso,قوي
719,stark::A,forte,قوي
720,stark::A,robusto,قوي
721,schwach::A,débil,ضعيف
722,fett::A,gordo,سمين
723,schlank::A,esbelto,أهيف
724,hübsch::A,giro,جميل
725,hübsch::A,bonito,جميل
726,böse::A,mau,رديء
727,dumm::A,parvo,أبله
728,dumm::A,parvo,أحمق
729,dumm::A,estúpido,أبله
730,dumm::A,estúpido,أحمق
731,faul::A,preguiçoso,كسلان
732,fleißig::A,aplicado,مجتهد
733,fleißig::A,diligente,مجتهد
734,geizig::A,avarento,بخيل
735,klug::A,prudente,ذكي
736,klug::A,prudente,عاقل
737,klug::A,inteligente,ذكي
738,klug::A,inteligente,عاقل
739,geschickt::A,hábil,ماهر
740,lieb::A,caro,عزيز
741,lieb::A,querido,عزيز
742,lustig::A,alegre,مرح
743,sanft::A,suave,حليم
744,sanft::A,brando,حليم
745,hungrig::A,faminto,جائع
746,krank::A,doente,مريض
747,krank::A,enfermo,مريض
748,nackt::A,nu,عار
749,nackt::A,despido,عار
750,traurig::A,triste,حزين
751,lebendig::A,vivo,حي
752,gut::A,bom,جيد
753,schlecht::A,mau,سيء
754,schlecht::A,ruim,سيء
755,richtig::A,justo,صحيح
756,richtig::A,correcto,صحيح
757,schlimm::A,mau,خبيث
758,schlimm::A,grave,خبيث
759,wahr::A,verdadeiro,حق
760,alt::A,velho,قديم
761,alt::A,antigo,قديم
762,neu::A,novo,جديد
763,ehemalig::A,antigo,سابق
764,alt[Lebewesen]::A,velho,مسن
765,jung::A,jovem,شاب
766,jung::A,jovem,صغير
767,arm::A,pobre,فقير
768,reich::A,rico,غني
769,bekannt::A,conhecido,معلوم
770,berühmt::A,famoso,مشهور
771,berühmt::A,célebre,مشهور
772,fremd::A,alheio,أجنبي
773,fremd::A,estranho,أجنبي
774,verschieden::A,diverso,مختلف
775,verschieden::A,diferente,مختلف
776,nah::A,próximo,قريب
777,fern::A,remoto,بعيد
778,fern::A,distante,بعيد
779,linker::A,esquerdo,يسار
780,rechter::A,direito,يمين
781,anderer::A,outro,آخر
782,erster::A,primeiro,أول
783,zweiter::A,segundo,ثان
784,dritter::A,terceiro,ثالث
785,letzter::A,final,أخير
786,letzter::A,último,أخير
787,allein::ADV,só,وحده
788,auf einmal::ADV,de vez,بالمرة
789,zusammen::ADV,juntos,معا
790,lange::ADV,muito tempo,مدة طويلة
791,plötzlich::ADV,de repente,فجأة
792,sofort::ADV,imediatamente,حالا
793,sofort::ADV,imediatamente,فورا
794,später::ADV,mais tarde,فيما بعد
795,jetzt::ADV,agora,الآن
796,jetzt::ADV,agora,حاليا
797,heute::ADV,hoje,اليوم
798,morgen::ADV,amanhã,غدا
799,bald::ADV,logo,قريبا
800,bald::ADV,breve,قريبا
801,dann::ADV,então,ثم
802,dann::ADV,depois,ثم
803,gestern::ADV,ontem,أمس
804,gestern::ADV,ontem,البارحة
805,einst::ADV,antigamente,قديما
806,damals::ADV,então,حينئذ
807,danach::ADV,logo,ثم
808,danach::ADV,logo,بعد ذلك
809,danach::ADV,depois,ثم
810,danach::ADV,depois,بعد ذلك
811,vorher::ADV,antes,من قبل
812,vorher::ADV,antes,قبل ذلك
813,zuerst::ADV,primeiro,أولا
814,einmal::ADV,uma vez,مرة
815,manchmal::ADV,às vezes,أحيانا
816,oft::ADV,muitas vezes,كثيرا
817,immer::ADV,sempre,دائما
818,niemals::ADV,nunca,لا أبدا
819,hier::ADV,cá,هنا
820,hier::ADV,aqui,هنا
