,Concept_ID,de,et
808,blasen::V,blasen,puhuma
809,pfeifen::V,pfeifen,vilistama
810,schreien::V,schreien,karjuma
811,stöhnen::V,stöhnen,oigama
812,zittern::V,zittern,värisema
813,leben::V,leben,elama
814,leben::V,leben,elus olema
815,geboren werden::V,geboren werden,sündima
816,atmen::V,atmen,hingama
817,trinken::V,trinken,jooma
818,essen::V,essen,sööma
819,schlucken::V,schlucken,neelama
820,müde werden::V,müde werden,väsima
821,einschlafen::V,einschlafen,uinuma
822,schlafen::V,schlafen,magama
823,aufwachen::V,aufwachen,ärkama
824,aufstehen::V,aufstehen,ärkama
825,aufstehen::V,aufstehen,üles tõusma
826,sich erholen::V,sich erholen,puhkama
827,krank werden::V,krank werden,haigestuma
828,krank werden::V,krank werden,haigeks jääma
829,krank sein::V,krank sein,haige olema
830,schmerzen::V,schmerzen,valutama
831,husten::V,husten,köhima
832,genesen::V,genesen,toibuma
833,sterben::V,sterben,surema
834,umkommen::V,umkommen,surma saama
835,sich bewegen::V,sich bewegen,liikuma
836,sich rühren::V,sich rühren,liikuma
837,sich erheben::V,sich erheben,kerkima
838,sich setzen::V,sich setzen,istet võtma
839,hinfallen::V,hinfallen,kukkuma
840,hinfallen::V,hinfallen,maha kukkuma
841,laufen::V,laufen,kõndima
842,schreiten::V,schreiten,astuma
843,spazierengehen::V,spazierengehen,jalutama
844,eilen::V,eilen,ruttama
845,eilen::V,eilen,kiirustama
846,sich beeilen::V,sich beeilen,ruttama
847,sich beeilen::V,sich beeilen,kiirustama
848,sausen::V,sausen,kihutama
849,sausen::V,sausen,tormama
850,rennen::V,rennen,jooksma
851,rennen::V,rennen,kihutama
852,springen::V,springen,hüppama
853,klettern::V,klettern,ronima
854,schaukeln::V,schaukeln,kiikuma
855,kriechen::V,kriechen,roomama
856,schwimmen::V,schwimmen,ujuma
857,tauchen::V,tauchen,sukelduma
858,rudern::V,rudern,sõudma
859,fahren::V,fahren,sõitma
860,fliegen::V,fliegen,lendama
861,gehen::V,gehen,käima
862,gehen::V,gehen,minema
863,weggehen::V,weggehen,ära minema
864,weggehen::V,weggehen,välja minema
865,abfahren::V,abfahren,väljuma
866,abfahren::V,abfahren,ära sõitma
867,anhalten::V,anhalten,peatuma
868,hineingehen::V,hineingehen,sisenema
869,hineingehen::V,hineingehen,sisse minema
870,eintreten::V,eintreten,sisenema
871,eintreten::V,eintreten,sisse astuma
872,kommen::V,kommen,tulema
873,ankommen::V,ankommen,saabuma
874,zurückkommen::V,zurückkommen,tagasi tulema
875,bleiben::V,bleiben,jääma
876,warten::V,warten,ootama
877,erwarten::V,erwarten,ootama
878,erwarten::V,erwarten,lootma
879,suchen::V,suchen,otsima
880,finden::V,finden,leidma
881,versuchen::V,versuchen,püüdma
882,versuchen::V,versuchen,üritama
883,versuchen::V,versuchen,katsetama
884,vorbereiten::V,vorbereiten,valmistama
885,lieben::V,lieben,armastama
886,mögen::V,mögen,sallima
887,mögen::V,mögen,meeldima
888,lachen::V,lachen,naerma
889,rühren::V,rühren,liigutama
890,rühren::V,rühren,heldima panema
891,weinen::V,weinen,nutma
892,schimpfen::V,schimpfen,sõimama
893,sich ärgern::V,sich ärgern,ärrituma
894,sich ärgern::V,sich ärgern,vihastuma
895,sich fürchten::V,sich fürchten,kartma
896,sich fürchten::V,sich fürchten,hirmu tundma
897,fürchten::V,fürchten,kartma
898,fliehen::V,fliehen,põgenema
899,flüchten::V,flüchten,põgenema
900,sehen::V,sehen,nägema
901,anschauen::V,anschauen,vaatama
902,ansehen::V,ansehen,vaatama
903,hören::V,hören,kuulma
904,zuhören::V,zuhören,kuulama
905,probieren::V,probieren,proovima
906,riechen::V,riechen,nuusutama
907,fühlen::V,fühlen,tundma
908,scheinen::V,scheinen,näida
909,scheinen::V,scheinen,ilmuda
910,zu sehen sein::V,zu sehen sein,ilmuma
911,vernehmen::V,vernehmen,üle kuulama
912,frieren::V,frieren,külmetada
913,tun::V,tun,tegema
914,können::V,können,võima
915,können::V,können,oskama
916,wollen::V,wollen,tahtma
917,anfangen::V,anfangen,hakkama
918,anfangen::V,anfangen,alustama
919,beenden::V,beenden,lõpetama
920,aufhören::V,aufhören,lakkama
921,gelingen::V,gelingen,õnnestuma
922,geraten::V,geraten,jõudma
923,öffnen::V,öffnen,avama
924,schließen::V,schließen,sulgema
925,stellen::V,stellen,panema
926,stellen::V,stellen,asetama
927,setzen::V,setzen,panema
928,legen::V,legen,panema
929,legen::V,legen,asetama
930,berühren::V,berühren,riivama
931,berühren::V,berühren,puudutama
932,verbinden::V,verbinden,ühendama
933,bedecken::V,bedecken,katma
934,aufhängen::V,aufhängen,riputama
935,anzünden::V,anzünden,süütama
936,aufheben::V,aufheben,üles tõstma
937,zurücklassen::V,zurücklassen,jätma
938,verlieren::V,verlieren,kaotama
939,fallen lassen::V,fallen lassen,maha pillama
940,fallen lassen::V,fallen lassen,kukkuda laskma
941,machen::V,machen,tegema
942,herstellen::V,herstellen,valmistama
943,bauen::V,bauen,ehitama
944,reparieren::V,reparieren,parandama
945,verbessern::V,verbessern,parandama
946,ändern::V,ändern,muutma
947,ändern::V,ändern,ümber tegema
948,graben::V,graben,kaevama
949,beugen::V,beugen,painutama
950,biegen::V,biegen,painutama
951,drehen::V,drehen,keerama
952,wenden::V,wenden,ümber pöörama
953,umdrehen::V,umdrehen,ümber keerama
954,heben::V,heben,tõstma
955,hochheben::V,hochheben,üles tõstma
956,hochheben::V,hochheben,kõrgele tõstma
957,ergreifen::V,ergreifen,haarama
958,halten::V,halten,hoidma
959,drücken::V,drücken,pigistama
960,schieben::V,schieben,lükkama
961,kratzen::V,kratzen,kraapima
962,lecken::V,lecken,lakkuma
963,beißen::V,beißen,purema
964,beißen::V,beißen,hammustama
965,abreißen::V,abreißen,rebima
966,abreißen::V,abreißen,ära rebima
967,abschneiden::V,abschneiden,ära lõikama
968,binden::V,binden,siduma
969,stecken::V,stecken,pistma
970,brechen::V,brechen,murdma
971,klopfen::V,klopfen,koputama
972,hauen::V,hauen,lööma
973,kleben::V,kleben,kleepima
974,reiben::V,reiben,hõõruma
975,streichen::V,streichen,silitama
976,schleifen::V,schleifen,lihvima
977,schleifen::V,schleifen,teritama
978,schneiden::V,schneiden,lõikama
979,rütteln::V,rütteln,raputama
980,schütteln::V,schütteln,raputama
981,schütteln::V,schütteln,loksutama
982,schwenken::V,schwenken,vehkima
983,schwenken::V,schwenken,lehvitama
984,schütten::V,schütten,kallama
985,füllen::V,füllen,täitma
986,einwickeln::V,einwickeln,sisse mähkima
987,tragen::V,tragen,kandma
988,schleppen::V,schleppen,tassima
989,schleppen::V,schleppen,lohistama
990,ziehen::V,ziehen,vedama
991,ziehen::V,ziehen,tõmbama
992,aufbewahren::V,aufbewahren,säilitama
993,aufbewahren::V,aufbewahren,alal hoidma
994,werfen::V,werfen,viskama
995,fangen::V,fangen,püüdma
996,packen::V,packen,kinni haarama
997,packen::V,packen,kinni võtma
998,verstecken::V,verstecken,peitma
999,teilen::V,teilen,jagama
1000,teilen::V,teilen,jaotama
1001,schicken::V,schicken,saatma
1002,bringen::V,bringen,viima
1003,hinzufügen::V,hinzufügen,lisama
1004,bekommen::V,bekommen,saama
1005,erhalten::V,erhalten,saama
1006,nehmen::V,nehmen,võtma
1007,wählen::V,wählen,valima
1008,auswählen::V,auswählen,valima
1009,bewahren::V,bewahren,hoidma
1010,behindern::V,behindern,takistama
1011,verderben::V,verderben,rikkuma
1012,beschädigen::V,beschädigen,rikkuma
1013,zerbrechen::V,zerbrechen,katki tegema
1014,zerreißen::V,zerreißen,katki rebima
1015,zerstören::V,zerstören,purustama
1016,verbrennen::V,verbrennen,põletama
1017,geben::V,geben,andma
1018,reichen::V,reichen,andma
1019,reichen::V,reichen,ulatama
1020,schenken::V,schenken,kinkima
1021,versprechen::V,versprechen,lubama
1022,versprechen::V,versprechen,tõotama
1023,wünschen::V,wünschen,soovima
1024,loben::V,loben,kiitma
1025,küssen::V,küssen,suudlema
1026,wiegen::V,wiegen,hällitama
1027,zudecken::V,zudecken,kaanetama
1028,zudecken::V,zudecken,kinni katma
1029,wecken::V,wecken,äratama
1030,zeigen::V,zeigen,näitama
1031,führen::V,führen,juhatama
1032,lehren::V,lehren,õpetama
1033,unterrichten::V,unterrichten,õpetama
1034,aufziehen::V,aufziehen,üles kasvatama
1035,leiten::V,leiten,juhtima
1036,antreiben::V,antreiben,ergutama
1037,lassen::V,lassen,laskma
1038,einladen::V,einladen,kutsuma
1039,vereinigen::V,vereinigen,ühendama
1040,besuchen::V,besuchen,külastama
1041,treffen::V,treffen,kohtama
1042,sich versammeln::V,sich versammeln,kogunema
1043,spielen::V,spielen,mängima
1044,singen::V,singen,laulma
1045,tanzen::V,tanzen,tantsima
1046,sich trennen::V,sich trennen,lahku minema
1047,verlassen::V,verlassen,maha jätma
1048,retten::V,retten,päästma
1049,bewachen::V,bewachen,valvama
1050,schützen::V,schützen,kaitsma
1051,verteidigen::V,verteidigen,kaitsma
1052,sich schlagen::V,sich schlagen,kaklema
1053,schießen::V,schießen,tulistama
1054,siegen::V,siegen,võitma
1055,ärgern::V,ärgern,ärritama
1056,ärgern::V,ärgern,vihastama
1057,schlagen::V,schlagen,lööma
1058,treten::V,treten,sõtkuma
1059,stechen::V,stechen,pistma
1060,stechen::V,stechen,torkama
1061,stoßen::V,stoßen,tõukama
1062,stehlen::V,stehlen,varastama
1063,stören::V,stören,segama
1064,stören::V,stören,häirima
1065,belästigen::V,belästigen,ahistama
1066,verbergen::V,verbergen,peitma
1067,verbergen::V,verbergen,varjama
1068,täuschen::V,täuschen,petma
1069,täuschen::V,täuschen,tüssama
1070,betrügen::V,betrügen,petma
1071,betrügen::V,betrügen,tüssama
1072,betrügen::V,betrügen,truudust murtma
1073,töten::V,töten,tapma
1074,töten::V,töten,surmama
1075,wohnen::V,wohnen,elama
1076,arbeiten::V,arbeiten,töötama
1077,sammeln::V,sammeln,koguma
1078,sammeln::V,sammeln,korjama
1079,pflücken::V,pflücken,noppima
1080,jagen::V,jagen,jahtima
1081,fischen::V,fischen,kalastama
1082,fischen::V,fischen,kala püüdma
1083,fassen::V,fassen,püüdma
1084,hüten::V,hüten,karjatama
1085,treiben::V,treiben,ajama
1086,anbinden::V,anbinden,kinni siduma
1087,füttern::V,füttern,söötma
1088,melken::V,melken,lüpsma
1089,hacken::V,hacken,raiuma
1090,hacken::V,hacken,lõhkuma
1091,gießen::V,gießen,kastma
1092,reifen::V,reifen,valmima
1093,zubereiten::V,zubereiten,valmistama
1094,kochen::V,kochen,keetma
1095,backen::V,backen,küpsetama
1096,braten::V,braten,praadima
1097,umrühren::V,umrühren,segama
1098,stricken::V,stricken,kuduma
1099,nähen::V,nähen,õmblema
1100,färben::V,färben,värvima
1101,reinigen::V,reinigen,puhastama
1102,waschen::V,waschen,pesema
1103,abwischen::V,abwischen,puhtaks pühkima
1104,spülen::V,spülen,uhtma
1105,fegen::V,fegen,pühkima
1106,kehren::V,kehren,pühkima
1107,baden::V,baden,suplema
1108,baden::V,baden,kümblema
1109,sich waschen::V,sich waschen,end pesema
1110,ausziehen::V,ausziehen,käest võtma
1111,ausziehen::V,ausziehen,jalast võtma
1112,ausziehen::V,ausziehen,seljast võtma
1113,anziehen::V,anziehen,jalga panema
1114,sich anziehen::V,sich anziehen,riietuma
1115,kämmen::V,kämmen,kammima
1116,schmücken::V,schmücken,kaunistama
1117,sagen::V,sagen,ütlema
1118,sprechen::V,sprechen,rääkima
1119,sprechen::V,sprechen,kõnelema
1120,reden::V,reden,kõnelema
1121,sich unterhalten::V,sich unterhalten,vestlema
1122,fragen::V,fragen,küsima
1123,bitten::V,bitten,paluma
1124,erzählen::V,erzählen,jutustama
1125,mitteilen::V,mitteilen,teatama
1126,mitteilen::V,mitteilen,teada andma
1127,nennen::V,nennen,nimetama
1128,rufen::V,rufen,kutsuma
1129,prahlen::V,prahlen,hooplema
1130,übersetzen::V,übersetzen,tõlkima
1131,denken::V,denken,mõtlema
1132,glauben::V,glauben,uskuma
1133,bemerken::V,bemerken,märkama
1134,erkennen::V,erkennen,ära tundma
1135,begreifen::V,begreifen,aru saama
1136,verstehen::V,verstehen,mõistma
1137,lernen::V,lernen,õppima
1138,wissen::V,wissen,teadma
1139,sich erinnern an::V,sich erinnern an,mäletama
1140,vergessen::V,vergessen,unustama
1141,messen::V,messen,mõõtma
1142,zählen::V,zählen,loendama
1143,rechnen::V,rechnen,arvutama
1144,lesen::V,lesen,lugema
1145,malen::V,malen,maalima
1146,zeichnen::V,zeichnen,joonistama
1147,schreiben::V,schreiben,kirjutama
1148,besitzen::V,besitzen,omama
1149,kaufen::V,kaufen,ostma
1150,verkaufen::V,verkaufen,müüma
1151,bezahlen::V,bezahlen,tasuma
1152,zahlen::V,zahlen,maksma
1153,beherrschen::V,beherrschen,valitsema
1154,ertragen::V,ertragen,taluma
