,Concept_ID,it,ko
102,Strömung::N,corrente,유동
103,Tropfen::N,goccia,물방울
104,Schaum::N,spuma,포말
105,Schaum::N,schiuma,포말
106,Schmutz::N,sudiciume,때
107,See::N,lago,호수
108,Sumpf::N,palude,습지
109,Moor::N,torbiera,저습지
110,Wiese::N,prato,목초지
111,Wald::N,bosco,숲
112,Wald::N,foresta,숲
113,Hügel::N,colle,언덕
114,Hügel::N,collina,언덕
115,Anhöhe::N,altura,언덕
116,Berg::N,monte,산
117,Berg::N,montagna,산
118,Gipfel::N,cima,졀졍
119,Höhle::N,grotta,공동
120,Höhle::N,caverna,공동
121,Abhang::N,pendìo,몰매
122,Quelle::N,sorgente,근원
123,Bach::N,ruscello,내
124,Fluss::N,fiume,강
125,Ufer::N,riva,강변
126,Ufer::N,riva,바닷가
127,Küste::N,costa,해변
128,Küste::N,costa,해변가
129,Festland::N,terraferma,본토
130,Meer::N,mare,바다
131,Bucht::N,cala,협만
132,Insel::N,ìsola,섬
133,Blume::N,fiore,꽃
134,Gras::N,erba,풀
135,Wurzel::N,radice,뿌리
136,Baum::N,àlbero,나무
137,Stamm::N,tronco,대
138,Rinde::N,corteccia,나무껍질
139,Ast::N,ramo,가지
140,Zweig::N,ramo,가지
141,Blatt::N,foglia,잎
142,Birke::N,betulla,자작나무
143,Kiefer[Baum]::N,pino,소나무
144,Weide[Baum]::N,sàlice,쉬양버들
145,Tanne::N,abete,전나무
146,Horn::N,corno,뿔
147,Feder::N,penna,깃털
148,Fell::N,manto,피혁모피
149,Fell::N,pelame,피혁모피
150,Flügel::N,ala,날개
151,Klaue::N,grinfia,갈고리 발톺
152,Kralle::N,unghia,발툭
153,Kralle::N,artiglio,발툭
154,Schwanz::N,coda,꼬리
155,Ei::N,uovo,알
156,Nest::N,nido,보금자리
157,Bau::N,covo,굴
158,Tier::N,bestia,짐승
159,Tier::N,animale,짐승
160,Herde::N,gregge,가축의떼
161,Kuh::N,vacca,암소
162,Bulle::N,toro,황소
163,Pferd::N,cavallo,말
164,Schaf::N,pècora,양
165,Schwein::N,porco,돼지
166,Schwein::N,maiale,돼지
167,Hund::N,cane,개
168,Katze::N,gatta,고양이
169,Bär::N,orso,콤
170,Eichhörnchen::N,scoiàttolo,다람쥐
171,Elch::N,alce,고라니
172,Fuchs::N,volpe,여우
173,Hase::N,lepre,토끼
174,Maus::N,topo,쥐
175,Maus::N,sorcio,쥐
176,Wolf::N,lupo,늑대
177,Vogel::N,uccello,새
178,Schwarm::N,stormo,뗴
179,Huhn::N,gallina,암탉
180,Hahn::N,gallo,수탉
181,Gans::N,oca,거위
182,Adler::N,àquila,수리
183,Ente::N,ànatra,오리
184,Eule::N,gufo,부엉이
185,Eule::N,civetta,부엉이
186,Kranich::N,gru,두루미
187,Krähe::N,cornacchia,까마귀
188,Kuckuck::N,cuccù,뻐꾸기
189,Kuckuck::N,cùculo,뻐꾸기
190,Schwan::N,cigno,배조
191,Fisch::N,pesce,물고기
192,Barsch::N,pèrsico,농어
193,Hecht::N,luccio,에속스
194,Schlange[Tier]::N,serpente,뱀
195,Wurm::N,baco,벌레
196,Wurm::N,verme,벌레
197,Spinne::N,ragno,거미
198,Ameise::N,formica,개미
199,Laus::N,pidocchio,이
200,Mücke::N,zanzara,모기
201,Fliege::N,mosca,날기
202,Schmetterling::N,farfalla,나비
203,Beere::N,bacca,장과
204,Apfel::N,mela,사과
205,Pilz::N,fungo,고방이
206,Zwiebel::N,cipolla,양파
207,Saat::N,semente,씨
208,Korn::N,grano,알맹이
209,Heu::N,fieno,건초
210,Schale::N,buccia,피상
211,Grube::N,cava,
212,Grube::N,fossa,
213,Falle::N,tràppola,함정
214,Schlinge::N,laccio,올가미
215,Schlinge::N,laccio,멜빵붕대
216,Spur::N,traccia,발지국
217,Asche::N,cenere,재
218,Dreck::N,fango,똥
219,Dreck::N,fango,오물
220,Eisen::N,ferro,쇠
221,Eisen::N,ferro,철
222,Gold::N,oro,항금
223,Silber::N,argento,은
224,Kohle::N,carbone,슻
225,Glas::N,vetro,유리
226,Lehm::N,argilla,찰흙
227,Sand::N,arena,모래
228,Sand::N,sabbia,모래
229,Mensch::N,uomo,사람
230,Mensch::N,èssere umano,사람
231,Mann::N,uomo,남자
232,Frau::N,donna,여자
233,Kind::N,bambino,아이
234,Junge::N,ragazzo,소녁
235,Mädchen::N,ragazza,소녀
236,Familie::N,famiglia,가족
237,Großvater::N,nonno,할아버지
238,Großmutter::N,nonna,할머니
239,Eltern::N,genitori,어버오
240,Vater::N,padre,아버지
241,Mutter::N,madre,어머니
242,Sohn::N,figlio,아들
243,Tochter::N,figlia,딸기
244,Bruder::N,fratello,형제
245,Schwester::N,sorella,누이
246,Onkel::N,zio,백부
247,Tante::N,zia,아주머니
248,Ehemann::N,marito,남편
249,Ehefrau::N,moglie,아내
250,Freude::N,gioia,기쁨
251,Freude::N,piacere,기쁨
252,Gelächter::N,risata,웃음
253,Glück::N,felicità,즐거움
254,Kummer::N,afflizione,슬픔
255,Wunsch::N,desiderio,소망
256,Lust::N,voglia,
257,Geist::N,mente,할기
258,Geist::N,spìrito,할기
259,Gedanke::N,idea,상념
260,Gedanke::N,pensiero,상념
261,Gedächtnis::N,memoria,기억
262,Verstand::N,intelletto,분별
263,Verstand::N,intelletto,지능
264,Sinn::N,senso,센스
265,Sinn::N,significato,센스
266,Grund::N,causa,까닭
267,Grund::N,motivo,까닭
268,Grund::N,ragione,까닭
269,Wahrheit::N,verità,참
270,Wahrheit::N,verità,진실
271,Gespräch::N,discorso,대화
272,Gespräch::N,conversazione,대화
273,Märchen::N,fiaba,동화
274,Märchen::N,fàvola,동화
275,Erzählung::N,racconto,이야기
276,Erzählung::N,narrazione,이야기
277,Nachricht::N,messaggio,
278,Neuigkeit::N,notizia,뉴스
279,Name::N,nome,이름
280,Rätsel::N,indovinello,수수께끼
281,Rede::N,discorso,연설
282,Sprache::N,lingua,말
283,Sprache::N,linguaggio,말
284,Stimme::N,voce,목소리
285,Wort::N,parola,낱말
286,Zeichen::N,segno,신호
287,Zeichen::N,segnale,신호
288,Ruf::N,chiamata,부름
289,Lärm::N,chiasso,소동
290,Lärm::N,strèpito,소동
291,Laut::N,suono,음성
292,Ton::N,tono,목소리
293,Lied::N,canto,노래
294,Lied::N,canzone,노래
295,Ruhe::N,calma,쉼
296,Ruhe::N,tranquillità,쉼
297,Leute::N,gente,사람들
298,Volk::N,pòpolo,국중
299,Arbeit::N,lavoro,근로
300,Arbeit::N,lavoro,너무
301,Gast::N,òspite,손님
302,Gast::N,invitato,손님
303,Geschenk::N,regalo,행하
304,Spiel::N,gioco,무리
305,Gesellschaft::N,compagnìa,교제
306,Hilfe::N,aiuto,거들음
307,Hilfe::N,aiuto,보좌
308,Hilfe::N,soccorso,거들음
309,Hilfe::N,soccorso,보좌
310,Freund::N,amico,친구
311,Kamerad::N,camerata,동실자
312,Angelegenheit::N,affare,용무
313,Angelegenheit::N,faccenda,용무
314,Anzahl::N,nùmero,어떤
315,Anzahl::N,nùmero,수
316,Anzahl::N,quantità,어떤
317,Anzahl::N,quantità,수
318,Art::N,tipo,정류
319,Art::N,specie,정류
320,Stück::N,pezzo,일부분
321,Teil::N,parte,몱
322,Teil::N,parte,구훠
323,Hälfte::N,metà,2분의
324,Kreis::N,cìrcolo,고리
325,Kreuz::N,croce,열십자
326,Linie::N,lìnea,선
327,Strich::N,tratto,스침
328,Abstand::N,distanza,거리
329,Entfernung::N,distanza,거리
330,Entfernung::N,lontananza,거리
331,Gegend::N,regione,곳
332,Gegend::N,regione,부금
333,Platz::N,posto,장소
334,Platz::N,spazio,장소
335,Ort::N,luogo,장소
336,Ort::N,località,장소
337,Seite::N,lato,옆면
338,Seite::N,parte,옆면
339,Mitte::N,mezzo,궁간
340,Mitte::N,centro,궁간
341,Gegenstand::N,oggetto,항목
342,Sache::N,cosa,뭉에
343,Rand::N,orlo,가
344,Rand::N,bordo,가
345,Kante::N,spìgolo,귀퉁
346,Ecke::N,canto,구석
347,Spitze::N,punta,끝
348,Spitze::N,punta,참단
349,Ende::N,capo,말당
350,Ende::N,estremità,말당
351,Loch::N,buco,빙옷
352,Winkel::N,àngolo,각도
353,Muster::N,disegno,본
354,Muster::N,disegno,견복
355,Größe::N,taglia,신장
356,Größe::N,grandezza,신장
357,Länge::N,lunghezza,길이긺
358,Höhe::N,altezza,높이
359,Gewicht::N,peso,추
360,Menge::N,quantità,수양
361,Haufen::N,cùmulo,퇴적
362,Haufen::N,mucchio,퇴적
363,Reihe::N,fila,열
364,Boot::N,barca,보트
365,Boot::N,battello,보트
366,Ruder::N,remo,노
367,Schlitten::N,slitta,썰매
368,Ski::N,sci,스키
369,Lagerfeuer::N,falò,캠프의 모닥불
370,Lagerfeuer::N,fuoco di bivacco,캠프의 모닥불
371,Last::N,càrico,무거운짐
372,Gang::N,andata,걸음
373,Schritt::N,passo,보조
374,Norden::N,nord,북쪽 
375,Norden::N,settentrione,북쪽 
376,Süden::N,sud,남쪽
377,Süden::N,meridione,남쪽
378,Westen::N,òvest,서쪽
379,Westen::N,occidente,서쪽
380,Osten::N,est,동쪽
381,Osten::N,oriente,동쪽
382,Holz::N,legno,목재
383,Brett::N,asse,마루널
384,Brett::N,tàvola,마루널
385,Platte::N,lastra,탤
386,Platte::N,lastra,금속판
387,Platte::N,piastra,탤
388,Platte::N,piastra,금속판
389,Stütze::N,supporto,버팀목
390,Stange::N,sbarra,장대
391,Stange::N,pèrtica,장대
392,Stock::N,verga,막대기
393,Stock::N,bastone,막대기
394,Stock::N,bacchetta,막대기
395,Stab::N,asta,작대기
396,Rohr::N,tubo,갈대
397,Haus::N,casa,집
398,Heim::N,casa,집
399,Ofen::N,stufa,아궁이
400,Fußboden::N,pavimento,마루
401,Tisch::N,tàvolo,탁자
402,Stuhl::N,sedia,의자
403,Wiege::N,culla,발상지
404,Bett::N,letto,침대
405,Regal::N,scaffale,서가
406,Kiste::N,cassa,짐궤
407,Fenster::N,finestra,눔
408,Tür::N,porta,문
409,Tor::N,portone,대문
410,Zaun::N,recinto,담장
411,Dach::N,tetto,지붕
412,Leiter::N,scala,사닥다리
413,Leiter::N,scala a pioli,사닥다리
414,Besen::N,scopa,비
415,Spaten::N,vanga,가래
416,Schaufel::N,pala,삽
417,Gabel::N,forchetta,갈래
418,Löffel::N,cucchiaio,숟가락
419,Messer::N,coltello,나이프
420,Nagel::N,chiodo,발툽
421,Netz::N,rete,그물
422,Haken::N,uncino,갈고리
423,Griff::N,mànico,움켜쥠
424,Griff::N,maniglia,움켜쥠
425,Schloss::N,serratura,자물쇠
426,Bild::N,quadro,그림
427,Bild::N,immàgine,그림
428,Figur::N,figura,몸메
429,Puppe::N,bàmbola,인형
430,Beutel::N,borsa,클
431,Beutel::N,sacchetto,클
432,Bündel::N,fascio,자근다발
433,Bündel::N,fagotto,자근다발
434,Tasche::N,borsa,가방
435,Eimer::N,secchio,동이
436,Deckel::N,coperchio,뚜껑
437,Geschirr::N,stoviglie,식시
438,Sack::N,sacco,조갑
439,Tasse::N,tazza,차잔
440,Topf::N,pèntola,단지
441,Kessel::N,paiolo,주전자
442,Kessel::N,calderone,주전자
443,Essen::N,pasto,먹기
444,Essen::N,mangiare,먹기
445,Nahrung::N,cibo,식료
446,Nahrung::N,alimento,식료
447,Speise::N,piatto,음식물
448,Fleisch::N,carne,고기
449,Getreide::N,cereali,곡물
450,Brei::N,purè,젤리
451,Brei::N,pappa,젤리
452,Brot::N,pane,빵
453,Scheibe::N,fetta,원반
454,Scheibe::N,trancia,원반
455,Fett::N,grasso,기름
456,Butter::N,burro,버터
457,Öl::N,olio,올리브유
458,Salz::N,sale,소금
459,Suppe::N,zuppa,국
460,Suppe::N,zuppa,수프
461,Suppe::N,minestra,국
462,Suppe::N,minestra,수프
463,Honig::N,miele,감미
464,Milch::N,latte,유즙
465,Tee::N,tè,차
466,Leder::N,pelle,가죽
467,Wolle::N,lana,양털
468,Stoff::N,panno,패료
469,Stoff::N,tessuto,패료
470,Nadel::N,ago,바늘
471,Faden::N,filo,콘실
472,Knopf::N,bottone,단추
473,Knoten::N,nodo,곁절
474,Farbe::N,pittura,색
475,Kleidung::N,vestiti,옷입기
476,Kleidung::N,vestiario,옷입기
477,Hemd::N,camicia,속옷
478,Kragen::N,bàvero,깃
479,Kragen::N,colletto,깃
480,Ärmel::N,mànica,소매
481,Hose::N,calzoni,바지
482,Gürtel::N,cintura,밴드
483,Mütze::N,berretto,모자
484,Schuh::N,scarpa,구두
485,Stiefel::N,stivale,장화
486,Ring::N,anello,고리
487,Band::N,nastro,리본
488,Band::N,fettuccia,리본
489,Kamm::N,pèttine,빗
490,Spiegel::N,specchio,거울
491,Riemen::N,cinghia,가죽끈
492,Schnur::N,corda,밧줄
493,Leine::N,guinzaglio,고삐줄
494,Decke::N,coperta,이부자리
495,Kissen::N,cuscino,깔개
496,Kissen::N,guanciale,깔개
497,Tuch::N,fazzoletto,천
498,Handtuch::N,asciugamano,수건
499,Kraft::N,forza,세력
500,Stärke::N,forza,힘
501,Stärke::N,vigore,힘
502,Stärke::N,fortezza,힘
503,Gesundheit::N,salute,위생
504,Krankheit::N,malattìa,병
505,Schmerz::N,dolore,아픔고통
506,Wunde::N,piaga,상처
507,Wunde::N,ferita,상처
508,Fieber::N,febbre,열별
509,Arznei::N,fàrmaco,약
510,Arznei::N,medicina,약
511,Brücke::N,ponte,교량
512,Brunnen::N,pozzo,원천
513,Weide::N,pàscolo,목장
514,Pfad::N,sentiero,좁은길
515,Weg::N,via,길
516,Weg::N,cammino,길
517,Straße::N,strada,길
518,Dorf::N,paese,촌
519,Dorf::N,paese,촌락
520,Dorf::N,villaggio,촌
521,Dorf::N,villaggio,촌락
522,Stadt::N,città,도시
523,Brief::N,lèttera,서한
524,Buch::N,libro,책
525,Buchstabe::N,lèttera,문자
526,Zeitung::N,giornale,신문
527,Leben::N,vita,삶
528,Tod::N,morte,죽음
529,Grab::N,tomba,무덤
530,Grab::N,sepolcro,무덤
531,Kirche::N,chiesa,교회
532,Sünde::N,peccato,부정
533,Gott::N,dio,하느님
534,Arbeiter::N,operaio,일하는사람
535,Arbeiter::N,lavoratore,일하는사람
536,Chef::N,capo,사장
537,Chef::N,padrone,사장
538,Meister::N,mastro,명인
539,Meister::N,mastro,대가
540,Meister::N,maestro,명인
541,Meister::N,maestro,대가
542,Arzt::N,mèdico,의사
543,Arzt::N,dottore,의사
544,Lehrer::N,professore,교사
545,Geld::N,soldi,돈
546,Geld::N,denaro,돈
547,Geschäft::N,affare,일
548,Geschäft::N,negozio,일
549,Laden::N,negozio,가게
550,Preis::N,prezzo,가격
551,Ware::N,merce,상품
552,Nutzen::N,ùtile,이익
553,Nutzen::N,profitto,이익
554,Reichtum::N,ricchezza,많음
555,Welt::N,mondo,세상
556,Land::N,paese,지방
557,Staat::N,Stato,국가
558,König::N,re,국왕
559,Macht::N,potere,힘
560,Grenze::N,confine,국경
561,Grenze::N,frontiera,국경
562,Krieg::N,guerra,전쟁
563,Feind::N,nemico,적
564,Gewalt::N,violenza,권력
565,Kampf::N,lotta,전투
566,Bogen[Waffe]::N,arco,활
567,Pfeil::N,freccia,화살
568,Gewehr::N,fucile,무기
569,Fehler::N,errore,오류
570,Fehler::N,sbaglio,오류
571,Lüge::N,bugìa,거짓말
572,Lüge::N,menzogna,거짓말
573,Schaden::N,danno,손상
574,Unglück::N,sfortuna,불행
575,Schuld::N,colpa,부채
576,Alter::N,età,연령
577,Schluss::N,fine,마감
578,Zeit::N,tempo,때
579,Zeit::N,tempo,시간
580,Tag::N,giorno,하루
581,Tag::N,giornata,하루
582,Morgen::N,mattina,이침
583,Mittag::N,mezzogiorno,대낮
584,Abend::N,sera,저녁
585,Abend::N,serata,저녁
586,Nacht::N,notte,밤
587,Woche::N,settimana,근무일
588,Monat::N,mese,달
589,Jahr::N,anno,해
590,Frühling::N,primavera,봄
591,Sommer::N,estate,여름
592,Herbst::N,autunno,가을
593,Winter::N,inverno,겨울
594,Januar::N,gennaio,일월
595,Februar::N,febbraio,이월
596,März::N,marzo,삼월
597,April::N,aprile,사월
598,Mai::N,maggio,오월
599,Juni::N,giugno,유월
600,Juli::N,luglio,칠월
601,August::N,agosto,팔월
602,September::N,settembre,구월
603,Oktober::N,ottobre,시월
604,November::N,novembre,십일월
605,Dezember::N,dicembre,십이월
606,Montag::N,lunedì,월요일
607,Dienstag::N,martedì,화요일
608,Mittwoch::N,mercoledì,수요일
609,Donnerstag::N,giovedì,모교일
610,Freitag::N,venerdì,그묘일
611,Samstag::N,sàbato,토요일
612,Sonntag::N,domenica,일요일
613,groß::A,grande,큰
614,klein::A,pìccolo,자근
615,lang::A,lungo,긴
616,kurz::A,corto,짧은
617,breit::A,largo,넓은
618,schmal::A,stretto,좁은
619,dicht::A,denso,농밀한
620,dick[Gegenstand]::A,spesso,두꺼운
621,dünn::A,sottile,얇은
622,fein::A,fine,미세한
623,fein::A,delicato,미세한
624,fest::A,sodo,굳은
625,fest::A,fisso,굳은
626,flach::A,piano,얕은
627,flach::A,piatto,얕은
628,glatt::A,liscio,반들반들한
629,hart::A,duro,굳은
630,weich::A,molle,연한
631,rund::A,rotondo,둥근
632,spitz::A,aguzzo,뾰족한
633,spitz::A,appuntito,뾰족한
634,scharf::A,affilato,날카로운
635,scharf::A,tagliente,날카로운
636,stumpf::A,smussato,무딘
637,schwer::A,pesante,무거운
638,schön::A,bello,멋진
639,heiß::A,caldo,뜨거운
640,heiß::A,bollente,뜨거운
641,warm::A,caldo,따뜻한
642,kalt::A,freddo,찬
643,kühl::A,fresco,서늘한
644,frisch::A,fresco,신선한
645,feucht::A,ùmido,축축한
646,nass::A,bagnato,젖은
647,trocken::A,secco,마른
648,voll::A,pieno,완전한
649,leer::A,vuoto,빈
650,offen::A,aperto,열린
651,geschlossen::A,chiuso,닫힌
652,sauber::A,netto,깨끗한
653,sauber::A,pulito,깨끗한
654,schmutzig::A,sporco,더러운
655,schmutzig::A,sùdicio,더러운
656,roh::A,crudo,날게잇의
657,reif::A,maturo,이근
658,lecker::A,ghiotto,맛있는
659,lecker::A,squisito,맛있는
660,süß::A,dolce,단
661,bitter::A,amaro,찌르는듯한
662,sauer::A,aspro,산성의
663,sauer::A,acerbo,산성의
664,hell::A,chiaro,밝은
665,dunkel::A,buio,어두운
666,dunkel::A,oscuro,어두운
667,schwarz::A,nero,검은
668,weiß::A,bianco,하얀
669,rot::A,rosso,붉은
670,gelb::A,giallo,황색
671,blau::A,blu,푸른
672,blau::A,azzurro,푸른
673,grün::A,verde,녹색의
674,grau::A,grigio,회색의
675,bunt::A,variopinto,알록달록한
676,billig::A,a buon prezzo,싼
677,billig::A,a buon mercato,싼
678,teuer::A,caro,값비산
679,wertvoll::A,prezioso,가치가많은
680,blind::A,cieco,눈먼
681,taub::A,sordo,무감간한
682,kräftig::A,forte,강장한
683,kräftig::A,robusto,강장한
684,stark::A,forte,강한
685,stark::A,vigoroso,강한
686,schwach::A,dèbole,약한
687,fett::A,grasso,실찐
688,schlank::A,snello,호리호리한
689,schlank::A,slanciato,호리호리한
690,hübsch::A,bello,예쁜
691,hübsch::A,carino,예쁜
692,böse::A,cattivo,나쁜
693,dumm::A,stùpido,어리석은
694,faul::A,pigro,너덜너덜한
695,fleißig::A,diligente,근면한
696,geizig::A,avaro,인색한
697,klug::A,intelligente,
698,geschickt::A,àbile,교묘한
699,lieb::A,caro,친애하는
700,lustig::A,gaio,유쾌한
701,lustig::A,allegro,유쾌한
702,sanft::A,dolce,온화한
703,hungrig::A,affamato,배고픈
704,krank::A,malato,병든
705,krank::A,infermo,병든
706,nackt::A,nudo,벌거벗은
707,traurig::A,triste,슬픈
708,lebendig::A,vivo,살아있는
709,gut::A,buono,좋은
710,schlecht::A,cattivo,나쁜
711,richtig::A,giusto,바른
712,schlimm::A,grave,못된
713,wahr::A,vero,참된
714,alt::A,vecchio,늙은
715,neu::A,nuovo,새
716,ehemalig::A,vecchio,전의
717,ehemalig::A,d'una_volta,전의
718,alt[Lebewesen]::A,anziano,낡은
719,jung::A,giovane,젊은
720,arm::A,pòvero,가난한
721,reich::A,ricco,풍부한
722,bekannt::A,noto,저명한
723,bekannt::A,conosciuto,저명한
724,berühmt::A,famoso,유명한
725,berühmt::A,cèlebre,유명한
726,fremd::A,estràneo,타처이
727,fremd::A,straniero,타처이
728,verschieden::A,diverso,따른
729,verschieden::A,differente,따른
730,nah::A,vicino,가까운
731,nah::A,propinquo,가까운
732,fern::A,lontano,먼
733,linker::A,sinistro,왼쭉의
734,rechter::A,destro,오른쪽의
735,anderer::A,altro,다른
736,erster::A,primo,첫째
737,zweiter::A,secondo,둘째
738,dritter::A,terzo,셋째
739,letzter::A,ùltimo,의후자의
740,allein::ADV,solo,훌로
741,allein::ADV,da solo,훌로
742,auf einmal::ADV,insieme,갑자기
743,zusammen::ADV,insieme,모아서
744,lange::ADV,a lungo,오래
745,plötzlich::ADV,all'improvviso,둘연한
746,sofort::ADV,sùbito,즉시
747,sofort::ADV,all'istante,즉시
748,später::ADV,più tardi,보다늦은
749,jetzt::ADV,ora,목하
750,jetzt::ADV,adesso,목하
751,heute::ADV,oggi,오늘
752,morgen::ADV,domani,내일
753,bald::ADV,presto,곱
754,bald::ADV,tra poco,곱
755,dann::ADV,allora,그경우에
756,gestern::ADV,ieri,어제
757,einst::ADV,prima,옛날에
758,einst::ADV,un tempo,옛날에
759,damals::ADV,allora,그때에
760,danach::ADV,poi,그 뒤에
761,danach::ADV,dopo,그 뒤에
762,vorher::ADV,prima,미리
763,zuerst::ADV,prima,최초로
764,zuerst::ADV,dapprima,최초로
765,einmal::ADV,una volta,한번
766,manchmal::ADV,talvolta,땓대로
767,manchmal::ADV,qualche volta,땓대로
768,oft::ADV,spesso,땓대로
769,immer::ADV,sempre,늘
770,niemals::ADV,non mai,결코...(하지)않다
771,hier::ADV,qua,여기
772,hierhin::ADV,qua,여기로
773,von hier::ADV,ne,
774,von hier::ADV,da qui,
775,dort::ADV,lì,거기
776,dorthin::ADV,là,저기예
777,geradeaus::ADV,diritto,곧장
778,vorwärts::ADV,avanti,앞으로
779,rückwärts::ADV,all'indietro,뒤로
780,zurück::ADV,di indietro,제자리로
781,unten::ADV,giù,아래에
782,unten::ADV,sotto,아래에
783,hinab::ADV,giù,아래쪽으로
784,hinab::ADV,in giù,아래쪽으로
785,oben::ADV,su,위에
786,oben::ADV,sopra,위에
787,hinauf::ADV,in sù,위쪽으로
788,hinauf::ADV,in alto,위쪽으로
789,überall::ADV,dappertutto,도처에
790,nicht::ADV,non,안
791,ein wenig::ADV,un po',적음
792,ein wenig::ADV,un poco,적음
793,kaum::ADV,a appena,가의
794,sehr::ADV,molto,자주
795,so::ADV,così,그와같이
796,so::ADV,tanto,그와같이
797,noch::ADV,ancora,아직
798,nur::ADV,solo,다만
799,nur::ADV,soltanto,다만
800,schon::ADV,già,이미
801,wieder::ADV,di nuovo,다시
802,vergebens::ADV,invano,헛되이
803,vor::PRP,davanti a,앞에
804,hinter::PRP,dietro,뒤에
805,unter::PRP,sotto,잍에
806,durch::PRP,per,통고하여
807,durch::PRP,attraverso,통고하여
808,neben::PRP,a accanto a,와나란히
809,zwischen::PRP,fra,의사이로
810,wegen::PRP,a causa di,때문에
811,dies::PRN,ciò,이
812,dies::PRN,questo,이
813,das::PRN,ciò,저
814,das::PRN,quello,저
815,alles::PRN,tutto,모든것
816,ich::PRN,ìo,나
817,du::PRN,tu,너
818,er::PRN,lui,그
819,er::PRN,egli,그
820,wir::PRN,noi,우리
821,ihr::PRN,voi,너희들
822,sie::PRN,loro,그들
823,was::FPRN,che,뭣
824,was::FPRN,che cosa,뭣
825,wer::FPRN,chi,누구
826,wo::FADV,dove,어디
827,wohin::FADV,dove,어디로
828,wie::FADV,come,어떻게
829,warum::FADV,perche,왜
830,wieviel::FNUM,quanto,얼마만큰
831,eins::NUM,uno,하나
832,zwei::NUM,due,둘
833,drei::NUM,tre,셋
834,vier::NUM,quattro,넷
835,fünf::NUM,cinque,다섯
836,sechs::NUM,sei,여섯
837,sieben::NUM,sette,일곱
838,acht::NUM,otto,여덟
839,neun::NUM,nove,아홉
840,zehn::NUM,dieci,열
841,elf::NUM,ùndici,열하나
842,zwölf::NUM,dodici,열둘
843,zwanzig::NUM,venti,스물
844,dreißig::NUM,trenta,서름
