,Concept_ID,udm,mn
237,Asche::N,пень,үнс
238,Dreck::N,дэри,хир
239,Eisen::N,корт,төмөр
240,Gold::N,зарни,алт
241,Silber::N,азвесь,мөнгө
242,Kohle::N,эгыр,нүүрс
243,Glas::N,стекло,шил
244,Glas::N,пияла,шил
245,Lehm::N,сюй,шавар
246,Sand::N,луо,элс
247,Mensch::N,мурт,хүн
248,Mensch::N,адями,хүн
249,Mann::N,воргорон,эр
250,Mann::N,воргорон,эрэгтэй
251,Frau::N,кышномурт,эмэгтэй
252,Frau::N,кышномурт,хатагтай
253,Kind::N,нуны,хүүхэд
254,Kind::N,пинал,хүүхэд
255,Junge::N,пи,хүү
256,Mädchen::N,ныл,охин
257,Mädchen::N,ныл,бүсгүй
258,Familie::N,семья,айл
259,Großvater::N,песятай,өвгөн аав
260,Großvater::N,пересь атай,өвгөн аав
261,Großmutter::N,песянай,эмэг эх
262,Großmutter::N,песянай,эмгээ
263,Großmutter::N,пересь анай,эмэг эх
264,Großmutter::N,пересь анай,эмгээ
265,Eltern::N,атай-анай,эцэг эх
266,Eltern::N,бубы-мумы,эцэг эх
267,Vater::N,айы,аав
268,Vater::N,айы,эцэг
269,Vater::N,атай,аав
270,Vater::N,атай,эцэг
271,Mutter::N,мумы,эх
272,Mutter::N,мумы,ээж
273,Sohn::N,пи,хүү
274,Tochter::N,ныл,охин
275,Bruder::N,агай,ах
276,Bruder::N,агай,дүү
277,Schwester::N,апа,эгч
278,Schwester::N,апа,охин дүү
279,Schwester::N,сузэр,эгч
280,Schwester::N,сузэр,охин дүү
281,Onkel::N,агай,авга ах
282,Onkel::N,агай,нагац ах
283,Tante::N,апа,авга эгч
284,Tante::N,апа,нагац эгч
285,Tante::N,кенак,авга эгч
286,Tante::N,кенак,нагац эгч
287,Ehemann::N,карт,нөхөр
288,Ehefrau::N,кышно,эхнэр
289,Ehefrau::N,кышно,гэргий
290,Freude::N,шумпотон,баяр
291,Freude::N,шумпотон,баясгалан
292,Gelächter::N,горем,инээдэм
293,Glück::N,шуд,жаргалан
294,Kummer::N,кайгу,гаслан
295,Kummer::N,куректон,гаслан
296,Wunsch::N,мылпотон,ерөөл
297,Lust::N,потон,дур
298,Lust::N,потон,хүсэл
299,Geist::N,лул,оюун
300,Gedanke::N,малпан,сэтгэл
301,Gedächtnis::N,йырсазь,ой
302,Gedächtnis::N,йырсазь,цээж
303,Gedächtnis::N,тодэваён,ой
304,Gedächtnis::N,тодэваён,цээж
305,Verstand::N,йырвизь,ухаан
306,Sinn::N,смысл,утга
307,Grund::N,муг,учир
308,Grund::N,ньӧм,учир
309,Wahrheit::N,зэм,үнэн
310,Wahrheit::N,шонер,үнэн
311,Gespräch::N,вераськон,яриа
312,Märchen::N,выжыкыл,явган үлгэр
313,Erzählung::N,верос,тууж
314,Nachricht::N,ивор,мэдээ
315,Neuigkeit::N,выльивор,сонин
316,Name::N,ним,нэр
317,Rätsel::N,мадькыл,оньсого
318,Rede::N,верам,хэлсэн үг
319,Sprache::N,кыл,хэл
320,Stimme::N,куара,дуу
321,Wort::N,кыл,үг
322,Zeichen::N,пус,тамга
323,Zeichen::N,пус,тэмдэг
324,Zeichen::N,тодмет,тамга
325,Zeichen::N,тодмет,тэмдэг
326,Ruf::N,ӧтён,дуудлага
327,Ruf::N,чортон,дуудлага
328,Lärm::N,ӵашетон,шуугиан
329,Lärm::N,ӵашетон,чимээ
330,Laut::N,куара,анир
331,Laut::N,куара,дуу
332,Ton::N,куара,авиа
333,Ton::N,куара,аялгуу
334,Lied::N,кырӟан,дуу
335,Ruhe::N,чалмыт улон,энх
336,Ruhe::N,чалмыт улон,тайван
337,Leute::N,адямиос,хүмүүс
338,Volk::N,калык,улс
339,Arbeit::N,уж,ажил
340,Arbeit::N,уж,хөдөлмөр
341,Gast::N,куно,зочин
342,Gast::N,куно,айлчин
343,Geschenk::N,салам,бэлэг
344,Geschenk::N,кузьым,бэлэг
345,Spiel::N,шудон,наадам
346,Spiel::N,шудон,тоглоом
347,Gesellschaft::N,калык,хамт байх
348,Hilfe::N,юрттон,тусламж
349,Freund::N,эш,найз
350,Freund::N,эш,нөхөр
351,Freund::N,юлтош,найз
352,Freund::N,юлтош,нөхөр
353,Kamerad::N,тодмо,хань
354,Kamerad::N,тодмо,нөхөр
355,Angelegenheit::N,уж,хэрэг
356,Anzahl::N,лыд,тоо
357,Art::N,тус,төрөл
358,Art::N,тус,янз
359,Stück::N,юдэс,хэсэг
360,Teil::N,люкет,хувь
361,Teil::N,люкет,хэсэг
362,Hälfte::N,ӝыны,хагас
363,Kreis::N,котырес,тойрог
364,Kreis::N,котырес,хүрээ
365,Kreuz::N,крест,загалмай
366,Linie::N,гож,шугам
367,Strich::N,гож,зураас
368,Abstand::N,вис,зай
369,Abstand::N,кусып,зай
370,Entfernung::N,кусып,зай
371,Entfernung::N,кусып,хол ойр
372,Gegend::N,инты,хавь
373,Gegend::N,инты,газар
374,Platz::N,инты,зай
375,Platz::N,инты,завсар
376,Ort::N,инты,газар
377,Ort::N,инты,байр
378,Ort::N,места,газар
379,Ort::N,места,байр
380,Seite::N,пал,тал
381,Seite::N,пал,этгээд
382,Mitte::N,шор,төв
383,Mitte::N,шор,дунд
384,Gegenstand::N,арбери,юм
385,Sache::N,котыр,үйл
386,Sache::N,котыр,хэрэг
387,Rand::N,дур,зах
388,Rand::N,дур,хөвөө
389,Rand::N,шаер,зах
390,Rand::N,шаер,хөвөө
391,Kante::N,дур,ирмэг
392,Ecke::N,сэрег,өнцөг
393,Spitze::N,йыл,үзүүр
394,Ende::N,пум,зах
395,Ende::N,пум,үзүүр
396,Loch::N,пась,цоорхой
397,Loch::N,пась,онгорхой
398,Winkel::N,сэрег,өнцөг
399,Muster::N,пужы,хээ
400,Muster::N,пужы,угалз
401,Größe::N,быдӟала,хэмжээ
402,Länge::N,кузьдала,урт
403,Höhe::N,ӝуждала,өндөр
404,Gewicht::N,сектала,жин
405,Gewicht::N,секытлык,жин
406,Menge::N,лыд,тоо
407,Menge::N,лыдпус,тоо
408,Haufen::N,люк,бөөн
409,Reihe::N,чур,эгнээ
410,Boot::N,пыж,завь
411,Boot::N,лодка,завь
412,Ruder::N,полыс,сэлүүр
413,Schlitten::N,додьы,чарга
414,Ski::N,куас,цана
415,Lagerfeuer::N,тылскем,түүдэг
416,Last::N,секыт,ачаа
417,Gang::N,ветлон,явдал
418,Schritt::N,вамыш,алхам
419,Norden::N,уйпал,умар
420,Süden::N,лымшор,урд
421,Süden::N,лымшор,өмнө
422,Westen::N,шунды пуксён,өрнө
423,Westen::N,шунды пуксён,баруун
424,Osten::N,шунды ӝужан,зүүн
425,Osten::N,шунды ӝужан,дорно
426,Holz::N,пу,мод
427,Brett::N,пул,банз
428,Platte::N,плита,хавтан
429,Stütze::N,пыкет,тулгуур
430,Stütze::N,пыкет,тулга
431,Stange::N,пуӵ,сургааг
432,Stock::N,боды,саваа
433,Stab::N,пуӵ,таяг
434,Stab::N,боды,таяг
435,Rohr::N,труба,хоолой
436,Haus::N,юрт,гэр
437,Haus::N,юрт,байшин
438,Heim::N,корка,гэр
439,Ofen::N,гур,зуух
440,Ofen::N,гур,пийшин
441,Fußboden::N,выж,шал
442,Tisch::N,ӝӧк,ширээ
443,Stuhl::N,пукон,сандал
444,Wiege::N,кӧкы,өлгий
445,Wiege::N,зыбка,өлгий
446,Bett::N,валес,ор
447,Regal::N,ӝажы,тавиур
448,Kiste::N,ящик,авдар
449,Kiste::N,ящик,хайрцаг
450,Fenster::N,укно,гэгээвч
451,Fenster::N,косяк,гэгээвч
452,Tür::N,ӧс,үүд
453,Tür::N,ӧс,хаалга
454,Tor::N,ӟезьы,хаалга
455,Zaun::N,забор,хашаа
456,Dach::N,липет,дээвэр
457,Leiter::N,падӟа,шат
458,Besen::N,ӵужон,хамуур
459,Besen::N,ӵужон,туужуу
460,Besen::N,исьнер,хамуур
461,Besen::N,исьнер,туужуу
462,Spaten::N,лопатка,хүрз
463,Schaufel::N,ютырон,хүрз
464,Gabel::N,тэчы,сэрээ
465,Gabel::N,вилка,сэрээ
466,Löffel::N,пуньы,халбага
467,Messer::N,пурт,хутга
468,Nagel::N,кортӵог,хадаас
469,Netz::N,сеть,өөш
470,Netz::N,сеть,тор
471,Haken::N,курик,гох
472,Griff::N,ныд,иш
473,Griff::N,ныд,сэнж
474,Schloss::N,тунгон,цуурга
475,Schloss::N,тунгон,цоож
476,Bild::N,суред,зураг
477,Figur::N,фигура,баримал
478,Puppe::N,мунё,хүүхэлдэй
479,Beutel::N,пуйы,агсаа
480,Beutel::N,пуйы,уут
481,Bündel::N,керттэт,боодол
482,Tasche::N,пуйы,цүнх
483,Tasche::N,сумка,цүнх
484,Eimer::N,ведра,хөнөг
485,Eimer::N,ведра,хувин
486,Deckel::N,ӵоксэт,таг
487,Deckel::N,ӵоксэт,хавхаг
488,Geschirr::N,тусьты-пуньы,сав суулга
489,Sack::N,пуйы,шуудай
490,Tasse::N,ӵаша,аяга
491,Topf::N,миска,тогоо
492,Kessel::N,пурты,тогоо
493,Essen::N,сиськон,идээ
494,Nahrung::N,сион,хүнс
495,Speise::N,сиён,идээ
496,Fleisch::N,сӥль,мах
497,Getreide::N,ю тысь,будаа
498,Brei::N,ӝук,богшмол
499,Brei::N,ӝук,будаа
500,Brot::N,нянь,талх
501,Scheibe::N,шорем,зүсэм
502,Scheibe::N,шорем,хэрчим
503,Fett::N,кӧй,өөх
504,Butter::N,вӧй,тос
505,Öl::N,вӧй,тос
506,Salz::N,сылал,давс
507,Suppe::N,шыд,шөл
508,Honig::N,чечы,бал
509,Milch::N,йӧл,сүү
510,Tee::N,чай,цай
511,Leder::N,сурон,арьс
512,Leder::N,сурон,савхи
513,Wolle::N,гон,ноос
514,Wolle::N,гон,унгас
515,Wolle::N,ыжгон,ноос
516,Wolle::N,ыжгон,унгас
517,Stoff::N,куэм,бөс
518,Nadel::N,вень,зүү
519,Faden::N,сӥньыс,боолт
520,Faden::N,сӥньыс,утас
521,Knopf::N,бирды,товч
522,Knoten::N,герд,зангилаа
523,Farbe::N,буёл,будаг
524,Kleidung::N,дӥсь,хувцас
525,Hemd::N,дэрем,цамц
526,Kragen::N,сирес,зах заам
527,Ärmel::N,саес,ханцуй
528,Hose::N,брюки,өмд
529,Hose::N,штань,өмд
530,Gürtel::N,кускерттон,бүс
531,Mütze::N,ызьы,малгай
532,Mütze::N,ызьы,бүрх
533,Schuh::N,ботинка,туфли
534,Stiefel::N,сапег,гутал
535,Ring::N,зундэс,бөгж
536,Band::N,лента,тууз
537,Kamm::N,сын,сам
538,Spiegel::N,синучкон,толь
539,Riemen::N,е,тасам
540,Riemen::N,е,сур
541,Schnur::N,гозы,татлага
542,Leine::N,думет,оосор
543,Decke::N,шобрет,хөнжил
544,Decke::N,шобрет,хучлага
545,Kissen::N,миндэр,дэр
546,Tuch::N,кышет,алчуур
547,Tuch::N,кышет,даавуу
548,Handtuch::N,ӵушкон,алчуур
549,Kraft::N,кать,чадал
550,Kraft::N,кать,хүч
551,Kraft::N,ӟигар,чадал
552,Kraft::N,ӟигар,хүч
553,Stärke::N,юнлык,эрч
554,Stärke::N,юнлык,тэнхээ
555,Gesundheit::N,тазалык,бие
556,Gesundheit::N,тазалык,эрүүл мэнд
557,Krankheit::N,висён,эмгэг
558,Schmerz::N,висён,өвчин
559,Wunde::N,яра,шарх
560,Fieber::N,кезег,халуун
561,Arznei::N,эмъюм,эм
562,Brücke::N,выж,гүүр
563,Brunnen::N,колдэч,худаг
564,Weide::N,возь,бэлчээр
565,Pfad::N,сюрес,жим
566,Pfad::N,сюрес,зөрөг
567,Weg::N,сюрес,зам
568,Weg::N,сюрес,харгуй
569,Straße::N,сюрес,зам
570,Straße::N,сюрес,харгуй
571,Dorf::N,гурт,тосгон
572,Dorf::N,гурт,гацаа
573,Stadt::N,кар,хот
574,Stadt::N,город,хот
575,Brief::N,гожтэт,захидал
576,Brief::N,гожтэт,захиа
577,Buch::N,книга,ном
578,Buch::N,книга,бичиг
579,Buchstabe::N,буква,үсэг
580,Zeitung::N,газет,сонин
581,Leben::N,улон,амь
582,Leben::N,улон,амьдрал
583,Tod::N,кулон,үхэл
584,Grab::N,шайгу,булш
585,Kirche::N,черк,сүм
586,Sünde::N,сьӧлык,нүгэл
587,Sünde::N,сьӧлык,хилэнц
588,Gott::N,ӥнмар,бурхан
589,Arbeiter::N,рабочий,ажилчин
590,Arbeiter::N,рабочий,хөдөлмөрчин
591,Chef::N,начальник,дарга
592,Meister::N,кибашлы,дархан
593,Arzt::N,врач,эмч
594,Lehrer::N,дышетӥсь,багш
595,Geld::N,уксё,цаас
596,Geld::N,уксё,мөнгө
597,Geld::N,коньдон,цаас
598,Geld::N,коньдон,мөнгө
599,Geschäft::N,уж,наймаа
600,Laden::N,магазин,дэлгүүр
601,Preis::N,дун,үнэ
602,Ware::N,вуз,таваар
603,Ware::N,вуз,бараа
604,Nutzen::N,пайда,ашиг
605,Reichtum::N,узырлык,баялаг
606,Welt::N,дунне,дэлхий
607,Welt::N,дунне,орчлон
608,Land::N,шаер,улс
609,Land::N,шаер,орон
610,Staat::N,кун,төр
611,Staat::N,кун,гүрэн
612,König::N,эксэй,ван
613,Macht::N,власть,засаг
614,Grenze::N,кунгож,хил
615,Krieg::N,ож,дайн
616,Feind::N,тушмон,дайсан
617,Gewalt::N,эриктэман,хүчирхэх
618,Kampf::N,нюръяськон,тэмцэл
619,Kampf::N,нюръяськон,байлдаан
620,Bogen[Waffe]::N,пукыӵ,нум
621,Pfeil::N,пукыӵ вень,годил
622,Pfeil::N,пукыӵ вень,сум
623,Gewehr::N,пыӵал,буу
624,Fehler::N,янгыш,эндэл
625,Fehler::N,янгыш,алдаа
626,Lüge::N,пӧян,худал
627,Lüge::N,алдан,худал
628,Lüge::N,ӧрекчан,худал
629,Schaden::N,изъян,хор
630,Schaden::N,изъян,хөнөөл
631,Unglück::N,куректон,гай
632,Unglück::N,куректон,гамшиг
633,Unglück::N,шудтэме усён,гай
634,Unglück::N,шудтэме усён,гамшиг
635,Schuld::N,янгыш,гэм
636,Schuld::N,янгыш,буруу
637,Alter::N,арлыд,нас
638,Schluss::N,пум,эцэс
639,Schluss::N,пум,төгсгөл
640,Zeit::N,дыр,цаг
641,Tag::N,нунал,өдөр
642,Morgen::N,ӵукна,өглөө
643,Mittag::N,лымшор,үд
644,Abend::N,ӝыт,үдэш
645,Abend::N,акшан,үдэш
646,Nacht::N,уй,шөнө
647,Woche::N,арня,долоо хоног
648,Monat::N,толэзь,сар
649,Jahr::N,ар,жил
650,Frühling::N,тулыс,хавар
651,Sommer::N,гужем,зун
652,Herbst::N,сӥзьыл,намар
653,Winter::N,тол,өвөл
654,Januar::N,выльартолэзь,нэгдүгээр сар
655,Februar::N,тулыспал,хоёрдугаар сар
656,März::N,южтолэзь,гуравдугаар сар
657,April::N,оштолэзь,дөрөвдүгээр сар
658,Mai::N,куартолэзь,тавдугаар сар
659,Juni::N,вожотолэзь,зургаадугаар сар
660,Juli::N,пӧсьтолэзь,долдугаар сар
661,August::N,гудырикошкон,наймдугаар сар
662,September::N,куарусён,есдүгээр сар
663,Oktober::N,выльӝуктолэзь,аравдугаар сар
664,November::N,шуркынмон,арван нэгдүгээр сар
665,Dezember::N,толсур,арван хоёрдугаар сар
666,Montag::N,вордӥськон,даваа
667,Dienstag::N,вторник,мягмар
668,Mittwoch::N,вирнунал,лхагва
669,Donnerstag::N,покчиарня,пүрэв
670,Freitag::N,удмуртарня,баасан
671,Samstag::N,кӧснунал,бямба
672,Sonntag::N,арня,ням
673,groß::A,бадӟым,их
674,groß::A,бадӟым,том
675,klein::A,пичи,бага
676,klein::A,пичи,жаахан
677,lang::A,кузь,урт
678,kurz::A,вакчи,охор
679,kurz::A,вакчи,богино
680,breit::A,паськыт,өргөн
681,schmal::A,сюлэг,уйтан
682,schmal::A,сюлэг,нарийн
683,dicht::A,ӵем,нягт
684,dicht::A,ӵем,чигжүү
685,dick[Gegenstand]::A,зӧк,зузаан
686,dünn::A,векчи,нимгэн
687,fein::A,векчи,нарийн
688,fest::A,юн,бөх
689,fest::A,юн,хатуу
690,fest::A,чурыт,бөх
691,fest::A,чурыт,хатуу
692,flach::A,ӵошкыт,хавтгай
693,glatt::A,гылыт,цагаан
694,glatt::A,вольыт,цагаан
695,hart::A,чурыт,хатуу
696,weich::A,небыт,зөөлөн
697,rund::A,котырес,дугуй
698,rund::A,котырес,дугариг
699,spitz::A,йылсо,шовх
700,spitz::A,йылсо,шовгор
701,scharf::A,лэчыт,хурц
702,scharf::A,лэчыт,иртэй
703,stumpf::A,ныж,мохоо
704,schwer::A,секыт,хүнд
705,schön::A,чебер,гуа
706,schön::A,чебер,сайхан
707,heiß::A,пӧсь,халуун
708,warm::A,шуныт,дулаан
709,kalt::A,кезьыт,хүйтэн
710,kühl::A,юзмыт,сэрүүн
711,kühl::A,салкым,сэрүүн
712,frisch::A,выль,эрүүл
713,frisch::A,выль,жихүүн
714,feucht::A,мускыт,чийгтэй
715,nass::A,котмем,нойтон
716,trocken::A,кӧс,хатсан
717,voll::A,тыр,дүүрэн
718,leer::A,буш,хоосон
719,leer::A,тырттэм,хоосон
720,offen::A,усьтэм,онгорхой
721,geschlossen::A,ӵогам,битүү
722,geschlossen::A,ӵогам,хаалтай
723,geschlossen::A,пунням,битүү
724,geschlossen::A,пунням,хаалтай
725,sauber::A,ӝикыт,цэвэр
726,sauber::A,ӝикыт,хиргүй
727,sauber::A,чылкыт,цэвэр
728,sauber::A,чылкыт,хиргүй
729,schmutzig::A,нӧд,бохир
730,schmutzig::A,нӧд,хиртэй
731,roh::A,ыль,түүхий
732,reif::A,вуэм,болсон
733,lecker::A,ческыт,амттай
734,süß::A,ческыт,амттай
735,süß::A,ческыт,чихэрлэг
736,bitter::A,курыт,гашуун
737,sauer::A,чырс,эсгэлэн
738,hell::A,югыт,гэгээн
739,hell::A,югыт,гэрэлтэй
740,dunkel::A,пеймыт,бараан
741,dunkel::A,пеймыт,харанхуй
742,schwarz::A,сьӧд,хар
743,weiß::A,тӧдьы,цагаан
744,rot::A,горд,улаан
745,gelb::A,ӵуж,шар
746,blau::A,лыз,хөх
747,blau::A,лыз,цэнхэр
748,grün::A,вож,ногоон
749,grau::A,пурысь,орог
750,grau::A,пурысь,саарал
751,bunt::A,куӵо,эрээн
752,billig::A,дунтэм,хямд
753,teuer::A,дуно,үнэтэй
754,wertvoll::A,дуно,үнэт
755,blind::A,сукыр,сохор
756,blind::A,синтэм,сохор
757,taub::A,пельтэм,чих хатуу
758,kräftig::A,кужмо,чийрэг
759,stark::A,юн,хүчтэй
760,stark::A,юн,чадалтай
761,stark::A,кужмо,хүчтэй
762,stark::A,кужмо,чадалтай
763,schwach::A,ляб,сул
764,schwach::A,начар,сул
765,fett::A,кӧй,тарган
766,fett::A,кӧй,голигор
767,schlank::A,веськыт,голшиг
768,schlank::A,веськрес,голшиг
769,hübsch::A,чебер,сайхан
770,hübsch::A,чебер,хөөрхөн
771,hübsch::A,синмаськымон,сайхан
772,hübsch::A,синмаськымон,хөөрхөн
773,böse::A,лек,муу
774,böse::A,лек,хортой
775,dumm::A,шузи,тэнэг
776,dumm::A,визьтэм,тэнэг
777,faul::A,азьтэм,залхуу
778,fleißig::A,сюлмо,чармайлтгай
779,geizig::A,сук,харамч
