,Concept_ID,ba,xal
60,Himmel::N,күк,теңгр
61,Sonne::N,ҡояш,нарн
62,Mond::N,ай,сар
63,Stern::N,йондоҙ,одн
64,Luft::N,һауа,аһар
65,Wind::N,ел,салькн
66,Welle::N,тулҡын,дольган
67,Wasser::N,һыу,усн
68,Stein::N,таш,чолун
69,Boden::N,тупраҡ,Һазр
70,Erde::N,балсҡ,Һазр
71,Staub::N,туҙан,тоосн
72,Rauch::N,төтөн,утан
73,Funke::N,осҡон,очн
74,Feuer::N,ут,һал
75,Licht::N,яҡтылыҡ,герл
76,Schatten::N,күләгә,сүүдр
77,Wetter::N,һауа торошо,теңгр
78,Nebel::N,төман,будн
79,Wolke::N,болот,үүлн
80,Regen::N,ямғыр,хур
81,Schnee::N,ҡар,цасн
82,Eis::N,боҙ,мөсн
83,Frost::N,һалҡын,киитн
84,Kälte::N,һыуыҡ,киитн
85,Hitze::N,томра,халун
86,Hitze::N,эҫелек,халун
87,Raureif::N,ҡырау,цаң
88,Raureif::N,ҡырау,кирү
89,Regenbogen::N,йәйғор,солңһ
90,Donner::N,күк күкрәү,оһтрһун дун
91,Strömung::N,ағым,урсхл
92,Tropfen::N,тамсы,дусал
93,Schaum::N,күбек,көөсн
94,Schmutz::N,батҡаҡ,кир
95,See::N,күл,нур
96,Sumpf::N,һаҙлык,унул
97,Moor::N,һаҙ,улм
98,Wiese::N,болон,хадлһн
99,Wald::N,урман,ө-модн
100,Hügel::N,түбә,толһа
101,Anhöhe::N,түбә,хамр
102,Anhöhe::N,ҡалҡыулыҡ,хамр
103,Berg::N,тау,уул
104,Gipfel::N,түбә,ора
105,Höhle::N,мәмерйә,хадин көндә
106,Abhang::N,ипкен,ташу
107,Quelle::N,шишмә,булг
108,Bach::N,шишмә,һооҗур
109,Fluss::N,йылға,һол
110,Ufer::N,яр,көвә
111,Küste::N,яр буйы,көвә
112,Küste::N,яр буйы,теңгсин көвә
113,Festland::N,ҡоро ер,хүүрә һазр
114,Meer::N,диңгез,теңгс
115,Bucht::N,бухта,цекә
116,Bucht::N,бухта,теңгсин цекә
117,Insel::N,үтрау,арл
118,Blume::N,сәскә,цецг
119,Gras::N,үлән,ноһан
120,Wurzel::N,тамыр,уңг
121,Baum::N,ағас,модн
122,Stamm::N,олон,шилв
123,Stamm::N,олон,һол модн
124,Stamm::N,көбәк,шилв
125,Stamm::N,көбәк,һол модн
126,Rinde::N,ҡабыҡ,көрсн
127,Ast::N,ботаҡ,ац
128,Zweig::N,ботаҡ,ац
129,Zweig::N,тармаҡ,ац
130,Blatt::N,япраҡ,хамтхасн
131,Birke::N,ҡайын,хусм модн
132,Kiefer[Baum]::N,ҡарғай,шар харһа
133,Weide[Baum]::N,тал,удн
134,Tanne::N,шыршы,җөөлн цаһан модн
135,Horn::N,мөғөҙ,өвр
136,Feder::N,ҡауырһын,өрвлг
137,Fell::N,тире,арсн
138,Flügel::N,ҡанат,җивр
139,Klaue::N,тырнаҡ,хумсн
140,Kralle::N,аяҡ,тавг
141,Schwanz::N,ҡойроҡ,сүл
142,Ei::N,йомортҡа,өндгн
143,Nest::N,оя,үр
144,Bau::N,оң,нүкн
145,Tier::N,жайуан,мал
146,Tier::N,йыртҡыс,мал
147,Herde::N,көтөү,сүрг мал
148,Kuh::N,һыйыр,үкр
149,Bulle::N,үгеҙ,бух
150,Pferd::N,ат,мөрн
151,Schaf::N,һарыҡ,хөн
152,Schwein::N,сусҡа,һаха
153,Hund::N,эт,ноха
154,Katze::N,бесәй,мис
155,Bär::N,айыу,аю
156,Eichhörnchen::N,тейен,кермн
157,Elch::N,мышы,хандһа
158,Fuchs::N,төлкө,арат
159,Hase::N,ҡуян,туула
160,Maus::N,сысҡан,хулһн
161,Wolf::N,бүре,чон
162,Vogel::N,ҡош,шовун
163,Schwarm::N,көтөү,зел
164,Huhn::N,тауыҡ,така
165,Hahn::N,әтәс,эр така
166,Gans::N,ҡаҙ,һалун
167,Adler::N,бөркөт,һәрд
168,Ente::N,өйрәк,нуһсн
169,Eule::N,өкө,һурвлһ
170,Eule::N,ябалаҡ,һурвлһ
171,Kranich::N,торна,тоһрун
172,Krähe::N,ҡарға,шаазһа
173,Kuckuck::N,кәкүк,эргин хуцдг
174,Schwan::N,аҡҡош,хун
175,Fisch::N,балыҡ,заһсн
176,Barsch::N,алабуға,шүрг
177,Hecht::N,суртан,цурх
178,Schlange[Tier]::N,йылан,моһа
179,Wurm::N,селяүсен,өтн
180,Spinne::N,үрмәксе,аралҗн
181,Ameise::N,ҡырмыҫҡа,шорһлҗн
182,Laus::N,бет,бөөсн
183,Mücke::N,серәкәй,бөкүн
184,Fliege::N,себен,батхн
185,Schmetterling::N,күбәләк,эрвәкә
186,Beere::N,еләк,бөөлҗрһн
187,Apfel::N,алма,альмн
188,Pilz::N,бәшмәк,теңгрин ки
189,Zwiebel::N,һуган,мәңгрснә толһа
190,Saat::N,орлоҡ,буудян экн
191,Korn::N,иген,экн
192,Heu::N,бесән,өвсн
193,Schale::N,ҡабыҡ,хальсн
194,Grube::N,соҡор,нүкн
195,Falle::N,тоҙак,урх
196,Falle::N,тоҙак,хавх
197,Falle::N,ҡапҡан,урх
198,Falle::N,ҡапҡан,хавх
199,Schlinge::N,тоҙак,бүтү
200,Spur::N,әҫер,мөр
201,Asche::N,көл,үмсн
202,Dreck::N,батҡаҡ,бальчг
203,Eisen::N,тимер,төмр
204,Gold::N,алтын,алтн
205,Silber::N,көмөш,мөңгн
206,Silber::N,көмөш,цаһан мөңгн
207,Kohle::N,күмер,нүүрсн
208,Glas::N,быяла,шил
209,Lehm::N,балсыҡ,шавр
210,Sand::N,ҡом,элсн
211,Mensch::N,кеше,күн
212,Mensch::N,кеше,күмн
213,Mann::N,ир,эр
214,Frau::N,ҡатын,күүкд күн
215,Kind::N,бала,үрн
216,Junge::N,малай,көвүн
217,Mädchen::N,ҡыҙ,бичкн күүкн
218,Mädchen::N,ҡыҙыҡай,бичкн күүкн
219,Familie::N,ғаилә,бүл
220,Großvater::N,олатай,өвк эцк
221,Großvater::N,олатай,наһц эцк
222,Großmutter::N,әбәй,эмг эк
223,Großmutter::N,әбәй,наһц эк
224,Eltern::N,ата-әсә,эк эцк хойр
225,Vater::N,атай,эцк
226,Mutter::N,әсә,эк
227,Sohn::N,ул,көвүн
228,Tochter::N,ҡыҙ,күүкн
229,Bruder::N,агай,дү көвүн
230,Schwester::N,алай,эгч
231,Schwester::N,алай,дү күүкн
232,Schwester::N,һеңле,эгч
233,Schwester::N,һеңле,дү күүкн
234,Onkel::N,ағай,авһ
235,Onkel::N,ағай,наһцх
236,Tante::N,апай,наһц эгч
237,Ehemann::N,ир,залу
238,Ehefrau::N,ҡатын,гергн
239,Freude::N,шатлыҡ,байр
240,Freude::N,ҡыуаныс,байр
241,Gelächter::N,көлөү,инәдн
242,Glück::N,бәхет,җирһл
243,Glück::N,бәхет,сәәхн җирһл
244,Kummer::N,ҡайғы,зовлң
245,Wunsch::N,теләк,дурн
246,Lust::N,әүәҫлек,җилвтлһн
247,Geist::N,аң,зөрг
248,Geist::N,рух,зөрг
249,Gedanke::N,уй,ухан
250,Gedanke::N,фекер,ухан
251,Gedächtnis::N,хәтер,чееҗин тодлвр
252,Verstand::N,аҡыл,ухан
253,Sinn::N,мәғәня,учр-утх
254,Grund::N,сәбәп,учр
255,Grund::N,сәбәп,шалтан
256,Wahrheit::N,дөрөҫлөк,үнн
257,Gespräch::N,әңгәмә,күүндвүр
258,Märchen::N,әкиәт,тууль
259,Erzählung::N,хикәйә,келвр
260,Nachricht::N,хәбәр,медүллһн
261,Neuigkeit::N,яңылыҡ,зәңг
262,Name::N,исем,нерн
263,Rätsel::N,йомаҡ,тәәлвртә тууль
264,Rede::N,телмәр,келлһн
265,Sprache::N,тел,келн
266,Sprache::N,телмәр,келн
267,Stimme::N,тауыш,дун
268,Wort::N,һүҙ,үг
269,Zeichen::N,билдә,темдг
270,Ruf::N,саҡырыу,дуудлһн
271,Lärm::N,шаулау,шууган
272,Laut::N,тауыш,ә
273,Ton::N,яңғырау,дун
274,Lied::N,йыр,дун
275,Ruhe::N,ял,амулң
276,Ruhe::N,тыныслыҡ,амулң
277,Leute::N,кешеләр,әмтн
278,Volk::N,халҡ,улс
279,Arbeit::N,эш,көдлмш
280,Gast::N,ҡунаҡ,гиич
281,Geschenk::N,бүләк,белг
282,Spiel::N,уйын,наадн
283,Gesellschaft::N,йәмғиәт,олн
284,Hilfe::N,ярҙам,нөкд
285,Freund::N,дуҫ,иньг
286,Kamerad::N,иптәш,үр
287,Angelegenheit::N,әш,керг
288,Anzahl::N,һан,то
289,Art::N,төр,зүүл
290,Stück::N,киҫәк,хусг
291,Teil::N,өлөш,хүв
292,Hälfte::N,ярты,өрәл
293,Kreis::N,түңәрәк,төгрг
294,Kreuz::N,тәре,кирс
295,Linie::N,һыҙыҡ,зурасн
296,Strich::N,һыҙат,татасн
297,Abstand::N,ара,зә
298,Entfernung::N,алыҫлыҡ,һазр
299,Gegend::N,урын,һазр
300,Platz::N,арауыҡ,зә
301,Ort::N,ерҙәр,бәәрн
302,Ort::N,урындар,бәәрн
303,Ort::N,эш урыны,бәәрн
304,Seite::N,яҡ,тал
305,Seite::N,яҡ,хаҗу
306,Seite::N,яҡ,хәврһ
307,Mitte::N,урталыҡ,дунд
308,Gegenstand::N,нәмә,юмн
309,Sache::N,нәмә,юмн
310,Sache::N,әйбер,юмн
311,Rand::N,сит,зах
312,Kante::N,ҡабырға,ирмәг
313,Kante::N,ян,ирмәг
314,Ecke::N,мөйөш,өнцг
315,Spitze::N,ос,үзүр
316,Ende::N,аҙаҡ,үзүр
317,Loch::N,тишек,хаһрха
318,Winkel::N,мөйөш,булң
319,Muster::N,биҙәк,намч
320,Größe::N,ҙурлыҡ,кемҗән
321,Länge::N,оҙонлоҡ,ут
322,Höhe::N,бейеклек,өндр
323,Gewicht::N,үлсәү,күнд
324,Gewicht::N,үлсәү,чиңнүр
325,Menge::N,һан,ик
326,Haufen::N,өйөм,ова
327,Reihe::N,рәт,зерг
328,Reihe::N,рәт,зерглән
329,Boot::N,кәмә,оңһц
330,Ruder::N,ишкәк,хәәв
331,Schlitten::N,сана,цан
332,Ski::N,саңгы,лыҗ
333,Lagerfeuer::N,костер,костёр
334,Last::N,ауырлыҡ,күнд
335,Gang::N,барыу,йовлһн
336,Schritt::N,аҙым,ишкм
337,Norden::N,төньяҡ,ар үзг
338,Süden::N,көньяҡ,өмн
339,Süden::N,көньяҡ,өмн үзг
340,Westen::N,көнбайыш,барун
341,Westen::N,көнбайыш,барун үзг
342,Osten::N,көнсығыш,зүн
343,Osten::N,көнсығыш,зүн үзг
344,Holz::N,үағас,модн
345,Brett::N,таҡта,харһа
346,Platte::N,плита,хавтха чолун
347,Stütze::N,терәк,тулг
348,Stange::N,кәртә,уньн
349,Stock::N,таяҡ,модн
350,Stab::N,ҡолға,шуург
351,Rohr::N,торба,турва
352,Haus::N,өй,гер
353,Haus::N,йорт,гер
354,Heim::N,өй,гер-бул
355,Ofen::N,мейес,беш
356,Fußboden::N,енес,девскр
357,Tisch::N,өҫтәл,ширә
358,Stuhl::N,ултырғыс,стул
359,Wiege::N,бишек,өлгә
360,Wiege::N,бишек,дүүҗң
361,Bett::N,карауат,орн
362,Bett::N,карауат,орндг
363,Regal::N,кәштә,таг
364,Regal::N,кәштә,тәвц
365,Kiste::N,йәшинк,яршг
366,Fenster::N,тәҙрә,терз
367,Tür::N,ишек,үүдн
368,Tor::N,ҡапҡа,үүдн
369,Tor::N,ҡапҡа,өргн үүдн
370,Tor::N,ҡапҡа,хашан үүдн
371,Zaun::N,ҡойма,хаша
372,Dach::N,түбә,деевр
373,Dach::N,ҡыйыҡ,деевр
374,Leiter::N,баҫҡыс,шат
375,Leiter::N,баҫҡыс,давшур
376,Besen::N,һепертке,сәвүр
377,Spaten::N,көрәк,күрз
378,Schaufel::N,көрәк,совг
379,Gabel::N,сәнске,серә
380,Löffel::N,ҡалаҡ,ухр
381,Messer::N,бысаҡ,утх
382,Nagel::N,сөй,хадасн
383,Netz::N,ау,гөлм
384,Haken::N,ыргаҡ,дегә
385,Griff::N,тотҡа,иш
386,Griff::N,тотҡа,бәрүл
387,Schloss::N,йоҙаҡ,оньс
388,Bild::N,картина,зург
389,Figur::N,һын,фигур
390,Puppe::N,ҡурсаҡ,наадһа
391,Beutel::N,тоҡ,мишг
392,Bündel::N,төргәк,багла
393,Bündel::N,төргәк,боодһа
394,Tasche::N,сумка,сумк
395,Eimer::N,биҙрә,суулһ
396,Deckel::N,ҡапҡас,бүркәсн
397,Geschirr::N,һауыт-һаба,сав
398,Geschirr::N,һауыт-һаба,сав-сарх
399,Sack::N,тоҡ,мишг
400,Tasse::N,сынаяҡ,ааһ
401,Topf::N,кәстрүл,кастрюль
402,Kessel::N,ҡаҙан,хәәсн
403,Essen::N,ашау,зоогллһн
404,Nahrung::N,аҙыҡ,теҗәл
405,Speise::N,аш,хот
406,Fleisch::N,ит,махн
407,Getreide::N,иген,хот болҗ эдлгддг цецгүдтә урһмл
408,Getreide::N,ашлыҡ,хот болҗ эдлгддг цецгүдтә урһмл
409,Brei::N,бутҡа,хаш
410,Brot::N,икмәк,өдмг
411,Scheibe::N,телем,зүсм
412,Fett::N,май,өөкн
413,Butter::N,май,тосн
414,Öl::N,май буяуы,тосн
415,Salz::N,тоҙ,давсн
416,Suppe::N,һурпа,шөлн
417,Honig::N,бал,бал
418,Milch::N,һөт,үсн
419,Tee::N,сәй,цә
420,Leder::N,күн,арсн
421,Wolle::N,йөн,утцн
422,Wolle::N,йөн,эд
423,Stoff::N,туҡыма,эд
424,Nadel::N,энә,зүн
425,Faden::N,еп,утцн
426,Knopf::N,төймә,товч
427,Knoten::N,төйөн,зәңгдә
428,Farbe::N,буяу,будг
429,Kleidung::N,кейем,хувцн
430,Kleidung::N,кейем,хувц-хунр
431,Hemd::N,күлдәк,киилг
432,Kragen::N,яға,зах
433,Ärmel::N,ең,ханцн
434,Hose::N,салбар,шалвур
435,Gürtel::N,ҡайыш,бүс
436,Mütze::N,бүрк,махла
437,Schuh::N,туфли,башмгуд
438,Stiefel::N,итек,һосн
439,Ring::N,йөҙөк,билцг
440,Ring::N,балдаҡ,билцг
441,Band::N,таҫма,лент
442,Kamm::N,тараҡ,сам
443,Spiegel::N,көзгө,толь
444,Riemen::N,ҡайыш,бүс
445,Schnur::N,бау,деесн
446,Leine::N,бау,бурнтг
447,Leine::N,бау,нохан көтлвр
448,Decke::N,одеяд,көнҗл
449,Kissen::N,мендәр,дер
450,Tuch::N,яулыҡ,альчур
451,Handtuch::N,таҫтамал,полотенц
452,Handtuch::N,таҫтамал,һар-нүүрин альчур
453,Kraft::N,көс,күчн
454,Stärke::N,көс,чидл
455,Gesundheit::N,һаулыҡ,эрүл-менд
456,Krankheit::N,сир,өвчн
457,Krankheit::N,ауырыу,өвчн
458,Schmerz::N,һыҙлау,өвдлһн
459,Schmerz::N,әрнеү,өвдлһн
460,Wunde::N,йәрәхәт,шав
461,Fieber::N,тапма,безг
462,Fieber::N,биҙгәк,безг
463,Arznei::N,дарыу,эм
464,Brücke::N,күпер,тагт
465,Brunnen::N,ҡоҙоҡ,худг
466,Weide::N,көтөүлек,малын идг
467,Pfad::N,һуҡмаҡ,цувг
468,Weg::N,юл,хаалһ
469,Straße::N,урам,зам
470,Dorf::N,ауыл,хотн
471,Stadt::N,ҡала,балһсн
472,Brief::N,хат,бичг
473,Buch::N,китап,дегтр
474,Buch::N,кенәгә,дегтр
475,Buchstabe::N,хәреф,үзг
476,Zeitung::N,гәзит,газет
477,Leben::N,йәшәү,җирһл
478,Tod::N,үлем,үкл
479,Tod::N,үлем,өңгрлһн
480,Grab::N,ҡәбер,оршалһна нүкн
481,Kirche::N,сиркәү,чонҗ
482,Sünde::N,гөнаһ,нүл
483,Sünde::N,гөнаһ,килнц
484,Gott::N,алла,бурхн
485,Gott::N,хоҙай,бурхн
486,Arbeiter::N,эшсе,көдлмшч
487,Chef::N,башлыҡ,толһач
488,Meister::N,оҫта,урн
489,Arzt::N,врач,эмч
490,Lehrer::N,уҡытыусы,багш
491,Geld::N,аҡса,мөңгн
492,Geschäft::N,эш,көдлмш
493,Laden::N,магазин,лавк
494,Preis::N,хаҡ,үн
495,Ware::N,тауар,эд-тавр
496,Nutzen::N,файҙа,олз
497,Reichtum::N,байлыҡ,зөөр
498,Welt::N,донъя,орчлң
499,Welt::N,донъя,делкә
500,Land::N,ил,орн-нутг
501,Staat::N,дәүләт,государств
502,König::N,король,хан
503,Macht::N,власть,йосн
504,Grenze::N,сик,меҗә
505,Krieg::N,һуғыш,дән
506,Feind::N,йылан,дәәсн
507,Gewalt::N,көслөк,күч һарһлһн
508,Kampf::N,көрәш,ноолдан
509,Kampf::N,көрәш,бәрлдлһн
510,Bogen[Waffe]::N,йәйә,саадг
511,Pfeil::N,уҡ,сумн
512,Gewehr::N,мылтыҡ,бу
513,Fehler::N,хата,алдг
514,Lüge::N,ялған,худл
515,Schaden::N,зыян,хорлт
516,Schaden::N,зарар,хорлт
517,Unglück::N,ҡаза,гүрм
518,Schuld::N,ғәйеп,гем
519,Schuld::N,ғәйеп,буру
520,Alter::N,йәш,насн
521,Schluss::N,һуң,чилгч
522,Schluss::N,аҙаҡ,чилгч
523,Zeit::N,мәл,цаг
524,Zeit::N,заман,цаг
525,Tag::N,көн,өдр
526,Morgen::N,иртә,өрүн
527,Morgen::N,иртәнсәк,өрүн
528,Mittag::N,төш,үд
529,Abend::N,кис,асхн
530,Nacht::N,төн,сө
531,Woche::N,аҙна,долан хонг
532,Monat::N,ай,сар
533,Jahr::N,йыл,җил
534,Frühling::N,яҙ,хавр
535,Sommer::N,йәй,зун
536,Herbst::N,көз,намр
537,Winter::N,ҡыш,үвл
538,Januar::N,ғинуар,январь
539,Februar::N,февраль,февраль
540,März::N,март,март
541,März::N,март,моһа сар
542,April::N,апрель,апрель
543,Mai::N,май,май
544,Juni::N,июнь,июнь
545,Juni::N,июнь,мөчн сар
546,Juli::N,июль,июль
547,August::N,август,август
548,September::N,сентябрь,һаха сар
549,Oktober::N,октябрь,октябрь
550,November::N,ноябрь,ноябрь
551,November::N,ноябрь,үкр сар
552,Dezember::N,декабрь,бар сар
553,Montag::N,дүшәмбе,понедельник
554,Dienstag::N,шишәмбе,вторник
555,Mittwoch::N,шаршамбы,среда
556,Mittwoch::N,шаршамбы,үлмҗ өдр
557,Donnerstag::N,кесаҙна,четверг
558,Donnerstag::N,кесаҙна,пүрвә өдр
559,Freitag::N,йома,пятниц
560,Samstag::N,шәмбе,суббот
561,Sonntag::N,йәкшәмбе,нарн өдр
562,Sonntag::N,йәкшәмбе,воскресень
563,groß::A,ҙур,ик
564,klein::A,бәләкәс,бичкн
565,lang::A,оҙон,ут
566,kurz::A,ҡыҫҡа,оһтр
567,breit::A,киң,өргн
568,schmal::A,тар,уутьхн
569,dicht::A,йыш,нигт
570,dicht::A,ҡуйы,нигт
571,dick[Gegenstand]::A,ҡалын,зузан
572,dünn::A,йоҡа,нимгн
573,dünn::A,нәҙек,нимгн
574,fein::A,нескә,нәрхн
575,fest::A,ныҡ,бат
576,flach::A,яҫы,хавтха
577,flach::A,ялпаҡ,хавтха
578,glatt::A,шыма,тегш
579,glatt::A,шыма,тиньгр
580,hart::A,ҡаты,хату
581,weich::A,йомшаҡ,җөөлн
582,weich::A,йомшаҡ,җөөлкн
583,rund::A,түңәрәк,төгрг
584,spitz::A,осло түбәле,шовһр
585,scharf::A,үткер,хурц
586,stumpf::A,утмәҫ,мука
587,schwer::A,ауыр,күнд
588,schön::A,матур,сәәхн
589,heiß::A,эҫе,халун
590,warm::A,йылы,дулан
591,kalt::A,һыуыҡ,киитн
592,kühl::A,һалҡынса,серүн
593,frisch::A,һалҡынса,серүн
594,feucht::A,еүеш,чиигтә
595,feucht::A,дымлы,чиигтә
596,nass::A,еүеш,чиигтә
597,trocken::A,кипкән,хагсу
598,voll::A,тулы,дүүрң
599,leer::A,буш,сул
600,leer::A,буш,хоосн
601,offen::A,асыҡ,секәтә
602,geschlossen::A,ябыҡ,хаалһата
603,sauber::A,таҙа,цевр
604,schmutzig::A,бысраҡ,киртә
605,roh::A,сей,түүкә
606,reif::A,өлгөрғән,болсн
607,lecker::A,тәмле,әмтәхн
608,süß::A,тямле,әмтәхн
609,süß::A,тәм-том,әмтәхн
610,bitter::A,әсе,һашун
611,bitter::A,әсе,һашута
612,sauer::A,әсе,ишклң
613,hell::A,яҡты,герлтә
614,dunkel::A,ҡараңғы,харңһу
615,schwarz::A,ҡара,хар
616,weiß::A,аҡ,цаһан
617,rot::A,матур,улан
618,rot::A,һылыу,улан
619,rot::A,сибәр,улан
620,gelb::A,һары,шар
621,blau::A,күк,көк
622,grün::A,йәшел,көк
623,grau::A,буҙ,бор
624,bunt::A,сыбар,алг
625,bunt::A,сыбар,эрәтә
626,bunt::A,ала-ҡола,алг
627,bunt::A,ала-ҡола,эрәтә
628,billig::A,арзан,кимд
629,teuer::A,ҡыйбатлы,үнтә
630,wertvoll::A,ҡиммәтле,үнтә
631,wertvoll::A,ҡиммәтле,эрднь
632,blind::A,һуҡыр,сохр
633,taub::A,һаңғырау,дүлә
634,kräftig::A,көслө,күчтә
635,kräftig::A,ҡеүәтле,күчтә
636,stark::A,көслө,чаңһ
637,stark::A,ҡеүәтле,чаңһ
638,schwach::A,көсһөҙ,күчн тату
639,fett::A,һимеҙ,тарһн
640,schlank::A,зифа,эццн
641,hübsch::A,матур,көркхн
642,böse::A,асыулы,уурта
643,dumm::A,иҫәр,тенг
644,faul::A,иренсәк,залху
645,fleißig::A,тырыш,кинән
646,fleißig::A,тырыш,кинмһә
647,geizig::A,һаран,ховдг
648,klug::A,аҡыллы,ухата
649,geschickt::A,оҫта,чадмг
650,lieb::A,яғымлы,эңкр
651,lustig::A,күңелле,сергмҗтә
652,lustig::A,күңелле,җирһлтә
653,sanft::A,йыуаш,номһн
654,hungrig::A,ас,өлн
655,hungrig::A,ас,харһнсн
656,krank::A,сирле,өвчтә
657,krank::A,сирле,шалтгта
658,krank::A,ауырыу,өвчтә
659,krank::A,ауырыу,шалтгта
660,nackt::A,яланғас,нүцкн
661,traurig::A,яманһыу,һундлта
662,lebendig::A,тере,әмд
663,lebendig::A,йәнле,әмд
664,gut::A,яҡшы,сән
665,schlecht::A,хөрт,му
666,schlecht::A,алама,му
667,richtig::A,дөрөҫ,зөвтә
668,schlimm::A,хөрт,җигшүртә
669,schlimm::A,алама,җигшүртә
670,wahr::A,дөрөҫ,үнн
671,wahr::A,дөрөҫ,мөн
672,alt::A,иҫке,хуучн
673,alt::A,боронғо,хуучн
674,neu::A,яңы,шин
675,ehemalig::A,элекке,хуучн
676,alt[Lebewesen]::A,ҡарт,көгшн
677,jung::A,йәш,баһ
678,arm::A,фәҡир,угатя
679,reich::A,бай,байн
680,bekannt::A,таныш,таньл
681,bekannt::A,таныш,таньдг
682,berühmt::A,атаҡлы,туурсн
683,berühmt::A,данлыҡлы,туурсн
684,fremd::A,ят,күүнә
685,fremd::A,сит,күүнә
686,verschieden::A,төрлө,әдл биш
687,verschieden::A,төрлө,йилһәтә
688,nah::A,яҡын,өөрхн
689,fern::A,алыҫ,хол
690,fern::A,йыраҡ,хол
691,linker::A,һул,зүн
692,rechter::A,уң,барун
693,anderer::A,бутән,талдан
694,erster::A,тәүге,негдгч
695,zweiter::A,икенсе,хойрдгч
696,dritter::A,өсөнсө,һурвдгч
697,letzter::A,һуңғы,отхн
698,allein::ADV,бер үҙе,һанцарн
699,allein::ADV,яңғыҙ,һанцарн
700,auf einmal::ADV,бер юлы,нег дәкҗ
701,zusammen::ADV,бергә,хамдан
702,lange::ADV,оҙаҡ,удан
703,plötzlich::ADV,ҡапыл,генткн
704,sofort::ADV,шунда уҡ,дарунь
705,später::ADV,һуңыраҡ,сүүлд
706,jetzt::ADV,хәҙер,ода
707,heute::ADV,бөгөн,эндр
708,morgen::ADV,иртәгә,маңһдур
709,bald::ADV,тиҙҙән,дарунь
710,dann::ADV,һуңынан,дәкәд
711,gestern::ADV,кисә,өцклдүр
712,einst::ADV,ҡасандыр,нег саамд
713,einst::ADV,бер баҡыт,нег саамд
714,damals::ADV,ул саҡта,тиигхд
715,danach::ADV,һуңынан,тегәд
716,vorher::ADV,элек,урд
717,zuerst::ADV,башта,түрүләд
718,einmal::ADV,бер,нег дәкҗ
719,manchmal::ADV,ҡайһы берҙә,зәрмдән
720,oft::ADV,йыш,хара биш
721,oft::ADV,йыш,хатяр биш
722,oft::ADV,йыш,дару-дарунь
723,immer::ADV,һәр ҡасан,оньдинд
724,niemals::ADV,бер ҡасан да,кезә чмгн биш
725,niemals::ADV,бер ваҡытта ла,кезә чмгн биш
726,hier::ADV,бында,энд
727,hier::ADV,бында,энүнд
728,hierhin::ADV,бында,нааран
729,von hier::ADV,бынан,эндәс
730,von hier::ADV,ошонан,эндәс
731,dort::ADV,шунда,тенд
732,dort::ADV,тегендә,тенд
733,dorthin::ADV,шунда,тиигән
734,dorthin::ADV,тегеләй,тиигән
735,geradeaus::ADV,тура,шуд
736,vorwärts::ADV,алға,уралан
737,rückwärts::ADV,кирегә,гедргән
738,zurück::ADV,кирегә,хәрү
739,unten::ADV,түбәндә,дор
740,hinab::ADV,түбәнгә,дор
741,hinab::ADV,түбәнгә,доракшан
