,Concept_ID,sq,ml
1184,vergessen::V,harroj,മറക്കുക
1185,messen::V,mas,അളക്കുക
1186,zählen::V,njeh,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1187,rechnen::V,llogaris,ഗണിക്കുക
1188,lesen::V,lexoj,വായിക്കുക
1189,lesen::V,këndoj,വായിക്കുക
1190,malen::V,lyej,ചിത്രം വരയ്ക്കുക
1191,zeichnen::V,vizatoj,വരയ്ക്കുക
1192,schreiben::V,shkruaj,എഴുതുക
1193,besitzen::V,kam,സ്വന്തമാക്കുക
1194,kaufen::V,blej,വാങ്ങുക
1195,verkaufen::V,shes,വിൽക്കുക
1196,bezahlen::V,paguaj,പരിഹാരം ചെയ്യുക
1197,zahlen::V,paguaj,പണം അടയ്ക്കുക
1198,beherrschen::V,zotëroj,ഭരിക്കുക
1199,ertragen::V,duroj,താങ്ങുക
