,Concept_ID,da,cy
467,Krankheit::N,sygdom,afiechyd
468,Krankheit::N,sygdom,anhwylder
469,Schmerz::N,smerte,poen
470,Schmerz::N,smerte,gwayw
471,Wunde::N,sår,clwyf
472,Fieber::N,feber,twymyn
473,Arznei::N,medicin,meddyginiaeth
474,Arznei::N,lægemiddel,meddyginiaeth
475,Brücke::N,bro,pont
476,Brunnen::N,brønd,ffynnon
477,Weide::N,græsgang,porfa
478,Pfad::N,sti,llwybr
479,Weg::N,vej,ffordd
480,Straße::N,gade,heol
481,Straße::N,gade,ffordd
482,Dorf::N,landsby,pentref
483,Stadt::N,by,tref
484,Brief::N,brev,llythyr
485,Buch::N,bog,llyfr
486,Buchstabe::N,bogstav,llythyren
487,Zeitung::N,avis,papur newydd
488,Leben::N,liv,bywyd
489,Tod::N,død,marwolaeth
490,Grab::N,grav,bedd
491,Kirche::N,kirke,eglwys
492,Sünde::N,synd,pechod
493,Gott::N,gud,duw
494,Arbeiter::N,arbejder,gweithiwr
495,Chef::N,chef,pennaeth
496,Meister::N,mester,meistr
497,Arzt::N,læge,meddyg
498,Lehrer::N,lærer,athro
499,Geld::N,penge,pres
500,Geld::N,penge,arian
501,Geschäft::N,forretning,busnes
502,Laden::N,butik,siop
503,Laden::N,forretning,siop
504,Preis::N,pris,pris
505,Ware::N,vare,nwydd
506,Nutzen::N,nytte,elw
507,Nutzen::N,nytte,budd
508,Reichtum::N,rigdom,cyfoeth
509,Welt::N,verden,byd
510,Land::N,land,gwlad
511,Staat::N,stat,gwladwriaeth
512,König::N,konge,brenin
513,Macht::N,magt,grym
514,Macht::N,magt,awdurdod
515,Grenze::N,grænse,ffin
516,Grenze::N,grænse,goror
517,Krieg::N,krig,rhyfel
518,Feind::N,fjende,gelyn
519,Gewalt::N,vold,ffyrnigrwydd
520,Kampf::N,kamp,brwydr
521,Bogen[Waffe]::N,bue,bwa
522,Pfeil::N,pil,saeth
523,Gewehr::N,gevær,dryll
524,Fehler::N,fejl,gwall
525,Fehler::N,fejl,camgymeriad
526,Lüge::N,løgn,celwydd
527,Lüge::N,løgn,anwiredd
528,Schaden::N,skade,niwed
529,Schaden::N,skade,difrod
530,Unglück::N,uheld,anffawd
531,Unglück::N,ulykke,anffawd
532,Schuld::N,skyld,bai
533,Alter::N,alder,oed
534,Schluss::N,slut,diwedd
535,Schluss::N,slutning,diwedd
536,Zeit::N,tid,amser
537,Tag::N,dag,dydd
538,Tag::N,dag,diwrnod
539,Morgen::N,morgen,bore
540,Mittag::N,middag,nawn
541,Abend::N,aften,noswaith
542,Nacht::N,nat,nos
543,Woche::N,uge,wythnos
544,Monat::N,måned,mis
545,Jahr::N,år,blwyddyn
546,Frühling::N,forår,gwanwyn
547,Sommer::N,sommer,haf
548,Herbst::N,efterår,hydref
549,Winter::N,vinter,gaeaf
550,Januar::N,januar,Ionawr
551,Februar::N,februar,Chwefror
552,März::N,marts,Mawrth
553,April::N,april,Ebrill
554,Mai::N,maj,Mai
555,Juni::N,juni,Mehefin
556,Juli::N,juli,Gorffennaf
557,August::N,august,Awst
558,September::N,september,Medi
559,Oktober::N,oktober,Hydref
560,November::N,november,Tachwedd
561,Dezember::N,december,Rhagfyr
562,Montag::N,mandag,dydd Llun
563,Dienstag::N,tirsdag,dydd Mawrth
564,Mittwoch::N,onsdag,dydd Mercher
565,Donnerstag::N,torsdag,dydd Iau
566,Freitag::N,fredag,dydd Gwener
567,Samstag::N,lørdag,dydd Sadwrn
568,Sonntag::N,søndag,dydd Sul
569,groß::A,stor,mawr
570,klein::A,lille,bach
571,lang::A,lang,hir
572,kurz::A,kort,byr
573,kurz::A,kort,cwta
574,breit::A,bred,llydan
575,schmal::A,smal,cul
576,dicht::A,tæt,dwys
577,dick[Gegenstand]::A,tyk,trwchus
578,dünn::A,tynd,tenau
579,fein::A,fin,main
580,fest::A,fast,cadarn
581,flach::A,flad,gwastad
582,glatt::A,glat,llyfn
583,hart::A,hård,caled
584,weich::A,blød,meddal
585,rund::A,rund,crwn
586,spitz::A,spids,pigfain
587,scharf::A,skarp,miniog
588,stumpf::A,sløv,pŵl
589,stumpf::A,stump,pŵl
590,schwer::A,tung,trwm
591,schön::A,skøn,teg
592,schön::A,skøn,hardd
593,schön::A,skøn,prydferth
594,heiß::A,hed,poeth
595,warm::A,varm,twym
596,warm::A,varm,cynnes
597,kalt::A,kold,oer
598,kühl::A,kølig,oeraidd
599,frisch::A,frisk,iach
600,feucht::A,fugtig,llaith
601,nass::A,våd,gwlyb
602,trocken::A,tør,sych
603,voll::A,fuld,llawn
604,leer::A,tom,gwag
605,offen::A,åben,agored
606,geschlossen::A,lukket,caead
607,geschlossen::A,lukket,caeëdig
608,sauber::A,ren,glân
609,schmutzig::A,snavset,budr
610,schmutzig::A,snavset,brwnt
611,roh::A,rå,amrwd
612,reif::A,moden,aeddfed
613,lecker::A,lækker,blasus
614,lecker::A,lækker,danteithiol
615,süß::A,sød,melys
616,bitter::A,bitter,chwerw
617,sauer::A,sur,sur
618,hell::A,lys,disglair
619,dunkel::A,mørk,tywyll
620,schwarz::A,sort,du
621,weiß::A,hvid,gwyn
622,rot::A,rød,coch
623,gelb::A,gul,melyn
624,blau::A,blå,glas
625,grün::A,grøn,gwyrdd
626,grau::A,grå,llwyd
627,bunt::A,broget,lliwgar
628,billig::A,billig,rhad
629,teuer::A,dyr,drud
630,wertvoll::A,værdifuld,gwerthfawr
631,blind::A,blind,dall
632,taub::A,døv,byddar
633,kräftig::A,kraftig,nerthol
634,kräftig::A,kraftig,grymus
635,stark::A,stærk,cryf
636,stark::A,stærk,cadarn
637,schwach::A,svag,gwan
638,fett::A,fed,tew
639,schlank::A,slank,main
640,hübsch::A,køn,tlws
641,böse::A,ond,drwg
642,böse::A,slem,drwg
643,dumm::A,dum,twp
644,faul::A,doven,diog
645,fleißig::A,flittig,dyfal
646,geizig::A,gerrig,crintach
647,geizig::A,gerrig,cybyddlyd
648,klug::A,klog,deallus
649,geschickt::A,dygtig,medrus
650,geschickt::A,dygtig,deheuig
651,geschickt::A,behændig,medrus
652,geschickt::A,behændig,deheuig
653,lieb::A,rar,hoff
654,lieb::A,rar,annwyl
655,lustig::A,lystig,llon
656,sanft::A,blid,mwyn
657,hungrig::A,sulten,newynog
658,krank::A,syg,sâl
659,krank::A,syg,gwael
660,nackt::A,nøgen,noeth
661,traurig::A,bedrøvet,trist
662,lebendig::A,levende,yn fyw
663,gut::A,god,da
664,schlecht::A,dårlig,drwg
665,schlecht::A,dårlig,gwael
666,richtig::A,rigtig,cywir
667,schlimm::A,slem,enbyd
668,wahr::A,sand,gwir
669,alt::A,gammel,hen
670,neu::A,ny,newydd
671,ehemalig::A,forhenværende,blaenorol
672,alt[Lebewesen]::A,gammel,oedrannus
673,jung::A,ung,ifanc
674,arm::A,fattig,tlawd
675,reich::A,rig,cyfoethog
676,bekannt::A,kendt,cynefin
677,bekannt::A,kendt,cyfarwydd
678,berühmt::A,berømt,enwog
679,fremd::A,fremmed,estron
680,verschieden::A,forskellig,gwahanol
681,nah::A,nær,agos
682,fern::A,fjern,pell
683,linker::A,venstre,aswy
684,linker::A,venstre,chwith
685,rechter::A,højre,de
686,rechter::A,højre,deau
687,anderer::A,anden,arall
688,erster::A,første,cyntaf
689,zweiter::A,anden,ail
690,dritter::A,tredje,trydydd
691,letzter::A,sidste,olaf
692,allein::ADV,alene,unig
693,allein::ADV,alene,ar ei ben ei hun
694,auf einmal::ADV,på én gang,ar yr un pryd
695,zusammen::ADV,sammen,ynghyd
696,zusammen::ADV,sammen,gyda'i gilydd
697,lange::ADV,længe,amser hir
698,plötzlich::ADV,pludselig,yn sydyn
699,sofort::ADV,straks,ar unwaith
700,später::ADV,senere,yn ddiweddarach
701,jetzt::ADV,nu,yn awr
702,heute::ADV,i dag,heddiw
703,morgen::ADV,i morgen,yfory
704,bald::ADV,snart,yn fuan
705,bald::ADV,snart,gyda hyn
706,dann::ADV,så,yna
707,dann::ADV,så,y pryd hwnnw
708,gestern::ADV,i går,ddoe
709,einst::ADV,engang,gynt
710,damals::ADV,dengang,ar y pryd
711,damals::ADV,dengang,bryd hynny
712,danach::ADV,derefter,wedyn
713,vorher::ADV,før,o'r blaen
714,vorher::ADV,forud,o'r blaen
715,zuerst::ADV,først,yn gyntaf
716,einmal::ADV,en gang,unwaith
717,manchmal::ADV,sommetider,weithiau
718,manchmal::ADV,sommetider,ar brydiau
719,oft::ADV,ofte,yn aml
720,oft::ADV,ofte,yn fynych
721,immer::ADV,altid,bob amser
722,niemals::ADV,aldrig,ni ... byth
723,niemals::ADV,aldrig,ni ... erioed
724,hier::ADV,her,yma
725,hierhin::ADV,hid,hyd yma
726,hierhin::ADV,herhen,hyd yma
727,von hier::ADV,herfra,oddi yma
728,dort::ADV,der,acw
729,dorthin::ADV,derhen,tuag yno
730,geradeaus::ADV,lige ud,syth ymlaen
731,vorwärts::ADV,fremad,ymlaen
732,rückwärts::ADV,baglæns,yn ôl
733,zurück::ADV,tilbage,yn ôl
734,unten::ADV,nede,isod
735,unten::ADV,nede,oddi tanodd
736,unten::ADV,forneden,isod
737,unten::ADV,forneden,oddi tanodd
738,hinab::ADV,ned,i lawr
739,hinab::ADV,ned,i waered
740,hinab::ADV,nedad,i lawr
741,hinab::ADV,nedad,i waered
742,oben::ADV,oppe,fry
743,oben::ADV,ovenpå,fry
744,hinauf::ADV,op,i fyny
745,hinauf::ADV,op,i'r lan
746,hinauf::ADV,opad,i fyny
747,hinauf::ADV,opad,i'r lan
748,überall::ADV,overalt,ym mhobman
749,nicht::ADV,ikke,ni
750,nicht::ADV,ikke,nid
751,ein wenig::ADV,lidt,tipyn
752,ein wenig::ADV,lidt,ychydig
753,kaum::ADV,knap,prin
754,kaum::ADV,næppe,prin
755,sehr::ADV,meget,iawn
756,so::ADV,så,fel
757,so::ADV,så,felly
758,noch::ADV,endnu,eto
759,nur::ADV,kun,yn unig
760,nur::ADV,bare,yn unig
761,schon::ADV,alt,eisoes
762,schon::ADV,alt,yn barod
763,schon::ADV,allerede,eisoes
764,schon::ADV,allerede,yn barod
765,wieder::ADV,igen,drachefn
766,vergebens::ADV,forgæves,yn ofer
767,vor::PRP,foran,o flaen
768,vor::PRP,uden for,o flaen
769,hinter::PRP,bag,ar ôl
770,hinter::PRP,bagved,ar ôl
771,unter::PRP,under,islaw
772,durch::PRP,gennem,trwy
773,durch::PRP,igennem,trwy
774,neben::PRP,ved siden af,ar bwys
775,zwischen::PRP,mellem,rhwng
776,zwischen::PRP,mellem,cydrhwng
777,wegen::PRP,på grund af,o achos
778,wegen::PRP,på grund af,oherwydd
779,dies::PRN,dette,hyn
780,das::PRN,det,hynny
781,alles::PRN,alt,popeth
782,ich::PRN,jeg,fi
783,du::PRN,du,ti
784,er::PRN,han,fe
785,wir::PRN,vi,ni
786,ihr::PRN,I,chi
787,sie::PRN,de,hwy
788,was::FPRN,hvad,pa beth
789,wer::FPRN,hvem,pwy
790,wo::FADV,hvor,ble
791,wo::FADV,hvor,ym mha le
792,wohin::FADV,hvorhen,i ble
793,wohin::FADV,hvorhen,i ba le
794,wie::FADV,hvordan,sut
795,warum::FADV,hvorfor,pam
796,wieviel::FNUM,hvor meget,faint
797,eins::NUM,én,un
798,zwei::NUM,to,dau
799,drei::NUM,tre,tri
800,vier::NUM,fire,pedwar
801,fünf::NUM,fem,pump
802,sechs::NUM,seks,chwech
803,sieben::NUM,syv,saith
804,acht::NUM,otte,wyth
805,neun::NUM,ni,naw
806,zehn::NUM,ti,deg
807,elf::NUM,elleve,un ar ddeg
808,zwölf::NUM,tolv,deuddeg
809,zwölf::NUM,tolv,un deg dau
810,zwanzig::NUM,tyve,ugain
811,dreißig::NUM,tredive,tri deg
812,dreißig::NUM,tredive,deg ar hugain
813,vierzig::NUM,fyrre,deugain
814,vierzig::NUM,fyrretyve,deugain
815,fünfzig::NUM,halvtreds,hanner cant
816,sechzig::NUM,tres,chwe deg
817,siebzig::NUM,halvfjerds,saith deg
818,siebzig::NUM,halvfjerds,deg a thrigain
819,achtzig::NUM,firs,wyth deg
820,achtzig::NUM,firs,pedar ugain
