,Concept_ID,be,sah
55,Sehne::N,сухажылле,иҥиир
56,Knochen::N,косць,уҥуох
57,Knochen::N,косць,уҥгуох
58,Gehirn::N,мозг,мэйии
59,Herz::N,сэрца,сүрэх
60,Magen::N,страўнік,куртах
61,Leber::N,печань,быар
62,Atem::N,дыханне,тыын
63,Hunger::N,голад,аас
64,Träne::N,сляза,харах уута
65,Geschmack::N,смак,амтан
66,Geruch::N,пах,сыт
67,Schlaf::N,сон,утуйуу
68,Traum::N,сон,түүл
69,Himmel::N,неба,халлаан
70,Sonne::N,сонца,күн
71,Mond::N,месяц,ый
72,Stern::N,зорка,сулус
73,Luft::N,паветра,салгын
74,Wind::N,вецер,тыал
75,Welle::N,хваля,долгун
76,Welle::N,хваля,балхаан
77,Wasser::N,вада,уу
78,Stein::N,камень,таас
79,Boden::N,глеба,сир
80,Erde::N,зямля,буор
81,Staub::N,пыл,быыл
82,Rauch::N,дым,буруо
83,Funke::N,іскра,кыым
84,Feuer::N,агонь,уот
85,Licht::N,святло,уот
86,Schatten::N,цень,күлүк
87,Wetter::N,пагода,күн-дьыл
88,Wetter::N,надворʼе,күн-дьыл
89,Nebel::N,туман,туман
90,Wolke::N,воблака,былыт
91,Regen::N,дождж,самыыр
92,Schnee::N,снег,хаар
93,Eis::N,лёд,муус
94,Frost::N,мароз,тымныы
95,Kälte::N,холад,тымныы
96,Hitze::N,спёка,куйаас
97,Raureif::N,іней,кырыа
98,Regenbogen::N,вясёлка,кустук
99,Donner::N,гром,этиҥ
100,Strömung::N,цячэнне,сүүрүк
101,Tropfen::N,кропля,таммах
102,Tropfen::N,кропля,хааппыла
103,Schaum::N,пена,күүгэн
104,Schmutz::N,гразь,кир
105,See::N,возера,күөл
106,Sumpf::N,багна,бадараан
107,Moor::N,балота,дьэбэрэ
108,Wiese::N,луг,ходуһа
109,Wald::N,лес,ойуур
110,Hügel::N,узгорак,булгунньах
111,Anhöhe::N,узвышша,үрдэл
112,Berg::N,гара,хайа
113,Gipfel::N,вяршыня,чыпчаал
114,Höhle::N,пячора,хайа_хаспаҕа
115,Höhle::N,пячора,көҥүс
116,Abhang::N,схіл,эниэ
117,Quelle::N,крыніца,дьүүктэ
118,Bach::N,ручай,үрүйэ
119,Fluss::N,рака,өрүс
120,Ufer::N,бераг,биэрэк
121,Küste::N,узбярэжжа,кытыл
122,Festland::N,суша,кураанах сир
123,Meer::N,мора,муора
124,Bucht::N,бухта,хомо
125,Bucht::N,бухта,бухта
126,Insel::N,востраў,арыы
127,Blume::N,кветка,сибэкки
128,Gras::N,трава,от
129,Wurzel::N,корань,силис
130,Baum::N,дрэва,мас
131,Stamm::N,ствол,умнас
132,Rinde::N,кара,хатырык
133,Ast::N,сук,мутук
134,Zweig::N,галіна,лабаа
135,Blatt::N,ліст,сэбирдэх
136,Birke::N,бяроза,хатыҥ
137,Kiefer[Baum]::N,хвоя,бэс
138,Kiefer[Baum]::N,сасна,бэс
139,Weide[Baum]::N,вярба,үөт
140,Weide[Baum]::N,вярба,талах
141,Tanne::N,яліна,харыйа
142,Horn::N,рог,муос
143,Feder::N,пяро,куорсун
144,Fell::N,шкура,тирии
145,Flügel::N,крыло,кынат
146,Klaue::N,кіпцюр,тыҥырах
147,Kralle::N,лапа,баппаҕай
148,Schwanz::N,хвост,кутурук
149,Ei::N,яйка,сымыыт
150,Nest::N,гняздо,уйа
151,Bau::N,нара,хороон
152,Tier::N,жывёла,кыыл
153,Tier::N,жывёла,харамай
154,Herde::N,статак,үөр
155,Kuh::N,карова,ынах
156,Bulle::N,бык,оҕус
157,Pferd::N,конь,сылгы
158,Schaf::N,авечка,овца
159,Schwein::N,свіння,сибиинньэ
160,Hund::N,сабака,ыт
161,Katze::N,кошка,куоска
162,Bär::N,мядзведзь,эһэ
163,Eichhörnchen::N,вавёрка,тииҥ
164,Elch::N,лось,тайах
165,Fuchs::N,ліса,саһыл
166,Hase::N,заяц,куобах
167,Maus::N,мыш,кутуйах
168,Wolf::N,воўк,бөрө
169,Vogel::N,птах,көтөр
170,Vogel::N,птушка,көтөр
171,Schwarm::N,чарада,бөлөх
172,Huhn::N,курыца,куурусса
173,Hahn::N,певень,бөтүүк
174,Gans::N,гусь,хаас
175,Adler::N,арол,хотой
176,Ente::N,качка,кус
177,Eule::N,сава,мэкчиргэ
178,Kranich::N,жораў,туруйа
179,Kranich::N,журавель,туруйа
180,Krähe::N,варона,тураах
181,Kuckuck::N,зязюля,кэҕэ
182,Schwan::N,лебедзь,куба
183,Fisch::N,рыба,балык
184,Barsch::N,акунь,алыһар
185,Hecht::N,шчупак,сордон
186,Schlange[Tier]::N,змяя,моҕой
187,Schlange[Tier]::N,змяя,эриэн үөн
188,Wurm::N,чарвяк,үөн
189,Spinne::N,павук,ооҕуй
190,Ameise::N,мурашка,кымырдаҕас
191,Laus::N,вош,быт
192,Mücke::N,камар,кумаар
193,Fliege::N,муха,сахсырҕа
194,Schmetterling::N,матыль,лыах
195,Schmetterling::N,матыль,үрүмэччи
196,Beere::N,ягада,отон
197,Apfel::N,яблык,яблоко
198,Pilz::N,грыб,тэллэй
199,Zwiebel::N,цыбуля,луук
200,Saat::N,семя,сиэмэ
201,Korn::N,зерне,сиэмэ
202,Heu::N,сена,от
203,Schale::N,шалупінне,хах
204,Grube::N,яма,дьаама
205,Falle::N,пастка,сохсо
206,Schlinge::N,сіло,уктаа
207,Spur::N,след,суол
208,Asche::N,попел,күл
209,Dreck::N,бруд,бадараан
210,Eisen::N,жалеза,тимир
211,Gold::N,золата,көмүс
212,Gold::N,золата,кыһыл көмүс
213,Silber::N,сребра,көмүс
214,Silber::N,сребра,үрүҥ көмүс
215,Kohle::N,вугаль,чох
216,Glas::N,шкло,өстүөкүлэ
217,Lehm::N,гліна,туой
218,Sand::N,пясок,кумах
219,Mensch::N,чалавек,киһи
220,Mann::N,мужчына,эр
221,Frau::N,жанчына,дьахтар
222,Kind::N,дзіця,оҕо
223,Junge::N,хлопчык,уол
224,Mädchen::N,дзяўчынка,кыыс оҕо
225,Familie::N,сямʼя,кэргэн
226,Großvater::N,дзядуля,эһэ
227,Großmutter::N,бабуля,эбэ
228,Eltern::N,бацькі,аҕа-ийэ
229,Vater::N,бацька,аҕа
230,Mutter::N,маці,ийэ
231,Sohn::N,сын,уол
232,Tochter::N,дачка,кыыс
233,Bruder::N,брат,убай
234,Bruder::N,брат,быраат
235,Schwester::N,сястра,аҕас
236,Schwester::N,сястра,балыс
237,Onkel::N,дзядзька,таай
238,Onkel::N,дзядзька,абаҕа
239,Tante::N,цётка,эдьиий
240,Ehemann::N,муж,эр
241,Ehefrau::N,жонка,ойох
242,Freude::N,радасць,үөрүү
243,Gelächter::N,смех,күлүү
244,Glück::N,шчасце,дьол
245,Glück::N,шчасце,соргу
246,Kummer::N,гора,кутурҕан
247,Wunsch::N,жаданне,баҕарыы
248,Lust::N,цяга,баҕа
249,Geist::N,дух,тыын
250,Gedanke::N,думка,санаа
251,Gedächtnis::N,памяць,өй
252,Verstand::N,розум,өй
253,Sinn::N,сэнс,суолта
254,Grund::N,зачэпка,төрүөт
255,Wahrheit::N,праўда,кырдьык
256,Gespräch::N,размова,бэсиэдэ
257,Gespräch::N,размова,кэпсэтии
258,Märchen::N,казка,остуоруйа
259,Erzählung::N,расказ,кэпсээн
260,Erzählung::N,апавяданне,кэпсээн
261,Nachricht::N,вестка,биллэриллии
262,Nachricht::N,паведамленне,биллэриллии
263,Neuigkeit::N,навіна,сонун
264,Name::N,імя,аат
265,Rätsel::N,загадка,таабырын
266,Rede::N,прамова,этии
267,Sprache::N,мова,тыл
268,Stimme::N,голас,куолас
269,Wort::N,слова,тыл
270,Zeichen::N,знак,бэлиэ
271,Ruf::N,кліч,ыҥырыы
272,Lärm::N,шум,айдаан
273,Laut::N,гук,тыас
274,Ton::N,гучанне,дорҕоон
275,Lied::N,песня,ырыа
276,Ruhe::N,спакой,уу чуумпу
277,Leute::N,людзі,дьон
278,Volk::N,народ,дьон
279,Volk::N,народ,норуот
280,Arbeit::N,праца,үлэ
281,Arbeit::N,работа,үлэ
282,Gast::N,госць,ыалдьыт
283,Geschenk::N,падарунак,бэлэх
284,Spiel::N,гульня,оонньуу
285,Gesellschaft::N,таварыства,общество
286,Hilfe::N,дапамога,көмө
287,Freund::N,друг,доҕор
288,Freund::N,сябар,доҕор
289,Kamerad::N,прыяцель,атас
290,Angelegenheit::N,справа,дьыала
291,Anzahl::N,колькасць,ахсаан
292,Art::N,від,биис
293,Stück::N,кусок,кырбас
294,Stück::N,кавалак,кырбас
295,Teil::N,частка,ирээт
296,Hälfte::N,палова,аҥар
297,Hälfte::N,палавіна,аҥар
298,Kreis::N,круг,төгүрүк
299,Kreis::N,круг,төгүрүмтэ
300,Kreuz::N,крыж,кириэс
301,Linie::N,лінія,сурааһын
302,Strich::N,рыса,сурааһын
303,Abstand::N,прамежак,арыт
304,Entfernung::N,адлегласць,ыраах
305,Gegend::N,мясцовасць,сир
306,Platz::N,месца,арыт
307,Ort::N,месца,сир
308,Seite::N,бок,өрүт
309,Seite::N,бок,сирэй
310,Mitte::N,сярэдзіна,орто
311,Gegenstand::N,прадмет,предмет
312,Sache::N,рэч,мал
313,Rand::N,край,кытыы
314,Rand::N,край,ойоҕос
315,Kante::N,руб,кырыы
316,Kante::N,кант,кырыы
317,Ecke::N,вугал,муннук
318,Spitze::N,кончык,чыпчаал
319,Ende::N,канец,төбө
320,Loch::N,дзірка,тэһэҕэс
321,Loch::N,дзірка,дьөлөҕөс
322,Winkel::N,вугал,муннук
323,Muster::N,узор,оһуор
324,Größe::N,памер,кээмэй
325,Länge::N,даўжыня,уста
326,Höhe::N,вышыня,үрдүк
327,Gewicht::N,вага,ыйааһын
328,Menge::N,колькасць,ахсаан
329,Haufen::N,куча,чөмчөх
330,Reihe::N,рад,кэккэ
331,Boot::N,лодка,оҥочо
332,Ruder::N,вясло,эрдии
333,Schlitten::N,сані,сыарҕа
334,Ski::N,лыжа,хайыһар
335,Lagerfeuer::N,вогнішча,кутаа
336,Last::N,цяжар,ыарахан
337,Gang::N,ход,хаамыы
338,Schritt::N,шаг,хардыы
339,Schritt::N,крок,хардыы
340,Norden::N,поўнач,хоту
341,Süden::N,поўдзень,соҕуруу
342,Westen::N,захад,арҕаа
343,Osten::N,усход,илин
344,Holz::N,дрэва,мас
345,Holz::N,драўніна,мас
346,Brett::N,дошка,дуоска
347,Brett::N,дошка,хаптаһын
348,Platte::N,пліта,билиитэ
349,Stütze::N,падпорка,тулааһын
350,Stange::N,жэрдка,ураҕас
351,Stock::N,палка,мас
352,Stock::N,палка,баалкы
353,Stab::N,шост,ураҕас
354,Rohr::N,труба,турба
355,Haus::N,дом,дьиэ
356,Heim::N,дом,дьиэ
357,Heim::N,хата,дьиэ
358,Ofen::N,печ,оһох
359,Fußboden::N,падлога,муоста
360,Tisch::N,стол,остуол
361,Stuhl::N,стул,устуул
362,Stuhl::N,крэсла,устуул
363,Wiege::N,калыска,биһик
364,Bett::N,ложак,кырабаат
365,Bett::N,пасцель,кырабаат
366,Regal::N,паліца,долбуур
367,Kiste::N,скрынка,дьааһык
368,Fenster::N,акно,түннүк
369,Tür::N,дзверы,аан
370,Tor::N,вароты,аан
371,Zaun::N,агароджа,соппулуот
372,Dach::N,дах,кырыыса
373,Leiter::N,лесвіца,кирилиэс
374,Besen::N,мятла,миинньик
375,Spaten::N,лапата,күрдьэх
376,Spaten::N,жалязняк,күрдьэх
377,Schaufel::N,шуфлік,күрдьэх
378,Schaufel::N,лапатка,күрдьэх
379,Gabel::N,відэлец,биилкэ
380,Löffel::N,лыжка,луоска
381,Messer::N,нож,быһах
382,Nagel::N,цвік,тоһоҕо
383,Netz::N,сетка,илим
384,Haken::N,крук,көхө
385,Griff::N,ручка,ук
386,Griff::N,ручка,тутаах
387,Schloss::N,замок,күлүүс
388,Bild::N,карціна,хартыына
389,Figur::N,фігура,фигура
390,Puppe::N,лялька,куукула
391,Beutel::N,мяшок,мөһөөччук
392,Bündel::N,вязка,баайыы
393,Tasche::N,торба,суумка
394,Eimer::N,вядро,биэдэрэ
395,Deckel::N,накрыўка,хаппах
396,Geschirr::N,пасуда,иһит
397,Sack::N,мех,куул
398,Tasse::N,кубак,сэлиэнэй
399,Topf::N,каструля,көстүрүүҥкэ
400,Kessel::N,кацёл,хочуол
401,Essen::N,ежа,аһылык
402,Nahrung::N,харч,ас
403,Speise::N,страва,аһылык
404,Fleisch::N,мяса,эт
405,Getreide::N,збожжа,злактар
406,Brei::N,каша,хааһы
407,Brot::N,хлеб,килиэп
408,Scheibe::N,луста,куһуок
409,Scheibe::N,скібка,куһуок
410,Fett::N,тлушч,сыа
411,Butter::N,масла,арыы
412,Öl::N,алей,арыы
413,Salz::N,соль,туус
414,Suppe::N,суп,мин
415,Honig::N,мёд,мүөт
416,Milch::N,малако,үүт
417,Tee::N,чай,чэй
418,Tee::N,гарбата,чэй
419,Leder::N,скура,тирии
420,Wolle::N,воўна,түү
421,Stoff::N,тканіна,таҥас
422,Nadel::N,іголка,иннэ
423,Faden::N,нітка,сап
424,Knopf::N,гузік,тимэх
425,Knoten::N,вузел,түмүк
426,Farbe::N,фарба,кырааска
427,Kleidung::N,адзенне,таҥас
428,Hemd::N,кашуля,ырбаахы
429,Kragen::N,каўнер,саҕа
430,Ärmel::N,рукаў,сиэх
431,Hose::N,штаны,ыстаан
432,Hose::N,штаны,бүрүүкэ
433,Gürtel::N,пояс,кур
434,Mütze::N,шапка,бэргэһэ
435,Schuh::N,чаравік,бачыыҥка
436,Stiefel::N,бот,саппыкы
437,Ring::N,кольца,биһилэх
438,Band::N,стужка,лиэнтэ
439,Kamm::N,расчоска,тараах
440,Spiegel::N,люстра,сиэркилэ
441,Riemen::N,рэмень,кур
442,Schnur::N,вяроўка,быа
443,Leine::N,павадок,тэһиин
444,Decke::N,коўдра,суорҕан
445,Kissen::N,падушка,сыттык
446,Tuch::N,хустка,былаат
447,Handtuch::N,ручнік,соттор
448,Kraft::N,сіла,сыра
449,Stärke::N,моц,күүс
450,Gesundheit::N,здароўе,доруобуйа
451,Krankheit::N,хвароба,ыарыы
452,Schmerz::N,боль,ыарыы
453,Wunde::N,рана,баас
454,Fieber::N,гарачка,түрүлгэн
455,Fieber::N,гарачка,лихорадка
456,Fieber::N,гарачка,температура
457,Fieber::N,ліхаманка,түрүлгэн
458,Fieber::N,ліхаманка,лихорадка
459,Fieber::N,ліхаманка,температура
460,Arznei::N,лекі,эмп
461,Brücke::N,мост,күргэ
462,Brunnen::N,калодзеж,холуодьас
463,Weide::N,паша,мэччирэҥ
464,Pfad::N,сцежка,ыллык
465,Weg::N,шлях,суол
466,Weg::N,дарога,суол
467,Straße::N,вуліца,суол
468,Dorf::N,вёска,дэриэбинэ
469,Stadt::N,горад,куорат
470,Brief::N,ліст,сурук
471,Brief::N,пісьмо,сурук
472,Buch::N,кніга,кинигэ
473,Buchstabe::N,літара,буква
474,Zeitung::N,газета,хаһыат
475,Leben::N,жыццё,тыын
476,Tod::N,смерць,өлүү
477,Grab::N,магіла,иин
478,Kirche::N,касцёл,таҥара дьиэтэ
479,Kirche::N,царква,таҥара дьиэтэ
480,Sünde::N,грэх,айыы
481,Gott::N,бог,тангара
482,Arbeiter::N,рабочы,үлэһит
483,Chef::N,начальнік,баһылык
484,Chef::N,начальнік,начальник
485,Meister::N,майстар,уус
486,Meister::N,майстар,маастар
487,Arzt::N,урач,врач
488,Lehrer::N,настаўнік,учуутал
489,Geld::N,грошы,харчы
490,Geschäft::N,заняцце,идэ
491,Laden::N,крама,маҕаһыын
492,Laden::N,магазін,маҕаһыын
493,Preis::N,цана,сыана
494,Ware::N,тавар,табаар
495,Nutzen::N,выгада,туһа
496,Reichtum::N,багацце,баай
497,Welt::N,свет,аан дойду
498,Land::N,краіна,дойду
499,Staat::N,дзяржава,государство
500,König::N,кароль,король
501,Macht::N,улада,былаас
502,Grenze::N,граніца,кыраныысса
503,Krieg::N,вайна,сэрии
504,Feind::N,вораг,өстөөх
505,Gewalt::N,насілле,күүһүлээһин
506,Kampf::N,барацьба,охсуһуу
507,Bogen[Waffe]::N,лук,ох
508,Pfeil::N,страла,ох
509,Gewehr::N,ружжо,саа
510,Fehler::N,памылка,сыыһа
511,Lüge::N,хлусня,сымыйа
512,Schaden::N,шкода,хоромньу
513,Unglück::N,ліха,алдьархай
514,Unglück::N,бядота,алдьархай
515,Schuld::N,віна,буруй
516,Alter::N,узрост,саас
517,Schluss::N,канец,тиһэх
518,Zeit::N,час,бириэмэ
519,Tag::N,дзень,күн
520,Morgen::N,ранак,сарсыарда
521,Morgen::N,раніца,сарсыарда
522,Mittag::N,паўдня,күн ортото
523,Mittag::N,поўдзень,күн ортото
524,Abend::N,вечар,киэһэ
525,Nacht::N,ноч,түүн
526,Woche::N,тыдзень,нэдиэлэ
527,Monat::N,месяц,ый
528,Jahr::N,год,сыл
529,Jahr::N,год,дьыл
530,Frühling::N,вясна,саас
531,Sommer::N,лета,сайын
532,Herbst::N,восень,күһүн
533,Winter::N,зіма,кыһын
534,Januar::N,студзень,тохсунньу
535,Februar::N,люты,олунньу
536,März::N,сакавік,кулун тутар
537,April::N,красавік,муус устар ый
538,Mai::N,май,ыам ыйа
539,Mai::N,травень,ыам ыйа
540,Juni::N,чэрвень,бэс ыйа
541,Juli::N,ліпень,от ыйа
542,August::N,жнівень,атырдьах ыйа
543,September::N,верасень,балаҕан ыйа
544,Oktober::N,кастрычнік,алтынньы
545,November::N,лістапад,сэтинньи
546,Dezember::N,снежань,ахсынньы
547,Montag::N,панядзелак,бэнидиэнньик
548,Dienstag::N,аўторак,оптуорунньук
549,Mittwoch::N,серада,сэрэдэ
550,Donnerstag::N,чацвер,чэппиэр
551,Freitag::N,пятніца,бээтинсэ
552,Samstag::N,субота,субуота
553,Sonntag::N,нядзеля,баскыһыанньа
554,groß::A,вялікі,бөдөҥ
555,groß::A,вялікі,улахан
556,klein::A,маленькі,кыр
557,lang::A,доўгі,уһун
558,kurz::A,кароткі,кылгас
559,breit::A,шырокі,кэтит
560,schmal::A,вузкі,кыараҕас
561,dicht::A,густы,хойуу
562,dick[Gegenstand]::A,тоўсты,суон
563,dick[Gegenstand]::A,тоўсты,хойуу
564,dünn::A,тонкі,чараас
565,fein::A,тонкі,бытархай
566,fein::A,тонкі,синньигес
567,fest::A,моцны,бөҕө
568,fest::A,моцны,кытаанах
569,flach::A,плоскі,хаптаҕай
570,glatt::A,гладкі,кылааккай
571,hart::A,цвёрды,хатан
572,hart::A,цвёрды,кытаанах
573,weich::A,мяккі,сымнаҕас
574,rund::A,круглы,төгүрүк
575,spitz::A,спічасты,сытыы
576,spitz::A,спічасты,уһуктаах
577,spitz::A,востраканцовы,сытыы
578,spitz::A,востраканцовы,уһуктаах
579,scharf::A,востры,сытыы
580,stumpf::A,тупы,сыппах
581,schwer::A,цяжкі,ыарахан
582,schön::A,прыгожы,кыраһыабай
583,heiß::A,гарачы,итии
584,warm::A,цёплы,ичигэс
585,kalt::A,холадны,тымныы
586,kühl::A,халаднаваты,сөрүүн
587,frisch::A,свежы,ыраас
588,frisch::A,свежы,сөрүүн
589,frisch::A,свежы,тымныы
590,feucht::A,вільготны,сииктээх
591,nass::A,мокры,инчэҕэй
592,trocken::A,сухі,кураан
593,voll::A,поўны,толору
594,leer::A,пусты,иччитэх
595,offen::A,адкрыты,аһаҕас
596,offen::A,адчынены,аһаҕас
597,geschlossen::A,закрыты,бүтэй
598,geschlossen::A,зачынены,бүтэй
599,sauber::A,чысты,сэбэр
600,schmutzig::A,брудны,кирдээх
601,roh::A,сыры,сиикэй
602,reif::A,спелы,буспут
603,reif::A,спелы,сиппит-хоппут
604,lecker::A,смачны,минньигэс
605,süß::A,салодкі,минньигэс
606,bitter::A,горкі,аһыы
607,sauer::A,кіслы,аһыы
608,hell::A,светлы,сырдык
609,dunkel::A,цёмны,хараҥа
610,schwarz::A,чорны,хара
611,weiß::A,белы,үрүҥ
612,weiß::A,белы,маҥан
613,rot::A,чырвоны,кыһыл
614,gelb::A,жоўты,саһархай
615,blau::A,сіні,күөх
616,grün::A,зялёны,күөх
617,grün::A,зялёны,от күөҕэ
618,grau::A,шэры,сиэрэй
619,bunt::A,пяресты,эриэн
620,billig::A,танны,чэпчэки
621,teuer::A,дарагі,сыаналаах
622,wertvoll::A,цэнны,сыаналаах
623,wertvoll::A,каштоўны,сыаналаах
624,blind::A,сляпы,хараҕа суох
625,taub::A,глухі,дьүлэй
626,kräftig::A,магутны,модун
627,stark::A,сільны,күүстээх
628,schwach::A,слабы,мөлтөх
629,fett::A,тлусты,эмис
630,schlank::A,стройны,дьылҕан
631,schlank::A,стройны,дьыпсаҕай
632,hübsch::A,чароўны,олус кэрэ
633,hübsch::A,чароўны,көрүөхтэн үчүгэй
634,böse::A,злы,өһүөннээх
635,dumm::A,дурны,акаары
636,faul::A,лянівы,нэс
637,fleißig::A,руплівы,кыһамньылаах
638,geizig::A,прагны,иҥсэлээх
639,klug::A,разумны,өйдөөх
640,geschickt::A,умелы,наһаа дьоҕурдаах
641,lieb::A,мілы,тапталлаах
642,lustig::A,вясёлы,көрдөөх
643,sanft::A,ласкавы,намчы
644,sanft::A,ласкавы,сымнаҕас
645,hungrig::A,галодны,аччык
646,krank::A,хворы,ыалдьар
647,nackt::A,голы,сыгынньах
648,traurig::A,сумны,санаарҕабыллаах
649,lebendig::A,жывы,тыыннаах
650,gut::A,добры,үтүө
651,gut::A,добры,үчүгэй
652,schlecht::A,кепскі,куһаҕан
653,richtig::A,правільны,сөп
654,schlimm::A,агідны,сидьиҥ
655,schlimm::A,агідны,быдьар
656,wahr::A,сапраўдны,кырдьык
657,alt::A,стары,былыргы
658,neu::A,новы,саҥа
659,ehemalig::A,былы,урукку
660,alt[Lebewesen]::A,стары,кырдьаҕас
661,jung::A,малады,эдэр
662,arm::A,бедны,дьадаҥы
663,reich::A,багаты,баай
664,bekannt::A,знаёмы,билэр
665,berühmt::A,славуты,аатырбыт
666,fremd::A,чужы,атын
667,verschieden::A,розны,араас
668,nah::A,блізкі,чугас
669,fern::A,далёкі,ыраах
670,linker::A,левы,хаҥас
671,rechter::A,правы,уҥа
672,anderer::A,іншы,атын
673,anderer::A,другі,атын
674,erster::A,першы,маҥнайгы
675,zweiter::A,другі,иккис
676,dritter::A,трэці,үһүс
677,letzter::A,апошні,тиһэх
678,allein::ADV,сам,соҕотох
679,allein::ADV,адзін,соҕотох
680,auf einmal::ADV,адразу,биирдэ
681,zusammen::ADV,разам,холбуу
682,lange::ADV,доўга,уһуннук
683,plötzlich::ADV,раптам,эмискэ
684,sofort::ADV,зараз,тута
685,später::ADV,пазней,хойут
686,jetzt::ADV,цяпер,билигин
687,heute::ADV,сёння,бүгүн
688,morgen::ADV,заўтра,сарсын
689,bald::ADV,хутка,өтөр
690,bald::ADV,неўзабаве,өтөр
691,dann::ADV,потым,кэнна
692,gestern::ADV,учора,бэҕэһээ
693,einst::ADV,аднойчы,биир төгүл
694,einst::ADV,аднойчы,арай биирдэ
695,damals::ADV,тады,оччоҕо
696,danach::ADV,затым,аары
697,danach::ADV,затым,ол кэнниттэн
698,vorher::ADV,раней,урут
699,zuerst::ADV,спярша,маҥнай
700,zuerst::ADV,спачатку,маҥнай
701,einmal::ADV,адзін раз,биирдэ
702,manchmal::ADV,часам,арыт
703,oft::ADV,часта,чаастатык
704,immer::ADV,заўсёды,мэлдьи
705,niemals::ADV,ніколі,хаһан да
706,hier::ADV,тут,маныаха
707,hierhin::ADV,сюды,бэттэх
708,von hier::ADV,адсюль,мантан
709,von hier::ADV,адгэтуль,мантан
710,dort::ADV,там,онно
711,dorthin::ADV,туды,онно
712,geradeaus::ADV,прама,быһа
713,geradeaus::ADV,прама,быһаччы
714,vorwärts::ADV,наперад,инники
715,rückwärts::ADV,назад,төттөру
716,zurück::ADV,назад,төттөрү
717,unten::ADV,унізе,аллара
718,hinab::ADV,уніз,аллара
719,oben::ADV,угары,үөһэ
720,oben::ADV,наверсе,үөһэ
721,hinauf::ADV,угару,өрө
722,hinauf::ADV,угару,үөһэ
723,überall::ADV,усюды,бэйдиэ
724,nicht::ADV,не,буолбатах
725,ein wenig::ADV,трошкі,кыратык
726,kaum::ADV,ледзьве,нэһиилэ
727,sehr::ADV,вельмі,бэрт
728,sehr::ADV,вельмі,наһаа
729,so::ADV,так,оччо
730,so::ADV,так,оннук
731,noch::ADV,яшчэ,өссө
732,nur::ADV,толькі,эрэ
733,nur::ADV,толькі,сыччах
734,schon::ADV,ужо,бэлиэр
735,wieder::ADV,зноў,эмиэ
736,vergebens::ADV,дарма,таак
737,vergebens::ADV,дарэмна,таак
738,vor::PRP,перад,иннигэр
739,hinter::PRP,за,кэлин
740,hinter::PRP,ззаду,кэлин
741,unter::PRP,пад,-ҕа
742,unter::PRP,пад,оһох түгэҕэ
743,durch::PRP,праз,курдары
744,neben::PRP,каля,аттыгар
745,zwischen::PRP,між,ыккардынан
746,zwischen::PRP,паміж,ыккардынан
747,wegen::PRP,з-за,уҥуортан
748,dies::PRN,гэта,ити
749,dies::PRN,гэта,бу
750,das::PRN,тое,били
751,alles::PRN,усё,барыта
752,ich::PRN,я,мин
753,du::PRN,ты,эн
754,er::PRN,ён,кнни
755,wir::PRN,мы,биһиги
756,ihr::PRN,вы,эһиги
757,sie::PRN,яны,кинилэр
758,was::FPRN,што,туох
759,wer::FPRN,хто,ким
760,wo::FADV,дзе,ханна
761,wohin::FADV,куды,ханна
762,wie::FADV,як,хайдах
763,warum::FADV,чаму,тоҕо
764,wieviel::FNUM,колькі,төһө
765,eins::NUM,адзін,биир
766,zwei::NUM,два,икки
767,drei::NUM,тры,үс
