,Concept_ID,kn,ka
124,Bucht::N,ಖಾರಿ,ყურე
125,Insel::N,ದ್ವೀಪ,კუნძული
126,Blume::N,ಸುಮ,ყვავილი
127,Gras::N,ಹುಲ್ಲು,ბალახი
128,Wurzel::N,ಬೇರು,ძირი
129,Wurzel::N,ಬೇರು,ფესვი
130,Baum::N,ಮರ,ხე
131,Stamm::N,ಕಾಂಡ,ტანი
132,Rinde::N,ತೂಗಟಿ,ქერქი
133,Ast::N,ಶಾಖೆ,ტოტი
134,Zweig::N,ರೆಂಬೆ,შტო
135,Blatt::N,ಎಲೆ,ფოთოლი
136,Birke::N,ಬರ್ಚ್ ಮರ,არყი
137,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,ფიჭვი
138,Weide[Baum]::N,ವಿಲೋಮರ,ტირიფი
139,Tanne::N,ಭದ್ರದಾರು,ნაძვი
140,Horn::N,ಕೊಂಬು,რქა
141,Feder::N,ಪುಕ್ಕ,ფრთა
142,Fell::N,ರೋಮ,ტყავი
143,Flügel::N,ರೆಕ್ಕೆ,ფრთა
144,Klaue::N,ಪಂಜ,კლანჭი
145,Kralle::N,ಉಗುರು,ტორი
146,Schwanz::N,ಬಾಲ,კუდი
147,Ei::N,ಮೊಟ್ಟೆ,კვერცხი
148,Nest::N,ಗೂಡು,ბუდე
149,Bau::N,ಅಡಗುದಾಣ,სორო
150,Tier::N,ಪ್ರಾಣಿ,ნადირი
151,Tier::N,ಪ್ರಾಣಿ,ცხოველი
152,Herde::N,ಗುಂಪು,ფარა
153,Kuh::N,ಹಸು,ფური
154,Kuh::N,ಹಸು,ძროხა
155,Bulle::N,ಗೂಳಿ,ხარი
156,Pferd::N,ಕುದುರೆ,რაში
157,Pferd::N,ಕುದುರೆ,ცხენი
158,Schaf::N,ಕುರಿ,ცხვარი
159,Schwein::N,ಹಂದಿ,ღორი
160,Hund::N,ನಾಯಿ,ძაღლი
161,Katze::N,ಬೆಕ್ಕು,კატა
162,Bär::N,ಕರಡಿ,დათვი
163,Eichhörnchen::N,ಉಡುತೆ,ციყვი
164,Elch::N,ಕಡವೆ,ცხენ-ირემი
165,Fuchs::N,ನರಿ,მელა
166,Hase::N,ಮೊಲ,კურდღელი
167,Maus::N,ಇಲಿ,თაგვი
168,Wolf::N,ತೋಳ,მგელი
169,Vogel::N,ಪಕ್ಷಿ,ჩიტი
170,Vogel::N,ಪಕ್ಷಿ,ფრინველი
171,Schwarm::N,ಗುಂಪು,გუნდი
172,Huhn::N,ಚಿಕ್,დედალი
173,Hahn::N,ಹುಂಜ,მამალი
174,Gans::N,ವರಟೆ,ბატი
175,Adler::N,ಗರುಡ,არწივი
176,Ente::N,ಬಾತು,იხვი
177,Eule::N,ಗೂಬೆ,ბუ
178,Kranich::N,ಕೊಕ್ಕರ,წერო
179,Krähe::N,ಕಾಗೆ,ყვავი
180,Kuckuck::N,ಕೋಗಿಲೆ,გუგული
181,Schwan::N,ಹಂಸಪಕ್ಷಿ,გედი
182,Fisch::N,ಮೀನು,თევზი
183,Barsch::N,ಪರ್ಚ್ ಮೀನು,ქორჭილა
184,Hecht::N,ಪೈಕ್ ಮೀನು,ქარიყლაპია
185,Schlange[Tier]::N,ಹಾವು,გველი
186,Wurm::N,ಹುಳು,ჭია
187,Spinne::N,ಊರ್ಣನಾಭ,ობობა
188,Ameise::N,ಇರುವೆ,ჭიანჭველა
189,Laus::N,ಹೇನು,ტილი
190,Laus::N,ಹೇನು,მკბენარი
191,Mücke::N,ಸೊಳ್ಳೆ,კოღო
192,Fliege::N,ನೊಣ,ბუზი
193,Schmetterling::N,ಪತಂಗ,პეპელა
194,Beere::N,ನಯವಣ್ಣು,კენკრა
195,Apfel::N,ಸೇಬು,ვაშლი
196,Pilz::N,ಅಣಬೆ,სოკო
197,Zwiebel::N,ನೀರುಳ್ಳಿ,ხახვი
198,Saat::N,ಬಿತ್ತ,თესლი
199,Korn::N,ಬೀಜ,მარცვალი
200,Heu::N,ಕರಡ,თივა
201,Schale::N,ಹೊಟ್ಟು,ჩენჩო
202,Grube::N,ಗುಂಡಿ,ორმო
203,Falle::N,ಬೋನು,ხაფანგი
204,Schlinge::N,ಉರುಲು,მახე
205,Spur::N,ಜಾಡು,კვალი
206,Asche::N,ಬೂದಿ,ფერფლი
207,Dreck::N,ಹೊಲಸು,ტალახი
208,Dreck::N,ಹೊಲಸು,სიბინძურე
209,Eisen::N,ಕಬ್ಬಿಣ,რკინა
210,Gold::N,ಚಿನ್ನ,ოქრო
211,Silber::N,ಬೆಳ್ಳಿ,ვერცხლი
212,Kohle::N,ಕಲ್ಲಿದ್ದಲು,ნახშირი
213,Glas::N,ಗಾಜು,მინა
214,Lehm::N,ಜೇಡಿಮಣ್ಣು,თიხა
215,Sand::N,ಮರಳು,ქვიშა
216,Mensch::N,ಪುರುಷ,ადამიანი
217,Mann::N,ಆಳು,კაცი
218,Frau::N,ಹೆಣ್ಣು,ქალი
219,Kind::N,ಮಗು,ბავშვი
220,Junge::N,ಹುಡುಗ,ვაჟი
221,Mädchen::N,ಹುಡುಗಿ,გოგო
222,Familie::N,ಕುಟುಂಬ,ოჯახი
223,Großvater::N,ಅಜ್ಜ,პაპა
224,Großvater::N,ಅಜ್ಜ,ბაბუა
225,Großmutter::N,ಅಮ್ಮ,ბებია
226,Großmutter::N,ಅಮ್ಮ,დიდედა
227,Eltern::N,ಹೆತ್ತವರು,მშობლები
228,Vater::N,ತಂದೆ,მამა
229,Mutter::N,ಅಮ್ಮ,დედა
230,Sohn::N,ಮಗ ,ვაჟიშვილი
231,Tochter::N,ಮಗಳು,ქალიშვილი
232,Bruder::N,ತಮ್ಮ,ძმა
233,Schwester::N,ತಂಗಿ,და
234,Onkel::N,ಸೋದರಮಾವ,ბიძა
235,Onkel::N,ದೊಡ್ಡಪ್ಪ,ბიძა
236,Tante::N,ಚಿಕ್ಕಮ್ಮ,დეიდა
237,Tante::N,ಚಿಕ್ಕಮ್ಮ,მამიდა
238,Ehemann::N,ಗಂಡ,ქმარი
239,Ehefrau::N,ಹೆಂಡತಿ,ცოლი
240,Freude::N,ನಲಿವು,სიხარული
241,Gelächter::N,ನಗೆ,სიცილი
242,Glück::N,ಆನಂದ,ბედნიერება
243,Kummer::N,ದುಃಖ,მწუხარება
244,Wunsch::N,ಬಯಕೆ,წადილი
245,Wunsch::N,ಬಯಕೆ,სურვილი
246,Lust::N,ಇಷ್ಟ,წადილი
247,Geist::N,ಆತ್ಮ,სული
248,Gedanke::N,ಯೋಚನೆ,ფიქრი
249,Gedächtnis::N,ಸ್ಮರಣೆ,მეხსიერება
250,Verstand::N,ಮನಸ್ಸು,ჭკუა
251,Verstand::N,ಮನಸ್ಸು,გონება
252,Sinn::N,ಅರ್ಥ,მნიშვნელობა
253,Grund::N,ಕಾರಣ,მიზეზი
254,Wahrheit::N,ಸತ್ಯ,სიმართლე
255,Wahrheit::N,ಸತ್ಯ,ჭეშმარიტება
256,Gespräch::N,ಸಂಭಾಷಣೆ,ბაასი
257,Gespräch::N,ಸಂಭಾಷಣೆ,საუბარი
258,Märchen::N,ಸುಳ್ಳು ಕಥೆ,არაკი
259,Märchen::N,ಸುಳ್ಳು ಕಥೆ,ზღაპარი
260,Erzählung::N,ಕಥೆ,თქმულება
261,Nachricht::N,ಸಂದೇಶ,ცნობა
262,Nachricht::N,ಸಂದೇಶ,ამბავი
263,Neuigkeit::N,ಸುದ್ದಿ,სიახლე
264,Name::N,ಹೆಸರು,სახელი
265,Rätsel::N,ಒಗಟು,გამოცანა
266,Rede::N,ಮಾತು,სიტყვა
267,Sprache::N,ಭಾಷೆ,ენა
268,Stimme::N,ಧ್ವನಿ,ხმა
269,Wort::N,ಮಾತು,სიტყვა
270,Zeichen::N,ಗುರುತು,ნიშანი
271,Ruf::N,ಕೂಗು,ძახილი
272,Lärm::N,ಸದ್ದು,ხმაური
273,Laut::N,ಶಬ್ದ,ხმა
274,Laut::N,ಶಬ್ದ,ბგერა
275,Ton::N,ನಾದ,ტონი
276,Lied::N,ಗಾನ,სიმღერა
277,Ruhe::N,ಶಾಂತಿ,სიწყნარე
278,Leute::N,ಮಂದಿ,ადამიანები
279,Volk::N,ಜನಾಂಗ,ერი
280,Volk::N,ಜನಾಂಗ,ხალხი
281,Arbeit::N,ಕೆಲಸ,მუშაობა
282,Gast::N,ಅತಿಥಿ,სტუმარი
283,Geschenk::N,ಕಾಣಿಕೆ,საჩუქარი
284,Spiel::N,ಆಟ,თამაში
285,Gesellschaft::N,ಸಂಗ,საზოგადოება
286,Hilfe::N,ಸಹಾಯ,შველა
287,Hilfe::N,ಸಹಾಯ,დახმარება
288,Freund::N,ಸ್ನೇಹಿತ,მეგობარი
289,Kamerad::N,ಜೊತೆಗಾರ,ამხანაგი
290,Angelegenheit::N,ವಿಚಾರ,საქმე
291,Anzahl::N,ಎಣಿಕೆ,ოდენობა
292,Art::N,ತರ,სახეობა
293,Stück::N,ತುಂಡು,ნატეხი
294,Teil::N,ಭಾಗ,წილი
295,Hälfte::N,ಅರ್ಧ,ნახევარი
296,Kreis::N,ವೃತ್ತ,წრე
297,Kreuz::N,ಶಿಲುಬೆ,ჯვარი
298,Linie::N,ರೀಖೆ,ხაზი
299,Strich::N,ಗೀಟು,შტრიხი
300,Abstand::N,ಅಂತರ,მანძილი
301,Entfernung::N,ದೂರ,სიშორე
302,Gegend::N,ವಿಸ್ತೀರ್ಣ,არე
303,Gegend::N,ವಿಸ್ತೀರ್ಣ,მხარე
304,Platz::N,ಅಂತರ,ფართობი
305,Ort::N,ಸ್ಥಳ,ადგილი
306,Seite::N,ಪಕ್ಷ,მხარე
307,Mitte::N,ನಡು,შუა
308,Gegenstand::N,ವಸ್ತು,საგანი
309,Sache::N,ವಸ್ತು,ნივთი
310,Rand::N,ಅಂಚು,კიდე
311,Kante::N,ಅಂಚು,ნაწიბული
312,Ecke::N,ಮೂಲೆ,კუთხე
313,Spitze::N,ತುದಿ,წვეტი
314,Ende::N,ಕೊನೆ,ბოლო
315,Loch::N,ತೂತು,ხვრელი
316,Winkel::N,ಕೋನ,კუთხე
317,Muster::N,ನಮೂನೆ,მოხატულობა
318,Größe::N,ಪ್ರಮಾಣ,ზომა
319,Größe::N,ಪ್ರಮಾಣ,სიდიდე
320,Länge::N,ಉದ್ದ,სიგრძე
321,Höhe::N,ಎತ್ತರ,სიმაღლე
322,Gewicht::N,ತೂಕ,წონა
323,Menge::N,ಮೊತ್ತ,რაოდენობა
324,Haufen::N,ರಾಶಿ,გროვა
325,Reihe::N,ಸಾಲು,რიგი
326,Reihe::N,ಸಾಲು,წყება
327,Boot::N,ದೋಣಿ,გემი
328,Ruder::N,ಹುಟ್ಟು,ხოფი
329,Ruder::N,ಹುಟ್ಟು,ნიჩაბი
330,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,მარხილი
331,Ski::N,ಜಾರುಪಟ್ಟಿ,თხილამური
332,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,კოცონი
333,Last::N,ಹೊರೆ,ტვირთი
334,Gang::N,ತಿರುಗಾಟ,სვლა
335,Schritt::N,ಹೆಜ್ಜೆ,ბიჯი
336,Norden::N,ಉತ್ತರ,ჩრდილოეთი
337,Süden::N,ದಕ್ಷಿಣ,სამხრეთი
338,Westen::N,ಪಶ್ಚಿಮ,დასავლეთი
339,Osten::N,ಮೂಡಲು,აღმოსავლეთი
340,Holz::N,ಚೌಬೀನೆ,ხე
341,Brett::N,ಹಲಗೆ,დაფა
342,Brett::N,ಹಲಗೆ,ფიცარი
343,Platte::N,ಹಲಗೆ,თლილი ქვა
344,Stütze::N,ಆಸರೆ,საყრდენი
345,Stange::N,ಕಂಬ,ჭოკი
346,Stock::N,ಕೋಲು,კეტი
347,Stab::N,ದೊಣ್ಣೆ,ლატანი
348,Rohr::N,ನಳಿಕೆ,მილაკი
349,Haus::N,ಮನೆ,სახლი
350,Heim::N,ಗೃಹ,ოჯახის კერა
351,Ofen::N,ಒಲೆ,ღუმელი
352,Fußboden::N,ನೆಲ,იატაკი
353,Tisch::N,ಮೇಜು,სუფრა
354,Tisch::N,ಮೇಜು,მაგიდა
355,Stuhl::N,ಕುರ್ಚಿ,სკამი
356,Wiege::N,ತೊಟ್ಟಿಲು,აკვანი
357,Bett::N,ಹಾಸಿಗೆ,საწოლი
358,Bett::N,ಹಾಸಿಗೆ,სარეცელი
359,Regal::N,ಬೀರು,თაროები
360,Kiste::N,ಪಟ್ಟಿಗೆ,ყუთი
361,Kiste::N,ಪಟ್ಟಿಗೆ,სკივრი
362,Fenster::N,ಕಿಟಕಿ,ფანჯარა
363,Fenster::N,ಕಿಟಕಿ,სარკმელი
364,Tür::N,ಬಾಗಿಲು,ბჭე
365,Tür::N,ಬಾಗಿಲು,კარი
366,Tor::N,ಹೆಬ್ಬಾಗಿಲು,ჭიშკარი
367,Zaun::N,ಬೇಲಿ,ღობე
368,Zaun::N,ಬೇಲಿ,გალავანი
369,Dach::N,ಮಾಳಿಗೆ,სახურავი
370,Leiter::N,ಏಣಿ,კიბე
371,Besen::N,ಪೊರಕೆ,ცოცხი
372,Spaten::N,ಗುದ್ದಲಿ,ნიჩაბი
373,Schaufel::N,ಸನಿಕೆ,ბარი
374,Gabel::N,ಕವಲು,ჩანგალი
375,Löffel::N,ಚಮಚ,კოვზი
376,Messer::N,ಚಾಕು,დანა
377,Nagel::N,ಆಣಿ,ლურსმანი
378,Netz::N,ಬಲೆ,ბადე
379,Haken::N,ಕೊಂಡಿ,კავი
380,Haken::N,ಕೊಂಡಿ,კაუჭი
381,Griff::N,ಹಿಡಿ,ტარი
382,Schloss::N,ವೀಗ,კლიტე
383,Schloss::N,ವೀಗ,საკეტი
384,Bild::N,ಚಿತ್ರ,სურათი
385,Figur::N,ಆಕಾರ,ფიგურა
386,Puppe::N,ಗೊಂಬೆ,თოჯინა
387,Beutel::N,ಸಂಚಿ,პარკი
388,Bündel::N,ಕಟ್ಟು,გალა
389,Bündel::N,ಕಟ್ಟು,ასხმა
390,Tasche::N,ಚೀಲ,ჩანთა
391,Eimer::N,ಬಾನೆ,ჩამჩა
392,Deckel::N,ಮುಚ್ಚಳ,ხუფი
393,Deckel::N,ಮುಚ್ಚಳ,სარქველი
394,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,ჭურჭელი
395,Sack::N,ಮೂಟೆ,ტომარა
396,Tasse::N,ಬಟ್ಟಲು,ფინჯანი
397,Topf::N,ಮಡಕೆ,ქოთანი
398,Kessel::N,ಕೆಟಲ್,ქვაბი
399,Essen::N,ಊಟ,ჭამა
400,Nahrung::N,ಆಹಾರ,საზრდო
401,Nahrung::N,ಆಹಾರ,საკვები
402,Speise::N,ಊಟ,საჭმელი
403,Fleisch::N,ಮಾಂಸ,ხორცი
404,Getreide::N,ಧಾನ್ಯ,მარცვლოვანი
405,Brei::N,ಗಂಜಿ,ფაფა
406,Brot::N,ರೊಟ್ಟಿ,პური
407,Scheibe::N,ಹೋಳು,ნაჭერი
408,Fett::N,ಕೊಬ್ಬು,ქონი
409,Fett::N,ಕೊಬ್ಬು,ცხიმი
410,Butter::N,ಬೆಣ್ಣೆ,კარაქი
411,Öl::N,ಎಣ್ಣೆ,ზეთი
412,Salz::N,ಉಪ್ಪು,მარილი
413,Suppe::N,ಎಸರು,სუფი
414,Honig::N,ಮಧು,თაფლი
415,Milch::N,ಹಾಲು,რძე
416,Tee::N,ಚಹ,ჩაი
417,Leder::N,ಚಕ್ಕಳ,ტყავი
418,Wolle::N,ಉಣ್ಣೆ,მატყლი
419,Stoff::N,ಬಟ್ಟೆ,ქსოვილი
420,Nadel::N,ಸೂಜಿ,ნემსი
421,Faden::N,ದಾರ,ძაფი
422,Faden::N,ದಾರ,მკედი
423,Knopf::N,ಗುಂಡು,ღილი
424,Knoten::N,ಗಂಟು,ნასკვი
425,Farbe::N,ಬಣ್ಣ,საღებავი
426,Kleidung::N,ಅರಿವೆ,ტანსაცმელი
427,Hemd::N,ಅಂಗಿ,ხალათი
428,Hemd::N,ಅಂಗಿ,პერანგი
429,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,საყელო
430,Ärmel::N,ತೋಳು,სახელო
431,Hose::N,ಇಜಾರ,შარვალი
432,Gürtel::N,ಬೆಲ್ಟು,ქამარი
433,Mütze::N,ಟೋಪಿ,ქუდი
434,Schuh::N,ಪಾದರಕ್ಷೆ,ფეხსაცმელი
435,Stiefel::N,ಬೂಟು,ჩექმა
436,Ring::N,ಉಂಗುರ,ბეჭედი
437,Band::N,ರಿಬ್ಬನ್,ბაფთი
438,Kamm::N,ಹಣಿಗೆ,სავარცხელი
439,Spiegel::N,ಕನ್ನಡಿ,სარკე
440,Riemen::N,ಬಾರು,ღვედი
441,Schnur::N,ಹುರಿ,ლარი
442,Leine::N,ಹಗ್ಗ,ჯაჭვი
443,Decke::N,ಕಂಬಳಿ,საბანი
444,Kissen::N,ದಿಂಬು,ბალიში
445,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,მაუდი
446,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,თავშალი
447,Handtuch::N,ಚೌಕ,ხელსახოცი
448,Kraft::N,ಬಲ,ძალა
449,Stärke::N,ಶಕ್ತಿ,ღონე
450,Gesundheit::N,ಆರೋಗ್ಯ,ჯანმრთელობა
451,Krankheit::N,ರೋಗ,სენი
452,Krankheit::N,ರೋಗ,ავადმყოფობა
453,Schmerz::N,ನೋವು,ტკივილი
454,Wunde::N,ಗಾಯ,იარი
455,Wunde::N,ಗಾಯ,ჭრილობა
456,Fieber::N,ಜ್ವರ,ციება
457,Arznei::N,ಔಷಧ,წამალი
458,Brücke::N,ಸೇತುವೆ,ხიდი
459,Brunnen::N,ಬಾವಿ,ჭა
460,Weide::N,ಗೋಮಾಳ,საძოვარი
461,Pfad::N,ದಾರಿ,ბილიკი
462,Weg::N,ಹಾದಿ,გზა
463,Straße::N,ರಸ್ತೆ,შარაგზა
464,Dorf::N,ಹಳ್ಳಿ,დაბა
465,Dorf::N,ಹಳ್ಳಿ,სოფელი
466,Stadt::N,ಪಟ್ಟಣ,ქალაქი
467,Brief::N,ಕಾಗದ,წერილი
468,Buch::N,ಪುಸ್ತಕ,წიგნი
469,Buchstabe::N,ಅಕ್ಷರ,ასო
470,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,გაზეთი
471,Leben::N,ಜೀವನ,სიცოცხლე
472,Tod::N,ಮರಣ,სიკვდილი
473,Grab::N,ಗೋರಿ,სამარე
474,Grab::N,ಗೋರಿ,საფლავი
475,Kirche::N,ಚರ್ಚು,ეკლესია
476,Sünde::N,ಪಾಪ,ცოდვა
477,Gott::N,ದೇವರು,ღმერთი
478,Arbeiter::N,ಕೆಲಸಗಾರ,მუშა
479,Chef::N,ದಣಿ,გამგე
480,Meister::N,ಶಿಕ್ಷಕ,ოსტატი
481,Arzt::N,ವೈದ್ಯ,ექიმი
482,Arzt::N,ವೈದ್ಯ,მკურნალი
483,Lehrer::N,ಉಪಾಧ್ಯಾಯ,მასწავლებელი
484,Geld::N,ಹಣ,ფული
485,Geschäft::N,ವಾಣಿಜ್ಯ,საქმე
486,Geschäft::N,ವಾಣಿಜ್ಯ,ბიზნესი
487,Laden::N,ಅಂಗಡಿ,დუქანი
488,Laden::N,ಅಂಗಡಿ,მაღაზია
489,Preis::N,ಬೆಲೆ,ფასი
490,Ware::N,ಸರಕು,საქონელი
491,Nutzen::N,ಲಾಭ,ხეირი
492,Reichtum::N,ಸಂಪತ್ತು,სიმდიდრე
493,Welt::N,ಭೂಲೋಕ,მსოფლიო
494,Land::N,ದೇಶ,მხარე
495,Land::N,ದೇಶ,ქვეყანა
496,Staat::N,ರಾಜ್ಯ,სახელმწიფო
497,König::N,ರಾಜ,მეფე
498,Macht::N,ಅಧಿಕಾರ,ძლიერება
499,Grenze::N,ಗಡಿ,ზღვარი
500,Krieg::N,ಯುದ್ಧ,ომი
501,Feind::N,ಶತ್ರು,მტერი
502,Gewalt::N,ಹಿಂಸೆ,სისასტიკე
503,Kampf::N,ಹೋರಾಟ,ბრძოლა
504,Bogen[Waffe]::N,ಬಿಲ್ಲು,მშვილდი
505,Pfeil::N,ಅಂಬು,ისარი
506,Pfeil::N,ಅಂಬು,მახვილი
507,Gewehr::N,ಬಂದೂಕು,თოფი
508,Gewehr::N,ಬಂದೂಕು,შაშხანა
509,Fehler::N,ತಪ್ಪು,შეცდომა
510,Lüge::N,ಸುಳ್ಳು,სიცრუე
511,Schaden::N,ಹಾನಿ,ვნება
512,Unglück::N,ಅಪಾಯ,ხიფათი
513,Unglück::N,ಅಪಾಯ,უბედურება
514,Schuld::N,ದೋಷ,ბრალი
515,Alter::N,ಮುಪ್ಪು,ასაკი
516,Schluss::N,ಮುಕ್ತಾಯ,ბოლო
517,Schluss::N,ಮುಕ್ತಾಯ,დასასრული
518,Zeit::N,ಕಾಲ,დრო
519,Tag::N,ದಿನ,დღე
520,Morgen::N,ಮುಂಜಾನೆ,დილა
521,Mittag::N,ನಡುಹಗಲು,შუადღე
522,Abend::N,ಸಂಜೆ,საღამო
523,Nacht::N,ರಾತ್ರಿ,ღამე
524,Woche::N,ವಾರ,კვირა
525,Monat::N,ತಿಂಗಳು,თვე
526,Jahr::N,ಸಂವತ್ಸರ,წელი
