,Concept_ID,de,ro
74,Boden::N,Boden,pământ
75,Erde::N,Erde,pământ
76,Staub::N,Staub,praf
77,Rauch::N,Rauch,fum
78,Funke::N,Funke,scânteie
79,Feuer::N,Feuer,foc
80,Licht::N,Licht,lumină
81,Schatten::N,Schatten,umbră
82,Wetter::N,Wetter,timp
83,Wetter::N,Wetter,vreme
84,Nebel::N,Nebel,ceață
85,Nebel::N,Nebel,negură
86,Wolke::N,Wolke,nor
87,Regen::N,Regen,ploaie
88,Schnee::N,Schnee,zăpadă
89,Eis::N,Eis,gheață
90,Frost::N,Frost,ger
91,Kälte::N,Kälte,frig
92,Hitze::N,Hitze,arșiță
93,Hitze::N,Hitze,căldură
94,Raureif::N,Raureif,chiciură
95,Regenbogen::N,Regenbogen,curcubeu
96,Donner::N,Donner,tunet
97,Strömung::N,Strömung,curent
98,Tropfen::N,Tropfen,picătură
99,Schaum::N,Schaum,spumă
100,Schmutz::N,Schmutz,murdărie
101,See::N,See,lac
102,Sumpf::N,Sumpf,mlaștină
103,Moor::N,Moor,bărăgan
104,Wiese::N,Wiese,fânaț
105,Wiese::N,Wiese,livadă
106,Wald::N,Wald,codru
107,Wald::N,Wald,pădure
108,Hügel::N,Hügel,deal
109,Hügel::N,Hügel,movilă
110,Anhöhe::N,Anhöhe,deal
111,Anhöhe::N,Anhöhe,ridicătură
112,Berg::N,Berg,munte
113,Gipfel::N,Gipfel,pisc
114,Höhle::N,Höhle,peșteră
115,Abhang::N,Abhang,pantă
116,Abhang::N,Abhang,versant
117,Quelle::N,Quelle,izvor
118,Bach::N,Bach,gârlă
119,Fluss::N,Fluss,râu
120,Fluss::N,Fluss,fluviu
121,Ufer::N,Ufer,mal
122,Ufer::N,Ufer,țărm
123,Küste::N,Küste,coastă
124,Festland::N,Festland,uscat
125,Meer::N,Meer,mare
126,Bucht::N,Bucht,golf
127,Insel::N,Insel,insulă
128,Blume::N,Blume,floare
129,Gras::N,Gras,iarbă
130,Wurzel::N,Wurzel,rădăcină
131,Baum::N,Baum,copac
132,Baum::N,Baum,arbore
133,Stamm::N,Stamm,tulpină
134,Rinde::N,Rinde,scoarță
135,Ast::N,Ast,cracă
136,Ast::N,Ast,creangă
137,Zweig::N,Zweig,ramură
138,Zweig::N,Zweig,creangă
139,Blatt::N,Blatt,frunză
140,Birke::N,Birke,mesteacăn
141,Kiefer[Baum]::N,Kiefer,pin
142,Weide[Baum]::N,Weide,salcie
143,Weide[Baum]::N,Weide,răchită
144,Tanne::N,Tanne,brad
145,Horn::N,Horn,corn
146,Feder::N,Feder,pană
147,Fell::N,Fell,piele
148,Flügel::N,Flügel,aripă
149,Klaue::N,Klaue,gheară
150,Kralle::N,Kralle,labă
151,Kralle::N,Kralle,gheară
152,Schwanz::N,Schwanz,coadă
153,Ei::N,Ei,ou
154,Nest::N,Nest,cuib
155,Bau::N,Bau,bârlog
156,Bau::N,Bau,vizuină
157,Tier::N,Tier,animal
158,Herde::N,Herde,turmă
159,Herde::N,Herde,cireadă
160,Kuh::N,Kuh,vacă
161,Bulle::N,Bulle,taur
162,Pferd::N,Pferd,cal
163,Schaf::N,Schaf,oaie
164,Schwein::N,Schwein,porc
165,Hund::N,Hund,câine
166,Katze::N,Katze,pisică
167,Bär::N,Bär,urs
168,Eichhörnchen::N,Eichhörnchen,veveriță
169,Elch::N,Elch,elan
170,Fuchs::N,Fuchs,vulpe
171,Hase::N,Hase,iepure
172,Maus::N,Maus,șoarece
173,Wolf::N,Wolf,lup
174,Vogel::N,Vogel,pasăre
175,Schwarm::N,Schwarm,cârd
176,Huhn::N,Huhn,găină
177,Hahn::N,Hahn,cocoș
178,Gans::N,Gans,gâscă
179,Adler::N,Adler,vultur
180,Ente::N,Ente,rață
181,Eule::N,Eule,bufniță
182,Kranich::N,Kranich,cocor
183,Krähe::N,Krähe,cioară
184,Kuckuck::N,Kuckuck,cuc
185,Schwan::N,Schwan,lebădă
186,Fisch::N,Fisch,pește
187,Barsch::N,Barsch,biban
188,Hecht::N,Hecht,știucă
189,Schlange[Tier]::N,Schlange,șarpe
190,Wurm::N,Wurm,vierme
191,Spinne::N,Spinne,păianjen
192,Ameise::N,Ameise,furnică
193,Laus::N,Laus,păduche
194,Mücke::N,Mücke,țânțar
195,Fliege::N,Fliege,muscă
196,Schmetterling::N,Schmetterling,fluture
197,Beere::N,Beere,boabă
198,Apfel::N,Apfel,măr
199,Pilz::N,Pilz,burete
200,Pilz::N,Pilz,ciupercă
201,Zwiebel::N,Zwiebel,ceapă
202,Saat::N,Saat,semănătură
203,Korn::N,Korn,grâu
204,Heu::N,Heu,fân
205,Schale::N,Schale,coajă
206,Grube::N,Grube,groapă
207,Falle::N,Falle,cursă
208,Falle::N,Falle,capcană
209,Schlinge::N,Schlinge,laț
210,Spur::N,Spur,dâră
211,Asche::N,Asche,cenușă
212,Dreck::N,Dreck,noroi
213,Dreck::N,Dreck,murdărie
214,Eisen::N,Eisen,fier
215,Gold::N,Gold,aur
216,Silber::N,Silber,argint
217,Kohle::N,Kohle,cărbune
218,Glas::N,Glas,sticlă
219,Lehm::N,Lehm,lut
220,Lehm::N,Lehm,humă
221,Sand::N,Sand,nisip
222,Mensch::N,Mensch,om
223,Mensch::N,Mensch,persoană
224,Mann::N,Mann,om
225,Mann::N,Mann,bărbat
226,Frau::N,Frau,femeie
227,Kind::N,Kind,copil
228,Junge::N,Junge,băiat
229,Junge::N,Junge,flăcău
230,Mädchen::N,Mädchen,fată
231,Familie::N,Familie,familie
232,Großvater::N,Großvater,bunic
233,Großvater::N,Großvater,tată mare
234,Großmutter::N,Großmutter,bunică
235,Großmutter::N,Großmutter,mamă mare
236,Eltern::N,Eltern,părinți
237,Vater::N,Vater,tată
238,Vater::N,Vater,părinte
239,Mutter::N,Mutter,mamă
240,Sohn::N,Sohn,fiu
241,Sohn::N,Sohn,fecior
242,Tochter::N,Tochter,fiică
243,Bruder::N,Bruder,frate
244,Schwester::N,Schwester,soră
245,Onkel::N,Onkel,unchi
246,Tante::N,Tante,mătușă
247,Ehemann::N,Ehemann,soț
248,Ehemann::N,Ehemann,bărbat
249,Ehefrau::N,Ehefrau,soție
250,Freude::N,Freude,bucurie
251,Gelächter::N,Gelächter,râset
252,Glück::N,Glück,fericire
253,Kummer::N,Kummer,mâhnire
254,Wunsch::N,Wunsch,dorință
255,Wunsch::N,Wunsch,deziderat
256,Lust::N,Lust,poftă
257,Lust::N,Lust,înclinare
258,Geist::N,Geist,duh
259,Geist::N,Geist,minte
260,Geist::N,Geist,suflet
261,Gedanke::N,Gedanke,gând
262,Gedanke::N,Gedanke,cuget
263,Gedächtnis::N,Gedächtnis,memorie
264,Verstand::N,Verstand,minte
265,Verstand::N,Verstand,intelect
266,Sinn::N,Sinn,sens
267,Sinn::N,Sinn,înțeles
268,Grund::N,Grund,cauză
269,Grund::N,Grund,pricină
270,Wahrheit::N,Wahrheit,adevăr
271,Gespräch::N,Gespräch,convorbire
272,Gespräch::N,Gespräch,conversație
273,Märchen::N,Märchen,basm
274,Märchen::N,Märchen,poveste
275,Erzählung::N,Erzählung,poveste
276,Nachricht::N,Nachricht,veste
277,Neuigkeit::N,Neuigkeit,noutate
278,Neuigkeit::N,Neuigkeit,actualitate
279,Name::N,Name,nume
280,Rätsel::N,Rätsel,ghicitoare
281,Rede::N,Rede,discurs
282,Sprache::N,Sprache,limbă
283,Sprache::N,Sprache,limbaj
284,Stimme::N,Stimme,glas
285,Wort::N,Wort,cuvânt
286,Zeichen::N,Zeichen,semn
287,Zeichen::N,Zeichen,semnal
288,Ruf::N,Ruf,chemare
289,Lärm::N,Lärm,zgomot
290,Lärm::N,Lärm,tărăboi
291,Laut::N,Laut,sunet
292,Ton::N,Ton,ton
293,Lied::N,Lied,cântec
294,Ruhe::N,Ruhe,odihnă
295,Ruhe::N,Ruhe,liniște
296,Leute::N,Leute,lume
297,Leute::N,Leute,oameni
298,Volk::N,Volk,popor
299,Volk::N,Volk,națiune
300,Arbeit::N,Arbeit,lucru
301,Gast::N,Gast,musafir
302,Geschenk::N,Geschenk,dar
303,Geschenk::N,Geschenk,cadou
304,Spiel::N,Spiel,joc
305,Gesellschaft::N,Gesellschaft,societate
306,Hilfe::N,Hilfe,ajutor
307,Freund::N,Freund,amic
308,Freund::N,Freund,prieten
309,Kamerad::N,Kamerad,tovarăș
310,Angelegenheit::N,Angelegenheit,afacere
311,Anzahl::N,Anzahl,număr
312,Anzahl::N,Anzahl,cantitate
313,Art::N,Art,fel
314,Art::N,Art,specie
315,Stück::N,Stück,bucată
316,Teil::N,Teil,parte
317,Teil::N,Teil,porție
318,Hälfte::N,Hälfte,jumătate
319,Kreis::N,Kreis,cerc
320,Kreuz::N,Kreuz,cruce
321,Linie::N,Linie,linie
322,Strich::N,Strich,linie
323,Strich::N,Strich,trăsătură
324,Abstand::N,Abstand,distanță
325,Abstand::N,Abstand,depărtare
326,Entfernung::N,Entfernung,distanță
327,Entfernung::N,Entfernung,depărtare
328,Gegend::N,Gegend,regiune
329,Platz::N,Platz,loc
330,Ort::N,Ort,loc
331,Seite::N,Seite,latură
332,Mitte::N,Mitte,centru
333,Gegenstand::N,Gegenstand,obiect
334,Sache::N,Sache,lucru
335,Sache::N,Sache,chestie
336,Rand::N,Rand,bordură
337,Kante::N,Kante,muchie
338,Kante::N,Kante,bordură
339,Ecke::N,Ecke,colț
340,Spitze::N,Spitze,vârf
341,Spitze::N,Spitze,creștet
342,Ende::N,Ende,capăt
343,Loch::N,Loch,gaură
344,Winkel::N,Winkel,colț
345,Muster::N,Muster,desen
346,Größe::N,Größe,mărime
347,Länge::N,Länge,lungime
348,Höhe::N,Höhe,înălțime
349,Gewicht::N,Gewicht,greutate
350,Menge::N,Menge,cantitate
351,Haufen::N,Haufen,grămadă
352,Reihe::N,Reihe,șir
353,Reihe::N,Reihe,rând
354,Boot::N,Boot,barcă
355,Boot::N,Boot,luntre
356,Ruder::N,Ruder,vâslă
357,Ruder::N,Ruder,lopată
358,Schlitten::N,Schlitten,sanie
359,Ski::N,Ski,schi
360,Lagerfeuer::N,Lagerfeuer,foc de tabără
361,Last::N,Last,povară
362,Last::N,Last,sarcină
363,Gang::N,Gang,mers
364,Gang::N,Gang,umblet
365,Schritt::N,Schritt,pas
366,Norden::N,Norden,nord
367,Norden::N,Norden,miazănoapte
368,Süden::N,Süden,sud
369,Süden::N,Süden,miazăzi
370,Westen::N,Westen,apus
371,Osten::N,Osten,est
372,Osten::N,Osten,răsărit
373,Holz::N,Holz,lemn
374,Brett::N,Brett,scândură
375,Platte::N,Platte,placă
376,Stütze::N,Stütze,proptea
377,Stange::N,Stange,bară
378,Stange::N,Stange,prăjină
379,Stock::N,Stock,băț
380,Stock::N,Stock,baston
381,Stab::N,Stab,baston
382,Stab::N,Stab,prăjină
383,Rohr::N,Rohr,tub
384,Rohr::N,Rohr,țeavă
385,Haus::N,Haus,casă
386,Heim::N,Heim,casă
387,Heim::N,Heim,cămin
388,Ofen::N,Ofen,sobă
389,Fußboden::N,Fußboden,podea
390,Fußboden::N,Fußboden,dușumea
391,Tisch::N,Tisch,masă
392,Stuhl::N,Stuhl,scaun
393,Wiege::N,Wiege,leagăn
394,Bett::N,Bett,pat
395,Regal::N,Regal,rafturi
396,Kiste::N,Kiste,ladă
397,Kiste::N,Kiste,cutie
398,Fenster::N,Fenster,fereastră
399,Tür::N,Tür,ușă
400,Tor::N,Tor,poartă
401,Zaun::N,Zaun,gard
402,Dach::N,Dach,acoperiș
403,Leiter::N,Leiter,scară
404,Besen::N,Besen,mătură
405,Spaten::N,Spaten,cazma
406,Spaten::N,Spaten,hârleț
407,Schaufel::N,Schaufel,lopată
408,Gabel::N,Gabel,furculiță
409,Löffel::N,Löffel,lingură
410,Messer::N,Messer,cuțit
411,Nagel::N,Nagel,cui
412,Netz::N,Netz,plasă
413,Haken::N,Haken,cârlig
414,Griff::N,Griff,mâner
415,Schloss::N,Schloss,lacăt
416,Bild::N,Bild,tablou
417,Bild::N,Bild,imagine
418,Figur::N,Figur,chip
419,Figur::N,Figur,figură
420,Puppe::N,Puppe,păpușă
421,Beutel::N,Beutel,pungă
422,Beutel::N,Beutel,săculeț
423,Bündel::N,Bündel,mănunchi
424,Tasche::N,Tasche,geantă
425,Eimer::N,Eimer,găleată
426,Deckel::N,Deckel,capac
427,Geschirr::N,Geschirr,vase
428,Geschirr::N,Geschirr,tacâmuri
429,Sack::N,Sack,sac
430,Tasse::N,Tasse,ceașcă
431,Topf::N,Topf,oală
432,Kessel::N,Kessel,cazan
433,Kessel::N,Kessel,căldare
434,Essen::N,Essen,mâncare
435,Nahrung::N,Nahrung,hrană
436,Nahrung::N,Nahrung,aliment
437,Speise::N,Speise,bucate
438,Speise::N,Speise,fel de bucate
439,Fleisch::N,Fleisch,carne
440,Getreide::N,Getreide,cereale
441,Brei::N,Brei,pireu
442,Brot::N,Brot,pâine
443,Scheibe::N,Scheibe,felie
444,Scheibe::N,Scheibe,bucată
445,Fett::N,Fett,untură
446,Fett::N,Fett,grăsime
447,Butter::N,Butter,unt
448,Öl::N,Öl,ulei
449,Salz::N,Salz,sare
450,Suppe::N,Suppe,supă
451,Suppe::N,Suppe,ciorbă
452,Honig::N,Honig,miere
453,Milch::N,Milch,lapte
454,Tee::N,Tee,ceai
455,Leder::N,Leder,piele
456,Wolle::N,Wolle,lână
457,Stoff::N,Stoff,stofă
458,Nadel::N,Nadel,ac
459,Faden::N,Faden,ață
460,Knopf::N,Knopf,buton
461,Knoten::N,Knoten,nod
462,Farbe::N,Farbe,vopsea
463,Kleidung::N,Kleidung,haine
464,Kleidung::N,Kleidung,îmbrăcăminte
465,Hemd::N,Hemd,cămașă
466,Kragen::N,Kragen,guler
467,Ärmel::N,Ärmel,mânecă
468,Hose::N,Hose,pantaloni
469,Gürtel::N,Gürtel,cordon
470,Mütze::N,Mütze,șapcă
471,Schuh::N,Schuh,gheată
472,Stiefel::N,Stiefel,cizmă
473,Ring::N,Ring,inel
474,Ring::N,Ring,verigă
475,Band::N,Band,panglică
476,Band::N,Band,șiret
477,Kamm::N,Kamm,pieptene
478,Spiegel::N,Spiegel,oglindă
479,Riemen::N,Riemen,curea
480,Schnur::N,Schnur,funie
481,Schnur::N,Schnur,sfoară
482,Leine::N,Leine,lesă
483,Leine::N,Leine,curea
484,Decke::N,Decke,pătură
485,Kissen::N,Kissen,pernă
486,Tuch::N,Tuch,batic
487,Handtuch::N,Handtuch,prosop
488,Handtuch::N,Handtuch,ștergar
489,Kraft::N,Kraft,forță
490,Kraft::N,Kraft,putere
491,Stärke::N,Stärke,tărie
492,Stärke::N,Stärke,vigoare
493,Gesundheit::N,Gesundheit,sănătate
494,Krankheit::N,Krankheit,boală
495,Krankheit::N,Krankheit,maladie
496,Schmerz::N,Schmerz,durere
497,Wunde::N,Wunde,rană
498,Fieber::N,Fieber,febră
499,Arznei::N,Arznei,leac
500,Arznei::N,Arznei,medicament
501,Brücke::N,Brücke,pod
502,Brücke::N,Brücke,punte
503,Brunnen::N,Brunnen,puț
504,Weide::N,Weide,izlaz
505,Weide::N,Weide,pășune
506,Pfad::N,Pfad,cărare
507,Weg::N,Weg,drum
508,Straße::N,Straße,cale
509,Straße::N,Straße,stradă
510,Dorf::N,Dorf,sat
511,Stadt::N,Stadt,oraș
512,Brief::N,Brief,scrisoare
513,Buch::N,Buch,carte
514,Buchstabe::N,Buchstabe,literă
515,Buchstabe::N,Buchstabe,caracter
516,Zeitung::N,Zeitung,ziar
517,Zeitung::N,Zeitung,gazetă
518,Leben::N,Leben,viață
519,Tod::N,Tod,moarte
520,Grab::N,Grab,groapă
521,Grab::N,Grab,mormânt
522,Kirche::N,Kirche,biserică
523,Sünde::N,Sünde,păcat
524,Gott::N,Gott,zeu
525,Arbeiter::N,Arbeiter,muncitor
526,Chef::N,Chef,șef
527,Meister::N,Meister,meșter
528,Meister::N,Meister,maestru
529,Arzt::N,Arzt,medic
530,Arzt::N,Arzt,doctor
531,Lehrer::N,Lehrer,profesor
532,Lehrer::N,Lehrer,învățător
533,Geld::N,Geld,bani
534,Geld::N,Geld,parale
535,Geschäft::N,Geschäft,treabă
536,Geschäft::N,Geschäft,afacere
537,Laden::N,Laden,magazin
538,Laden::N,Laden,prăvălie
539,Preis::N,Preis,preț
540,Ware::N,Ware,marfă
541,Nutzen::N,Nutzen,folos
542,Nutzen::N,Nutzen,profit
543,Reichtum::N,Reichtum,avuție
544,Reichtum::N,Reichtum,bogăție
545,Welt::N,Welt,lume
546,Land::N,Land,țară
547,Staat::N,Staat,stat
548,König::N,König,rege
549,Macht::N,Macht,putere
550,Macht::N,Macht,putință
551,Grenze::N,Grenze,hotar
552,Grenze::N,Grenze,graniță
553,Grenze::N,Grenze,frontieră
554,Krieg::N,Krieg,război
555,Feind::N,Feind,dușman
556,Gewalt::N,Gewalt,violență
557,Kampf::N,Kampf,luptă
558,Bogen[Waffe]::N,Bogen,arc
559,Pfeil::N,Pfeil,săgeată
560,Gewehr::N,Gewehr,armă
561,Gewehr::N,Gewehr,pușcă
562,Fehler::N,Fehler,eroare
563,Fehler::N,Fehler,greșeală
564,Lüge::N,Lüge,minciună
565,Schaden::N,Schaden,daună
566,Schaden::N,Schaden,pagubă
567,Unglück::N,Unglück,nenorocire
568,Schuld::N,Schuld,vină
569,Alter::N,Alter,etate
570,Alter::N,Alter,vârstă
571,Schluss::N,Schluss,sfârșit
572,Zeit::N,Zeit,timp
573,Zeit::N,Zeit,vreme
574,Tag::N,Tag,zi
575,Morgen::N,Morgen,dimineață
576,Mittag::N,Mittag,prânz
577,Mittag::N,Mittag,amiază
578,Abend::N,Abend,seară
579,Nacht::N,Nacht,noapte
580,Woche::N,Woche,săptămână
581,Monat::N,Monat,lună
582,Jahr::N,Jahr,an
583,Frühling::N,Frühling,primăvară
584,Sommer::N,Sommer,vară
585,Herbst::N,Herbst,toamnă
586,Winter::N,Winter,iarnă
587,Januar::N,Januar,ianuarie
588,Februar::N,Februar,februarie
589,März::N,März,martie
590,April::N,April,aprilie
591,Mai::N,Mai,mai
592,Juni::N,Juni,iunie
593,Juli::N,Juli,iulie
594,August::N,August,august
595,September::N,September,septembrie
596,Oktober::N,Oktober,octombrie
597,November::N,November,noiembrie
598,Dezember::N,Dezember,decembrie
599,Montag::N,Montag,luni
600,Dienstag::N,Dienstag,marți
601,Mittwoch::N,Mittwoch,miercuri
602,Donnerstag::N,Donnerstag,joi
603,Freitag::N,Freitag,vineri
604,Samstag::N,Samstag,sâmbătă
605,Sonntag::N,Sonntag,duminică
606,groß::A,groß,mare
607,klein::A,klein,mic
608,lang::A,lang,lung
609,kurz::A,kurz,scurt
610,breit::A,breit,lat
611,breit::A,breit,larg
612,schmal::A,schmal,strâmt
613,dicht::A,dicht,des
614,dick[Gegenstand]::A,dick,gros
615,dünn::A,dünn,subțire
616,fein::A,fein,fin
617,fein::A,fein,subțire
618,fest::A,fest,tare
619,fest::A,fest,solid
620,flach::A,flach,șes
621,flach::A,flach,plan
622,glatt::A,glatt,lins
623,hart::A,hart,dur
624,weich::A,weich,moale
625,rund::A,rund,rotund
626,rund::A,rund,circular
627,spitz::A,spitz,ascuțit
628,scharf::A,scharf,tăios
629,scharf::A,scharf,ascuțit
630,stumpf::A,stumpf,tocit
631,schwer::A,schwer,greu
632,schön::A,schön,frumos
633,heiß::A,heiß,cald
634,heiß::A,heiß,fierbinte
635,warm::A,warm,cald
636,warm::A,warm,fierbinte
637,kalt::A,kalt,rece
638,kühl::A,kühl,rece
639,kühl::A,kühl,răcoros
640,frisch::A,frisch,răcoros
641,frisch::A,frisch,proaspăt
642,feucht::A,feucht,umed
643,feucht::A,feucht,jilav
644,nass::A,nass,ud
645,trocken::A,trocken,sec
646,trocken::A,trocken,uscat
647,voll::A,voll,plin
648,leer::A,leer,gol
649,offen::A,offen,deschis
650,geschlossen::A,geschlossen,închis
651,sauber::A,sauber,curat
652,schmutzig::A,schmutzig,murdar
653,roh::A,roh,crud
654,reif::A,reif,copt
655,lecker::A,lecker,gustos
656,süß::A,süß,dulce
657,bitter::A,bitter,amar
658,sauer::A,sauer,acru
659,hell::A,hell,clar
660,hell::A,hell,luminos
661,dunkel::A,dunkel,obscur
662,dunkel::A,dunkel,întunecos
663,schwarz::A,schwarz,negru
664,weiß::A,weiß,alb
665,rot::A,rot,roșu
666,gelb::A,gelb,galben
667,blau::A,blau,albastru
668,grün::A,grün,verde
669,grau::A,grau,gri
670,grau::A,grau,cenușiu
671,bunt::A,bunt,colorat
672,billig::A,billig,ieftin
673,teuer::A,teuer,scump
674,wertvoll::A,wertvoll,prețios
675,blind::A,blind,orb
676,taub::A,taub,surd
677,kräftig::A,kräftig,tare
678,kräftig::A,kräftig,forte
679,kräftig::A,kräftig,robust
680,stark::A,stark,viguros
681,stark::A,stark,puternic
682,schwach::A,schwach,slab
683,schwach::A,schwach,debil
684,fett::A,fett,gras
685,schlank::A,schlank,zvelt
686,hübsch::A,hübsch,drăguț
687,böse::A,böse,rău
688,böse::A,böse,răutăcios
689,dumm::A,dumm,nerod
690,dumm::A,dumm,tâmpit
691,faul::A,faul,leneș
692,fleißig::A,fleißig,harnic
693,fleißig::A,fleißig,sârguincios
694,geizig::A,geizig,calic
695,geizig::A,geizig,zgârcit
696,klug::A,klug,isteț
697,klug::A,klug,deștept
698,geschickt::A,geschickt,dibaci
699,lieb::A,lieb,drag
700,lieb::A,lieb,iubit
701,lustig::A,lustig,vesel
702,sanft::A,sanft,blând
703,sanft::A,sanft,blajin
704,hungrig::A,hungrig,flămând
705,krank::A,krank,bolnav
706,nackt::A,nackt,gol
707,traurig::A,traurig,trist
708,traurig::A,traurig,mâhnit
709,lebendig::A,lebendig,viu
710,gut::A,gut,bun
711,schlecht::A,schlecht,rău
712,schlecht::A,schlecht,prost
713,richtig::A,richtig,drept
714,richtig::A,richtig,corect
715,schlimm::A,schlimm,rău
716,wahr::A,wahr,adevărat
717,alt::A,alt,uzat
718,alt::A,alt,vechi
719,neu::A,neu,nou
720,ehemalig::A,ehemalig,fost
721,ehemalig::A,ehemalig,anterior
722,alt[Lebewesen]::A,alt,bătrîn
723,jung::A,jung,tânăr
724,arm::A,arm,sărac
725,arm::A,arm,sărman
726,reich::A,reich,avut
727,reich::A,reich,bogat
728,bekannt::A,bekannt,cunoscut
729,berühmt::A,berühmt,renumit
730,fremd::A,fremd,străin
731,verschieden::A,verschieden,diferit
732,verschieden::A,verschieden,deosebit
733,nah::A,nah,apropiat
734,fern::A,fern,departe
735,linker::A,linker,stâng
736,rechter::A,rechter,drept
737,anderer::A,anderer,alt
738,erster::A,erster,prim
739,zweiter::A,zweiter,al doilea
740,dritter::A,dritter,treilea
741,letzter::A,letzter,final
742,allein::ADV,allein,singur
743,auf einmal::ADV,auf einmal,dintrodată
744,zusammen::ADV,zusammen,împreună
745,lange::ADV,lange,îndelung
746,lange::ADV,lange,mult timp
747,plötzlich::ADV,plötzlich,deodată
748,plötzlich::ADV,plötzlich,pe neașteptate
749,sofort::ADV,sofort,imediat
750,sofort::ADV,sofort,numaidecît
751,später::ADV,später,mai apoi
752,später::ADV,später,mai târziu
753,jetzt::ADV,jetzt,acum
754,heute::ADV,heute,azi
755,heute::ADV,heute,astăzi
756,morgen::ADV,morgen,mâine
757,bald::ADV,bald,curând
758,dann::ADV,dann,apoi
759,gestern::ADV,gestern,ieri
760,einst::ADV,einst,odată
761,einst::ADV,einst,odinioară
762,damals::ADV,damals,atunci
763,damals::ADV,damals,pe atunci
764,danach::ADV,danach,după aceasta
765,vorher::ADV,vorher,mai întâi
766,vorher::ADV,vorher,în prealabil
767,zuerst::ADV,zuerst,întâi
768,zuerst::ADV,zuerst,în primul rând
769,einmal::ADV,einmal,odată
770,manchmal::ADV,manchmal,uneori
771,manchmal::ADV,manchmal,câteodată
772,oft::ADV,oft,des
773,oft::ADV,oft,deseori
774,immer::ADV,immer,mereu
775,immer::ADV,immer,întotdeauna
776,niemals::ADV,niemals,niciodată
777,hier::ADV,hier,aci
778,hier::ADV,hier,aici
779,hierhin::ADV,hierhin,încoace
780,von hier::ADV,von hier,de aici
781,dort::ADV,dort,acolo
782,dorthin::ADV,dorthin,dincolo
783,geradeaus::ADV,geradeaus,drept înainte
784,vorwärts::ADV,vorwärts,înainte
785,rückwärts::ADV,rückwärts,îndărăt
786,zurück::ADV,zurück,înapoi
787,unten::ADV,unten,jos
788,unten::ADV,unten,dedesubt
789,hinab::ADV,hinab,în jos
790,hinab::ADV,hinab,de vale
791,oben::ADV,oben,sus
792,oben::ADV,oben,deasupra
793,hinauf::ADV,hinauf,în sus
794,überall::ADV,überall,peste tot
795,überall::ADV,überall,pretutindeni
796,nicht::ADV,nicht,nu
797,ein wenig::ADV,ein wenig,puțin
798,kaum::ADV,kaum,cu greu
799,kaum::ADV,kaum,cu anevoie
800,sehr::ADV,sehr,mult
801,sehr::ADV,sehr,foarte
802,so::ADV,so,așa
803,so::ADV,so,atât
804,noch::ADV,noch,încă
805,nur::ADV,nur,doar
806,schon::ADV,schon,și
807,schon::ADV,schon,deja
808,wieder::ADV,wieder,iar
809,wieder::ADV,wieder,iarăși
